McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,43,288,37,1,8,1
2,0,34,15,22,0,11,0
1,0,3,288,11,0,7,0
1,0,5,288,8,0,7,0
1,0,28,288,26,0,7,0
1,0,12,791,15,0,7,0
38,0,236,1147,66,2,11,1
1,0,15,791,20,0,6,1
3,0,44,1733,14,0,7,0
3,0,52,791,21,0,7,0
7,0,45,791,24,0,6,0
1,0,31,791,19,0,7,0
1,0,17,791,162,2,9,0
189,0,1028,791,173,4,12,1
15,0,91,791,8,0,6,1
15,0,87,1147,49,0,9,1
1,0,16,791,26,0,7,0
6,0,49,791,33,0,8,0
1,0,11,753,8,0,5,1
1,0,74,791,14,0,7,0
1,0,4,791,14,0,5,0
4,0,76,791,60,0,9,0
1,0,37,791,10,0,5,1
4,0,29,791,27,0,7,0
3,0,40,791,15,0,7,0
3,0,19,791,7,0,5,0
15,0,99,791,25,0,7,0
8,0,75,791,38,0,9,0
5,0,36,791,33,0,9,0
3,0,43,791,22,0,7,0
34,0,167,791,57,0,10,1
1,0,4,2899,1,0,1,0
21,0,155,791,47,0,11,0
23,0,120,791,25,0,8,1
1,0,1,791,2,0,2,0
14,0,86,1147,54,0,9,0
3,0,50,791,10,0,5,0
1,0,35,1733,27,0,7,1
7,0,27,791,13,0,6,0
97,0,437,15,74,0,11,1
1,0,49,15,14,0,6,0
1,0,7,2899,1,0,1,0
1,0,5,2899,1,0,1,0
3,0,23,1733,12,0,6,0
1,0,12,2053,5,0,2,0
1,0,1,15,8,0,4,0
1,0,13,753,7,0,3,0
1,0,54,2053,13,0,8,0
1,0,5,2899,1,0,1,0
1,0,35,288,17,0,7,0
18,0,342,15,53,0,11,0
1,0,7,2053,5,0,2,0
13,0,179,1147,16,0,7,1
3,0,52,1147,12,0,7,0
7,0,72,1147,21,0,7,0
1,0,44,1147,11,0,7,0
3,0,56,1147,19,0,7,0
1,0,17,1147,13,0,7,0
3,0,47,1147,12,0,7,0
3,0,38,1147,19,0,7,0
4,0,69,1147,19,0,7,0
42,0,287,1147,130,0,12,1
3,0,49,1147,11,0,7,0
1,0,262,1147,47,0,8,0
1,0,46,1147,18,0,9,0
1,0,37,1147,15,0,8,1
1,0,26,1147,10,0,7,0
8,0,78,1147,27,0,10,0
7,0,84,1147,27,0,10,0
1,0,185,1147,38,0,8,0
1,0,38,1147,13,0,7,0
3,0,58,1147,19,0,7,0
3,0,38,1147,13,0,7,0
10,0,123,1147,173,2,11,1
1,0,22,1147,12,0,7,0
1,0,37,1147,9,0,7,0
1,0,1,1147,3,0,3,0
7,0,76,1147,18,0,9,0
55,0,272,1733,23,1,9,0
2,0,92,2899,22,0,6,0
5,0,35,2899,21,0,7,0
3,0,76,2899,15,0,3,0
55,0,630,15,178,1,14,1
1,0,4,1733,9,0,4,0
10,0,57,1733,8,0,6,0
59,0,349,15,132,5,12,0
1,0,46,753,10,0,4,0
2,0,62,2899,15,0,3,1
1,0,23,2899,10,0,2,0
3,0,72,15,46,0,10,0
1,0,18,2899,4,0,2,0
3,0,32,2899,21,0,7,0
1,0,37,753,9,0,3,0
9,0,56,2899,18,0,7,0
1,0,4,753,2,0,2,0
4,0,25,1733,26,0,9,0
1,0,45,753,6,0,4,0
2,0,50,2899,14,0,3,1
1,0,20,2899,10,0,2,0
1,0,74,831,10,0,4,0
1,0,36,2053,7,0,2,0
1,0,37,2899,11,0,6,1
2,0,15,2899,10,0,3,0
2,0,38,2899,5,0,2,0
2,0,54,2899,16,0,5,1
1,0,13,2899,10,0,2,0
2,0,56,753,10,0,4,0
1,0,60,831,13,0,5,0
53,0,346,831,138,0,9,1
8,0,123,2899,9,0,2,0
2,0,45,2899,18,0,6,0
1,0,12,2899,8,0,2,0
2,0,111,15,50,0,15,0
1,0,31,2899,9,0,2,0
3,0,49,2899,26,0,6,1
1,0,12,2899,6,0,2,0
1,0,74,288,6,0,4,0
1,0,48,288,6,0,4,0
1,0,34,2899,6,0,3,0
4,0,82,2899,23,0,7,0
3,0,119,2899,40,0,7,0
2,0,47,2899,6,0,2,0
2,0,115,1733,31,1,8,0
1,0,30,2899,8,0,2,0
4,0,138,2899,37,0,9,0
1,0,1,2899,1,0,1,0
1,0,55,15,17,0,7,0
2,0,47,2899,7,0,2,0
1,0,13,2899,8,0,2,0
5,0,91,753,20,0,6,0
1,0,46,753,11,0,4,0
6,0,120,2899,70,1,7,0
3,0,48,2899,6,0,2,0
2,0,89,1733,33,0,6,0
1,0,30,2899,8,0,2,0
2,0,95,15,18,0,8,0
1,0,36,15,16,0,8,0
1,0,80,753,10,0,4,0
4,0,74,2899,25,0,7,0
1,0,18,2899,4,0,2,0
9,0,197,1733,41,4,8,0
2,0,53,1733,20,4,7,0
1,0,65,831,15,0,6,0
2,0,47,2899,5,0,4,0
2,0,15,2899,10,0,3,0
2,0,38,2899,5,0,2,0
2,0,57,1733,10,0,4,0
2,0,55,1733,9,0,5,0
3,0,62,288,23,0,7,0
5,0,71,753,34,0,7,0
9,0,79,2899,36,0,7,0
2,0,32,2899,5,0,2,0
3,0,32,2899,21,0,7,0
2,0,37,753,14,0,4,0
2,0,43,2899,18,0,6,0
1,0,12,2899,7,0,2,0
2,0,63,753,14,0,4,0
311,0,1184,15,316,7,16,1
1,0,18,1733,13,0,5,0
1,0,17,1733,12,0,4,0
1,0,15,2899,5,0,3,0
1,0,10,2899,5,0,3,0
1,0,9,2899,11,0,4,0
1,0,7,831,8,0,5,0
1,0,6,2899,5,0,3,0
1,0,7,2899,5,0,3,0
1,0,9,2899,3,0,2,0
1,0,9,15,24,0,9,0
1,0,9,15,28,3,9,0
1,0,35,2053,15,0,4,0
1,0,6,2899,6,0,3,0
1,0,9,2899,6,0,2,0
1,0,6,831,3,0,3,0
1,0,21,288,8,0,6,0
1,0,55,575,33,0,8,1
3,0,22,831,7,0,3,0
1,0,8,1118,8,0,1,0
1,0,13,2899,15,0,6,0
1,0,5,2899,10,0,4,0
1,0,30,2053,92,1,9,0
1,0,15,2899,2,0,1,0
1,0,49,15,136,0,11,0
1,0,4,831,8,0,5,0
1,0,6,2899,4,0,3,1
1,0,17,1733,28,0,7,0
1,0,15,1733,12,0,5,0
1,0,7,2899,21,0,6,0
1,0,9,1733,7,0,4,0
1,0,13,2899,4,0,3,0
1,0,8,831,27,0,7,0
1,0,5,831,18,0,7,0
1,0,36,2053,19,0,9,1
1,0,5,1733,5,0,4,0
1,0,4,2899,9,0,4,0
1,0,20,15,52,0,12,0
1,0,71,15,163,0,15,1
1,0,22,575,10,0,4,0
1,0,4,2053,8,0,3,0
1,0,34,15,24,1,7,1
1,0,17,831,22,0,7,0
1,0,4,2899,11,0,5,0
1,0,33,831,10,0,5,1
3,0,20,831,3,0,2,0
1,0,6,1118,6,0,1,0
1,0,9,2899,21,0,6,0
5,0,36,831,23,0,6,0
1,0,5,831,5,0,3,1
1,0,8,831,13,0,6,0
1,0,4,2899,13,0,6,0
1,0,9,1118,9,0,1,0
1,0,6,1118,3,0,1,0
1,0,9,1733,14,0,5,0
5,0,37,831,1,0,1,0
1,0,5,753,5,0,4,0
1,0,29,288,40,0,8,0
3,0,58,791,20,1,8,0
1,0,30,575,28,0,7,1
1,0,4,2053,6,0,3,0
1,0,12,15,6,0,5,0
4,0,50,575,29,0,8,0
1,0,7,831,17,0,6,0
1,0,22,2053,12,0,8,1
1,0,5,1118,8,0,2,0
4,0,79,831,10,0,5,0
1,0,7,2899,6,0,4,0
1,0,6,2899,7,0,4,0
1,0,35,831,42,0,6,0
1,0,11,575,8,0,3,0
1,0,17,575,6,0,2,0
1,0,1,2899,1,0,1,0
1,0,5,831,8,0,5,0
1,0,4,15,10,0,6,0
6,0,55,1733,10,0,5,0
1,0,4,2053,2,0,2,0
1,0,9,288,23,0,8,1
1,0,3,1733,3,0,3,0
1,0,13,2899,9,0,6,0
1,0,5,2899,4,0,3,0
1,0,22,15,24,0,8,0
1,0,8,2899,8,0,3,0
1,0,7,831,8,0,5,0
1,0,26,1147,33,0,7,0
1,0,11,2899,12,0,5,0
1,0,12,1733,19,0,5,0
1,0,7,831,8,0,5,0
31,0,523,1733,47,1,11,0
13,0,93,831,15,0,7,0
3,0,38,831,11,0,8,0
1,0,35,831,7,0,4,0
1,0,4,831,4,0,4,0
29,0,251,288,43,1,10,0
1,0,2,831,3,0,3,0
19,0,142,288,25,0,9,0
22,0,187,288,116,0,12,0
19,0,122,288,25,0,10,0
7,0,75,831,19,0,7,0
1,0,9,831,10,0,7,0
247,0,1395,791,153,1,14,0
2,0,71,288,31,3,9,0
1,0,18,429,32,0,9,0
7,0,77,288,21,0,9,0
1,0,45,1733,17,0,8,0
12,0,169,2053,91,3,10,0
2,0,17,429,20,0,7,0
8,0,98,288,21,0,9,0
4,0,33,288,22,0,8,0
5,0,46,288,27,0,10,1
48,0,514,288,89,0,10,1
3,0,29,429,40,0,10,0
1,0,1,288,4,0,4,0
2,0,54,288,30,0,10,0
1,0,22,429,10,0,7,0
1,0,9,1118,8,0,4,0
1,0,25,791,7,0,4,0
1,0,19,1147,5,0,2,0
76,0,402,15,71,4,12,0
1,0,21,791,13,0,7,0
1,0,51,2899,32,0,9,0
5,0,258,15,126,15,14,1
38,0,252,2053,111,5,12,1
27,0,342,15,191,0,12,1
9,0,216,15,89,0,10,0
4,0,29,791,11,0,8,0
4,0,85,15,35,0,9,0
27,0,335,791,56,1,8,0
69,0,554,753,217,10,10,1
1,0,9,575,13,0,5,0
1,0,14,2899,15,0,6,0
4,0,26,791,22,0,5,0
13,0,79,791,15,0,6,0
30,0,171,791,30,0,8,0
1,0,1,791,2,0,2,0
1,0,24,791,10,0,5,0
1,0,64,1733,17,2,7,0
1,0,19,2899,3,0,2,0
1,0,21,2899,4,0,2,0
1,0,35,1733,11,0,6,0
1,0,29,1733,21,2,8,0
1,0,31,2899,5,0,2,0
1,0,43,2899,3,0,2,0
23,0,167,1733,15,2,7,0
4,0,201,1733,24,2,7,0
2,0,51,1733,28,2,9,0
2,0,29,831,27,2,10,1
1,0,8,1733,9,0,7,0
1,0,7,1733,9,0,7,0
1,0,57,288,18,0,7,0
47,0,224,288,99,2,11,0
10,0,251,1733,47,2,10,0
1,0,136,1733,25,2,10,0
2,0,28,1733,10,0,6,0
1,0,47,1147,13,0,7,0
1,0,1,2899,1,0,1,0
1,0,32,288,14,0,7,0
1,0,21,2899,4,0,2,0
2,0,121,1733,38,2,9,0
6,0,208,15,18,0,9,0
1,0,37,1733,16,2,7,0
2,0,55,1733,30,2,9,0
2,0,60,1733,35,2,9,0
1,0,48,288,12,0,5,0
1,0,20,288,13,0,6,0
19,0,93,288,19,0,6,0
1,0,21,753,4,0,3,0
12,0,54,288,28,0,9,0
1,0,4,1118,1,0,1,0
1,0,19,288,12,0,8,0
1,0,8,575,6,0,4,0
17,0,198,791,64,1,10,0
1,0,4,1118,1,0,1,0
1,0,62,288,14,0,6,0
1,0,1,288,5,0,4,0
16,0,80,288,20,0,8,0
1,0,41,288,18,0,6,0
1,0,23,2899,1,0,1,0
5,0,84,288,22,0,8,0
16,0,130,288,16,0,8,0
2,0,15,288,6,0,5,0
22,0,165,1733,44,0,8,0
1,0,45,1733,9,0,4,0
4,0,59,1733,7,0,4,0
1,0,53,1733,9,0,4,0
5,0,68,1733,15,0,8,0
56,0,507,2053,141,9,11,1
1,0,50,831,16,0,5,0
4,0,33,831,12,0,6,0
2,0,16,831,7,0,4,0
12,0,72,1733,29,0,7,0
8,0,96,1733,17,0,6,0
36,0,236,288,14,0,7,1
2,0,25,1733,7,0,5,0
7,0,53,791,11,0,6,1
147,0,1078,1147,239,40,18,1
1,0,6,575,9,0,4,0
2,0,34,831,21,0,6,1
1,0,7,15,19,0,9,1
1,0,70,1733,7,0,5,0
34,0,340,1147,189,7,13,1
1,0,90,753,15,1,4,0
3,0,52,791,16,0,5,0
1,0,17,2899,8,0,4,0
1,0,10,15,24,0,9,1
1,0,11,753,12,0,6,0
1,0,41,753,5,0,4,0
3,0,44,1733,9,0,4,0
1,0,6,753,3,0,3,0
3,0,271,2899,50,4,7,0
10,0,25,575,2,0,2,0
148,0,916,2899,569,46,17,1
3,0,26,831,31,0,6,0
23,0,111,831,23,0,6,0
3,0,44,1733,8,0,4,0
38,0,269,2899,138,8,14,0
3,0,33,831,10,0,4,0
1,0,1,831,5,0,2,0
3,0,46,831,91,9,10,1
3,0,36,831,23,0,6,1
9,0,57,831,11,0,5,1
1,0,66,1147,161,11,11,1
1,0,134,831,42,0,8,0
1,0,7,831,15,0,5,0
1,0,11,831,15,0,5,0
1,0,6,831,12,0,5,0
1,0,11,831,15,0,5,0
1,0,8,831,13,0,5,0
1,0,6,831,12,0,5,0
1,0,11,831,21,0,6,0
1,0,8,831,11,0,5,0
3,0,23,831,14,0,5,0
1,0,7,1733,8,0,4,0
1,0,9,831,17,0,5,0
1,0,8,831,16,0,6,0
2,0,48,831,22,0,5,0
1,0,8,831,12,0,5,0
1,0,11,831,13,0,5,0
1,0,8,831,13,0,5,0
1,0,16,831,20,0,5,0
1,0,2,831,9,0,5,0
1,0,6,1733,8,0,4,0
1,0,9,831,15,0,5,0
1,0,8,831,12,0,5,0
1,0,15,831,20,0,5,0
1,0,13,831,14,0,5,0
1,0,12,831,11,0,5,0
1,0,8,1733,7,0,4,0
1,0,11,831,14,0,6,0
1,0,9,753,17,0,5,0
1,0,5,1733,13,0,8,0
1,0,28,288,49,0,11,0
1,0,3,1733,10,0,7,0
1,0,14,1733,18,0,9,0
1,0,4,15,10,0,5,0
1,0,6,575,13,0,5,0
1,0,15,831,38,0,8,1
1,0,9,1733,10,0,5,0
1,0,1,2899,1,0,1,0
28,0,154,831,24,0,8,0
24,0,184,1147,22,4,8,0
1,0,233,1147,14,1,6,0
1,0,55,1147,6,0,5,0
1,0,35,1147,6,0,5,1
9,0,77,1147,17,4,7,0
4,0,47,1147,11,0,6,0
1,0,185,1147,18,2,6,0
26,0,213,1147,20,0,8,0
4,0,54,1147,6,0,5,0
34,0,274,1147,48,4,10,1
6,0,51,1147,10,4,6,0
14,0,206,1147,14,4,5,0
1,0,1,1147,3,0,3,0
19,0,127,15,15,0,7,1
12,0,69,15,37,0,9,0
15,0,130,2899,62,2,13,1
1,0,17,15,12,0,6,0
1,0,19,15,27,6,10,0
16,0,142,15,46,0,14,0
23,0,126,2899,46,5,12,1
2,0,34,2899,10,0,4,1
1,0,16,791,67,1,9,0
1,0,5,575,9,0,5,0
1,0,18,1733,121,6,8,1
4,0,57,15,25,1,8,0
1,0,25,2053,11,0,3,0
1,0,65,15,18,0,7,0
8,0,280,15,20,4,7,0
3,0,13,15,9,0,5,0
1,0,10,15,9,0,5,1
1,0,54,15,57,0,10,1
38,0,241,15,82,3,15,1
1,0,6,1733,8,1,5,0
16,0,197,15,124,0,11,1
1,0,15,15,29,0,8,0
1,0,15,15,27,0,8,0
3,0,14,15,9,0,5,0
1,0,1,15,6,0,4,0
15,0,120,15,139,0,11,1
1,0,8,15,13,0,6,0
17,0,99,15,79,1,12,0
1,0,4,2899,8,0,3,0
23,0,128,15,37,0,11,1
1,0,25,1733,10,0,4,0
12,0,59,15,17,0,9,0
1,0,10,753,5,0,3,0
29,0,161,15,67,5,12,1
1,0,8,1733,8,1,5,0
16,0,118,15,43,0,9,1
12,0,96,15,34,0,9,1
1,0,5,753,4,0,3,0
1,0,5,2899,5,0,2,0
1,0,6,791,11,0,6,0
1,0,5,1733,12,0,4,0
18,0,172,15,49,0,12,0
66,0,456,15,84,4,14,1
6,0,86,15,12,0,7,1
53,0,260,15,18,0,8,1
22,0,145,15,89,1,13,0
5,0,45,15,18,2,8,0
1,0,71,831,10,0,5,0
2,0,70,831,10,0,5,0
28,0,200,2053,29,2,5,0
1,0,1,831,3,0,3,0
3,0,23,15,6,2,5,0
1,0,11,791,10,0,3,0
1,0,44,288,14,0,5,1
1,0,4,831,8,0,4,0
2,0,18,831,6,0,5,0
18,0,135,831,35,0,8,0
1,0,1,831,3,0,3,0
2,0,28,831,13,0,5,0
6,0,55,791,27,0,7,0
1,0,21,831,8,0,5,0
25,0,195,791,46,0,9,0
6,0,92,831,29,0,7,0
7,0,28,288,17,0,8,0
2,0,60,831,24,2,6,0
1,0,8,1733,16,0,3,0
1,0,1,2899,1,0,1,0
15,0,161,288,15,1,5,1
1,0,9,288,9,0,6,0
32,0,162,288,42,3,12,0
1,0,6,2899,14,0,7,0
10,0,88,288,33,1,9,0
76,0,702,288,129,11,16,1
1,0,7,288,8,0,6,0
1,0,15,2899,1,1,1,0
39,0,273,288,56,1,14,0
3,0,48,288,34,0,9,0
6,0,81,288,65,0,10,0
2,0,20,288,9,1,6,0
3,0,42,288,28,0,8,0
2,0,47,288,58,0,10,0
3,0,42,288,21,0,9,0
5,0,81,288,49,0,10,0
3,0,46,288,42,0,9,0
5,0,48,288,19,0,9,0
2,0,67,288,67,0,10,0
1,0,23,288,34,0,9,0
1,0,45,288,41,0,9,0
4,0,89,288,97,0,10,0
1,0,1,288,4,0,4,0
2,0,28,288,40,0,9,0
1,0,38,288,29,0,8,0
4,0,68,288,76,0,10,0
1,0,20,288,25,0,9,0
125,0,631,831,170,16,10,1
1,0,252,288,24,3,6,0
1,0,46,288,15,0,7,0
1,0,37,288,13,0,7,1
3,0,30,288,11,1,6,0
11,0,91,288,58,1,10,0
5,0,92,288,64,1,9,0
1,0,168,288,30,0,7,0
4,0,61,288,17,1,8,0
16,0,227,15,203,4,12,1
32,0,205,15,59,0,10,0
6,0,32,288,15,0,8,0
1,0,33,288,31,0,9,0
2,0,63,288,59,0,10,0
1,0,20,288,27,0,9,0
7,0,76,288,11,2,6,0
1,0,6,15,15,0,7,0
1,0,1,1733,7,0,5,0
1,0,7,15,13,0,7,0
3,0,27,15,14,0,7,0
8,0,154,15,27,0,7,0
24,0,215,15,33,0,8,0
1,0,5,15,14,0,7,0
1,0,7,15,13,0,7,0
8,0,76,831,11,0,6,0
1,0,7,2899,2,0,1,0
1,0,8,2899,2,0,1,0
1,0,11,2899,2,0,1,0
1,0,1,2899,1,0,1,0
1,0,7,831,12,0,6,0
1,0,15,753,8,0,3,0
2,0,53,1733,12,0,6,0
13,0,88,15,48,2,11,0
1,0,26,2899,3,0,1,0
10,0,40,288,9,0,5,0
1,0,7,288,16,0,7,0
1,0,3,791,10,0,6,0
1,0,4,2053,11,0,5,0
1,0,4,288,8,0,6,0
1,0,4,288,9,0,7,0
1,0,5,288,8,0,6,0
10,0,64,288,12,0,6,0
1,0,4,288,7,0,5,0
1,0,4,288,13,0,6,0
1,0,9,791,8,0,5,1
1,0,17,288,27,0,8,1
1,0,4,288,8,0,6,0
1,0,33,288,67,0,10,0
1,0,5,288,6,2,3,0
1,0,4,288,11,0,5,0
1,0,5,791,7,0,3,0
3,0,97,288,47,0,8,0
1,0,7,288,24,0,8,0
1,0,13,288,11,0,6,0
1,0,6,2053,14,0,7,0
1,0,11,288,8,0,5,0
1,0,8,288,26,0,8,0
1,0,5,753,3,0,3,0
1,0,41,288,68,0,9,0
1,0,3,288,6,0,3,0
1,0,5,831,5,0,3,0
1,0,6,288,9,0,6,0
17,0,224,288,103,0,11,1
3,0,38,288,23,0,7,0
1,0,5,2899,6,0,4,0
1,0,27,1147,78,0,10,0
1,0,1,2899,1,0,1,0
1,0,4,2899,5,0,3,0
1,0,27,288,8,0,6,0
1,0,25,288,8,0,6,0
1,0,4,288,10,0,7,0
1,0,14,791,27,1,8,0
1,0,3,2053,7,0,3,0
1,0,6,791,19,0,6,0
1,0,5,791,9,0,7,0
1,0,5,753,7,0,5,0
1,0,4,288,7,0,6,0
7,0,54,288,12,0,7,0
1,0,3,288,8,0,6,0
1,0,4,288,8,0,6,0
1,0,4,288,6,2,3,0
1,0,7,791,23,2,7,0
1,0,3,288,7,0,4,0
1,0,5,288,8,0,5,0
1,0,5,575,3,0,3,0
1,0,7,288,10,0,5,0
1,0,5,753,3,0,2,0
1,0,1,791,2,0,2,0
1,0,8,753,4,0,2,0
1,0,1,831,3,0,3,0
1,0,63,2053,39,0,10,0
3,0,30,2053,11,0,6,0
1,0,53,2053,25,0,9,0
5,0,46,831,19,0,7,0
1,0,28,831,3,0,3,0
7,0,82,2053,10,0,5,0
6,0,120,2053,91,0,10,1
1,0,20,831,3,0,3,0
1,0,1,2899,1,0,1,0
1,0,4,2899,7,0,3,0
1,0,4,288,14,0,7,0
1,0,14,288,19,0,8,0
1,0,10,288,33,0,10,0
1,0,15,1733,12,0,5,0
1,0,6,288,26,0,8,0
1,0,9,1733,7,0,5,0
7,0,87,288,20,0,8,1
108,0,500,2899,40,5,12,0
49,0,265,15,17,0,9,0
7,0,59,15,16,0,9,0
1,0,55,15,11,1,7,0
6,0,32,15,24,0,11,0
