McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
78,0,337,2,244,5,9,1
5,0,20,0,811,1,1,0
2,0,36,0,4735,1,1,0
75,0,352,0,811,3,9,1
2,0,35,0,4735,1,1,0
3,0,48,0,244,2,2,0
1,0,34,0,319,1,1,0
1,0,10,0,811,1,1,0
24,0,172,0,9,2,3,0
1,0,12,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,30,0,4735,1,3,0
1,0,20,0,244,2,2,0
1,0,64,0,1466,1,1,0
1,0,16,0,4735,2,4,0
7,0,70,0,4735,2,2,0
8,0,103,0,1466,4,7,0
6,0,59,0,1466,1,1,0
23,0,221,0,4735,1,2,1
1,0,59,0,762,1,2,0
1,0,6,0,4735,1,1,0
1,0,5,0,18,2,2,0
24,0,195,0,1466,3,8,0
1,0,16,0,762,3,4,0
1,0,41,0,4735,1,3,0
1,0,11,0,4735,1,1,0
1,0,42,0,479,3,4,0
67,0,591,1,4735,4,16,1
16,0,103,0,4735,1,1,0
102,0,700,2,762,4,35,1
4,0,57,0,4735,1,2,0
10,0,148,0,4735,1,7,0
1,0,3,0,4735,1,1,1
1,0,3,0,4735,1,1,0
1,0,23,0,4735,1,1,0
1,0,14,0,4735,1,1,0
9,0,73,0,4735,1,3,0
1,0,18,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,50,0,4735,1,1,0
2,0,29,0,4735,1,2,0
6,0,60,0,4735,1,1,0
1,0,6,0,4735,1,1,1
5,0,71,0,4735,1,2,0
6,0,60,0,4735,1,1,0
1,0,7,0,4735,1,1,0
21,0,309,0,4735,1,7,1
1,0,99,0,4735,1,1,0
1,0,25,0,4735,2,3,1
7,0,73,2,1466,4,12,1
9,0,81,2,1466,4,13,1
16,0,91,0,3,2,3,1
9,0,168,0,319,3,4,1
6,0,57,1,1466,2,5,1
4,0,20,0,319,1,1,1
1,0,1,0,4735,1,2,0
1,0,27,0,4735,2,3,0
7,0,55,0,762,3,5,0
27,0,174,0,4735,4,6,1
17,0,204,0,4735,1,4,1
64,0,352,3,474,6,17,1
1,0,70,0,762,3,4,0
7,0,70,0,811,2,4,0
7,0,65,0,762,3,6,0
3,0,40,0,811,2,4,0
47,0,266,2,479,6,16,1
80,0,494,3,479,5,25,1
1,0,18,0,11,2,2,0
4,0,154,0,91,4,13,1
1,0,52,0,91,5,9,0
1,0,29,0,811,2,3,1
1,0,1,0,11,2,2,0
8,0,74,0,811,4,11,1
1,0,27,0,811,2,3,0
9,0,141,0,4735,5,17,1
1,0,18,0,11,2,2,0
6,0,127,1,4735,3,9,0
1,0,57,0,811,3,7,0
1,0,54,0,4735,2,5,0
1,0,1,0,4735,1,2,0
13,0,169,2,479,4,11,0
1,0,18,0,11,2,2,0
5,0,132,0,811,3,11,0
1,0,76,0,811,3,6,0
9,0,61,0,762,3,6,0
13,0,106,0,811,3,10,0
5,0,64,0,762,3,5,0
1,0,1,0,4735,1,2,0
11,0,113,0,811,3,10,0
1,0,15,0,4735,1,3,0
3,0,61,0,811,3,8,0
3,0,67,0,762,4,9,0
3,0,82,0,811,3,8,0
1,0,16,0,762,1,1,0
8,0,156,0,479,4,7,1
7,0,98,0,479,4,7,0
6,0,69,0,811,3,4,0
5,0,46,0,811,2,2,0
1,0,1,0,762,1,1,0
12,0,136,1,479,7,14,1
1,0,18,0,11,2,2,0
14,0,183,0,479,5,11,0
5,0,88,0,479,5,9,0
1,0,82,0,4735,2,7,0
1,0,18,0,11,2,2,0
6,0,66,0,811,2,3,0
68,0,339,1,479,8,16,1
3,0,47,0,811,3,5,0
5,0,116,0,811,2,4,0
14,0,149,0,479,4,8,0
7,0,71,0,4735,1,3,0
1,0,1,0,4735,1,2,0
4,0,76,0,479,5,12,0
12,0,119,1,479,7,14,0
7,0,94,0,479,5,13,0
1,0,18,0,11,2,2,0
36,0,400,1,4735,6,20,1
1,0,145,0,762,4,9,0
1,0,54,0,4735,4,8,0
1,0,1,0,4735,1,2,0
20,0,233,2,762,6,16,1
1,0,19,0,11,2,2,0
30,0,398,3,244,6,14,0
1,0,116,1,811,4,7,0
1,0,1,0,4735,1,2,0
34,0,291,4,511,7,19,1
1,0,18,0,11,2,2,0
12,0,180,0,762,4,16,0
3,0,108,0,762,4,12,0
3,0,109,0,762,3,7,1
1,0,49,0,762,1,4,0
1,0,41,0,762,1,2,0
8,0,110,0,762,1,2,0
16,0,172,0,4735,4,17,1
1,0,18,0,4735,1,1,0
38,0,172,0,4735,4,15,0
5,0,33,0,811,3,5,0
8,0,122,1,811,3,5,0
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,11,2,2,0
11,0,40,0,4735,1,2,0
9,0,53,1,4735,1,3,0
15,0,275,0,1466,5,15,0
4,0,417,0,479,8,19,0
16,0,178,0,4735,4,9,0
1,0,18,0,11,2,2,0
4,0,76,0,811,3,8,0
1,0,43,0,811,3,6,0
14,0,55,0,4735,1,2,0
10,0,98,2,4735,2,6,0
6,0,90,0,1466,3,4,0
16,0,111,0,1466,5,10,0
7,0,81,0,1466,4,9,0
1,0,1,0,22,1,1,0
1,0,28,0,22,1,1,0
1,0,29,0,22,1,1,0
1,0,19,0,22,1,1,0
3,0,94,0,22,1,1,0
2,0,49,0,4735,2,2,0
2,0,48,0,22,1,1,1
10,0,131,0,4735,4,5,1
13,0,101,0,4735,1,3,0
8,0,74,0,4735,1,3,0
15,0,68,0,4735,1,1,0
5,0,79,0,762,3,5,0
6,0,34,0,762,1,1,0
1,0,10,0,4735,1,2,0
1,0,11,0,4735,1,2,0
5,0,67,0,1466,5,7,0
6,0,30,1,4735,1,1,0
1,0,1,0,246,1,1,0
1,0,18,0,246,1,1,0
33,0,281,0,246,1,1,1
17,0,167,0,246,1,1,0
1,0,45,0,246,1,1,0
27,0,254,0,246,1,1,1
22,0,175,0,246,1,1,1
3,0,94,0,246,1,2,1
20,0,239,3,4735,9,30,0
1,0,18,0,11,2,2,0
35,0,216,1,479,3,7,0
39,0,424,2,479,9,29,0
1,0,173,2,479,8,20,0
3,0,71,0,4735,6,11,0
1,0,8,0,4735,1,1,0
13,0,164,0,811,2,3,0
1,0,43,0,4735,1,1,0
2,0,18,0,4735,1,1,0
30,0,326,0,4735,1,1,0
2,0,147,0,4735,1,1,0
1,0,6,0,4735,1,2,0
1,0,4,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,4,0,4735,1,1,0
3,0,58,0,4735,3,9,0
3,0,43,0,4735,2,5,0
3,0,43,0,4735,3,7,0
1,0,267,0,762,6,12,0
1,0,190,0,762,4,7,0
1,0,462,0,762,4,16,0
1,0,12,0,11,2,2,0
5,0,301,1,4735,6,19,0
51,0,371,1,4735,5,17,0
12,0,119,0,1466,2,3,1
7,0,41,0,4735,1,2,0
41,0,259,0,474,3,5,1
14,0,172,0,1466,1,1,0
46,0,254,0,762,3,7,0
53,0,517,4,762,5,23,1
40,0,296,2,319,3,6,1
112,0,497,2,1466,2,9,1
180,0,941,4,762,7,25,1
72,0,484,2,474,7,29,1
13,0,189,0,4735,3,7,0
28,0,211,2,762,5,9,1
25,0,227,0,474,1,1,1
25,0,250,0,4735,4,11,0
74,0,471,1,4735,6,18,1
2,0,20,0,4735,1,2,0
48,0,238,1,1,7,12,0
1,0,13,0,4735,1,1,0
20,0,182,1,4735,1,4,0
40,0,140,1,319,2,4,0
72,0,420,1,1466,2,4,0
4,0,38,0,1466,1,1,0
1,0,14,0,1466,1,1,0
26,0,228,2,4735,3,7,0
47,0,288,0,4735,2,5,1
56,0,427,3,4735,2,8,1
7,0,72,0,1466,1,1,0
2,0,28,0,4735,2,2,0
13,0,94,0,4735,2,2,0
1,0,11,0,1466,1,1,0
1,0,10,0,1466,1,1,0
21,0,112,1,1466,2,3,0
35,0,219,2,4735,2,6,0
14,0,110,0,4735,3,5,1
66,0,315,0,4735,2,6,0
22,0,133,0,1466,1,2,0
1,0,11,0,1466,1,1,0
1,0,6,0,4735,2,2,0
1,0,30,0,4735,3,4,0
5,0,29,0,1466,2,2,0
1,0,15,0,4735,2,2,0
59,0,451,1,762,4,13,1
1,0,63,0,762,1,1,0
1,0,14,1,319,1,1,0
1,0,57,1,1466,2,4,1
6,0,39,1,4735,2,3,0
19,0,148,0,319,2,3,0
10,0,130,0,1466,2,7,0
7,0,127,0,1466,3,8,0
9,0,60,0,4735,2,8,0
3,0,94,0,4735,1,6,0
5,0,98,0,1466,2,8,0
1,0,50,0,762,2,3,0
10,0,33,0,4735,1,1,0
2,0,42,1,762,2,2,0
22,0,109,0,4735,1,1,0
19,0,152,2,4735,2,9,0
16,0,118,0,4735,1,3,0
10,0,94,0,4735,1,3,0
9,0,83,0,1466,3,7,0
1,0,21,0,4735,1,5,0
1,0,3,0,4735,1,1,0
15,0,127,0,4735,1,7,0
19,0,237,0,4735,1,1,0
59,0,218,1,22,2,4,0
25,0,156,1,22,2,3,0
22,0,125,0,22,2,3,0
3,0,23,0,9,2,3,0
1,0,26,0,4735,1,3,0
2,0,23,0,89,1,1,0
9,0,107,0,4735,1,1,0
60,0,588,0,4735,1,2,0
8,0,277,0,4735,1,1,0
4,0,41,0,4735,1,1,0
6,0,67,0,1466,1,1,0
1,0,79,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,7,0,4735,1,1,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
8,0,65,0,4735,1,1,0
37,0,178,0,4735,1,1,1
16,0,158,1,4735,3,6,0
10,0,66,0,4735,1,1,0
43,0,202,0,4735,1,1,0
7,0,27,0,1466,1,1,0
54,0,206,1,4735,1,2,0
3,0,30,0,1466,2,2,1
85,0,147,0,244,3,3,0
13,0,199,1,4735,1,3,0
3,0,40,0,89,2,2,0
7,0,32,1,4735,1,3,0
2,0,50,0,4735,1,3,0
1,0,52,0,4735,2,2,0
3,0,34,0,1466,1,2,0
58,0,303,2,4735,5,27,0
3,0,38,0,4735,2,2,1
11,0,62,0,4735,2,3,0
1,0,12,0,4735,1,1,0
1,0,26,0,4735,1,1,0
28,0,136,0,1466,3,4,0
55,0,189,1,511,3,4,0
1,0,12,0,1466,1,1,0
31,0,171,0,4735,1,1,1
14,0,92,0,4735,1,1,0
40,0,129,0,762,2,2,1
93,0,640,0,515,5,20,0
1,0,48,0,515,2,7,0
3,0,48,0,4735,2,6,0
7,0,70,0,4735,2,7,0
4,0,57,0,4735,2,6,0
1,0,10,0,4735,2,4,0
7,0,41,0,4735,2,2,0
1,0,27,0,4735,1,1,0
22,0,115,0,1466,2,3,0
7,0,51,0,1466,2,2,0
1,0,8,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,22,0,4735,1,1,0
2,0,22,0,762,2,2,0
1,0,12,0,4735,1,1,0
23,0,148,0,4735,1,1,0
16,0,143,0,22,1,1,0
1,0,35,1,511,1,1,0
4,0,41,1,4735,2,2,0
3,0,37,1,4735,2,2,0
2,0,36,1,4735,2,2,0
8,0,38,0,1466,2,2,0
1,0,6,1,511,1,1,0
3,0,35,1,511,1,1,0
18,0,121,0,1466,1,1,0
18,0,122,0,1466,1,2,0
9,0,74,0,1466,1,1,0
5,0,84,1,319,1,1,0
1,0,15,0,4735,1,2,0
116,0,958,1,4735,4,14,0
49,0,167,0,762,2,6,0
1,0,53,0,4735,1,2,0
61,0,288,2,4735,1,12,1
1,0,103,0,4735,2,6,0
1,0,7,0,4735,1,1,0
8,0,73,0,4735,1,2,0
27,0,263,0,4735,2,7,1
1,0,9,0,4735,1,1,0
77,0,706,0,4735,5,20,1
2,0,27,0,4735,1,1,1
49,0,237,0,811,2,2,0
20,0,170,0,4735,1,6,0
2,0,49,0,4735,1,1,0
29,0,159,1,4735,1,6,0
81,0,353,3,319,3,8,0
2,0,28,0,4735,1,3,0
7,0,89,0,4735,1,2,0
19,0,147,1,4735,1,6,0
1,0,20,0,4735,1,1,1
69,0,212,0,4735,4,8,1
10,0,96,1,4735,1,6,1
32,0,276,0,4735,1,9,1
12,0,103,0,474,4,6,0
1,0,29,0,4735,1,2,0
1,0,22,0,1466,2,2,0
1,0,22,0,1466,2,2,1
25,0,230,1,511,6,9,0
52,0,414,0,515,7,15,0
52,0,239,0,4735,1,3,0
1,0,23,0,4735,2,2,0
1,0,18,0,244,1,1,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,6,0,4735,2,2,0
15,0,104,0,511,1,1,0
1,0,22,0,4735,2,2,0
7,0,42,0,1466,1,1,0
1,0,16,0,1466,1,1,0
3,0,37,0,3,1,1,0
6,0,61,1,319,2,5,0
7,0,58,0,4735,1,1,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
5,0,40,0,1466,2,2,1
5,0,51,0,4735,3,3,1
1,0,22,0,4735,2,2,0
1,0,23,0,4735,2,2,0
2,0,34,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
2,0,29,0,4735,2,3,0
1,0,23,0,4735,2,2,0
4,0,45,0,28,3,5,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
6,0,49,0,1466,1,2,1
1,0,19,0,4735,2,2,0
2,0,30,0,1466,3,3,0
1,0,21,0,4735,2,2,0
1,0,23,0,4735,2,3,0
5,0,34,0,1466,3,3,0
1,0,19,0,4735,2,2,0
1,0,23,0,11,1,1,0
4,0,31,0,4735,2,2,0
1,0,19,0,4735,2,2,0
17,0,88,1,319,2,3,0
2,0,55,0,4735,2,6,0
2,0,25,1,4735,3,4,0
8,0,85,1,4735,3,4,1
1,0,23,0,4735,2,2,0
2,0,15,0,4735,2,3,0
1,0,14,1,511,1,1,0
2,0,33,0,4735,1,1,0
1,0,13,1,511,1,1,0
2,0,33,0,4735,1,1,0
1,0,13,1,511,1,1,0
2,0,33,0,4735,1,1,0
1,0,13,1,511,1,1,0
2,0,33,0,4735,1,1,0
1,0,13,1,511,1,1,0
5,0,63,2,511,4,5,0
2,0,32,0,4735,2,2,0
2,0,31,0,1466,2,3,1
2,0,35,0,4735,2,2,0
2,0,32,0,4735,1,1,0
2,0,32,0,1466,1,1,0
1,0,18,0,244,1,1,0
1,0,18,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,20,0,4735,1,1,0
1,0,19,0,4735,1,1,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,70,0,1466,2,4,0
1,0,19,0,4735,2,2,0
2,0,39,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,25,0,4735,2,2,0
1,0,32,0,4735,2,3,0
6,0,50,0,1466,3,4,0
64,0,145,0,762,4,8,0
1,0,22,0,4735,2,2,0
1,0,41,0,4735,2,4,0
1,0,23,0,4735,2,2,0
11,0,82,0,511,3,3,0
1,0,21,0,0,0,1,0
4,0,31,0,1466,2,3,0
1,0,23,0,4735,2,2,0
1,0,24,0,4735,2,2,0
1,0,19,0,4735,2,2,0
1,0,19,0,4735,2,2,0
27,0,137,0,319,4,5,0
4,0,79,0,4735,2,9,0
1,0,21,0,4735,1,5,0
8,0,58,0,762,3,5,0
4,0,54,1,1466,2,4,0
4,0,39,1,511,4,9,0
1,0,37,0,1466,1,1,0
2,0,31,0,1466,1,1,0
2,0,23,0,1466,1,1,0
16,0,132,0,1466,3,5,0
3,0,31,0,4735,2,2,0
1,0,12,0,4735,1,1,0
1,0,12,0,4735,1,2,0
1,0,12,0,4735,1,1,0
2,0,616,1,762,5,15,0
7,0,95,0,4735,2,2,0
1,0,22,0,4735,1,1,0
1,0,30,0,4735,1,5,1
1,0,15,0,1466,3,7,0
2,0,53,0,1466,3,5,0
5,0,100,1,4735,3,8,0
3,0,178,1,511,4,14,0
4,0,174,1,511,4,11,0
10,0,109,1,4735,1,7,0
6,0,38,0,4735,1,4,0
1,0,72,1,762,4,7,0
1,0,36,0,4735,2,7,1
11,0,122,0,4735,1,9,0
1,0,13,0,4735,1,2,0
13,0,121,0,511,5,31,1
1,0,6,0,4735,1,2,0
2,0,80,0,511,3,5,0
4,0,174,1,511,4,11,0
24,0,277,2,4735,3,13,0
11,0,68,0,4735,1,2,0
1,0,8,0,4735,1,1,0
1,0,11,0,479,1,1,0
5,0,24,0,479,2,2,0
15,0,110,1,511,3,3,0
3,0,13,0,762,1,1,0
3,0,13,0,762,1,1,0
5,0,35,0,762,1,1,0
6,0,28,0,762,1,1,0
5,0,16,0,762,1,1,0
2,0,69,0,811,1,1,0
39,0,164,0,1466,3,3,0
2,0,71,0,4735,2,2,0
51,0,276,1,4735,2,6,1
1,0,149,0,4735,1,1,0
5,0,56,1,811,3,3,0
26,0,226,2,4735,3,12,0
2,0,115,0,811,1,1,0
90,0,359,3,479,7,27,1
1,0,30,1,4735,1,1,0
16,0,196,0,811,2,2,0
1,0,10,0,4735,1,1,0
44,0,248,1,4735,1,2,0
4,0,66,0,4735,1,2,0
19,0,146,0,4735,1,3,0
74,0,532,3,4735,5,25,1
24,0,201,0,244,4,8,1
1,0,5,0,762,1,1,1
2,0,85,1,4735,5,34,1
2,0,18,0,4735,1,3,0
4,0,52,0,4735,1,2,0
2,0,83,0,1466,4,5,0
168,0,880,3,762,5,32,1
3,0,50,0,4735,1,2,0
2,0,19,0,4735,1,3,0
10,0,77,0,4735,1,2,0
6,0,210,0,511,3,10,1
1,0,81,0,511,3,5,0
1,0,87,0,4735,1,1,0
1,0,11,0,4735,1,1,0
17,0,145,2,762,3,11,0
2,0,126,0,811,1,1,0
1,0,11,0,762,1,1,0
28,0,243,0,762,1,3,1
1,0,10,0,762,1,2,0
3,0,55,0,762,1,1,1
21,0,87,0,4735,1,2,1
2,0,25,0,811,1,1,0
3,0,41,0,4735,1,2,0
10,0,91,0,762,1,2,0
31,0,109,0,4735,3,8,1
9,0,76,0,4735,2,2,1
32,0,105,0,4735,1,5,1
1,0,4,0,18,1,1,0
5,0,49,0,18,1,1,0
18,0,68,0,4735,2,4,0
13,0,93,0,3,2,2,0
45,0,176,0,511,4,6,1
3,0,36,1,1466,2,2,0
17,0,75,0,4735,1,4,0
11,0,57,0,4735,1,2,0
10,0,100,0,18,2,2,0
39,0,148,0,4735,2,6,0
8,0,70,0,762,2,2,0
18,0,132,0,762,4,12,0
4,0,38,0,18,1,1,0
15,0,74,0,4735,1,2,0
16,0,76,0,4735,1,4,1
2,0,27,0,18,1,1,0
11,0,64,0,4735,1,1,0
17,0,177,0,1466,3,3,0
49,0,141,2,1466,2,10,0
1,0,192,1,22,4,13,0
3,0,31,0,18,2,2,0
30,0,103,0,515,3,12,1
1,0,9,0,4735,1,1,1
14,0,65,0,4735,1,2,0
9,0,81,3,479,3,4,0
28,0,101,1,511,4,4,0
11,0,89,2,479,3,3,0
30,0,103,1,511,3,4,0
9,0,67,0,1466,3,5,0
21,0,90,0,9,3,5,0
9,0,90,0,22,2,2,0
26,0,113,0,22,2,7,0
7,0,92,0,1466,2,2,0
35,0,134,0,22,2,6,0
7,0,125,0,1466,2,2,0
54,0,177,1,22,2,6,0
20,0,169,1,22,2,3,0
5,0,58,0,4735,1,1,0
24,0,99,0,22,2,6,0
9,0,99,0,22,3,6,0
33,0,129,0,22,4,7,1
6,0,70,0,22,3,5,1
32,0,130,0,22,4,7,1
7,0,63,0,762,1,6,1
27,0,116,1,762,3,15,1
4,0,43,1,762,2,7,0
27,0,114,1,762,3,15,1
6,0,55,0,762,1,6,1
29,0,135,0,762,2,12,1
3,0,34,0,762,1,6,0
31,0,138,0,762,2,12,1
22,0,86,0,4735,2,6,0
7,0,49,0,18,1,1,0
21,0,86,0,4735,2,6,0
27,0,233,1,474,2,10,1
4,0,43,0,4735,1,1,1
21,0,95,0,762,2,3,1
21,0,96,0,762,2,4,1
6,0,38,0,4735,1,1,0
3,0,25,0,4735,1,1,0
3,0,26,0,18,1,1,0
10,0,45,0,4735,2,3,1
16,0,153,0,1466,4,5,0
50,0,137,1,3,5,11,1
4,0,39,0,4735,1,1,0
29,0,119,0,4735,1,6,1
16,0,125,2,479,3,3,0
36,0,109,2,511,2,3,0
18,0,133,2,479,3,3,0
40,0,112,2,511,2,4,0
21,0,177,0,2,5,6,0
49,0,145,2,515,5,9,1
1,0,3,0,244,1,2,0
6,0,63,0,762,1,1,0
28,0,128,2,762,2,7,0
4,0,47,0,762,2,2,0
27,0,139,2,762,3,10,0
15,0,68,0,4735,1,3,0
28,0,97,0,4735,1,4,0
21,0,87,0,4735,1,2,0
1,0,19,0,474,1,1,1
15,0,76,0,4735,1,3,0
5,0,39,0,18,1,2,0
16,0,86,1,4735,2,6,0
1,0,8,0,4735,1,2,0
1,0,263,1,22,6,13,0
2,0,24,0,4735,1,1,0
33,0,243,1,4735,3,19,1
1,0,9,0,4735,1,1,0
29,0,226,0,1466,3,5,0
68,0,190,3,13,4,13,1
29,0,101,0,4735,3,6,1
2,0,208,0,18,1,2,0
22,0,85,0,4735,3,6,0
7,0,61,0,89,1,1,0
21,0,101,0,4735,2,2,0
8,0,45,0,1466,2,2,0
8,0,55,0,89,1,1,0
18,0,94,0,4735,2,2,0
28,0,143,1,319,3,5,0
2,0,27,0,18,1,1,0
10,0,59,0,4735,1,1,0
1,0,17,0,244,1,2,0
5,0,39,0,244,1,3,0
7,0,57,0,18,1,1,0
16,0,71,0,2,2,2,0
4,0,38,1,4735,2,2,0
11,0,63,0,4735,1,1,0
4,0,32,0,18,1,1,0
9,0,57,0,4735,1,1,0
2,0,44,0,18,1,1,0
12,0,73,1,1466,2,4,0
25,0,100,0,4735,1,6,0
2,0,47,0,18,1,1,0
13,0,76,0,4735,1,6,0
5,0,72,0,4735,1,2,0
79,0,261,1,4735,3,24,0
7,0,82,0,4735,1,3,0
9,0,84,0,1,3,3,0
22,0,96,2,4735,2,7,0
5,0,51,0,762,2,2,0
22,0,96,1,4735,2,13,1
5,0,46,0,4735,2,4,0
5,0,39,0,18,2,3,0
12,0,74,0,4735,1,5,0
1,0,25,0,4735,1,1,0
3,0,40,0,4735,1,1,0
1,0,25,0,4735,1,1,0
3,0,40,0,4735,1,1,0
2,0,69,0,811,1,1,0
45,0,300,0,511,6,13,1
13,0,69,2,515,4,7,1
94,0,340,0,1466,2,5,0
1,0,41,0,762,2,5,1
24,0,342,0,762,2,12,1
1,0,14,1,319,1,1,0
1,0,102,2,4735,3,8,0
4,0,41,1,319,1,1,0
1,0,34,0,4735,1,1,0
2,0,59,0,811,1,1,0
1,0,20,0,4735,1,1,0
1,0,20,0,4735,1,3,0
5,0,70,0,4735,1,3,0
3,0,17,0,4735,1,1,0
6,0,35,0,9,2,2,0
1,0,22,0,9,1,1,0
1,0,20,0,9,2,2,0
3,0,57,0,9,1,1,0
3,0,51,0,9,1,1,0
1,0,30,0,9,1,1,0
1,0,19,0,9,1,1,0
5,0,40,0,9,1,1,0
6,0,47,0,9,1,1,0
1,0,12,0,9,2,2,0
5,0,67,0,9,2,2,0
1,0,9,0,4735,1,1,0
1,0,17,0,4735,1,1,0
65,0,489,1,319,2,15,1
6,0,71,0,4735,1,2,0
