McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
146,0,589,0,234,1,1,0
1,0,38,0,234,1,1,0
17,0,261,0,234,1,1,0
8,0,66,0,244,1,1,0
27,0,248,0,474,1,1,0
141,0,1103,2,479,1,2,0
21,0,171,2,479,1,2,0
136,0,1030,1,319,1,1,0
3,0,78,0,474,1,1,0
3,0,26,0,474,1,1,0
61,0,748,2,479,1,2,0
38,0,399,2,479,1,2,1
29,0,138,0,17,1,1,0
6,0,49,0,1466,1,1,0
1,0,6,0,1466,1,1,0
1,0,12,0,1466,1,1,0
1,0,6,0,1466,1,1,0
159,0,739,0,1466,1,1,0
1,0,13,0,1466,1,1,0
72,0,316,0,1466,1,1,0
7,0,47,0,1466,1,1,0
6,0,64,0,1466,1,1,0
16,0,111,0,1466,1,1,0
1,0,20,0,1466,1,1,0
20,0,94,0,1466,1,1,0
85,0,701,0,1466,1,1,0
12,0,101,0,1466,1,1,0
126,0,736,0,234,1,1,0
33,0,220,0,234,1,1,0
49,0,312,0,234,1,1,0
75,0,478,0,234,1,1,0
63,0,448,0,234,1,1,0
50,0,340,0,234,1,1,0
51,0,348,0,234,1,1,0
48,0,320,0,234,1,1,0
46,0,304,0,234,1,1,0
6,0,96,0,234,1,1,0
49,0,317,0,234,1,1,0
57,0,329,0,234,1,1,0
16,0,164,0,234,1,1,0
20,0,146,0,234,1,1,0
62,0,321,0,234,1,1,0
32,0,221,0,234,1,1,0
35,0,293,0,234,1,1,0
91,0,666,1,319,1,1,0
12,0,118,0,0,0,1,0
9,0,97,0,0,0,1,0
1,0,18,0,1466,1,1,0
10,0,149,0,1466,1,1,0
1,0,50,0,1466,1,1,0
25,0,266,0,1466,1,1,0
4,0,25,0,1466,1,1,0
24,0,214,0,1466,1,1,0
1,0,65,0,1466,1,1,0
42,0,220,0,1466,1,1,0
1,0,18,0,1466,1,1,0
8,0,82,0,1466,1,1,0
1,0,26,0,1466,1,1,0
1,0,39,0,1466,1,1,0
2,0,69,0,1466,1,1,0
1,0,18,0,1466,1,1,0
5,0,96,0,1466,1,1,0
1,0,42,0,1466,1,1,0
1,0,39,0,1466,1,1,0
21,0,169,0,1466,1,1,0
1,0,18,0,1466,1,1,0
4,0,62,0,1466,1,1,0
6,0,103,0,1466,1,1,0
1,0,33,0,1466,1,1,0
9,0,73,0,1466,1,1,0
4,0,66,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,104,0,1466,1,1,1
1,0,41,0,1466,1,1,0
1,0,35,0,1466,1,1,0
14,0,89,0,1466,1,1,1
1,0,18,0,1466,1,1,0
12,0,300,0,1466,1,1,0
5,0,75,0,1466,1,1,0
39,0,554,0,1466,1,1,0
1,0,20,0,1466,1,1,0
1,0,8,0,1466,1,1,0
8,0,127,0,1466,1,1,0
13,0,124,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,9,0,1466,1,1,0
1,0,8,0,1466,1,1,0
6,0,95,0,1466,1,1,0
1,0,36,0,1466,1,1,0
25,0,144,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,15,0,1466,1,1,0
17,0,248,0,1466,1,1,0
1,0,66,0,1466,1,1,0
1,0,22,0,1466,1,1,0
8,0,84,0,1466,1,1,0
1,0,18,0,1466,1,1,0
5,0,97,0,1466,1,1,0
1,0,39,0,1466,1,1,0
4,0,119,0,1466,1,1,0
40,0,208,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,6,0,1466,1,1,0
2,0,58,0,1466,1,1,0
1,0,20,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,62,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,79,0,1466,1,1,0
30,0,302,0,1466,1,1,0
1,0,113,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,1,0,1466,1,1,0
3,0,62,0,1466,1,1,0
1,0,18,0,1466,1,1,0
2,0,75,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,1,0,1466,1,1,0
7,0,81,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,50,0,1466,1,1,0
1,0,16,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,1,0,1466,1,1,0
1,0,28,0,1466,1,1,0
1,0,10,0,1466,1,1,0
5,0,76,0,1466,1,1,0
1,0,18,0,1466,1,1,0
11,0,108,0,1466,1,1,0
1,0,17,0,1466,1,1,0
19,0,159,0,1466,1,1,0
11,0,86,0,1466,1,1,0
1,0,33,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,72,0,1466,1,1,0
1,0,27,0,1466,1,1,0
3,0,29,0,1466,1,1,0
4,0,83,0,1466,1,1,0
23,0,228,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,134,0,1466,1,1,0
1,0,52,0,1466,1,1,0
18,0,105,0,1466,1,1,0
10,0,122,0,1466,1,1,0
4,0,57,0,1466,1,1,0
3,0,77,0,1466,1,1,0
1,0,9,0,1466,1,1,0
2,0,39,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,18,0,1466,1,1,0
2,0,155,0,1466,1,1,0
1,0,62,0,1466,1,1,0
5,0,57,0,1466,1,1,0
32,0,254,0,1466,1,1,0
3,0,77,0,1466,1,1,0
1,0,18,0,1466,1,1,0
2,0,42,0,1466,1,1,0
1,0,15,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,51,0,1466,1,1,0
1,0,18,0,1466,1,1,0
2,0,41,0,1466,1,1,0
1,0,20,0,1466,1,1,0
3,0,49,0,1466,1,1,0
8,0,63,0,1466,1,1,0
1,0,18,0,1466,1,1,0
11,0,145,0,1466,1,1,0
1,0,41,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,53,0,1466,1,1,0
2,0,55,0,1466,1,1,0
1,0,18,0,1466,1,1,0
2,0,42,0,1466,1,1,0
1,0,15,0,1466,1,1,0
4,0,63,0,1466,1,1,0
1,0,18,0,1466,1,1,0
22,0,231,0,1466,1,1,0
1,0,58,0,1466,1,1,0
3,0,53,0,1466,1,1,0
5,0,81,0,1466,1,1,1
1,0,18,0,1466,1,1,0
3,0,57,0,1466,1,1,0
1,0,20,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,49,0,1466,1,1,1
1,0,18,0,1466,1,1,0
2,0,57,0,1466,1,1,0
1,0,28,0,1466,1,1,0
4,0,52,0,1466,1,1,0
10,0,70,0,1466,1,1,0
1,0,18,0,1466,1,1,0
34,0,330,0,1466,1,1,0
1,0,95,0,1466,1,1,0
3,0,53,0,1466,1,1,0
5,0,75,0,1466,1,1,0
6,0,36,0,1466,1,1,0
8,0,103,0,1466,1,1,0
3,0,58,0,1466,1,1,0
7,0,77,0,1466,1,1,0
1,0,18,0,1466,1,1,0
3,0,58,0,1466,1,1,0
1,0,25,0,1466,1,1,0
4,0,50,0,1466,1,1,0
2,0,106,0,1466,1,1,0
11,0,138,0,1466,1,1,1
20,0,221,0,1466,1,1,0
33,0,179,0,1466,1,1,1
1,0,19,0,1466,1,1,0
1,0,8,0,1466,1,1,0
1,0,29,0,1466,1,1,0
1,0,37,0,1466,1,1,0
1,0,38,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,70,0,1466,1,1,0
1,0,7,0,1466,1,1,0
5,0,50,0,1466,1,1,0
1,0,40,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,70,0,1466,1,1,0
1,0,24,0,1466,1,1,0
1,0,22,0,1466,1,1,0
1,0,56,0,1466,1,1,0
1,0,10,0,1466,1,1,0
17,0,118,0,1466,1,1,0
1,0,18,0,1466,1,1,0
3,0,56,0,1466,1,1,0
1,0,17,0,1466,1,1,0
1,0,26,0,1466,1,1,0
2,0,45,0,1466,1,1,0
7,0,59,0,1466,1,1,0
1,0,18,0,1466,1,1,0
4,0,68,0,1466,1,1,0
1,0,25,0,1466,1,1,0
1,0,26,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,74,0,1466,1,1,0
1,0,88,0,1466,1,1,0
1,0,40,0,1466,1,1,0
14,0,123,0,1466,1,1,0
1,0,18,0,1466,1,1,0
1,0,9,0,1466,1,1,0
1,0,8,0,1466,1,1,0
5,0,51,0,1466,1,1,0
9,0,68,0,1466,1,1,0
12,0,242,1,479,1,1,0
1,0,71,0,244,1,1,0
1,0,142,0,17,1,1,0
2,0,287,0,17,1,1,0
74,0,1481,2,479,1,2,0
20,0,2118,0,474,1,1,0
1,0,115,0,474,2,2,0
10,0,621,0,185,1,1,0
48,0,453,2,479,1,2,0
10,0,243,0,246,1,1,0
11,0,105,0,474,1,1,0
2,0,69,0,474,1,1,0
2,0,37,0,1466,1,2,0
1,0,24,0,1466,1,2,0
3,0,29,0,1466,1,2,0
31,0,194,0,1466,1,2,0
10,0,113,0,1466,1,2,0
2,0,29,0,1466,1,2,0
13,0,89,0,1466,1,2,0
1,0,9,0,1466,1,2,0
1,0,9,0,1466,1,2,0
1,0,24,0,1466,1,2,0
1,0,20,0,1466,1,2,0
1,0,9,0,1466,1,2,0
1,0,24,0,1466,1,2,0
1,0,20,0,1466,1,2,0
1,0,9,0,1466,1,2,0
4,0,44,0,1466,1,2,0
14,0,109,0,1466,1,2,0
3,0,56,0,1466,1,2,0
2,0,20,0,1466,1,2,0
1,0,20,0,1466,1,2,0
7,0,80,0,1466,1,2,0
1,0,16,0,1466,1,2,0
1,0,28,0,1466,1,2,0
12,0,153,0,1466,1,2,0
1,0,14,0,1466,1,2,0
1,0,18,0,1466,1,2,0
1,0,9,0,1466,1,2,0
1,0,9,0,1466,1,2,0
1,0,39,0,1466,1,2,0
3,0,53,0,1466,1,2,0
1,0,52,0,1466,1,2,0
1,0,48,0,479,2,3,0
2,0,18,0,1466,1,2,0
1,0,11,0,1466,1,2,0
1,0,11,0,1466,1,2,0
4,0,62,0,1466,1,2,0
22,0,346,0,1466,1,2,0
5,0,84,0,1466,1,2,0
3,0,34,0,1466,1,2,0
1,0,30,0,1466,1,2,0
1,0,22,0,1466,1,2,0
1,0,31,0,1466,1,2,0
1,0,42,0,1466,1,2,0
13,0,113,0,1466,1,2,0
23,0,138,0,1466,1,2,0
1,0,24,0,1466,1,2,0
2,0,17,0,1466,1,2,0
24,0,95,0,1466,1,2,0
1,0,15,0,1466,1,2,0
32,0,132,0,1466,1,2,0
1,0,18,0,1466,1,2,0
1,0,8,0,1466,1,2,0
3,0,19,0,1466,1,2,0
39,0,161,0,1466,1,2,0
4,0,48,0,1466,1,2,0
29,0,188,0,1466,1,2,0
18,0,123,0,1466,1,2,0
16,0,117,0,1466,1,2,0
5,0,77,0,1466,1,2,0
7,0,75,0,1466,1,2,0
5,0,49,0,1466,1,2,0
1,0,20,0,1466,1,2,0
1,0,28,0,1466,1,2,0
26,0,388,0,1466,1,2,0
1,0,17,0,1466,1,2,0
1,0,11,0,1466,1,2,0
1,0,11,0,1466,1,2,0
6,0,63,0,1466,1,2,0
1,0,447,0,1466,1,2,0
2,0,24,0,1466,1,2,0
15,0,118,0,1466,1,2,0
2,0,38,0,1466,1,2,0
8,0,65,0,1466,1,2,0
5,0,86,0,1466,1,2,0
1,0,24,0,1466,1,2,0
1,0,9,0,1466,1,2,0
39,0,179,0,1466,1,2,0
1,0,13,0,1466,1,2,0
11,0,104,0,1466,1,2,0
1,0,17,0,1466,1,2,0
3,0,37,0,1466,1,2,0
2,0,148,0,1466,1,2,0
1,0,10,0,1466,1,2,0
3,0,29,0,1466,1,2,0
1,0,31,0,1466,1,2,0
9,0,76,0,1466,1,2,0
1,0,23,0,1466,1,2,0
1,0,21,0,1466,1,2,0
1,0,23,0,1466,1,2,0
1,0,21,0,1466,1,2,0
2,0,42,0,1466,1,2,0
1,0,18,0,1466,1,2,0
4,0,40,0,1466,1,2,0
27,0,129,0,1466,1,2,0
2,0,32,0,1466,1,2,0
4,0,28,0,1466,1,2,0
1,0,20,0,1466,1,2,0
1,0,19,0,1466,1,2,0
2,0,26,0,1466,1,2,0
19,0,138,0,1466,1,2,0
1,0,73,0,1466,1,2,0
1,0,8,0,1466,1,2,0
1,0,27,0,1466,1,2,0
1,0,30,0,1466,1,2,0
2,0,85,0,1466,1,2,0
1,0,28,0,1466,1,2,0
1,0,169,0,1466,1,2,0
5,0,56,0,1466,1,2,0
19,0,195,0,1466,1,2,0
2,0,44,0,1466,1,2,0
1,0,27,0,1466,1,2,0
1,0,18,0,1466,1,2,0
1,0,23,0,1466,1,2,0
1,0,20,0,1466,1,2,0
2,0,27,0,1466,1,2,0
1,0,20,0,1466,1,2,0
7,0,61,0,1466,1,2,0
1,0,91,0,1466,1,2,0
1,0,8,0,1466,1,2,0
1,0,33,0,1466,1,2,0
3,0,188,0,1466,1,2,0
2,0,58,0,1466,1,2,0
1,0,7,0,1466,1,2,0
27,0,102,0,1466,1,2,0
1,0,17,0,1466,1,2,0
1,0,19,0,1466,1,2,0
68,0,237,0,1466,1,2,0
42,0,147,0,1466,1,2,0
1,0,44,0,1466,1,2,0
1,0,74,0,1466,1,2,0
1,0,16,0,1466,1,2,0
1,0,20,0,1466,1,2,0
1,0,17,0,1466,1,2,0
1,0,19,0,1466,1,2,0
1,0,48,0,1466,1,2,0
1,0,8,0,1466,1,2,0
1,0,27,0,1466,1,2,0
1,0,39,0,1466,1,2,0
1,0,35,0,1466,1,2,0
1,0,45,0,1466,1,2,0
1,0,54,0,1466,1,2,0
2,0,77,0,1466,1,2,0
1,0,12,0,1466,1,2,0
1,0,22,0,1466,1,2,0
2,0,29,0,1466,1,2,0
2,0,36,0,1466,1,2,0
1,0,8,0,1466,1,2,0
1,0,26,0,1466,1,2,0
8,0,231,0,1466,1,2,0
1,0,17,0,1466,1,2,0
8,0,69,0,1466,1,2,0
9,0,90,0,1466,1,2,0
8,0,84,0,1466,1,2,0
1,0,5,0,1466,1,2,0
12,0,134,0,1466,1,2,0
23,0,92,0,1466,1,2,0
1,0,123,0,1466,1,2,0
13,0,136,0,1466,1,2,0
1,0,236,0,1466,1,2,0
6,0,39,0,1466,1,2,0
11,0,178,0,1466,1,2,0
1,0,17,0,1466,1,2,0
1,0,103,0,1466,1,2,0
9,0,101,0,1466,1,2,0
1,0,235,0,1466,1,2,0
6,0,39,0,1466,1,2,0
