McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
2,0,39,0,12,1649,3,0
1,0,26,0,10,1649,3,0
1,0,1,0,6,72,3,0
2,0,23,0,3,72,2,0
2,0,23,0,3,72,2,0
1,0,6,0,4,72,2,0
1,0,1,0,6,4057,2,0
6,0,65,1,21,4057,3,0
3,0,27,3,23,4057,3,0
6,0,35,1,18,4057,3,0
1,0,22,0,15,4057,3,0
2,0,21,0,3,4057,1,0
2,0,15,0,3,4057,1,0
1,0,4,0,3,4057,1,0
3,0,43,0,10,4057,2,0
6,0,51,0,7,72,2,0
5,0,28,1,6,72,2,0
6,0,52,1,20,4057,3,1
2,0,30,0,11,1649,2,0
6,0,146,0,6,4057,1,0
1,0,25,0,14,4057,3,0
4,0,110,0,10,72,2,0
1,0,1,0,4,4057,1,0
3,0,68,0,4,4057,1,0
1,0,13,0,5,1649,2,0
1,0,13,0,5,1649,2,0
1,0,1,0,5,4057,1,0
2,0,28,1,19,4057,3,0
3,0,34,0,23,1649,3,0
1,0,45,0,1,1649,1,0
1,0,59,0,5,4057,4,0
4,0,65,0,4,4057,3,0
1,0,17,0,1,1649,1,0
8,0,63,2,8,4,4,0
1,0,119,4,24,1649,3,0
1,0,35,0,14,4057,1,0
1,0,38,0,15,4057,2,0
1,0,58,0,5,4057,4,0
1,0,107,0,5,4057,2,0
3,0,112,0,8,4057,4,0
6,0,109,2,12,4057,3,0
1,0,149,0,5,4057,2,0
1,0,87,1,14,4057,3,0
1,0,44,0,11,4057,1,0
1,0,16,0,2,4057,1,0
1,0,16,0,3,4,2,0
1,0,9,0,3,4,2,0
1,0,9,0,3,4,2,0
2,0,30,1,11,4057,3,0
1,0,14,0,6,4057,2,0
1,0,9,0,3,4,2,0
1,0,7,0,3,4057,1,0
1,0,9,0,6,4,3,0
1,0,7,0,3,4057,1,0
1,0,16,0,2,4057,1,0
1,0,16,0,3,4,2,0
1,0,9,0,3,4,2,0
1,0,9,0,3,4,2,0
2,0,30,1,11,4057,3,0
1,0,14,0,7,4,3,0
1,0,9,0,3,4,2,0
1,0,7,0,2,4057,1,0
1,0,9,0,6,4,3,0
1,0,7,0,3,4057,1,0
2,0,43,0,11,4057,1,0
2,0,32,0,10,4057,1,0
1,0,17,0,4,4057,1,0
5,0,44,0,15,4057,1,0
5,0,45,0,17,4057,1,0
2,0,51,0,5,4057,2,0
1,0,1,0,1,4,1,0
14,0,70,2,12,4057,3,0
1,0,57,1,1,1649,1,1
1,0,28,1,14,1649,4,0
56,0,215,8,27,1649,3,0
24,0,55,2,5,72,3,0
1,0,16,0,5,72,2,0
57,0,291,7,18,4057,4,0
2,0,78,0,6,1649,2,0
2,0,72,0,6,1649,2,0
2,0,49,0,7,1649,2,0
44,0,300,1,5,1649,2,0
4,0,51,0,19,1649,3,0
2,0,18,0,6,1649,3,0
5,0,64,0,14,1649,3,0
3,0,45,0,15,1649,3,0
5,0,67,0,5,1649,2,0
1,0,9,0,4,1,3,1
1,0,15,0,3,1649,2,1
1,0,13,0,3,1649,2,1
19,0,121,4,33,1649,3,0
1,0,17,0,3,72,2,0
1,0,13,0,5,1649,2,0
26,0,100,2,18,4057,3,0
28,0,156,10,51,1649,4,0
5,0,16,0,13,4057,3,0
31,0,207,15,66,1649,3,1
3,0,50,0,8,4057,4,0
72,0,532,1,28,1649,3,0
1,0,6,0,25,4057,4,0
10,0,82,0,11,4057,3,0
1,0,6,0,6,1649,3,0
19,0,145,3,23,1649,2,1
124,0,609,3,16,1649,2,1
26,0,128,1,16,1649,3,0
1,0,9,0,16,1649,4,0
1,0,25,0,12,1649,3,0
4,0,29,1,18,1649,3,0
1,0,7,0,15,1649,4,0
1,0,27,2,14,4057,3,0
2,0,20,0,17,2,4,0
67,0,247,0,10,1,4,0
1,0,11,0,12,4057,2,0
21,0,132,0,9,1649,3,1
1,0,59,0,7,1649,2,1
1,0,1,0,6,4057,2,0
49,0,232,2,25,4057,4,1
9,0,72,0,14,4057,3,0
25,0,120,3,13,1649,3,0
1,0,1,0,5,4057,2,0
1,0,98,0,7,4057,2,0
4,0,48,0,9,4057,3,0
3,0,24,0,4,4057,2,0
1,0,15,0,4,4057,2,0
1,0,26,0,11,1649,3,0
1,0,23,0,12,1649,3,0
1,0,30,0,11,1649,3,0
1,0,23,0,12,1649,3,0
18,0,90,0,8,4057,3,0
3,0,17,0,6,4057,2,0
5,0,95,0,29,1649,3,0
2,0,50,0,16,1649,3,0
41,0,282,0,1,1649,1,0
2,0,70,0,17,1649,3,0
1,0,26,0,13,1649,3,0
1,0,44,0,14,1649,3,0
11,0,153,0,15,1649,3,0
2,0,30,0,2,1649,1,0
1,0,40,0,13,1649,3,0
5,0,92,0,15,1649,3,0
3,0,49,0,8,1649,3,0
1,0,1,0,10,4057,3,0
10,0,295,0,25,2,4,0
1,0,6,0,4,72,2,0
1,0,20,0,25,1649,3,0
1,0,3,0,1,0,0,0
1,0,14,0,24,4057,3,0
110,0,474,1,54,4057,4,0
38,0,211,1,62,1649,4,1
1,0,7,0,18,1649,3,0
1,0,10,0,1,2,1,0
2,0,18,0,2,1649,2,1
16,0,96,0,4,1649,2,1
28,0,140,0,3,4057,2,0
14,0,80,0,3,1649,2,1
9,0,65,0,3,4057,2,1
9,0,62,0,4,1649,2,1
22,0,257,1,24,1,4,0
1,0,12,0,18,4057,3,0
1,0,8,0,19,4057,3,0
31,0,223,1,48,4057,3,0
21,0,151,2,42,4057,4,0
1,0,60,0,20,4057,4,0
8,0,39,2,20,4057,3,0
8,0,80,3,25,1649,2,0
1,0,5,0,15,1649,3,0
1,0,14,0,13,4057,3,0
1,0,9,0,16,1649,3,0
25,0,214,0,24,4057,3,0
114,0,506,7,70,1649,4,0
6,0,54,0,9,4057,3,0
1,0,24,0,17,1649,3,0
1,0,7,0,2,1649,1,0
16,0,94,0,14,4057,3,0
1,0,9,0,15,1649,3,0
1,0,15,0,17,1649,3,0
1,0,7,0,12,1649,3,0
46,0,294,1,15,1649,3,1
6,0,77,1,12,4057,3,0
34,0,209,3,15,1649,4,1
1,0,14,0,7,1649,3,0
1,0,17,0,5,4057,2,0
16,0,130,0,11,4057,3,0
12,0,137,0,12,1649,3,0
11,0,157,0,11,1649,3,0
1,0,17,0,7,1649,3,0
1,0,34,0,9,1649,3,0
1,0,13,0,6,4057,3,0
8,0,102,0,7,4057,2,0
296,0,1493,5,35,1649,5,0
99,0,720,5,28,1649,5,1
1,0,9,0,4,1649,3,0
8,0,90,1,9,1649,3,0
11,0,108,0,10,1649,3,0
11,0,131,0,10,1649,3,0
13,0,184,0,9,1649,3,0
10,0,206,0,9,1649,3,1
1,0,1,0,1,71,1,0
1,0,32,1,13,1649,3,0
7,0,73,1,19,1649,4,0
3,0,55,1,15,1649,3,0
1,0,1,0,9,4057,3,0
1,0,32,1,13,1649,3,0
1,0,32,1,13,1649,3,0
3,0,49,1,13,1649,3,0
1,0,7,0,7,72,2,0
7,0,57,0,11,1649,3,0
12,0,78,1,29,4057,4,0
7,0,65,0,20,1649,3,0
1,0,6,0,1,71,1,0
1,0,6,0,1,71,1,0
76,0,292,2,42,1649,4,1
25,0,114,3,34,1649,4,0
1,0,6,0,10,72,4,0
1,0,6,0,6,72,2,0
12,0,135,1,35,1649,5,1
21,0,139,15,53,1649,5,0
16,0,95,3,15,1649,3,0
16,0,95,16,52,1649,5,0
18,0,102,14,55,1649,6,0
5,0,34,0,17,4057,4,0
4,0,50,1,5,4057,2,0
4,0,42,0,8,4057,2,0
1,0,39,1,10,1649,3,0
13,0,81,2,7,4057,2,0
1,0,5,0,1,1649,1,0
1,0,5,0,1,1649,1,0
1,0,10,0,5,72,2,0
3,0,22,0,5,1649,2,0
16,0,135,4,47,1649,6,1
10,0,84,3,45,1649,6,0
6,0,58,1,14,1649,3,0
6,0,57,3,40,1649,6,0
6,0,58,3,40,1649,6,0
5,0,52,0,18,4057,4,0
5,0,84,1,25,1649,5,1
7,0,71,0,17,1649,5,0
4,0,44,1,13,1649,4,0
5,0,23,0,7,71,3,0
4,0,407,5,23,1649,4,0
4,0,104,2,15,1649,4,0
4,0,20,0,3,4057,2,0
3,0,60,1,15,4057,4,0
5,0,65,2,12,1649,3,0
1,0,128,3,6,1649,2,0
1,0,37,0,7,1649,4,0
1,0,24,2,2,1649,1,0
2,0,88,0,13,4057,3,0
4,0,142,0,8,4057,2,0
1,0,26,0,4,4,3,0
1,0,38,1,2,4057,1,0
4,0,45,2,11,4057,3,0
4,0,203,2,11,4,4,0
8,0,110,0,4,1649,2,0
17,0,240,2,41,1649,4,0
2,0,56,0,3,1649,3,0
4,0,76,1,7,1649,4,0
3,0,93,1,5,1649,2,0
7,0,102,0,8,4,5,0
1,0,44,0,20,1649,4,0
1,0,40,0,15,4057,4,0
1,0,40,0,15,4057,4,0
2,0,125,0,26,1649,5,0
1,0,1,0,4,4057,2,0
3,0,22,0,2,1649,2,0
7,0,45,0,4,1649,2,0
5,0,49,1,8,4057,2,0
2,0,21,0,5,1649,2,0
4,0,40,1,8,4057,2,0
3,0,22,0,2,1649,2,0
3,0,20,0,2,1649,2,0
16,0,86,0,8,1649,2,0
9,0,73,1,8,4057,2,0
6,0,53,0,4,1649,2,0
9,0,73,1,8,4057,2,0
3,0,28,0,2,1649,2,0
3,0,22,0,2,1649,2,0
10,0,62,0,1,1649,1,0
3,0,25,0,4,1649,2,0
5,0,46,1,8,4057,2,0
2,0,20,0,4,1649,2,0
4,0,40,1,8,4057,2,0
2,0,19,0,5,1649,2,0
1,0,16,0,2,4057,2,0
1,0,6,0,2,1649,2,0
3,0,21,0,2,1649,2,0
2,0,14,0,4,1649,2,0
1,0,7,0,2,1649,2,0
2,0,14,0,4,1649,2,0
1,0,7,0,2,1649,2,0
3,0,20,0,2,1649,2,0
1,0,10,0,1,1649,1,0
1,0,10,0,1,1649,1,0
1,0,19,0,3,4057,2,0
7,0,61,0,1,1649,1,0
2,0,25,0,9,4057,3,0
2,0,13,0,1,1649,1,0
12,0,86,0,9,4057,3,0
9,0,66,0,4,4,3,0
4,0,32,0,9,4057,3,0
3,0,18,0,3,1649,2,0
1,0,13,0,2,4057,2,0
2,0,13,0,2,4,2,0
2,0,13,0,1,1649,1,0
19,0,178,1,17,1649,3,1
14,0,163,1,11,1649,3,1
1,0,1,0,6,4057,3,0
1,0,25,0,11,72,4,0
1,0,34,1,12,1649,3,1
1,0,23,0,4,1649,2,1
12,0,105,0,8,1649,3,0
2,0,42,0,15,17,4,0
1,0,18,0,7,72,3,0
1,0,34,1,8,1649,3,1
1,0,1,0,1,1649,1,0
4,0,33,0,10,4057,3,0
8,0,41,0,9,4057,3,0
3,0,19,0,4,4057,3,0
1,0,18,0,6,4057,3,0
29,0,291,0,13,4057,4,0
12,0,169,0,6,4057,3,0
1,0,1,0,1,72,1,0
41,0,360,0,13,4057,4,0
25,0,230,0,10,4057,4,0
1,0,1,0,1,72,1,0
1,0,22,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,4,0,2,1649,2,0
1,0,18,0,5,1649,3,0
1,0,4,0,2,1649,2,0
1,0,3,0,2,1649,2,0
1,0,1,0,4,1649,2,0
1,0,6,0,2,1649,2,0
1,0,33,0,7,1649,3,0
1,0,27,0,5,1649,3,0
1,0,5,0,2,1649,2,0
1,0,29,0,5,1649,3,0
1,0,6,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,18,0,3,1649,2,0
28,0,288,0,28,1649,2,0
1,0,16,0,8,4057,4,0
1,0,1,0,3,4057,2,0
1,0,17,0,4,72,3,0
1,0,1,0,1,4057,1,0
127,0,720,41,141,1649,4,1
2,0,20,0,3,4057,2,0
8,0,87,0,9,1649,2,1
1,0,7,0,6,4057,2,1
12,0,100,0,10,4057,2,1
11,0,81,0,9,4057,2,1
8,0,71,0,7,4057,2,1
39,0,257,15,63,1649,3,1
1,0,1,0,1,4057,1,0
1,0,22,0,5,4057,2,0
27,0,251,3,31,1649,3,1
1,0,1,0,1,4057,1,0
1,0,6,0,2,4057,1,0
14,0,114,1,21,1649,3,0
1,0,10,0,2,4057,1,0
1,0,6,0,2,4057,1,0
7,0,63,4,23,1649,3,0
20,0,178,6,34,1649,4,1
1,0,22,2,14,1649,4,0
3,0,38,0,12,1649,4,0
1,0,1,0,7,4057,4,0
11,0,167,0,14,4057,4,0
2,0,26,1,1,4057,1,0
8,0,153,1,21,1649,3,0
20,0,103,0,2,4057,1,1
1,0,11,0,4,4057,2,0
1,0,10,0,6,4057,2,1
1,0,4,0,7,4057,2,0
5,0,67,0,3,4057,1,0
6,0,70,0,6,4057,2,0
49,0,351,4,39,4057,6,0
2,0,20,0,1,4057,1,0
102,0,405,0,11,4057,2,0
1,0,1,0,4,4057,2,0
7,0,76,0,2,4057,1,0
1,0,8,0,1,4057,1,0
5,0,30,0,1,1649,1,0
1,0,4,0,1,4057,1,0
18,0,141,0,22,1649,2,0
4,0,40,0,1,4057,1,0
2,0,29,0,5,4057,2,1
1,0,8,0,7,4057,4,0
1,0,7,0,3,4057,1,0
1,0,5,0,2,4057,1,0
8,0,56,0,12,1649,4,1
2,0,108,1,9,4057,2,0
1,0,74,1,3,4057,2,0
4,0,26,0,2,4057,2,0
1,0,14,0,1,1649,1,0
8,0,97,0,5,1649,2,0
4,0,20,1,3,4057,2,0
1,0,15,0,3,1649,2,0
9,0,60,0,2,1649,2,0
12,0,87,0,5,4057,1,0
102,0,632,3,19,4057,3,1
15,0,88,0,1,4057,1,0
1,0,12,0,5,4057,2,0
1,0,35,1,5,4057,2,0
2,0,34,0,2,1649,1,0
1,0,24,0,5,4,3,0
1,0,2,0,2,1649,1,0
1,0,5,0,2,1649,1,0
1,0,4,0,3,4057,1,0
42,0,274,0,4,4057,1,1
2,0,79,0,7,4057,2,0
2,0,14,0,2,1649,1,0
24,0,143,1,9,4,3,0
1,0,1,0,1,1649,1,0
1,0,19,0,3,4057,1,0
1,0,25,0,3,4057,1,0
1,0,24,0,4,4057,2,0
3,0,98,0,4,4057,2,0
1,0,3,0,1,1649,1,0
14,0,123,0,2,4057,1,0
102,0,601,2,18,4,3,0
1,0,20,0,2,1649,1,0
1,0,36,1,1,1649,1,0
1,0,16,0,1,4057,1,1
7,0,66,1,9,4057,2,1
1,0,7,0,1,4057,1,0
1,0,1,0,1,4057,1,0
3,0,53,0,1,1649,1,0
56,0,404,3,27,4057,2,1
15,0,241,2,16,1649,3,1
2,0,23,0,1,1649,1,0
10,0,85,0,4,1649,1,0
9,0,61,0,10,4057,2,0
22,0,114,1,16,4057,3,0
10,0,75,0,7,4057,2,1
24,0,143,2,10,4057,2,0
1034,0,4186,0,2,4057,1,0
28,0,160,0,2,4057,1,0
524,0,1706,0,3,4057,1,0
160,0,725,0,2,4057,1,0
4,0,39,0,2,4057,1,0
13,0,86,0,2,4057,1,0
35,0,175,0,2,4057,1,0
32,0,151,0,1,4057,1,0
17,0,178,0,1,4057,1,0
1,0,11,0,1,4057,1,0
4,0,37,0,1,4057,1,0
1,0,40,0,1,4057,1,0
2,0,38,0,1,4057,1,0
1,0,8,0,1,4057,1,0
33,0,230,0,1,4057,1,0
1,0,8,0,1,4057,1,0
23,0,194,0,1,4057,1,0
1,0,8,0,1,4057,1,0
44,0,238,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,130,0,1,4057,1,0
3,0,39,0,1,4057,1,0
1,0,39,0,4,72,4,0
4,0,81,0,1,4,1,0
9,0,233,0,4,4,3,0
5,0,76,0,10,4,5,0
7,0,52,1,2,4057,1,0
5,0,67,0,1,4057,1,0
1,0,29,0,10,4,5,0
1,0,108,3,9,4057,3,0
1,0,11,0,1,4057,1,0
1,0,158,0,1,4057,1,0
1,0,159,0,2,4,2,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,173,0,1,4057,1,0
4,0,60,2,12,4057,2,1
4,0,46,1,21,4057,4,0
3,0,57,0,16,1649,2,1
2,0,43,1,17,4057,3,0
1,0,21,0,15,4057,2,1
4,0,56,1,32,4057,4,0
3,0,38,0,17,1649,2,0
2,0,49,1,36,4057,3,0
1,0,24,0,15,4057,1,0
4,0,30,1,11,4057,2,0
3,0,47,1,22,4057,4,0
9,0,82,0,14,3,3,1
1,0,21,0,4,72,2,0
2,0,34,1,17,4057,3,0
1,0,31,0,7,1649,2,1
1,0,17,0,4,72,2,0
2,0,21,0,8,4057,2,0
4,0,85,1,21,1649,3,1
5,0,78,1,18,1649,3,0
1,0,14,0,8,4057,2,1
1,0,18,0,6,4057,2,0
4,0,58,1,18,4057,4,0
3,0,42,1,11,1649,4,0
2,0,48,1,15,4057,3,0
1,0,26,0,6,4057,1,0
2,0,41,1,14,4057,3,1
26,0,109,1,16,4057,3,1
2,0,46,1,21,4057,4,0
2,0,40,0,13,1649,2,0
6,0,70,0,25,1649,3,0
1,0,19,0,3,4057,1,0
3,0,45,1,23,1649,4,0
2,0,20,0,13,4057,3,1
2,0,34,1,16,4057,3,0
2,0,41,0,14,1649,2,1
1,0,38,1,8,1649,3,0
2,0,18,0,8,1649,3,1
4,0,59,1,13,4057,3,0
2,0,50,1,11,4057,3,0
4,0,59,1,13,4057,3,0
2,0,50,1,11,4057,3,0
3,0,39,0,12,1649,3,0
1,0,24,0,11,4057,3,0
6,0,57,1,21,1649,4,1
1,0,20,0,12,4057,3,1
1,0,25,0,3,1649,2,1
2,0,279,0,1,4057,1,1
2,0,35,1,15,4057,3,1
4,0,56,1,17,1649,2,1
1,0,25,0,3,1649,2,1
1,0,52,0,5,4057,1,1
1,0,41,0,3,4057,3,1
1,0,6,0,2,4057,1,0
1,0,22,0,2,4057,1,0
1,0,15,0,1,0,0,0
3,0,39,0,7,1649,2,0
1,0,30,1,5,4057,2,0
1,0,54,0,13,1649,2,1
6,0,55,1,14,1649,2,1
1,0,17,0,3,1649,2,0
2,0,13,0,4,1649,2,0
6,0,56,1,21,1649,4,0
1,0,21,0,10,4057,3,1
1,0,22,0,4,1649,2,0
2,0,34,1,15,4057,3,0
4,0,49,0,13,1649,2,1
1,0,22,0,1,4057,1,0
1,0,1,0,1,9,1,0
2,0,48,0,15,1649,4,0
6,0,72,0,18,4057,3,1
6,0,77,1,4,4057,2,0
6,0,80,0,5,1649,2,1
1,0,19,0,1,4057,1,0
221,0,2494,0,2,4057,1,0
2,0,34,1,4,4057,2,0
2,0,52,0,4,4057,1,1
1,0,19,0,1,4057,1,0
2,0,34,1,15,4057,3,0
30,0,238,0,35,4057,5,1
1,0,19,0,3,4057,2,0
2,0,38,0,1,1649,1,0
4,0,46,0,7,1649,2,0
1,0,13,0,2,1649,1,0
9,0,69,2,29,1649,4,1
8,0,47,0,19,4057,4,1
2,0,31,1,5,4057,1,1
2,0,36,1,17,4057,3,0
20,0,139,2,39,4057,4,1
1,0,15,0,6,1649,2,0
30,0,246,2,25,1649,4,1
10,0,54,0,18,4057,4,1
2,0,29,0,1,71,1,1
3,0,41,1,10,4057,3,1
33,0,310,2,33,1649,4,1
2,0,25,0,2,4057,2,1
1,0,1,0,1,9,1,0
1,0,1,0,1,9,1,0
12,0,192,0,2,4057,2,0
1,0,14,0,3,4057,2,0
2,0,37,1,21,4057,5,0
16,0,108,1,36,1649,4,0
1,0,17,0,2,1649,2,0
1,0,1,0,11,4057,4,0
1,0,1,0,3,4057,1,0
4,0,76,2,37,1649,5,0
7,0,68,2,22,4057,3,1
1,0,11,0,7,1649,3,1
2,0,53,1,7,4057,3,0
1,0,1,0,1,4057,1,0
2,0,38,1,23,4057,6,0
15,0,113,1,36,1649,3,1
1,0,55,0,6,4057,1,0
1,0,15,0,3,1649,2,0
1,0,1,0,3,4057,1,0
6,0,48,1,20,4057,5,0
15,0,114,1,37,1649,3,1
1,0,22,0,3,4057,2,0
4,0,49,0,16,1649,3,0
1,0,58,1,10,4057,3,0
2,0,44,0,10,1649,3,1
1,0,55,1,8,4057,3,0
1,0,29,0,9,4057,3,0
1,0,1,0,1,9,1,0
1,0,58,1,10,4057,3,0
2,0,46,1,11,1649,3,1
1,0,55,1,8,4057,3,0
1,0,29,1,10,4057,3,0
1,0,1,0,1,9,1,0
1,0,9,0,1,0,0,0
1,0,45,1,3,4057,1,0
2,0,47,0,6,1649,2,1
1,0,20,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,1,0,1,0,0,0
1,0,44,1,3,4057,1,0
2,0,43,0,5,1649,2,1
1,0,20,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,1,0,1,0,0,0
1,0,1,0,1,4,1,0
3,0,34,0,4,4057,2,0
4,0,71,0,5,4,2,0
1,0,1,0,1,4,1,0
17,0,89,0,3,4,2,0
1,0,1,0,1,4,1,0
1,0,3,0,1,4057,1,0
1,0,1,0,1,4057,1,0
3,0,33,0,3,4057,2,0
1,0,4,0,1,4057,1,0
1,0,22,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,29,0,1,4057,1,0
1,0,37,0,1,4057,1,0
4,0,59,0,3,9,3,0
1,0,3,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,3,0,1,4057,1,0
2,0,278,0,1,4057,1,1
1,0,46,0,1,4057,1,1
1,0,35,0,1,4057,1,1
1,0,1,0,1,4,1,0
13,0,72,2,19,4,4,0
3,0,47,0,7,4057,4,0
1,0,1,0,1,4,1,0
19,0,133,0,10,1649,4,0
5,0,101,0,5,4057,4,0
3,0,38,0,11,4057,4,0
3,0,43,0,20,4057,3,0
3,0,39,1,9,4057,3,0
3,0,47,0,17,4057,4,0
4,0,74,0,29,1649,4,0
1,0,38,0,18,1649,3,0
1,0,1,0,1,4,1,0
5,0,73,1,14,4057,3,0
1,0,69,0,8,1649,2,0
5,0,77,0,3,4057,2,0
21,0,179,2,28,4057,3,0
10,0,111,0,10,1649,2,0
19,0,124,0,16,1649,2,0
15,0,113,0,8,1649,2,0
18,0,129,0,11,1649,2,0
2,0,101,0,13,4057,3,0
2,0,62,1,15,1649,4,0
24,0,215,0,23,1649,2,0
22,0,166,4,30,1649,5,0
19,0,176,3,17,4057,2,0
20,0,131,1,15,1649,2,0
5,0,145,3,35,1649,4,0
2,0,31,0,4,1649,2,0
1,0,1,0,1,9,1,0
20,0,306,0,9,4057,4,0
63,0,599,17,163,1649,5,1
1,0,50,1,50,4057,3,0
15,0,120,0,4,4057,1,0
1,0,8,0,2,4057,1,0
1,0,42,2,63,4057,3,0
1,0,30,2,24,1649,4,1
1,0,39,0,6,1649,2,0
1,0,15,0,5,4057,2,0
22,0,142,1,7,4,3,0
1,0,25,0,23,4057,3,0
3,0,27,0,8,4057,2,0
1,0,20,2,25,4057,4,0
1,0,18,2,26,1649,2,0
1,0,35,1,48,4,4,0
1,0,11,1,21,4057,3,0
1,0,35,0,29,1649,3,0
1,0,12,0,15,4057,2,0
4,0,34,0,22,4,4,0
1,0,11,0,6,4057,3,0
2,0,70,2,24,1649,3,1
50,0,437,7,30,1649,2,1
1,0,14,1,19,1649,2,0
1,0,40,0,27,1649,2,0
1,0,24,1,28,4,3,0
1,0,69,4,44,4,6,0
1,0,15,0,6,4057,2,0
1,0,22,0,2,4057,1,0
1,0,5,0,1,4057,1,0
1,0,30,0,3,4057,1,0
1,0,30,0,6,4057,2,0
12,0,58,0,8,1649,2,0
7,0,28,0,2,1649,1,0
1,0,14,1,14,1649,3,0
7,0,141,1,6,1649,2,0
3,0,68,0,18,4057,3,0
1,0,10,0,1,1649,1,0
4,0,69,0,3,1649,2,0
34,0,243,3,21,1649,3,1
83,0,756,24,157,1649,6,0
68,0,808,22,181,1649,6,0
3,0,113,0,4,4057,2,0
3,0,106,0,20,4057,2,0
10,0,67,0,14,1,4,0
5,0,36,0,1,1649,1,0
