McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
35,0,292,0,762,1,13,0
12,0,155,1,762,5,30,1
10,0,215,0,1466,3,6,0
1,0,18,0,762,1,1,0
5,0,47,0,1,2,3,0
1,0,23,0,762,1,1,0
1,0,26,0,762,1,1,1
1,0,18,0,4735,1,1,0
53,0,213,0,1466,4,19,1
5,0,33,0,762,3,6,1
8,0,122,1,1466,4,6,0
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,11,2,2,0
11,0,40,0,1466,2,3,0
9,0,53,1,1466,2,4,0
15,0,275,0,1466,5,17,1
4,0,469,0,36,12,28,1
16,0,182,0,89,5,10,1
1,0,18,0,11,2,2,0
4,0,76,0,811,3,8,0
1,0,43,0,811,3,6,0
14,0,55,0,1466,2,3,0
11,0,103,2,1466,2,8,0
14,0,146,0,1466,2,4,1
6,0,87,0,4735,3,5,0
16,0,111,0,762,5,11,1
7,0,81,0,1466,4,10,0
1,0,1,0,22,1,1,0
1,0,28,0,22,1,1,0
1,0,29,0,22,1,1,0
1,0,19,0,22,1,1,0
3,0,94,0,22,1,1,0
2,0,49,0,1466,3,3,0
2,0,46,1,474,2,2,0
10,0,131,1,1466,4,9,1
13,0,101,0,1466,2,4,0
8,0,76,0,31,3,6,0
15,0,68,0,4735,1,1,0
5,0,79,0,1466,3,6,0
10,0,44,0,762,1,1,0
16,0,103,0,1466,2,3,1
1,0,10,0,4735,1,2,0
1,0,11,0,4735,1,2,0
5,0,46,0,762,1,1,0
8,0,85,0,1466,5,9,0
6,0,30,1,4735,1,1,0
1,0,18,0,479,1,1,0
9,0,67,0,479,1,1,0
22,0,125,0,246,4,5,0
3,0,31,0,319,3,3,0
5,0,116,0,479,1,1,0
3,0,58,0,762,2,2,0
7,0,71,0,762,2,2,0
1,0,1,0,246,1,1,0
1,0,18,0,246,1,1,0
33,0,297,1,246,5,8,0
37,0,238,0,1466,4,5,0
1,0,53,0,246,1,2,0
35,0,286,2,230,4,8,1
22,0,172,1,246,3,5,0
14,0,131,1,762,3,4,1
4,0,80,0,1466,3,3,0
3,0,68,1,1466,4,6,0
22,0,243,3,1466,9,32,1
1,0,18,0,11,2,2,0
35,0,216,1,319,5,9,1
37,0,419,2,762,9,30,1
1,0,173,2,479,8,20,0
3,0,71,0,4735,6,11,0
1,0,8,0,4735,1,1,0
13,0,164,0,1466,3,4,0
6,0,268,0,511,4,7,0
1,0,13,0,4735,1,2,0
1,0,13,0,511,1,1,0
13,0,189,0,511,3,4,0
1,0,21,0,511,1,1,0
1,0,6,0,4735,1,2,0
1,0,4,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,4,0,4735,1,1,0
3,0,58,0,4735,3,9,0
3,0,43,0,4735,2,5,0
3,0,43,0,4735,3,7,0
1,0,297,0,762,7,15,1
1,0,317,0,479,5,9,1
1,0,503,0,762,7,21,0
1,0,12,0,1466,3,3,0
5,0,319,1,1466,10,27,1
54,0,406,1,4735,8,27,1
1,0,5,0,474,1,1,0
1,0,22,0,474,1,1,0
1,0,10,0,474,1,1,0
1,0,12,0,1466,2,2,0
12,0,119,0,1466,2,3,1
7,0,41,0,1466,2,3,0
4,0,26,0,1466,1,1,1
41,0,259,0,474,3,5,1
8,0,170,0,31,3,4,0
46,0,254,0,1466,3,8,0
55,0,553,6,1466,6,29,1
46,0,328,4,1466,5,11,1
113,0,510,3,474,4,13,1
223,0,1064,6,474,12,44,1
63,0,376,7,1466,9,45,1
13,0,184,0,4735,3,12,0
25,0,167,4,1466,5,21,1
19,0,180,1,1466,3,11,0
26,0,254,0,1466,5,17,0
87,0,498,8,31,10,44,0
2,0,20,0,4735,1,2,0
48,0,257,1,762,8,18,0
1,0,13,0,1466,2,2,0
17,0,117,0,1466,2,2,0
1,0,36,0,319,1,1,0
40,0,272,0,1466,2,2,0
5,0,60,0,319,1,1,0
55,0,325,1,31,3,4,1
25,0,221,1,4735,2,7,0
40,0,149,1,230,3,6,0
71,0,422,1,4735,3,9,1
4,0,38,0,1466,1,1,0
1,0,14,0,1466,1,1,0
34,0,263,2,319,4,10,1
53,0,323,1,1466,4,11,1
56,0,432,4,1466,3,12,1
8,0,85,0,1466,3,4,0
2,0,28,0,4735,2,2,1
13,0,94,0,1466,2,3,1
6,0,69,0,319,1,1,0
1,0,10,0,1466,1,2,0
17,0,108,1,1466,3,6,0
80,0,563,2,1466,4,14,1
14,0,109,0,1466,3,7,1
66,0,331,0,319,3,8,1
22,0,133,0,1466,1,2,0
1,0,11,0,1466,1,1,0
1,0,6,0,4735,2,2,0
1,0,31,0,319,4,5,1
5,0,29,0,1466,2,3,0
1,0,15,0,1466,2,3,0
79,0,562,2,4735,7,31,1
1,0,63,0,762,1,1,0
1,0,14,1,319,1,1,0
1,0,70,2,511,5,11,1
6,0,39,1,4735,2,3,0
23,0,170,0,511,4,6,1
1,0,6,0,1466,1,1,0
1,0,10,0,1466,1,1,0
1,0,7,0,1466,2,3,0
12,0,88,0,1466,2,2,0
10,0,130,0,1466,2,7,1
7,0,127,0,1466,3,9,1
9,0,60,0,1466,3,9,1
3,0,94,0,1466,2,7,1
5,0,98,0,1466,2,10,1
7,0,83,0,319,3,3,0
6,0,190,0,4735,1,1,0
6,0,190,0,4735,1,1,0
6,0,196,0,762,2,10,0
5,0,34,0,511,1,1,0
1,0,50,0,762,3,5,0
10,0,37,0,1466,2,2,0
11,0,91,0,1466,1,1,0
1,0,5,0,1466,1,1,0
22,0,109,0,1466,2,2,0
1,0,9,0,1466,1,1,0
19,0,153,2,89,3,10,0
16,0,118,0,4735,1,3,0
10,0,94,0,4735,1,3,0
9,0,83,0,1466,3,7,0
1,0,21,0,4735,1,5,0
1,0,3,0,4735,1,1,0
15,0,127,0,4735,1,7,0
16,0,247,0,1466,3,5,1
74,0,318,1,22,4,7,1
25,0,161,1,22,4,6,1
22,0,127,0,22,2,5,1
3,0,23,0,9,2,3,0
1,0,26,0,4735,1,3,0
2,0,23,0,1466,2,2,0
9,0,107,0,4735,1,1,0
60,0,588,0,4735,1,2,0
8,0,277,0,4735,1,1,0
8,0,41,0,1466,1,1,0
4,0,41,0,4735,1,1,0
1,0,11,0,91,1,1,0
6,0,67,0,1466,1,1,0
1,0,79,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,7,0,4735,1,1,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
8,0,65,0,4735,1,1,1
37,0,178,0,4735,1,1,1
16,0,158,1,4735,3,6,0
10,0,66,0,4735,1,1,0
43,0,202,0,4735,1,1,0
7,0,31,0,244,2,2,0
59,0,219,1,319,5,6,1
3,0,30,1,319,3,3,0
85,0,147,0,244,3,3,1
1,0,5,0,1466,1,1,0
10,0,53,0,511,1,1,0
1,0,22,0,474,1,1,0
3,0,40,0,89,2,2,0
16,0,111,0,474,1,1,0
7,0,32,1,4735,1,3,0
2,0,50,0,4735,1,3,0
1,0,52,0,4735,2,2,0
3,0,34,0,1466,1,2,0
60,0,309,2,1466,6,31,1
3,0,37,1,515,3,3,0
11,0,62,0,4735,2,3,0
1,0,5,0,1466,2,2,0
1,0,5,0,1466,2,2,0
8,0,55,0,1466,1,1,0
1,0,12,0,1466,2,2,0
1,0,26,0,1466,2,2,0
28,0,136,0,1466,3,4,0
59,0,209,1,4735,4,6,0
1,0,12,0,1466,1,1,0
27,0,167,1,474,2,2,0
14,0,92,0,4735,1,1,1
1,0,13,0,511,1,1,0
3,0,35,0,511,1,1,0
4,0,58,0,511,1,1,0
1,0,19,0,511,1,1,0
2,0,36,0,511,3,5,0
1,0,18,0,511,2,3,0
7,0,175,0,511,1,1,0
41,0,134,1,1466,4,5,0
9,0,40,0,1466,2,3,0
11,0,83,0,511,3,4,0
13,0,404,0,511,2,2,0
120,0,760,0,4735,7,26,0
1,0,53,0,4735,4,10,0
1,0,10,0,1466,1,1,0
2,0,27,0,1466,1,1,0
3,0,48,0,1466,3,7,0
7,0,70,0,1466,3,8,0
4,0,57,0,1466,3,7,0
1,0,10,0,1466,3,5,0
7,0,41,0,1466,3,3,0
1,0,19,0,4735,1,2,0
10,0,86,0,4735,2,4,0
7,0,43,0,4735,2,3,0
8,0,51,0,762,1,1,0
1,0,6,0,4735,1,2,0
4,0,50,0,1466,1,1,0
3,0,177,0,26,1,1,0
26,0,188,0,26,4,4,1
16,0,145,0,22,3,4,1
36,0,198,0,1466,1,1,0
5,0,23,0,511,1,2,0
3,0,177,0,26,1,1,0
25,0,168,0,26,2,2,0
25,0,225,0,1466,2,2,0
1,0,18,0,511,1,1,0
10,0,118,1,511,1,2,0
1,0,5,0,511,2,2,0
22,0,342,0,511,2,3,0
11,0,92,0,511,1,1,0
9,0,72,0,511,2,2,0
4,0,41,1,511,2,3,0
3,0,37,1,511,2,3,0
7,0,56,1,511,3,5,0
9,0,72,0,511,4,5,0
7,0,52,0,511,2,2,0
40,0,332,0,1466,3,3,0
1,0,8,0,511,1,1,0
15,0,89,0,511,1,1,0
11,0,138,0,31,3,5,1
1,0,7,0,89,1,1,0
1,0,6,1,89,3,3,0
1,0,7,0,511,2,2,0
1,0,39,0,246,1,1,0
1,0,5,0,89,1,1,0
18,0,121,0,1466,1,1,0
18,0,122,0,1466,1,2,0
9,0,74,0,1466,1,1,0
10,0,76,0,511,1,1,1
2,0,94,1,474,2,3,0
1,0,15,0,4735,1,2,0
122,0,1008,1,1466,7,20,0
49,0,167,0,1466,3,7,1
1,0,54,0,4735,1,3,0
67,0,357,3,1466,3,15,0
1,0,109,0,34,4,8,0
1,0,7,0,4735,1,1,0
8,0,73,0,1,2,3,0
31,0,286,0,4735,4,14,1
1,0,9,0,4735,1,1,0
79,0,715,0,4735,7,31,1
2,0,27,0,4735,1,1,1
49,0,242,0,1466,5,6,0
20,0,170,0,4735,1,6,0
2,0,49,0,4735,1,2,0
30,0,162,1,762,2,10,0
80,0,366,3,1466,6,14,1
2,0,28,0,4735,1,3,0
7,0,89,0,762,2,5,0
19,0,147,1,4735,1,7,0
1,0,20,0,4735,1,2,1
69,0,212,0,4735,4,9,1
10,0,111,1,4735,2,9,1
32,0,277,2,4735,2,12,1
13,0,105,0,474,4,7,0
1,0,29,0,4735,1,2,0
1,0,22,0,1466,2,2,0
1,0,22,1,1466,2,3,0
25,0,230,1,511,6,9,1
52,0,415,0,244,8,17,0
52,0,240,0,244,2,4,0
1,0,7,0,1466,1,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,244,1,1,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,1
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,6,0,4735,2,2,0
15,0,104,0,511,1,1,0
1,0,22,0,4735,2,2,0
7,0,42,0,319,2,2,0
1,0,16,0,319,2,2,0
3,0,37,0,3,1,1,0
6,0,61,1,319,2,5,0
7,0,58,0,4735,1,1,0
1,0,23,0,4735,2,2,0
1,0,18,0,1466,1,2,0
1,0,23,0,4735,2,2,0
6,0,44,0,246,1,1,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
6,0,44,1,1466,2,3,0
6,0,56,1,1466,3,4,0
1,0,22,0,4735,2,2,0
1,0,23,0,4735,2,2,0
2,0,33,0,4735,2,4,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
2,0,29,0,4735,2,3,0
1,0,23,0,4735,2,2,0
4,0,45,0,1466,3,6,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
9,0,45,1,319,3,4,0
1,0,19,0,4735,2,2,0
2,0,30,0,1466,3,3,0
1,0,21,0,4735,2,2,0
1,0,23,0,4735,2,3,0
5,0,34,0,1466,3,3,0
1,0,19,0,4735,2,2,0
1,0,23,0,11,1,1,0
4,0,31,0,4735,2,2,0
1,0,19,0,4735,2,2,0
17,0,88,1,319,2,3,0
2,0,53,0,4735,3,10,0
2,0,25,1,4735,3,4,0
9,0,88,2,1466,3,5,0
1,0,23,0,4735,2,2,0
2,0,15,0,4735,2,3,0
1,0,14,1,511,1,1,0
2,0,33,0,762,2,2,0
1,0,13,1,511,1,1,0
2,0,33,0,762,2,2,0
1,0,13,1,511,1,1,0
2,0,33,0,762,2,2,0
1,0,13,1,511,1,1,0
2,0,33,0,762,2,2,0
1,0,13,1,511,1,1,0
5,0,63,2,511,4,5,0
3,0,41,0,1466,3,3,0
3,0,36,1,1466,2,4,0
2,0,35,0,4735,2,2,0
2,0,32,0,4735,1,1,0
2,0,30,0,1466,1,1,0
1,0,18,0,244,1,1,0
1,0,18,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,20,0,4735,1,1,0
2,0,25,0,244,2,2,1
2,0,20,0,244,1,1,1
2,0,20,0,244,1,1,1
2,0,21,0,244,1,1,1
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,70,0,1466,2,4,1
1,0,19,0,4735,2,2,0
2,0,39,0,1466,3,3,0
1,0,21,0,1466,1,1,0
1,0,23,0,4735,2,2,0
2,0,35,0,1466,3,3,0
2,0,39,0,1466,3,4,0
2,0,32,0,1466,1,1,0
6,0,50,0,1466,3,4,0
66,0,147,0,479,5,9,1
1,0,22,0,4735,2,2,0
4,0,53,0,244,4,6,0
1,0,23,0,4735,2,2,0
11,0,82,0,1466,4,4,0
1,0,21,0,0,0,1,0
4,0,31,0,1466,2,3,0
1,0,23,0,4735,2,2,0
1,0,24,0,4735,2,2,0
1,0,19,0,4735,2,2,0
1,0,19,0,4735,2,2,0
27,0,137,0,319,4,5,0
4,0,79,0,4735,2,9,0
1,0,21,0,4735,1,5,0
15,0,102,0,511,4,6,0
4,0,73,1,4735,5,7,0
5,0,41,1,1466,4,12,0
1,0,37,0,1466,1,1,0
2,0,31,0,1466,1,1,0
2,0,23,0,1466,1,1,0
16,0,132,0,1466,3,6,0
3,0,31,0,4735,2,2,0
1,0,12,0,1466,2,2,0
1,0,12,0,1466,2,3,0
1,0,12,0,1466,2,2,0
2,0,616,1,230,6,27,1
1,0,12,0,4735,1,1,0
1,0,28,0,1466,1,2,0
7,0,108,0,762,3,5,0
2,0,64,0,762,3,4,1
1,0,22,0,1466,2,2,0
3,0,60,0,511,2,6,0
3,0,54,1,319,5,9,0
1,0,20,0,1466,5,11,0
1,0,24,0,1466,3,9,0
1,0,5,1,511,4,9,0
1,0,68,1,1466,4,18,0
1,0,65,1,511,4,16,0
13,0,118,1,762,3,10,0
8,0,56,0,511,2,7,0
1,0,29,0,1466,1,3,1
1,0,20,0,1466,1,3,0
1,0,20,0,1466,1,3,0
1,0,32,1,1466,5,12,0
27,0,110,1,230,4,12,0
11,0,123,0,1466,2,12,1
1,0,13,0,1466,2,3,0
22,0,190,1,230,6,37,1
1,0,6,0,4735,1,2,0
2,0,139,0,511,3,6,0
1,0,65,1,511,4,16,0
4,0,48,0,1466,2,2,0
30,0,325,2,22,4,17,1
11,0,74,0,230,3,4,1
1,0,8,0,4735,1,1,0
1,0,11,0,1466,2,2,0
5,0,24,0,1466,3,3,0
15,0,110,1,1466,4,4,0
3,0,13,0,1466,2,2,0
3,0,13,0,1466,2,2,0
5,0,35,0,1466,2,2,0
6,0,28,0,1466,2,2,0
5,0,16,0,1466,2,2,0
2,0,68,0,474,2,3,0
39,0,164,0,1466,3,3,0
2,0,71,0,4735,2,2,1
55,0,293,2,479,3,13,1
1,0,149,0,4735,1,1,0
5,0,60,1,762,4,4,0
26,0,226,2,230,5,14,0
2,0,112,0,474,2,3,0
78,0,323,4,230,8,30,1
1,0,30,1,1466,2,2,0
16,0,194,0,474,3,4,0
1,0,10,0,4735,1,1,0
30,0,217,1,762,2,3,1
4,0,66,0,4735,1,2,0
5,0,84,0,4735,1,5,0
69,0,519,5,31,9,38,1
28,0,235,1,1466,10,18,1
1,0,5,1,762,1,3,0
5,0,125,2,319,10,41,1
2,0,18,0,762,2,4,0
4,0,52,0,4735,1,2,0
23,0,159,0,4735,1,2,0
2,0,95,0,1466,5,7,0
1,0,113,1,762,3,4,0
151,0,821,5,762,7,49,1
1,0,27,0,479,2,3,0
2,0,19,0,4735,1,3,0
10,0,77,0,4735,1,2,0
20,0,289,1,319,3,14,1
1,0,84,0,511,4,7,0
1,0,8,0,511,1,1,1
1,0,100,0,762,2,2,0
1,0,11,0,1466,2,2,0
17,0,145,2,762,3,11,0
2,0,123,0,474,2,3,0
1,0,18,0,1466,2,2,0
1,0,11,0,1466,2,2,0
30,0,257,3,319,5,21,0
1,0,10,0,1466,2,3,0
4,0,67,1,1466,3,7,0
21,0,87,1,4735,1,3,0
3,0,42,0,13,2,2,0
3,0,42,0,13,2,3,0
10,0,91,0,762,1,2,0
31,0,109,1,4735,3,9,0
11,0,93,1,762,4,4,0
37,0,115,1,762,3,7,1
1,0,4,0,1466,2,2,0
