McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,13,0,2,2,1840,0
11,0,79,1,3,11,648,0
3,0,23,0,1,1,1840,0
1,0,21,0,6,34,208,0
25,0,106,1,6,58,208,0
5,0,56,3,3,6,648,0
9,0,51,1,3,7,1840,0
43,0,177,6,3,17,648,1
5,0,45,0,6,37,1840,1
8,0,68,5,7,65,1840,1
2,0,34,0,3,14,1840,0
3,0,26,0,5,14,208,0
18,0,99,4,4,18,208,1
7,0,45,0,3,6,1840,0
5,0,40,0,2,3,55,0
13,0,40,1,5,25,1840,0
6,0,40,0,4,10,208,0
23,0,110,0,6,33,55,0
84,0,431,7,6,78,648,0
11,0,61,0,5,57,208,0
67,0,288,2,5,29,1840,0
1,0,43,0,3,17,1840,0
46,0,90,1,6,49,1840,1
42,0,190,1,8,78,1840,0
1,0,32,0,2,5,1840,0
33,0,85,4,8,102,1840,0
59,0,278,5,6,52,648,0
3,0,42,0,4,14,648,0
13,0,80,2,5,23,208,1
1,0,10,0,5,19,208,0
13,0,69,3,7,46,208,0
6,0,59,0,7,30,208,0
32,0,197,9,7,80,648,1
10,0,64,1,5,37,1840,1
18,0,101,4,6,61,648,1
27,0,127,1,8,59,648,0
25,0,124,2,6,17,648,0
1,0,23,0,3,7,258,0
2,0,11,0,3,7,232,0
1,0,9,0,3,5,232,0
1,0,6,0,2,4,232,0
53,0,325,1,5,43,1840,0
1,0,77,0,3,6,232,0
8,0,40,0,4,18,258,0
19,0,107,0,3,10,258,0
16,0,385,0,5,21,648,0
37,0,190,4,5,18,648,0
12,0,91,0,2,6,648,0
8,0,67,3,4,16,648,1
36,0,284,3,5,27,1840,1
54,0,414,0,4,7,208,1
128,0,438,13,6,64,648,1
12,0,87,1,5,10,1840,0
16,0,67,0,4,9,648,0
28,0,153,0,6,40,1840,0
4,0,32,0,1,2,648,0
14,0,107,1,1,4,648,0
3,0,30,0,1,1,648,0
8,0,57,0,2,3,1840,0
3,0,26,0,1,3,1840,0
10,0,53,1,2,5,648,0
23,0,152,1,2,20,648,1
3,0,26,0,1,3,1840,0
33,0,167,0,1,3,1840,0
35,0,129,1,1,2,1840,0
5,0,32,0,1,1,1840,0
9,0,82,2,2,4,648,0
1,0,17,0,2,3,1840,0
1,0,8,0,3,3,1840,0
1,0,15,0,1,1,1840,0
1,0,29,1,2,3,648,0
1,0,26,0,2,2,648,0
1,0,18,0,1,1,1840,0
1,0,24,0,3,3,1840,0
1,0,15,0,3,3,1840,0
1,0,16,0,3,3,1840,0
1,0,36,0,1,1,258,0
1,0,15,0,1,2,208,0
2,0,19,0,3,4,1840,0
1,0,24,0,1,1,258,0
1,0,14,0,1,1,1840,0
1,0,10,0,1,1,1840,0
1,0,11,0,1,1,1840,0
4,0,20,0,1,1,1840,0
17,0,57,0,1,1,1840,0
1,0,63,0,1,1,1840,0
2,0,37,0,2,3,1840,0
1,0,35,0,4,13,648,0
2,0,11,0,3,7,258,0
1,0,14,0,3,8,258,0
1,0,7,0,2,4,258,0
59,0,365,0,4,67,1840,0
1,0,16,0,1,1,258,0
39,0,230,0,1,1,258,0
1,0,72,0,4,12,258,0
14,0,123,0,4,22,258,0
11,0,73,0,3,3,1840,0
9,0,64,0,3,3,1840,0
25,0,157,0,3,6,1840,0
66,0,381,0,2,5,648,0
14,0,106,0,7,31,648,0
