McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
6,0,50,0,6,0,0,0
1,0,11,0,3,0,0,0
1,0,8,0,16,0,0,0
18,0,166,0,49,6,113,1
1,0,24,0,24,5,16,1
1,0,31,0,27,1,3122,1
36,0,310,0,32,7,33,1
2,0,84,0,12,1,3122,1
8,0,84,0,19,2,33,0
30,0,216,0,24,2,33,1
77,0,431,0,45,6,16,1
80,0,696,0,119,3,3122,0
1,0,15,0,26,5,16,0
58,0,333,0,25,4,16,1
2,0,34,0,2,1,3122,0
39,0,390,0,41,5,33,1
5,0,66,0,18,5,16,0
5,0,57,0,15,5,16,0
9,0,69,0,6,0,0,1
1,0,11,0,2,0,0,0
35,0,144,0,9,0,0,1
36,0,138,0,11,0,0,1
4,0,44,0,37,6,16,1
1,0,42,0,4,4,16,0
5,0,32,0,7,4,16,0
1,0,15,0,1,1,3122,0
10,0,124,0,11,0,0,0
8,0,69,0,7,0,0,0
22,0,152,0,6,0,0,0
6,0,95,0,9,0,0,0
18,0,109,0,8,0,0,0
1,0,6,0,4,0,0,0
7,0,39,0,19,0,0,0
1,0,8,0,3,0,0,0
1,0,14,0,3,0,0,0
50,0,245,0,29,6,1345,0
1,0,11,0,2,0,0,0
7,0,47,0,7,4,16,0
6,0,60,0,37,7,16,1
30,0,159,0,52,5,3122,1
55,0,227,0,24,5,3122,1
1,0,10,0,2,0,0,0
14,0,132,0,23,4,16,0
18,0,158,0,62,5,3122,0
11,0,101,0,7,4,16,0
1,0,16,0,1,0,0,0
1,0,8,0,8,4,16,0
2,0,17,0,7,4,16,0
6,0,127,0,12,3,16,0
1,0,8,0,11,0,0,0
3,0,30,0,31,4,16,0
1,0,12,0,3,0,0,0
15,0,32,0,13,0,0,0
4,0,28,0,3,0,0,0
1,0,38,0,29,0,0,0
38,0,315,0,93,4,16,0
7,0,73,0,5,1,3122,0
1,0,17,0,18,0,0,0
1,0,7,0,4,0,0,0
1,0,8,0,2,0,0,0
1,0,20,0,18,0,0,0
157,0,339,0,74,0,0,1
1,0,5,0,3,0,0,0
24,0,179,0,4,4,16,1
1,0,14,0,4,4,16,1
6,0,60,0,4,4,16,0
1,0,37,0,4,4,16,0
11,0,69,0,4,4,16,1
13,0,110,0,8,0,0,0
130,0,914,0,8,0,0,0
20,0,220,0,15,1,1345,0
15,0,139,0,12,1,1345,0
29,0,293,0,11,1,1345,0
1,0,7,0,6,0,0,0
6,0,52,0,31,3,16,0
18,0,87,0,18,2,16,1
18,0,100,0,20,3,1345,0
10,0,63,0,16,2,16,0
15,0,80,0,17,2,16,0
23,0,107,0,29,2,16,0
15,0,77,0,13,7,16,0
13,0,73,0,12,5,3122,0
36,0,173,0,34,2,16,0
60,0,233,0,30,3,16,0
15,0,84,0,21,2,16,0
3,0,48,0,32,4,16,0
27,0,149,0,38,2,16,1
18,0,92,0,26,3,3122,0
14,0,63,0,8,2,3122,0
7,0,43,0,16,2,16,0
19,0,105,0,16,2,16,0
3,0,25,0,1,0,0,0
4,0,33,0,3,0,0,0
1,0,7,0,3,0,0,0
11,0,66,0,18,2,16,0
12,0,56,0,14,2,16,0
40,0,185,0,66,6,16,0
7,0,25,0,4,0,0,0
12,0,60,0,16,3,16,0
93,0,366,0,57,7,3122,1
1,0,9,0,2,0,0,0
12,0,58,0,15,2,16,0
328,0,1026,0,255,8,3122,1
11,0,40,0,12,5,16,0
26,0,140,0,27,4,3122,0
9,0,55,0,14,2,16,0
9,0,56,0,15,2,16,0
11,0,64,0,17,2,16,0
94,0,334,0,76,5,16,0
3,0,39,0,2,0,0,0
1,0,18,0,11,2,113,0
3,0,36,0,5,0,0,0
1,0,9,0,2,0,0,0
3,0,73,0,13,3,16,0
6,0,57,0,3,0,0,0
25,0,129,0,9,4,113,0
25,0,356,0,27,6,3122,1
8,0,58,0,2,0,0,0
17,0,91,0,10,3,16,0
49,0,262,0,47,4,3122,0
72,0,219,0,78,5,16,1
3,0,76,0,7,5,113,0
2,0,65,0,1,0,0,0
1,0,4,0,1,0,0,0
1,0,47,0,46,6,1345,0
8,0,53,0,12,6,16,0
1,0,8,0,8,5,16,0
1,0,8,0,3,0,0,0
13,0,56,0,18,6,33,0
9,0,130,0,25,4,16,0
6,0,50,0,9,0,0,0
1,0,8,0,3,0,0,0
1,0,17,0,4,2,6,0
1,0,13,0,3,0,0,0
1,0,17,0,1,1,1345,0
1,0,101,0,87,8,3122,0
23,0,144,0,65,4,3122,0
34,0,222,0,68,7,16,0
1,0,18,0,1,0,0,0
1,0,3,0,2,0,0,0
1,0,50,0,35,2,1345,1
10,0,53,0,27,0,0,1
3,0,36,0,8,0,0,1
4,0,39,0,4,0,0,0
15,0,140,0,42,2,1345,1
65,0,269,0,87,6,16,1
62,0,269,0,51,4,16,1
1,0,8,0,5,0,0,0
9,0,95,0,16,2,6,0
1,0,53,0,9,0,0,0
1,0,25,0,4,3,16,0
5,0,21,0,1,0,0,0
14,0,314,0,13,4,3122,0
1,0,48,0,11,5,113,0
10,0,226,0,8,4,3122,0
6,0,55,0,3,1,3122,0
12,0,78,0,14,3,420,0
7,0,66,0,20,5,16,0
1,0,18,0,3,2,113,0
2,0,56,0,13,5,1345,0
5,0,39,0,7,2,420,0
10,0,337,0,20,5,3122,0
1,0,172,0,6,0,0,0
1,0,6,0,1,0,0,0
36,0,209,0,29,6,16,0
19,0,131,0,13,4,16,0
1,0,14,0,3,0,0,0
11,0,78,0,10,0,0,0
11,0,43,0,8,3,16,0
5,0,36,0,3,0,0,0
17,0,72,0,10,3,16,0
11,0,53,0,4,0,0,0
1,0,14,0,14,0,0,0
1,0,24,0,22,4,16,0
41,0,262,0,75,7,3122,0
6,0,70,0,22,3,16,0
147,0,731,0,76,6,16,1
10,0,54,0,2,0,0,1
1,0,20,0,13,0,0,0
7,0,74,0,15,0,0,0
1,0,21,0,15,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,7,0,4,0,0,0
1,0,6,0,1,0,0,0
113,0,630,0,142,8,3122,0
65,0,261,0,17,4,16,0
1,0,7,0,4,0,0,0
1,0,40,0,14,4,420,0
1,0,25,0,29,4,420,0
155,0,847,0,208,7,16,1
28,0,246,0,77,7,3122,0
1,0,4,0,2,0,0,0
1,0,8,0,5,0,0,0
12,0,76,0,19,3,16,0
19,0,87,0,9,4,16,0
12,0,69,0,3,0,0,0
1,0,4,0,2,0,0,0
1,0,13,0,2,0,0,0
1,0,13,0,4,0,0,0
1,0,13,0,8,0,0,0
73,0,365,0,44,3,16,0
1,0,4,0,2,0,0,0
31,0,161,0,23,0,0,0
1,0,9,0,5,0,0,0
57,0,307,0,50,4,16,0
9,0,34,0,3,0,0,0
12,0,91,0,12,1,1345,0
2,0,22,0,3,0,0,0
1,0,18,0,12,0,0,0
18,0,101,0,9,0,0,0
21,0,153,0,21,5,33,0
20,0,135,0,14,0,0,0
1,0,8,0,3,0,0,0
17,0,117,0,13,0,0,0
83,0,478,0,34,4,1345,1
86,0,392,0,64,6,16,0
1,0,16,0,1,0,0,0
21,0,148,0,14,1,3122,0
136,0,652,0,97,6,3122,1
1,0,16,0,1,0,0,0
9,0,58,0,6,0,0,0
2,0,26,0,6,4,16,0
2,0,26,0,5,0,0,0
45,0,208,0,14,3,16,0
6,0,61,0,4,0,0,0
1,0,40,0,3,0,0,0
11,0,49,0,6,3,16,0
1,0,4,0,1,0,0,0
1,0,4,0,1,0,0,0
3,0,67,0,8,3,16,0
1,0,25,0,1,0,0,0
6,0,110,0,14,0,0,0
1,0,10,0,3,0,0,0
4,0,63,0,3,0,0,0
1,0,33,0,1,0,0,0
1,0,38,0,2,1,1345,0
12,0,24,0,4,3,6,0
1,0,79,0,75,4,16,0
172,0,927,0,93,6,3122,0
1,0,46,0,61,0,0,0
99,0,545,0,45,3,16,0
1,0,34,0,47,2,1345,0
1,0,138,0,14,2,1345,0
75,0,507,0,76,6,1345,1
200,0,434,0,65,4,3122,0
1,0,15,0,8,0,0,0
18,0,83,0,5,0,0,0
24,0,164,0,40,4,16,1
1,0,31,0,35,4,16,0
1,0,85,0,18,4,16,0
2,0,92,0,22,4,16,0
63,0,367,0,55,5,3122,0
15,0,124,0,43,0,0,0
4,0,30,0,8,0,0,0
54,0,263,0,27,6,33,0
25,0,119,0,15,6,33,0
19,0,86,0,15,4,3122,0
4,0,29,0,5,4,16,0
9,0,74,0,8,4,16,0
16,0,66,0,17,5,16,0
14,0,60,0,14,6,33,0
1,0,11,0,8,4,16,0
17,0,119,0,15,4,3122,0
4,0,32,0,7,4,16,0
5,0,53,0,9,4,16,0
12,0,83,0,29,5,113,0
1,0,27,0,10,0,0,0
3,0,30,0,11,0,0,0
46,0,172,0,7,0,0,0
1,0,5,0,5,0,0,0
258,0,1013,0,201,7,3122,1
11,0,45,0,9,0,0,0
321,0,977,0,73,6,3122,1
8,0,115,0,34,4,33,0
2,0,27,0,9,0,0,0
8,0,102,0,15,0,0,0
1,0,6,0,1,1,1345,0
3,0,26,0,4,3,3122,0
45,0,201,0,15,0,0,0
47,0,326,0,52,4,113,0
208,0,638,0,104,4,113,0
6,0,43,0,97,0,0,0
92,0,240,0,57,3,16,0
1,0,6,0,5,0,0,0
27,0,137,0,77,9,16,0
14,0,78,0,26,4,16,0
1,0,17,0,8,0,0,0
1,0,17,0,8,0,0,0
4,0,24,0,15,3,16,0
4,0,27,0,4,0,0,0
2,0,25,0,8,3,16,0
70,0,292,0,26,4,33,0
30,0,147,0,7,4,113,0
4,0,81,0,20,4,16,0
1,0,18,0,18,3,16,0
1,0,52,0,10,0,0,0
1,0,11,0,1,0,0,0
1,0,8,0,3,0,0,0
14,0,100,0,41,8,16,0
4,0,90,0,6,5,16,0
1,0,12,0,4,4,16,0
1,0,8,0,3,3,16,0
1,0,45,0,1,0,0,0
1,0,7,0,5,0,0,0
11,0,116,0,27,0,0,0
19,0,66,0,15,0,0,0
22,0,128,0,17,0,0,0
31,0,128,0,29,0,0,0
24,0,88,0,13,0,0,0
14,0,85,0,16,0,0,0
14,0,104,0,24,2,113,0
26,0,125,0,19,0,0,0
19,0,58,0,19,0,0,0
3,0,25,0,14,0,0,0
40,0,138,0,29,0,0,0
1,0,5,0,1,0,0,0
48,0,174,0,31,3,16,0
6,0,46,0,5,0,0,0
6,0,44,0,14,0,0,0
3,0,31,0,11,0,0,0
19,0,92,0,20,0,0,0
19,0,90,0,23,3,16,0
1,0,27,0,10,0,0,0
19,0,90,0,20,0,0,0
19,0,90,0,23,3,6,0
13,0,65,0,15,0,0,0
1,0,27,0,12,0,0,0
15,0,58,0,15,0,0,0
37,0,150,0,23,0,0,0
1,0,20,0,19,2,113,0
1,0,36,0,25,5,16,0
21,0,128,0,36,3,1345,0
9,0,99,0,24,3,1345,0
59,0,530,0,35,7,1345,0
1,0,54,0,49,3,3122,0
11,0,297,0,30,5,3122,0
3,0,28,0,4,0,0,0
42,0,584,0,60,5,3122,0
10,0,121,0,30,4,3122,0
1,0,16,0,70,3,3122,0
2,0,7,0,3,1,3122,0
4,0,28,0,5,0,0,0
45,0,305,0,11,3,3122,0
81,0,467,0,11,3,3122,0
4,0,32,0,38,1,3122,0
11,0,62,0,39,1,3122,0
127,0,436,0,41,0,0,0
127,0,655,1,85,5,33,0
66,0,423,0,43,4,16,1
6,0,166,0,26,4,16,0
1,0,20,0,25,4,16,0
7,0,37,0,3,0,0,0
8,0,47,0,2,0,0,0
1,0,6,0,2,0,0,0
1,0,11,0,1,0,0,0
43,0,576,0,35,6,3122,0
1,0,4,0,4,4,33,0
12,0,244,0,32,6,16,0
7,0,86,0,5,4,1345,0
4,0,30,0,19,6,16,1
1,0,29,0,6,5,1345,0
7,0,108,0,11,5,16,0
1,0,32,0,5,5,33,0
1,0,10,0,6,5,16,0
179,0,1361,0,34,5,1345,1
1,0,19,0,4,4,33,0
11,0,78,0,18,6,16,0
6,0,54,0,1,1,1345,0
1,0,22,0,1,1,1345,0
1,0,19,0,1,1,1345,0
7,0,84,0,16,5,33,1
1,0,5,0,4,0,0,0
12,0,57,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,6,0,8,0,0,0
5,0,47,0,6,0,0,0
2,0,26,0,9,0,0,0
1,0,6,0,2,0,0,0
1,0,10,0,5,4,6,0
1,0,10,0,6,0,0,0
1,0,7,0,7,0,0,0
12,0,51,0,10,0,0,0
5,0,38,0,9,0,0,0
5,0,32,0,5,0,0,0
12,0,67,0,15,3,16,0
11,0,30,0,14,0,0,0
4,0,35,0,2,0,0,0
1,0,16,0,3,0,0,0
3,0,27,0,19,0,0,0
2,0,22,0,6,0,0,0
1,0,16,0,6,0,0,0
5,0,30,0,8,0,0,0
3,0,68,0,14,4,16,0
1,0,16,0,5,0,0,0
1,0,6,0,3,0,0,0
1,0,6,0,6,0,0,0
6,0,34,0,6,0,0,0
9,0,46,0,15,0,0,0
5,0,31,0,1,0,0,0
13,0,92,0,14,3,3122,0
3,0,29,0,13,4,16,0
4,0,38,0,7,3,16,0
14,0,70,0,19,5,16,0
3,0,37,0,4,3,16,0
9,0,65,0,12,4,16,0
12,0,73,0,10,4,16,0
1,0,20,0,3,0,0,0
9,0,66,0,10,4,16,0
10,0,57,0,33,4,16,0
4,0,34,0,14,3,16,0
21,0,93,0,24,4,16,0
5,0,39,0,9,4,16,0
19,0,42,0,9,0,0,0
20,0,67,0,28,5,3122,0
20,0,67,0,28,5,3122,0
11,0,61,0,22,4,16,0
3,0,23,0,4,3,16,0
3,0,40,0,16,3,16,0
7,0,49,0,11,3,16,0
2,0,30,0,7,5,16,0
7,0,44,0,7,5,16,0
2,0,19,0,12,3,16,0
6,0,33,0,4,3,16,0
3,0,25,0,5,3,16,0
4,0,36,0,19,3,16,0
9,0,75,0,5,4,16,0
3,0,17,0,4,4,16,0
6,0,27,0,4,4,16,0
4,0,24,0,4,4,16,0
4,0,24,0,4,4,16,0
2,0,15,0,4,4,16,0
3,0,18,0,4,4,16,0
3,0,18,0,4,4,16,0
4,0,21,0,4,4,16,0
2,0,14,0,4,4,16,0
2,0,15,0,4,4,16,0
11,0,48,0,11,5,16,1
4,0,23,0,4,4,16,0
1,0,17,0,3,3,16,0
4,0,19,0,4,4,16,0
3,0,15,0,4,4,16,0
3,0,16,0,4,4,16,0
2,0,14,0,4,4,16,0
6,0,26,0,4,4,16,0
3,0,17,0,4,4,16,0
2,0,16,0,4,4,16,0
3,0,16,0,4,4,16,0
3,0,24,0,7,5,16,0
5,0,26,0,4,4,16,0
4,0,18,0,10,6,33,0
2,0,14,0,4,4,16,0
2,0,14,0,4,4,16,0
2,0,14,0,4,4,16,0
3,0,15,0,4,4,16,0
19,0,67,0,9,0,0,0
18,0,67,0,10,0,0,0
19,0,66,0,10,0,0,0
19,0,67,0,10,0,0,0
21,0,72,0,10,0,0,0
75,0,672,0,87,6,3122,0
10,0,68,0,23,5,16,0
7,0,46,0,3,0,0,0
38,0,459,0,77,5,16,0
39,0,206,0,31,0,0,0
65,0,445,0,51,7,1345,0
1,0,12,0,12,4,1345,0
6,0,88,0,34,7,113,0
7,0,70,0,31,6,3122,0
266,0,1522,0,280,9,3122,1
1,0,25,0,6,4,16,1
34,0,225,0,88,6,16,1
3,0,27,0,3,0,0,0
23,0,234,0,53,6,113,0
2,0,15,0,1,0,0,0
5,0,105,0,39,1,1345,0
26,0,192,0,12,6,16,1
13,0,205,0,5,5,33,0
3,0,87,0,8,0,0,0
113,0,742,0,135,8,3122,1
1,0,5,0,2,0,0,0
1,0,29,0,3,0,0,0
26,0,214,0,18,2,6,0
65,0,496,0,18,1,1345,0
14,0,158,0,21,2,1345,0
1,0,22,0,8,1,3122,0
23,0,183,0,21,3,3122,0
27,0,162,0,11,1,1345,0
52,0,252,0,38,4,3122,0
12,0,47,0,14,5,16,0
39,0,194,0,15,5,3122,0
93,0,636,0,43,6,3122,0
1,0,7,0,4,4,16,0
1,0,26,0,26,5,1345,0
10,0,38,0,4,4,16,0
1,0,72,0,16,5,16,0
177,0,606,0,163,5,16,1
59,0,223,0,15,0,0,0
166,0,470,0,131,4,16,0
162,0,398,0,102,5,16,1
175,0,512,0,66,4,16,0
9,0,176,0,12,4,16,0
3,0,94,0,10,4,16,0
25,0,469,0,27,6,3122,0
1,0,65,0,8,5,16,0
1,0,147,0,10,5,16,0
46,0,396,0,51,5,1345,0
133,0,1412,0,60,7,1345,0
193,0,1297,0,39,7,33,1
10,0,72,0,4,2,1345,0
7,0,77,0,9,3,1345,0
1,0,12,0,6,3,3122,0
1,0,40,0,3,2,1345,0
2,0,57,0,4,2,1345,0
4,0,42,0,7,3,1345,0
1,0,4,0,1,1,1345,0
8,0,94,0,2,1,1345,0
7,0,46,0,3,3,16,0
8,0,92,0,5,3,1345,0
4,0,29,0,2,1,1345,0
4,0,42,0,4,3,1345,0
4,0,29,0,5,3,1345,0
10,0,50,0,9,3,16,0
10,0,69,0,1,1,1345,0
4,0,73,0,7,3,3122,1
1,0,9,0,7,4,16,0
25,0,91,0,19,4,3122,0
111,0,821,0,34,5,1345,1
7,0,72,0,1,1,1345,0
6,0,56,0,1,1,1345,0
6,0,30,0,1,1,1345,0
1,0,39,0,1,1,1345,0
1,0,29,0,1,1,1345,0
1,0,39,0,1,1,1345,0
1,0,29,0,1,1,1345,0
6,0,54,0,3,2,1345,0
21,0,114,0,5,2,1345,0
79,0,430,0,5,0,0,0
10,0,161,0,2,0,0,0
1,0,219,0,1,0,0,0
5,0,65,0,6,0,0,0
3,0,118,0,6,0,0,0
5,0,383,0,6,0,0,0
7,0,447,0,9,3,16,0
1,0,94,0,6,3,16,0
1,0,297,0,6,3,16,0
1,0,320,0,7,3,16,0
1,0,118,0,9,3,16,0
8,0,84,0,4,4,6,0
5,0,38,0,4,4,16,0
1,0,64,0,1,0,0,0
4,0,56,0,4,3,420,0
7,0,70,0,5,2,6,0
4,0,532,0,5,1,1345,0
3,0,301,0,5,1,1345,0
2,0,267,0,5,1,1345,0
8,0,64,0,16,6,16,0
2,0,51,0,5,3,113,0
11,0,147,0,9,5,33,0
3,0,51,0,4,4,16,0
3,0,49,0,8,0,0,0
2,0,44,0,9,0,0,0
16,0,141,0,23,5,1345,0
34,0,170,0,26,5,16,0
2,0,21,0,1,1,1345,0
1,0,8,0,1,1,1345,0
1,0,8,0,1,1,1345,0
1,0,8,0,1,1,1345,0
6,0,58,0,2,0,0,0
5,0,85,0,10,4,16,0
22,0,203,0,15,5,3122,0
66,0,652,0,44,7,3122,0
25,0,224,0,25,7,1345,0
1,0,31,0,6,0,0,0
35,0,687,0,33,5,1345,0
53,0,665,0,25,5,1345,0
9,0,274,0,10,3,1345,0
14,0,179,0,1,1,1345,0
4,0,29,0,3,3,16,0
1,0,51,0,8,3,1345,0
16,0,116,0,1,1,1345,0
44,0,956,0,25,3,3122,0
8,0,62,0,16,0,0,0
26,0,229,0,32,2,33,0
93,0,500,1,137,7,1345,1
1,0,7,0,1,0,0,0
1,0,15,0,6,0,0,0
3,0,19,0,6,0,0,0
20,0,98,0,19,0,0,0
1,0,19,0,9,4,33,0
9,0,69,0,17,0,0,0
13,0,93,0,17,0,0,0
1,0,18,0,2,0,0,0
1,0,15,0,5,0,0,0
1,0,14,0,1,0,0,0
1,0,27,0,2,0,0,0
1,0,24,0,7,0,0,0
1,0,18,0,6,0,0,0
1,0,18,0,3,0,0,0
1,0,18,0,2,0,0,0
1,0,24,0,2,0,0,0
1,0,20,0,5,0,0,0
1,0,21,0,3,0,0,0
1,0,25,0,19,3,33,0
46,0,242,0,16,3,16,0
1,0,16,0,1,0,0,0
1,0,42,0,12,0,0,1
25,0,367,0,40,8,3122,0
1,0,6,0,5,2,3122,0
1,0,23,0,6,0,0,0
10,0,96,0,13,3,16,0
28,0,138,0,7,0,0,0
9,0,53,0,1,0,0,0
10,0,61,0,1,0,0,0
1,0,14,0,8,0,0,0
1,0,24,0,8,0,0,0
11,0,41,0,4,0,0,0
6,0,36,0,4,0,0,0
46,0,309,0,21,5,16,1
1,0,24,0,6,0,0,0
1,0,7,0,4,0,0,0
28,0,182,0,43,5,3122,0
1,0,6,0,3,3,33,0
6,0,18,0,3,3,33,0
5,0,24,0,3,3,33,0
1,0,9,0,3,3,33,0
23,0,145,0,3,3,33,0
52,0,328,0,3,3,33,0
1,0,4,0,3,3,33,0
7,0,130,0,5,0,0,0
20,0,100,0,18,3,3122,0
8,0,101,0,11,2,3122,0
2,0,43,0,2,0,0,0
4,0,98,0,20,3,113,0
4,0,73,0,15,3,113,0
4,0,59,0,2,0,0,0
2,0,53,0,5,0,0,0
5,0,60,1,10,2,33,0
3,0,83,0,13,3,3122,0
1,0,10,0,10,0,0,0
35,0,191,0,41,1,3122,1
11,0,134,0,4,0,0,1
2,0,71,0,1,0,0,0
1,0,16,0,3,0,0,1
2,0,27,0,18,4,33,1
1,0,20,0,14,4,16,0
15,0,125,0,3,0,0,0
1,0,5,0,1,0,0,0
1,0,13,0,1,0,0,0
38,0,255,0,59,6,3122,1
165,0,1257,0,266,7,3122,1
9,0,39,0,5,4,33,0
2,0,40,0,20,4,33,0
1,0,17,0,2,0,0,0
9,0,60,0,6,0,0,0
54,0,267,0,34,4,33,0
1,0,105,0,10,0,0,0
5,0,56,0,2,0,0,0
5,0,92,0,8,0,0,0
6,0,81,0,29,4,33,0
106,0,493,0,104,4,3122,0
4,0,117,0,55,5,3122,0
1,0,9,0,6,1,3122,0
6,0,44,0,64,4,3122,0
25,0,121,0,34,6,3122,1
2,0,17,0,3,0,0,0
8,0,51,0,12,1,3122,0
10,0,43,0,7,0,0,0
11,0,32,0,5,0,0,0
2,0,17,0,3,0,0,0
5,0,89,0,10,4,16,0
2,0,16,0,3,0,0,0
10,0,93,0,10,4,16,0
1,0,9,0,2,0,0,0
3,0,18,0,3,0,0,0
9,0,72,0,9,4,16,0
1,0,17,0,3,0,0,0
10,0,37,0,4,0,0,0
36,0,217,0,16,4,16,0
9,0,54,0,4,0,0,0
1,0,19,0,1,0,0,0
5,0,36,0,3,0,0,0
1,0,22,0,14,0,0,0
13,0,76,0,9,4,16,0
3,0,31,0,15,0,0,0
2,0,35,0,11,0,0,0
6,0,44,0,23,0,0,0
5,0,41,0,8,0,0,0
3,0,33,0,15,0,0,0
1,0,15,0,2,0,0,0
3,0,35,0,23,2,33,0
7,0,43,0,17,0,0,0
3,0,29,0,68,7,33,0
11,0,91,0,1,1,3122,0
42,0,267,0,17,2,33,0
3,0,31,0,16,0,0,0
2,0,31,0,12,0,0,0
5,0,38,0,25,0,0,0
5,0,41,0,9,0,0,1
4,0,52,0,8,0,0,0
11,0,88,0,13,0,0,0
32,0,175,0,12,2,3122,0
6,0,50,0,9,0,0,0
1,0,33,0,10,0,0,0
10,0,53,0,13,2,1345,0
4,0,41,0,15,0,0,0
9,0,90,0,37,4,3122,0
45,0,190,0,39,4,16,0
7,0,81,0,13,0,0,0
1,0,6,0,2,0,0,0
1,0,26,0,11,0,0,0
12,0,64,0,5,4,16,0
3,0,32,0,19,0,0,0
8,0,43,0,29,0,0,0
38,0,258,0,33,4,6,0
2,0,35,0,29,1,3122,0
10,0,78,0,11,0,0,0
20,0,107,0,7,0,0,0
26,0,145,0,19,0,0,0
56,0,250,0,41,1,3122,0
22,0,147,0,18,4,33,0
