McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
1,0,17,0,1,1649,1,0
8,0,64,2,9,1649,4,0
1,0,127,4,27,4057,3,0
1,0,35,0,14,4057,1,0
1,0,42,0,18,4057,2,0
1,0,27,0,3,1649,1,0
1,0,11,0,8,1649,4,0
1,0,108,0,7,1649,3,0
3,0,113,0,11,4057,4,0
10,0,125,2,14,4057,4,0
1,0,149,0,6,17,2,0
1,0,11,1,1,4057,1,0
1,0,27,1,1,4057,1,0
12,0,151,1,7,1649,2,0
1,0,87,1,15,4057,3,0
1,0,43,0,12,4057,1,0
1,0,16,0,2,4057,1,0
1,0,16,0,3,4,2,0
1,0,9,0,3,4,2,0
1,0,9,0,3,4,2,0
2,0,30,1,11,4057,3,0
1,0,14,0,6,4057,2,0
1,0,9,0,3,4,2,0
1,0,7,0,3,4057,1,0
1,0,9,0,6,4,3,0
1,0,7,0,3,4057,1,0
1,0,16,0,2,4057,1,0
1,0,16,0,3,4,2,0
1,0,9,0,3,4,2,0
1,0,9,0,3,4,2,0
2,0,30,1,11,4057,3,0
1,0,14,0,7,4,3,0
1,0,9,0,3,4,2,0
1,0,7,0,2,4057,1,0
1,0,9,0,6,4,3,0
1,0,7,0,3,4057,1,0
2,0,44,0,12,1649,2,0
2,0,33,0,11,1649,2,0
1,0,17,0,4,4057,1,0
1,0,21,0,3,4057,2,0
7,0,143,0,7,4057,2,0
5,0,45,0,16,1649,2,0
5,0,46,0,18,1649,2,0
2,0,62,0,7,4057,3,0
1,0,1,0,1,4,1,0
14,0,70,2,14,4057,3,0
1,0,65,2,4,4057,2,0
1,0,28,1,14,1649,4,0
56,0,215,8,27,1649,3,0
24,0,67,2,7,4057,3,0
1,0,16,0,5,72,2,0
57,0,291,7,18,4057,4,0
2,0,95,0,10,4057,2,0
2,0,90,0,10,4057,2,0
2,0,61,0,11,4057,2,0
51,0,377,1,14,4057,3,0
4,0,55,0,21,4057,3,0
2,0,18,0,6,1649,3,0
5,0,67,0,18,1649,3,0
3,0,48,0,17,4057,3,0
5,0,87,0,11,4057,2,0
1,0,15,1,7,4057,3,0
1,0,21,1,6,4057,2,0
1,0,19,1,6,4057,2,0
4,0,43,0,2,1649,2,1
19,0,128,4,35,4057,3,0
1,0,17,0,3,72,2,0
1,0,17,0,7,4057,2,0
26,0,100,2,19,1649,3,0
28,0,156,10,53,4057,4,0
6,0,29,0,14,1649,3,0
32,0,205,17,70,4057,3,0
3,0,50,0,8,4057,4,0
1,0,35,0,1,1649,1,0
95,0,628,1,35,4057,3,0
1,0,6,0,25,4057,4,0
12,0,100,0,12,1649,3,0
1,0,6,0,6,1649,3,0
20,0,149,4,26,1649,2,1
101,0,530,5,30,1649,3,0
31,0,135,1,22,1649,4,0
1,0,9,0,16,1649,4,0
1,0,30,0,14,1649,3,0
6,0,33,1,20,1649,3,1
1,0,7,0,15,1649,4,0
1,0,31,2,16,1649,3,0
2,0,17,0,19,1649,4,0
69,0,276,0,11,1649,4,0
1,0,14,0,14,4057,3,0
23,0,152,1,12,1649,3,0
1,0,77,2,11,4057,2,0
1,0,1,0,6,4057,2,0
50,0,228,4,27,4057,4,0
9,0,72,0,14,4057,3,0
25,0,120,3,15,4057,3,0
1,0,1,0,5,4057,2,0
1,0,98,0,8,1649,3,0
4,0,48,0,9,4057,3,0
3,0,28,0,6,1649,2,0
1,0,15,0,4,4057,2,0
1,0,30,0,13,1649,3,0
1,0,24,0,13,1649,3,0
1,0,34,0,13,1649,3,0
1,0,24,0,13,1649,3,0
18,0,90,0,8,4057,3,0
3,0,17,0,6,4057,2,0
5,0,105,0,32,4057,3,0
2,0,50,0,17,4057,3,0
42,0,308,0,4,18,2,0
2,0,70,0,19,4057,4,0
1,0,26,0,14,4057,3,0
1,0,44,0,15,4057,3,0
11,0,153,0,18,4057,3,0
2,0,30,0,2,1649,1,0
1,0,40,0,14,4057,3,0
5,0,92,0,16,4057,3,0
3,0,49,0,9,4057,3,0
1,0,1,0,10,4057,3,0
10,0,270,0,29,4057,4,0
1,0,24,0,27,4057,3,0
1,0,3,0,1,0,0,0
1,0,14,0,26,4057,3,0
82,0,419,1,59,18,5,0
20,0,163,2,66,4057,5,0
1,0,7,0,18,1649,3,0
1,0,10,0,2,2,1,0
2,0,17,1,4,4057,3,0
15,0,91,1,8,4057,3,0
24,0,126,0,5,4057,2,1
13,0,78,1,5,4057,3,0
10,0,80,1,8,4057,2,0
9,0,69,1,9,4057,3,0
7,0,188,1,29,18,5,0
1,0,12,0,18,4057,3,0
1,0,7,0,21,4057,3,0
30,0,222,1,50,18,4,0
20,0,150,2,44,18,5,0
1,0,60,0,20,4057,4,0
8,0,39,2,20,4057,3,0
10,0,94,3,32,34,5,0
1,0,5,0,15,1649,3,0
1,0,14,0,13,4057,3,0
1,0,9,0,16,1649,3,0
38,0,269,0,25,4057,3,1
121,0,529,7,78,4057,6,1
6,0,54,0,9,4057,3,0
1,0,25,0,19,1649,3,0
1,0,7,0,2,1649,1,0
16,0,94,0,14,4057,3,0
1,0,9,0,15,1649,3,0
1,0,15,0,17,1649,3,0
1,0,22,0,5,18,1,0
1,0,7,0,12,1649,3,0
1,0,110,0,1,34,1,0
15,0,98,0,1,34,1,0
1,0,1,0,1,34,1,0
55,0,332,2,22,4057,4,0
8,0,97,1,16,4057,4,0
37,0,227,4,21,4057,5,0
1,0,18,0,9,4057,3,0
5,0,35,0,6,1649,3,0
17,0,175,0,15,4057,5,0
12,0,156,0,16,4057,4,0
12,0,172,0,14,4057,3,0
1,0,21,0,9,4057,3,0
1,0,41,0,13,4057,4,0
1,0,14,0,8,23,5,0
8,0,102,0,7,4057,2,0
242,0,1183,0,5,23,4,1
16,0,184,5,42,85,7,0
103,0,762,5,37,4057,9,1
81,0,453,0,4,23,3,0
1,0,17,0,6,4057,3,0
1,0,18,0,1,85,1,0
12,0,119,1,13,4057,3,0
11,0,127,0,14,4057,4,0
11,0,141,0,13,4057,3,0
16,0,235,0,13,4057,4,0
13,0,254,1,14,4057,4,0
1,0,1,0,1,71,1,0
1,0,42,1,15,4057,3,0
7,0,83,1,21,4057,4,0
3,0,65,1,17,4057,3,0
1,0,1,0,9,4057,3,0
1,0,42,1,15,4057,3,0
1,0,42,1,15,4057,3,0
3,0,59,1,15,4057,3,0
1,0,7,0,7,72,2,0
7,0,57,0,11,1649,3,0
12,0,78,1,30,1649,4,0
7,0,65,0,20,1649,3,0
1,0,6,0,1,71,1,0
1,0,6,0,1,71,1,0
75,0,295,5,47,34,5,0
26,0,119,3,35,1649,4,0
1,0,6,0,10,72,4,0
1,0,6,0,6,72,2,0
13,0,137,3,38,4057,5,0
21,0,139,15,54,1649,5,0
16,0,97,3,17,4057,3,0
16,0,98,16,54,4057,5,0
18,0,104,14,57,4057,6,0
5,0,34,0,17,4057,4,0
4,0,50,1,6,4057,2,0
4,0,42,0,9,4057,2,0
1,0,50,1,13,4057,3,0
13,0,83,2,8,1649,2,0
1,0,4,0,2,4057,2,0
1,0,5,0,2,4057,2,0
1,0,10,0,5,72,2,0
3,0,22,0,5,1649,2,0
17,0,144,5,51,4057,6,0
11,0,86,3,48,4057,6,0
7,0,61,1,17,4057,3,0
7,0,60,3,43,4057,6,0
7,0,60,3,43,4057,6,0
5,0,61,0,19,1649,4,0
6,0,87,2,29,4057,5,0
7,0,74,0,20,4057,5,0
4,0,44,1,13,1649,4,0
5,0,23,0,7,71,3,0
4,0,407,5,23,1649,4,0
4,0,104,2,15,1649,4,0
4,0,20,0,3,4057,2,0
7,0,91,0,1,71,1,0
11,0,98,1,16,1649,4,0
5,0,67,2,14,4057,3,0
1,0,189,4,10,1649,2,0
1,0,37,0,7,1649,4,0
1,0,33,2,3,4057,2,0
2,0,88,0,16,4057,3,0
4,0,145,0,11,4057,2,0
7,0,135,0,6,4057,3,0
1,0,53,0,5,4,3,0
13,0,389,3,11,1649,2,0
4,0,76,4,15,4057,3,0
4,0,221,3,12,1649,4,0
9,0,340,1,11,4057,3,0
20,0,285,2,47,4057,6,0
1,0,51,0,1,34,1,0
3,0,143,0,1,34,1,0
2,0,56,0,4,4057,3,0
4,0,126,1,9,1649,5,0
4,0,161,0,4,4057,2,0
1,0,12,0,1,34,1,0
5,0,114,1,7,4057,2,0
7,0,102,0,9,1649,5,0
3,0,61,0,25,1649,4,0
3,0,59,0,19,1649,4,0
3,0,59,0,19,1649,4,0
2,0,126,0,29,1649,5,0
2,0,18,0,1,4057,1,0
6,0,59,0,1,23,1,0
1,0,4,0,1,23,1,0
15,0,60,0,1,23,1,0
1,0,39,0,3,4057,2,0
2,0,61,0,5,4057,2,0
1,0,15,0,3,4057,2,0
1,0,68,0,3,4057,2,0
1,0,17,0,5,4057,2,0
1,0,12,0,3,4057,2,0
1,0,6,0,1,23,1,0
1,0,1,0,1,23,1,0
18,0,120,0,1,23,1,1
5,0,32,0,1,23,1,0
7,0,73,0,3,4057,1,0
1,0,83,0,1,23,1,0
8,0,63,0,4,23,2,0
1,0,16,0,4,4057,2,0
1,0,19,0,2,4057,2,0
12,0,79,0,2,23,1,1
1,0,40,0,1,4057,1,0
1,0,13,0,4,4057,2,0
1,0,29,0,2,23,1,1
1,0,17,0,2,23,1,0
1,0,5,0,2,4057,2,0
1,0,13,0,4,4057,2,0
1,0,29,0,2,23,1,1
1,0,17,0,2,23,1,0
1,0,5,0,2,4057,2,0
1,0,16,0,1,4057,1,0
1,0,10,0,4,23,2,0
1,0,37,0,5,4057,2,0
1,0,18,0,2,23,1,0
1,0,37,0,5,4057,2,0
1,0,18,0,2,23,1,0
2,0,62,0,3,4057,2,0
2,0,62,0,3,4057,2,0
1,0,16,0,3,4057,2,0
1,0,16,0,3,4057,2,0
1,0,1,0,1,23,1,0
4,0,167,0,8,4057,2,0
1,0,121,0,5,4057,2,0
1,0,46,0,5,4057,2,0
1,0,1,0,4,4057,2,0
3,0,22,0,2,1649,2,0
7,0,45,0,4,1649,2,0
5,0,49,1,8,4057,2,0
2,0,21,0,5,1649,2,0
4,0,40,1,8,4057,2,0
3,0,22,0,2,1649,2,0
3,0,20,0,2,1649,2,0
16,0,86,0,8,1649,2,1
9,0,73,1,8,4057,2,0
20,0,106,0,5,2,3,1
9,0,73,1,9,2,3,0
3,0,28,0,2,1649,2,0
3,0,22,0,2,1649,2,0
9,0,65,0,2,4057,2,0
3,0,25,0,4,1649,2,0
5,0,46,1,8,4057,2,0
2,0,20,0,4,1649,2,0
4,0,40,1,8,4057,2,0
2,0,19,0,5,1649,2,0
1,0,16,0,2,4057,2,0
1,0,6,0,2,1649,2,0
3,0,21,0,2,1649,2,0
2,0,14,0,4,1649,2,0
1,0,7,0,2,1649,2,0
2,0,14,0,4,1649,2,0
1,0,7,0,2,1649,2,0
3,0,20,0,2,1649,2,0
1,0,10,0,1,1649,1,0
1,0,10,0,1,1649,1,0
1,0,19,0,4,4057,2,0
7,0,61,0,1,1649,1,0
2,0,25,0,10,4057,3,0
2,0,13,0,1,1649,1,0
12,0,86,0,10,4057,3,0
9,0,66,0,4,4,3,0
6,0,53,0,13,4057,4,0
3,0,90,0,4,2,3,0
1,0,13,0,2,4057,2,0
2,0,13,0,2,4,2,0
2,0,13,0,1,1649,1,0
19,0,179,4,20,4057,3,0
14,0,164,4,14,4057,3,0
1,0,1,0,6,4057,3,0
1,0,25,0,11,72,4,0
1,0,35,3,15,4057,3,0
1,0,17,1,6,4057,2,0
11,0,112,0,10,4057,3,0
2,0,42,0,15,17,4,0
1,0,18,0,7,72,3,0
1,0,35,3,11,4057,3,0
1,0,1,0,1,1649,1,0
4,0,33,0,10,4057,3,0
8,0,41,0,10,4057,3,0
3,0,19,0,4,4057,3,0
1,0,18,0,6,4057,3,0
34,0,308,0,17,4057,5,1
12,0,172,0,9,18,4,1
1,0,1,0,1,72,1,0
41,0,361,0,14,18,5,1
25,0,232,0,12,18,5,1
1,0,1,0,1,72,1,0
1,0,22,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,4,0,2,1649,2,0
1,0,18,0,5,1649,3,0
1,0,4,0,2,1649,2,0
1,0,3,0,2,1649,2,0
1,0,1,0,4,1649,2,0
1,0,6,0,2,1649,2,0
1,0,33,0,7,1649,3,0
1,0,27,0,5,1649,3,0
1,0,5,0,2,1649,2,0
1,0,29,0,5,1649,3,0
1,0,6,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,18,0,3,1649,2,0
32,0,310,0,39,4057,4,0
1,0,16,0,9,23,5,1
1,0,1,0,4,4057,2,0
1,0,17,0,4,72,3,0
1,0,1,0,1,4057,1,0
132,0,748,43,150,4057,5,1
2,0,20,0,3,4057,2,0
8,0,87,0,9,1649,2,1
1,0,7,0,6,4057,2,1
12,0,100,0,10,4057,2,1
11,0,81,0,9,4057,2,1
8,0,71,0,7,4057,2,1
43,0,270,18,73,4057,3,1
1,0,1,0,1,4057,1,0
1,0,22,0,5,4057,2,0
28,0,251,4,35,1649,4,0
1,0,1,0,1,4057,1,0
1,0,6,0,2,4057,1,0
14,0,113,1,22,4057,3,0
1,0,10,0,2,4057,1,0
1,0,6,0,2,4057,1,0
7,0,62,4,25,1649,3,0
19,0,173,8,40,4057,4,1
2,0,28,2,15,1649,4,1
3,0,38,0,12,1649,4,1
1,0,1,0,8,4057,4,0
11,0,167,0,14,4057,4,1
4,0,250,0,5,4057,2,0
2,0,39,2,2,4057,1,0
8,0,155,1,23,4057,3,0
3,0,40,1,1,4057,1,1
19,0,98,1,5,1649,2,0
1,0,11,0,4,4057,2,0
1,0,21,1,8,4057,2,0
1,0,4,0,7,4057,2,0
5,0,67,0,3,4057,1,0
1,0,5,1,1,4057,1,0
6,0,34,1,2,4057,1,0
6,0,79,0,7,1649,2,1
47,0,344,4,43,4057,6,1
2,0,20,0,1,4057,1,0
102,0,405,0,11,4057,2,1
1,0,1,0,4,4057,2,0
7,0,82,0,3,4057,1,0
1,0,10,0,3,4057,1,0
16,0,122,0,4,4057,2,1
1,0,6,0,3,4057,1,0
37,0,276,0,27,4057,2,0
1,0,4,0,1,4057,1,0
4,0,66,1,7,4057,2,1
1,0,8,0,7,4057,4,0
1,0,7,0,3,4057,1,0
1,0,5,0,2,4057,1,0
17,0,133,0,1,4057,1,0
1,0,102,1,10,4057,2,0
1,0,75,1,4,4057,2,0
4,0,26,0,2,4057,2,0
1,0,14,0,1,1649,1,0
8,0,97,0,5,1649,2,0
4,0,36,1,5,4057,3,0
1,0,15,0,4,1,3,0
9,0,60,0,2,1649,2,0
12,0,87,0,5,4057,1,0
109,0,700,6,28,4057,3,1
14,0,83,0,2,4057,1,0
1,0,31,0,6,4057,2,0
1,0,34,1,6,4057,2,0
2,0,34,0,2,1649,1,0
1,0,24,0,5,4,3,0
1,0,2,0,2,1649,1,0
1,0,5,0,2,1649,1,0
1,0,4,0,3,4057,1,0
42,0,270,0,5,4057,1,1
2,0,75,0,8,4057,2,0
2,0,14,0,2,1649,1,0
25,0,145,1,11,4057,4,0
1,0,1,0,1,1649,1,0
1,0,19,0,3,4057,1,0
1,0,25,0,3,4057,1,0
1,0,24,0,4,4057,2,0
3,0,98,0,4,4057,2,0
1,0,3,0,1,1649,1,0
14,0,123,0,2,4057,1,0
105,0,618,2,21,1649,4,0
1,0,20,0,2,1649,1,0
2,0,16,0,1,1,1,0
13,0,95,1,2,1649,1,1
1,0,36,1,1,1649,1,0
1,0,16,0,1,4057,1,1
7,0,69,2,11,4057,2,0
14,0,105,0,1,1649,1,0
1,0,7,0,1,4057,1,0
1,0,1,0,1,4057,1,0
3,0,53,0,2,4057,2,0
89,0,554,5,33,1649,2,1
18,0,267,3,19,1649,4,1
2,0,23,0,1,1649,1,0
10,0,85,0,5,4057,2,0
17,0,159,0,12,4057,2,0
22,0,114,1,16,4057,3,0
21,0,143,1,9,1,3,1
24,0,143,2,10,4057,2,0
2,0,37,0,1,1649,1,0
2,0,37,0,1,1649,1,0
2,0,38,0,1,1649,1,0
1034,0,4186,0,3,4057,1,0
28,0,160,0,2,4057,1,0
524,0,1706,0,3,4057,1,0
160,0,725,0,2,4057,1,0
4,0,39,0,2,4057,1,0
13,0,86,0,2,4057,1,0
35,0,175,0,2,4057,1,0
37,0,195,0,4,4057,1,0
17,0,178,0,1,4057,1,0
1,0,11,0,1,4057,1,0
4,0,37,0,1,4057,1,0
1,0,46,0,2,4057,1,0
2,0,38,0,2,71,2,0
1,0,8,0,1,4057,1,0
33,0,230,0,1,4057,1,0
1,0,8,0,1,4057,1,0
23,0,194,0,1,4057,1,0
1,0,8,0,1,4057,1,0
44,0,238,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,130,0,1,4057,1,0
3,0,39,0,1,4057,1,0
1,0,62,1,2,4057,1,0
1,0,39,1,5,4057,4,0
4,0,98,0,2,1649,2,0
9,0,233,0,4,4,3,0
11,0,117,1,3,4057,1,0
5,0,67,0,1,4057,1,0
3,0,58,0,1,1649,1,0
1,0,47,0,11,4057,5,0
1,0,18,0,1,1,1,0
1,0,108,3,9,4057,3,0
1,0,11,0,1,4057,1,0
1,0,158,0,1,4057,1,0
1,0,159,0,2,4,2,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,173,0,1,4057,1,0
4,0,60,3,14,4057,2,0
4,0,46,1,21,4057,4,0
3,0,57,1,17,4057,2,0
2,0,43,1,18,4057,3,0
1,0,21,1,16,4057,2,0
4,0,56,1,32,4057,4,0
3,0,38,0,18,4057,2,0
2,0,49,1,37,4057,3,0
1,0,24,0,16,4057,1,0
4,0,30,1,11,4057,2,0
3,0,47,1,22,4057,4,0
9,0,82,1,15,4057,3,0
1,0,21,0,4,72,2,0
2,0,34,1,18,4057,3,0
1,0,33,1,9,4057,3,0
1,0,17,0,4,72,2,0
2,0,21,0,8,4057,2,0
4,0,87,2,24,4057,4,0
5,0,78,1,19,4057,3,0
1,0,14,1,9,4057,2,0
1,0,18,0,7,4057,2,0
4,0,58,1,18,4057,4,0
3,0,42,1,12,4057,4,0
2,0,48,1,16,4057,3,0
1,0,26,0,7,4057,1,0
2,0,41,1,15,4057,3,1
26,0,109,1,16,4057,3,1
2,0,46,1,22,4057,4,0
2,0,40,0,14,4057,2,0
6,0,70,0,26,4057,3,0
1,0,19,0,3,4057,1,0
3,0,45,1,23,1649,4,0
2,0,20,1,14,4057,3,0
2,0,34,1,16,4057,3,0
2,0,41,1,15,4057,2,0
1,0,38,1,8,1649,3,0
2,0,18,1,9,4057,3,0
4,0,59,1,13,4057,3,0
2,0,50,1,12,4057,3,0
4,0,59,1,13,4057,3,0
2,0,50,1,12,4057,3,0
3,0,39,0,13,4057,3,0
1,0,24,0,12,4057,3,0
6,0,57,1,21,1649,4,1
1,0,20,1,13,4057,3,0
1,0,25,0,3,1649,2,1
2,0,279,0,1,4057,1,1
2,0,35,1,16,4057,3,1
4,0,56,2,18,4057,2,0
1,0,25,0,3,1649,2,1
1,0,52,0,5,4057,1,1
1,0,41,0,3,4057,3,1
1,0,23,0,4,4057,2,0
1,0,16,0,2,1,1,0
3,0,39,0,8,4057,2,0
1,0,30,1,6,4057,2,0
3,0,70,1,16,4057,3,0
6,0,55,2,15,4057,2,0
1,0,17,0,3,1649,2,0
2,0,13,0,4,1649,2,0
6,0,56,1,21,1649,4,0
1,0,21,1,11,4057,3,0
1,0,22,0,4,1649,2,0
2,0,34,1,16,4057,3,0
4,0,49,1,14,4057,2,0
1,0,22,0,1,4057,1,0
1,0,1,0,1,9,1,0
2,0,48,0,16,4057,4,0
6,0,68,1,20,4057,4,0
6,0,77,1,4,4057,2,0
6,0,80,1,6,4057,2,0
1,0,19,0,1,4057,1,0
221,0,2494,0,2,4057,1,0
2,0,34,1,5,4057,2,0
2,0,52,1,5,4057,1,0
1,0,19,0,1,4057,1,0
2,0,34,0,2,4057,2,0
1,0,23,0,1,34,1,0
1,0,15,0,1,34,1,0
2,0,34,1,16,4057,3,0
30,0,238,1,36,4057,5,0
1,0,19,0,3,4057,2,0
2,0,38,0,2,4057,2,0
4,0,43,0,9,4057,2,0
1,0,13,0,2,1649,1,0
9,0,69,2,30,1,5,1
8,0,47,1,20,4057,4,0
2,0,31,1,5,4057,1,1
2,0,36,1,18,4057,3,0
20,0,139,3,41,4057,5,0
1,0,15,0,6,1649,2,0
30,0,246,2,27,23,5,1
10,0,54,1,19,4057,4,0
2,0,29,0,1,71,1,1
3,0,41,1,11,4057,3,1
33,0,309,3,38,1649,6,0
2,0,25,0,2,4057,2,1
8,0,56,0,1,4057,1,0
1,0,1,0,2,34,2,0
6,0,87,0,2,34,2,1
1,0,39,0,1,4057,1,1
2,0,22,0,1,4057,1,0
3,0,23,0,1,4057,1,0
5,0,47,0,1,4057,1,0
1,0,1,0,2,34,2,0
1,0,28,0,1,4057,1,0
2,0,40,0,3,4057,2,1
4,0,46,0,1,4057,1,0
1,0,20,0,1,4057,1,1
2,0,26,0,1,4057,1,0
1,0,1,0,1,9,1,0
1,0,1,0,1,9,1,0
12,0,192,0,2,4057,2,0
1,0,14,0,3,4057,2,0
1,0,1,0,3,4057,1,0
4,0,76,2,37,1649,5,0
7,0,68,3,23,4057,3,0
1,0,11,1,8,4057,3,0
2,0,53,1,8,4057,3,0
1,0,1,0,1,4057,1,0
2,0,38,1,24,4057,6,0
15,0,113,2,38,71,4,0
1,0,55,0,6,4057,1,0
1,0,15,0,3,1649,2,0
1,0,1,0,3,4057,1,0
6,0,48,1,21,4057,5,0
15,0,114,2,39,71,4,0
1,0,22,0,3,4057,2,0
4,0,49,0,16,1649,3,0
1,0,58,1,10,4057,3,0
2,0,44,1,11,4057,3,0
1,0,55,1,8,4057,3,0
1,0,29,0,10,4057,3,0
1,0,1,0,1,9,1,0
1,0,58,1,10,4057,3,0
2,0,46,2,12,4057,3,0
1,0,55,1,8,4057,3,0
1,0,29,1,11,4057,3,0
1,0,1,0,1,9,1,0
1,0,9,0,1,0,0,0
1,0,45,1,3,4057,1,0
2,0,47,1,7,4057,2,0
1,0,20,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,1,0,1,0,0,0
1,0,44,1,3,4057,1,0
2,0,43,1,6,4057,2,0
1,0,20,0,1,0,0,0
1,0,23,0,1,0,0,0
