McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,6,0,1,2,1077,0
1,0,6,1,3,6,1615,0
1,0,15,0,1,2,1077,0
1,0,13,0,1,2,1077,0
1,0,13,0,1,1,1077,0
1,0,8,0,1,3,1077,0
1,0,13,0,1,3,1077,0
1,0,20,0,1,1,1077,0
1,0,20,0,2,5,1077,0
1,0,11,0,1,7,1077,0
1,0,6,0,1,2,1077,0
1,0,6,0,1,2,1077,0
1,0,7,0,1,2,1077,0
1,0,27,1,3,6,1615,0
1,0,15,0,1,4,1077,0
1,0,28,0,3,11,1077,0
1,0,10,0,1,2,1077,0
1,0,27,0,2,4,731,0
1,0,18,0,2,4,731,0
1,0,18,0,3,7,1077,0
1,0,9,0,1,2,1077,0
12,0,46,0,1,1,1077,0
1,0,6,0,1,4,1077,0
1,0,6,0,1,3,1077,0
1,0,11,0,2,5,1077,0
1,0,3,0,1,1,1077,0
1,0,5,0,1,2,1077,0
1,0,4,0,1,1,1077,0
1,0,13,0,1,1,1077,0
1,0,13,0,1,1,1077,0
1,0,7,0,1,2,1077,0
1,0,9,0,1,6,1077,0
1,0,7,0,1,1,1077,0
1,0,13,0,1,1,1077,0
1,0,5,0,1,1,1077,0
1,0,11,0,1,8,1077,0
1,0,13,0,1,1,1077,0
1,0,13,0,1,1,1077,0
1,0,19,0,1,2,1077,0
1,0,6,0,1,5,1077,0
18,0,190,0,2,11,1077,0
18,0,306,0,2,20,1077,0
1,0,7,0,2,6,1077,0
6,0,56,0,2,9,1077,0
49,0,308,0,2,6,1077,0
13,0,186,0,2,9,1077,0
1,0,7,0,2,3,1077,0
1,0,10,0,1,1,1077,0
37,0,299,0,2,20,1077,0
23,0,266,1,2,39,1077,0
1,0,7,0,2,14,1077,0
51,0,311,0,3,21,1077,0
18,0,194,0,3,32,1077,0
1,0,7,0,2,9,1077,0
6,0,47,0,2,7,1077,0
17,0,108,0,2,14,1077,0
1,0,4,0,2,5,1077,0
3,0,26,0,2,6,1077,0
7,0,83,0,2,7,1077,0
37,0,198,0,2,7,1077,0
30,0,107,0,1,4,1077,0
6,0,54,0,2,7,1077,0
1,0,16,0,1,1,1077,0
1,0,18,0,1,1,1077,0
1,0,12,0,1,8,1077,0
4,0,65,0,1,10,1077,0
1,0,14,0,1,5,1077,0
15,0,147,1,1,7,1077,0
2,0,25,0,1,1,1077,0
12,0,115,0,2,9,1077,0
1,0,10,0,1,4,1077,0
10,0,113,1,1,7,1077,0
1,0,43,0,1,7,1077,0
1,0,29,0,1,4,1077,0
1,0,8,0,1,1,1077,0
1,0,8,0,1,1,1077,0
7,0,56,0,1,1,1077,0
8,0,110,0,2,7,1615,0
3,0,33,0,1,1,1077,0
2,0,16,0,1,1,1615,0
6,0,86,0,1,5,1077,0
12,0,74,0,1,2,1077,0
1,0,36,0,1,2,1077,0
1,0,9,0,2,6,1077,0
8,0,37,0,2,4,1615,0
1,0,13,0,1,2,1077,0
1,0,17,0,2,4,731,0
1,0,6,0,2,4,731,0
23,0,182,0,2,10,1077,0
3,0,48,0,2,4,731,0
1,0,54,0,2,4,731,0
1,0,33,0,2,5,1077,0
1,0,28,0,1,2,1077,0
11,0,93,0,2,8,1077,0
1,0,32,0,2,5,1077,0
11,0,86,0,2,5,1077,0
1,0,29,0,2,5,1077,0
1,0,19,1,2,7,1615,0
8,0,46,0,1,1,1077,0
4,0,117,0,4,23,1077,0
23,0,131,1,3,21,1077,0
3,0,61,0,2,11,1077,0
1,0,11,0,2,3,1077,0
32,0,317,0,3,40,1077,0
5,0,35,0,1,1,1077,0
1,0,28,1,3,10,1077,0
185,0,829,1,3,25,1077,1
3,0,54,0,2,2,1615,0
1,0,12,0,2,2,1615,0
3,0,31,0,1,2,1077,0
1,0,7,0,1,1,1077,0
1,0,49,0,1,3,1077,0
1,0,5,0,1,1,1077,0
3,0,32,0,1,3,1077,0
1,0,38,0,1,2,1077,0
20,0,93,0,1,4,1077,0
1,0,10,0,1,2,1077,0
19,0,209,0,1,7,1077,0
1,0,16,0,2,2,731,0
18,0,58,1,3,9,1615,0
2,0,20,1,3,6,1615,0
15,0,32,1,3,6,1615,0
1,0,8,1,3,6,1615,0
1,0,34,1,2,2,1615,0
18,0,159,1,3,5,1615,0
2,0,18,1,3,4,1615,0
16,0,63,1,3,4,1615,0
1,0,193,1,2,2,1615,0
12,0,43,2,3,8,1615,0
50,0,438,1,2,4,1077,0
9,0,71,1,2,2,1615,0
4,0,67,0,2,3,1077,0
1,0,7,0,2,2,731,0
4,0,79,0,2,4,1077,0
5,0,69,0,2,4,1077,0
7,0,29,1,2,4,1615,0
9,0,46,0,2,3,1077,0
1,0,41,0,2,2,731,0
1,0,4,0,2,2,731,0
1,0,44,0,2,2,731,0
1,0,11,0,2,2,731,0
15,0,205,1,3,9,1077,0
20,0,87,0,1,2,1077,0
1,0,4,0,2,2,731,0
7,0,93,1,3,8,1615,0
24,0,119,0,2,6,1077,0
65,0,433,2,4,37,1077,0
4,0,139,1,3,15,1077,1
1,0,28,1,3,8,1077,1
18,0,159,3,4,20,1077,1
2,0,73,0,2,5,1077,0
2,0,52,1,3,11,1077,0
1,0,10,0,1,2,1077,0
6,0,51,0,1,1,1077,0
5,0,93,0,2,2,731,0
4,0,15,0,2,2,731,0
18,0,105,0,2,3,1077,0
1,0,21,1,2,3,1615,0
1,0,3,0,2,2,731,0
2,0,10,0,2,2,731,0
1,0,8,0,2,2,731,0
1,0,6,0,2,2,731,0
1,0,12,0,2,2,731,0
1,0,33,0,2,2,731,0
25,0,164,0,2,4,1077,0
1,0,4,0,2,2,731,0
3,0,12,0,2,2,731,0
8,0,51,0,2,4,1077,0
1,0,14,0,2,2,731,0
7,0,22,0,2,2,731,0
7,0,57,0,1,1,1077,0
12,0,219,1,3,11,1077,0
1,0,15,1,3,5,1615,0
2,0,170,1,3,9,1615,0
1,0,15,0,1,1,1077,0
4,0,86,1,3,8,1077,0
1,0,15,0,2,2,731,0
1,0,28,0,2,2,731,0
18,0,94,1,3,12,1077,0
40,0,125,1,3,8,1615,0
4,0,50,0,2,2,1077,0
1,0,46,0,2,2,1077,0
9,0,57,0,3,8,1077,0
16,0,62,0,1,1,1077,0
24,0,79,0,1,1,1077,0
5,0,19,0,1,1,1077,0
4,0,9,0,1,1,1077,0
1,0,4,0,1,1,1077,0
7,0,56,0,1,1,1077,0
12,0,137,0,1,2,1077,0
1,0,14,0,2,4,731,0
2,0,49,1,2,2,1615,0
8,0,28,1,2,4,1615,0
2,0,55,1,2,3,1615,0
26,0,116,1,2,4,1615,0
9,0,65,1,2,4,1615,0
4,0,50,0,1,1,1077,0
8,0,23,0,1,1,1077,0
6,0,18,0,1,1,1077,0
1,0,34,0,2,3,731,0
7,0,55,0,2,5,1077,0
33,0,263,0,1,3,1077,0
1,0,10,0,1,3,1077,0
22,0,181,0,2,17,1077,0
9,0,70,0,1,2,1077,0
1,0,31,0,2,4,1077,0
21,0,182,0,2,10,1077,0
13,0,86,0,2,5,1077,0
3,0,33,0,2,6,1077,0
1,0,17,0,1,1,1077,0
1,0,4,0,1,1,1077,0
1,0,5,0,1,1,1077,0
14,0,106,0,2,4,1077,0
19,0,112,0,1,13,1077,0
1,0,9,0,2,2,731,0
14,0,121,0,1,5,1077,0
19,0,102,0,1,3,1077,0
1,0,12,0,1,1,1077,0
1,0,11,0,1,3,1077,0
1,0,35,0,3,8,731,0
1,0,18,1,3,7,1615,0
6,0,63,0,2,2,731,0
8,0,75,0,2,3,1077,0
1,0,11,0,2,2,731,0
16,0,46,1,3,5,1615,0
1,0,11,0,2,2,731,0
13,0,104,0,2,3,1077,0
10,0,99,0,2,4,1077,0
8,0,75,0,2,3,1077,0
8,0,77,0,2,5,1077,0
3,0,32,0,2,3,1077,0
1,0,57,0,2,2,731,0
13,0,167,0,3,5,1077,0
3,0,69,1,3,4,1615,0
1,0,14,0,2,2,731,0
1,0,12,0,2,2,731,0
1,0,22,0,2,2,731,0
2,0,11,0,2,2,731,0
1,0,72,0,2,2,731,0
1,0,49,0,2,2,731,0
1,0,76,0,2,3,1077,0
5,0,32,0,2,3,1077,1
2,0,45,0,2,2,731,0
2,0,32,0,2,2,731,0
2,0,60,0,2,2,731,0
1,0,33,0,2,3,1077,0
1,0,7,0,2,2,731,0
1,0,23,0,1,2,1077,0
1,0,23,0,1,2,1077,0
1,0,14,0,1,2,1077,0
1,0,14,0,1,2,1077,0
1,0,20,0,1,3,1077,0
3,0,73,0,1,1,1077,0
2,0,32,0,1,4,1077,0
