McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,19,0,11,2,2,0
31,0,427,0,11,2,4,0
1,0,111,0,11,2,3,0
1,0,1,0,4735,1,2,0
25,0,224,0,11,2,5,1
1,0,18,0,11,2,2,0
13,0,164,0,11,2,5,0
1,0,67,0,11,2,3,0
3,0,38,0,4735,1,2,0
1,0,61,0,11,2,7,0
1,0,18,0,4735,1,1,0
30,0,137,0,4735,1,4,0
1,0,21,0,4735,1,1,0
7,0,117,0,4735,1,1,0
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,11,2,2,0
11,0,40,0,4735,1,2,0
5,0,37,0,4735,1,2,0
23,0,353,0,4735,2,7,0
4,0,338,0,4735,2,4,0
17,0,207,0,11,2,4,0
1,0,18,0,11,2,2,0
4,0,84,0,11,2,5,0
1,0,42,0,11,2,3,0
14,0,55,0,4735,1,2,0
10,0,89,0,4735,1,2,0
6,0,90,0,4735,1,1,0
16,0,111,0,11,2,5,0
7,0,80,0,11,2,5,0
13,0,101,0,4735,1,2,0
8,0,74,0,4735,1,3,0
1,0,26,0,11,2,2,0
3,0,60,0,4735,1,2,0
1,0,10,0,4735,1,2,0
1,0,11,0,4735,1,2,0
5,0,66,0,11,2,2,0
23,0,224,0,4735,3,12,1
1,0,18,0,11,2,2,0
17,0,223,0,4735,3,7,0
1,0,84,0,4735,3,6,0
11,0,100,0,11,3,3,0
3,0,50,0,11,3,7,0
3,0,41,0,11,2,4,0
3,0,41,0,11,3,6,0
1,0,219,0,4735,3,7,0
1,0,138,0,11,2,3,0
1,0,351,0,11,3,6,0
1,0,12,0,11,2,2,0
4,0,247,0,4735,3,6,1
42,0,331,0,11,2,3,1
12,0,118,0,4735,1,1,0
7,0,41,0,4735,1,2,0
36,0,239,0,4735,1,2,0
45,0,236,0,4735,1,3,0
47,0,425,0,4735,2,8,1
33,0,240,0,4735,1,2,1
108,0,493,0,4735,1,3,1
138,0,696,0,4735,4,8,1
65,0,428,0,4735,1,3,1
22,0,206,0,4735,2,2,0
66,0,394,0,4735,1,2,0
5,0,119,0,4735,1,1,0
32,0,173,0,4735,2,2,0
20,0,183,0,4735,1,1,1
19,0,75,0,4735,1,1,0
46,0,276,0,4735,1,1,0
19,0,106,1,4735,1,1,0
29,0,188,1,4735,1,2,0
14,0,105,0,4735,1,2,0
62,0,291,0,4735,1,1,0
44,0,309,0,4735,1,2,0
3,0,25,0,4735,1,1,0
1,0,44,0,4735,1,1,0
22,0,109,0,4735,1,1,0
8,0,74,0,4735,1,2,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
10,0,66,0,4735,1,1,0
54,0,206,0,4735,1,1,0
1,0,24,0,4735,1,1,0
13,0,199,1,4735,1,3,0
3,0,36,0,4735,1,1,0
52,0,318,1,4735,1,3,0
1,0,12,0,4735,1,1,0
49,0,177,0,4735,1,1,1
67,0,478,0,4735,1,4,0
1,0,36,0,4735,1,3,0
1,0,27,0,4735,1,1,0
21,0,111,0,4735,1,1,0
7,0,51,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,22,0,4735,1,1,0
2,0,19,0,4735,1,1,0
1,0,12,0,4735,1,1,0
110,0,842,0,4735,1,1,1
34,0,159,0,4735,1,3,1
1,0,98,0,4735,1,2,0
6,0,44,0,4735,1,1,0
27,0,232,0,4735,1,1,0
1,0,9,0,4735,1,1,0
60,0,530,0,4735,1,4,0
21,0,173,0,4735,1,1,0
2,0,49,0,4735,1,1,0
30,0,161,0,4735,1,3,1
81,0,352,1,4735,1,3,1
2,0,26,0,4735,1,2,0
9,0,98,1,4735,1,2,0
1,0,20,0,4735,1,1,0
12,0,112,1,4735,1,3,0
52,0,379,0,4735,1,3,0
1,0,52,0,4735,1,1,0
60,0,136,0,2,1,1,0
1,0,21,0,4735,1,2,0
1,0,12,0,4735,1,1,0
1,0,12,0,4735,1,2,0
1,0,12,0,4735,1,1,0
2,0,563,0,4735,1,3,0
1,0,22,0,4735,1,1,0
52,0,281,0,4735,1,1,0
1,0,149,0,4735,1,1,0
5,0,65,1,4735,1,1,0
26,0,239,0,4735,1,2,1
73,0,296,1,4735,1,2,0
4,0,66,0,4735,1,2,0
14,0,124,0,4735,1,1,0
56,0,447,1,4735,1,2,0
2,0,84,0,4735,1,5,0
4,0,52,0,4735,1,2,0
1,0,61,0,4735,1,1,0
142,0,707,2,4735,1,6,0
9,0,69,0,4735,1,1,0
8,0,196,0,4735,1,1,0
17,0,71,0,4735,1,1,0
3,0,41,0,4735,1,1,0
23,0,78,0,4735,1,1,0
30,0,98,0,4735,1,2,0
14,0,61,0,4735,1,1,0
15,0,68,0,4735,1,1,0
10,0,52,0,4735,1,1,0
34,0,131,0,4735,2,4,0
12,0,106,0,4735,1,3,0
11,0,59,0,4735,1,1,0
11,0,56,0,4735,1,3,0
11,0,64,0,4735,1,1,0
39,0,124,2,4735,1,4,0
1,0,129,0,4735,1,1,0
15,0,71,0,4735,1,1,0
12,0,57,0,4735,1,1,0
24,0,89,0,4735,1,1,0
23,0,82,0,4735,1,2,0
18,0,77,0,4735,1,1,0
49,0,159,0,4735,1,1,0
37,0,155,0,4735,1,1,0
36,0,144,0,4735,1,1,0
15,0,79,1,4735,1,2,0
14,0,79,1,4735,1,2,0
21,0,77,0,4735,1,2,0
20,0,77,0,4735,1,2,0
23,0,201,0,4735,1,2,0
20,0,90,0,4735,1,2,0
6,0,38,0,4735,1,1,0
9,0,45,0,4735,1,1,0
11,0,59,0,4735,1,3,0
31,0,95,0,4735,1,1,1
33,0,88,0,4735,1,2,1
25,0,113,2,4735,1,3,0
25,0,131,2,4735,1,4,0
13,0,59,0,4735,1,1,0
28,0,97,0,4735,1,2,0
17,0,71,0,4735,1,1,0
15,0,75,0,4735,1,2,0
15,0,83,0,4735,1,3,0
1,0,8,0,4735,1,1,0
30,0,224,1,4735,1,6,0
58,0,180,2,4735,1,5,0
29,0,100,0,4735,1,2,0
22,0,84,0,4735,1,2,0
29,0,149,0,4735,1,1,0
10,0,59,0,4735,1,1,0
16,0,71,0,4735,1,1,0
11,0,63,0,4735,1,1,0
9,0,57,0,4735,1,1,0
11,0,68,0,4735,1,1,0
16,0,78,0,4735,1,3,0
13,0,75,0,4735,1,4,0
5,0,72,0,4735,1,2,0
49,0,170,0,4735,1,4,0
20,0,89,0,4735,1,3,0
31,0,105,1,4735,1,2,0
18,0,85,1,4735,1,2,0
5,0,44,0,4735,1,1,0
12,0,69,0,4735,1,2,0
3,0,40,0,4735,1,1,0
54,0,292,0,4735,1,4,0
32,0,348,0,4735,1,1,0
2,0,22,0,4735,1,1,0
5,0,69,0,4735,1,1,0
71,0,496,0,4735,1,2,1
2,0,20,0,4735,1,1,0
35,0,451,0,4735,1,4,0
18,0,147,1,4735,1,3,0
9,0,56,0,4735,1,1,0
5,0,588,0,4735,1,2,0
126,0,606,0,4735,1,3,0
35,0,205,0,4735,1,1,0
3,0,103,0,4735,1,2,0
3,0,81,0,4735,1,1,0
9,0,84,0,4735,1,1,0
10,0,117,0,4735,1,1,0
28,0,231,0,4735,1,4,0
55,0,428,0,4735,1,2,0
32,0,165,0,4735,1,1,1
30,0,344,0,4735,1,1,0
23,0,210,1,4735,1,2,0
1,0,4,0,4735,1,1,0
2,0,24,0,4735,1,1,0
15,0,241,0,4735,1,2,0
3,0,32,0,4735,1,1,0
5,0,58,0,4735,1,1,0
24,0,326,0,4735,1,2,0
30,0,181,0,4735,1,2,0
29,0,631,0,4735,1,4,0
2,0,110,0,4735,1,1,0
11,0,80,0,4735,1,1,0
4,0,186,0,4735,1,1,0
10,0,256,0,4735,1,1,0
13,0,315,0,4735,1,1,1
1,0,70,0,4735,1,1,0
7,0,218,0,4735,1,1,0
15,0,270,0,4735,1,4,0
23,0,114,0,4735,2,7,0
2,0,113,0,4735,2,6,0
27,0,144,0,4735,1,1,0
59,0,494,0,4735,1,2,0
62,0,284,0,4735,1,1,0
3,0,51,0,4735,1,1,0
47,0,232,0,4735,1,4,1
3,0,49,0,4735,1,1,0
71,0,165,0,4735,1,2,0
56,0,263,1,4735,1,5,1
1,0,97,0,4735,1,2,0
25,0,141,0,4735,1,1,0
89,0,577,0,4735,1,1,1
5,0,69,1,4735,1,1,0
10,0,172,0,4735,1,2,0
13,0,416,0,4735,1,3,0
7,0,119,0,4735,1,1,0
7,0,131,0,4735,1,3,0
27,0,158,2,4735,1,7,0
2,0,16,0,4735,1,1,0
9,0,107,0,4735,1,1,0
4,0,41,0,4735,1,1,0
5,0,53,1,4735,1,1,0
33,0,135,0,4735,1,2,0
21,0,227,0,4735,1,2,0
2,0,19,0,4735,1,1,0
8,0,93,0,4735,1,3,0
39,0,286,1,4735,1,5,1
2,0,19,0,4735,1,1,0
12,0,45,0,4735,1,1,0
3,0,25,0,4735,1,2,0
6,0,50,0,4735,1,2,0
43,0,273,0,4735,1,2,0
52,0,159,0,4735,1,2,0
5,0,34,0,4735,1,2,0
9,0,80,0,4735,1,2,0
124,0,766,0,4735,1,2,0
25,0,99,0,4735,1,2,0
4,0,45,0,11,2,4,0
15,0,123,0,4735,2,6,0
3,0,63,0,4735,2,6,0
1,0,35,0,4735,1,1,0
20,0,144,0,11,2,4,0
10,0,91,0,4735,2,4,0
9,0,44,0,11,2,3,0
4,0,28,0,11,2,3,0
1,0,13,0,11,2,2,0
1,0,13,0,11,2,2,0
1,0,1,0,4735,1,2,0
1,0,52,0,4735,1,2,0
3,0,68,0,4735,1,2,0
3,0,74,0,11,2,4,0
1,0,32,0,4735,1,2,0
3,0,63,0,11,2,4,0
7,0,98,0,11,2,4,0
1,0,30,0,4735,1,2,0
5,0,61,1,11,2,4,0
2,0,63,0,4735,1,2,0
16,0,148,1,11,2,4,0
30,0,238,1,11,2,5,0
14,0,99,1,11,2,5,0
2,0,59,0,4735,1,2,0
17,0,154,1,11,2,5,0
2,0,63,0,4735,1,2,0
27,0,185,1,11,2,4,0
28,0,211,1,11,2,5,0
33,0,213,1,11,2,4,0
43,0,265,1,4735,2,7,0
5,0,76,0,4735,1,2,0
6,0,77,0,4735,1,2,0
5,0,32,0,4735,1,2,0
1,0,15,0,4735,1,2,0
1,0,31,0,4735,1,2,0
1,0,37,0,4735,1,2,0
41,0,304,0,11,2,6,0
1,0,36,0,11,2,5,0
19,0,217,0,11,2,5,0
1,0,21,0,4735,1,2,0
1,0,28,0,4735,1,2,0
6,0,73,0,4735,1,1,0
3,0,59,0,4735,1,1,0
16,0,216,0,11,2,4,0
2,0,63,0,11,2,3,0
3,0,70,0,4735,1,1,0
1,0,15,0,4735,1,1,0
7,0,35,0,4735,1,1,0
2,0,83,0,11,2,2,0
10,0,120,0,11,2,3,0
10,0,118,0,11,2,3,0
71,0,536,0,11,2,6,1
3,0,67,0,4735,2,5,0
3,0,57,0,4735,1,2,0
3,0,57,0,4735,2,4,0
1,0,22,0,4735,1,1,0
61,0,307,1,4735,1,2,0
21,0,128,0,4735,1,1,0
1,0,20,0,4735,1,1,0
10,0,76,0,4735,1,1,0
12,0,161,0,4735,1,1,0
1,0,94,0,4735,1,4,0
1,0,100,0,4735,1,5,0
17,0,101,0,4735,1,3,0
4,0,56,0,4735,1,1,0
4,0,52,0,4735,1,1,0
8,0,98,0,4735,1,1,0
5,0,49,0,4735,1,1,0
10,0,127,0,4735,1,1,0
44,0,186,1,4735,1,6,0
25,0,170,1,4735,1,6,0
10,0,79,0,4735,1,1,0
4,0,58,1,4735,1,1,0
46,0,164,0,4735,1,2,0
16,0,149,0,4735,1,1,0
12,0,132,0,4735,1,1,0
8,0,103,0,4735,1,2,0
1,0,16,0,4735,1,1,0
3,0,218,0,4735,1,1,0
9,0,94,0,4735,1,1,0
33,0,141,1,4735,1,2,0
55,0,271,0,4735,1,1,1
4,0,94,0,4735,1,2,0
1,0,20,0,4735,1,1,0
219,0,1196,0,4735,1,3,1
122,0,698,0,4735,1,2,0
28,0,214,0,4735,1,2,1
42,0,382,0,4735,1,3,1
24,0,159,0,4735,1,1,0
48,0,295,0,4735,1,2,0
59,0,342,1,4735,1,3,0
48,0,294,0,4735,1,2,0
47,0,291,0,4735,1,2,0
48,0,296,0,4735,1,2,0
48,0,296,0,4735,1,2,0
12,0,187,0,4735,1,1,0
48,0,296,0,4735,1,2,0
32,0,122,0,4735,1,1,0
19,0,213,0,4735,1,1,0
36,0,234,0,4735,1,2,0
53,0,341,0,4735,1,2,0
20,0,176,0,4735,2,4,0
31,0,270,0,4735,1,1,0
44,0,247,0,4735,1,1,0
149,0,731,0,4735,1,2,0
5,0,28,1,4735,1,1,0
19,0,75,0,4735,1,1,0
19,0,237,0,4735,1,1,0
3,0,17,0,6,1,1,0
20,0,209,1,4735,1,1,0
1,0,55,0,4735,2,4,0
96,0,720,1,4735,2,12,0
13,0,68,0,4735,1,1,0
13,0,150,0,4735,1,2,1
7,0,100,0,4735,1,1,0
45,0,334,0,4735,1,3,0
3,0,41,0,4735,1,3,0
5,0,76,0,4735,1,3,0
8,0,112,0,4735,1,1,0
9,0,93,0,4735,1,1,0
10,0,99,0,4735,1,1,0
6,0,66,0,4735,1,1,1
5,0,67,0,4735,1,1,0
45,0,232,0,4735,1,1,0
14,0,83,0,4735,1,1,0
10,0,71,0,4735,1,1,1
17,0,123,0,4735,2,4,0
4,0,65,1,4735,1,2,0
22,0,110,1,4735,1,1,0
15,0,157,0,4735,1,2,0
40,0,214,1,4735,1,3,1
15,0,262,0,4735,1,1,0
8,0,95,1,4735,1,3,0
7,0,91,1,4735,1,3,0
12,0,92,0,4735,1,1,0
22,0,110,1,4735,1,1,0
17,0,100,0,4735,1,1,0
11,0,75,0,4735,1,1,0
6,0,82,0,4735,1,1,0
66,0,268,1,4735,1,1,0
1,0,33,0,4735,1,1,0
4,0,51,0,4735,1,1,0
22,0,60,0,4735,1,1,0
2,0,32,0,4735,1,2,1
3,0,36,0,4735,1,2,1
1,0,18,0,11,2,2,0
8,0,123,0,11,2,4,0
1,0,54,0,11,2,2,0
7,0,165,0,4735,1,2,0
4,0,26,0,4735,1,2,0
6,0,152,0,4735,1,2,0
1,0,86,0,4735,1,2,0
61,0,241,0,11,2,5,0
1,0,18,0,11,2,2,0
1,0,22,0,4735,1,2,0
1,0,22,0,11,2,2,0
1,0,15,0,4735,1,2,0
5,0,76,0,11,2,4,0
1,0,18,0,11,2,2,0
5,0,93,0,11,2,4,0
1,0,56,0,11,2,2,0
1,0,16,0,4735,1,2,0
14,0,125,0,11,3,7,0
1,0,18,0,11,2,2,0
7,0,120,0,11,2,4,0
1,0,54,0,11,2,3,0
1,0,39,0,4735,1,2,0
13,0,84,0,11,2,5,0
1,0,28,0,11,2,2,0
1,0,18,0,11,2,2,0
9,0,109,0,11,2,4,0
1,0,49,0,11,2,2,0
1,0,28,0,4735,1,2,0
5,0,81,0,11,2,4,0
1,0,18,0,11,2,2,0
12,0,130,0,11,2,5,1
1,0,40,0,11,2,3,0
11,0,153,0,4735,1,2,0
33,0,193,0,11,2,8,0
1,0,18,0,11,2,2,0
2,0,56,0,11,2,5,0
1,0,37,0,11,2,3,0
1,0,28,0,4735,1,2,0
4,0,75,0,11,2,5,0
1,0,18,0,11,2,2,0
10,0,161,1,11,2,6,0
1,0,76,0,11,2,3,0
1,0,28,0,4735,1,2,0
1,0,1,0,4735,1,2,0
5,0,78,0,11,2,4,0
1,0,18,0,11,2,2,0
5,0,69,0,11,2,4,0
1,0,30,0,11,2,2,0
1,0,28,0,4735,1,2,0
1,0,1,0,4735,1,2,0
11,0,112,0,11,2,4,1
1,0,18,0,11,2,2,0
5,0,43,0,11,2,4,0
1,0,17,0,11,2,2,0
1,0,28,0,4735,1,2,0
3,0,53,0,11,2,4,0
1,0,18,0,11,2,2,0
1,0,62,0,4735,1,2,0
1,0,25,0,11,2,2,0
1,0,22,0,4735,1,2,0
1,0,1,0,4735,1,2,0
1,0,41,0,4735,1,2,0
1,0,20,0,4735,1,2,0
5,0,96,0,4735,2,7,0
1,0,1,0,4735,1,2,0
1,0,1,0,4735,1,2,0
1,0,18,0,11,2,2,0
2,0,56,0,11,2,5,0
1,0,37,0,11,2,3,0
1,0,28,0,4735,1,2,0
4,0,75,0,11,2,5,0
1,0,18,0,11,2,2,0
1,0,87,0,4735,1,2,0
1,0,46,0,11,2,2,0
1,0,22,0,4735,1,2,0
1,0,1,0,4735,1,2,0
1,0,55,0,4735,1,2,0
1,0,20,0,4735,1,2,0
5,0,106,0,11,2,6,0
1,0,1,0,4735,1,2,0
1,0,18,0,11,2,2,0
1,0,40,0,4735,1,2,0
1,0,30,0,11,2,2,0
1,0,22,0,4735,1,2,0
1,0,31,0,4735,1,2,0
1,0,20,0,4735,1,2,0
8,0,115,0,11,2,8,0
4,0,42,0,4735,1,2,0
1,0,31,0,4735,1,2,0
13,0,129,0,4735,1,2,0
1,0,18,0,11,2,2,0
1,0,11,0,4735,1,2,0
1,0,17,0,11,2,2,0
8,0,85,0,4735,1,2,0
5,0,118,0,11,2,6,0
4,0,66,0,11,2,4,0
1,0,18,0,11,2,2,0
6,0,92,0,11,2,4,0
1,0,35,0,11,2,2,0
1,0,16,0,4735,1,2,0
41,0,275,0,4735,1,2,0
6,0,57,0,4735,1,2,0
10,0,76,0,4735,1,2,0
17,0,162,0,4735,1,2,0
1,0,18,0,11,2,2,0
9,0,171,0,11,2,4,0
1,0,65,0,11,2,3,0
1,0,47,0,4735,1,2,0
13,0,149,0,11,2,6,0
1,0,24,1,11,2,4,0
9,0,108,0,4735,1,2,0
7,0,79,0,4735,1,2,0
21,0,145,0,4735,1,2,0
22,0,150,0,4735,1,2,0
1,0,18,0,11,2,2,0
1,0,52,0,4735,1,2,0
1,0,25,0,11,2,2,0
26,0,279,0,4735,1,2,0
9,0,108,0,4735,1,2,0
17,0,222,1,11,2,4,0
27,0,239,0,11,2,6,0
1,0,28,0,11,2,2,0
27,0,285,0,11,2,6,0
2,0,62,0,11,2,3,0
23,0,230,0,11,2,5,1
2,0,56,0,11,2,2,0
14,0,216,0,11,2,4,0
23,0,249,0,11,3,8,0
1,0,18,0,11,2,2,0
1,0,122,0,11,2,6,0
1,0,57,0,11,2,3,0
18,0,96,0,11,2,6,0
3,0,91,0,11,2,7,0
1,0,18,0,11,2,2,0
1,0,35,0,4735,1,2,0
1,0,26,0,11,2,2,0
3,0,43,0,4735,1,2,0
9,0,135,0,11,2,5,0
1,0,18,0,11,2,2,0
5,0,71,0,4735,1,2,0
1,0,34,0,11,2,2,0
3,0,45,0,4735,1,2,0
24,0,247,0,11,2,5,1
1,0,18,0,11,2,2,0
1,0,134,0,11,2,8,0
1,0,61,0,11,2,4,0
16,0,82,0,11,2,6,0
21,0,238,0,4735,2,7,0
3,0,91,0,11,2,8,0
1,0,18,0,11,2,2,0
5,0,93,0,4735,1,2,0
1,0,46,0,11,2,2,0
1,0,22,0,4735,1,2,0
5,0,72,0,4735,1,2,0
1,0,20,0,4735,1,2,0
17,0,131,0,11,2,6,0
1,0,18,0,11,2,2,0
1,0,14,0,4735,1,2,0
1,0,17,0,11,2,2,0
1,0,22,0,4735,1,2,0
1,0,1,0,4735,1,2,0
1,0,20,0,4735,1,2,0
1,0,20,0,4735,1,2,0
5,0,97,0,4735,2,7,0
1,0,18,0,11,2,2,0
7,0,67,0,11,2,4,0
1,0,26,0,11,2,2,0
1,0,16,0,4735,1,2,0
4,0,101,0,11,2,4,1
1,0,1,0,4735,1,2,0
1,0,18,0,11,2,2,0
10,0,133,0,11,2,4,0
1,0,54,0,11,2,2,0
1,0,28,0,4735,1,2,0
4,0,82,0,11,2,4,0
1,0,18,0,11,2,2,0
2,0,52,0,11,2,4,0
1,0,33,0,11,2,3,0
1,0,28,0,4735,1,2,0
4,0,74,0,11,2,5,0
1,0,18,0,11,2,2,0
10,0,177,0,11,3,6,0
1,0,80,0,11,2,3,0
1,0,28,0,4735,1,2,0
5,0,84,0,4735,3,7,0
1,0,1,0,11,3,3,0
8,0,67,0,11,3,4,0
1,0,27,0,11,3,3,0
9,0,112,0,11,3,9,0
1,0,18,0,11,2,2,0
7,0,152,0,11,3,5,0
1,0,39,0,11,2,2,0
1,0,32,0,11,3,3,0
2,0,23,0,4735,1,1,0
10,0,69,0,4735,1,1,0
2,0,35,0,4735,1,1,0
20,0,67,1,4735,1,1,0
10,0,45,0,4735,1,1,0
11,0,69,0,4735,1,1,0
6,0,50,0,4735,1,1,0
48,0,293,0,4735,2,3,0
7,0,128,0,4735,1,1,0
1,0,10,0,4735,1,1,0
12,0,38,0,4735,1,1,0
55,0,436,1,4735,1,7,0
27,0,342,1,4735,1,2,0
80,0,398,0,4735,1,5,1
8,0,180,0,4735,1,1,0
83,0,373,0,4735,1,5,1
1,0,11,0,4735,1,2,0
9,0,196,0,4735,1,1,0
22,0,191,0,4735,1,1,1
30,0,194,0,4735,1,1,1
1,0,30,0,4735,1,1,0
1,0,17,0,4735,1,1,0
7,0,93,0,4735,1,1,0
2,0,40,0,4735,1,1,0
11,0,99,0,4735,1,2,1
2,0,49,0,4735,1,1,0
22,0,164,0,4735,1,3,0
38,0,249,0,4735,1,1,0
7,0,68,0,4735,1,1,0
4,0,49,0,2,1,1,1
28,0,367,0,4735,1,1,0
5,0,155,0,4735,2,5,0
5,0,187,0,4735,1,5,0
12,0,102,0,4735,1,1,0
9,0,89,0,4735,2,3,0
7,0,80,0,4735,1,1,0
12,0,113,0,4735,1,1,0
10,0,111,0,4735,1,1,0
4,0,69,0,4735,1,1,0
7,0,80,0,4735,1,2,0
14,0,261,0,4735,1,1,0
6,0,70,0,4735,1,1,0
9,0,95,0,4735,1,2,0
7,0,94,0,4735,1,2,0
27,0,192,0,4735,1,1,0
34,0,191,0,4735,1,1,0
27,0,192,0,4735,1,1,0
34,0,191,0,4735,1,1,0
27,0,192,0,4735,1,1,0
34,0,191,0,4735,1,1,0
27,0,192,0,4735,1,1,0
34,0,191,0,4735,1,1,0
21,0,177,0,4735,1,1,0
34,0,191,0,4735,1,1,0
27,0,197,0,4735,1,1,0
34,0,191,0,4735,1,1,0
