McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,2,0,7,22,438,93,87,1.0,0.0,7.0,0.0,4.0,17.0,1077.0,0
1,0,4,0,13,39,439,94,87,1.0,0.0,13.0,0.0,1.0,2.0,1077.0,0
1,0,6,0,10,61,440,95,87,1.0,0.0,10.0,0.0,3.0,7.0,53.0,0
1,0,14,0,18,157,441,96,87,1.0,0.0,18.0,0.0,4.0,21.0,142.0,0
1,0,5,0,17,50,442,97,87,1.0,0.0,17.0,0.0,1.0,1.0,1077.0,0
16,0,11,0,148,287,443,98,87,16.0,0.0,148.0,0.0,4.0,44.0,1077.0,1
1,0,7,0,17,93,444,99,87,1.0,0.0,17.0,0.0,4.0,35.0,1077.0,0
1,0,12,6,34,159,445,100,87,1.0,0.0,34.0,0.0,4.0,31.0,53.0,0
1,0,11,0,18,120,446,101,87,1.0,0.0,18.0,0.0,1.0,2.0,1077.0,0
1,0,13,0,20,114,447,102,87,1.0,0.0,20.0,0.0,3.0,17.0,1615.0,0
1,0,8,18,49,149,448,103,87,1.0,0.0,49.0,0.0,3.0,17.0,53.0,0
1,0,4,0,6,39,449,104,87,1.0,0.0,6.0,0.0,3.0,10.0,53.0,0
1,0,9,0,12,96,450,105,87,1.0,0.0,12.0,0.0,3.0,11.0,53.0,0
1,0,13,0,19,190,451,106,87,1.0,0.0,19.0,1.0,4.0,51.0,1077.0,0
1,0,19,0,24,230,452,107,87,1.0,0.0,24.0,0.0,3.0,8.0,53.0,0
1,0,9,17,48,141,453,108,87,1.0,0.0,48.0,0.0,3.0,21.0,53.0,0
1,0,15,0,19,179,454,109,87,1.0,0.0,19.0,0.0,4.0,45.0,1615.0,0
1,0,3,0,6,34,455,110,87,1.0,0.0,6.0,0.0,3.0,6.0,53.0,0
1,0,8,0,11,77,456,111,87,1.0,0.0,11.0,0.0,3.0,7.0,53.0,0
1,0,3,0,5,33,457,112,88,1.0,0.0,5.0,0.0,3.0,4.0,53.0,0
1,0,3,0,7,48,458,113,88,1.0,0.0,7.0,0.0,3.0,4.0,53.0,0
11,0,1,2,164,213,459,114,88,11.0,0.0,164.0,0.0,2.0,11.0,1077.0,0
3,0,1,4,49,77,460,115,88,3.0,0.0,49.0,0.0,2.0,6.0,1615.0,0
1,0,1,3,24,48,461,116,88,1.0,0.0,24.0,0.0,3.0,11.0,53.0,0
1,0,7,0,10,60,462,117,88,1.0,0.0,10.0,0.0,3.0,4.0,53.0,0
5,0,1,3,81,116,463,118,88,5.0,0.0,81.0,0.0,2.0,11.0,1615.0,0
61,0,20,13,249,414,464,119,88,61.0,0.0,249.0,0.0,3.0,21.0,53.0,0
1,0,1,3,24,47,465,120,88,1.0,0.0,24.0,0.0,3.0,11.0,53.0,0
28,0,1,6,142,200,466,121,88,28.0,0.0,142.0,0.0,2.0,17.0,1615.0,0
1,0,3,0,6,28,467,122,88,1.0,0.0,6.0,0.0,3.0,5.0,53.0,0
3,0,1,1,13,29,468,123,89,3.0,0.0,13.0,0.0,3.0,4.0,1077.0,0
1,0,2,0,5,24,469,124,89,1.0,0.0,5.0,0.0,3.0,4.0,1077.0,0
1,0,7,0,12,80,470,125,89,1.0,0.0,12.0,0.0,3.0,4.0,1077.0,0
1,0,8,0,11,68,471,126,89,1.0,0.0,11.0,0.0,3.0,4.0,1077.0,0
1,0,4,0,7,40,472,127,89,1.0,0.0,7.0,0.0,3.0,4.0,1077.0,0
1,0,4,0,7,37,473,128,89,1.0,0.0,7.0,0.0,4.0,6.0,142.0,0
1,0,2,0,5,24,474,129,89,1.0,0.0,5.0,0.0,3.0,5.0,53.0,0
1,0,2,0,4,23,475,130,90,1.0,0.0,4.0,0.0,4.0,5.0,142.0,0
1,0,2,0,6,26,476,131,90,1.0,0.0,6.0,0.0,4.0,5.0,142.0,0
1,0,1,1,5,28,477,132,90,1.0,0.0,5.0,0.0,4.0,14.0,142.0,0
1,0,10,0,16,97,478,133,90,1.0,0.0,16.0,0.0,4.0,16.0,142.0,0
1,0,8,17,49,158,479,134,90,1.0,0.0,49.0,0.0,4.0,18.0,142.0,0
1,0,5,0,8,41,480,135,90,1.0,0.0,8.0,0.0,4.0,9.0,142.0,0
1,0,1,1,4,18,481,136,90,1.0,0.0,4.0,0.0,4.0,14.0,142.0,0
1,0,1,0,6,42,482,137,91,1.0,0.0,6.0,0.0,4.0,7.0,142.0,0
1,0,5,0,10,57,483,138,91,1.0,0.0,10.0,0.0,4.0,7.0,142.0,0
1,0,5,1,13,57,484,139,91,1.0,0.0,13.0,0.0,4.0,12.0,1077.0,0
4,0,3,1,29,53,485,140,91,4.0,0.0,29.0,0.0,4.0,9.0,1615.0,0
7,0,1,7,38,57,486,141,91,7.0,0.0,38.0,0.0,4.0,7.0,142.0,0
1,0,4,1,13,53,487,142,91,1.0,0.0,13.0,0.0,4.0,9.0,142.0,0
1,0,6,0,11,57,488,143,91,1.0,0.0,11.0,0.0,4.0,13.0,142.0,0
1,0,4,0,7,54,489,144,91,1.0,0.0,7.0,0.0,4.0,8.0,142.0,0
6,0,1,1,20,53,490,145,91,6.0,0.0,20.0,0.0,3.0,4.0,53.0,0
1,0,11,0,17,112,491,146,91,1.0,0.0,17.0,0.0,1.0,1.0,1077.0,0
1,0,4,0,6,45,492,147,91,1.0,0.0,6.0,0.0,1.0,1.0,1077.0,0
1,0,1,0,7,33,493,148,91,1.0,0.0,7.0,0.0,3.0,4.0,53.0,0
1,0,3,0,5,30,494,149,91,1.0,0.0,5.0,0.0,4.0,7.0,142.0,0
1,0,10,0,14,87,495,150,91,1.0,0.0,14.0,0.0,4.0,16.0,142.0,0
1,0,1,0,3,11,496,151,91,1.0,0.0,3.0,0.0,3.0,4.0,53.0,0
1,0,32,1,42,340,497,152,91,1.0,0.0,42.0,0.0,4.0,30.0,1077.0,0
1,0,1,0,4,17,498,153,91,1.0,0.0,4.0,0.0,4.0,7.0,142.0,0
1,0,1,0,3,15,499,154,91,1.0,0.0,3.0,0.0,4.0,7.0,142.0,0
1,0,5,0,8,50,500,155,91,1.0,0.0,8.0,0.0,4.0,7.0,142.0,0
32,0,2,6,242,353,501,156,92,32.0,0.0,242.0,0.0,4.0,20.0,1615.0,1
1,0,2,0,27,47,502,157,92,1.0,0.0,27.0,0.0,3.0,12.0,53.0,0
1,0,4,0,19,51,503,158,92,1.0,0.0,19.0,0.0,4.0,14.0,142.0,0
44,0,9,14,509,702,148,159,45,44.0,0.0,509.0,1.0,6.0,177.0,1615.0,1
1,0,4,0,13,40,152,160,45,1.0,0.0,13.0,0.0,3.0,5.0,53.0,0
23,0,7,20,305,433,153,161,45,23.0,0.0,305.0,0.0,4.0,69.0,142.0,0
1,0,3,0,5,30,160,162,45,1.0,0.0,5.0,0.0,4.0,10.0,53.0,0
1,0,9,0,14,70,161,163,45,1.0,0.0,14.0,0.0,4.0,5.0,142.0,0
1,0,2,0,4,20,162,164,45,1.0,0.0,4.0,0.0,4.0,5.0,142.0,0
1,0,3,6,12,42,163,165,45,1.0,0.0,12.0,0.0,3.0,11.0,1077.0,0
1,0,3,5,27,58,164,166,45,1.0,0.0,27.0,0.0,3.0,3.0,53.0,0
12,0,1,6,56,75,165,167,45,12.0,0.0,56.0,0.0,3.0,11.0,1077.0,0
1,0,6,0,14,85,195,168,45,1.0,0.0,14.0,0.0,3.0,36.0,53.0,0
1,0,3,0,5,29,196,169,45,1.0,0.0,5.0,0.0,3.0,4.0,53.0,0
1,0,1,1,5,13,197,170,45,1.0,0.0,5.0,0.0,4.0,8.0,142.0,0
1,0,1,1,4,11,198,171,45,1.0,0.0,4.0,0.0,2.0,3.0,1077.0,0
1,0,3,0,6,23,199,172,45,1.0,0.0,6.0,0.0,2.0,3.0,53.0,0
19,0,10,6,79,169,200,173,45,19.0,0.0,79.0,0.0,3.0,18.0,53.0,0
1,0,4,0,13,41,202,174,45,1.0,0.0,13.0,0.0,3.0,5.0,53.0,0
1,0,1,4,8,22,203,175,45,1.0,0.0,8.0,0.0,3.0,17.0,53.0,0
6,0,4,1,33,61,204,176,45,6.0,0.0,33.0,0.0,2.0,2.0,1615.0,0
1,0,1,16,19,44,205,177,45,1.0,0.0,19.0,0.0,3.0,9.0,53.0,0
3,0,2,22,49,89,206,178,45,3.0,0.0,49.0,0.0,3.0,13.0,53.0,0
1,0,4,0,13,44,210,179,45,1.0,0.0,13.0,0.0,3.0,5.0,53.0,0
1,0,1,13,16,39,211,180,45,1.0,0.0,16.0,0.0,3.0,15.0,53.0,0
9,0,1,3,40,59,618,181,109,9.0,0.0,40.0,0.0,4.0,15.0,1077.0,0
1,0,1,4,22,37,619,182,109,1.0,0.0,22.0,0.0,4.0,26.0,53.0,0
4,0,6,11,104,268,620,183,109,4.0,0.0,104.0,0.0,4.0,59.0,142.0,0
2,0,1,1,18,32,621,184,109,2.0,0.0,18.0,0.0,4.0,15.0,53.0,0
1,0,1,1,7,17,622,185,109,1.0,0.0,7.0,0.0,4.0,13.0,142.0,0
10,0,1,2,94,122,654,186,119,10.0,0.0,94.0,0.0,3.0,7.0,53.0,0
8,0,1,11,86,112,655,187,119,8.0,0.0,86.0,0.0,4.0,7.0,1615.0,0
1,0,1,1,4,11,661,188,119,1.0,0.0,4.0,0.0,2.0,3.0,53.0,0
26,0,2,17,155,203,665,189,119,26.0,0.0,155.0,0.0,4.0,17.0,1077.0,0
5,0,3,5,51,80,666,190,119,5.0,0.0,51.0,0.0,3.0,9.0,1077.0,0
17,0,3,25,148,217,667,191,119,17.0,0.0,148.0,0.0,4.0,19.0,1615.0,0
1,0,1,5,34,56,668,192,119,1.0,0.0,34.0,0.0,3.0,7.0,53.0,0
6,0,0,7,51,64,669,193,119,6.0,0.0,51.0,1.0,3.0,6.0,1615.0,0
10,0,1,7,60,75,670,194,119,10.0,0.0,60.0,0.0,2.0,3.0,53.0,0
5,0,1,6,40,55,671,195,119,5.0,0.0,40.0,0.0,4.0,6.0,1615.0,0
1,0,1,3,20,34,672,196,119,1.0,0.0,20.0,0.0,2.0,2.0,53.0,0
1,0,1,1,5,15,673,197,119,1.0,0.0,5.0,0.0,3.0,5.0,53.0,0
7,0,1,11,88,108,674,198,119,7.0,0.0,88.0,0.0,2.0,3.0,53.0,0
29,0,4,5,125,173,675,199,119,29.0,0.0,125.0,0.0,3.0,15.0,1077.0,0
1,0,1,3,6,15,676,200,119,1.0,0.0,6.0,0.0,2.0,5.0,53.0,0
20,0,1,9,113,160,721,201,136,20.0,0.0,113.0,0.0,4.0,34.0,1615.0,0
13,0,3,9,196,250,722,202,136,13.0,0.0,196.0,0.0,3.0,35.0,53.0,1
2,0,1,3,56,99,826,203,158,2.0,0.0,56.0,0.0,3.0,4.0,142.0,0
1,0,1,0,7,63,827,204,158,1.0,0.0,7.0,0.0,3.0,4.0,142.0,0
35,0,1,5,311,411,828,205,158,35.0,0.0,311.0,0.0,4.0,12.0,53.0,0
5,0,1,5,40,65,829,206,159,5.0,0.0,40.0,0.0,4.0,12.0,1077.0,0
4,0,1,9,52,77,830,207,159,4.0,0.0,52.0,0.0,2.0,6.0,1615.0,0
1,0,5,0,8,49,831,208,159,1.0,0.0,8.0,0.0,2.0,17.0,1615.0,0
10,0,1,10,74,101,832,209,159,10.0,0.0,74.0,0.0,4.0,14.0,1615.0,0
1,0,9,0,17,107,833,210,159,1.0,0.0,17.0,0.0,4.0,30.0,53.0,0
13,0,1,20,116,158,834,211,159,13.0,0.0,116.0,0.0,4.0,24.0,53.0,0
16,0,1,11,123,162,835,212,159,16.0,0.0,123.0,0.0,4.0,52.0,142.0,0
1,0,8,3,18,93,836,213,159,1.0,0.0,18.0,0.0,4.0,17.0,142.0,0
1,0,1,11,56,78,837,214,159,1.0,0.0,56.0,0.0,3.0,11.0,1077.0,0
1,0,1,6,34,48,838,215,159,1.0,0.0,34.0,0.0,3.0,11.0,1077.0,0
4,0,1,1,16,41,840,216,161,4.0,0.0,16.0,0.0,1.0,6.0,1077.0,0
1,0,2,0,5,24,841,217,161,1.0,0.0,5.0,0.0,2.0,3.0,1077.0,0
1,0,1,3,20,33,842,218,161,1.0,0.0,20.0,0.0,3.0,11.0,1615.0,0
1,0,1,9,47,65,843,219,161,1.0,0.0,47.0,0.0,2.0,3.0,1077.0,0
1,0,1,9,52,73,844,220,161,1.0,0.0,52.0,0.0,2.0,3.0,1077.0,0
10,0,4,5,58,122,845,221,161,10.0,0.0,58.0,0.0,3.0,29.0,53.0,0
1,0,9,0,20,179,846,222,161,1.0,0.0,20.0,0.0,4.0,45.0,53.0,0
1,0,3,0,8,47,847,223,161,1.0,0.0,8.0,0.0,3.0,12.0,53.0,0
1,0,2,0,7,28,848,224,161,1.0,0.0,7.0,0.0,3.0,10.0,53.0,0
3,0,1,5,27,41,849,225,161,3.0,0.0,27.0,0.0,4.0,7.0,1077.0,0
8,0,1,10,61,92,850,226,161,8.0,0.0,61.0,1.0,4.0,19.0,53.0,0
6,0,2,8,48,71,851,227,161,6.0,0.0,48.0,1.0,4.0,17.0,53.0,0
1,0,1,3,21,34,852,228,161,1.0,0.0,21.0,0.0,4.0,30.0,1077.0,0
16,0,4,8,82,125,853,229,161,16.0,0.0,82.0,1.0,5.0,32.0,53.0,0
3,0,4,36,239,298,854,230,161,3.0,0.0,239.0,0.0,4.0,12.0,142.0,0
1,0,19,0,23,162,855,231,161,1.0,0.0,23.0,0.0,5.0,25.0,142.0,0
1,0,7,0,12,75,856,232,161,1.0,0.0,12.0,0.0,4.0,27.0,53.0,0
1,0,1,0,5,22,857,233,161,1.0,0.0,5.0,0.0,4.0,15.0,142.0,0
1,0,1,1,5,13,859,234,163,1.0,0.0,5.0,0.0,3.0,4.0,53.0,0
28,0,1,7,178,213,860,235,163,28.0,0.0,178.0,0.0,4.0,38.0,53.0,0
26,0,1,6,184,227,861,236,163,26.0,0.0,184.0,0.0,3.0,20.0,1077.0,0
1,0,1,3,27,39,862,237,163,1.0,0.0,27.0,0.0,3.0,5.0,1615.0,0
3,0,1,5,51,71,863,238,163,3.0,0.0,51.0,0.0,4.0,34.0,142.0,0
1,0,1,2,21,33,864,239,163,1.0,0.0,21.0,0.0,3.0,11.0,1077.0,0
33,0,0,0,177,223,865,240,164,33.0,0.0,177.0,1.0,3.0,19.0,53.0,0
11,0,1,10,153,199,866,241,164,11.0,0.0,153.0,1.0,4.0,46.0,53.0,0
6,0,1,10,81,119,867,242,164,6.0,0.0,81.0,0.0,4.0,44.0,53.0,0
1,0,1,4,28,43,868,243,165,1.0,0.0,28.0,0.0,4.0,22.0,142.0,0
1,0,1,4,32,47,873,244,165,1.0,0.0,32.0,0.0,3.0,9.0,1615.0,0
1,0,1,6,31,49,874,245,165,1.0,0.0,31.0,0.0,2.0,3.0,142.0,0
2,0,1,3,63,85,875,246,165,2.0,0.0,63.0,0.0,4.0,21.0,142.0,0
3,0,1,4,30,44,869,247,165,3.0,0.0,30.0,0.0,3.0,6.0,142.0,0
1,0,1,3,18,34,870,248,165,1.0,0.0,18.0,0.0,2.0,4.0,1077.0,0
1,0,7,0,12,70,871,249,165,1.0,0.0,12.0,0.0,4.0,18.0,53.0,0
1,0,2,0,6,28,872,250,165,1.0,0.0,6.0,0.0,3.0,9.0,53.0,0
1,0,4,0,12,59,876,251,165,1.0,0.0,12.0,0.0,4.0,16.0,142.0,0
34,0,1,8,291,375,877,252,165,34.0,0.0,291.0,0.0,4.0,36.0,142.0,0
1,0,3,0,9,42,878,253,165,1.0,0.0,9.0,0.0,3.0,11.0,53.0,0
12,0,1,10,95,124,879,254,165,12.0,0.0,95.0,0.0,4.0,34.0,53.0,0
1,0,1,2,20,31,880,255,166,1.0,0.0,20.0,0.0,2.0,3.0,1077.0,0
11,0,1,9,88,108,881,256,166,11.0,0.0,88.0,0.0,3.0,6.0,142.0,0
24,0,4,11,208,405,882,257,167,24.0,0.0,208.0,0.0,4.0,42.0,53.0,0
20,0,3,2,131,261,883,258,167,20.0,0.0,131.0,0.0,4.0,25.0,1077.0,0
1,0,2,0,5,32,884,259,167,1.0,0.0,5.0,0.0,4.0,17.0,1077.0,0
5,0,3,1,43,87,885,260,167,5.0,0.0,43.0,0.0,4.0,20.0,1077.0,0
1,0,2,0,5,20,889,261,167,1.0,0.0,5.0,0.0,4.0,20.0,1077.0,0
1,0,4,0,11,101,886,262,167,1.0,0.0,11.0,0.0,3.0,7.0,1077.0,0
1,0,1,1,4,11,887,263,167,1.0,0.0,4.0,0.0,2.0,3.0,53.0,0
3,0,1,6,37,66,888,264,167,3.0,0.0,37.0,0.0,2.0,7.0,1077.0,0
1,0,4,0,14,45,890,265,167,1.0,0.0,14.0,0.0,3.0,13.0,53.0,0
1,0,4,0,14,46,891,266,167,1.0,0.0,14.0,0.0,3.0,13.0,53.0,0
10,0,1,8,56,74,898,267,169,10.0,0.0,56.0,0.0,3.0,20.0,1077.0,0
26,0,1,8,306,539,896,268,169,26.0,0.0,306.0,0.0,4.0,72.0,142.0,0
2,0,1,3,34,45,897,269,169,2.0,0.0,34.0,0.0,3.0,7.0,53.0,0
4,0,3,1,64,120,899,270,169,4.0,0.0,64.0,0.0,4.0,53.0,142.0,0
3,0,1,5,67,90,900,271,169,3.0,0.0,67.0,0.0,4.0,41.0,142.0,0
13,0,2,6,169,284,901,272,169,13.0,0.0,169.0,0.0,4.0,48.0,142.0,0
1,0,0,2,6,9,902,273,169,1.0,0.0,6.0,0.0,3.0,4.0,53.0,0
25,0,1,4,102,127,903,274,169,25.0,0.0,102.0,0.0,3.0,10.0,53.0,0
3,0,1,3,69,89,904,275,169,3.0,0.0,69.0,0.0,3.0,6.0,53.0,0
1,0,0,4,16,23,905,276,169,1.0,0.0,16.0,0.0,2.0,4.0,1077.0,0
1,0,8,0,13,85,906,277,170,1.0,0.0,13.0,0.0,3.0,10.0,53.0,0
1,0,3,0,6,31,907,278,170,1.0,0.0,6.0,0.0,3.0,10.0,53.0,0
1,0,4,0,8,35,908,279,170,1.0,0.0,8.0,0.0,2.0,3.0,53.0,0
1,0,3,0,6,27,909,280,170,1.0,0.0,6.0,0.0,2.0,3.0,53.0,0
6,0,9,1,53,120,910,281,170,6.0,0.0,53.0,0.0,3.0,28.0,53.0,0
2,0,1,2,24,33,913,282,172,2.0,0.0,24.0,0.0,3.0,5.0,53.0,0
1,0,1,1,6,14,914,283,172,1.0,0.0,6.0,0.0,3.0,5.0,53.0,0
69,0,4,7,546,843,915,284,172,69.0,0.0,546.0,0.0,4.0,53.0,1615.0,0
