McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
1,0,96,3,0,1,3997,0
1,0,110,5,0,4,1126,0
1,0,44,6,0,4,54,0
11,0,219,12,0,7,7,0
15,0,240,9,0,7,7,0
58,0,703,18,0,7,7,0
3,0,50,9,0,5,1634,0
3,0,27,5,0,4,3997,0
11,0,100,5,0,4,3997,0
13,0,101,5,0,4,3997,0
1,0,2,6,0,4,3997,0
2,0,52,11,0,7,7,0
48,0,393,12,0,7,7,0
1,0,19,5,0,4,3997,0
8,0,69,5,0,4,3997,0
17,0,187,5,0,4,3997,0
10,0,144,9,0,5,1634,0
8,0,120,5,0,4,3997,0
6,0,101,5,0,4,3997,0
3,0,30,5,0,4,3997,0
1,0,8,5,0,4,3997,0
1,0,22,5,0,4,3997,0
9,0,58,5,0,4,3997,0
4,0,29,5,0,4,3997,0
1,0,6,6,0,4,3997,0
1,0,7,5,0,4,3997,0
1,0,2,3,0,2,3997,0
5,0,33,5,0,4,3997,0
1,0,11,6,0,5,3997,0
1,0,6,6,0,5,3997,0
4,0,115,6,0,5,3997,0
16,0,83,6,0,5,3997,0
11,0,83,10,0,6,3997,0
4,0,50,6,0,5,3997,0
1,0,10,5,0,4,1636,0
7,0,59,6,0,5,5350,0
7,0,173,62,0,11,1404,0
3,0,134,4,0,4,7,0
1,0,37,15,0,10,7,0
28,0,259,5,0,4,1636,0
2,0,32,13,0,9,7,0
7,0,45,8,0,5,1296,0
11,0,215,14,0,9,7,0
12,0,159,11,0,7,533,0
1,0,63,5,0,4,1636,0
2,0,45,5,0,4,1636,0
1,0,7,5,0,4,1636,0
1,0,6,5,0,4,1636,0
1,0,8,5,0,4,1636,0
1,0,5,5,0,4,1636,0
1,0,6,5,0,4,1636,0
1,0,8,5,0,4,1636,0
15,0,141,13,0,10,2472,0
1,0,23,5,0,5,7,0
1,0,23,5,0,4,1636,0
11,0,440,13,0,9,7,0
1,0,6,5,0,4,1636,0
8,0,134,5,0,5,7,0
3,0,30,4,0,4,7,0
1,0,19,8,0,4,7,0
1,0,7,4,0,4,7,0
6,0,51,4,0,4,7,0
1,0,25,5,0,5,7,0
1,0,23,5,0,5,7,0
1,0,19,7,0,4,1634,0
2,0,87,1,0,1,533,0
1,0,73,13,0,8,7,0
1,0,13,3,0,3,3997,0
9,0,48,15,0,7,7,0
1,0,26,5,0,4,5350,0
1,0,11,3,0,3,3997,0
1,0,1,3,0,3,3997,0
1,0,15,3,0,3,3997,0
12,0,190,14,0,8,2472,0
15,0,126,26,0,8,1634,0
2,0,86,19,0,9,7,0
6,0,65,14,0,8,1296,0
3,0,36,6,0,5,5350,0
7,0,96,6,0,5,5350,0
17,0,129,8,0,6,5350,0
1,0,48,11,0,8,7,0
4,0,61,10,0,7,7,0
1,0,9,5,0,5,2472,0
1,0,101,4,0,3,5350,0
1,0,6,4,0,3,1634,0
4,0,22,2,0,1,3997,0
2,0,37,2,0,1,3997,0
1,0,12,11,0,8,2472,0
1,0,27,12,0,5,2319,0
1,0,5,2,0,2,3997,0
1,0,35,14,0,5,2319,0
1,0,20,2,0,1,3997,0
1,0,20,2,0,1,3997,0
1,0,1,2,0,1,3997,0
1,0,16,5,0,4,2319,0
1,0,7,3,0,3,2319,0
1,0,13,2,0,1,3997,0
1,0,12,6,0,4,2319,0
1,0,6,8,0,5,2472,0
1,0,5,2,0,1,3997,0
1,0,19,5,0,4,2319,0
1,0,19,5,0,4,2319,0
1,0,9,8,0,5,3997,0
1,0,12,2,0,1,3997,0
1,0,11,2,0,1,3997,0
1,0,14,5,0,4,2319,0
20,0,147,16,0,7,5350,0
1,0,16,7,0,5,1634,0
4,0,35,4,0,3,1634,0
6,0,57,16,0,6,1296,0
3,0,94,13,0,7,1634,0
1,0,5,4,0,3,1634,0
2,0,24,1,0,1,5350,0
1,0,1,2,0,1,3997,0
7,0,54,3,0,2,1636,0
1,0,5,2,0,1,3997,0
12,0,241,11,0,6,2472,0
26,0,253,10,0,4,5350,0
1,0,5,4,0,3,1634,0
7,0,143,5,0,4,1,0
3,0,46,7,0,6,7,0
1,0,7,2,0,2,3997,0
7,0,48,10,0,4,7,0
9,0,68,3,0,2,1636,0
3,0,30,3,0,2,3997,0
7,0,217,29,0,9,7,0
1,0,9,100,0,14,533,0
5,0,82,3,0,3,2319,0
2,0,15,7,0,6,2472,0
4,0,32,3,0,3,2319,0
12,0,146,15,0,7,7,0
25,0,168,4,0,3,5350,0
17,0,169,4,0,3,1634,0
1,0,36,6,0,4,2319,0
1,0,35,42,0,12,7,0
1,0,17,4,0,2,2319,0
1,0,52,12,0,7,7,0
1,0,26,4,0,4,7,0
1,0,12,10,0,5,7,0
1,0,21,12,0,7,7,0
1,0,25,45,0,15,533,0
1,0,61,38,0,14,533,0
1,0,22,2,0,1,3997,0
12,0,169,3,0,3,2319,0
1,0,22,7,0,4,2319,0
1,0,58,10,0,7,5350,0
1,0,9,12,0,7,7,0
2,0,37,18,0,8,7,0
25,0,345,39,0,11,5350,0
66,0,1160,9,0,6,5350,0
19,0,199,24,0,10,2472,0
8,0,133,5,0,4,2472,0
8,0,75,8,0,5,7,0
1,0,62,22,0,8,1636,0
1,0,11,5,0,4,7,0
12,0,80,3,0,3,2319,0
2,0,32,3,0,3,2319,0
2,0,21,6,0,4,7,0
2,0,22,2,0,2,3997,0
2,0,68,22,0,10,1636,0
1,0,19,7,0,4,2319,0
4,0,64,11,0,5,2319,0
1,0,1,1,0,1,3997,0
3,0,73,3,0,3,2319,0
3,0,28,7,0,4,2319,0
3,0,63,7,0,3,5350,0
10,0,69,7,0,5,2319,0
4,0,37,7,0,5,2319,0
4,0,40,7,0,5,2319,0
5,0,41,7,0,5,2319,0
8,0,61,5,0,4,2319,0
1,0,9,1,0,1,1296,0
3,0,32,13,0,7,2319,0
2,0,115,22,0,10,1636,0
3,0,24,3,0,3,2319,0
1,0,31,3,0,3,2319,0
11,0,68,3,0,3,2319,0
31,0,892,19,0,9,2472,0
10,0,125,12,0,5,5350,0
1,0,7,2,0,2,3997,0
1,0,23,7,0,5,533,0
10,0,128,8,0,5,7,0
10,0,289,7,0,4,2319,0
6,0,103,5,0,4,2319,0
11,0,80,20,0,7,1634,0
4,0,34,2,0,2,3997,0
9,0,63,5,0,2,5350,0
1,0,46,7,0,4,5350,0
1,0,1,3,0,3,5350,0
1,0,22,1,0,1,1636,0
1,0,7,1,0,1,1636,0
1,0,6,10,0,6,5350,0
1,0,15,2,0,1,3997,0
1,0,1,2,0,1,3997,0
1,0,11,2,0,1,3997,0
1,0,16,2,0,1,3997,0
1,0,10,4,0,3,533,0
1,0,12,8,0,5,1636,0
1,0,12,7,0,5,1636,0
8,0,108,8,0,5,1636,0
5,0,76,19,0,8,7,0
54,0,687,27,0,6,1636,0
3,0,297,46,0,12,3997,0
1,0,10,12,0,5,1636,0
38,0,229,5,0,5,1636,0
1,0,12,5,0,5,1636,0
1,0,12,13,0,5,2319,0
1,0,7,7,0,4,7,0
1,0,12,7,0,4,7,0
1,0,13,14,0,6,5350,0
1,0,13,6,0,3,3997,0
1,0,13,7,0,5,1634,0
1,0,4,8,0,5,7,0
1,0,24,14,0,7,2319,0
1,0,17,14,0,8,7,0
1,0,1,2,0,1,3997,0
1,0,13,4,0,3,5350,0
1,0,13,2,0,2,2319,0
1,0,6,2,0,2,2319,0
1,0,6,4,0,3,2319,0
3,0,97,10,0,5,2472,0
1,0,15,3,0,3,2319,0
1,0,5,3,0,3,2472,0
1,0,7,3,0,3,2319,0
1,0,6,5,0,4,2319,0
1,0,5,5,0,4,2319,0
1,0,6,3,0,3,2319,0
6,0,36,9,0,5,2319,0
1,0,6,5,0,4,2319,0
22,0,227,17,0,8,2472,0
1,0,16,3,0,3,2319,0
1,0,1,2,0,1,3997,0
1,0,14,6,0,4,2472,0
1,0,6,3,0,3,2319,0
1,0,5,3,0,3,2319,0
4,0,69,3,0,3,2319,0
1,0,15,5,0,4,2319,0
1,0,9,3,0,3,2319,0
1,0,28,7,0,5,5350,0
1,0,6,3,0,3,2319,0
1,0,12,5,0,4,2319,0
1,0,5,5,0,4,2319,0
1,0,6,10,0,6,2472,0
2,0,25,2,0,1,3997,0
11,0,116,2,0,1,3997,0
7,0,56,2,0,1,3997,0
1,0,5,2,0,1,3997,0
1,0,6,7,0,5,1296,0
4,0,100,2,0,1,3997,0
2,0,20,2,0,1,3997,0
7,0,39,2,0,1,3997,0
6,0,71,4,0,4,7,0
1,0,51,2,0,1,3997,0
3,0,34,2,0,1,3997,0
5,0,40,5,0,3,7,0
47,0,694,6,0,5,1,0
1,0,27,2,0,1,3997,0
18,0,218,16,0,9,54,0
1,0,23,2,0,1,3997,0
1,0,17,3,0,3,2319,0
3,0,31,3,0,3,2319,0
7,0,54,7,0,5,1296,0
11,0,181,10,0,5,5350,0
1,0,22,3,0,2,3997,0
8,0,43,3,0,2,3997,0
1,0,1,2,0,1,3997,0
3,0,38,2,0,1,3997,0
2,0,26,2,0,1,3997,0
4,0,46,2,0,1,3997,0
2,0,33,2,0,1,3997,0
2,0,26,3,0,3,2319,0
1,0,5,2,0,2,2319,0
7,0,36,4,0,3,1636,0
4,0,31,4,0,3,1636,0
4,0,80,3,0,2,505,0
18,0,326,26,0,9,1,0
13,0,72,5,0,3,3997,0
4,0,20,6,0,4,7,0
1,0,30,4,0,4,7,0
1,0,5,4,0,4,7,0
10,0,74,16,0,7,5350,0
1,0,7,13,0,6,1404,0
1,0,11,4,0,4,7,0
5,0,37,3,0,2,505,0
4,0,125,3,0,2,1636,0
1,0,5,1,0,1,1636,0
1,0,10,1,0,1,1636,0
5,0,72,8,0,3,5350,0
6,0,46,12,0,7,5350,0
5,0,93,10,0,4,2472,0
1,0,8,4,0,3,505,0
1,0,14,4,0,3,505,0
1,0,14,4,0,3,505,0
1,0,10,2,0,2,2319,0
23,0,282,13,0,5,5350,0
1,0,46,2,0,2,2319,0
1,0,8,2,0,2,2319,0
3,0,79,5,0,4,505,0
1,0,34,3,0,2,2319,0
1,0,29,2,0,2,2319,0
41,0,349,3,0,3,2472,0
2,0,54,3,0,2,2319,0
1,0,12,2,0,2,5350,0
1,0,25,2,0,2,5350,0
1,0,13,2,0,2,5350,0
1,0,5,2,0,2,5350,0
1,0,5,2,0,2,5350,0
43,0,350,2,0,2,5350,0
4,0,83,3,0,3,5350,0
1,0,33,4,0,4,533,0
1,0,13,5,0,3,2472,0
4,0,134,6,0,5,533,0
1,0,13,5,0,3,5350,0
1,0,6,5,0,3,5350,0
30,0,656,3,0,3,5350,0
1,0,32,5,0,5,2319,0
82,0,822,11,0,9,1636,0
1,0,17,3,0,3,5350,0
1,0,12,3,0,3,5350,0
1,0,23,3,0,3,5350,0
1,0,33,3,0,3,5350,0
1,0,1,3,0,3,5350,0
4,0,42,3,0,3,5350,0
4,0,43,3,0,3,5350,0
14,0,152,15,0,5,7,0
25,0,180,9,0,5,7,0
6,0,56,20,0,9,505,0
1,0,12,12,0,5,7,0
2,0,30,13,0,5,7,0
1,0,33,9,0,5,5350,0
1,0,147,83,0,13,5350,0
4,0,42,6,0,4,505,0
4,0,43,6,0,4,505,0
1,0,34,6,0,4,5350,0
1,0,16,19,0,9,2472,0
1,0,35,10,0,6,1636,0
24,0,192,9,0,3,1296,0
1,0,7,7,0,3,505,0
2,0,24,7,0,5,1634,0
14,0,161,18,0,10,505,0
7,0,72,8,0,3,5350,0
1,0,41,12,0,5,5350,0
1,0,57,19,0,9,2472,0
1,0,25,7,0,4,2472,0
1,0,13,16,0,7,2472,0
1,0,5,7,0,3,505,0
19,0,71,8,0,3,505,0
1,0,25,7,0,4,2472,0
6,0,95,17,0,7,505,0
1,0,13,2,0,1,3997,0
1,0,17,2,0,1,3997,0
1,0,25,7,0,4,2472,0
3,0,75,23,0,10,2472,0
1,0,25,7,0,4,2472,0
6,0,95,17,0,7,505,0
1,0,13,6,0,4,505,0
1,0,17,2,0,1,3997,0
22,0,154,18,0,7,505,0
1,0,11,9,0,4,2472,0
1,0,35,7,0,4,2472,0
6,0,93,10,0,8,5350,0
10,0,159,15,0,5,505,0
16,0,114,36,0,8,1404,0
1,0,26,6,0,4,1634,0
1,0,6,4,0,3,7,0
111,0,729,70,0,13,2319,0
58,0,562,74,0,14,1404,0
79,0,1042,99,0,15,2472,1
4,0,184,25,0,9,1634,0
113,0,563,50,0,12,5350,0
3,0,60,2,0,1,3997,0
1,0,19,2,0,1,3997,0
2,0,33,2,0,1,3997,0
22,0,246,16,0,8,2472,0
1,0,8,2,0,1,3997,0
1,0,86,31,0,9,2472,0
12,0,96,2,0,1,3997,0
17,0,194,40,0,11,505,0
6,0,138,19,0,9,1634,0
1,0,9,2,0,1,3997,0
9,0,147,18,0,7,2472,0
1,0,105,6,0,4,1634,0
3,0,47,6,0,4,1634,0
1,0,6,2,0,1,3997,0
53,0,354,8,0,3,1126,0
13,0,125,8,0,5,505,0
13,0,160,9,0,4,1126,0
20,0,198,23,0,8,2472,0
30,0,269,3,0,2,5350,0
1,0,13,6,0,4,5350,0
1,0,26,2,0,1,3997,0
1,0,7,6,0,5,1634,0
1,0,16,1,0,1,3997,0
1,0,56,29,0,9,1634,1
16,0,321,52,0,12,2319,1
1,0,11,6,0,2,5350,0
2,0,31,1,0,1,3997,0
1,0,12,1,0,1,3997,0
9,0,71,1,0,1,2319,0
2,0,19,13,0,8,1636,0
7,0,78,2,0,2,7,0
3,0,34,5,0,3,7,0
4,0,36,8,0,6,7,0
6,0,52,12,0,6,7,0
3,0,41,15,0,6,5350,0
3,0,54,42,0,9,2319,0
15,0,215,35,0,9,5350,0
5,0,103,44,0,9,2319,0
9,0,95,13,0,7,505,0
1,0,5,4,0,3,7,0
1,0,17,10,0,7,5350,0
1,0,20,13,0,7,5350,1
1,0,62,3,0,3,1634,0
1,0,20,1,0,1,3997,0
1,0,20,1,0,1,3997,0
29,0,244,23,0,8,2319,0
1,0,20,1,0,1,3997,0
1,0,57,10,0,5,2319,0
25,0,213,9,0,7,505,0
69,0,497,5,0,4,2319,0
35,0,283,13,0,7,5350,0
57,0,433,26,0,12,1636,0
1,0,10,18,0,8,1634,0
1,0,4,1,0,1,3997,0
76,0,588,24,0,7,5350,0
1,0,18,15,0,6,2319,0
1,0,9,2,0,1,5350,0
36,0,352,26,0,8,505,0
78,0,732,70,0,13,2319,1
1,0,10,15,0,7,1634,0
44,0,431,13,0,8,5350,0
20,0,154,3,0,3,1404,0
3,0,64,3,0,3,2319,0
1,0,30,3,0,3,2319,0
3,0,124,3,0,3,2319,0
1,0,85,3,0,3,2319,0
1,0,22,3,0,3,2319,0
12,0,153,7,0,5,2472,0
1,0,13,3,0,3,2319,0
1,0,7,3,0,3,2319,0
1,0,95,4,0,4,2319,0
6,0,41,4,0,4,2319,0
13,0,223,4,0,4,2319,0
4,0,76,3,0,3,2319,0
3,0,40,9,0,5,2319,0
19,0,321,11,0,7,2319,0
2,0,51,3,0,3,2319,0
11,0,169,5,0,4,5350,0
2,0,21,6,0,4,2319,0
4,0,61,3,0,3,2319,0
20,0,136,1,0,1,3997,0
50,0,368,18,0,11,505,0
19,0,266,29,0,9,1634,0
9,0,154,2,0,1,5350,0
1,0,96,1,0,1,3997,0
10,0,84,3,0,1,5350,0
11,0,61,7,0,3,5350,0
1,0,188,2,0,2,2472,0
23,0,186,7,0,3,5350,0
1,0,32,6,0,4,2319,0
12,0,150,41,0,12,505,0
2,0,16,2,0,2,5350,0
38,0,264,33,0,9,257,0
30,0,239,7,0,4,5350,0
5,0,63,3,0,2,5350,0
71,0,703,42,0,7,5350,0
9,0,76,12,0,5,505,0
1,0,10,2,0,1,5350,0
1,0,61,3,0,3,2319,0
17,0,317,39,0,12,1296,0
1,0,24,12,0,9,5350,0
1,0,27,3,0,3,5350,0
36,0,431,87,0,12,1636,0
4,0,57,4,0,3,54,0
22,0,333,17,0,8,2472,0
5,0,129,10,0,4,2472,0
1,0,24,5,0,4,5350,0
20,0,173,50,0,12,1636,0
3,0,111,9,0,4,2472,0
65,0,545,94,0,13,2319,0
1,0,8,1,0,1,1636,0
1,0,12,2,0,1,3997,0
17,0,156,40,0,12,1634,0
9,0,113,27,0,8,1636,0
1,0,39,30,0,12,5350,0
12,0,138,10,0,7,5350,0
1,0,14,8,0,3,5350,0
1,0,13,11,0,5,5350,0
47,0,413,51,0,13,2472,0
1,0,31,2,0,1,3997,0
1,0,16,2,0,1,3997,0
1,0,16,2,0,1,3997,0
13,0,108,14,0,8,2472,0
128,0,614,36,0,8,1634,0
1,0,12,2,0,1,3997,0
4,0,102,12,0,5,2472,0
1,0,19,1,0,1,5350,0
49,0,534,86,0,11,1636,0
1,0,22,4,0,3,1636,0
2,0,34,17,0,9,1636,0
12,0,194,51,0,12,5350,1
2,0,15,6,0,5,7,0
1,0,5,2,0,1,3997,0
11,0,188,11,0,4,2472,0
1,0,11,6,0,2,5350,0
71,0,530,42,0,12,1404,0
1,0,12,2,0,1,3997,0
2,0,25,12,0,8,1636,0
18,0,144,24,0,10,1634,0
1,0,9,9,0,5,505,0
7,0,282,19,0,9,505,0
1,0,22,6,0,4,54,0
1,0,51,51,0,11,5350,0
12,0,147,43,0,12,1634,0
54,0,597,113,0,13,2472,0
22,0,323,25,0,9,1296,0
1,0,53,10,0,5,5350,0
1,0,36,3,0,3,2319,0
1,0,5,2,0,2,2319,0
11,0,145,22,0,6,2472,0
1,0,76,14,0,9,1636,0
16,0,251,47,0,12,5350,0
1,0,8,3,0,2,5350,0
5,0,113,62,0,11,5350,0
87,0,696,32,0,8,1634,0
101,0,449,15,0,7,7,0
1,0,12,8,0,6,2319,0
5,0,175,40,0,9,2472,0
11,0,246,18,0,6,1636,0
1,0,16,1,0,1,3997,0
4,0,72,5,0,3,5350,0
1,0,16,1,0,1,3997,0
1,0,103,8,0,3,2472,0
103,0,1006,70,0,10,2472,0
1,0,16,4,0,3,5350,0
2,0,29,1,0,1,1296,0
3,0,81,18,0,7,5350,0
30,0,497,103,0,13,1636,0
4,0,79,21,0,8,5350,0
21,0,371,51,0,12,505,1
219,0,1666,113,0,12,1404,1
3,0,99,3,0,3,7,0
13,0,129,6,0,4,2319,0
26,0,233,10,0,6,2319,0
1,0,57,8,0,4,2319,0
5,0,83,7,0,4,3997,0
3,0,44,5,0,4,5350,0
1,0,66,3,0,3,7,0
2,0,69,10,0,6,2319,0
15,0,158,3,0,3,7,0
5,0,105,5,0,3,7,0
3,0,43,5,0,4,5350,0
3,0,100,8,0,5,2319,0
1,0,7,5,0,4,7,0
1,0,13,5,0,4,7,0
2,0,36,5,0,4,7,0
6,0,145,7,0,3,1296,0
1,0,11,8,0,2,1296,0
6,0,110,11,0,5,2319,0
7,0,131,22,0,6,1296,0
1,0,22,2,0,2,3997,0
1,0,11,1,0,1,5350,0
5,0,130,10,0,6,1636,0
6,0,59,13,0,6,1404,0
1,0,6,3,0,3,5350,0
2,0,86,32,0,9,1404,0
1,0,18,10,0,6,1296,0
1,0,7,2,0,2,1296,0
1,0,191,22,0,6,1634,0
48,0,486,18,0,7,5350,0
23,0,253,19,0,6,2319,0
20,0,224,2,0,2,1404,0
1,0,6,2,0,2,1404,0
1,0,15,1,0,1,60,0
1,0,28,4,0,3,1296,0
1,0,10,1,0,1,3997,0
1,0,9,6,0,5,505,0
1,0,13,6,0,5,505,0
2,0,53,8,0,5,505,0
1,0,8,3,0,1,1296,0
4,0,42,6,0,4,1634,0
1,0,44,6,0,5,1296,0
1,0,13,1,0,1,3997,0
1,0,19,1,0,1,3997,0
1,0,9,1,0,1,3997,0
1,0,14,5,0,4,1634,0
4,0,56,5,0,4,1634,0
3,0,41,11,0,5,1634,0
1,0,114,43,0,9,5350,0
6,0,63,15,0,7,1636,0
140,0,1373,184,0,16,2319,0
12,0,107,3,0,2,5350,0
1,0,14,2,0,2,5350,0
1,0,6,2,0,2,5350,0
1,0,7,1,0,1,3997,0
7,0,93,1,0,1,3997,0
77,0,681,45,0,9,5350,0
10,0,116,7,0,6,1634,0
1,0,22,8,0,6,2472,0
1,0,3,5,0,3,3,0
1,0,3,5,0,3,3,0
1,0,6,5,0,3,3,0
8,0,86,5,0,3,3,0
1,0,32,3,0,2,5350,0
3,0,60,11,0,3,5350,0
2,0,98,2,0,1,2472,0
1,0,24,6,0,3,5350,0
13,0,143,6,0,4,533,0
4,0,140,3,0,3,2472,0
4,0,181,17,0,6,5350,0
1,0,14,2,0,2,5350,0
22,0,192,5,0,4,533,0
8,0,148,12,0,4,5350,0
1,0,62,10,0,5,5350,0
1,0,52,4,0,2,5350,0
1,0,63,9,0,4,5350,0
1,0,11,2,0,2,5350,0
1,0,28,8,0,3,5350,0
1,0,45,2,0,2,1404,0
9,0,171,14,0,8,7,0
1,0,15,3,0,2,1296,0
1,0,57,4,0,3,1636,0
1,0,55,3,0,2,5350,0
2,0,123,30,0,11,1404,0
6,0,137,6,0,5,2319,0
24,0,306,30,0,8,2472,0
20,0,250,34,0,9,1404,0
3,0,82,2,0,1,5350,0
28,0,286,13,0,6,5350,0
3,0,65,4,0,2,5350,0
6,0,62,3,0,3,5350,0
1,0,8,2,0,1,1636,0
26,0,330,26,0,8,1636,0
1,0,6,2,0,1,1636,0
1,0,38,4,0,2,5350,0
2,0,45,2,0,2,5350,0
12,0,169,59,0,10,2472,0
2,0,27,6,0,4,2472,0
3,0,61,33,0,10,1404,0
25,0,260,9,0,5,505,0
6,0,105,5,0,2,5350,0
4,0,64,8,0,3,5350,0
3,0,38,8,0,5,5350,0
6,0,55,11,0,8,2472,0
2,0,37,1,0,1,1636,0
4,0,40,6,0,3,5350,0
19,0,162,5,0,4,2472,0
29,0,217,15,0,6,1636,0
1,0,24,13,0,5,2472,0
2,0,37,3,0,3,1126,0
10,0,177,7,0,3,5350,0
1,0,106,2,0,1,2472,0
1,0,65,2,0,2,2472,0
4,0,49,2,0,1,268,0
19,0,292,11,0,7,1296,0
1,0,33,1,0,1,1636,0
1,0,35,8,0,6,2472,0
3,0,75,6,0,3,1636,0
1,0,36,4,0,3,1636,0
16,0,213,32,0,12,5350,0
9,0,175,19,0,8,257,0
10,0,270,2,0,2,5350,0
1,0,44,5,0,4,2472,0
46,0,615,5,0,4,5350,0
51,0,594,27,0,9,1634,0
8,0,103,8,0,4,5350,0
1,0,23,4,0,2,1634,0
6,0,71,4,0,2,1634,0
1,0,10,3,0,3,1296,0
19,0,207,21,0,7,2472,0
1,0,11,3,0,3,1296,0
1,0,13,6,0,5,2319,0
7,0,106,11,0,5,2472,0
1,0,13,6,0,3,1296,0
32,0,181,12,0,6,5350,0
1,0,11,3,0,3,1296,0
1,0,19,6,0,5,2319,0
1,0,19,3,0,2,2319,0
106,0,886,18,0,7,5350,0
69,0,557,9,0,6,5350,0
5,0,37,3,0,3,1296,0
1,0,10,3,0,3,1296,0
2,0,126,3,0,3,2319,0
45,0,571,49,0,10,5350,0
2,0,71,8,0,4,2472,0
9,0,140,9,0,3,1296,0
6,0,143,6,0,5,505,0
8,0,101,4,0,3,5350,0
32,0,227,4,0,4,533,0
14,0,239,5,0,4,533,0
