McCC,CLOC,PDA,PUA,LLOC,LOC,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains.1,blank,comment,code,codeLines,target
40,0,2,5,217,304,0.0,9.0,1.0,2.0,0.0,9.0,21.0,65.0,217.0,217.0,0
35,0,0,0,230,544,0.0,0.0,0.0,0.0,1.0,0.0,32.0,281.0,230.0,230.0,0
34,0,17,2,195,302,0.0,9.0,0.0,1.0,0.0,9.0,24.0,82.0,195.0,195.0,1
62,0,6,6,333,479,0.0,8.0,1.0,3.0,0.0,8.0,41.0,104.0,333.0,333.0,0
4,0,2,1,31,53,0.0,1.0,0.0,0.0,0.0,1.0,5.0,16.0,31.0,31.0,0
51,0,23,1,324,483,1.0,28.0,0.0,1.0,0.0,28.0,31.0,127.0,324.0,324.0,1
23,0,6,2,133,187,0.0,9.0,0.0,0.0,0.0,9.0,11.0,42.0,133.0,133.0,1
1,0,0,1,32,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,32.0,32.0,1
1,0,1,0,10,33,0.0,0.0,1.0,0.0,0.0,0.0,2.0,20.0,10.0,10.0,0
4,0,1,2,34,54,0.0,0.0,0.0,1.0,0.0,0.0,5.0,14.0,34.0,34.0,0
3,0,1,11,55,83,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,55.0,55.0,1
33,0,17,12,239,379,0.0,7.0,1.0,1.0,0.0,7.0,31.0,108.0,239.0,239.0,1
46,0,19,0,181,308,1.0,0.0,0.0,0.0,0.0,0.0,28.0,98.0,181.0,181.0,1
67,0,15,5,365,535,1.0,15.0,1.0,5.0,0.0,15.0,40.0,129.0,365.0,365.0,1
19,0,2,1,91,143,0.0,0.0,0.0,0.0,1.0,0.0,8.0,43.0,91.0,91.0,0
19,0,2,1,91,144,1.0,0.0,0.0,0.0,1.0,0.0,8.0,44.0,91.0,91.0,0
19,0,2,1,92,146,1.0,0.0,0.0,0.0,1.0,0.0,8.0,45.0,92.0,92.0,0
14,0,2,1,78,127,1.0,0.0,0.0,0.0,1.0,0.0,8.0,40.0,78.0,78.0,0
14,0,2,1,79,129,1.0,0.0,0.0,0.0,1.0,0.0,8.0,41.0,79.0,79.0,0
22,0,3,1,86,135,0.0,2.0,0.0,0.0,0.0,2.0,9.0,39.0,86.0,86.0,0
20,0,3,1,118,216,1.0,0.0,0.0,0.0,0.0,0.0,14.0,83.0,118.0,118.0,0
28,0,3,1,158,206,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,158.0,158.0,1
1,0,7,0,25,72,1.0,0.0,0.0,27.0,0.0,0.0,9.0,37.0,25.0,25.0,0
104,0,9,3,449,650,0.0,6.0,1.0,2.0,0.0,6.0,37.0,163.0,449.0,449.0,0
6,0,2,0,36,71,0.0,0.0,0.0,1.0,0.0,0.0,7.0,27.0,36.0,36.0,1
34,0,13,0,132,255,0.0,1.0,1.0,3.0,0.0,1.0,23.0,99.0,132.0,132.0,1
7,0,2,1,54,86,0.0,3.0,0.0,0.0,0.0,3.0,7.0,24.0,54.0,54.0,1
110,0,41,2,696,1058,1.0,19.0,0.0,2.0,0.0,19.0,74.0,287.0,696.0,696.0,1
28,0,1,3,154,244,1.0,4.0,1.0,2.0,0.0,4.0,22.0,68.0,154.0,154.0,0
38,0,22,7,205,350,0.0,0.0,0.0,0.0,0.0,0.0,32.0,112.0,205.0,205.0,1
104,0,8,2,471,640,0.0,3.0,0.0,6.0,0.0,3.0,33.0,135.0,471.0,471.0,1
9,0,7,3,70,127,0.0,0.0,0.0,0.0,0.0,0.0,15.0,41.0,70.0,70.0,1
92,0,3,2,442,591,1.0,11.0,1.0,3.0,0.0,11.0,46.0,102.0,442.0,442.0,1
200,0,75,10,1056,1609,1.0,6.0,1.0,2.0,2.0,6.0,127.0,425.0,1056.0,1056.0,1
5,0,5,1,43,96,0.0,4.0,0.0,0.0,0.0,2.0,8.0,44.0,43.0,43.0,0
21,0,28,12,210,435,0.0,0.0,0.0,1.0,0.0,0.0,54.0,170.0,210.0,210.0,0
9,0,9,3,60,115,0.0,0.0,1.0,0.0,0.0,0.0,15.0,39.0,60.0,60.0,0
141,0,0,0,811,1208,1.0,14.0,1.0,0.0,0.0,14.0,98.0,298.0,811.0,811.0,1
15,0,3,2,66,111,1.0,0.0,1.0,0.0,0.0,0.0,6.0,38.0,66.0,66.0,0
1,0,4,1,15,50,0.0,0.0,0.0,2.0,0.0,0.0,6.0,28.0,15.0,15.0,0
24,0,0,0,108,197,0.0,1.0,0.0,1.0,0.0,1.0,16.0,72.0,108.0,108.0,0
8,0,1,7,72,97,0.0,1.0,0.0,0.0,0.0,1.0,10.0,14.0,72.0,72.0,0
3,0,10,3,72,130,0.0,6.0,0.0,0.0,0.0,6.0,17.0,40.0,72.0,72.0,0
227,0,6,10,1277,1746,0.0,61.0,1.0,8.0,1.0,58.0,115.0,353.0,1277.0,1277.0,0
5,0,1,4,61,86,0.0,2.0,0.0,0.0,0.0,2.0,10.0,14.0,61.0,61.0,0
8,0,2,1,57,97,0.0,0.0,0.0,0.0,1.0,0.0,6.0,33.0,57.0,57.0,0
8,0,2,1,57,97,0.0,0.0,0.0,0.0,1.0,0.0,6.0,33.0,57.0,57.0,0
9,0,2,3,74,123,1.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,74.0,74.0,0
26,0,9,5,181,262,1.0,10.0,0.0,2.0,0.0,10.0,27.0,53.0,181.0,181.0,1
2,0,3,0,18,50,0.0,1.0,1.0,0.0,0.0,1.0,4.0,27.0,18.0,18.0,0
14,0,13,3,131,282,0.0,0.0,1.0,2.0,0.0,0.0,24.0,126.0,131.0,131.0,0
274,0,63,21,1476,2289,0.0,18.0,1.0,7.0,1.0,17.0,147.0,665.0,1476.0,1476.0,1
27,0,1,3,122,164,0.0,4.0,0.0,0.0,0.0,1.0,12.0,29.0,122.0,122.0,0
17,0,12,6,132,233,0.0,3.0,1.0,1.0,0.0,2.0,28.0,73.0,132.0,132.0,0
17,0,23,3,122,250,0.0,2.0,0.0,5.0,0.0,2.0,28.0,99.0,122.0,122.0,1
3,0,5,0,23,57,0.0,0.0,0.0,1.0,0.0,0.0,5.0,28.0,23.0,23.0,0
20,0,1,4,201,256,0.0,2.0,0.0,0.0,0.0,2.0,22.0,32.0,201.0,201.0,0
4,0,2,1,54,93,0.0,1.0,0.0,0.0,0.0,1.0,10.0,28.0,54.0,54.0,0
1,0,5,0,12,164,0.0,0.0,0.0,1.0,0.0,0.0,9.0,142.0,12.0,12.0,1
3,0,3,0,14,40,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,14.0,14.0,1
2,0,5,0,15,119,0.0,0.0,0.0,1.0,0.0,0.0,7.0,96.0,15.0,15.0,1
1,0,1,0,4,47,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,4.0,4.0,1
2,0,7,0,32,123,0.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,32.0,32.0,1
2,0,4,1,23,55,0.0,0.0,0.0,2.0,0.0,0.0,6.0,25.0,23.0,23.0,1
48,0,4,12,205,288,1.0,0.0,0.0,1.0,0.0,0.0,37.0,45.0,205.0,205.0,0
1,0,0,1,269,311,1.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,269.0,269.0,1
50,0,20,0,180,314,1.0,0.0,0.0,0.0,0.0,0.0,29.0,104.0,180.0,180.0,1
7,0,1,5,99,136,1.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,99.0,99.0,1
30,0,5,15,156,220,1.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,156.0,156.0,0
8,0,3,1,70,129,0.0,0.0,1.0,1.0,0.0,0.0,8.0,50.0,70.0,70.0,1
36,0,7,9,274,454,0.0,3.0,0.0,0.0,0.0,0.0,92.0,87.0,274.0,274.0,0
1,0,0,4,15,35,0.0,0.0,1.0,0.0,0.0,0.0,6.0,13.0,15.0,15.0,0
69,0,29,1,355,729,0.0,0.0,1.0,1.0,0.0,0.0,69.0,304.0,355.0,355.0,0
4,0,6,0,54,131,0.0,0.0,0.0,3.0,0.0,0.0,12.0,64.0,54.0,54.0,0
13,0,5,0,96,240,1.0,1.0,0.0,2.0,0.0,1.0,30.0,113.0,96.0,96.0,0
1,0,2,0,4,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,4.0,4.0,0
1,0,3,0,7,40,0.0,0.0,0.0,1.0,0.0,0.0,3.0,29.0,7.0,7.0,0
1,0,2,0,4,23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,4.0,4.0,0
