McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
2,0,36,0,12,4057,1,0
8,0,98,0,1,4057,1,0
7,0,116,0,2,85,2,0
1,0,9,0,1,4057,1,0
1,0,65,0,18,4057,1,0
12,0,83,0,18,4057,1,0
1,0,18,0,5,4057,1,0
10,0,86,0,9,4057,1,0
30,0,103,0,13,4057,2,0
9,0,51,0,5,4057,1,0
16,0,89,0,13,4057,1,0
5,0,16,0,8,4057,1,0
18,0,106,0,8,4057,1,0
1,0,26,0,1,4057,1,0
1,0,14,0,1,4057,1,0
3,0,40,0,2,4057,2,0
78,0,580,0,39,4057,3,0
1,0,26,0,27,4057,2,0
100,0,480,0,71,4057,2,0
13,0,108,0,30,4057,2,0
10,0,82,0,13,4057,1,0
10,0,73,0,1,4057,1,0
182,0,1000,0,2,4057,1,0
93,0,598,0,2,4057,1,0
1,0,7,0,11,4057,1,0
1,0,22,0,20,4057,2,0
1,0,19,0,16,4057,2,0
1,0,5,0,9,4057,1,0
1,0,21,0,20,4057,2,0
1,0,19,0,14,4057,2,0
63,0,225,0,17,4057,1,0
1,0,27,0,3,4057,1,0
19,0,119,0,18,4057,1,0
1,0,8,0,1,4057,1,0
8,0,73,0,1,4057,1,0
7,0,69,0,1,4057,1,0
7,0,88,0,1,4057,1,0
12,0,159,0,2,85,2,0
9,0,174,0,2,85,2,0
1,0,1,0,5,4057,1,0
40,0,178,0,23,4057,2,0
9,0,72,0,21,4057,1,0
4,0,34,0,8,4057,1,0
4,0,34,0,8,4057,1,0
1,0,1,0,3,4057,1,0
1,0,1,0,3,4057,1,0
6,0,56,0,10,4057,1,0
3,0,30,0,9,4057,1,0
6,0,37,0,7,4057,1,0
2,0,33,0,4,4057,1,0
1,0,1,0,3,4057,1,0
1,0,7,0,2,4057,1,0
25,0,191,0,38,4057,1,0
15,0,624,0,35,4057,1,0
1,0,18,0,3,4057,1,0
1,0,11,0,4,4057,1,0
1,0,3,0,4,4057,1,0
1,0,1,0,2,4057,1,0
1,0,103,0,5,4057,1,0
5,0,40,0,3,4057,1,0
2,0,21,0,3,4057,1,0
4,0,49,0,3,4057,1,0
1,0,23,0,7,4057,1,0
1,0,18,0,1,4057,1,0
1,0,26,0,9,4057,1,0
1,0,18,0,1,4057,1,0
18,0,90,0,4,4057,1,0
3,0,18,0,3,4057,1,0
10,0,81,0,9,4057,1,0
3,0,27,0,3,4057,1,0
6,0,53,0,12,4057,1,0
1,0,5,0,2,4057,1,0
7,0,69,0,9,4057,1,0
2,0,35,0,9,4057,1,0
6,0,145,0,5,4057,1,0
2,0,39,0,11,4057,1,0
4,0,111,0,7,4057,1,0
1,0,1,0,3,4057,1,0
1,0,11,0,1,4057,1,0
1,0,1,0,4,4057,1,0
3,0,33,0,14,4057,1,0
3,0,33,0,14,4057,1,0
7,0,61,0,3,4057,1,0
2,0,46,0,2,4057,1,0
236,0,1091,0,11,4057,1,0
87,0,556,0,4,4057,1,0
87,0,548,0,4,4057,1,0
111,0,524,0,13,4057,1,0
51,0,365,0,3,4057,1,0
1,0,46,0,5,4057,1,0
1,0,60,0,3,4057,1,0
26,0,215,0,3,4057,1,0
20,0,150,0,10,4057,1,0
4,0,58,0,3,4057,1,0
1,0,1,0,3,4057,1,0
1,0,14,0,4,4057,1,0
11,0,73,0,5,4057,1,0
6,0,59,0,7,4057,1,0
5,0,122,0,11,4057,1,0
9,0,161,0,18,4057,1,0
1,0,74,0,1,4057,1,0
3,0,200,0,9,4057,1,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
124,0,1374,0,25,4057,1,0
3,0,248,0,2,4057,1,0
1,0,6,0,4,4057,1,0
1,0,17,0,1,4057,1,0
1,0,20,0,3,4057,1,0
1,0,19,0,2,4057,1,0
1,0,40,0,3,4057,1,0
17,0,326,0,5,4057,1,0
9,0,116,0,1,4057,1,0
1,0,20,0,4,4057,1,0
1,0,37,0,4,4057,1,0
1,0,6,0,4,4057,1,0
1,0,17,0,1,4057,1,0
1,0,21,0,3,4057,1,0
1,0,133,0,7,4057,1,0
1,0,23,0,3,4057,1,0
1,0,21,0,3,4057,1,0
1,0,76,0,4,4057,1,0
1,0,18,0,1,4057,1,0
1,0,39,0,1,4057,1,0
1,0,13,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,127,0,1,4057,1,0
1,0,130,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,128,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,129,0,3,4057,1,0
1,0,11,0,1,4057,1,0
1,0,126,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,127,0,1,4057,1,0
1,0,46,0,2,4057,1,0
1,0,17,0,4,4057,1,0
1,0,74,0,4,4057,1,0
1,0,30,0,3,4057,1,0
19,0,137,0,12,4057,1,0
3,0,49,0,14,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
5,0,72,0,15,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,238,0,2,4057,1,0
22,0,179,0,26,4057,1,0
4,0,26,0,2,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,19,0,4,4057,1,0
1,0,45,0,2,4057,1,0
2,0,83,0,4,4057,1,0
3,0,52,0,2,4057,2,0
1,0,199,0,2,4,1,0
12,0,152,0,3,4057,2,0
1,0,14,0,3,4057,2,0
1,0,24,0,3,4057,2,0
1,0,57,0,3,4057,2,0
1,0,44,0,3,4057,2,0
1,0,18,0,3,4057,2,0
5,0,69,0,3,4057,2,0
1,0,56,0,2,4,1,0
3,0,227,0,2,4,1,0
1,0,183,0,2,4,1,0
2,0,83,0,2,4,1,0
2,0,167,0,2,4,1,0
2,0,62,0,2,4,1,0
1,0,113,0,2,4,1,0
1,0,184,0,2,4,1,0
31,0,369,0,3,4057,2,0
1,0,170,0,3,4057,2,0
1,0,32,0,3,4057,2,0
12,0,139,0,2,4,1,0
5,0,84,0,2,4,1,0
1,0,18,0,3,4057,2,0
1,0,25,0,2,4,1,0
1,0,128,0,3,4057,2,0
1,0,15,0,3,4057,2,0
5,0,112,0,2,4,1,0
4,0,64,0,2,4,1,0
4,0,83,0,5,4057,2,0
1,0,15,0,4,4057,1,0
1,0,31,0,4,4057,1,0
19,0,140,0,11,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
4,0,295,0,14,1,3,0
4,0,112,0,19,1,4,0
4,0,20,0,3,4057,1,0
1,0,44,0,2,4057,2,0
3,0,107,0,5,1,2,0
2,0,43,0,1,4057,1,0
2,0,33,0,1,4057,1,0
1,0,41,0,3,4057,1,0
18,0,140,0,12,4057,1,0
18,0,139,0,11,4057,1,0
1,0,17,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,25,0,2,4057,1,0
20,0,146,0,13,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
1,0,15,0,1,4057,1,0
