McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
18,0,308,0,4735,3,11,0
1,0,122,1,4735,2,3,0
2,0,16,0,4735,1,1,0
3,0,48,0,4735,1,1,0
28,0,180,0,4735,1,1,0
10,0,101,0,4735,1,2,0
1,0,58,0,4735,1,1,0
1,0,53,0,4735,1,2,0
2,0,35,0,4735,1,1,0
1,0,21,0,4735,1,3,0
56,0,269,0,4735,3,5,1
2,0,36,0,4735,1,1,0
58,0,299,0,4735,2,7,0
2,0,35,0,4735,1,1,0
1,0,27,0,319,1,1,0
1,0,34,0,319,1,1,0
24,0,172,0,9,2,3,0
1,0,12,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,30,0,4735,1,3,0
1,0,16,0,319,1,1,0
1,0,64,0,1466,1,1,0
1,0,23,0,319,2,2,0
7,0,70,0,319,1,1,0
7,0,106,0,319,2,3,0
23,0,221,0,4735,1,2,0
1,0,59,0,762,1,2,0
1,0,6,0,4735,1,1,0
1,0,5,0,18,2,2,0
24,0,194,0,4735,2,6,0
1,0,16,0,762,3,4,0
1,0,41,0,4735,1,3,0
1,0,11,0,4735,1,1,0
1,0,38,0,4735,1,1,0
66,0,586,1,4735,4,10,0
16,0,103,0,4735,1,1,0
101,0,730,0,319,2,25,1
4,0,57,0,4735,1,2,0
10,0,169,0,4735,1,7,0
1,0,3,0,4735,1,1,0
1,0,3,0,4735,1,1,0
1,0,23,0,4735,1,1,0
1,0,14,0,4735,1,1,0
8,0,66,0,4735,1,2,0
1,0,18,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,50,0,4735,1,1,0
3,0,33,0,4735,1,1,0
6,0,60,0,4735,1,1,0
1,0,6,0,4735,1,1,0
4,0,64,0,4735,1,1,0
6,0,60,0,4735,1,1,0
1,0,7,0,4735,1,1,0
20,0,305,0,4735,1,4,1
1,0,99,0,4735,1,1,0
1,0,25,0,4735,2,2,0
7,0,69,2,4735,4,10,0
9,0,77,2,4735,4,11,0
2,0,22,0,1466,1,1,0
48,0,233,0,1466,1,1,0
9,0,75,0,11,2,2,0
7,0,161,0,1466,1,1,0
6,0,56,0,1466,2,2,1
1,0,1,0,4735,1,2,0
1,0,27,0,4735,2,3,0
5,0,50,0,4735,1,2,0
21,0,190,0,1466,2,3,0
17,0,204,0,4735,1,4,0
55,0,300,0,4735,2,9,1
1,0,60,0,4735,2,3,0
7,0,76,0,4735,1,3,0
6,0,60,0,4735,1,3,0
3,0,40,0,4735,1,3,0
38,0,242,2,4735,2,11,0
47,0,296,2,4735,2,19,1
1,0,18,0,11,2,2,0
4,0,143,0,4735,2,9,0
1,0,48,0,4735,3,6,0
1,0,32,0,4735,1,2,0
1,0,1,0,11,2,2,0
8,0,74,0,1466,3,9,0
1,0,27,0,4735,1,2,0
9,0,139,0,4735,3,12,0
1,0,18,0,11,2,2,0
6,0,127,1,4735,2,6,0
1,0,57,0,4735,2,5,0
1,0,69,0,4735,1,3,0
1,0,1,0,4735,1,2,0
13,0,168,2,4735,2,8,0
1,0,18,0,11,2,2,0
5,0,132,0,4735,2,9,0
1,0,76,0,4735,2,4,0
3,0,44,0,4735,1,4,0
13,0,106,0,4735,2,8,0
1,0,55,0,4735,1,3,0
1,0,1,0,4735,1,2,0
11,0,113,0,4735,2,8,0
1,0,15,0,4735,1,3,0
3,0,61,0,4735,2,6,0
3,0,60,0,11,2,6,0
3,0,82,0,11,2,6,0
1,0,16,0,762,1,1,0
8,0,144,0,4735,2,4,0
3,0,68,0,4735,2,4,0
6,0,81,0,4735,2,3,0
5,0,46,0,762,1,1,0
1,0,1,0,762,1,1,0
12,0,137,1,1466,4,9,0
1,0,18,0,11,2,2,0
14,0,150,0,4735,2,6,0
1,0,50,0,4735,2,5,0
1,0,106,0,4735,1,5,0
1,0,18,0,11,2,2,0
6,0,84,0,4735,1,2,0
41,0,259,0,1466,3,7,1
3,0,47,0,4735,2,3,0
5,0,128,0,4735,1,3,0
14,0,127,0,4735,1,3,0
7,0,71,0,4735,1,3,0
1,0,1,0,4735,1,2,0
4,0,75,0,4735,2,8,0
10,0,115,0,11,2,6,1
6,0,86,0,4735,2,9,0
1,0,18,0,11,2,2,0
34,0,394,0,4735,4,13,1
1,0,145,0,4735,2,5,0
11,0,102,0,4735,1,4,0
1,0,1,0,4735,1,2,0
22,0,247,2,4735,2,11,0
1,0,19,0,11,2,2,0
28,0,391,1,1466,4,9,1
1,0,116,1,762,3,5,0
1,0,1,0,4735,1,2,0
34,0,289,2,1466,5,14,1
1,0,18,0,11,2,2,0
6,0,123,0,4735,2,8,0
1,0,65,0,4735,2,5,0
3,0,40,0,4735,1,3,0
1,0,61,0,4735,2,8,0
1,0,18,0,4735,1,1,0
37,0,169,0,4735,3,12,0
5,0,33,0,4735,2,3,0
8,0,133,1,319,3,4,0
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,11,2,2,0
11,0,40,0,4735,1,2,0
5,0,37,0,4735,1,2,1
12,0,266,0,4735,3,12,0
4,0,401,0,1466,5,12,0
15,0,206,0,762,3,6,0
1,0,18,0,11,2,2,0
4,0,76,0,4735,2,6,0
1,0,43,0,4735,2,4,0
14,0,55,0,4735,1,2,0
10,0,89,1,1466,2,4,1
6,0,90,0,4735,1,1,0
16,0,111,0,4735,3,7,0
7,0,81,0,4735,2,6,0
13,0,101,0,4735,1,3,0
8,0,74,0,4735,1,3,0
15,0,68,0,4735,1,1,0
3,0,64,0,1466,2,4,0
6,0,34,0,762,1,1,0
1,0,10,0,4735,1,2,0
1,0,11,0,4735,1,2,0
5,0,67,0,762,3,4,0
47,0,376,2,762,6,23,1
1,0,18,0,11,2,2,0
30,0,372,0,4735,4,16,1
1,0,152,0,4735,4,13,1
13,0,122,0,4735,3,6,0
1,0,8,0,4735,1,1,0
13,0,164,0,4735,1,2,0
1,0,6,0,4735,1,2,0
1,0,4,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,4,0,4735,1,1,0
3,0,58,0,4735,3,9,0
3,0,43,0,4735,2,5,0
3,0,43,0,4735,3,7,0
1,0,235,0,4735,4,9,0
1,0,154,0,4735,2,5,0
1,0,399,0,4735,4,9,0
1,0,12,0,11,2,2,0
5,0,280,1,4735,4,15,0
51,0,369,1,4735,3,13,0
12,0,118,0,1466,2,2,1
7,0,41,0,4735,1,2,0
41,0,259,0,1466,2,4,1
14,0,172,0,1466,1,1,0
45,0,239,0,1466,2,6,0
55,0,540,3,1466,4,21,1
36,0,281,1,1466,2,5,1
111,0,493,1,1466,2,8,1
160,0,844,2,1466,6,18,1
76,0,478,2,89,4,16,0
10,0,150,0,89,1,1,0
25,0,197,1,89,2,2,1
22,0,212,0,89,3,6,0
68,0,404,1,89,3,7,0
5,0,117,0,89,2,4,1
42,0,209,0,762,4,5,1
20,0,183,1,4735,1,3,0
40,0,140,1,319,2,4,0
72,0,420,1,1466,2,4,0
4,0,38,0,1466,1,1,0
1,0,14,0,1466,1,1,0
26,0,228,1,1466,2,4,1
47,0,282,0,1466,2,4,0
42,0,360,0,1466,2,4,1
7,0,72,0,1466,1,1,0
2,0,33,0,1466,1,1,0
13,0,95,0,1466,1,1,0
1,0,11,0,1466,1,1,0
1,0,10,0,1466,1,1,0
21,0,112,1,1466,2,3,0
30,0,189,2,1466,2,4,0
14,0,106,0,89,3,4,1
64,0,308,0,1466,2,5,0
22,0,133,0,1466,1,2,0
1,0,11,0,1466,1,1,0
1,0,6,0,1466,1,1,0
1,0,30,0,1466,2,2,0
5,0,29,0,1466,2,2,0
1,0,15,0,1466,1,1,0
55,0,399,0,89,2,8,1
10,0,131,0,4735,1,6,0
7,0,128,0,4735,2,7,0
9,0,60,0,4735,2,8,0
3,0,94,0,4735,1,6,0
4,0,101,0,4735,1,6,0
1,0,47,0,4735,1,2,0
10,0,33,0,4735,1,1,0
22,0,109,0,4735,1,1,0
19,0,152,2,4735,2,9,0
16,0,118,0,4735,1,3,0
10,0,94,0,4735,1,3,0
9,0,84,0,4735,2,6,0
1,0,21,0,4735,1,5,0
1,0,3,0,4735,1,1,0
15,0,131,0,4735,1,6,0
19,0,237,0,4735,1,1,0
11,0,91,0,4735,1,1,1
21,0,117,0,9,2,4,0
15,0,105,0,9,2,4,0
9,0,82,0,4735,1,1,1
1,0,5,0,0,0,1,0
12,0,54,0,4735,1,1,0
7,0,79,0,4735,1,3,0
3,0,23,0,9,2,3,0
1,0,26,0,4735,1,3,0
1,0,5,0,4735,1,1,0
5,0,66,0,4735,1,2,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
8,0,65,0,4735,1,1,0
37,0,178,0,4735,1,1,0
12,0,135,0,4735,1,2,1
10,0,66,0,4735,1,1,0
43,0,202,0,4735,1,1,0
54,0,206,0,4735,1,1,1
1,0,24,0,4735,1,1,0
79,0,127,0,4735,1,1,0
13,0,199,1,4735,1,3,0
3,0,40,0,89,2,2,0
5,0,23,0,4735,1,2,1
2,0,50,0,4735,1,3,0
1,0,52,0,4735,2,2,0
56,0,306,1,1466,5,19,1
3,0,38,0,4735,2,2,0
8,0,50,0,4735,2,2,0
1,0,12,0,4735,1,1,0
1,0,26,0,4735,1,1,0
28,0,131,0,4735,1,2,0
49,0,177,1,4735,1,2,0
75,0,520,0,4735,2,10,0
1,0,37,0,4735,1,4,0
3,0,48,0,4735,2,6,0
7,0,70,0,4735,2,7,0
4,0,57,0,4735,2,6,0
1,0,10,0,4735,2,4,0
7,0,41,0,4735,2,2,0
1,0,27,0,4735,1,1,0
22,0,115,0,1466,2,3,0
7,0,51,0,1466,2,2,0
1,0,8,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,22,0,4735,1,1,0
2,0,22,0,762,2,2,0
1,0,12,0,4735,1,1,0
23,0,148,0,4735,1,1,0
8,0,37,0,4735,1,1,0
1,0,15,0,4735,1,2,0
138,0,981,1,4735,3,10,0
49,0,164,0,4735,1,5,0
1,0,53,0,4735,1,2,0
61,0,288,2,4735,1,12,0
1,0,103,0,4735,2,6,0
1,0,7,0,4735,1,1,0
8,0,73,0,4735,1,2,0
27,0,240,0,4735,1,4,1
1,0,9,0,4735,1,1,0
77,0,667,0,762,3,15,1
2,0,27,0,4735,1,1,1
49,0,237,0,4735,1,1,0
20,0,174,0,4735,1,5,0
2,0,49,0,4735,1,1,0
29,0,159,1,4735,1,6,0
81,0,355,2,4735,1,6,1
2,0,28,0,4735,1,3,0
17,0,129,1,4735,1,5,0
1,0,20,0,4735,1,1,1
68,0,211,0,4735,3,6,1
10,0,96,1,4735,1,6,1
32,0,276,0,4735,1,9,1
12,0,102,0,4735,2,3,0
1,0,30,0,4735,1,1,0
28,0,222,0,1,3,4,1
52,0,406,0,89,3,8,0
51,0,234,0,4735,1,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,25,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,6,0,4735,2,2,0
1,0,22,0,4735,2,2,0
6,0,61,1,319,2,5,0
7,0,58,0,4735,1,1,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,4735,2,2,0
1,0,22,0,4735,2,2,0
1,0,23,0,4735,2,2,0
2,0,34,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,24,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,4735,2,2,0
1,0,23,0,4735,2,2,0
2,0,29,0,4735,2,3,0
1,0,23,0,4735,2,2,0
3,0,33,0,89,1,1,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
2,0,41,0,1466,1,1,0
1,0,19,0,4735,2,2,0
2,0,30,0,4735,2,2,0
1,0,21,0,4735,2,2,0
1,0,23,0,4735,2,3,0
1,0,24,0,4735,2,2,0
1,0,19,0,4735,2,2,0
4,0,31,0,4735,2,2,0
1,0,19,0,4735,2,2,0
17,0,88,1,319,2,3,0
1,0,37,0,4735,2,5,0
1,0,12,0,4735,1,1,0
1,0,23,0,4735,2,2,0
2,0,15,0,4735,2,3,0
1,0,37,0,4735,2,2,1
2,0,32,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,32,0,1,2,2,0
1,0,19,0,4735,2,2,0
2,0,39,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,25,0,4735,2,2,0
1,0,32,0,4735,2,3,0
6,0,51,0,4735,2,2,0
64,0,145,0,762,4,8,0
1,0,22,0,4735,2,2,0
1,0,40,0,4735,2,3,0
1,0,23,0,4735,2,2,0
11,0,80,0,4735,2,2,0
1,0,21,0,4735,1,2,0
1,0,23,0,4735,2,2,0
1,0,24,0,4735,2,2,0
1,0,19,0,4735,2,2,0
1,0,19,0,4735,2,2,0
27,0,137,0,319,4,5,0
1,0,111,0,4735,2,5,0
5,0,89,0,4735,2,6,0
1,0,19,0,4735,1,4,0
6,0,52,0,1466,3,4,0
4,0,54,0,1466,2,3,1
2,0,19,0,1466,3,5,1
15,0,125,0,4735,2,3,0
3,0,31,0,4735,2,2,0
1,0,12,0,4735,1,1,0
1,0,12,0,4735,1,2,0
1,0,12,0,4735,1,1,0
2,0,590,1,4735,3,11,0
7,0,105,0,1466,1,1,0
1,0,22,0,4735,1,1,0
1,0,30,0,4735,1,4,0
1,0,16,0,4735,2,4,0
1,0,4,0,4735,2,3,0
1,0,5,0,1466,3,4,1
6,0,240,0,4735,2,6,1
4,0,189,0,1466,3,5,1
1,0,52,0,4735,1,3,1
6,0,38,0,4735,1,4,0
1,0,99,0,4735,2,4,1
3,0,282,0,4735,2,6,0
1,0,31,0,762,2,6,0
2,0,81,0,4735,1,5,0
1,0,13,0,4735,1,2,0
13,0,129,0,4735,3,21,0
1,0,6,0,4735,1,2,0
1,0,71,0,1466,2,4,0
1,0,109,0,1466,3,5,1
6,0,174,0,1466,3,7,1
7,0,243,0,1466,3,9,0
6,0,34,0,762,1,1,0
16,0,110,0,4735,2,2,1
3,0,13,0,762,1,1,0
3,0,13,0,762,1,1,0
5,0,35,0,762,1,1,0
6,0,28,0,762,1,1,0
5,0,16,0,762,1,1,0
39,0,164,0,4735,1,1,0
2,0,71,0,4735,2,2,0
52,0,281,0,4735,2,4,1
1,0,149,0,4735,1,1,0
5,0,65,1,1466,2,2,0
26,0,244,2,1466,2,10,0
70,0,287,1,4735,3,18,1
1,0,30,1,4735,1,1,0
16,0,214,0,1466,1,1,0
1,0,10,0,4735,1,1,0
44,0,248,1,4735,1,2,0
4,0,66,0,4735,1,2,0
19,0,146,0,4735,1,3,0
74,0,525,2,230,3,20,1
25,0,208,0,9,3,6,0
2,0,84,0,4735,5,32,1
2,0,18,0,4735,1,3,0
4,0,52,0,4735,1,2,0
2,0,83,0,4735,3,4,0
134,0,755,3,4735,4,27,0
3,0,50,0,4735,1,2,0
2,0,19,0,4735,1,3,0
9,0,69,0,4735,1,1,0
6,0,203,0,4735,2,9,0
1,0,80,0,4735,1,3,0
1,0,87,0,4735,1,1,0
1,0,11,0,4735,1,1,0
17,0,136,0,4735,2,8,1
50,0,448,4,1466,3,16,1
28,0,220,1,762,2,7,0
21,0,87,0,4735,1,2,0
3,0,41,0,4735,1,2,0
11,0,87,0,762,1,1,0
31,0,109,0,4735,3,8,0
9,0,76,0,4735,2,2,0
32,0,105,0,4735,1,5,0
1,0,4,0,18,1,1,0
5,0,49,0,18,1,1,0
18,0,68,0,4735,2,4,0
10,0,81,0,1466,1,1,0
32,0,160,0,1466,1,2,0
3,0,36,1,1466,2,2,0
17,0,75,0,4735,1,4,0
11,0,57,0,4735,1,2,0
10,0,100,0,18,2,2,0
39,0,148,0,4735,2,6,0
6,0,59,0,18,1,1,0
15,0,125,0,4735,3,10,0
4,0,38,0,18,1,1,0
15,0,74,0,4735,1,2,0
11,0,56,0,4735,1,3,0
2,0,27,0,18,1,1,0
11,0,64,0,4735,1,1,0
17,0,176,0,18,2,2,0
49,0,141,2,1466,2,10,0
1,0,157,0,762,3,8,1
3,0,31,0,18,2,2,0
31,0,108,0,1466,3,10,0
1,0,9,0,4735,1,1,0
14,0,65,0,4735,1,2,0
8,0,73,0,18,1,1,1
24,0,89,0,1466,3,3,1
10,0,81,0,18,1,1,1
23,0,82,0,1466,2,3,1
9,0,67,0,1466,3,4,0
21,0,90,0,9,3,5,0
9,0,83,0,4735,1,1,0
47,0,148,0,4735,1,5,0
7,0,91,0,4735,1,1,0
36,0,139,0,4735,1,5,0
7,0,124,0,4735,1,1,0
61,0,196,1,4735,1,5,0
5,0,58,0,4735,1,1,0
35,0,127,0,4735,1,5,0
7,0,87,0,4735,1,3,0
31,0,121,0,4735,1,3,0
5,0,71,0,4735,1,3,0
27,0,108,0,4735,1,3,0
4,0,39,0,762,1,4,0
20,0,93,1,762,2,10,0
3,0,35,1,762,2,6,0
21,0,99,1,762,2,10,0
4,0,39,0,762,1,5,0
19,0,89,0,762,2,8,0
3,0,34,0,762,1,6,0
26,0,124,0,762,2,8,0
21,0,80,0,4735,2,5,0
7,0,49,0,18,1,1,0
20,0,80,0,4735,2,5,0
27,0,230,0,4735,1,7,1
4,0,43,0,4735,1,1,1
21,0,95,0,762,2,3,1
21,0,96,0,762,2,4,1
6,0,38,0,4735,1,1,0
3,0,25,0,4735,1,1,0
3,0,26,0,18,1,1,0
10,0,45,0,4735,2,3,0
16,0,153,0,1466,4,5,0
50,0,137,1,1466,4,10,0
4,0,39,0,4735,1,1,0
23,0,97,0,4735,1,5,0
15,0,117,0,18,1,1,1
32,0,97,1,4735,1,2,1
17,0,125,0,18,1,1,1
34,0,90,1,4735,1,3,1
20,0,169,0,1466,3,4,0
47,0,141,1,1466,3,7,1
6,0,63,0,762,1,1,0
28,0,128,2,762,2,7,0
4,0,47,0,762,2,2,0
26,0,139,2,762,3,9,0
15,0,68,0,4735,1,3,0
28,0,97,0,4735,1,4,0
21,0,87,0,4735,1,2,0
15,0,76,0,4735,1,3,0
5,0,39,0,18,1,1,0
16,0,86,1,4735,2,6,0
1,0,8,0,4735,1,2,0
1,0,250,1,1466,4,9,0
2,0,24,0,4735,1,1,0
32,0,232,1,4735,3,16,0
1,0,9,0,4735,1,1,0
29,0,225,0,18,2,4,0
67,0,188,2,1466,3,12,1
29,0,101,0,4735,3,6,0
2,0,208,0,18,1,1,0
22,0,85,0,4735,3,6,0
7,0,61,0,89,1,1,0
21,0,101,0,4735,2,2,0
8,0,44,0,89,1,1,0
8,0,55,0,89,1,1,0
18,0,94,0,4735,2,2,0
28,0,143,1,319,3,5,0
2,0,27,0,18,1,1,0
10,0,59,0,4735,1,1,0
7,0,57,0,18,1,1,0
16,0,71,0,4735,1,1,0
4,0,38,1,4735,2,2,0
11,0,63,0,4735,1,1,0
4,0,32,0,18,1,1,0
9,0,57,0,4735,1,1,0
2,0,44,0,18,1,1,0
12,0,73,0,4735,1,3,1
25,0,100,0,4735,1,6,0
2,0,47,0,18,1,1,0
13,0,76,0,4735,1,6,0
5,0,72,0,4735,1,2,0
60,0,199,0,4735,1,13,1
9,0,80,0,4735,2,2,0
22,0,95,1,319,2,6,1
5,0,51,0,762,2,2,0
19,0,90,1,762,2,9,0
5,0,46,0,4735,2,4,0
5,0,39,0,18,2,2,0
12,0,74,0,4735,1,5,0
1,0,25,0,4735,1,1,0
3,0,40,0,4735,1,1,0
1,0,25,0,4735,1,1,0
3,0,40,0,4735,1,1,0
45,0,302,0,1466,5,12,0
12,0,63,1,1466,3,6,1
94,0,340,0,1466,2,5,0
1,0,44,0,4735,1,3,0
33,0,365,0,4735,1,6,0
2,0,24,0,4735,1,2,0
5,0,70,0,4735,1,3,0
6,0,35,0,9,2,2,0
1,0,22,0,9,1,1,0
1,0,20,0,9,2,2,0
3,0,57,0,9,1,1,0
3,0,51,0,9,1,1,0
1,0,30,0,9,1,1,0
1,0,19,0,9,1,1,0
5,0,40,0,9,1,1,0
6,0,47,0,9,1,1,0
1,0,12,0,9,2,2,0
5,0,67,0,9,2,2,0
1,0,9,0,4735,1,1,0
1,0,17,0,4735,1,1,0
71,0,501,1,4735,1,11,0
6,0,71,0,4735,1,2,0
2,0,20,0,4735,1,1,0
2,0,77,0,4735,1,1,0
35,0,452,0,1466,2,7,0
18,0,147,1,4735,1,3,1
9,0,56,0,4735,1,1,0
1,0,31,0,4735,1,2,0
2,0,80,0,4735,1,1,0
23,0,148,0,89,1,1,0
2,0,21,0,89,1,1,0
5,0,617,0,1466,4,10,0
132,0,617,1,319,2,11,0
35,0,205,0,4735,1,1,0
7,0,118,0,1466,3,3,1
5,0,54,0,4735,2,11,0
1,0,10,1,4735,1,1,0
3,0,50,0,4735,1,2,0
1,0,84,0,4735,1,5,0
9,0,88,0,4735,1,2,0
1,0,34,0,4735,1,2,0
1,0,34,0,4735,1,2,0
9,0,86,0,1466,2,3,0
11,0,122,0,1466,2,5,1
34,0,263,1,4735,1,13,0
1,0,62,0,4735,1,2,0
74,0,506,1,4735,1,10,0
3,0,52,0,4735,1,2,0
3,0,76,0,4735,1,2,0
19,0,131,1,4735,1,8,1
30,0,339,0,319,2,4,0
25,0,230,1,4735,4,10,1
1,0,32,0,4735,1,4,0
10,0,82,0,4735,1,7,1
2,0,75,0,4735,1,2,0
1,0,4,0,4735,1,1,0
2,0,24,0,4735,1,1,0
15,0,241,0,1466,2,3,0
3,0,32,0,4735,1,1,0
5,0,58,0,4735,1,1,0
40,0,211,0,4735,1,4,0
24,0,344,0,1466,2,4,0
34,0,196,0,4735,1,3,0
38,0,757,0,1466,2,7,0
1,0,46,0,4735,1,1,0
2,0,110,0,1466,2,2,0
11,0,80,0,4735,1,1,0
4,0,186,0,4735,1,1,0
10,0,267,0,1466,2,3,0
2,0,31,0,4735,1,1,0
15,0,319,1,4735,1,3,0
1,0,70,0,4735,1,1,0
7,0,218,0,4735,1,1,0
4,0,35,0,4735,1,1,0
16,0,291,0,4735,2,10,0
20,0,84,0,319,2,4,0
23,0,117,0,762,3,11,0
11,0,64,1,89,2,2,1
2,0,127,0,762,3,11,0
5,0,81,0,4735,1,2,0
3,0,49,0,1466,1,1,0
27,0,144,0,4735,1,1,0
6,0,154,0,762,1,2,1
22,0,554,0,1466,2,4,1
59,0,493,0,1466,3,5,0
3,0,18,0,319,1,1,0
75,0,334,0,4735,2,6,1
5,0,78,0,762,2,3,1
4,0,77,0,762,1,2,0
7,0,61,0,1466,3,4,1
9,0,127,0,762,2,3,1
4,0,38,0,762,1,1,0
5,0,57,0,4735,2,3,0
1,0,7,0,4735,1,1,0
27,0,99,0,762,1,2,0
21,0,104,0,762,2,5,0
1,0,8,0,4735,1,1,0
2,0,28,0,4735,1,1,0
7,0,95,0,1466,1,1,0
1,0,16,0,762,1,1,0
36,0,174,1,4735,3,14,1
3,0,47,0,4735,1,2,0
1,0,64,0,4735,1,1,0
2,0,62,0,762,1,2,0
1,0,58,0,4735,1,1,0
1,0,37,0,4735,1,1,0
11,0,90,2,1466,2,5,0
22,0,180,0,762,3,4,0
77,0,181,0,762,3,4,0
6,0,67,0,1466,2,2,0
63,0,278,4,762,4,25,0
1,0,111,0,762,3,4,0
21,0,126,0,762,4,9,1
3,0,51,0,4735,1,1,0
92,0,600,1,4735,3,11,0
5,0,69,1,1466,2,2,0
16,0,194,0,4735,1,1,0
7,0,83,0,762,1,1,0
15,0,439,0,1466,3,18,0
3,0,135,0,4735,1,1,0
6,0,109,0,4735,2,7,0
6,0,58,0,762,1,3,0
9,0,126,0,762,3,7,0
1,0,44,0,4735,2,7,0
7,0,130,0,762,2,9,0
11,0,113,2,1466,3,14,0
1,0,37,0,4735,1,1,0
5,0,125,0,762,2,2,0
1,0,37,0,4735,1,1,0
2,0,16,0,4735,1,1,0
25,0,262,0,1466,1,1,0
5,0,78,0,1466,1,1,0
9,0,42,0,1466,1,1,0
2,0,36,0,1466,1,1,0
1,0,16,0,1466,1,1,0
1,0,24,0,1466,1,1,0
9,0,110,0,1466,3,5,0
5,0,49,0,762,2,2,1
5,0,63,0,4735,1,1,0
22,0,85,0,4735,1,4,0
5,0,57,1,762,2,2,0
