Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,numberOfBugsFoundUntil:,numberOfNonTrivialBugsFoundUntil:,numberOfMajorBugsFoundUntil:,numberOfCriticalBugsFoundUntil:,numberOfHighPriorityBugsFoundUntil:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc
0,42,1,152,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,20,7,1,0,7,11,0.25,0.0934579,10,5,1,3,0.0934579,10,1,1,0,0,1,97,111,0,0,0,0,4,0,3,0,4,64,0,3,0,97,111,0,0,0,0,4,0,3,0,4,64,0,3,0,20.0,8.0,2.0,0.0,12.0,0,0.0,0.0,0.0,0.0,27.0,0.0,4.0,3.0,166.0,33.0,6.14815,94.0,13.0,3.48148,72.0,30.0,2.66667,131.714,71.8365,17.4173,0.0406919,0.213667,9.60145,0.405264,18.0,1.0,1.0,17.0,10.0,0.0,0.0,0.0,104.0,5.0,10.0,0.0,1.0,0.0,4.0,42.0,14.0
0,43,1,172,2,0.636238,1,4,2,0.323077,0.363636,42,40,1,1,1,17,6,1,1,15,23,0.166667,0.0434783,5,5,1,5,0.0434783,5,1,1,0,0,1,110,130,5,1,5,1,8,0,5,1,8,64,0,5,1,110,130,5,1,5,1,8,0,5,1,8,64,0,5,1,13.0,3.0,1.0,0.0,8.0,0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,2.0,84.0,22.0,4.42105,54.0,11.0,2.84211,30.0,12.0,1.57895,131.714,79.3333,12.7082,0.0131735,0.195111,9.45757,0.358755,17.0,1.0,1.0,16.0,28.0,0.0,5.0,0.0,108.0,8.0,11.0,5.0,3.0,0.0,5.0,71.0,12.0
0,33,1,268,2,0.812844,8,38,9,0.584746,0.823529,138,126,5,5,5,35,0,4,5,0,12,0.416667,0.304545,67,57,5,7,0.304545,67,0,0,0,0,0,153,236,2,1,2,1,12,0,11,0,12,84,0,11,0,153,236,2,1,2,1,12,0,11,0,12,84,0,11,0,4.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,13.0,8.0,3.25,13.0,9.0,3.25,0.0,1.0,0.0,131.714,52.3736,3.40309,0.00115554,0.0145359,0.10696,0.0380541,15.0,1.0,4.0,11.0,36.0,0.0,2.0,0.0,129.0,9.0,9.0,2.0,1.0,0.0,8.0,51.0,21.0
0,40,1,140,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,10,2,3,3,3,8,0.25,0.09375,6,3,1,3,0.105882,9,0,0,0,0,0,58,82,2,0,2,0,5,0,3,0,5,35,0,3,0,76,101,2,0,2,0,6,0,4,0,6,47,0,4,0,7.0,2.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,23.0,11.0,2.55556,18.0,6.0,2.0,5.0,5.0,0.555556,131.714,58.3975,7.65102,0.00309046,0.0340622,0.241727,0.094682,6.0,1.0,2.0,4.0,10.0,0.0,2.0,0.0,89.0,5.0,9.0,2.0,2.0,0.0,3.0,27.0,12.0
0,33,1,102,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,6,6,3,3,8,13,0.2,0.190476,8,7,1,4,0.130435,9,1,1,3,4,1,34,43,19,7,2,0,5,0,4,0,35,13,1,20,2,60,70,19,7,2,0,7,0,6,0,45,23,1,30,2,20.0,9.0,2.0,0.0,12.0,0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,92.0,20.0,4.0,94.0,48.0,4.08696,-2.0,7.0,-0.0869565,91.0,30.3292,14.8014,0.0165028,0.219826,9.55998,0.459759,4.0,2.0,0.0,4.0,6.0,3.0,2.0,8.0,37.0,4.0,25.0,2.0,1.0,0.0,3.0,13.0,6.0
0,28,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,7,1,21,15,0,7,0.25,0.55,11,11,2,6,0.55,11,0,0,7,7,0,9,22,0,4,0,4,7,0,7,0,7,0,0,7,0,9,22,0,4,0,4,7,0,7,0,7,0,0,7,0,7.0,3.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,23.0,6.0,2.55556,23.0,8.0,2.55556,0.0,3.0,0.0,120.429,39.6646,5.28932,0.00253156,0.146735,9.19003,0.187077,11.0,1.0,11.0,0.0,21.0,9.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,7.0,7.0,0.0
0,67,1,565,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,90,12,23,51,18,48,0.411765,0.216146,83,53,7,10,0.193258,86,0,0,6,15,0,301,429,17,7,17,7,30,1,16,2,30,158,1,16,2,359,499,20,7,20,7,36,1,21,2,44,183,1,29,2,29.0,15.0,4.0,0.0,22.0,1,0.0,0.0,0.0,1.0,40.0,0.0,0.0,2.0,397.0,63.0,9.925,234.0,28.0,5.85,163.0,63.0,4.075,91.0,38.4887,14.923,0.0705046,0.256853,9.63668,0.557703,26.0,1.0,17.0,9.0,351.0,6.0,17.0,0.0,270.0,27.0,0.0,9.0,2.0,0.0,13.0,147.0,71.0
0,27,1,75,2,0.0,0,0,0,0.0,0.0,0,0,2,3,1,10,7,13,17,8,13,0.5,0.375,18,17,3,3,0.375,18,0,0,0,0,0,30,49,1,3,1,3,5,1,5,0,5,13,1,5,0,30,49,1,3,1,3,5,1,5,0,5,13,1,5,0,7.0,2.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,62.0,18.0,6.88889,5.0,3.0,0.555556,57.0,18.0,6.33333,48.8571,10.2903,6.32077,0.00427754,0.180927,9.28597,0.35212,15.0,1.0,12.0,3.0,10.0,0.0,1.0,0.0,27.0,5.0,9.0,0.0,0.0,1.0,5.0,20.0,10.0
0,42,1,147,2,0.0,0,0,0,0.0,0.0,0,0,1,6,5,28,9,19,7,9,17,0.4,0.174757,18,10,2,3,0.174757,18,0,0,2,4,0,85,106,1,1,1,1,8,0,4,1,8,45,0,4,1,85,106,1,1,1,1,8,0,4,1,8,45,0,4,1,28.0,11.0,0.0,0.0,13.0,0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,2.0,157.0,34.0,4.24324,184.0,44.0,4.97297,-27.0,9.0,-0.72973,139.714,47.5505,23.4001,0.0932042,0.235162,9.77762,0.453967,21.0,1.0,11.0,10.0,28.0,2.0,1.0,0.0,83.0,8.0,0.0,1.0,1.0,0.0,5.0,31.0,25.0
0,27,1,52,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,5,5,0,0,5,7,0.5,0.214286,6,6,1,1,0.214286,6,0,0,0,0,0,22,26,1,1,1,1,2,0,1,0,2,10,0,1,0,22,26,1,1,1,1,2,0,1,0,2,10,0,1,0,9.0,4.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,37.0,7.0,2.84615,34.0,7.0,2.61538,3.0,3.0,0.230769,139.714,56.0386,10.3181,0.00722859,0.170254,9.35004,0.262004,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,5.0
0,38,1,110,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,17,6,5,6,5,10,0.4,0.205479,15,12,2,3,0.205479,15,1,1,5,5,1,58,73,18,7,1,1,5,0,4,0,34,28,1,19,2,58,73,18,7,1,1,5,0,4,0,34,28,1,19,2,6.0,3.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,155.0,102.0,15.5,154.0,104.0,15.4,1.0,102.0,0.1,43.0,3.29217,4.83045,0.0195924,0.172387,9.23327,0.316587,7.0,2.0,1.0,6.0,6.0,5.0,1.0,8.0,50.0,4.0,25.0,1.0,0.0,0.0,3.0,23.0,14.0
0,23,1,41,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,4,3,2,2,4,6,1.0,0.2,4,4,1,0,0.2,4,1,1,2,2,1,16,19,1,1,0,0,2,0,0,0,10,6,0,4,1,16,19,1,1,0,0,2,0,0,0,10,6,0,4,1,2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,46.0,38.0,9.2,40.0,38.0,8.0,6.0,38.0,1.2,43.0,4.6646,3.36942,0.00508533,0.154009,9.16285,0.244217,6.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,13.0,2.0,7.0,0.0,0.0,0.0,0.0,9.0,3.0
0,35,1,134,2,0.158915,1,1,1,0.16,0.180556,16,13,1,2,2,7,1,3,6,1,3,0.5,0.175439,10,8,1,1,0.181818,16,0,0,3,3,0,47,66,3,0,3,0,2,1,1,0,2,26,1,1,0,72,100,3,0,3,0,7,1,6,0,7,37,1,6,0,40.0,20.0,2.0,1.0,24.0,1,1.0,0.0,0.0,0.0,49.0,1.0,2.0,3.0,523.0,142.0,10.6735,522.0,95.0,10.6531,1.0,47.0,0.0204082,146.857,32.4947,19.681,0.278898,0.186151,9.58032,0.254718,14.0,1.0,4.0,10.0,1.0,4.0,3.0,0.0,85.0,2.0,9.0,2.0,0.0,0.0,1.0,20.0,3.0
0,30,1,299,2,0.189208,1,14,2,0.0962963,0.111111,26,26,2,28,3,78,12,1,1,30,42,0.0833333,0.0930233,24,7,1,11,0.0930233,24,1,1,0,0,1,234,270,10,25,9,7,12,1,11,2,45,155,1,44,10,234,270,10,25,9,7,12,1,11,2,45,155,1,44,10,13.0,11.0,0.0,0.0,9.0,1,1.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,228.0,54.0,12.6667,70.0,34.0,3.88889,158.0,37.0,8.77778,42.0,5.4693,5.39677,0.0188257,0.181826,9.26485,0.350936,14.0,2.0,1.0,13.0,66.0,0.0,9.0,0.0,223.0,12.0,41.0,8.0,1.0,0.0,11.0,196.0,75.0
0,90,1,1883,2,0.0695168,4,32,8,0.0746934,0.0833894,134,124,2,12,10,391,40,14,32,96,135,0.0909091,0.157503,275,29,2,20,0.156073,275,0,0,0,0,0,1471,1772,39,17,39,17,39,1,21,1,39,932,1,21,1,1487,1794,41,19,41,19,43,1,25,2,43,936,1,25,2,131.0,84.0,13.0,5.0,64.0,1,0.0,0.0,0.0,1.0,184.0,10.0,3.0,4.0,4454.0,316.0,24.2065,3718.0,450.0,20.2065,736.0,298.0,4.0,123.857,58.9271,30.9467,1.00768,0.322671,10.1232,0.698325,60.0,1.0,18.0,42.0,666.0,0.0,39.0,0.0,1550.0,37.0,9.0,34.0,12.0,0.0,20.0,902.0,353.0
0,24,1,40,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,7,3,3,6,7,0.5,0.263158,5,4,1,1,0.263158,5,0,0,0,0,0,14,17,1,0,1,0,1,0,1,0,1,7,0,1,0,14,17,1,0,1,0,1,0,1,0,1,7,0,1,0,15.0,9.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,65.0,16.0,3.61111,77.0,33.0,4.27778,-12.0,9.0,-0.666667,123.857,48.2066,16.0226,0.0307058,0.232435,9.60603,0.422572,8.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,12.0,1.0,9.0,0.0,0.0,0.0,1.0,8.0,3.0
0,29,1,82,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,12,6,10,19,5,13,0.142857,0.16,8,4,1,6,0.16,8,1,1,0,0,1,42,54,1,1,1,1,8,0,6,0,8,16,0,6,0,42,54,1,1,1,1,8,0,6,0,8,16,0,6,0,22.0,15.0,0.0,0.0,13.0,1,0.0,0.0,0.0,0.0,27.0,0.0,1.0,3.0,94.0,10.0,3.48148,75.0,10.0,2.77778,19.0,7.0,0.703704,123.857,66.9574,17.3813,0.0279405,0.22321,9.61825,0.439185,15.0,1.0,10.0,6.0,28.0,0.0,1.0,0.0,41.0,8.0,13.0,1.0,1.0,0.0,6.0,25.0,11.0
