McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
36,0,176,2,4,11,1283,0
1,0,7,0,2,2,219,0
1,0,19,0,2,2,219,0
20,0,94,1,6,15,1464,0
1,0,33,0,2,2,219,0
1,0,55,0,2,2,219,0
10,0,62,2,4,12,1283,0
1,0,4,0,2,5,219,0
1,0,60,0,4,6,219,0
2,0,48,1,5,15,592,0
8,0,47,0,5,12,219,0
8,0,47,1,7,12,1,0
3,0,23,1,3,4,2597,0
1,0,35,0,2,2,219,0
1,0,7,0,2,2,219,0
1,0,607,1,5,17,1464,0
1,0,11,0,2,2,219,0
1,0,24,0,2,2,219,0
1,0,11,0,2,2,219,0
1,0,19,0,2,2,219,0
1,0,50,1,8,21,1464,0
171,0,1180,5,10,138,2597,1
1,0,5,0,2,3,219,0
2,0,27,0,4,8,1464,0
1,0,53,1,3,5,219,0
23,0,164,0,7,83,219,0
1,0,4,0,4,6,219,0
1,0,6,0,4,6,219,0
1,0,17,0,6,26,219,0
8,0,111,0,7,31,219,0
3,0,34,1,4,8,219,0
6,0,278,7,7,42,1464,0
1,0,16,0,2,3,219,0
2,0,103,0,4,7,219,0
9,0,61,0,4,5,219,0
1,0,31,0,5,13,219,0
13,0,235,0,7,29,219,0
1,0,7,0,3,3,219,0
9,0,60,0,5,9,219,0
9,0,60,0,4,5,219,0
1,0,6,0,3,7,219,0
10,0,78,4,5,21,592,0
1,0,54,4,5,42,2597,0
58,0,499,21,9,103,1464,0
7,0,52,0,1,4,2597,0
1,0,8,0,1,3,2597,0
2,0,21,0,2,2,2597,0
1,0,4,0,1,2,2597,0
1,0,5,0,2,3,2597,0
18,0,169,7,7,68,2597,1
1,0,19,0,3,7,1283,0
3,0,10,0,1,5,2597,0
1,0,5,0,1,1,2597,0
1,0,18,0,2,4,1464,0
20,0,131,0,4,9,219,0
1,0,8,0,3,5,343,0
5,0,19,0,2,2,2597,0
1,0,16,0,1,3,2597,0
8,0,97,6,5,14,423,0
9,0,42,0,1,3,2597,0
39,0,286,8,7,46,1464,0
4,0,39,0,2,3,2597,0
10,0,206,1,5,10,1283,0
2,0,109,2,4,13,1464,0
1,0,5,1,2,2,2597,0
3,0,28,1,3,4,1464,0
1,0,8,0,1,2,1464,0
2,0,24,0,3,6,1464,0
7,0,36,0,1,4,2597,0
4,0,35,3,5,12,423,0
19,0,92,1,2,5,1464,0
4,0,37,0,3,8,1283,0
2,0,68,5,7,46,2597,0
1,0,12,0,1,1,1464,0
1,0,40,0,2,2,263,0
2,0,52,0,1,2,1283,0
6,0,50,0,3,5,2597,0
6,0,41,3,5,9,592,0
5,0,61,0,2,6,1464,0
4,0,51,0,3,8,1283,0
7,0,56,0,5,12,1283,0
2,0,45,0,4,12,1283,0
6,0,51,0,4,8,1283,0
9,0,76,2,3,17,1464,0
1,0,4,0,1,1,343,0
1,0,9,0,2,2,2597,0
14,0,79,0,4,8,1283,0
133,0,590,4,6,18,1464,0
41,0,175,0,2,10,2597,0
1,0,16,0,2,2,2597,0
4,0,36,0,2,6,2597,0
1,0,6,0,4,8,423,0
1,0,46,1,5,25,1464,0
137,0,748,14,11,172,423,0
1,0,10,0,2,3,2597,0
8,0,128,0,1,2,1283,0
1,0,11,0,6,10,592,0
7,0,80,0,6,16,592,0
1,0,14,1,4,7,1464,0
12,0,105,1,5,13,1464,0
1,0,9,0,2,2,219,0
2,0,34,0,3,5,219,0
1,0,11,0,4,4,1283,0
6,0,55,0,4,7,1283,0
1,0,6,0,3,3,219,1
1,0,22,0,3,3,219,1
1,0,12,0,3,3,219,0
1,0,16,0,3,4,219,0
1,0,48,0,3,3,219,0
1,0,114,0,5,8,219,0
1,0,22,0,7,16,95,0
8,0,171,0,8,30,95,0
1,0,10,0,2,4,219,0
5,0,91,0,6,15,95,0
1,0,13,0,2,4,219,0
7,0,145,2,8,36,95,0
1,0,24,3,6,10,219,0
1,0,156,4,7,19,219,0
1,0,14,0,4,5,219,0
1,0,28,0,5,13,1283,0
10,0,265,1,8,40,1464,0
1,0,15,0,3,3,219,0
7,0,71,1,3,7,1283,0
10,0,84,2,7,24,1464,0
8,0,92,5,5,25,592,0
1,0,5,0,1,2,2597,0
16,0,102,0,8,34,1464,0
1,0,63,0,1,1,2597,0
1,0,4,0,1,1,2597,0
1,0,7,0,2,7,423,0
1,0,39,2,6,15,1283,1
40,0,363,5,7,33,1464,1
1,0,25,1,2,3,2597,0
8,0,38,2,5,18,56,0
1,0,9,0,1,1,2597,0
1,0,10,0,1,1,2597,0
5,0,34,0,1,1,2597,0
1,0,7,0,1,1,2597,0
1,0,14,0,1,3,2597,0
1,0,24,0,3,6,2597,0
1,0,59,0,4,10,423,0
1,0,4,0,1,1,2597,0
1,0,16,0,1,1,2597,0
1,0,15,0,1,1,2597,0
1,0,36,0,5,16,2597,0
70,0,451,12,9,81,95,0
1,0,23,0,3,7,2597,0
31,0,192,0,8,25,2597,0
9,0,57,1,2,6,2597,0
1,0,6,0,2,3,423,0
9,0,61,1,3,11,1283,0
1,0,4,0,1,3,2597,0
1,0,50,0,5,7,1464,0
75,0,753,15,11,134,1464,0
2,0,48,0,8,36,1464,0
1,0,28,0,4,8,1464,1
10,0,212,1,4,33,423,0
1,0,81,0,4,12,1283,0
7,0,86,1,5,18,423,0
1,0,19,0,3,3,1464,0
1,0,40,0,1,2,1283,0
2,0,23,1,4,9,423,0
1,0,10,0,3,5,1464,0
1,0,8,0,2,2,592,0
1,0,48,2,4,7,423,0
56,0,333,4,7,53,1464,0
2,0,92,1,4,15,1464,0
7,0,41,5,4,18,95,0
15,0,277,1,5,41,1464,0
11,0,97,1,5,10,56,0
8,0,83,0,3,7,2597,0
1,0,34,0,3,6,1283,0
1,0,34,0,4,8,1283,0
1,0,40,0,3,5,1283,0
1,0,72,0,1,1,343,0
1,0,33,0,1,1,343,0
1,0,20,0,3,5,1283,0
1,0,26,0,1,1,343,0
1,0,19,0,1,1,343,0
6,0,38,0,1,1,1283,0
1,0,5,0,1,1,1283,0
2,0,24,0,3,3,2597,0
1,0,23,0,2,8,1283,0
1,0,28,0,1,1,343,0
46,0,170,0,2,2,2597,0
23,0,170,1,6,20,95,0
1,0,16,0,3,5,592,0
1,0,7,0,2,4,2597,0
4,0,30,0,1,1,2597,0
1,0,25,0,1,1,343,0
101,0,312,2,5,22,2597,0
47,0,228,5,4,11,2597,0
139,0,560,5,4,15,2597,0
7,0,40,1,3,6,1464,0
204,0,734,5,5,35,1464,0
111,0,446,7,8,22,1464,0
96,0,466,4,5,13,95,0
1,0,24,0,4,7,219,0
1,0,41,0,4,6,219,0
166,0,635,6,4,17,2597,0
18,0,133,0,2,7,2597,0
3,0,60,0,4,6,219,0
1,0,14,0,5,8,592,0
30,0,173,1,5,9,592,0
3,0,33,1,3,6,2597,0
1,0,6,0,1,4,2597,0
9,0,63,1,3,8,1283,0
14,0,113,0,2,3,2597,0
1,0,17,0,1,1,2597,0
1,0,25,0,1,1,2597,0
28,0,335,0,2,5,31,0
54,0,527,4,5,42,1283,0
151,0,973,23,12,178,38,1
1,0,8,0,2,3,1464,0
1,0,4,0,1,3,2597,0
44,0,252,10,7,46,2597,1
1,0,14,0,1,1,2597,0
1,0,12,0,3,7,2597,0
68,0,482,5,7,65,2597,0
1,0,23,0,5,13,2597,0
1,0,47,1,7,34,2597,0
30,0,100,5,3,12,2597,0
3,0,39,2,3,6,1283,0
1,0,15,4,3,12,1464,0
22,0,119,18,6,48,1464,0
3,0,34,0,3,6,423,0
1,0,16,0,1,1,1464,0
1,0,22,1,3,8,423,0
1,0,9,0,2,3,2597,0
1,0,24,0,2,6,95,0
1,0,17,0,1,3,1464,0
3,0,49,0,1,5,1464,0
3,0,27,0,2,5,2597,0
24,0,101,2,2,11,2597,0
10,0,54,1,5,11,219,0
1,0,33,0,1,1,1464,0
1,0,108,0,2,4,219,0
1,0,46,0,2,4,219,0
1,0,32,0,2,4,219,0
1,0,31,0,4,5,219,0
1,0,26,0,2,4,219,0
1,0,31,0,2,4,219,0
1,0,9,0,1,4,2597,0
37,0,176,12,7,48,2597,0
1,0,38,0,1,3,2597,0
19,0,142,5,4,12,1464,0
6,0,110,2,4,9,423,0
4,0,72,2,3,9,2597,0
1,0,4,0,1,4,2597,0
1,0,22,0,1,3,2597,0
9,0,67,1,2,6,1283,0
7,0,57,0,1,1,2597,0
3,0,40,2,3,13,1283,0
112,0,439,13,6,47,2597,0
3,0,32,1,1,4,2597,0
1,0,24,2,4,15,423,0
1,0,35,2,3,9,423,0
16,0,90,1,5,5,56,1
21,0,127,3,4,21,2597,1
21,0,161,5,7,35,1464,0
5,0,46,1,3,9,1464,0
10,0,111,0,2,5,2597,0
52,0,277,4,3,47,2597,1
1,0,15,0,1,1,2597,0
7,0,91,0,3,4,592,0
22,0,137,0,2,2,592,0
22,0,132,0,2,3,2597,0
43,0,202,0,2,2,592,0
8,0,63,0,2,2,592,0
12,0,102,0,2,2,592,0
25,0,161,0,2,3,592,0
34,0,152,0,2,2,592,0
12,0,104,0,2,2,592,0
21,0,127,0,2,4,592,0
3,0,12,0,1,1,2597,0
3,0,12,0,1,1,2597,0
1,0,9,0,1,3,2597,0
3,0,14,0,1,3,2597,0
3,0,18,0,1,3,2597,0
1,0,4,0,1,3,2597,0
1,0,9,0,1,3,2597,0
1,0,9,0,1,3,2597,0
3,0,24,0,2,4,2597,0
4,0,17,0,1,3,2597,0
1,0,9,0,1,3,2597,0
2,0,12,0,3,7,1283,0
5,0,34,1,2,6,1464,0
3,0,26,0,1,4,2597,0
2,0,23,0,1,5,2597,0
3,0,28,0,2,7,2597,0
2,0,22,0,1,4,2597,0
2,0,22,0,1,5,2597,0
8,0,47,0,2,3,2597,0
1,0,11,0,1,3,2597,0
1,0,11,0,1,3,2597,0
1,0,55,1,2,6,1464,0
1,0,61,0,3,5,1464,0
1,0,50,0,1,2,2597,0
1,0,28,0,2,9,1464,0
1,0,5,0,1,1,592,0
1,0,6,0,2,3,592,0
2,0,46,1,4,11,2597,0
7,0,92,0,3,5,263,0
1,0,81,2,5,12,1283,0
14,0,88,2,4,13,1283,0
1,0,10,0,1,1,2597,0
17,0,99,0,3,7,1283,0
1,0,4,0,1,1,2597,0
38,0,248,2,7,32,1464,0
8,0,51,0,1,1,263,0
1,0,12,0,1,1,2597,0
1,0,9,0,2,5,1283,0
1,0,5,0,1,1,2597,0
2,0,20,0,3,7,1283,0
6,0,42,0,2,3,1283,0
1,0,16,1,2,2,1464,0
1,0,5,0,2,3,1283,0
1,0,18,0,1,2,2597,0
4,0,26,2,5,12,95,0
1,0,14,0,2,3,1464,0
6,0,36,0,2,7,423,0
33,0,185,0,4,4,1283,0
1,0,32,0,1,7,2597,0
1,0,25,0,1,4,2597,0
1,0,17,0,1,2,2597,0
1,0,17,0,1,2,2597,0
3,0,20,0,1,1,2597,0
4,0,16,0,1,1,2597,0
1,0,20,0,1,1,2597,0
1,0,26,0,1,1,2597,0
1,0,9,0,1,1,2597,0
1,0,8,0,2,4,2597,0
1,0,42,0,4,8,2597,0
3,0,26,0,2,3,592,0
7,0,33,0,5,8,1283,0
2,0,12,0,4,6,1464,0
8,0,32,0,5,8,1283,1
1,0,17,0,6,12,1283,0
2,0,44,0,4,6,1464,0
1,0,19,0,3,5,1283,0
1,0,19,0,3,4,1283,1
1,0,5,0,3,5,2597,0
1,0,5,0,2,2,592,0
48,0,348,10,10,47,56,0
4,0,36,0,1,1,2597,0
9,0,62,1,2,7,1283,0
11,0,31,0,1,1,2597,0
1,0,17,0,1,1,2597,0
1,0,18,2,5,13,1283,0
12,0,94,0,7,15,263,0
13,0,78,0,2,8,2597,0
29,0,143,0,4,15,2597,0
1,0,6,0,4,6,1464,0
1,0,37,0,6,27,1464,0
1,0,32,0,7,26,423,0
1,0,13,0,3,9,2597,0
1,0,25,0,8,44,2597,0
1,0,15,0,3,6,343,0
1,0,38,1,6,31,2597,0
1,0,15,0,1,6,2597,0
1,0,10,0,1,3,2597,0
1,0,11,0,3,6,343,0
1,0,15,0,3,6,343,0
1,0,15,0,7,17,592,0
1,0,12,0,4,6,1464,0
1,0,6,0,1,1,2597,0
1,0,12,0,3,5,343,0
1,0,4,0,3,4,343,0
1,0,4,0,1,2,2597,0
1,0,6,0,1,1,2597,0
1,0,11,0,4,7,1464,0
3,0,60,9,3,22,1283,0
9,0,32,0,3,8,592,1
1,0,10,0,1,2,2597,0
1,0,8,0,1,2,2597,0
9,0,51,0,3,4,1464,0
1,0,30,0,1,2,423,0
1,0,111,0,2,2,423,0
18,0,65,0,5,6,1283,0
1,0,11,2,5,9,1464,0
5,0,30,0,2,2,2597,0
2,0,17,0,1,3,592,0
9,0,88,1,2,7,1283,0
9,0,64,1,2,7,1283,0
1,0,6,0,1,1,592,0
1,0,10,0,1,1,592,0
9,0,81,1,2,7,1283,0
9,0,117,1,2,7,1283,0
9,0,69,1,2,7,1283,0
10,0,97,2,1,3,592,0
1,0,4,0,2,3,2597,0
1,0,16,1,1,3,1464,0
8,0,37,0,2,5,1464,0
1,0,17,0,4,13,423,0
8,0,54,0,1,6,1283,0
3,0,23,1,3,5,1464,0
6,0,38,0,2,2,1464,0
1,0,12,0,4,9,1464,0
4,0,9,1,5,10,592,0
11,0,80,0,1,1,2597,0
9,0,59,1,2,7,1283,0
2,0,22,0,1,1,2597,0
1,0,17,0,4,8,1464,0
7,0,35,0,1,1,2597,0
21,0,265,0,4,5,592,0
1,0,11,0,2,2,1464,0
2,0,17,0,3,5,2597,0
1,0,19,0,1,3,2597,0
1,0,13,0,1,1,2597,0
3,0,36,0,1,2,2597,0
17,0,129,0,2,3,2597,0
5,0,50,0,3,5,423,0
5,0,74,0,1,2,1283,0
3,0,19,2,3,5,1464,0
6,0,44,2,3,13,1464,0
1,0,4,0,1,5,1283,0
2,0,17,0,3,5,1464,0
1,0,5,0,1,1,1283,0
7,0,66,0,1,1,2597,0
7,0,25,1,4,5,592,0
9,0,57,1,2,7,1283,0
1,0,6,0,1,1,2597,0
1,0,8,0,1,1,2597,0
1,0,6,0,2,3,2597,0
1,0,15,0,1,4,592,0
3,0,23,0,1,7,1464,0
1,0,9,0,5,6,2597,0
10,0,52,0,6,11,592,0
3,0,23,0,1,1,2597,0
1,0,9,0,4,6,2597,0
13,0,65,0,6,16,1464,0
20,0,223,3,7,78,1464,0
15,0,82,0,6,29,1283,1
1,0,20,1,4,14,1464,0
6,0,98,1,8,57,2597,0
2,0,15,0,1,1,2597,0
1,0,10,0,4,7,2597,0
33,0,178,2,6,25,2597,0
1,0,10,0,6,10,423,0
1,0,10,0,5,8,1283,0
4,0,36,0,2,4,2597,0
9,0,42,0,5,8,2597,0
20,0,126,2,9,31,1283,0
1,0,6,0,1,1,263,0
10,0,41,0,2,3,592,0
1,0,10,0,4,9,2597,0
1,0,15,0,6,11,423,0
1,0,21,0,2,3,1283,0
1,0,18,0,5,10,2597,0
1,0,31,0,3,7,1283,0
1,0,5,0,2,2,2597,0
8,0,56,0,1,1,2597,0
9,0,113,1,4,12,95,0
1,0,16,0,1,1,2597,0
8,0,108,1,4,11,95,0
1,0,4,0,1,2,2597,0
1,0,33,0,1,1,2597,0
1,0,13,0,1,1,2597,0
4,0,27,0,1,1,2597,0
1,0,6,0,1,2,2597,0
17,0,141,0,1,4,2597,0
1,0,26,0,1,1,2597,0
1,0,18,0,1,1,2597,0
30,0,193,0,1,1,2597,0
6,0,62,0,5,11,423,0
1,0,14,0,2,4,2597,0
4,0,84,2,3,9,592,0
1,0,10,0,3,7,1283,0
3,0,46,0,3,7,1283,0
3,0,149,1,7,26,2597,0
1,0,22,0,3,5,2597,0
1,0,10,0,5,7,2597,0
1,0,61,0,6,15,1283,0
1,0,12,0,1,2,423,0
1,0,40,1,2,4,1464,0
1,0,5,0,2,3,2597,0
1,0,10,0,6,13,1283,0
1,0,37,4,7,28,1464,0
1,0,9,0,2,3,1283,0
3,0,47,0,3,4,2597,0
1,0,10,0,2,2,1283,0
7,0,75,1,5,17,1283,0
1,0,25,0,2,4,1283,0
1,0,9,0,2,3,1283,0
1,0,27,0,2,4,1283,0
11,0,60,0,5,15,1283,1
1,0,4,0,1,3,2597,0
1,0,10,0,1,1,592,0
1,0,50,0,1,1,592,0
1,0,10,0,1,1,592,0
10,0,53,1,2,6,1283,0
1,0,13,0,2,2,2597,0
1,0,17,0,1,1,592,0
22,0,134,1,3,7,1283,0
26,0,135,1,3,7,1283,0
1,0,13,0,1,1,592,0
20,0,112,2,5,13,2597,0
1,0,9,0,2,2,343,0
8,0,90,2,6,8,1283,0
1,0,7,0,1,1,592,0
8,0,54,0,3,4,1283,0
6,0,43,0,2,3,2597,0
1,0,18,0,4,4,2597,0
1,0,7,0,3,3,2597,0
1,0,33,0,3,3,2597,0
1,0,17,0,5,15,2597,0
2,0,99,0,7,23,2597,0
1,0,14,0,5,10,2597,0
2,0,95,0,8,24,2597,0
1,0,7,0,3,3,2597,0
1,0,19,0,3,3,2597,0
1,0,13,0,1,1,2597,0
1,0,13,0,2,3,592,0
10,0,55,0,1,3,2597,0
4,0,37,0,3,7,1464,0
10,0,82,0,3,8,1464,0
5,0,46,0,3,7,1464,0
5,0,75,0,2,3,592,0
28,0,62,1,3,6,2597,0
1,0,18,0,2,4,1283,0
1,0,16,0,1,1,2597,0
28,0,102,0,5,12,2597,0
15,0,89,0,1,3,2597,0
53,0,283,8,7,48,1464,0
1,0,14,0,2,7,2597,0
3,0,92,1,6,14,2597,0
11,0,81,1,5,23,343,1
1,0,15,0,3,6,2597,0
1,0,101,0,7,21,2597,0
3,0,18,0,1,2,1283,0
4,0,23,0,2,6,1283,0
1,0,16,1,3,12,1464,0
21,0,174,3,4,22,38,0
1,0,9,0,2,3,2597,0
5,0,55,0,3,6,2597,0
1,0,15,0,4,5,592,0
11,0,117,1,7,24,592,0
1,0,9,0,3,5,1283,0
1,0,32,0,4,7,423,0
5,0,16,0,3,3,2597,0
1,0,14,0,2,4,2597,0
1,0,49,1,4,8,2597,0
22,0,133,1,5,16,2597,0
1,0,13,0,2,2,2597,0
1,0,5,0,5,7,1464,0
1,0,4,0,1,2,2597,0
1,0,5,0,3,4,343,0
1,0,5,0,2,3,2597,0
1,0,7,0,4,7,423,0
1,0,6,0,3,4,343,0
9,0,63,1,3,8,1283,0
1,0,5,0,1,1,343,0
1,0,32,0,7,21,1464,0
1,0,4,0,3,4,343,0
1,0,9,1,2,3,1464,0
1,0,7,0,3,5,2597,0
1,0,7,0,3,5,2597,0
1,0,13,0,3,5,2597,0
1,0,7,0,3,5,2597,0
1,0,33,0,1,2,2597,0
1,0,11,0,1,3,2597,0
1,0,10,0,1,1,2597,0
1,0,13,0,3,6,2597,0
1,0,16,0,3,6,2597,0
1,0,7,0,3,5,2597,0
1,0,112,1,7,17,1464,0
1,0,14,0,4,6,423,0
27,0,194,4,6,29,1464,1
1,0,4,1,3,4,1464,0
14,0,108,4,5,12,423,0
1,0,11,0,5,11,38,0
5,0,75,1,6,15,38,0
1,0,16,0,5,9,38,0
22,0,161,1,7,28,38,0
9,0,60,1,3,8,1283,0
3,0,49,0,4,12,1283,0
10,0,30,0,5,19,423,0
7,0,26,0,5,15,423,0
8,0,53,0,4,13,2597,0
11,0,64,1,3,5,1464,0
1,0,15,0,3,3,1464,0
1,0,11,0,5,12,2597,0
14,0,133,2,8,25,1464,0
1,0,10,0,1,2,2597,0
5,0,39,0,1,1,2597,0
1,0,42,0,1,2,2597,0
1,0,45,0,1,1,2597,0
2,0,15,0,1,1,592,0
48,0,183,0,1,1,2597,0
1,0,10,0,7,16,1283,0
7,0,92,1,7,31,1283,0
1,0,11,0,4,11,38,0
5,0,95,0,6,25,38,0
1,0,25,0,6,24,1464,0
13,0,213,1,8,60,592,0
1,0,8,0,5,6,423,0
1,0,23,0,5,6,423,0
1,0,11,0,7,16,1283,0
6,0,59,0,8,26,38,0
1,0,12,0,1,1,2597,0
14,0,60,0,1,1,2597,0
3,0,25,0,1,1,2597,0
1,0,15,1,3,9,2597,0
24,0,152,1,3,9,2597,1
9,0,57,1,3,8,1464,0
7,0,73,4,5,14,2597,0
1,0,11,0,2,2,1464,0
1,0,46,0,2,4,2597,0
1,0,11,0,2,2,1464,0
1,0,63,0,2,4,2597,0
38,0,267,1,2,12,2597,0
15,0,113,0,3,10,2597,0
1,0,14,0,1,1,423,0
1,0,17,1,1,1,423,0
6,0,45,0,1,1,2597,0
4,0,22,0,6,26,1283,0
4,0,27,1,4,9,263,0
2,0,13,1,6,10,1464,0
1,0,24,0,6,12,423,0
1,0,23,0,3,3,1464,0
1,0,43,0,5,8,1464,0
1,0,4,0,1,2,1283,0
3,0,24,0,2,8,1283,0
1,0,7,0,1,2,1283,0
1,0,17,0,4,14,1283,0
1,0,36,0,3,7,1283,0
1,0,14,0,3,10,1283,0
11,0,92,0,5,10,56,0
1,0,20,1,4,5,1464,0
1,0,27,0,3,5,1283,0
1,0,20,0,3,4,1283,0
1,0,20,0,2,3,1283,0
15,0,120,0,6,28,2597,1
7,0,38,0,5,16,423,0
6,0,51,2,5,32,2597,0
20,0,116,0,3,6,2597,0
3,0,30,0,3,8,1283,0
5,0,50,1,3,6,1464,0
1,0,38,0,2,4,2597,0
9,0,62,1,6,12,1283,0
1,0,16,0,1,1,592,0
1,0,76,2,3,5,1464,0
1,0,8,0,1,1,592,0
3,0,51,1,4,7,2597,0
6,0,34,0,2,2,2597,0
1,0,10,0,2,2,2597,0
1,0,37,1,5,7,2597,0
1,0,26,0,1,1,592,0
9,0,58,1,2,7,1283,0
1,0,5,0,2,2,343,0
8,0,55,1,6,9,2597,0
1,0,21,0,4,5,343,0
5,0,31,0,4,4,343,0
