McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,13,0,9,1,1843,0
1,0,121,9,145,2,1843,0
120,0,732,3,181,2,1843,1
2,0,16,0,9,1,1843,0
2,0,24,0,8,2,1843,0
47,0,298,1,66,2,1300,1
8,0,36,0,12,2,1843,0
1,0,13,0,6,1,1843,0
6,0,25,0,11,2,1843,0
20,0,84,0,22,2,1300,0
4,0,40,0,18,2,1300,0
47,0,247,1,86,2,1843,0
1,0,13,0,7,1,1843,0
3,0,44,0,21,2,1300,0
1,0,12,0,7,1,1843,0
1,0,14,0,9,1,1843,0
1,0,10,0,6,2,1843,0
1,0,7,0,8,2,1843,0
1,0,7,0,8,2,1843,0
1,0,9,0,4,1,1843,0
1,0,9,0,4,1,1843,0
3,0,48,0,25,2,1300,0
1,0,8,0,7,2,1843,0
2,0,12,0,10,2,1300,0
1,0,3,0,3,1,1843,0
1,0,7,0,8,2,1843,0
14,0,107,1,2,1,1843,0
1,0,15,0,4,2,1843,0
6,0,61,0,35,3,68,0
1,0,6,0,7,2,1843,0
5,0,33,0,15,2,1300,0
7,0,63,0,30,3,68,0
2,0,21,0,16,3,68,0
1,0,9,0,9,2,1843,0
5,0,41,1,29,2,1843,0
1,0,16,0,12,1,1843,0
1,0,13,0,8,1,1843,0
3,0,30,0,14,2,1843,0
1,0,9,0,7,1,1843,0
1,0,25,0,14,2,1300,0
1,0,19,0,15,2,1300,0
1,0,19,0,18,3,68,0
4,0,24,0,13,2,1843,0
1,0,9,0,6,2,1843,0
1,0,18,0,4,1,1843,0
1,0,26,0,20,2,1300,0
1,0,6,0,3,1,1843,0
1,0,12,0,7,1,1843,0
1,0,20,0,6,2,1300,0
1,0,13,0,11,2,1843,0
7,0,64,0,47,3,68,0
2,0,27,0,18,3,1843,0
1,0,22,0,15,2,1843,0
1,0,17,0,3,1,1843,0
3,0,10,0,8,2,1843,0
36,0,221,1,69,3,1843,0
1,0,8,0,2,1,1843,0
7,0,41,0,26,2,1843,0
4,0,28,1,23,2,1843,0
7,0,34,0,12,2,1843,0
1,0,18,0,19,2,1300,0
1,0,16,0,8,1,1843,0
9,0,39,0,13,2,1300,0
1,0,9,0,7,1,1843,0
1,0,11,0,7,1,1843,0
1,0,16,0,8,1,1843,0
1,0,7,0,12,2,1843,0
5,0,41,1,15,2,1843,0
1,0,20,0,5,2,1300,0
1,0,23,0,19,2,1300,0
1,0,21,0,9,2,1300,0
34,0,182,1,26,2,1300,0
1,0,20,0,3,2,1843,0
1,0,17,0,11,2,1300,0
9,0,52,0,12,2,1300,0
8,0,66,0,16,2,1300,0
1,0,14,0,7,2,1300,0
1,0,21,0,9,2,1300,0
1,0,21,0,9,2,1300,0
1,0,14,0,6,2,1300,0
1,0,4,0,3,1,1300,0
1,0,14,0,7,2,1300,0
5,0,36,0,12,2,1300,0
1,0,3,0,5,2,1300,0
1,0,20,0,8,2,1300,0
1,0,14,0,7,2,1300,0
1,0,21,0,9,2,1300,0
1,0,14,0,5,2,1300,0
1,0,9,0,5,2,1843,0
1,0,10,0,8,2,1843,0
1,0,9,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,5,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,13,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,13,0,5,2,1843,0
1,0,15,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,9,0,5,2,1843,0
5,0,40,0,27,2,1300,0
1,0,10,0,7,2,1300,0
6,0,43,0,5,1,1843,0
4,0,25,0,13,2,1300,0
1,0,9,0,9,2,1843,0
1,0,9,0,9,2,1843,0
1,0,11,0,8,2,1843,0
1,0,7,0,9,2,1843,0
1,0,7,0,9,2,1843,0
1,0,11,0,8,2,1843,0
4,0,28,0,14,2,1843,0
1,0,7,0,4,1,1843,0
1,0,10,0,6,1,1843,0
1,0,8,0,6,1,1843,0
8,0,65,0,41,2,1300,0
1,0,8,0,7,1,1843,0
1,0,7,0,6,1,1843,0
1,0,7,0,5,1,1843,0
94,0,1045,2,161,2,1300,1
4,0,62,0,11,2,1300,0
44,0,191,1,6,2,1300,0
5,0,87,0,3,2,1843,0
3,0,46,0,13,2,1300,0
1,0,334,2,37,2,1843,0
2,0,284,0,22,2,1300,0
4,0,447,1,27,2,1843,0
1,0,136,0,17,2,1843,0
7,0,333,0,33,2,1843,0
1,0,243,0,24,2,1300,0
8,0,422,0,47,2,1843,0
1,0,681,0,39,2,1843,0
2,0,214,1,38,2,1843,0
1,0,73,0,38,2,1843,0
3,0,122,0,12,2,1843,0
12,0,111,0,3,2,1300,0
1,0,231,0,23,2,1300,1
1,0,670,1,48,3,1300,1
6,0,94,0,3,2,1843,0
1,0,275,0,47,3,1843,1
16,0,803,0,26,2,1300,0
1,0,354,0,13,2,1843,0
2,0,557,4,65,2,1843,1
1,0,250,1,4,2,1843,0
1,0,154,0,19,2,1300,1
2,0,558,1,60,3,1843,1
1,0,187,0,28,3,68,1
1,0,287,0,42,2,1843,1
1,0,392,3,72,3,1843,1
1,0,178,0,12,2,1843,0
3,0,209,1,6,2,1300,0
8,0,401,0,30,2,1843,0
1,0,112,0,13,2,1300,1
235,0,1475,0,116,2,1843,0
2,0,32,0,14,2,1843,0
1,0,143,0,26,2,1300,1
1,0,477,2,56,3,68,1
1,0,221,1,23,2,1843,1
1,0,113,0,42,2,1843,0
4,0,134,0,2,2,1300,1
6,0,777,0,20,2,1843,0
9,0,150,0,22,2,1843,0
1,0,393,8,48,2,1843,0
1,0,74,0,8,2,1300,0
3,0,262,0,18,2,1843,0
3,0,160,0,14,2,1843,0
5,0,196,1,10,2,1300,0
1,0,36,2,39,2,1300,0
1,0,17,1,39,2,1300,0
1,0,23,0,13,2,1300,0
16,0,144,0,30,2,1300,1
3,0,23,0,20,2,1300,0
1,0,45,0,21,2,1300,0
61,0,299,1,59,2,1843,0
1,0,7,0,20,2,1300,0
9,0,155,0,37,2,1843,0
4,0,29,0,11,2,1300,0
12,0,53,0,36,2,1300,0
1,0,14,0,15,2,1300,0
38,0,263,1,68,2,1300,0
9,0,88,0,25,2,1300,0
3,0,53,1,34,2,1843,0
1,0,8,0,16,2,1300,0
1,0,16,0,5,2,1300,0
1,0,15,0,23,2,1300,0
23,0,264,0,97,2,1843,0
3,0,53,0,5,1,1843,0
3,0,40,1,27,2,1300,0
24,0,121,0,6,2,1300,0
1,0,38,0,45,2,1843,0
71,0,505,0,148,2,1843,0
29,0,197,0,12,2,1843,0
34,0,159,0,92,2,1843,0
6,0,65,0,21,2,1300,0
4,0,66,0,45,2,1300,0
10,0,143,2,78,2,1843,0
18,0,149,0,81,2,1843,0
13,0,94,1,30,2,1843,0
1,0,19,0,22,2,1843,0
1,0,11,0,5,2,1300,0
1,0,15,0,14,2,1300,0
1,0,19,0,25,2,1300,0
58,0,325,0,20,2,1300,0
30,0,179,0,36,2,1300,1
28,0,198,0,24,2,1300,0
1,0,9,0,2,1,1843,0
1,0,6,0,3,2,1843,0
1,0,32,0,19,2,1843,0
1,0,11,0,4,2,1843,0
12,0,70,0,35,2,1300,0
11,0,97,0,40,2,1300,0
14,0,121,0,46,2,1300,0
36,0,254,0,85,2,1843,0
2,0,49,0,5,2,1843,0
125,0,510,2,16,2,1300,0
108,0,446,2,9,2,1300,0
2,0,92,1,87,2,1843,0
4,0,92,1,32,2,1300,0
1,0,5,0,2,1,1300,0
1,0,26,0,20,2,1843,0
1,0,7,0,2,1,1300,0
1,0,7,0,2,1,1300,0
1,0,8,0,12,2,1300,0
1,0,4,0,6,2,1300,0
1,0,11,0,4,2,1843,0
1,0,25,0,4,2,1843,0
1,0,43,1,6,2,1843,0
1,0,5,0,16,2,1300,0
1,0,28,0,16,2,1300,0
1,0,20,0,16,2,1843,0
1,0,14,0,4,2,1843,0
1,0,10,0,4,2,1300,0
15,0,90,0,4,2,1300,0
1,0,11,0,2,2,1843,0
8,0,85,0,20,2,1843,0
82,0,475,2,179,2,1843,0
3,0,47,0,4,2,1300,0
4,0,52,0,4,2,1300,0
4,0,51,0,4,2,1300,0
3,0,46,0,4,2,1300,0
1,0,36,0,4,2,1300,0
1,0,36,0,4,2,1300,0
3,0,46,0,4,2,1300,0
1,0,36,0,4,2,1300,0
3,0,46,0,4,2,1300,0
27,0,132,0,50,2,1300,0
1,0,12,0,4,2,1843,0
1,0,8,0,9,2,1300,0
3,0,23,0,19,2,1843,0
1,0,12,0,9,2,1300,0
10,0,86,0,4,2,1843,0
214,0,985,3,325,2,1843,0
1,0,8,0,7,2,1300,0
1,0,7,0,8,2,1300,0
1,0,28,0,3,2,1843,0
1,0,23,0,8,2,1843,0
1,0,31,0,23,2,1843,0
105,0,466,0,78,2,1300,0
3,0,22,0,16,2,1300,0
30,0,162,0,24,2,1300,0
20,0,169,0,11,2,1843,0
2,0,28,0,17,2,1843,0
1,0,9,0,8,2,1843,0
1,0,7,0,6,2,1300,0
1,0,35,0,23,2,1843,0
50,0,286,0,47,2,1843,0
2,0,30,0,20,2,1300,0
12,0,57,0,28,2,1300,0
1,0,7,0,6,2,1300,0
1,0,10,0,8,2,1300,0
1,0,11,0,10,2,1300,0
1,0,7,0,9,2,1300,0
2,0,63,0,37,2,1300,0
2,0,18,0,15,2,1843,0
11,0,98,0,38,2,1300,0
14,0,59,0,25,2,1300,0
8,0,85,0,58,2,1300,0
1,0,12,0,5,2,1843,0
1,0,3,0,2,2,1843,0
71,0,379,0,34,2,1300,0
5,0,40,0,6,2,1843,0
1,0,5,0,2,2,1843,0
33,0,221,0,12,2,1300,0
8,0,75,0,11,2,1300,0
35,0,184,0,15,2,1843,0
1,0,20,0,5,2,1843,0
17,0,84,0,23,2,1300,0
109,0,507,1,40,2,1300,0
1,0,27,1,12,2,1300,0
3,0,23,0,2,1,1300,0
4,0,81,0,7,2,1843,0
4,0,23,0,5,1,1843,0
3,0,48,0,4,2,1300,0
3,0,18,0,4,2,1300,0
4,0,73,0,16,2,1843,0
4,0,32,0,7,2,1843,0
1,0,18,0,5,2,1843,0
39,0,205,0,51,2,1300,0
5,0,36,0,7,2,1843,0
25,0,152,1,27,2,1300,0
3,0,39,1,8,1,1300,0
1,0,3,0,6,2,1843,0
1,0,11,0,6,2,1843,0
1,0,13,0,44,2,1300,0
1,0,9,0,20,2,1300,0
1,0,9,0,7,2,1300,0
1,0,8,0,31,2,1300,0
4,0,33,0,22,2,1300,0
1,0,5,0,5,2,1843,0
1,0,8,0,18,2,1300,0
1,0,5,0,6,2,1843,0
3,0,45,0,16,2,1843,0
1,0,12,0,12,2,1843,0
25,0,155,0,48,2,1843,0
4,0,20,0,7,2,1300,0
7,0,142,1,18,2,1843,0
2,0,26,0,2,1,1300,0
3,0,93,0,7,2,1843,0
6,0,114,0,24,2,1300,0
1,0,5,0,3,2,1843,0
30,0,553,0,58,4,1843,0
1,0,3,0,11,2,1300,0
8,0,70,0,15,2,1300,0
3,0,58,0,9,2,1843,0
60,0,312,0,38,2,1843,0
4,0,77,0,9,2,1300,0
4,0,32,0,5,2,1843,0
2,0,20,0,7,2,1300,0
2,0,38,0,8,2,1300,0
23,0,144,0,24,2,1843,0
2,0,16,0,10,2,1843,0
1,0,12,0,3,1,1843,0
1,0,15,0,5,2,1843,0
7,0,30,0,9,1,1843,0
1,0,15,0,3,1,1843,0
7,0,30,0,9,1,1843,0
2,0,15,0,4,1,1843,0
3,0,21,0,9,2,1843,0
1,0,11,0,3,2,1843,0
1,0,11,0,3,2,1843,0
50,0,217,0,12,2,1300,0
