McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
30,0,0,2,120,150,59,69,14,30,0,120,1,7,46,1840,0
40,0,0,2,124,160,60,70,14,40,0,124,1,6,62,1840,0
12,0,0,4,134,176,61,71,14,12,0,134,0,2,7,1840,0
10,0,0,3,68,91,62,72,14,10,0,68,0,2,2,1840,1
22,0,0,2,93,117,63,73,14,22,0,93,0,3,3,1840,0
18,0,0,2,81,103,64,74,14,18,0,81,2,6,41,1840,0
39,0,0,2,137,163,65,75,14,39,0,137,1,7,42,1840,0
28,0,0,2,103,132,66,76,14,28,0,103,1,6,48,1840,0
17,0,0,2,76,96,67,77,14,17,0,76,0,7,40,1840,0
3,0,0,2,47,58,70,78,16,3,0,47,0,5,21,1840,0
7,0,0,2,42,55,71,79,16,7,0,42,0,2,5,1840,0
10,0,0,2,72,90,72,80,16,10,0,72,1,6,27,1840,0
3,0,17,181,214,296,73,81,17,3,0,214,2,6,60,648,1
19,0,0,3,97,129,74,82,17,19,0,97,0,1,2,258,0
10,0,29,103,193,299,75,83,17,10,0,193,3,9,150,1840,1
9,0,0,3,76,94,76,84,17,9,0,76,0,5,25,648,0
3,0,0,8,43,55,77,85,17,3,0,43,0,4,12,258,0
11,0,0,4,77,102,78,86,18,11,0,77,1,4,17,258,0
13,0,0,3,97,121,79,87,18,13,0,97,0,1,1,258,0
8,0,0,3,65,85,80,88,18,8,0,65,0,1,1,258,0
11,0,0,3,84,106,81,89,18,11,0,84,0,1,1,258,0
4,0,0,4,32,45,82,90,19,4,0,32,0,3,3,1840,0
4,0,3,22,57,76,83,91,20,4,0,57,0,2,4,1840,0
89,0,0,2,342,452,84,92,21,89,0,342,0,3,6,1840,1
1,0,10,1,19,90,85,93,22,1,0,19,0,4,13,55,0
7,0,2,5,41,67,86,94,22,7,0,41,0,2,3,208,0
47,0,0,12,582,720,87,95,22,47,0,582,0,3,9,208,1
119,0,1,11,942,1189,88,96,22,119,0,942,0,3,18,208,1
1,0,0,1,6,7,89,97,23,1,0,6,0,1,1,1840,0
1,0,0,1,10,12,90,98,24,1,0,10,0,3,6,208,0
1,0,0,2,9,12,91,99,24,1,0,9,0,1,1,258,0
1,0,0,16,62,80,92,100,25,1,0,62,0,3,5,258,0
1,0,0,18,71,91,93,101,25,1,0,71,0,1,1,258,0
1,0,0,6,21,28,94,102,25,1,0,21,0,2,4,258,0
1,0,0,8,30,39,95,103,25,1,0,30,0,2,7,258,0
6,0,0,2,28,34,96,104,26,6,0,28,0,1,1,1840,0
22,0,0,24,165,219,97,105,26,22,0,165,0,3,8,1840,1
36,0,24,57,421,696,98,106,27,36,0,421,0,6,26,55,1
12,0,13,15,153,273,99,107,27,12,0,153,2,6,33,55,0
21,0,2,9,165,224,100,108,28,21,0,165,0,2,2,1840,0
9,0,2,13,141,177,101,109,28,9,0,141,0,5,11,648,0
7,0,1,3,43,64,102,110,28,7,0,43,0,1,1,258,0
1,0,0,6,18,25,103,111,29,1,0,18,0,1,1,258,0
1,0,0,2,10,13,104,112,30,1,0,10,0,1,1,258,0
6,0,2,13,75,106,105,113,30,6,0,75,0,2,2,1840,0
1,0,0,2,67,83,106,114,31,1,0,67,0,1,1,258,0
22,0,1,3,221,306,107,115,31,22,0,221,0,1,1,258,0
2,0,4,21,86,128,108,116,32,2,0,86,0,3,4,258,0
1,0,0,4,15,21,109,117,32,1,0,15,0,2,4,1840,0
2,0,4,9,50,76,110,118,32,2,0,50,0,2,2,258,0
1,0,0,4,16,22,111,119,32,1,0,16,0,1,1,1840,0
1,0,0,10,38,50,112,120,32,1,0,38,0,2,4,258,0
1,0,1,2,10,17,113,121,33,1,0,10,1,5,8,1840,0
1,0,7,4,59,95,114,122,33,1,0,59,1,5,10,258,0
1,0,2,2,16,28,115,123,33,1,0,16,1,5,8,1840,0
1,0,4,3,39,62,116,124,34,1,0,39,0,4,9,258,0
1,0,3,2,20,38,117,125,34,1,0,20,1,4,10,1840,0
1,0,5,1,24,48,118,126,34,1,0,24,0,4,8,648,0
1,0,1,1,9,15,119,127,35,1,0,9,0,4,6,258,0
1,0,1,1,10,16,120,128,35,1,0,10,0,4,4,258,0
1,0,1,1,8,14,121,129,35,1,0,8,0,2,3,270,0
1,0,1,1,8,14,122,130,35,1,0,8,0,2,3,270,0
1,0,1,1,8,14,123,131,35,1,0,8,0,3,4,258,0
1,0,0,2,10,13,124,132,35,1,0,10,0,1,1,1840,0
1,0,6,4,44,74,125,133,36,1,0,44,0,1,3,1840,0
2,0,6,4,53,104,126,134,37,2,0,53,0,3,5,258,0
1,0,3,3,27,46,127,135,37,1,0,27,0,3,4,258,0
1,0,3,2,29,49,128,136,38,1,0,29,0,4,9,258,0
1,0,1,4,24,36,129,137,39,1,0,24,0,1,2,208,0
1,0,0,3,15,23,130,138,39,1,0,15,0,2,2,648,0
1,0,0,8,34,46,131,139,40,1,0,34,0,2,2,648,0
1,0,0,3,15,22,132,140,40,1,0,15,0,2,2,648,0
1,0,0,6,26,37,133,141,40,1,0,26,0,2,2,648,0
1,0,5,2,36,59,134,142,41,1,0,36,0,1,1,258,0
1,0,1,4,24,33,135,143,42,1,0,24,0,1,1,258,0
92,0,7,2,240,353,136,144,43,92,0,240,0,9,149,648,1
105,0,11,4,392,563,137,145,43,105,0,392,3,7,139,1840,1
19,0,0,9,107,141,138,146,43,19,0,107,6,5,40,1840,1
108,0,12,3,408,595,139,147,43,108,0,408,7,7,211,208,1
4,0,0,2,25,33,140,148,43,4,0,25,0,7,14,1840,0
8,0,4,1,57,93,141,149,43,8,0,57,0,4,17,1840,0
5,0,4,2,51,86,142,150,43,5,0,51,1,4,49,1840,0
9,0,1,3,88,114,148,151,45,9,0,88,0,4,8,258,1
23,0,2,17,280,377,12,152,4,23,0,280,5,11,309,55,1
20,0,0,4,275,343,149,153,46,20,0,275,0,1,1,258,0
51,0,22,3,281,515,150,154,47,51,0,281,3,9,71,1840,1
20,0,2,3,126,183,151,155,47,20,0,126,0,5,26,1840,0
3,0,0,3,25,31,152,156,48,3,0,25,0,1,3,1840,1
1,0,0,3,14,19,153,157,48,1,0,14,0,2,2,55,0
2,0,0,2,18,25,154,158,48,2,0,18,0,2,3,1840,0
3,0,0,3,24,32,155,159,48,3,0,24,0,2,4,1840,0
2,0,1,1,14,20,156,160,48,2,0,14,1,1,1,55,0
1,0,0,3,18,27,157,161,49,1,0,18,0,4,9,208,0
6,0,0,3,36,47,158,162,49,6,0,36,0,2,6,1840,0
1,0,0,3,21,29,159,163,49,1,0,21,2,3,10,208,0
4,0,0,3,36,48,160,164,49,4,0,36,0,3,5,1840,0
2,0,0,5,32,42,161,165,50,2,0,32,0,1,1,55,0
3,0,0,2,18,23,162,166,50,3,0,18,0,3,4,208,0
2,0,0,2,13,18,163,167,50,2,0,13,0,2,4,1840,0
7,0,0,3,46,61,164,168,51,7,0,46,1,2,8,1840,1
5,0,0,3,50,64,165,169,51,5,0,50,0,2,4,1840,0
8,0,0,2,35,46,166,170,52,8,0,35,2,3,9,1840,0
2,0,0,3,22,30,167,171,53,2,0,22,0,2,3,1840,0
2,0,0,3,21,28,168,172,54,2,0,21,0,1,5,1840,0
2,0,0,3,20,27,169,173,55,2,0,20,0,1,1,1840,0
7,0,0,3,49,66,170,174,55,7,0,49,0,2,4,1840,0
3,0,0,3,31,42,171,175,55,3,0,31,0,2,2,1840,0
12,0,3,2,74,111,172,176,55,12,0,74,0,2,2,1840,0
1,0,0,3,13,18,173,177,55,1,0,13,0,2,2,1840,0
10,0,0,4,76,95,174,178,55,10,0,76,0,2,9,1840,1
3,0,0,3,23,31,175,179,55,3,0,23,0,1,1,1840,0
1,0,0,8,34,45,176,180,56,1,0,34,0,5,17,648,0
1,0,0,1,26,36,177,181,57,1,0,26,0,5,28,648,0
19,0,2,4,81,127,178,182,57,19,0,81,1,5,47,648,0
5,0,1,3,57,81,179,183,58,5,0,57,0,5,33,1840,0
8,0,4,5,64,106,180,184,58,8,0,64,3,6,55,1840,1
2,0,0,2,34,46,181,185,58,2,0,34,0,3,14,1840,0
3,0,0,1,28,38,182,186,59,3,0,28,0,4,12,258,0
19,0,5,8,90,149,183,187,59,19,0,90,1,2,4,1840,1
7,0,0,2,46,63,184,188,60,7,0,46,0,2,3,1840,0
5,0,0,2,37,50,185,189,60,5,0,37,0,1,2,258,0
10,0,0,1,38,59,186,190,61,10,0,38,0,4,20,258,1
6,0,2,2,37,58,187,191,61,6,0,37,0,2,5,258,0
23,0,0,1,108,159,188,192,62,23,0,108,0,4,26,1840,0
79,0,6,9,357,531,189,193,62,79,0,357,3,5,45,648,1
11,0,0,1,66,105,190,194,63,11,0,66,0,4,55,1840,0
1,0,0,6,60,76,191,195,63,1,0,60,0,2,5,258,0
53,0,6,9,246,354,192,196,63,53,0,246,0,3,13,1840,1
3,0,0,1,89,104,196,197,65,3,0,89,0,3,14,258,0
43,0,0,1,107,139,197,198,65,43,0,107,1,4,41,232,0
39,0,10,7,192,297,199,199,65,39,0,192,1,7,58,1840,0
1,0,0,1,34,43,209,200,67,1,0,34,0,2,2,648,0
40,0,1,3,123,180,210,201,67,40,0,123,0,7,84,1840,1
4,0,1,1,20,34,215,202,67,4,0,20,0,3,7,258,0
47,0,5,4,236,371,216,203,67,47,0,236,3,5,27,648,1
9,0,1,1,35,54,217,204,67,9,0,35,0,3,7,258,0
1,0,10,1,13,78,211,205,67,1,0,13,0,1,4,258,0
1,0,0,3,9,13,212,206,67,1,0,9,0,1,6,258,0
1,0,5,1,10,46,213,207,67,1,0,10,0,1,1,1840,0
1,0,0,3,9,14,214,208,67,1,0,9,0,1,1,1840,0
1,0,0,11,61,74,218,209,67,1,0,61,0,1,5,258,0
2,0,0,6,36,47,219,210,67,2,0,36,0,1,1,1840,0
12,0,0,2,77,102,220,211,68,12,0,77,0,1,2,1840,1
7,0,0,3,39,53,221,212,68,7,0,39,0,1,1,1840,0
2,0,0,1,46,61,222,213,69,2,0,46,0,2,5,258,0
14,0,3,5,81,124,223,214,69,14,0,81,2,4,18,1840,0
1,0,0,1,13,18,224,215,70,1,0,13,0,4,16,258,0
11,0,1,8,64,86,225,216,70,11,0,64,3,6,40,1840,0
5,0,1,6,61,86,226,217,71,5,0,61,0,5,22,1840,0
20,0,6,11,137,210,227,218,71,20,0,137,3,5,53,648,1
9,0,0,2,62,86,228,219,72,9,0,62,1,4,27,648,0
16,0,3,10,86,131,229,220,72,16,0,86,2,5,48,1840,1
42,0,0,1,171,264,230,221,73,42,0,171,1,6,42,648,0
27,0,2,4,138,193,231,222,73,27,0,138,0,2,2,258,1
88,0,15,1,189,315,233,223,75,88,0,189,0,2,10,1840,1
17,0,1,4,132,171,235,224,75,17,0,132,0,6,31,1840,1
11,0,0,3,56,76,236,225,75,11,0,56,0,2,2,1840,1
18,0,3,1,148,182,237,226,75,18,0,148,0,2,3,1840,0
228,0,30,5,423,674,238,227,75,228,0,423,0,3,13,1840,0
3,0,0,3,17,25,239,228,75,3,0,17,0,2,2,1840,0
31,0,6,13,174,268,240,229,75,31,0,174,2,9,88,1840,1
23,0,3,1,120,174,241,230,75,23,0,120,1,4,9,648,1
57,0,14,3,176,306,242,231,75,57,0,176,2,3,3,648,0
8,0,7,2,69,123,243,232,75,8,0,69,0,5,10,648,0
2,0,24,115,163,252,244,233,75,2,0,163,2,8,69,648,0
7,0,6,3,64,115,246,234,75,7,0,64,0,2,4,1840,0
8,0,0,2,53,68,247,235,75,8,0,53,0,4,4,55,0
1,0,18,1,23,152,248,236,76,1,0,23,0,3,7,258,0
2,0,0,2,11,16,249,237,76,2,0,11,0,3,7,232,0
1,0,6,0,9,49,250,238,76,1,0,9,0,3,5,232,0
1,0,0,1,6,9,251,239,76,1,0,6,0,2,4,232,0
53,0,0,19,325,419,252,240,76,53,0,325,1,5,43,1840,0
1,0,1,18,77,102,253,241,76,1,0,77,0,3,6,232,0
8,0,0,6,40,49,255,242,76,8,0,40,0,4,18,258,0
19,0,1,7,107,181,256,243,76,19,0,107,0,3,10,258,0
1,0,22,6,35,197,258,244,78,1,0,35,0,3,12,258,0
2,0,0,2,11,16,259,245,78,2,0,11,0,3,7,258,0
1,0,10,0,14,79,260,246,78,1,0,14,0,3,8,258,0
1,0,0,1,7,11,261,247,78,1,0,7,0,2,4,258,0
59,0,0,30,375,481,262,248,78,59,0,375,0,4,66,1840,0
1,0,0,2,16,40,263,249,78,1,0,16,0,1,1,258,0
39,0,0,8,230,312,264,250,78,39,0,230,0,1,1,258,0
1,0,0,28,72,103,265,251,78,1,0,72,0,4,12,258,0
14,0,0,11,123,152,266,252,78,14,0,123,0,4,22,258,0
11,0,0,6,73,94,0,253,0,11,0,73,0,3,3,1840,0
9,0,0,5,64,83,1,254,0,9,0,64,0,3,3,1840,0
25,0,0,5,157,194,2,255,0,25,0,157,0,3,6,1840,0
15,0,0,2,393,464,3,256,1,15,0,393,0,3,9,55,0
26,0,3,18,156,219,4,257,1,26,0,156,1,4,7,648,1
4,0,6,2,48,94,10,258,3,4,0,48,0,3,6,1840,1
32,0,0,11,255,330,11,259,5,32,0,255,1,3,9,648,1
120,0,7,3,421,601,13,260,6,120,0,421,6,5,34,1840,1
11,0,0,7,91,114,14,261,6,11,0,91,0,3,4,208,1
14,0,1,4,60,80,15,262,6,14,0,60,0,4,4,208,0
81,0,10,10,327,489,16,263,6,81,0,327,0,5,23,1840,0
55,0,3,7,370,475,18,264,8,55,0,370,0,2,9,1840,0
15,0,0,2,108,137,21,265,9,15,0,108,0,7,28,1840,0
5,0,0,4,29,36,257,266,77,5,0,29,0,3,6,258,0
