McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,5,0,3,0,0,0
13,0,110,0,8,0,0,0
130,0,914,0,8,0,0,0
20,0,220,0,14,0,0,0
11,0,128,0,11,0,0,0
29,0,293,0,10,0,0,0
1,0,7,0,6,0,0,0
1,0,30,0,26,0,0,0
18,0,87,0,16,0,0,0
17,0,95,0,15,0,0,0
10,0,63,0,14,0,0,0
15,0,80,0,15,0,0,0
23,0,107,0,27,0,0,0
10,0,64,0,1,0,0,0
22,0,104,0,6,0,0,0
7,0,58,0,2,0,0,0
36,0,173,0,32,0,0,0
58,0,229,0,24,0,0,0
15,0,84,0,19,0,0,0
12,0,65,0,5,0,0,0
3,0,47,0,26,0,0,0
27,0,146,0,35,0,0,1
41,0,129,0,7,0,0,0
19,0,83,0,1,0,0,0
19,0,93,0,21,0,0,0
14,0,63,0,5,0,0,0
7,0,43,0,14,0,0,0
19,0,105,0,14,0,0,0
3,0,25,0,1,0,0,0
4,0,33,0,3,0,0,0
1,0,7,0,3,0,0,0
11,0,66,0,16,0,0,0
12,0,56,0,12,0,0,0
33,0,170,0,50,0,0,0
7,0,25,0,4,0,0,0
12,0,60,0,12,0,0,0
91,0,359,0,31,3,6,0
1,0,9,0,2,0,0,0
12,0,58,0,13,0,0,0
315,0,990,0,214,4,3122,0
8,0,28,0,7,0,0,0
24,0,130,0,20,0,0,0
9,0,55,0,12,0,0,0
9,0,56,0,13,0,0,0
11,0,64,0,15,0,0,0
82,0,298,0,56,0,0,0
3,0,39,0,2,0,0,0
1,0,13,0,9,0,0,0
3,0,36,0,5,0,0,0
1,0,9,0,2,0,0,0
3,0,77,0,10,0,0,0
6,0,57,0,3,0,0,0
26,0,132,0,5,0,0,0
25,0,346,0,17,0,0,0
8,0,58,0,2,0,0,0
17,0,91,0,7,0,0,0
35,0,233,0,41,0,0,0
64,0,201,0,66,0,0,0
3,0,76,0,4,3,6,0
2,0,65,0,1,0,0,0
1,0,4,0,1,0,0,0
1,0,46,0,37,4,6,0
7,0,49,0,7,4,6,0
1,0,8,0,3,0,0,0
1,0,8,0,3,0,0,0
11,0,55,0,6,0,0,0
6,0,113,0,17,0,0,0
6,0,50,0,9,0,0,0
1,0,8,0,3,0,0,0
1,0,17,0,4,2,6,0
1,0,13,0,3,0,0,0
1,0,94,0,75,4,6,0
23,0,144,0,64,4,6,0
29,0,197,0,54,4,6,0
1,0,18,0,1,0,0,0
1,0,3,0,2,0,0,0
1,0,49,0,34,2,6,0
10,0,53,0,27,0,0,1
3,0,36,0,8,0,0,1
4,0,39,0,4,0,0,0
13,0,128,0,40,2,6,1
62,0,257,0,78,2,6,1
62,0,270,0,45,0,0,1
1,0,8,0,5,0,0,0
9,0,95,0,16,2,6,0
1,0,53,0,9,0,0,0
5,0,21,0,1,0,0,0
14,0,303,0,8,2,3122,0
1,0,46,0,8,4,6,0
10,0,215,0,3,0,0,0
6,0,55,0,2,0,0,0
12,0,78,0,14,3,420,0
7,0,66,0,15,3,6,0
1,0,13,0,1,0,0,0
1,0,47,0,9,3,6,0
5,0,39,0,7,2,420,0
10,0,334,0,12,3,6,0
1,0,172,0,6,0,0,0
1,0,6,0,1,0,0,0
31,0,169,0,16,3,420,0
17,0,126,0,7,0,0,0
1,0,14,0,3,0,0,0
11,0,78,0,10,0,0,0
9,0,38,0,5,0,0,0
5,0,36,0,3,0,0,0
17,0,70,0,7,0,0,0
11,0,53,0,4,0,0,0
1,0,14,0,14,0,0,0
1,0,20,0,18,0,0,0
39,0,259,0,67,4,420,0
6,0,69,0,19,0,0,0
143,0,720,0,70,3,6,0
10,0,54,0,2,0,0,0
1,0,20,0,13,0,0,0
7,0,74,0,15,0,0,0
1,0,21,0,15,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,7,0,4,0,0,0
1,0,6,0,1,0,0,0
91,0,522,0,121,4,6,0
1,0,7,0,4,0,0,0
1,0,40,0,14,4,420,0
1,0,25,0,29,4,420,0
122,0,716,0,179,4,420,0
27,0,220,0,67,4,6,0
1,0,4,0,2,0,0,0
1,0,8,0,5,0,0,0
9,0,52,0,13,0,0,0
13,0,62,0,5,0,0,0
12,0,69,0,3,0,0,0
1,0,4,0,2,0,0,0
1,0,13,0,2,0,0,0
1,0,13,0,4,0,0,0
1,0,13,0,8,0,0,0
73,0,354,0,41,0,0,0
1,0,4,0,2,0,0,0
31,0,161,0,23,0,0,0
1,0,9,0,5,0,0,0
57,0,303,0,46,0,0,0
9,0,34,0,3,0,0,0
12,0,91,0,11,0,0,0
2,0,22,0,3,0,0,0
1,0,18,0,12,0,0,0
18,0,101,0,9,0,0,0
20,0,153,0,16,0,0,0
20,0,135,0,14,0,0,0
1,0,8,0,3,0,0,0
17,0,117,0,13,0,0,0
82,0,472,0,33,4,6,0
75,0,364,0,53,3,6,0
1,0,16,0,1,0,0,0
3,0,91,0,13,0,0,0
125,0,635,0,86,3,6,0
1,0,16,0,1,0,0,0
9,0,58,0,6,0,0,0
2,0,26,0,5,0,0,0
42,0,198,0,8,0,0,0
6,0,61,0,4,0,0,0
1,0,40,0,3,0,0,0
9,0,45,0,3,0,0,0
1,0,4,0,1,0,0,0
1,0,4,0,1,0,0,0
3,0,68,0,5,0,0,0
1,0,25,0,1,0,0,0
6,0,110,0,14,0,0,0
1,0,10,0,3,0,0,0
4,0,63,0,3,0,0,0
1,0,33,0,1,0,0,0
1,0,26,0,1,0,0,0
12,0,24,0,4,3,6,0
1,0,79,0,70,0,0,0
165,0,895,0,74,0,0,0
1,0,46,0,61,0,0,0
99,0,545,0,41,0,0,0
1,0,33,0,43,0,0,0
1,0,134,0,10,0,0,0
66,0,460,0,53,0,0,1
151,0,362,0,55,0,0,0
1,0,15,0,8,0,0,0
18,0,83,0,5,0,0,0
22,0,156,0,31,0,0,1
1,0,28,0,26,0,0,0
1,0,76,0,9,0,0,0
2,0,83,0,13,0,0,0
58,0,325,0,31,0,0,0
15,0,124,0,43,0,0,0
4,0,30,0,8,0,0,0
35,0,204,0,9,0,0,0
22,0,101,0,4,0,0,0
13,0,69,0,5,1,3122,0
4,0,28,0,1,0,0,0
6,0,66,0,1,0,0,0
17,0,71,0,5,1,3122,0
7,0,38,0,1,0,0,0
1,0,9,0,4,0,0,0
17,0,118,0,7,0,0,0
4,0,30,0,3,0,0,0
5,0,25,0,5,0,0,0
12,0,83,0,26,3,6,0
1,0,27,0,10,0,0,0
3,0,30,0,11,0,0,0
46,0,172,0,7,0,0,0
1,0,5,0,5,0,0,0
241,0,931,0,179,2,6,1
11,0,45,0,9,0,0,0
305,0,939,0,52,0,0,0
5,0,102,0,28,0,0,0
2,0,27,0,9,0,0,0
8,0,102,0,15,0,0,0
45,0,201,0,15,0,0,0
45,0,310,0,42,0,0,0
208,0,637,0,93,0,0,0
6,0,43,0,97,0,0,0
91,0,234,0,54,0,0,0
3,0,43,0,15,0,0,0
1,0,6,0,5,0,0,0
104,0,236,0,58,4,6,0
14,0,77,0,22,0,0,0
1,0,17,0,8,0,0,0
1,0,17,0,8,0,0,0
4,0,24,0,12,0,0,0
4,0,27,0,4,0,0,0
2,0,25,0,5,0,0,0
69,0,291,0,20,0,0,0
28,0,140,0,2,0,0,0
4,0,81,0,14,0,0,0
1,0,19,0,15,0,0,0
1,0,52,0,10,0,0,0
1,0,11,0,1,0,0,0
1,0,8,0,3,0,0,0
14,0,97,0,30,3,420,0
1,0,45,0,1,0,0,0
1,0,7,0,5,0,0,0
11,0,116,0,27,0,0,0
19,0,66,0,15,0,0,0
22,0,128,0,17,0,0,0
31,0,128,0,29,0,0,0
24,0,88,0,13,0,0,0
14,0,85,0,16,0,0,0
11,0,94,0,21,0,0,0
26,0,125,0,19,0,0,0
19,0,58,0,19,0,0,0
3,0,25,0,14,0,0,0
40,0,138,0,29,0,0,0
1,0,5,0,1,0,0,0
43,0,160,0,26,0,0,0
6,0,46,0,5,0,0,0
6,0,44,0,14,0,0,0
3,0,31,0,11,0,0,0
19,0,92,0,20,0,0,0
19,0,91,0,20,0,0,0
1,0,27,0,10,0,0,0
19,0,90,0,20,0,0,0
19,0,90,0,23,3,6,0
13,0,65,0,15,0,0,0
1,0,27,0,12,0,0,0
15,0,58,0,15,0,0,0
37,0,150,0,23,0,0,0
1,0,20,0,17,0,0,0
2,0,47,0,16,0,0,0
21,0,128,0,33,0,0,0
8,0,97,0,19,0,0,0
51,0,317,0,14,0,0,0
1,0,53,0,46,0,0,0
9,0,180,0,23,0,0,0
3,0,28,0,4,0,0,0
43,0,481,0,48,0,0,0
10,0,119,0,24,0,0,0
1,0,16,0,66,0,0,0
3,0,11,0,2,0,0,0
4,0,28,0,5,0,0,0
38,0,273,0,7,0,0,0
80,0,464,0,7,0,0,0
4,0,32,0,37,0,0,0
11,0,62,0,38,0,0,0
127,0,436,0,41,0,0,0
131,0,667,0,74,0,0,1
65,0,407,0,34,0,0,0
6,0,148,0,17,0,0,0
1,0,20,0,21,0,0,0
7,0,37,0,3,0,0,0
8,0,47,0,2,0,0,0
1,0,6,0,2,0,0,0
1,0,11,0,1,0,0,0
5,0,76,0,9,0,0,0
1,0,5,0,4,0,0,0
12,0,57,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,6,0,8,0,0,0
5,0,47,0,6,0,0,0
2,0,26,0,9,0,0,0
1,0,6,0,2,0,0,0
1,0,10,0,5,4,6,0
1,0,10,0,6,0,0,0
1,0,7,0,7,0,0,0
12,0,51,0,10,0,0,0
5,0,38,0,9,0,0,0
5,0,32,0,5,0,0,0
12,0,67,0,12,0,0,0
11,0,30,0,14,0,0,0
4,0,35,0,2,0,0,0
1,0,16,0,3,0,0,0
3,0,27,0,19,0,0,0
2,0,22,0,6,0,0,0
1,0,16,0,6,0,0,0
5,0,30,0,8,0,0,0
3,0,55,0,10,0,0,0
1,0,16,0,5,0,0,0
1,0,6,0,3,0,0,0
1,0,6,0,6,0,0,0
6,0,34,0,6,0,0,0
9,0,46,0,15,0,0,0
5,0,31,0,1,0,0,0
13,0,91,0,9,0,0,0
3,0,29,0,7,0,0,0
4,0,39,0,4,0,0,0
12,0,61,0,10,0,0,0
3,0,38,0,1,0,0,0
8,0,64,0,4,0,0,0
7,0,62,0,4,0,0,0
1,0,20,0,3,0,0,0
8,0,65,0,4,0,0,0
12,0,59,0,10,0,0,0
4,0,35,0,11,0,0,0
11,0,65,0,3,0,0,0
20,0,111,0,4,0,0,0
6,0,51,0,4,0,0,0
21,0,95,0,18,0,0,0
4,0,37,0,3,0,0,0
19,0,42,0,9,0,0,0
13,0,56,0,15,0,0,0
13,0,56,0,15,0,0,0
11,0,63,0,16,0,0,0
3,0,24,0,1,0,0,0
3,0,41,0,12,0,0,0
7,0,50,0,8,0,0,0
2,0,20,0,9,0,0,0
6,0,34,0,1,0,0,0
3,0,26,0,2,0,0,0
4,0,37,0,16,0,0,0
19,0,67,0,9,0,0,0
18,0,67,0,10,0,0,0
19,0,66,0,10,0,0,0
19,0,67,0,10,0,0,0
21,0,72,0,10,0,0,0
71,0,645,0,70,4,6,0
12,0,82,0,18,0,0,0
12,0,161,0,9,0,0,0
1,0,51,0,4,0,0,0
137,0,1092,0,23,4,6,0
3,0,28,0,1,0,0,0
7,0,46,0,3,0,0,0
38,0,461,0,72,1,3122,0
39,0,206,0,31,0,0,0
57,0,294,0,33,1,3122,0
1,0,12,0,7,0,0,0
4,0,74,0,23,0,0,0
7,0,68,0,24,2,6,0
232,0,1376,0,228,4,6,0
34,0,224,0,83,2,6,0
3,0,27,0,3,0,0,0
23,0,233,0,44,0,0,0
2,0,15,0,1,0,0,0
5,0,101,0,38,0,0,0
26,0,192,0,7,4,6,0
3,0,87,0,8,0,0,0
89,0,644,0,114,4,6,0
1,0,5,0,2,0,0,0
1,0,29,0,3,0,0,0
26,0,214,0,18,2,6,0
65,0,496,0,17,0,0,0
14,0,148,0,18,0,0,0
1,0,21,0,7,0,0,0
19,0,170,0,19,2,6,0
27,0,162,0,10,0,0,0
49,0,243,0,29,0,0,0
1,0,54,0,9,0,0,0
169,0,592,0,151,1,3122,0
59,0,223,0,15,0,0,0
156,0,455,0,111,0,0,0
153,0,389,0,88,0,0,0
170,0,496,0,57,0,0,0
7,0,134,0,8,0,0,0
3,0,78,0,6,0,0,0
14,0,213,0,10,5,6,0
1,0,7,0,6,4,6,0
15,0,100,0,8,5,6,0
107,0,717,0,7,5,6,0
36,0,193,0,4,4,6,0
5,0,31,0,4,4,6,0
13,0,84,0,6,5,6,0
1,0,5,0,4,4,6,0
4,0,39,0,4,4,6,0
79,0,430,0,5,0,0,0
10,0,161,0,2,0,0,0
1,0,219,0,1,0,0,0
5,0,65,0,6,0,0,0
3,0,118,0,6,0,0,0
5,0,383,0,6,0,0,0
7,0,450,0,6,0,0,0
1,0,96,0,3,0,0,0
1,0,270,0,3,0,0,0
1,0,320,0,4,0,0,0
1,0,120,0,5,0,0,0
8,0,84,0,4,4,6,0
1,0,64,0,1,0,0,0
4,0,56,0,4,3,420,0
7,0,70,0,5,2,6,0
4,0,532,0,4,0,0,0
3,0,301,0,4,0,0,0
2,0,267,0,4,0,0,0
7,0,75,0,5,2,6,0
3,0,49,0,8,0,0,0
2,0,44,0,9,0,0,0
6,0,58,0,2,0,0,0
37,0,187,0,5,0,0,0
5,0,87,0,6,0,0,0
1,0,31,0,6,0,0,0
8,0,62,0,16,0,0,0
21,0,199,0,29,0,0,0
90,0,484,0,122,0,0,0
1,0,7,0,1,0,0,0
1,0,15,0,6,0,0,0
3,0,19,0,6,0,0,0
20,0,98,0,19,0,0,0
1,0,17,0,5,0,0,0
9,0,69,0,17,0,0,0
13,0,93,0,17,0,0,0
1,0,18,0,2,0,0,0
1,0,15,0,5,0,0,0
1,0,14,0,1,0,0,0
1,0,27,0,2,0,0,0
1,0,24,0,7,0,0,0
1,0,18,0,6,0,0,0
1,0,18,0,3,0,0,0
1,0,18,0,2,0,0,0
1,0,24,0,2,0,0,0
1,0,20,0,5,0,0,0
1,0,21,0,3,0,0,0
1,0,22,0,16,0,0,0
46,0,239,0,13,0,0,0
1,0,16,0,1,0,0,0
1,0,42,0,12,0,0,0
25,0,348,0,29,4,6,0
1,0,5,0,1,0,0,0
1,0,23,0,6,0,0,0
10,0,93,0,10,0,0,0
28,0,138,0,7,0,0,0
9,0,53,0,1,0,0,0
10,0,61,0,1,0,0,0
1,0,14,0,8,0,0,0
1,0,24,0,8,0,0,0
11,0,41,0,4,0,0,0
6,0,36,0,4,0,0,0
29,0,246,0,14,2,6,0
1,0,24,0,6,0,0,0
1,0,7,0,4,0,0,0
27,0,172,0,35,0,0,0
7,0,130,0,5,0,0,0
18,0,97,0,8,0,0,0
8,0,100,0,8,0,0,0
2,0,43,0,2,0,0,0
2,0,93,0,12,0,0,0
2,0,67,0,9,0,0,0
4,0,59,0,2,0,0,0
2,0,53,0,5,0,0,0
5,0,60,0,8,0,0,1
1,0,78,0,8,0,0,0
1,0,10,0,10,0,0,0
35,0,188,0,40,0,0,1
11,0,134,0,4,0,0,0
2,0,71,0,1,0,0,0
1,0,16,0,3,0,0,0
2,0,26,0,14,0,0,0
1,0,19,0,9,0,0,0
15,0,125,0,3,0,0,0
1,0,5,0,1,0,0,0
1,0,13,0,1,0,0,0
36,0,247,0,44,1,7,1
153,0,1169,0,240,4,420,1
7,0,34,0,1,0,0,0
2,0,39,0,15,0,0,0
1,0,17,0,2,0,0,0
9,0,60,0,6,0,0,0
45,0,222,0,17,0,0,0
1,0,105,0,10,0,0,0
5,0,56,0,2,0,0,0
5,0,92,0,8,0,0,0
6,0,79,0,24,0,0,0
97,0,453,0,90,0,0,0
1,0,94,0,44,0,0,0
1,0,8,0,5,0,0,0
6,0,40,0,56,0,0,0
19,0,107,0,23,0,0,0
2,0,17,0,3,0,0,0
8,0,53,0,11,0,0,0
10,0,43,0,7,0,0,0
11,0,32,0,5,0,0,0
2,0,17,0,3,0,0,0
4,0,94,0,6,0,0,0
2,0,16,0,3,0,0,0
9,0,90,0,5,0,0,0
1,0,9,0,2,0,0,0
3,0,18,0,3,0,0,0
4,0,50,0,4,0,0,0
1,0,17,0,3,0,0,0
10,0,37,0,4,0,0,0
34,0,210,0,11,0,0,0
9,0,54,0,4,0,0,0
1,0,19,0,1,0,0,0
5,0,36,0,3,0,0,0
1,0,22,0,14,0,0,0
13,0,74,0,5,0,0,0
3,0,31,0,15,0,0,0
2,0,35,0,11,0,0,0
6,0,44,0,23,0,0,0
5,0,41,0,8,0,0,0
3,0,33,0,15,0,0,0
1,0,15,0,2,0,0,0
3,0,35,0,21,0,0,0
7,0,43,0,17,0,0,0
42,0,273,0,55,4,6,0
1,0,18,0,15,0,0,0
3,0,31,0,16,0,0,0
2,0,31,0,12,0,0,0
5,0,38,0,25,0,0,0
5,0,41,0,9,0,0,0
4,0,52,0,8,0,0,0
11,0,88,0,13,0,0,0
32,0,174,0,9,0,0,0
6,0,50,0,9,0,0,0
1,0,33,0,10,0,0,0
11,0,57,0,11,0,0,0
4,0,41,0,15,0,0,0
14,0,126,0,33,0,0,0
45,0,187,0,34,0,0,0
7,0,81,0,13,0,0,0
1,0,6,0,2,0,0,0
1,0,26,0,11,0,0,0
3,0,32,0,19,0,0,0
8,0,43,0,29,0,0,0
38,0,258,0,33,4,6,0
2,0,35,0,27,0,0,0
10,0,78,0,11,0,0,0
20,0,107,0,7,0,0,0
26,0,145,0,19,0,0,0
56,0,250,0,39,0,0,0
22,0,147,0,14,0,0,0
8,0,57,0,25,0,0,0
8,0,53,0,10,0,0,0
7,0,92,0,3,0,0,0
16,0,114,0,1,0,0,0
1,0,26,0,6,0,0,0
71,0,538,0,12,0,0,1
7,0,68,0,1,0,0,0
15,0,308,0,14,4,6,0
27,0,189,0,7,0,0,0
4,0,31,0,1,0,0,0
47,0,187,0,6,0,0,0
1,0,12,0,1,0,0,0
1,0,12,0,1,0,0,0
7,0,63,0,2,0,0,0
1,0,6,0,1,0,0,0
1,0,24,0,4,0,0,0
1,0,4,0,1,0,0,0
87,0,536,0,9,0,0,0
8,0,456,0,8,0,0,0
2,0,43,0,1,0,0,0
11,0,117,0,3,0,0,0
8,0,115,0,20,0,0,0
8,0,53,0,11,0,0,0
74,0,404,0,38,0,0,0
22,0,130,0,43,0,0,0
8,0,58,0,20,0,0,0
1,0,9,0,4,0,0,0
8,0,39,0,6,0,0,0
4,0,39,0,6,0,0,0
3,0,74,0,56,4,6,0
1,0,18,0,10,0,0,0
1,0,11,0,2,0,0,0
1,0,4,0,2,0,0,0
2,0,36,0,6,0,0,0
1,0,17,0,8,0,0,0
9,0,56,0,6,0,0,0
1,0,13,0,3,0,0,0
2,0,37,0,13,0,0,0
5,0,26,0,1,0,0,0
4,0,36,0,4,0,0,0
42,0,274,0,20,0,0,0
5,0,67,0,28,0,0,0
1,0,24,0,5,0,0,0
3,0,44,0,3,0,0,0
6,0,90,0,2,1,3122,0
1,0,47,0,4,0,0,0
5,0,116,0,12,0,0,0
8,0,105,0,11,0,0,0
3,0,40,0,9,0,0,0
6,0,55,0,4,0,0,0
1,0,21,0,3,0,0,0
41,0,355,0,19,4,3122,0
7,0,76,0,7,0,0,0
59,0,356,0,18,4,3122,0
7,0,53,0,2,0,0,0
15,0,199,0,7,0,0,0
10,0,158,0,5,0,0,0
17,0,158,0,6,0,0,0
1,0,20,0,3,0,0,0
57,0,496,0,43,4,3122,0
7,0,74,0,6,0,0,0
9,0,72,0,5,0,0,0
100,0,381,0,12,0,0,0
5,0,51,0,4,0,0,0
36,0,209,0,12,0,0,0
46,0,232,0,12,0,0,0
1,0,16,0,1,0,0,0
1,0,16,0,2,0,0,0
1,0,23,0,3,0,0,0
51,0,252,0,10,2,3122,0
333,0,954,0,43,2,3122,0
21,0,64,0,3,0,0,0
172,0,660,0,38,2,3122,0
5,0,21,0,2,0,0,0
1,0,4,0,2,0,0,0
3,0,32,0,1,0,0,0
23,0,208,0,6,0,0,0
10,0,141,0,5,0,0,0
15,0,136,0,6,0,0,0
6,0,109,0,1,0,0,0
23,0,121,0,1,0,0,0
1,0,42,0,5,3,6,0
1,0,41,0,8,4,420,0
7,0,162,0,6,0,0,0
2,0,53,0,3,0,0,0
1,0,28,0,2,0,0,0
1,0,18,0,3,0,0,0
1,0,4,0,2,0,0,0
2,0,30,0,2,0,0,0
22,0,204,0,8,0,0,0
8,0,137,0,6,0,0,0
14,0,133,0,8,0,0,0
1,0,10,0,2,0,0,0
17,0,57,0,2,0,0,0
219,0,862,0,14,2,3122,0
1,0,26,0,1,0,0,0
22,0,227,0,12,4,6,0
22,0,127,0,2,0,0,0
1,0,60,0,2,0,0,0
78,0,302,0,2,0,0,0
2,0,19,0,2,0,0,0
2,0,66,0,5,3,6,0
2,0,19,0,2,0,0,0
2,0,21,0,1,0,0,0
2,0,17,0,1,0,0,0
1,0,31,0,1,0,0,0
3,0,132,0,4,2,3122,0
1,0,14,0,2,0,0,0
74,0,456,0,2,0,0,0
19,0,149,0,5,4,6,0
3,0,38,0,1,0,0,0
1,0,60,0,1,0,0,0
2,0,40,0,1,0,0,0
6,0,63,0,2,0,0,0
1,0,60,0,9,0,0,0
2,0,247,0,4,0,0,0
12,0,923,0,7,0,0,0
13,0,1035,0,7,0,0,0
42,0,323,0,6,0,0,0
6,0,211,0,13,0,0,0
10,0,76,0,4,0,0,0
9,0,122,0,3,0,0,0
