McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
4,0,97,0,2,3,1840,0
23,0,91,1,3,11,768,0
41,0,174,0,7,55,1840,0
1,0,13,0,1,4,258,0
1,0,9,0,1,6,258,0
4,0,20,0,3,5,232,0
1,0,12,0,1,4,258,1
1,0,9,0,1,2,258,0
9,0,35,0,3,5,232,0
31,0,89,0,3,17,232,0
1,0,61,0,1,5,258,0
22,0,145,0,4,23,1840,0
3,0,37,0,1,1,1840,0
4,0,39,1,2,5,232,0
1,0,20,1,3,7,768,0
1,0,14,0,3,12,232,0
16,0,62,2,4,24,1840,1
4,0,33,1,2,6,232,0
12,0,80,1,3,18,1840,0
4,0,31,1,2,5,232,0
3,0,21,0,1,1,1840,0
2,0,35,0,1,1,1840,0
1,0,11,0,1,1,1840,0
1,0,11,0,1,1,1840,0
1,0,18,0,3,13,232,0
43,0,172,2,4,26,1840,1
4,0,27,0,1,1,1840,0
1,0,23,0,1,1,1840,0
1,0,31,0,1,1,1840,0
1,0,23,0,1,4,1840,0
1,0,13,0,3,13,232,1
2,0,23,0,2,2,270,0
20,0,82,2,3,25,1840,0
1,0,23,0,2,5,258,0
2,0,11,0,3,6,232,0
1,0,9,0,2,4,258,0
1,0,6,0,1,3,258,0
53,0,293,1,5,40,232,0
1,0,77,0,2,5,258,0
8,0,38,0,4,16,232,0
19,0,105,0,3,8,232,0
1,0,38,0,2,7,232,0
2,0,11,0,3,5,232,0
1,0,26,0,2,4,232,0
1,0,7,0,2,2,258,0
93,0,481,0,3,45,232,0
1,0,70,0,2,6,232,0
25,0,195,0,4,16,232,0
14,0,101,0,5,20,768,0
1,0,16,0,2,3,258,0
39,0,226,0,3,7,232,0
5,0,29,0,3,3,232,0
