Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,numberOfBugsFoundUntil:,numberOfNonTrivialBugsFoundUntil:,numberOfMajorBugsFoundUntil:,numberOfCriticalBugsFoundUntil:,numberOfHighPriorityBugsFoundUntil:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc
0,26,1,65,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,8,2,1,2,6,10,0.2,0.0810811,3,3,1,4,0.0810811,3,2,2,0,0,1,34,40,3,0,2,0,4,0,4,0,12,21,0,10,0,34,40,3,0,2,0,4,0,4,0,12,21,0,10,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,21.0,11.0,5.25,10.0,8.0,2.5,11.0,8.0,2.75,190.714,5.98639,2.61865,0.0879209,0.00280624,0.0577254,2.65708e-05,2.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,30.0,3.0,16.0,2.0,0.0,0.0,3.0,11.0,7.0
0,28,1,62,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,5,3,1,1,3,5,1.0,0.421053,16,13,3,0,0.421053,16,2,2,0,0,1,22,35,3,0,2,0,2,0,2,0,9,11,0,8,0,22,35,3,0,2,0,2,0,2,0,9,11,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,240.143,0.642857,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,19.0,2.0,16.0,0.0,0.0,2.0,2.0,4.0,5.0
0,29,1,40,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,2,2,1,3,1.0,0.529412,9,9,2,0,0.529412,9,3,3,1,1,1,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,28.0,13.0,5.6,102.0,51.0,20.4,-74.0,1.0,-14.8,368.143,124.041,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,3.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,21.0,0.0,0.0,0.0,1.0,3.0,2.0
0,27,1,46,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,4,3,11,12,4,6,0.333333,0.227273,5,5,1,2,0.227273,5,2,2,0,0,1,17,20,1,0,0,0,2,0,2,0,9,12,0,8,0,17,20,1,0,0,0,2,0,2,0,9,12,0,8,0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,45.0,13.0,6.42857,73.0,51.0,10.4286,-28.0,5.0,-4.0,368.143,210.289,4.2341,0.0208684,0.0385326,0.170244,0.106043,14.0,3.0,11.0,3.0,1.0,0.0,0.0,1.0,17.0,2.0,16.0,0.0,0.0,0.0,2.0,6.0,4.0
0,32,1,43,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,9,11,1,3,1.0,0.619048,13,13,2,0,0.619048,13,4,4,0,0,1,8,12,7,0,0,0,2,0,1,0,16,2,0,11,0,8,12,7,0,0,0,2,0,1,0,16,2,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,38.0,13.0,6.33333,111.0,51.0,18.5,-73.0,1.0,-12.1667,368.143,99.1805,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,9.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,23.0,0.0,0.0,0.0,1.0,3.0,2.0
0,45,1,98,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,2,2,2,3,9,0.571429,0.507692,33,33,4,3,0.507692,33,1,1,0,0,1,32,54,3,3,2,1,6,0,6,0,10,15,0,8,1,32,54,3,3,2,1,6,0,6,0,10,15,0,8,1,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,6.0,59.0,16.0,6.55556,61.0,51.0,6.77778,-2.0,14.0,-0.222222,262.857,104.37,6.08433,0.0968814,0.0113622,0.151484,0.00717911,3.0,2.0,2.0,1.0,15.0,0.0,2.0,0.0,30.0,6.0,15.0,2.0,0.0,0.0,6.0,13.0,9.0
0,40,1,58,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,4,1,1,9,11,0.333333,0.529412,18,18,1,2,0.529412,18,2,2,0,0,1,16,19,2,0,1,0,2,0,2,0,9,9,0,8,0,16,19,2,0,1,0,2,0,2,0,9,9,0,8,0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,79.0,26.0,9.875,119.0,51.0,14.875,-40.0,1.0,-5.0,368.143,137.492,4.2341,0.0216663,0.0385326,0.170244,0.106043,3.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,14.0,2.0,16.0,1.0,0.0,0.0,2.0,10.0,4.0
0,58,1,544,2,0.0533333,1,20,2,0.0492813,0.0720721,24,24,1,7,5,176,0,1,2,0,27,0.857143,0.258278,117,108,12,2,0.258278,117,0,0,0,0,0,336,487,8,2,8,2,27,0,13,0,27,326,0,13,0,336,487,8,2,8,2,27,0,13,0,27,326,0,13,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,133.0,111.0,26.6,172.0,111.0,34.4,-39.0,1.0,-7.8,368.143,127.255,2.99922,0.00773124,0.00902615,0.0848456,0.0154708,5.0,1.0,1.0,4.0,231.0,0.0,8.0,0.0,312.0,22.0,9.0,8.0,12.0,0.0,8.0,157.0,164.0
0,25,1,39,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,3,4,45,0,4,6,0.333333,0.0666667,1,1,1,2,0.0666667,1,1,1,0,0,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,32.0,13.0,6.4,58.0,51.0,11.6,-26.0,11.0,-5.2,368.143,211.545,2.82217,0.0115276,0.00699591,0.0760623,0.0067478,47.0,2.0,44.0,3.0,3.0,0.0,0.0,0.0,12.0,3.0,15.0,0.0,0.0,0.0,3.0,8.0,3.0
0,32,1,107,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,12,2,13,22,2,10,0.555556,0.531646,42,33,5,4,0.531646,42,2,2,7,7,1,37,76,3,1,2,1,8,0,8,0,16,19,0,14,0,37,76,3,1,2,1,8,0,8,0,16,19,0,14,0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,60.0,17.0,8.57143,12.0,4.0,1.71429,48.0,17.0,6.85714,44.8571,19.8095,5.30545,0.0280864,0.0952679,0.325349,0.237195,10.0,3.0,10.0,0.0,15.0,4.0,2.0,1.0,28.0,6.0,16.0,0.0,0.0,0.0,6.0,14.0,9.0
0,27,1,91,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,7,10,10,8,15,0.875,0.259259,14,14,7,1,0.258621,15,1,1,0,0,1,40,62,3,2,2,0,7,1,7,0,11,14,1,9,1,43,65,5,2,4,0,7,1,7,0,11,14,1,9,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,7.0,69.0,17.0,5.75,67.0,51.0,5.58333,2.0,17.0,0.166667,368.143,208.59,6.50047,0.0635998,0.0116065,0.159885,0.00705316,6.0,2.0,1.0,5.0,3.0,0.0,2.0,0.0,17.0,3.0,15.0,1.0,0.0,0.0,3.0,12.0,4.0
0,28,1,173,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,15,4,22,55,8,19,1.0,0.555556,75,73,12,0,0.555556,75,2,2,0,0,1,60,146,4,2,3,2,11,0,11,2,18,28,0,17,2,60,146,4,2,3,2,11,0,11,2,18,28,0,17,2,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,7.0,320.0,75.0,15.2381,246.0,51.0,11.7143,74.0,59.0,3.52381,368.143,224.254,11.0402,0.307877,0.0634577,0.371815,0.170339,21.0,3.0,19.0,2.0,21.0,0.0,3.0,1.0,36.0,7.0,16.0,3.0,0.0,0.0,7.0,17.0,10.0
0,57,1,72,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,4,4,6,3,5,0.333333,0.723404,34,34,1,2,0.723404,34,2,2,0,0,1,13,16,2,0,1,0,2,0,2,0,9,6,0,8,0,13,16,2,0,1,0,2,0,2,0,9,6,0,8,0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,24.0,17.0,6.0,6.0,4.0,1.5,18.0,17.0,4.5,44.8571,37.256,4.01909,0.0136504,0.089419,0.28374,0.221425,6.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,10.0,2.0,16.0,0.0,0.0,1.0,2.0,4.0,2.0
0,118,1,859,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,89,2,180,234,4,53,0.913043,0.521401,402,387,42,4,0.521401,402,0,0,0,0,0,369,742,11,3,11,3,49,1,45,11,49,233,1,45,11,369,742,11,3,11,3,49,1,45,11,49,233,1,45,11,13.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,9.0,999.0,468.0,41.625,251.0,69.0,10.4583,748.0,420.0,31.1667,368.143,314.776,16.4641,0.612773,0.0871962,0.542911,0.230256,128.0,1.0,122.0,6.0,465.0,0.0,11.0,0.0,240.0,31.0,18.0,3.0,4.0,7.0,27.0,72.0,66.0
0,29,1,48,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,56,50,2,5,1.0,0.458333,11,11,3,0,0.458333,11,1,1,48,50,1,13,20,1,0,1,0,3,0,2,0,7,4,0,6,0,13,20,1,0,1,0,3,0,2,0,7,4,0,6,0,3.0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,40.0,13.0,4.0,66.0,51.0,6.6,-26.0,9.0,-2.6,368.143,185.707,8.08193,0.0202412,0.0567067,0.290392,0.157777,5.0,2.0,4.0,1.0,3.0,42.0,1.0,0.0,10.0,3.0,13.0,0.0,0.0,0.0,2.0,5.0,3.0
0,39,1,110,2,0.0,0,0,0,0.0,0.0,0,0,3,2,2,6,2,197,123,4,8,1.0,0.7625,61,60,5,0,0.7625,61,0,0,26,98,0,19,72,0,0,0,0,4,0,4,0,4,9,0,4,0,19,72,0,0,0,0,4,0,4,0,4,9,0,4,0,6.0,6.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,116.0,28.0,11.6,83.0,51.0,8.3,33.0,25.0,3.3,368.143,295.233,7.77801,0.0701776,0.0527829,0.280119,0.140061,90.0,1.0,90.0,0.0,6.0,22.0,0.0,0.0,7.0,4.0,9.0,0.0,0.0,0.0,4.0,5.0,3.0
0,35,1,58,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,1,15,18,0,4,1.0,0.580645,18,18,3,0,0.580645,18,1,1,9,20,1,13,24,1,0,1,0,4,0,2,0,8,3,0,6,0,13,24,1,0,1,0,4,0,2,0,8,3,0,6,0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,47.0,13.0,5.22222,62.0,51.0,6.88889,-15.0,9.0,-1.66667,368.143,206.584,5.52249,0.0147491,0.0446654,0.212545,0.123469,9.0,2.0,8.0,1.0,3.0,10.0,1.0,0.0,9.0,3.0,13.0,0.0,0.0,0.0,2.0,4.0,3.0
0,25,1,39,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,3,4,75,1,4,6,0.333333,0.0666667,1,1,1,2,0.0666667,1,1,1,0,0,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,32.0,13.0,6.4,58.0,51.0,11.6,-26.0,11.0,-5.2,349.857,193.83,2.82217,0.0115276,0.00699591,0.0760623,0.0067478,74.0,2.0,71.0,3.0,3.0,0.0,0.0,0.0,12.0,3.0,15.0,0.0,0.0,0.0,3.0,8.0,3.0
0,25,1,36,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,25,33,1,3,1.0,0.384615,5,5,2,0,0.384615,5,3,3,0,0,1,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,22.0,13.0,4.4,59.0,51.0,11.8,-37.0,1.0,-7.4,349.857,135.565,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,19.0,4.0,18.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,21.0,0.0,0.0,0.0,1.0,3.0,2.0
0,34,1,120,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,11,0,8,15,0,3,1.0,0.359551,32,32,4,0,0.359551,32,0,0,0,0,0,57,87,0,3,0,3,3,0,3,0,3,37,0,3,0,57,87,0,3,0,3,3,0,3,0,3,37,0,3,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,4.0,83.0,32.0,9.22222,72.0,29.0,8.0,11.0,32.0,1.22222,216.286,70.0826,7.75655,0.206158,0.013608,0.190306,0.0072202,6.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,44.0,2.0,9.0,0.0,0.0,0.0,2.0,18.0,10.0
0,41,1,140,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,8,8,0,0,7,15,1.0,0.447917,43,42,9,0,0.447917,43,1,1,0,0,1,53,100,4,2,3,0,8,1,8,3,12,13,1,10,4,53,100,4,2,3,0,8,1,8,3,12,13,1,10,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,9.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,250.143,19.0794,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,3.0,0.0,15.0,3.0,15.0,2.0,0.0,0.0,3.0,10.0,3.0
0,32,1,71,2,0.69,1,4,1,0.45,0.538462,18,14,1,2,2,8,4,1,1,6,9,0.5,0.315789,12,10,2,2,0.315789,12,2,2,0,0,1,26,40,3,0,2,0,3,0,3,0,10,14,0,9,0,26,40,3,0,2,0,3,0,3,0,10,14,0,9,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,8.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,250.143,15.6071,1.25878,0.00762692,0.0013038,0.0275436,8.92963e-06,5.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0,21.0,2.0,16.0,2.0,0.0,0.0,2.0,8.0,7.0
0,23,1,1020,2,0.651866,31,1972,187,0.467936,0.613666,467,467,1,3,3,321,0,1,2,0,19,0.666667,0.186096,174,139,2,1,0.186096,174,0,0,0,0,0,761,998,5,2,5,2,19,0,2,0,19,643,0,2,0,761,998,5,2,5,2,19,0,2,0,19,643,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,250.143,16.1429,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,171.0,0.0,5.0,0.0,847.0,19.0,9.0,5.0,16.0,0.0,2.0,423.0,321.0
0,32,1,87,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,4,0,0,3,6,1.0,0.576923,30,30,4,0,0.576923,30,1,1,0,0,1,22,56,3,2,2,0,3,1,3,0,7,3,1,5,1,22,56,3,2,2,0,3,1,3,0,7,3,1,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,250.143,13.9429,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0,2.0,15.0,1.0,0.0,0.0,2.0,5.0,2.0
0,38,1,242,2,0.0,0,0,0,0.0,0.0,0,0,1,6,6,26,2,1,1,2,4,1.0,0.394595,73,52,3,0,0.394595,73,2,2,0,0,1,112,205,10,0,9,0,2,0,2,0,10,68,0,8,0,112,205,10,0,9,0,2,0,2,0,10,68,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,250.143,10.5714,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,9.0,1.0,140.0,2.0,16.0,9.0,0.0,0.0,2.0,8.0,26.0
0,35,1,50,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,4,0,0,2,4,0.666667,0.625,15,15,2,1,0.625,15,1,1,0,0,1,9,16,1,2,0,0,2,0,2,0,6,3,0,4,1,9,16,1,2,0,0,2,0,2,0,6,3,0,4,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,250.143,2.14286,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0,15.0,0.0,0.0,0.0,2.0,4.0,2.0
