McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
2,0,19,0,7,1,1843,0
2,0,26,0,6,2,1843,0
42,0,270,0,55,2,1300,0
8,0,36,0,12,2,1843,0
1,0,13,0,6,1,1843,0
1,0,10,0,7,2,1300,0
16,0,68,0,16,2,1843,0
2,0,28,0,15,1,1843,0
48,0,246,0,81,2,1300,0
1,0,12,0,5,1,1843,0
3,0,44,0,20,2,1300,0
1,0,12,0,7,1,1843,0
1,0,14,0,9,1,1843,0
1,0,10,0,6,2,1843,0
1,0,7,0,8,2,1843,0
1,0,7,0,8,2,1843,0
1,0,9,0,4,1,1843,0
1,0,9,0,4,1,1843,0
3,0,49,0,19,2,1843,0
1,0,8,0,7,2,1843,0
2,0,12,0,7,2,1843,0
1,0,3,0,3,1,1843,0
1,0,7,0,8,2,1843,0
1,0,15,0,4,2,1843,0
6,0,61,0,26,2,1300,0
1,0,6,0,7,2,1843,0
5,0,33,0,11,2,1843,0
7,0,67,0,23,2,1843,0
2,0,21,0,13,2,1843,0
1,0,9,0,9,2,1843,0
5,0,37,0,25,2,1843,0
1,0,16,0,12,1,1843,0
1,0,13,0,8,1,1843,0
3,0,30,0,14,2,1843,0
1,0,9,0,7,1,1843,0
1,0,25,0,11,1,1843,0
2,0,35,0,19,2,1843,0
1,0,19,0,12,1,1843,0
1,0,28,0,12,1,1843,0
1,0,18,0,11,1,1843,0
4,0,24,0,13,2,1843,0
1,0,9,0,6,2,1843,0
1,0,18,0,4,1,1843,0
1,0,26,0,16,2,1843,0
1,0,6,0,3,1,1843,0
1,0,12,0,7,1,1843,0
1,0,20,0,5,2,1843,0
1,0,13,0,11,2,1843,0
7,0,68,0,35,2,1843,0
2,0,21,0,16,2,1843,0
1,0,22,0,15,2,1843,0
1,0,17,0,3,1,1843,0
3,0,10,0,8,2,1843,0
43,0,314,0,53,2,1843,0
1,0,8,0,2,1,1843,0
5,0,36,0,20,2,1843,0
3,0,19,0,15,2,1843,1
7,0,34,0,12,2,1843,0
1,0,18,0,15,2,1843,0
1,0,16,0,8,1,1843,0
9,0,39,0,9,2,1843,0
1,0,9,0,7,1,1843,0
1,0,11,0,7,1,1843,0
1,0,16,0,8,1,1843,0
1,0,7,0,12,2,1843,0
5,0,37,0,11,2,1843,0
1,0,20,0,5,2,1300,0
1,0,23,0,16,2,1300,0
1,0,21,0,9,2,1300,0
28,0,162,0,19,2,1300,0
1,0,20,0,3,2,1843,0
1,0,17,0,11,2,1300,0
9,0,52,0,12,2,1300,0
8,0,66,0,15,2,1300,0
1,0,14,0,7,2,1300,0
1,0,21,0,9,2,1300,0
1,0,21,0,9,2,1300,0
1,0,14,0,6,2,1300,0
1,0,4,0,3,1,1300,0
1,0,14,0,7,2,1300,0
5,0,37,0,9,2,1300,0
1,0,3,0,5,2,1300,0
1,0,20,0,8,2,1300,0
1,0,14,0,7,2,1300,0
1,0,21,0,9,2,1300,0
1,0,14,0,5,2,1300,0
1,0,78,0,24,2,1843,0
4,0,90,0,20,2,1300,0
1,0,9,0,5,2,1843,0
1,0,10,0,8,2,1843,0
1,0,9,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,4,0,5,2,1843,0
1,0,4,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,5,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,13,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,13,0,5,2,1843,0
1,0,15,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,9,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,7,0,5,2,1843,0
1,0,9,0,5,2,1843,0
5,0,40,0,23,2,1843,0
1,0,7,0,5,1,1843,0
6,0,43,0,5,1,1843,0
4,0,20,0,10,2,1843,0
1,0,9,0,9,2,1843,0
1,0,9,0,9,2,1843,0
1,0,11,0,8,2,1843,0
1,0,7,0,9,2,1843,0
1,0,7,0,9,2,1843,0
1,0,11,0,8,2,1843,0
4,0,28,0,14,2,1843,0
1,0,7,0,4,1,1843,0
1,0,10,0,6,1,1843,0
1,0,8,0,6,1,1843,0
8,0,65,0,35,2,1843,0
1,0,8,0,7,1,1843,0
1,0,7,0,6,1,1843,0
1,0,7,0,5,1,1843,0
91,0,930,0,129,2,1300,0
2,0,47,0,8,2,1843,0
3,0,46,0,10,2,1300,0
1,0,325,0,31,2,1843,1
2,0,284,0,21,2,1300,0
3,0,413,0,23,2,1300,0
1,0,135,0,12,2,1300,0
7,0,333,0,28,2,1300,0
1,0,243,0,22,2,1300,0
9,0,453,0,39,2,1300,0
1,0,680,0,31,2,1300,0
2,0,212,0,30,2,1300,0
1,0,73,0,31,2,1300,0
3,0,127,0,5,2,1300,0
1,0,231,0,22,2,1300,0
1,0,548,0,34,2,1300,1
6,0,94,0,3,2,1843,0
1,0,270,0,32,2,1300,1
16,0,803,0,26,2,1300,0
1,0,331,0,8,2,1843,0
2,0,360,1,36,2,1300,1
1,0,154,0,18,2,1300,1
3,0,628,0,37,2,1300,1
1,0,187,0,24,2,1300,1
1,0,299,0,32,2,1300,1
1,0,198,0,46,2,1300,1
1,0,112,0,12,2,1300,1
109,0,665,0,59,2,1300,0
2,0,30,0,11,2,1300,0
1,0,143,0,21,2,1300,1
1,0,419,1,40,2,1300,1
1,0,220,1,16,2,1300,1
1,0,113,0,37,2,1300,0
6,0,775,0,12,2,1300,0
8,0,140,0,19,2,1300,0
1,0,117,0,15,2,1300,1
1,0,74,0,7,2,1300,0
3,0,263,0,11,2,1300,0
3,0,164,0,7,2,1300,0
1,0,26,0,21,2,1843,0
1,0,17,1,31,2,1843,0
3,0,43,0,6,2,1843,0
17,0,143,0,23,2,1300,0
3,0,23,0,16,2,1843,0
1,0,40,0,14,2,1843,0
55,0,271,0,46,2,1300,0
1,0,9,0,17,2,1300,0
9,0,149,0,25,2,1843,0
4,0,29,0,9,2,1843,0
12,0,52,0,31,2,1300,0
1,0,14,0,13,2,1843,0
39,0,264,1,51,2,1300,0
1,0,38,0,16,2,1843,0
2,0,45,0,30,2,1300,1
1,0,7,0,14,2,1843,0
1,0,15,0,20,2,1843,0
23,0,264,0,92,2,1300,0
3,0,39,0,25,2,1843,1
1,0,38,0,45,2,1843,0
67,0,417,0,107,2,1300,0
34,0,160,0,83,2,1843,0
5,0,57,0,14,2,1843,0
5,0,54,0,40,2,1843,0
5,0,81,0,57,2,1300,0
18,0,149,0,73,2,1300,0
1,0,19,0,20,2,1843,0
1,0,8,0,3,1,1843,0
1,0,10,0,8,2,1843,0
1,0,19,0,23,2,1300,0
58,0,325,0,15,2,1843,0
30,0,179,0,30,2,1300,0
28,0,198,0,21,2,1300,0
1,0,9,0,2,1,1843,0
1,0,32,0,19,2,1843,0
16,0,109,0,28,2,1300,0
4,0,65,0,26,2,1300,0
15,0,119,0,41,2,1300,0
33,0,234,0,69,2,1300,0
73,0,300,0,63,2,1300,1
4,0,88,0,28,2,1300,1
1,0,26,0,20,2,1843,0
1,0,7,0,1,1,1300,0
1,0,7,0,1,1,1300,0
1,0,8,0,11,2,1300,0
1,0,4,0,5,2,1300,0
1,0,5,0,15,2,1300,0
1,0,28,0,15,2,1300,0
1,0,20,0,16,2,1843,0
7,0,68,0,12,2,1300,0
78,0,455,0,146,2,1300,1
21,0,97,0,37,2,1300,0
1,0,8,0,8,2,1300,0
3,0,23,0,19,2,1843,0
1,0,12,0,8,2,1300,0
1,0,3,0,16,2,1843,0
217,0,929,1,234,2,1300,0
1,0,8,0,6,2,1300,0
1,0,7,0,7,2,1300,0
1,0,31,0,21,2,1300,0
106,0,459,0,57,2,1843,0
3,0,22,0,13,2,1300,0
31,0,161,0,15,2,1300,0
2,0,28,0,17,2,1843,0
1,0,8,0,5,2,1300,0
1,0,7,0,5,2,1300,0
1,0,25,0,20,2,1300,0
29,0,139,0,26,2,1300,0
2,0,30,0,19,2,1300,0
12,0,72,0,23,2,1843,0
1,0,7,0,5,2,1300,0
1,0,10,0,7,2,1300,0
1,0,8,0,5,2,1300,0
1,0,7,0,8,2,1300,0
2,0,58,0,30,2,1300,0
2,0,18,0,15,2,1843,0
6,0,64,0,27,2,1300,0
13,0,60,0,18,2,1300,0
10,0,88,0,47,2,1300,0
1,0,12,0,5,2,1843,0
1,0,3,0,2,2,1843,0
71,0,378,0,31,2,1300,0
5,0,40,0,6,2,1843,0
1,0,5,0,2,2,1843,0
33,0,220,0,9,2,1843,0
8,0,74,0,8,2,1843,0
35,0,183,0,11,2,1843,0
1,0,20,0,5,2,1843,0
16,0,77,0,18,2,1843,0
97,0,458,0,29,2,1843,0
1,0,20,0,8,2,1843,0
4,0,81,0,7,2,1843,0
4,0,23,0,5,1,1843,0
1,0,6,0,2,2,1843,0
1,0,6,0,2,2,1843,0
3,0,18,0,2,2,1843,0
4,0,73,0,16,2,1843,0
1,0,9,0,3,1,1843,0
1,0,18,0,5,2,1843,0
38,0,203,0,48,2,1300,0
1,0,8,0,3,1,1843,0
16,0,78,0,12,2,1300,1
3,0,39,0,1,1,1300,0
1,0,3,0,6,2,1843,0
1,0,11,0,6,2,1843,0
1,0,13,0,35,2,1300,0
1,0,8,0,17,2,1843,0
1,0,9,0,6,2,1300,0
1,0,8,0,31,2,1300,0
4,0,33,0,21,2,1300,0
1,0,5,0,5,2,1843,0
1,0,8,0,15,2,1300,0
1,0,5,0,6,2,1843,0
3,0,44,0,9,2,1843,0
1,0,10,0,7,2,1300,0
16,0,107,0,38,2,1300,0
4,0,20,0,4,2,1300,0
7,0,141,0,14,2,1300,1
2,0,26,0,1,1,1300,0
3,0,93,0,4,2,1300,0
6,0,114,0,23,2,1300,0
1,0,5,0,3,2,1843,0
20,0,386,0,44,3,1300,0
