McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
19,0,209,0,1,2,1077,0
25,0,273,0,1,5,1077,0
52,0,754,3,1,9,1077,0
10,0,116,0,1,6,1077,0
9,0,75,0,1,1,1077,0
5,0,71,0,1,1,1077,0
6,0,94,0,2,3,1077,0
14,0,94,0,1,3,1077,0
11,0,151,0,1,3,1077,0
1,0,33,0,1,3,1077,0
33,0,254,0,2,12,1077,1
1,0,25,0,1,5,1077,0
1,0,10,0,1,1,1077,0
1,0,6,0,1,2,1077,0
1,0,6,0,1,1,1077,0
1,0,15,0,1,1,1077,0
1,0,7,0,2,4,1077,0
1,0,8,0,1,2,1077,0
1,0,13,0,1,4,1077,0
1,0,20,0,1,1,1077,0
1,0,17,0,1,1,1077,0
1,0,11,0,1,4,1077,0
1,0,6,0,1,4,1077,0
1,0,6,0,1,2,1077,0
1,0,7,0,1,1,1077,0
1,0,28,0,1,3,1077,0
1,0,15,0,1,2,1077,0
1,0,28,0,1,7,1077,0
1,0,10,0,1,2,1077,0
1,0,27,0,1,2,1077,0
1,0,20,0,1,2,1077,0
1,0,18,0,1,7,1077,0
1,0,9,0,1,1,1077,0
1,0,25,0,1,1,1077,0
6,0,68,0,1,1,1077,0
22,0,159,0,1,2,1077,1
10,0,84,0,1,2,1077,0
4,0,104,0,1,2,1077,0
1,0,4,0,1,1,1077,0
2,0,67,0,1,1,1077,0
1,0,7,0,1,1,1077,0
16,0,108,0,1,2,1077,0
12,0,46,0,1,1,1077,0
1,0,18,0,2,5,142,0
1,0,59,0,1,1,1077,0
5,0,66,0,1,1,46,0
34,0,145,0,2,6,142,0
11,0,66,0,1,2,142,0
6,0,46,0,1,2,142,0
1,0,16,0,1,2,1077,0
1,0,5,0,1,1,1077,0
1,0,7,0,1,1,1077,0
23,0,164,0,1,2,1077,0
8,0,301,0,1,3,1077,0
1,0,29,0,1,1,1077,0
1,0,52,0,1,2,1077,0
1,0,28,0,1,1,1077,0
40,0,121,0,1,2,1077,0
3,0,63,0,1,2,1077,0
8,0,106,0,1,1,1077,0
2,0,19,0,1,1,1077,0
1,0,23,0,1,1,1077,0
8,0,50,0,1,3,1077,0
9,0,147,0,1,8,1077,1
22,0,143,0,1,8,1077,0
3,0,61,0,1,1,1077,0
1,0,10,0,1,1,1077,0
22,0,265,0,1,4,1077,0
1,0,27,0,1,1,1077,0
2,0,42,0,1,3,1077,0
1,0,27,0,1,2,1077,0
207,0,894,2,1,10,1077,1
6,0,84,0,1,2,1077,0
1,0,12,0,1,1,1077,0
3,0,39,0,1,1,1077,0
1,0,7,0,1,1,1077,0
1,0,50,0,1,1,1077,0
1,0,5,0,1,1,1077,0
3,0,32,0,1,1,1077,0
1,0,38,0,1,1,1077,0
20,0,112,0,1,1,1077,0
1,0,10,0,1,2,1077,0
19,0,231,0,1,1,1077,0
1,0,16,0,1,1,1077,0
19,0,59,0,1,1,1077,0
2,0,20,0,1,1,1077,0
15,0,32,0,1,1,1077,0
1,0,8,0,1,1,1077,0
1,0,40,0,1,2,1077,0
20,0,168,0,1,1,1077,0
2,0,18,0,1,1,1077,0
16,0,63,0,1,1,1077,0
1,0,205,0,1,2,1077,0
12,0,43,0,1,3,1077,0
50,0,459,0,1,2,1077,0
9,0,67,0,1,2,1077,0
4,0,71,0,1,1,1077,0
7,0,88,0,1,1,1077,0
17,0,88,0,1,3,1077,0
7,0,29,0,1,3,1077,1
9,0,55,0,1,3,1077,0
1,0,41,0,1,1,1077,0
1,0,4,0,1,1,1077,0
1,0,44,0,1,1,1077,0
1,0,10,0,1,1,1077,0
18,0,229,0,1,2,1077,0
20,0,90,0,1,4,1077,0
1,0,4,0,1,1,1077,0
3,0,87,0,1,2,1077,0
15,0,113,0,1,2,1077,0
70,0,447,1,1,5,1077,0
4,0,147,0,1,6,1077,0
1,0,28,1,1,3,1077,0
20,0,163,0,1,3,1077,0
2,0,73,0,1,1,1077,0
2,0,52,0,1,1,1077,0
7,0,53,1,1,3,1077,0
5,0,94,0,1,3,1077,0
4,0,19,0,1,1,1077,0
18,0,114,0,1,1,1077,0
1,0,3,0,1,1,1077,0
2,0,10,0,1,1,1077,0
1,0,8,0,1,1,1077,0
1,0,6,0,1,3,1077,0
1,0,13,0,1,1,1077,0
1,0,34,0,1,2,1077,0
27,0,177,0,1,5,1077,1
3,0,15,0,1,1,1077,0
1,0,14,0,1,2,1077,0
7,0,28,0,1,1,1077,0
12,0,228,0,1,2,1077,0
1,0,14,0,1,1,1077,0
2,0,180,0,1,1,1077,0
1,0,11,0,1,1,1077,0
4,0,86,0,1,1,1077,0
1,0,15,0,1,1,1077,0
1,0,28,0,1,2,1077,0
18,0,97,0,1,1,1077,0
39,0,126,0,1,3,1077,0
16,0,91,0,1,4,1077,0
8,0,97,0,2,6,87,0
5,0,53,0,1,1,1077,0
1,0,13,0,1,2,1077,0
7,0,45,0,1,1,1077,0
20,0,270,0,1,1,1077,0
1,0,13,0,1,1,1077,0
12,0,142,0,1,1,1077,0
1,0,14,0,1,1,1077,0
2,0,49,0,1,1,1077,0
8,0,28,0,1,1,1077,0
2,0,55,0,1,1,1077,0
26,0,119,0,1,1,1077,0
9,0,65,0,1,1,1077,0
4,0,50,0,1,1,1077,0
30,0,283,0,1,2,1077,0
4,0,70,0,1,2,1077,0
7,0,114,0,1,1,1077,0
34,0,201,0,1,3,1077,0
7,0,83,0,1,2,142,0
1,0,57,0,1,1,1077,0
60,0,332,0,1,4,1077,0
1,0,40,0,1,5,1077,1
1,0,18,0,1,1,1077,0
6,0,63,0,1,2,1077,0
8,0,65,0,1,2,1077,0
1,0,11,0,1,2,1077,0
15,0,47,1,1,3,1077,0
8,0,64,0,1,2,1077,0
2,0,77,0,1,2,1077,0
2,0,63,0,1,2,1077,0
2,0,65,0,1,2,1077,0
1,0,68,0,1,2,1077,0
13,0,178,0,1,2,1077,0
3,0,77,0,1,1,1077,0
1,0,14,0,1,1,1077,0
1,0,12,0,1,1,1077,0
1,0,30,0,1,2,1077,0
2,0,11,0,1,1,1077,0
1,0,76,0,1,4,1077,0
1,0,49,0,1,1,1077,0
1,0,76,0,1,2,1077,0
6,0,35,0,1,3,1077,0
2,0,45,0,1,1,1077,0
2,0,32,0,1,1,1077,0
2,0,60,0,1,1,1077,0
1,0,33,0,1,1,1077,0
1,0,7,0,1,1,1077,0
6,0,42,0,1,2,1077,0
1,0,10,0,1,2,1077,0
11,0,73,0,1,2,1077,0
