McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
15,0,75,0,3,1649,1,1
3,0,18,3,17,4057,3,0
1,0,78,2,32,4057,3,1
1,0,12,4,34,4057,3,1
3,0,17,4,29,4057,3,1
1,0,1,0,5,4057,3,0
1,0,15,0,5,72,3,0
24,0,161,4,40,4057,3,1
17,0,745,3,41,1649,4,1
1,0,15,0,7,4057,3,0
1,0,15,0,6,1649,3,0
6,0,35,0,6,1649,3,0
30,0,208,1,13,4057,2,0
2,0,26,0,15,4057,3,1
1,0,133,0,5,72,2,0
2,0,31,0,14,4057,3,0
1,0,1,0,6,4057,2,0
4,0,25,0,16,4057,3,1
5,0,34,0,19,4057,3,0
1,0,1,0,6,4057,2,0
1,0,16,1,5,1649,3,0
17,0,158,1,13,4057,3,1
20,0,119,0,6,1,4,0
32,0,230,0,10,1,4,1
1,0,1,0,7,4057,2,0
71,0,377,1,6,17,2,1
2,0,27,0,4,4057,2,0
25,0,137,1,8,17,3,0
7,0,69,1,8,17,3,0
8,0,64,0,5,1649,3,0
1,0,6,0,18,4057,3,0
1,0,10,0,22,4057,3,0
6,0,34,0,9,1,3,0
1,0,7,0,5,3,3,0
4,0,47,0,8,4057,3,0
1,0,31,0,15,4057,3,0
8,0,63,1,15,1649,3,1
1,0,22,0,8,1649,3,0
2,0,26,0,4,72,2,0
1,0,17,0,3,72,2,0
1,0,17,0,3,72,2,0
5,0,66,0,9,4057,3,0
1,0,6,0,3,72,2,0
2,0,39,0,11,1649,3,0
1,0,26,0,10,1649,3,0
1,0,1,0,6,72,3,0
2,0,23,0,3,72,2,0
2,0,23,0,3,72,2,0
1,0,6,0,4,72,2,0
1,0,1,0,6,4057,2,0
5,0,49,0,16,4057,3,1
3,0,25,0,17,4057,3,1
6,0,33,0,15,4057,3,1
1,0,22,0,15,4057,3,0
2,0,21,0,3,4057,1,0
2,0,15,0,3,4057,1,0
1,0,4,0,3,4057,1,0
3,0,41,0,9,4057,2,0
6,0,51,0,7,72,2,0
5,0,28,1,6,72,2,0
6,0,52,1,20,4057,3,0
2,0,30,0,10,4057,2,0
6,0,146,0,6,4057,1,0
1,0,25,0,14,4057,3,0
4,0,110,0,10,72,2,0
1,0,1,0,4,4057,1,0
3,0,68,0,4,4057,1,0
1,0,13,0,5,1649,2,0
1,0,11,0,3,4057,1,0
1,0,13,0,5,1649,2,0
1,0,1,0,5,4057,1,0
2,0,27,0,15,4057,3,1
5,0,42,0,18,4057,3,0
1,0,55,0,3,1649,2,0
1,0,25,0,1,1649,1,0
8,0,61,2,7,1649,3,0
1,0,36,0,14,4057,3,0
1,0,34,0,12,4057,1,0
1,0,38,0,12,4057,1,0
1,0,78,0,2,1649,2,0
1,0,29,0,1,4057,1,0
1,0,89,0,3,4057,2,0
1,0,99,0,4,4057,2,0
1,0,59,1,5,17,2,0
1,0,127,0,3,17,2,0
2,0,89,0,11,4057,1,0
1,0,43,0,9,4057,1,0
1,0,16,0,2,4057,1,0
1,0,16,0,2,4057,1,0
1,0,9,0,2,4057,1,0
1,0,9,0,2,4057,1,0
1,0,16,0,8,4057,2,0
1,0,14,0,6,4057,2,0
1,0,9,0,2,4057,1,0
1,0,7,0,3,4057,1,0
1,0,9,0,5,4057,2,0
1,0,7,0,3,4057,1,0
1,0,16,0,2,4057,1,0
1,0,16,0,2,4057,1,0
1,0,9,0,2,4057,1,0
1,0,9,0,2,4057,1,0
1,0,16,0,8,4057,2,0
1,0,14,0,6,4057,2,0
1,0,9,0,2,4057,1,0
1,0,7,0,2,4057,1,0
1,0,9,0,5,4057,2,0
1,0,7,0,3,4057,1,0
2,0,43,0,10,4057,1,0
2,0,31,0,9,4057,1,0
1,0,17,0,4,4057,1,0
1,0,24,0,4,4057,1,0
5,0,44,0,14,4057,1,0
5,0,43,0,14,4057,1,0
14,0,70,2,12,4057,3,0
1,0,28,1,14,1649,4,0
56,0,215,8,26,4057,3,0
24,0,55,2,5,72,3,0
1,0,16,0,5,72,2,0
57,0,291,7,18,4057,4,0
2,0,70,0,4,1649,2,0
2,0,64,0,4,1649,2,0
2,0,45,0,5,1649,2,0
45,0,300,0,2,4057,1,1
3,0,48,0,18,1649,3,0
2,0,18,0,6,1649,3,0
3,0,58,0,13,1649,3,0
2,0,42,0,13,1649,3,0
5,0,61,0,3,1649,2,0
1,0,9,0,3,1649,2,1
1,0,15,0,3,1649,2,1
1,0,13,0,3,1649,2,1
19,0,142,2,24,4057,3,1
1,0,17,0,3,72,2,0
1,0,11,0,4,4057,2,0
26,0,100,1,16,4057,3,1
19,0,124,4,36,4057,3,1
5,0,16,0,12,4057,3,0
32,0,185,5,44,1649,3,1
3,0,40,0,4,72,2,0
69,0,523,0,24,4057,3,1
1,0,6,0,25,4057,4,0
10,0,82,0,11,4057,3,0
1,0,6,0,6,1649,3,0
15,0,119,0,11,4057,2,1
117,0,543,0,7,4057,2,1
14,0,85,0,5,4057,2,1
1,0,9,0,16,1649,4,0
1,0,25,0,12,1649,3,0
4,0,29,1,15,1649,3,0
1,0,7,0,15,1649,4,0
1,0,27,0,12,1649,3,1
2,0,20,0,14,1649,3,0
63,0,233,0,8,4057,3,0
1,0,43,0,10,4057,2,0
19,0,119,0,8,4057,2,1
1,0,55,0,5,1649,2,1
1,0,1,0,6,4057,2,0
49,0,232,2,25,4057,4,0
9,0,72,0,14,4057,3,0
25,0,120,3,12,4057,3,0
1,0,1,0,5,4057,2,0
1,0,98,0,7,4057,2,0
4,0,48,0,9,4057,3,0
3,0,24,0,4,4057,2,0
1,0,15,0,4,4057,2,0
1,0,26,0,11,1649,3,0
1,0,22,0,11,4057,3,0
1,0,30,0,11,1649,3,0
1,0,22,0,11,4057,3,0
18,0,90,0,8,4057,3,0
3,0,17,0,6,4057,2,0
4,0,80,0,24,1649,3,0
2,0,50,0,14,1649,3,0
2,0,31,0,11,1649,3,0
41,0,282,0,1,1649,1,0
2,0,54,0,14,1649,3,0
1,0,7,0,10,4057,3,0
1,0,26,0,11,1649,3,0
2,0,47,0,12,1649,3,0
11,0,153,0,15,1649,3,0
2,0,54,0,12,1649,3,0
6,0,106,0,14,1649,3,0
3,0,49,0,7,1649,3,0
1,0,1,0,10,4057,3,0
10,0,295,0,24,4057,3,0
1,0,6,0,4,72,2,0
1,0,3,0,4,4057,2,0
1,0,18,0,22,1649,3,0
1,0,3,0,1,4057,1,0
1,0,47,0,21,4057,3,0
149,0,609,0,45,1649,3,1
53,0,288,0,55,4057,3,1
1,0,7,0,17,1649,3,0
1,0,6,0,10,1649,3,0
2,0,18,0,13,1649,3,0
1,0,10,0,12,1649,3,0
14,0,77,0,12,1,3,0
7,0,42,0,13,72,2,0
7,0,46,0,12,1649,3,0
22,0,257,0,22,4057,3,1
1,0,9,0,16,1649,3,0
1,0,36,0,16,4057,3,0
26,0,179,0,40,4057,3,1
17,0,137,0,34,4057,3,1
1,0,60,0,20,4057,4,0
8,0,40,1,16,4057,3,1
1,0,3,0,14,72,3,0
8,0,93,2,16,1649,2,1
1,0,5,0,14,1649,3,0
1,0,14,0,13,4057,3,0
1,0,7,0,15,1649,3,0
23,0,202,0,20,4057,3,0
117,0,517,3,50,4057,3,1
6,0,54,0,8,4057,3,0
1,0,24,0,16,1649,3,0
1,0,7,0,1,1649,1,0
16,0,94,0,13,4057,3,0
1,0,9,0,14,1649,3,0
1,0,15,0,16,1649,3,0
1,0,7,0,11,1649,3,0
46,0,285,0,13,4057,3,1
17,0,94,0,9,1649,3,1
28,0,185,0,9,4057,3,1
1,0,12,0,6,1649,3,0
1,0,17,0,4,4057,2,0
16,0,129,0,10,4057,3,0
10,0,123,0,10,1649,3,0
9,0,143,0,9,1649,3,0
1,0,15,0,6,1649,3,0
1,0,32,0,8,1649,3,0
1,0,13,0,6,4057,3,0
8,0,102,0,7,4057,2,0
287,0,1436,0,21,4,4,1
97,0,600,0,17,4,4,1
1,0,8,0,3,71,2,0
8,0,73,0,7,1649,3,1
9,0,94,0,8,1649,3,0
9,0,116,0,8,1649,3,0
13,0,180,0,7,1649,3,0
10,0,202,0,7,1649,3,0
1,0,1,0,1,71,1,0
1,0,18,0,10,1649,3,1
7,0,59,0,15,1649,4,1
3,0,41,0,12,1649,3,1
1,0,1,0,9,4057,3,0
1,0,18,0,10,1649,3,1
1,0,18,0,10,1649,3,1
3,0,35,0,10,1649,3,1
1,0,7,0,7,72,2,0
7,0,57,0,11,1649,3,0
12,0,77,0,25,1649,4,1
6,0,49,0,17,1649,3,0
1,0,6,0,1,71,1,0
1,0,6,0,1,71,1,0
71,0,262,0,35,1649,4,1
20,0,90,3,30,1649,4,0
1,0,6,0,10,72,4,0
1,0,6,0,6,72,2,0
2,0,56,1,26,4057,5,0
22,0,161,15,49,1649,5,0
17,0,117,3,11,1649,3,0
17,0,118,16,48,1649,5,0
17,0,118,14,48,1649,5,0
5,0,34,0,17,4057,4,0
1,0,27,0,7,1649,3,1
1,0,10,0,5,72,2,0
9,0,81,1,31,1649,6,1
12,0,101,3,37,1649,6,0
8,0,83,1,9,1649,3,0
8,0,82,3,35,1649,6,0
8,0,83,3,35,1649,6,0
5,0,52,0,18,4057,4,0
5,0,81,0,16,4057,5,1
7,0,67,0,11,4057,5,0
4,0,41,0,12,72,4,1
5,0,23,0,7,71,3,0
4,0,392,5,21,72,2,0
4,0,99,2,13,72,3,0
4,0,20,0,3,4057,2,0
3,0,57,1,13,4057,3,0
5,0,40,1,8,72,2,0
1,0,44,0,5,4057,2,0
2,0,87,0,10,1649,3,0
2,0,100,0,1,4057,1,0
1,0,26,0,3,4057,2,0
4,0,44,2,9,4057,3,0
4,0,203,2,10,4057,3,0
16,0,242,2,34,1649,3,0
2,0,39,0,2,4057,2,0
7,0,102,0,7,4057,4,0
1,0,45,0,17,4057,4,0
1,0,40,0,14,4057,4,0
1,0,40,0,14,4057,4,0
1,0,126,0,17,4057,4,0
1,0,1,0,4,4057,2,0
3,0,22,0,2,1649,2,0
7,0,45,0,4,1649,2,0
5,0,48,0,5,1649,2,1
2,0,21,0,5,1649,2,0
4,0,38,0,5,1649,2,1
3,0,22,0,2,1649,2,0
3,0,20,0,2,1649,2,0
16,0,86,0,8,1649,2,0
9,0,72,0,5,1649,2,1
6,0,53,0,4,1649,2,0
9,0,72,0,5,1649,2,1
3,0,28,0,2,1649,2,0
3,0,22,0,2,1649,2,0
10,0,62,0,1,1649,1,0
3,0,25,0,4,1649,2,0
5,0,46,0,5,1649,2,1
2,0,20,0,4,1649,2,0
4,0,39,0,5,1649,2,1
2,0,19,0,5,1649,2,0
1,0,16,0,2,4057,2,0
1,0,6,0,2,1649,2,0
3,0,21,0,2,1649,2,0
2,0,14,0,4,1649,2,0
1,0,7,0,2,1649,2,0
2,0,14,0,4,1649,2,0
1,0,7,0,2,1649,2,0
3,0,20,0,2,1649,2,0
1,0,10,0,1,1649,1,0
1,0,10,0,1,1649,1,0
1,0,19,0,2,4057,2,0
7,0,61,0,1,1649,1,0
2,0,25,0,6,1649,2,0
2,0,13,0,1,1649,1,0
12,0,82,0,6,1649,2,0
9,0,66,0,3,1649,2,0
4,0,31,0,6,1649,2,0
3,0,18,0,3,1649,2,0
1,0,13,0,1,1649,1,0
2,0,13,0,1,1649,1,0
2,0,13,0,1,1649,1,0
19,0,147,0,9,4057,3,1
14,0,132,0,7,1649,3,1
1,0,1,0,6,4057,3,0
1,0,25,0,11,72,4,0
1,0,22,0,8,4057,3,1
4,0,37,0,3,1649,2,0
11,0,87,0,4,4057,2,0
7,0,52,0,5,72,3,0
2,0,42,0,14,72,3,0
1,0,18,0,7,72,3,0
1,0,22,0,4,1649,3,1
1,0,1,0,1,1649,1,0
4,0,33,0,6,1649,3,0
9,0,58,0,5,4057,3,0
3,0,19,0,4,4057,3,0
2,0,29,0,4,4057,3,0
36,0,307,0,5,1649,3,0
12,0,170,0,2,1649,2,0
1,0,1,0,1,72,1,0
40,0,349,0,5,1649,3,0
24,0,227,0,4,1649,3,0
1,0,1,0,1,72,1,0
1,0,22,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,4,0,2,1649,2,0
1,0,18,0,5,1649,3,0
1,0,4,0,2,1649,2,0
1,0,3,0,2,1649,2,0
1,0,1,0,4,1649,2,0
1,0,6,0,2,1649,2,0
1,0,33,0,7,1649,3,0
1,0,27,0,5,1649,3,0
1,0,5,0,2,1649,2,0
1,0,29,0,5,1649,3,0
1,0,6,0,2,1649,2,0
1,0,6,0,2,1649,2,0
1,0,18,0,3,1649,2,0
10,0,162,1,15,4057,3,0
17,0,170,0,18,4057,2,0
1,0,16,0,7,1649,4,0
7,0,78,1,10,4057,2,0
1,0,1,0,3,4057,2,0
1,0,11,0,1,1649,1,0
1,0,17,0,4,72,3,0
1,0,1,0,1,4057,1,0
111,0,707,29,100,4057,4,1
1,0,4,0,1,1649,1,0
7,0,78,0,7,1649,2,0
1,0,6,0,5,4057,2,0
1,0,5,0,3,4057,2,0
11,0,90,0,9,1649,2,0
10,0,71,0,8,1649,2,0
7,0,61,0,6,1649,2,0
40,0,257,12,48,4057,3,1
1,0,1,0,1,4057,1,0
1,0,22,0,5,4057,2,0
27,0,291,2,23,4057,3,1
1,0,1,0,1,4057,1,0
1,0,6,0,2,4057,1,0
14,0,114,0,16,4057,3,1
1,0,10,0,2,4057,1,0
1,0,6,0,2,4057,1,0
7,0,69,4,19,4057,3,0
16,0,190,0,22,4057,4,1
2,0,29,0,12,17,4,1
3,0,38,0,11,17,4,0
1,0,1,0,7,4057,4,0
11,0,167,0,14,4057,4,0
4,0,26,0,1,4057,1,0
8,0,154,1,17,4057,2,0
1,0,9,0,2,1649,2,0
1,0,9,0,5,1649,2,0
1,0,4,0,6,4057,2,0
5,0,67,0,3,4057,1,0
5,0,38,0,4,1649,2,0
47,0,340,0,28,1649,5,1
108,0,420,0,4,1649,2,0
1,0,1,0,4,4057,2,0
1,0,4,0,1,4057,1,0
18,0,138,0,9,4057,2,0
4,0,40,0,1,4057,1,0
2,0,30,0,4,1649,2,0
1,0,8,0,7,4057,4,0
1,0,7,0,3,4057,1,0
1,0,5,0,2,4057,1,0
8,0,56,0,12,1649,4,0
32,0,151,0,2,1649,2,0
17,0,178,0,2,1649,2,0
1,0,11,0,2,1649,2,0
4,0,37,0,2,1649,2,0
1,0,40,0,2,1649,2,0
2,0,38,0,3,4057,2,0
1,0,8,0,2,1649,2,0
5,0,42,0,3,1649,2,1
33,0,230,0,2,1649,2,0
1,0,8,0,2,1649,2,0
23,0,194,0,2,1649,2,0
1,0,8,0,2,1649,2,0
44,0,238,0,2,1649,2,0
1,0,7,0,1,4057,1,0
1,0,1,0,1,4057,1,0
23,0,215,1,9,1649,2,1
3,0,153,1,6,1649,2,1
1,0,130,0,2,1649,2,0
3,0,39,0,2,1649,2,0
8,0,50,0,9,4057,2,0
22,0,112,1,15,1649,3,0
17,0,108,0,6,4057,2,1
1,0,39,0,4,72,4,0
9,0,233,0,3,4057,2,0
5,0,75,0,8,4057,4,0
1,0,11,0,2,1649,2,0
1,0,158,0,2,1649,2,0
1,0,159,0,2,1649,2,0
1,0,11,0,2,1649,2,0
1,0,11,0,2,1649,2,0
1,0,11,0,2,1649,2,0
1,0,173,0,2,1649,2,0
1,0,29,0,9,4057,4,0
1,0,76,0,2,4057,1,0
3,0,53,1,5,1649,2,1
4,0,44,0,19,1649,4,1
4,0,59,0,12,4057,1,1
2,0,39,0,15,1649,3,1
1,0,28,0,10,4057,1,1
4,0,57,0,29,1649,4,1
3,0,40,0,12,4057,1,0
2,0,46,0,33,1649,3,1
1,0,27,0,11,4057,1,0
4,0,29,0,8,4057,2,1
3,0,45,0,20,1649,4,1
9,0,89,0,8,4057,1,1
1,0,21,0,4,72,2,0
2,0,30,0,15,1649,3,1
1,0,34,0,3,4057,1,1
1,0,17,0,4,72,2,0
2,0,21,0,8,4057,2,0
4,0,80,0,8,4057,2,1
5,0,75,0,14,1649,3,1
1,0,14,0,3,4057,1,1
1,0,14,0,2,4057,1,0
4,0,56,0,16,1649,4,1
3,0,38,1,7,72,4,0
2,0,44,0,13,1649,3,1
1,0,23,0,3,4057,1,0
2,0,37,0,12,1649,3,1
26,0,108,1,13,1649,3,0
2,0,42,0,19,1649,4,1
2,0,42,0,9,1649,2,0
6,0,73,0,20,1649,3,0
1,0,19,0,1,4057,1,0
3,0,43,0,18,1649,4,1
2,0,24,0,7,4057,3,1
2,0,32,0,14,1649,3,1
2,0,39,0,7,4057,1,1
1,0,37,0,5,4057,3,1
2,0,18,0,1,17,1,1
4,0,57,0,11,1649,3,1
2,0,46,0,9,1649,3,1
4,0,57,0,11,1649,3,1
2,0,46,0,9,1649,3,1
3,0,38,0,8,72,2,0
1,0,24,0,8,72,2,0
6,0,55,0,17,1649,4,1
1,0,20,0,7,4057,3,1
1,0,26,0,2,4057,1,0
2,0,279,0,1,4057,1,0
2,0,31,0,13,1649,3,1
4,0,54,0,9,4057,1,1
1,0,26,0,2,4057,1,0
1,0,52,0,5,4057,1,0
1,0,41,0,3,4057,3,0
1,0,6,0,2,4057,1,0
1,0,26,0,1,0,0,0
1,0,15,0,1,0,0,0
3,0,38,0,2,4057,1,0
1,0,26,0,3,1649,2,1
1,0,54,0,8,1649,2,1
6,0,51,0,9,1649,2,1
1,0,17,0,3,1649,2,0
2,0,12,0,1,0,0,0
6,0,54,0,17,1649,4,1
1,0,22,0,6,4057,3,1
1,0,23,0,3,4057,2,0
2,0,30,0,12,1649,3,1
4,0,45,0,6,4057,2,1
1,0,23,0,5,4057,2,0
1,0,1,0,1,9,1,0
2,0,48,0,15,1649,4,0
6,0,74,0,15,1649,3,1
6,0,75,0,2,1649,2,1
6,0,77,0,1,4057,1,1
1,0,19,0,1,4057,1,0
211,0,2358,0,1,4057,1,0
2,0,30,0,2,1649,2,1
2,0,48,0,1,4057,1,1
1,0,19,0,1,4057,1,0
2,0,30,0,13,1649,3,1
28,0,205,0,25,1649,5,1
1,0,19,0,2,1649,2,0
9,0,67,1,26,1649,4,1
8,0,46,0,13,1649,4,1
2,0,31,1,5,4057,1,0
2,0,32,0,15,1649,3,1
22,0,149,2,31,4057,4,1
1,0,15,0,6,1649,2,0
30,0,235,0,19,1649,4,1
10,0,53,0,12,1649,4,1
2,0,29,0,1,71,1,0
3,0,37,0,8,1649,3,1
35,0,322,0,22,1649,4,1
2,0,25,0,2,4057,2,0
1,0,1,0,1,9,1,0
1,0,1,0,1,9,1,0
12,0,192,0,2,4057,2,0
1,0,14,0,3,4057,2,0
2,0,33,0,19,1649,5,1
17,0,103,0,27,1649,4,1
1,0,17,0,2,1649,2,0
1,0,1,0,11,4057,4,0
1,0,1,0,3,4057,1,0
4,0,76,1,33,1649,5,1
7,0,68,1,15,1649,3,1
1,0,11,0,2,1649,2,1
2,0,49,0,5,1649,3,1
1,0,1,0,1,4057,1,0
2,0,34,0,21,1649,6,1
15,0,109,0,25,1649,3,1
1,0,55,0,6,4057,1,0
1,0,17,0,2,1649,2,0
1,0,1,0,3,4057,1,0
6,0,44,0,18,1649,5,1
15,0,110,0,26,1649,3,1
1,0,22,0,3,4057,2,0
4,0,49,0,16,1649,3,0
1,0,58,0,8,1649,3,1
2,0,50,0,4,1649,3,1
1,0,54,0,6,1649,3,1
1,0,37,0,4,1649,3,0
1,0,1,0,1,9,1,0
1,0,58,0,8,1649,3,1
2,0,49,0,4,1649,3,1
1,0,54,0,6,1649,3,1
1,0,31,0,5,1649,3,1
1,0,1,0,1,9,1,0
1,0,9,0,1,9,1,0
1,0,45,0,7,1649,3,0
2,0,49,0,4,1649,3,1
1,0,20,0,3,1649,3,0
1,0,23,0,3,1649,3,0
1,0,1,0,1,9,1,0
3,0,34,0,2,4057,1,0
4,0,69,0,3,4057,1,0
17,0,88,0,2,4057,1,0
1,0,3,0,1,4057,1,0
1,0,1,0,1,4057,1,0
2,0,19,0,1,4057,1,0
1,0,4,0,1,4057,1,0
1,0,22,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,29,0,1,4057,1,0
1,0,37,0,1,4057,1,0
4,0,61,0,1,4057,1,0
1,0,3,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,3,0,1,4057,1,0
2,0,278,0,1,4057,1,0
1,0,46,0,1,4057,1,0
1,0,35,0,1,4057,1,0
13,0,68,2,18,1649,3,0
3,0,50,0,4,1649,3,0
19,0,153,0,1,72,1,0
5,0,89,0,3,4057,3,0
3,0,41,0,8,1649,3,0
3,0,47,0,17,1649,3,0
3,0,41,1,7,1649,3,0
3,0,50,0,14,1649,3,0
4,0,80,0,20,4057,3,0
1,0,42,0,11,4057,3,0
5,0,77,1,13,4057,3,0
20,0,171,1,15,4057,3,0
9,0,100,0,3,1649,2,0
19,0,125,0,9,1649,2,0
18,0,128,0,6,1649,2,0
2,0,101,0,8,1649,3,0
2,0,62,1,8,1649,3,0
24,0,213,0,17,4057,2,0
20,0,153,1,18,1649,3,0
19,0,177,1,5,4057,2,0
20,0,131,1,8,4057,2,0
7,0,159,3,32,4057,3,0
91,0,784,7,104,1649,4,1
3,0,79,0,40,1649,3,1
1,0,14,0,5,4057,2,0
1,0,44,1,49,1649,3,1
1,0,20,1,17,4057,3,1
1,0,37,0,2,4057,1,0
1,0,15,0,5,4057,2,0
22,0,142,1,3,1649,1,0
1,0,23,0,17,4057,3,0
3,0,27,0,6,1649,2,0
1,0,25,0,18,4057,4,1
1,0,29,0,21,4057,2,1
1,0,46,1,37,1649,3,0
3,0,14,0,9,72,3,0
1,0,7,0,8,4057,3,0
1,0,22,1,23,4057,4,0
1,0,6,1,15,1649,3,0
1,0,11,0,11,1649,2,0
1,0,6,0,7,72,3,0
10,0,78,5,49,4057,5,1
4,0,38,0,18,1649,3,0
2,0,20,0,5,1649,3,0
1,0,14,0,11,1649,2,0
1,0,37,0,14,4057,2,0
2,0,61,1,19,1649,3,1
1,0,7,0,7,4057,2,0
1,0,22,1,17,4057,3,0
1,0,6,1,13,1649,2,0
1,0,23,1,15,1649,2,0
1,0,6,0,6,1649,2,0
12,0,102,2,25,4057,2,1
1,0,73,4,32,1649,3,0
1,0,15,0,6,4057,2,0
1,0,23,0,3,1649,1,0
9,0,46,0,3,1649,2,0
7,0,28,0,1,1649,1,0
1,0,10,1,3,1649,2,0
1,0,9,0,14,4057,3,1
1,0,23,0,14,4057,2,1
61,0,363,0,6,1649,3,0
16,0,175,0,1,4057,1,1
9,0,81,0,15,1649,3,0
1,0,46,0,3,1649,1,0
22,0,144,1,15,4057,3,1
219,0,1449,13,91,1649,4,1
100,0,1066,11,134,1649,5,1
66,0,417,0,8,4057,2,0
5,0,22,1,16,1649,3,0
1,0,15,1,7,1649,3,0
9,0,58,0,10,1649,3,0
1,0,9,0,13,1649,3,0
1,0,10,0,4,72,3,0
1,0,5,0,13,1649,3,0
1,0,15,0,5,1649,2,0
1,0,7,0,5,1649,3,0
4,0,36,0,13,1649,3,0
1,0,10,0,4,1649,2,0
26,0,137,1,16,4057,4,0
1,0,20,0,5,1649,3,1
1,0,15,0,7,72,3,0
1,0,1,0,4,4057,2,0
1,0,13,1,2,4057,2,0
1,0,4,0,3,4057,2,0
45,0,347,1,28,1649,3,1
4,0,42,1,36,4057,4,1
1,0,22,0,14,1649,3,0
3,0,106,0,3,1649,1,1
24,0,244,0,20,4057,4,1
13,0,139,1,33,1649,3,1
1,0,5,0,4,4057,1,0
1,0,1,0,6,4057,2,0
27,0,260,2,65,1649,3,1
14,0,110,0,1,1649,1,1
1,0,4,0,1,1649,1,0
5,0,59,0,1,1649,1,1
8,0,70,0,1,1649,1,1
10,0,132,0,3,1649,2,1
1,0,1,0,1,1649,1,0
9,0,52,0,1,1649,1,0
9,0,54,0,1,1649,1,0
23,0,242,2,33,1649,3,0
2,0,49,1,23,4057,3,0
4,0,99,1,8,1649,3,1
1,0,43,1,20,4057,3,0
1,0,5,0,5,1649,2,0
1,0,1,0,5,1649,2,0
1,0,22,0,14,4057,2,1
1,0,27,0,9,4057,2,1
1,0,5,0,3,4057,2,0
9,0,50,0,4,4057,2,0
27,0,221,0,13,4057,2,1
49,0,298,0,18,1649,3,1
1,0,1,0,4,4057,2,0
4,0,50,0,7,4057,2,1
21,0,262,1,31,4057,3,1
5,0,37,0,5,4057,2,0
5,0,24,1,15,4057,3,1
1,0,21,1,7,1649,3,1
6,0,120,0,17,4057,3,1
1,0,1,0,4,4057,2,0
32,0,181,0,5,1649,2,1
25,0,198,0,4,1649,2,0
18,0,85,0,3,4057,2,1
66,0,376,0,6,1649,2,1
2,0,33,0,1,1649,1,1
1,0,8,0,1,1649,1,0
1,0,1,0,1,1649,1,0
4,0,56,0,3,1649,2,0
22,0,121,0,2,4057,2,1
7,0,73,0,1,1649,1,0
11,0,55,0,2,4057,2,0
20,0,114,0,2,1649,1,0
13,0,70,0,1,1649,1,0
33,0,165,0,1,1649,1,0
1,0,1,0,1,1649,1,0
1,0,7,0,1,1649,1,0
1,0,43,0,14,4057,3,0
1,0,37,0,10,4057,2,1
3,0,31,0,12,4057,2,0
53,0,324,0,22,1649,3,1
