target,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
1,8,0,1,1,1,0.0,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,42,36,1,1,1,0.0,True,2.0,730083.0,18.0,8.0,False,5.0,278297.0,8.0,4.0,231.0,1633.0,1633.0,230.0,1632.0,1632.0,185.0,993.0,993.0,0.0429164743885556,0.2293493308721735,0.2293493308721735
1,4,2,2,1,1,0.6500224216483541,True,1.0,27942.0,8.0,1.0,False,18.0,595419.5,68.0,2.0,290.0,1360.0,1360.0,273.0,1311.0,1311.0,220.0,1049.0,1049.0,0.022064696485623,0.104832268370607,0.104832268370607
1,3,1,1,1,1,0.0,True,1.0,14619.0,6.0,3.0,True,4.0,613445.0,7.0,1.0,230.0,230.0,230.0,230.0,230.0,230.0,190.0,190.0,190.0,0.0224838140082401,0.0224838140082401,0.0224838140082401
0,25,11,1,1,1,0.0,True,5.0,588151.0,24.0,3.0,False,21.0,1059535.0,71.0,1.0,464.0,204.0,646.0,380.0,163.0,522.0,415.0,168.0,566.0,0.0209381920676464,0.0085061405274813,0.0285383531306623
0,18,4,4,4,2,0.8429078545765152,True,2.0,156892.0,5.0,1.0,False,30.0,2392046.25,139.0,1.0,20.0,532.0,548.0,20.0,342.0,358.0,20.0,474.0,490.0,0.0009702906251443,0.0219470498544564,0.0226863189021854
1,6,0,1,1,1,0.0,True,1.0,46168.0,4.0,1.0,False,2.0,280.0,11.0,1.0,2459.0,893.0,3096.0,1735.0,647.0,2182.0,1880.0,387.0,2078.0,0.1024175106174452,0.0211259936839812,0.1131983012087553
1,9,36,3,2,1,0.329117595804505,True,3.0,790128.0,7.0,1.0,False,6.0,57726.66666666666,17.0,2.0,255.0,675.0,675.0,254.0,674.0,674.0,203.0,574.0,574.0,0.0430561418319966,0.1213592233009708,0.1213592233009708
0,7,3,1,1,1,0.0,True,6.0,1812931.0,39.0,13.0,False,41.0,187417.0,96.0,2.0,240.0,2426.0,2664.0,223.0,2067.0,2288.0,229.0,1764.0,1991.0,0.0119667013527575,0.091831425598335,0.1036420395421436
0,5,5,1,1,1,0.0,True,2.0,110232.0,15.0,5.0,False,17.0,965380.0,45.0,2.0,458.0,1121.0,1121.0,399.0,1037.0,1037.0,417.0,945.0,945.0,0.036981332389631,0.0836945943554808,0.0836945943554808
1,35,31,15,1,1,0.8898754256825553,True,3.0,342522.0,16.0,4.0,False,6.0,264561.0,38.0,2.0,82.0,155.0,155.0,82.0,155.0,155.0,76.0,145.0,145.0,0.059322033898305,0.1124807395993836,0.1124807395993836
1,530,3,6,3,2,0.8065815311873517,True,41.0,21560570.0,131.0,16.0,True,42.0,440512.5,217.0,1.0,714.0,714.0,714.0,593.0,593.0,593.0,688.0,688.0,688.0,0.0450209095661265,0.0450209095661265,0.0450209095661265
0,24,4,2,1,1,1.0,True,1.0,12711.0,3.0,3.0,True,1.0,1005984.0,1.0,1.0,305.0,305.0,305.0,305.0,305.0,305.0,261.0,261.0,261.0,0.091003820771101,0.091003820771101,0.091003820771101
0,17,16,6,1,1,0.8782277440141528,True,2.0,171225.0,8.0,2.0,False,6.0,290535.0,10.0,2.0,223.0,599.0,599.0,212.0,575.0,575.0,185.0,481.0,481.0,0.0205683954439898,0.0533008957204467,0.0533008957204467
1,187,181,45,5,1,0.840991758192997,True,6.0,192613.0,25.0,11.0,False,61.0,144972.48888888888,496.0,1.0,3465.0,2125.0,3973.0,2762.0,1984.0,3181.0,2664.0,1477.0,2999.0,0.1526083719864857,0.0846360877283399,0.1717917883525167
1,85,18,2,1,1,0.4596942127956402,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,112,86,11,1,1,0.6624932557065031,True,3.0,56554.0,15.0,5.0,False,5.0,171001.27272727274,48.0,4.0,170.0,1949.0,1949.0,170.0,1948.0,1948.0,59.0,1067.0,1067.0,0.0084317032040472,0.1500843170320404,0.1500843170320404
1,624,177,10,4,2,0.7988881660069274,True,17.0,1800388.0,63.0,18.0,False,10.0,875978.4,32.0,2.0,16.0,145.0,150.0,16.0,145.0,150.0,15.0,142.0,146.0,0.002095337873232,0.0187270822420115,0.0192509167103195
1,637,552,62,15,2,0.6778378434545183,True,12.0,522638.0,33.0,5.0,False,16.0,595873.4193548387,221.0,1.0,92.0,265.0,352.0,92.0,265.0,352.0,88.0,252.0,335.0,0.0143386499113903,0.0407604317705816,0.0541324311261479
1,31,21,2,1,1,0.1370994788998177,True,2.0,1818172.0,14.0,2.0,False,1.0,2961032.0,2.0,2.0,33.0,34.0,34.0,33.0,34.0,34.0,31.0,32.0,32.0,0.1269841269841269,0.1309523809523809,0.1309523809523809
1,19,3,5,3,1,0.7683052847024446,True,6.0,249887.0,45.0,24.0,False,9.0,404143.6,24.0,2.0,1.0,1264.0,1264.0,1.0,1263.0,1263.0,1.0,679.0,679.0,0.0004589261128958,0.15603487838458,0.15603487838458
1,98,29,4,1,1,0.743316065664462,True,4.0,29395.0,13.0,1.0,False,3.0,256214.75,95.0,2.0,3458.0,3962.0,3962.0,2762.0,3176.0,3176.0,2658.0,2989.0,2989.0,0.1527020042496985,0.1717107907884913,0.1717107907884913
0,72,3,2,1,1,0.1773894531859973,True,8.0,716640.0,31.0,7.0,False,25.0,32602.0,48.0,2.0,120.0,431.0,431.0,120.0,429.0,429.0,97.0,307.0,307.0,0.0077482605945604,0.0243516761543327,0.0243516761543327
1,224,186,7,2,2,0.3113150356498059,True,6.0,3599825.0,29.0,11.0,False,11.0,452383.0,19.0,1.0,295.0,498.0,774.0,294.0,497.0,773.0,247.0,405.0,635.0,0.0447007930785868,0.0731795241528478,0.1146359048305695
1,16629,291,109,6,2,0.916172211573662,True,17.0,3139923.0,67.0,13.0,False,5.0,32189.486486486487,11.0,2.0,33.0,76.0,76.0,33.0,76.0,76.0,30.0,71.0,71.0,0.0175141242937853,0.0406779661016949,0.0406779661016949
1,8,2,1,1,1,0.0,True,1.0,12856.0,3.0,1.0,False,1.0,14035.0,2.0,2.0,3.0,6.0,6.0,3.0,6.0,6.0,2.0,3.0,3.0,0.375,0.5,0.5
1,73,42,7,6,2,0.854786267022666,True,2.0,14880.0,6.0,2.0,False,3.0,487741.7142857143,3.0,2.0,60.0,231.0,231.0,60.0,231.0,231.0,59.0,230.0,230.0,0.0240192153722978,0.0924739791833466,0.0924739791833466
1,8,86,2,1,1,0.9918207974218424,True,1.0,18634.0,8.0,2.0,False,4.0,5363648.0,5.0,3.0,37.0,149.0,149.0,36.0,148.0,148.0,32.0,127.0,127.0,0.0109416445623342,0.0424403183023872,0.0424403183023872
1,72,12,7,4,2,0.5683141597742152,True,4.0,2511249.0,16.0,4.0,False,24.0,118848.85714285714,58.0,1.0,166.0,348.0,501.0,166.0,348.0,501.0,165.0,318.0,471.0,0.0183000771690001,0.0351670157645243,0.0520339543600485
1,5,3,1,1,1,0.0,True,3.0,140222.0,18.0,9.0,False,7.0,1814133.0,24.0,3.0,70.0,660.0,702.0,70.0,660.0,702.0,68.0,501.0,541.0,0.0092135131526238,0.0670316464147416,0.0723728134597409
1,167,8,4,2,1,0.5450618632855021,True,3.0,230671.0,18.0,10.0,False,13.0,421095.0,32.0,3.0,7.0,1446.0,1450.0,7.0,1445.0,1449.0,7.0,831.0,835.0,0.0017632797002424,0.1833810888252149,0.1842627286753361
1,21,2,4,1,1,0.6530853258545934,True,1.0,1054796.0,4.0,3.0,False,12.0,796.0,55.0,3.0,93.0,1256.0,1330.0,77.0,1112.0,1171.0,6.0,341.0,341.0,0.0188172043010752,0.9193548387096774,0.9193548387096774
1,418,17,12,5,2,0.8611531884714393,True,3.0,604603.0,11.0,5.0,False,8.0,325184.5,29.0,1.0,4.0,197.0,198.0,4.0,197.0,198.0,4.0,183.0,184.0,0.0009100837277029,0.0334910811794685,0.0336730979250091
1,46,18,4,3,1,0.6244486469108969,True,3.0,106748.0,12.0,5.0,False,1.0,11525172.75,2.0,2.0,173.0,691.0,758.0,169.0,594.0,657.0,132.0,119.0,149.0,0.6751269035532995,0.6091370558375635,0.7614213197969543
1,9,3,4,3,1,0.9591479170272448,True,1.0,8680.0,3.0,1.0,False,6.0,19310.0,8.0,2.0,238.0,270.0,270.0,238.0,270.0,270.0,223.0,254.0,254.0,0.0577766314160433,0.0657725045137993,0.0657725045137993
1,16171,11527,1154,158,4,0.8123481916124957,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,3,1,1,1,1,0.0,True,3.0,32041.0,13.0,4.0,False,9.0,600885.0,25.0,3.0,481.0,1146.0,1146.0,467.0,1060.0,1060.0,199.0,314.0,314.0,0.5899705014749262,0.9292035398230089,0.9292035398230089
1,1007,897,287,44,5,0.7442498929595359,True,4.0,1289490.0,12.0,3.0,False,10.0,229636.98757763972,48.0,2.0,64.0,70.0,70.0,64.0,70.0,70.0,59.0,64.0,64.0,0.0282752120640904,0.030631479736098,0.030631479736098
1,1,1,1,1,1,0.0,True,1.0,11103.0,4.0,3.0,True,2.0,66809.0,7.0,1.0,32.0,32.0,32.0,32.0,32.0,32.0,27.0,27.0,27.0,0.077562326869806,0.077562326869806,0.077562326869806
1,26,30,7,4,2,0.8858158991090227,True,2.0,718689.0,8.0,2.0,False,14.0,2579772.714285714,74.0,2.0,655.0,789.0,789.0,655.0,789.0,789.0,642.0,771.0,771.0,0.0863319011815252,0.1036519871106337,0.1036519871106337
0,1,1,1,1,1,0.0,True,1.0,10236.0,4.0,1.0,False,6.0,522120.0,12.0,2.0,73.0,241.0,241.0,73.0,241.0,241.0,35.0,103.0,103.0,0.0229885057471264,0.0664112388250319,0.0664112388250319
1,4,1,2,1,1,0.7219280948873623,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,29,34,1,1,1,0.0,True,3.0,710672.0,32.0,4.0,False,22.0,238477.0,55.0,4.0,74.0,3627.0,3627.0,72.0,3404.0,3404.0,60.0,1522.0,1522.0,0.0137635379061371,0.3436371841155234,0.3436371841155234
0,7,7,2,1,1,0.5916727785823275,True,1.0,13236.0,4.0,3.0,True,7.0,425848.5,9.0,1.0,232.0,232.0,232.0,218.0,218.0,218.0,192.0,192.0,192.0,0.0211553217143483,0.0211553217143483,0.0211553217143483
0,7,2,1,1,1,0.0,True,3.0,2329178.0,21.0,9.0,False,18.0,779957.0,55.0,4.0,161.0,647.0,647.0,161.0,512.0,512.0,9.0,51.0,51.0,0.0173611111111111,0.0902777777777777,0.0902777777777777
1,316,367,16,3,1,0.7977579940697168,True,4.0,160909.0,23.0,3.0,False,16.0,986927.6875,43.0,2.0,105.0,405.0,405.0,105.0,405.0,405.0,101.0,238.0,238.0,0.056198347107438,0.1316804407713498,0.1316804407713498
0,86,42,1,1,1,0.0,True,16.0,1607192.0,40.0,14.0,False,1.0,418570.0,1.0,1.0,396.0,322.0,716.0,320.0,195.0,513.0,306.0,271.0,575.0,0.0134525218000964,0.0119188466763069,0.0252399106086499
1,85,11,4,1,1,0.971562177008186,True,2.0,182600.0,21.0,2.0,False,17.0,1434337.0,68.0,2.0,321.0,519.0,519.0,256.0,449.0,449.0,205.0,360.0,360.0,0.0158120970217992,0.0277095486644151,0.0277095486644151
1,226,104,19,5,2,0.7544455568630063,True,2.0,7145769.0,9.0,7.0,False,26.0,167699.15789473685,149.0,2.0,308.0,529.0,816.0,308.0,528.0,815.0,306.0,514.0,799.0,0.0329399141630901,0.0552575107296137,0.0858369098712446
0,224,34,7,1,1,0.8912054643915273,True,3.0,246631.0,11.0,4.0,False,5.0,293827.8571428572,23.0,3.0,199.0,234.0,234.0,199.0,234.0,234.0,163.0,187.0,187.0,0.0365174794032509,0.0418615007793364,0.0418615007793364
1,646,378,110,6,2,0.8217270646248951,True,4.0,180329.0,18.0,8.0,False,21.0,105613.41818181818,356.0,1.0,22.0,294.0,316.0,22.0,294.0,316.0,14.0,263.0,277.0,0.0025150905432595,0.0442655935613682,0.0466130114017437
1,31,0,2,2,2,0.205592508185083,True,8.0,4556140.0,28.0,14.0,False,24.0,7419106.5,54.0,3.0,0.0,1066.0,1066.0,0.0,770.0,770.0,0.0,1027.0,1027.0,5.327366682648767e-05,0.0547653294976293,0.0547653294976293
1,376,376,4,1,1,0.4842420685952975,True,9.0,3740382.0,58.0,16.0,False,42.0,3851764.0,98.0,2.0,31.0,1125.0,1125.0,30.0,875.0,875.0,28.0,1016.0,1016.0,0.0022088506359966,0.0774621067865031,0.0774621067865031
1,11,2,5,1,1,0.972362610668201,True,2.0,61907.0,9.0,2.0,False,1.0,5199753.0,7.0,3.0,50.0,407.0,407.0,49.0,406.0,406.0,40.0,341.0,341.0,0.0122461170848267,0.1021505376344086,0.1021505376344086
0,86,16,8,3,2,0.6924828561850035,True,2.0,1111399.0,15.0,2.0,False,10.0,7556.0,58.0,3.0,166.0,665.0,665.0,166.0,665.0,665.0,165.0,651.0,651.0,0.0343970161624533,0.1351015333609614,0.1351015333609614
1,31,6,3,2,1,0.512132189026103,True,1.0,65664.0,6.0,5.0,False,2.0,5848870.0,3.0,2.0,14.0,268.0,269.0,13.0,252.0,253.0,14.0,249.0,250.0,0.001043986636971,0.0173997772828507,0.0174693763919821
1,18,28,5,2,2,0.891634001196196,True,3.0,684733.0,14.0,1.0,True,2.0,485694.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0052910052910052,0.0052910052910052,0.0052910052910052
1,853,615,36,6,3,0.7995937527568877,True,11.0,962993.0,36.0,12.0,False,24.0,140751.86111111112,224.0,1.0,447.0,340.0,506.0,422.0,319.0,476.0,434.0,338.0,493.0,0.0388358182305151,0.0302651548968842,0.0441032050709758
0,29,1,4,1,1,0.7688218574771959,True,2.0,18584.0,7.0,1.0,False,53.0,1069622.0,204.0,2.0,364.0,915.0,915.0,302.0,710.0,710.0,351.0,856.0,856.0,0.0280925778132482,0.0683958499600957,0.0683958499600957
1,3,2,1,1,1,0.0,True,2.0,4711.0,7.0,3.0,False,4.0,1203595.0,12.0,2.0,426.0,460.0,859.0,335.0,450.0,758.0,394.0,341.0,709.0,0.0281820776255707,0.0244006849315068,0.0506563926940639
1,17,6,4,2,1,0.7123673094658132,True,2.0,338488.0,8.0,4.0,False,3.0,6033597.25,11.0,4.0,471.0,1960.0,1960.0,342.0,1567.0,1567.0,448.0,1493.0,1493.0,0.0290483276185547,0.0966552371094002,0.0966552371094002
1,10,2,2,1,1,0.8112781244591328,True,3.0,74783.0,9.0,3.0,False,4.0,425427.0,21.0,2.0,442.0,1003.0,1414.0,346.0,902.0,1218.0,408.0,634.0,1014.0,0.0284442589888031,0.044161624591418,0.0705890534807705
0,31,51,1,1,1,0.0,True,3.0,36008.0,11.0,3.0,False,4.0,2495072.0,7.0,3.0,185.0,4084.0,4173.0,182.0,2779.0,2865.0,173.0,3346.0,3427.0,0.0087617704818973,0.1685381942696006,0.1726169494939322
1,7,7,2,1,1,0.863120568566631,True,2.0,16980.0,9.0,5.0,False,14.0,301500.0,27.0,2.0,229.0,303.0,303.0,227.0,293.0,293.0,136.0,200.0,200.0,0.012208162537872,0.0179112457672429,0.0179112457672429
1,20,2,3,2,2,0.627079355810753,True,3.0,1997101.0,15.0,8.0,False,4.0,262905.0,55.0,2.0,25.0,298.0,309.0,25.0,298.0,309.0,24.0,280.0,291.0,0.0038028597505324,0.0427441435959841,0.0444174018862184
1,228,214,19,6,1,0.7013174109463207,True,3.0,1073855.0,10.0,3.0,True,21.0,114389.36842105264,105.0,1.0,124.0,124.0,124.0,124.0,124.0,124.0,116.0,116.0,116.0,0.0553191489361702,0.0553191489361702,0.0553191489361702
1,3390,2558,252,60,3,0.8239824199019935,True,1.0,57.0,2.0,3.0,True,1.0,33867.92156862745,1.0,1.0,293.0,293.0,293.0,275.0,275.0,275.0,1.0,1.0,1.0,1.0,1.0,1.0
0,7,0,1,1,1,0.0,True,5.0,158811.0,28.0,10.0,False,33.0,1525044.0,59.0,3.0,160.0,1101.0,1101.0,159.0,911.0,911.0,122.0,947.0,947.0,0.0087694282047625,0.0675887637245116,0.0675887637245116
1,65,10,2,1,1,0.4474992550368635,True,4.0,2059302.0,36.0,2.0,False,13.0,3669660.0,19.0,2.0,189.0,1274.0,1274.0,118.0,941.0,941.0,181.0,1162.0,1162.0,0.0132875812221654,0.0849091041833978,0.0849091041833978
1,231,199,15,5,2,0.6904493164879394,True,3.0,427809.0,20.0,5.0,False,15.0,66670.0,93.0,2.0,108.0,408.0,408.0,108.0,408.0,408.0,108.0,396.0,396.0,0.0503929727230698,0.183541377716135,0.183541377716135
0,1,1,1,1,1,0.0,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
0,18,2,1,1,1,0.0,True,1.0,35650415.0,8.0,3.0,False,2.0,2482045.0,2.0,3.0,79.0,79.0,79.0,79.0,79.0,79.0,38.0,38.0,38.0,0.1725663716814159,0.1725663716814159,0.1725663716814159
0,83,8,1,1,1,0.0,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,223,300,6,3,2,0.4698071018172446,True,4.0,353451.0,17.0,4.0,False,2.0,1182292.0,2.0,2.0,393.0,645.0,645.0,393.0,645.0,645.0,385.0,632.0,632.0,0.0810924369747899,0.1329831932773109,0.1329831932773109
1,636,86,1,1,1,0.0,True,5.0,3364061.0,19.0,2.0,False,3.0,1953795.0,3.0,2.0,275.0,1991.0,1991.0,275.0,1804.0,1804.0,249.0,1422.0,1422.0,0.0215535822053625,0.1226829899129235,0.1226829899129235
0,206,70,2,1,1,0.4735729249174518,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,24,24,11,2,2,0.7590306365784575,True,4.0,2794216.0,41.0,11.0,True,32.0,85204.36363636363,152.0,1.0,102.0,102.0,102.0,102.0,102.0,102.0,91.0,91.0,91.0,0.0119994782835528,0.0119994782835528,0.0119994782835528
0,47,0,4,1,1,0.7244612325001818,True,3.0,428243.0,11.0,3.0,False,8.0,299614.5,14.0,2.0,150.0,293.0,293.0,144.0,282.0,282.0,144.0,281.0,281.0,0.0161956885960013,0.0314978219591198,0.0314978219591198
1,64,446,17,6,2,0.6371567115193458,True,9.0,146694.0,34.0,7.0,False,37.0,157240.82352941178,209.0,2.0,1565.0,3222.0,3222.0,1506.0,2683.0,2683.0,1017.0,2486.0,2486.0,0.0588235294117647,0.1437073847220617,0.1437073847220617
0,135,94,7,3,1,0.6936939773303278,True,1.0,79200.0,6.0,3.0,False,10.0,5314.285714285715,27.0,2.0,52.0,208.0,208.0,52.0,208.0,208.0,51.0,185.0,185.0,0.0361864996520528,0.1294363256784968,0.1294363256784968
1,575,253,14,4,2,0.7316476254107098,True,3.0,7648.0,8.0,3.0,False,5.0,552007.4285714285,8.0,1.0,22.0,30.0,37.0,22.0,30.0,37.0,22.0,29.0,36.0,0.0089043747580332,0.0116144018583042,0.0143244289585753
1,1512,245,208,120,3,0.9226144970080964,False,2.0,244978.5,12.0,3.0,True,9.0,395115.0,27.0,2.0,168.0,477.0,548.0,162.0,436.0,498.0,127.0,363.0,419.0,0.0236353404614518,0.0664112388250319,0.0768270944741533
1,9,0,2,1,1,0.5032583347756457,True,2.0,697982.0,5.0,2.0,False,4.0,1817723.0,7.0,1.0,21.0,1.0,22.0,21.0,1.0,22.0,18.0,1.0,19.0,0.0029275808936825,0.0003081664098613,0.0030816640986132
1,2,2,2,1,1,1.0,True,1.0,85319.0,7.0,1.0,False,1.0,1478011.0,1.0,2.0,51.0,63.0,63.0,51.0,63.0,63.0,50.0,62.0,62.0,0.0233516483516483,0.0288461538461538,0.0288461538461538
1,188,27,9,3,2,0.7218447634348165,True,4.0,451333.0,36.0,10.0,False,15.0,35324.0,57.0,2.0,107.0,167.0,167.0,107.0,167.0,167.0,105.0,165.0,165.0,0.0218827415359207,0.0342691990090834,0.0342691990090834
0,4,68,15,11,3,0.9436690025478108,True,3.0,132172.0,9.0,3.0,False,52.0,404920.2,139.0,2.0,143.0,2031.0,2031.0,133.0,1814.0,1814.0,120.0,1942.0,1942.0,0.0082899424499862,0.1331186626473006,0.1331186626473006
1,434,244,13,4,3,0.6161782163637494,True,8.0,185816.0,26.0,7.0,False,4.0,1311927.5384615385,122.0,2.0,1592.0,1805.0,1805.0,1532.0,1743.0,1743.0,1052.0,1138.0,1138.0,0.0583411823369715,0.063105989251482,0.063105989251482
1,94,94,17,1,1,0.825025327729974,True,1.0,16347.0,4.0,1.0,False,9.0,633659.8823529412,74.0,2.0,750.0,1075.0,1075.0,749.0,1074.0,1074.0,589.0,782.0,782.0,0.0802611889538838,0.1065161202557475,0.1065161202557475
1,9,1,2,1,1,0.4689955935892812,True,2.0,709132.0,23.0,14.0,False,2.0,250128.0,3.0,6.0,23.0,1400.0,1400.0,23.0,1397.0,1397.0,0.0,788.0,788.0,0.0002554931016862,0.2015840572304547,0.2015840572304547
0,210,27,4,2,2,0.6423021638028938,True,4.0,1205080.0,21.0,5.0,False,11.0,2614310.75,29.0,2.0,160.0,458.0,458.0,160.0,458.0,458.0,156.0,427.0,427.0,0.0198457843509038,0.0541018834534192,0.0541018834534192
1,57,0,1,1,1,0.0,True,1.0,158.0,2.0,2.0,False,0.0,0.0,0.0,1.0,4.0,99.0,100.0,4.0,99.0,100.0,3.0,95.0,95.0,0.0033085194375516,0.0794044665012407,0.0794044665012407
1,38,19,21,1,1,0.856206281933799,True,2.0,386466.0,9.0,4.0,False,1.0,7613895.0,1.0,4.0,72.0,952.0,952.0,70.0,838.0,838.0,68.0,640.0,640.0,0.0048197820620284,0.0447750768371053,0.0447750768371053
1,11,89,5,2,1,0.8544186904119445,True,1.0,22910.0,5.0,1.0,False,9.0,587747.0,22.0,2.0,358.0,436.0,436.0,358.0,436.0,436.0,276.0,345.0,345.0,0.0448946515397082,0.0560777957860615,0.0560777957860615
1,2,2,1,1,1,0.0,True,3.0,164294.0,15.0,9.0,False,2.0,7264536.0,2.0,3.0,4.0,978.0,980.0,4.0,899.0,901.0,1.0,30.0,31.0,0.0266666666666666,0.4133333333333333,0.4266666666666667
1,105,6,2,1,1,0.2238125551345859,True,7.0,7956079.0,20.0,4.0,False,40.0,964516.5,77.0,1.0,731.0,449.0,1025.0,561.0,325.0,773.0,588.0,422.0,867.0,0.0287892858888508,0.0206754973361356,0.0424263160467276
1,28,34,17,16,2,0.9152339505934288,True,2.0,159630.0,8.0,3.0,False,20.0,136692.70588235295,70.0,3.0,164.0,433.0,433.0,164.0,433.0,433.0,160.0,413.0,413.0,0.0681337283114684,0.1752010156580618,0.1752010156580618
1,19,19,1,1,1,0.0,True,1.0,6764.0,3.0,1.0,False,4.0,213861.0,4.0,2.0,22.0,266.0,266.0,22.0,266.0,266.0,18.0,226.0,226.0,0.0077298616761594,0.0923515052888527,0.0923515052888527
0,74,75,12,12,1,0.9199232878106977,True,1.0,97813.0,3.0,1.0,False,25.0,439781.6666666667,165.0,2.0,267.0,268.0,268.0,252.0,253.0,253.0,110.0,111.0,111.0,0.0263157894736842,0.0265528686581318,0.0265528686581318
1,445,244,20,7,2,0.7127333024853373,True,21.0,13386161.0,82.0,19.0,False,23.0,292633.95,114.0,2.0,422.0,478.0,868.0,421.0,477.0,867.0,412.0,463.0,843.0,0.0460680423870607,0.0517568321249302,0.094143892916899
1,118,49,12,3,1,0.7317603792170725,True,1.0,272686.0,6.0,2.0,False,18.0,364008.9166666667,133.0,3.0,232.0,588.0,588.0,232.0,584.0,584.0,193.0,445.0,445.0,0.0432263814616755,0.0993761140819964,0.0993761140819964
1,86,10,7,4,2,0.8509784100873289,True,2.0,287192.0,8.0,4.0,False,26.0,387786.0,113.0,2.0,40.0,409.0,442.0,40.0,408.0,441.0,38.0,398.0,430.0,0.005821764442454,0.0595611285266457,0.064337960889685
