McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,58,0,4735,1,1,0
1,0,53,0,4735,1,2,0
2,0,35,0,4735,1,1,0
1,0,21,0,4735,1,3,0
45,0,253,0,4735,1,2,0
2,0,36,0,4735,1,1,0
58,0,299,0,4735,2,7,0
2,0,35,0,4735,1,1,0
24,0,172,0,4735,1,2,0
1,0,12,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,30,0,4735,1,3,0
1,0,22,0,4735,1,1,0
6,0,90,0,4735,1,2,0
23,0,221,0,4735,1,2,0
1,0,6,0,4735,1,1,0
1,0,5,0,18,2,2,0
22,0,181,0,4735,1,3,0
1,0,14,0,4735,2,2,0
1,0,41,0,4735,1,3,0
1,0,11,0,4735,1,1,0
1,0,38,0,4735,1,1,0
66,0,585,0,4735,2,6,1
39,0,445,0,4735,2,21,0
4,0,57,0,4735,1,2,0
8,0,141,0,4735,1,4,0
8,0,67,0,4735,1,1,0
1,0,50,0,4735,1,1,0
3,0,33,0,4735,1,1,0
4,0,64,0,4735,1,1,0
20,0,309,0,4735,1,2,1
1,0,99,0,4735,1,1,0
1,0,24,0,4735,1,1,0
51,0,297,0,4735,1,1,0
1,0,20,0,4735,1,3,0
7,0,71,1,4735,2,6,1
1,0,15,0,4735,2,3,0
9,0,79,1,4735,2,7,1
2,0,20,0,4735,1,1,0
4,0,28,0,4735,1,3,0
1,0,6,0,4735,1,2,0
126,0,633,1,4735,2,16,1
4,0,31,0,4735,1,3,0
65,0,278,1,319,3,10,0
1,0,13,1,4735,1,3,0
14,0,76,0,4735,2,5,0
15,0,71,0,4735,1,2,0
11,0,72,0,4735,1,2,0
9,0,75,0,11,2,2,0
6,0,57,0,4735,1,1,0
1,0,17,0,4735,1,1,0
5,0,34,0,4735,1,1,1
5,0,34,0,4735,1,1,0
5,0,34,0,4735,1,1,0
1,0,1,0,4735,1,2,0
1,0,27,0,4735,2,3,0
5,0,50,0,4735,1,2,0
21,0,190,0,4735,1,2,0
17,0,199,0,4735,1,2,0
52,0,271,0,4735,2,7,0
1,0,59,0,11,2,2,0
7,0,74,0,4735,1,2,0
6,0,60,0,4735,1,2,0
3,0,38,0,4735,1,2,0
38,0,240,1,4735,2,9,1
43,0,281,1,4735,2,17,1
1,0,18,0,11,2,2,0
11,0,193,0,4735,2,7,0
1,0,64,0,4735,2,3,0
1,0,32,0,4735,1,2,0
1,0,1,0,11,2,2,0
8,0,76,0,4735,2,7,0
1,0,27,0,4735,1,2,0
9,0,137,0,4735,2,9,0
1,0,18,0,11,2,2,0
8,0,157,0,11,2,4,1
1,0,68,0,4735,2,4,0
1,0,68,0,4735,1,2,0
1,0,1,0,4735,1,2,0
14,0,167,2,4735,2,7,0
1,0,18,0,11,2,2,0
10,0,183,0,4735,2,8,0
1,0,92,0,4735,2,3,0
3,0,43,0,4735,1,2,0
13,0,106,0,4735,2,7,0
1,0,54,0,4735,1,2,0
1,0,1,0,4735,1,2,0
14,0,121,0,4735,2,7,0
1,0,14,0,4735,1,2,0
3,0,55,0,11,2,5,0
3,0,60,0,11,2,6,0
3,0,82,0,11,2,6,0
1,0,16,0,762,1,1,0
6,0,141,0,4735,2,2,0
3,0,70,0,4735,2,2,0
4,0,57,0,762,1,1,0
5,0,46,0,762,1,1,0
1,0,1,0,762,1,1,0
8,0,117,0,4735,2,2,1
1,0,18,0,11,2,2,0
18,0,179,0,4735,2,5,0
1,0,61,0,4735,2,4,0
1,0,105,0,4735,1,4,0
1,0,18,0,11,2,2,0
6,0,84,0,4735,1,2,0
43,0,273,0,4735,2,5,0
3,0,50,0,11,2,2,0
7,0,133,0,4735,1,2,0
16,0,134,0,4735,1,2,0
7,0,69,0,4735,1,2,0
1,0,1,0,4735,1,2,0
4,0,75,0,4735,2,8,0
10,0,115,0,11,2,6,0
6,0,86,0,4735,2,9,0
1,0,18,0,11,2,2,0
44,0,458,0,4735,3,10,0
1,0,165,0,4735,2,4,0
11,0,101,0,4735,1,2,0
1,0,1,0,4735,1,2,0
23,0,246,2,4735,2,10,0
1,0,19,0,11,2,2,0
28,0,392,0,4735,2,6,1
1,0,111,0,11,2,3,1
1,0,1,0,4735,1,2,0
25,0,224,0,4735,2,6,1
1,0,18,0,11,2,2,0
6,0,128,0,4735,2,7,0
1,0,76,0,4735,2,4,0
3,0,38,0,4735,1,2,0
1,0,61,0,4735,2,8,0
1,0,18,0,4735,1,1,0
30,0,147,0,4735,1,6,0
1,0,21,0,4735,1,1,0
7,0,117,0,4735,1,1,1
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,11,2,2,0
11,0,40,0,4735,1,2,0
5,0,37,0,4735,1,2,0
21,0,304,0,4735,2,9,0
4,0,375,0,4735,2,6,0
17,0,207,0,11,2,4,0
1,0,18,0,11,2,2,0
4,0,84,0,11,2,5,0
1,0,42,0,11,2,3,0
14,0,55,0,4735,1,2,0
10,0,89,0,4735,1,2,1
6,0,90,0,4735,1,1,0
16,0,111,0,11,2,5,0
7,0,81,0,4735,2,6,0
13,0,101,0,4735,1,3,0
8,0,74,0,4735,1,3,0
1,0,26,0,11,2,2,0
3,0,64,0,4735,1,3,0
1,0,10,0,4735,1,2,0
1,0,11,0,4735,1,2,0
5,0,66,0,4735,2,3,0
41,0,332,1,4735,4,20,1
1,0,18,0,11,2,2,0
30,0,380,0,4735,4,14,0
1,0,164,0,4735,4,12,0
13,0,120,0,4735,3,5,0
1,0,8,0,4735,1,1,0
3,0,56,0,4735,3,8,0
3,0,41,0,11,2,4,0
3,0,41,0,11,3,6,0
1,0,235,0,762,4,8,0
1,0,154,0,4735,2,4,0
1,0,383,0,4735,3,7,0
1,0,12,0,11,2,2,0
5,0,280,1,762,4,13,0
51,0,369,1,4735,3,13,0
12,0,118,0,4735,1,1,0
7,0,41,0,4735,1,2,0
41,0,259,0,4735,1,3,1
45,0,239,0,4735,1,5,0
54,0,528,2,4735,2,18,1
36,0,281,1,4735,1,4,0
111,0,493,1,4735,1,7,1
166,0,844,1,4735,4,12,1
73,0,465,1,319,2,10,1
22,0,211,0,4735,2,5,0
68,0,410,0,4735,1,4,1
5,0,116,0,4735,1,2,0
41,0,203,0,4735,2,3,0
20,0,183,1,4735,1,2,0
24,0,89,0,4735,1,2,1
46,0,276,0,4735,1,1,0
42,0,360,0,4735,1,1,0
21,0,112,1,4735,1,2,0
29,0,188,1,4735,1,2,1
14,0,105,0,4735,1,2,1
63,0,300,0,4735,1,3,0
5,0,29,0,28,1,1,0
45,0,312,0,4735,1,5,1
1,0,32,0,4735,1,1,0
7,0,63,0,4735,1,2,0
9,0,111,0,4735,1,3,0
10,0,119,0,4735,1,3,0
1,0,20,0,4735,1,3,0
2,0,70,0,4735,1,3,0
5,0,92,0,4735,1,3,0
1,0,47,0,4735,1,2,0
10,0,33,0,4735,1,1,0
22,0,109,0,4735,1,1,0
12,0,144,0,4735,1,1,0
19,0,151,2,4735,1,6,0
14,0,143,0,4735,1,3,0
16,0,111,0,4735,1,2,0
10,0,87,0,4735,1,2,0
9,0,84,0,4735,1,4,0
1,0,23,0,4735,1,4,0
1,0,3,0,4735,1,1,0
15,0,144,0,4735,1,5,0
19,0,102,0,0,0,1,0
13,0,90,0,0,0,1,0
7,0,79,0,0,0,1,0
3,0,23,0,0,0,1,0
1,0,5,0,4735,1,1,0
5,0,66,0,4735,1,2,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
8,0,65,0,4735,1,1,0
12,0,135,0,4735,1,2,0
10,0,66,0,4735,1,1,0
43,0,202,0,4735,1,1,0
54,0,206,0,4735,1,1,0
1,0,24,0,4735,1,1,0
79,0,127,0,4735,1,1,0
13,0,199,1,4735,1,3,0
3,0,36,0,4735,1,1,0
53,0,294,1,4735,1,6,0
1,0,12,0,4735,1,1,0
1,0,26,0,4735,1,1,0
28,0,131,0,4735,1,2,0
49,0,177,1,4735,1,2,0
72,0,497,0,4735,1,6,0
1,0,36,0,4735,1,3,0
2,0,32,0,4735,1,1,0
6,0,54,0,4735,1,2,0
3,0,41,0,4735,1,1,0
1,0,9,0,4735,1,1,0
1,0,27,0,4735,1,1,0
22,0,115,0,4735,1,2,0
7,0,51,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,22,0,4735,1,1,0
2,0,19,0,4735,1,1,0
1,0,12,0,4735,1,1,0
23,0,148,0,4735,1,1,0
8,0,37,0,4735,1,1,0
1,0,15,0,4735,1,2,0
132,0,949,1,4735,2,7,0
39,0,151,0,4735,1,4,0
1,0,53,0,4735,1,2,0
59,0,285,1,4735,1,11,1
1,0,98,0,4735,1,2,0
1,0,7,0,4735,1,1,0
8,0,73,0,4735,1,2,0
27,0,231,0,4735,1,3,1
1,0,9,0,4735,1,1,0
73,0,620,0,4735,1,9,1
2,0,27,0,4735,1,1,1
20,0,174,0,4735,1,5,0
2,0,49,0,4735,1,1,0
29,0,159,1,4735,1,6,0
81,0,352,2,4735,1,4,0
2,0,28,0,4735,1,3,0
17,0,128,1,4735,1,4,0
1,0,20,0,4735,1,1,0
67,0,209,0,4735,1,2,0
10,0,96,1,4735,1,6,0
31,0,266,0,4735,1,6,0
1,0,30,0,4735,1,1,0
52,0,404,0,4735,1,6,0
51,0,234,0,4735,1,2,0
7,0,84,0,4735,1,1,1
7,0,58,0,4735,1,1,0
2,0,29,0,4735,1,1,0
1,0,23,0,4735,1,1,0
1,0,52,0,4735,1,2,0
1,0,12,0,4735,1,1,0
1,0,32,0,1466,1,1,0
62,0,142,0,4735,2,4,0
1,0,21,0,4735,1,2,0
35,0,144,0,1,1,1,0
5,0,108,0,4735,1,1,0
15,0,125,0,4735,1,1,0
1,0,12,0,4735,1,1,0
1,0,12,0,4735,1,2,0
1,0,12,0,4735,1,1,0
2,0,570,0,4735,1,5,1
1,0,22,0,4735,1,1,0
39,0,164,0,4735,1,1,0
52,0,281,0,4735,1,2,0
1,0,149,0,4735,1,1,0
5,0,65,1,4735,1,1,0
26,0,244,2,4735,1,9,0
76,0,298,1,4735,1,6,0
1,0,30,1,4735,1,1,0
44,0,238,1,4735,1,1,0
4,0,66,0,4735,1,2,0
15,0,133,0,4735,1,2,0
58,0,470,1,4735,1,6,1
24,0,197,0,4735,1,3,0
2,0,88,0,1466,2,8,0
1,0,13,0,4735,1,1,0
4,0,52,0,4735,1,2,0
1,0,61,0,4735,1,1,0
179,0,844,2,4735,1,14,1
1,0,14,0,4735,1,1,0
9,0,69,0,4735,1,1,0
6,0,185,0,4735,1,3,0
1,0,79,0,4735,1,2,0
1,0,87,0,4735,1,1,0
40,0,347,4,4735,1,7,0
28,0,220,1,4735,1,2,0
21,0,87,0,4735,1,2,0
3,0,41,0,4735,1,2,0
36,0,111,0,4735,2,5,0
9,0,76,0,4735,2,2,0
32,0,105,0,4735,1,5,0
1,0,4,0,18,1,1,0
5,0,49,0,18,1,1,0
18,0,68,0,4735,1,2,0
2,0,24,0,18,1,1,1
17,0,75,0,4735,1,2,0
11,0,57,0,4735,1,2,0
10,0,100,0,18,2,2,0
39,0,148,0,4735,2,6,0
6,0,59,0,18,1,1,0
15,0,124,0,18,2,8,0
4,0,38,0,18,1,1,0
15,0,74,0,4735,1,2,0
11,0,56,0,4735,1,3,0
2,0,27,0,18,1,1,0
11,0,64,0,4735,1,1,0
17,0,176,0,18,2,2,0
49,0,141,2,4735,1,9,0
1,0,142,0,4735,1,4,0
3,0,31,0,18,2,2,0
17,0,82,0,4735,1,3,0
1,0,9,0,4735,1,1,0
14,0,65,0,4735,1,2,0
8,0,73,0,18,1,1,0
24,0,89,0,18,2,2,0
10,0,81,0,18,1,1,0
23,0,82,0,4735,1,2,0
8,0,59,0,18,2,2,0
20,0,85,0,4735,1,2,0
48,0,153,0,4735,1,2,0
37,0,152,0,4735,1,2,0
62,0,208,1,4735,1,2,0
36,0,141,0,4735,1,2,0
4,0,54,0,0,0,1,0
20,0,83,0,0,0,1,0
2,0,38,0,0,0,1,0
16,0,70,0,0,0,1,0
16,0,84,1,4735,1,3,0
3,0,35,0,18,1,1,1
15,0,84,1,4735,1,3,0
21,0,77,0,4735,1,2,0
7,0,49,0,18,1,1,0
20,0,77,0,4735,1,2,0
27,0,227,0,4735,1,5,0
4,0,43,0,4735,1,1,1
21,0,94,0,4735,1,2,1
21,0,95,0,4735,1,3,1
6,0,38,0,4735,1,1,0
3,0,26,0,18,1,1,0
9,0,45,0,4735,1,1,0
13,0,125,0,762,2,2,0
43,0,117,0,762,2,5,1
4,0,39,0,4735,1,1,0
23,0,96,0,4735,1,4,0
15,0,117,0,18,1,1,0
32,0,97,1,4735,1,2,0
17,0,125,0,18,1,1,0
34,0,90,1,4735,1,3,0
15,0,133,0,762,1,2,0
48,0,148,0,762,2,3,1
27,0,120,2,4735,1,4,0
5,0,55,0,18,1,1,0
27,0,138,2,4735,1,5,0
15,0,68,0,4735,1,3,0
28,0,97,0,4735,1,2,0
21,0,87,0,4735,1,2,0
15,0,75,0,4735,1,2,0
5,0,39,0,18,1,1,0
15,0,83,0,4735,1,4,1
1,0,8,0,4735,1,2,0
1,0,235,0,762,2,4,1
2,0,24,0,4735,1,1,0
32,0,225,1,4735,1,11,0
1,0,9,0,4735,1,1,0
29,0,225,0,18,2,4,0
67,0,188,2,4735,2,11,0
29,0,100,0,4735,1,2,0
2,0,208,0,18,1,1,0
22,0,84,0,4735,1,2,0
29,0,149,0,4735,1,1,1
2,0,27,0,18,1,1,0
10,0,59,0,4735,1,1,0
7,0,57,0,18,1,1,0
16,0,71,0,4735,1,1,0
4,0,38,1,4735,2,2,0
11,0,63,0,4735,1,1,0
4,0,32,0,18,1,1,0
9,0,57,0,4735,1,1,0
2,0,44,0,18,1,1,0
11,0,68,0,4735,1,1,0
25,0,99,0,4735,1,4,0
2,0,47,0,18,1,1,0
13,0,75,0,4735,1,4,0
5,0,72,0,4735,1,2,0
49,0,170,0,4735,1,5,0
9,0,80,0,4735,2,2,0
21,0,90,0,4735,1,4,1
6,0,59,0,18,1,1,0
19,0,90,1,4735,1,3,0
5,0,44,0,4735,1,1,0
5,0,39,0,18,2,2,0
12,0,70,0,4735,1,3,0
1,0,25,0,4735,1,1,0
3,0,40,0,4735,1,1,0
1,0,25,0,4735,1,1,0
3,0,40,0,4735,1,1,0
59,0,318,0,762,2,4,0
9,0,46,0,762,1,2,1
15,0,89,0,4735,2,5,0
1,0,42,0,4735,1,1,0
33,0,357,0,4735,1,4,0
2,0,24,0,4735,1,2,0
5,0,70,0,4735,1,3,0
1,0,9,0,4735,1,1,0
1,0,17,0,4735,1,1,0
88,0,576,1,4735,1,9,0
6,0,76,0,4735,1,1,0
2,0,20,0,4735,1,1,0
2,0,77,0,4735,1,1,0
35,0,452,0,4735,1,6,0
18,0,147,1,4735,1,3,0
9,0,56,0,4735,1,1,0
1,0,31,0,4735,1,2,0
2,0,80,0,4735,1,1,0
5,0,610,0,4735,2,7,0
132,0,617,0,4735,1,8,1
35,0,205,0,4735,1,1,0
3,0,108,0,762,2,7,0
3,0,48,0,4735,1,1,0
3,0,89,0,4735,1,4,0
9,0,86,0,4735,1,1,0
1,0,32,0,4735,1,1,0
1,0,32,0,4735,1,1,0
9,0,84,0,4735,1,1,0
11,0,122,0,4735,1,4,0
29,0,236,0,4735,1,9,1
1,0,62,0,4735,1,2,0
73,0,503,0,4735,1,8,1
3,0,50,0,4735,1,1,0
3,0,74,0,4735,1,1,0
26,0,146,1,4735,1,6,1
30,0,344,0,4735,1,2,0
25,0,226,1,42,2,6,0
1,0,32,0,4735,1,4,0
10,0,82,0,4735,1,7,0
1,0,4,0,4735,1,1,0
2,0,24,0,4735,1,1,0
15,0,241,0,4735,1,2,0
3,0,32,0,4735,1,1,0
5,0,58,0,4735,1,1,0
40,0,211,0,4735,1,4,0
24,0,344,0,4735,1,3,0
34,0,196,0,4735,1,3,0
38,0,757,0,4735,1,6,0
1,0,46,0,4735,1,1,0
2,0,110,0,4735,1,1,0
11,0,80,0,4735,1,1,0
4,0,186,0,4735,1,1,0
10,0,256,0,4735,1,1,0
15,0,319,1,4735,1,3,0
1,0,70,0,4735,1,1,0
7,0,218,0,4735,1,1,0
4,0,35,0,4735,1,1,0
15,0,272,0,4735,1,6,0
17,0,78,0,4735,1,3,0
23,0,114,0,4735,2,9,0
2,0,125,0,762,3,10,0
27,0,144,0,4735,1,1,0
22,0,530,0,4735,1,1,0
55,0,471,0,4735,1,3,0
62,0,284,0,4735,1,1,0
3,0,51,0,4735,1,1,0
3,0,40,0,4735,1,1,0
5,0,57,0,4735,1,1,0
22,0,103,0,4735,1,1,0
48,0,233,1,4735,1,8,0
3,0,49,0,4735,1,1,0
18,0,148,0,4735,1,1,0
71,0,165,0,4735,1,2,0
6,0,67,0,4735,1,1,0
56,0,279,3,4735,1,11,1
1,0,97,0,4735,1,2,0
26,0,149,0,762,2,2,0
88,0,586,1,4735,1,7,0
5,0,69,1,4735,1,1,0
16,0,194,0,4735,1,1,0
10,0,145,0,4735,1,6,0
17,0,432,0,4735,1,5,0
7,0,124,0,4735,1,2,0
9,0,120,0,4735,1,1,0
1,0,44,0,4735,1,1,0
7,0,131,0,4735,1,4,0
23,0,142,2,4735,1,9,0
2,0,16,0,4735,1,1,0
9,0,107,0,4735,1,1,0
4,0,41,0,4735,1,1,0
22,0,88,0,0,0,1,0
5,0,53,1,4735,1,1,0
33,0,135,0,4735,1,2,0
1,0,17,0,4735,1,1,0
27,0,169,0,4735,1,4,0
21,0,228,0,4735,1,6,1
2,0,94,0,4735,1,4,1
2,0,19,0,4735,1,1,0
7,0,93,0,4735,1,6,0
1,0,11,0,4735,1,1,0
29,0,221,2,4735,1,13,0
95,0,645,0,4735,1,9,0
3,0,80,0,4735,1,3,0
2,0,19,0,4735,1,1,0
5,0,31,0,4735,1,1,0
3,0,100,0,4735,1,3,0
1,0,105,0,4735,1,1,0
12,0,45,0,4735,1,1,0
3,0,25,0,4735,1,2,0
6,0,50,0,4735,1,2,0
43,0,273,0,4735,1,2,0
52,0,159,0,4735,1,2,0
5,0,34,0,4735,1,2,0
9,0,80,0,4735,1,2,0
117,0,758,0,4735,1,3,0
29,0,127,0,4735,1,3,0
25,0,99,0,4735,1,3,1
5,0,35,1,4735,1,1,0
1,0,21,1,4735,1,1,0
4,0,45,0,11,2,4,0
15,0,123,0,4735,2,6,0
3,0,63,0,4735,2,6,0
1,0,35,0,4735,1,1,0
20,0,144,0,11,2,4,0
10,0,91,0,4735,2,4,0
9,0,45,0,4735,2,4,0
4,0,28,0,11,2,3,0
1,0,13,0,11,2,2,0
1,0,13,0,11,2,2,0
1,0,1,0,4735,1,2,0
1,0,52,0,4735,1,2,0
3,0,68,0,4735,1,2,0
3,0,74,0,11,2,4,0
1,0,32,0,4735,1,2,0
3,0,63,0,11,2,4,0
7,0,98,0,11,2,4,0
1,0,30,0,4735,1,2,0
5,0,61,1,4735,2,5,0
2,0,63,0,4735,1,2,0
16,0,148,1,11,2,4,0
30,0,238,1,11,2,5,0
14,0,99,1,4735,2,6,0
2,0,59,0,4735,1,2,0
17,0,154,1,11,2,5,0
2,0,63,0,4735,1,2,0
27,0,186,1,4735,2,5,0
28,0,212,1,4735,2,6,0
33,0,214,1,4735,2,5,0
43,0,266,1,4735,2,8,0
5,0,76,0,4735,1,2,0
6,0,77,0,4735,1,2,0
5,0,32,0,4735,1,2,0
1,0,15,0,4735,1,2,0
1,0,31,0,4735,1,2,0
1,0,37,0,4735,1,2,0
41,0,304,0,11,2,6,0
1,0,36,0,11,2,5,0
19,0,217,0,11,2,5,0
1,0,21,0,4735,1,2,0
1,0,28,0,4735,1,2,0
6,0,73,0,4735,1,1,0
3,0,59,0,4735,1,1,0
16,0,216,0,4735,2,5,1
2,0,63,0,11,2,3,0
3,0,70,0,4735,1,1,0
1,0,15,0,4735,1,1,0
7,0,35,0,4735,1,1,0
2,0,83,0,11,2,2,1
10,0,120,0,11,2,3,0
10,0,118,0,11,2,3,0
71,0,538,1,4735,2,9,1
3,0,73,0,4735,2,7,0
3,0,57,0,4735,1,3,0
3,0,57,0,4735,2,5,0
4,0,119,0,4735,1,1,0
4,0,114,0,4735,1,1,0
3,0,97,0,4735,1,1,0
3,0,97,0,4735,1,1,0
4,0,121,0,4735,1,1,0
4,0,106,0,4735,1,1,0
17,0,193,0,4735,1,1,0
1,0,22,0,4735,1,1,0
76,0,349,1,4735,1,4,1
2,0,40,0,4735,1,3,0
2,0,36,0,4735,1,2,0
3,0,39,0,4735,1,3,0
2,0,34,0,4735,1,3,0
19,0,104,0,4735,1,6,0
1,0,5,0,4735,1,1,0
2,0,35,0,4735,1,1,0
3,0,35,0,4735,1,1,0
4,0,41,0,4735,1,1,0
3,0,35,0,4735,1,1,0
13,0,103,0,4735,1,2,0
1,0,16,0,4735,1,1,0
1,0,45,0,4735,1,1,0
10,0,76,0,4735,1,1,0
12,0,161,0,4735,1,1,0
1,0,107,0,4735,1,9,0
1,0,117,0,4735,1,11,0
6,0,69,0,4735,1,1,0
18,0,110,0,4735,1,6,0
5,0,72,0,4735,1,4,0
4,0,47,0,4735,1,2,0
9,0,126,0,4735,1,7,0
9,0,71,0,4735,1,2,0
14,0,157,0,4735,1,3,0
1,0,29,0,4735,1,1,0
50,0,227,1,4735,1,14,0
32,0,225,1,4735,1,14,0
10,0,79,0,4735,1,1,0
19,0,157,0,4735,1,1,0
28,0,115,0,4735,1,1,0
14,0,71,0,319,1,1,0
4,0,31,0,4735,1,1,0
2,0,140,1,4735,1,1,0
4,0,58,1,4735,1,1,0
8,0,44,0,319,1,1,0
16,0,76,0,319,1,1,0
28,0,133,0,4735,1,3,0
10,0,57,0,4735,1,2,0
46,0,164,0,4735,1,2,0
7,0,75,0,0,0,1,0
1,0,52,0,4735,1,1,0
1,0,53,0,4735,1,1,0
12,0,68,0,4735,1,1,0
1,0,30,0,4735,1,1,0
16,0,151,0,762,2,2,0
1,0,8,0,4735,1,1,0
10,0,66,1,4735,1,1,0
15,0,87,0,4735,1,1,0
1,0,14,1,4735,1,2,0
12,0,132,0,4735,1,1,0
1,0,28,0,4735,1,3,0
1,0,98,0,4735,1,1,0
1,0,15,0,4735,1,3,0
9,0,121,0,4735,1,5,0
1,0,18,0,4735,1,2,0
1,0,10,0,4735,1,3,0
2,0,18,0,4735,1,1,0
17,0,106,0,4735,1,2,0
1,0,5,0,4735,1,1,0
2,0,67,0,4735,1,3,0
3,0,231,0,4735,1,4,0
19,0,143,0,4735,1,1,0
2,0,66,0,4735,1,3,0
2,0,67,0,4735,1,2,0
1,0,13,0,4735,1,1,0
9,0,94,0,4735,1,1,0
39,0,160,1,4735,1,3,0
59,0,285,1,4735,1,2,0
2,0,64,0,4735,1,1,0
2,0,67,0,4735,1,1,0
1,0,13,0,4735,1,1,0
31,0,332,0,4735,1,2,1
26,0,253,0,4735,1,1,1
2,0,179,0,4735,1,2,0
16,0,128,0,4735,1,2,1
5,0,103,0,4735,1,6,1
1,0,22,0,4735,1,1,0
1,0,20,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,6,0,4735,1,1,0
235,0,1267,2,762,2,16,1
2,0,53,0,4735,1,1,0
122,0,698,0,4735,1,4,0
32,0,239,3,4735,1,6,0
49,0,402,1,1466,2,8,1
24,0,172,0,1466,2,5,0
26,0,165,0,1466,2,3,0
49,0,307,0,1466,3,5,0
60,0,357,1,1466,3,6,0
49,0,307,0,1466,3,5,0
48,0,304,0,1466,3,5,0
49,0,309,0,1466,3,5,0
49,0,309,0,1466,3,5,0
15,0,220,0,1466,3,3,0
49,0,309,0,1466,3,5,0
45,0,275,1,1466,3,8,0
38,0,144,0,1466,3,4,0
7,0,89,0,4735,1,1,0
5,0,139,0,4735,1,1,0
78,0,460,0,1466,1,2,0
13,0,137,0,4735,1,2,0
38,0,209,0,4735,1,2,0
7,0,114,0,4735,1,1,0
29,0,212,0,4735,2,3,0
20,0,224,0,1466,3,4,0
36,0,235,0,1466,2,3,0
9,0,148,0,1466,1,1,0
17,0,179,0,1466,2,2,0
24,0,185,0,1466,1,1,0
9,0,114,0,1466,3,3,0
52,0,336,0,1466,2,7,0
2,0,22,0,4735,1,1,0
20,0,175,0,1466,2,2,0
20,0,176,0,1466,4,6,0
9,0,152,0,1466,1,1,0
7,0,134,0,4735,2,3,0
32,0,283,0,1466,3,4,0
