McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,55,2053,14,0,5,0
2,0,167,831,4,0,3,0
2,0,135,831,4,0,3,0
3,0,57,2053,15,0,5,0
1,0,23,753,14,2,7,0
9,0,120,753,24,2,7,0
1,0,17,2053,3,0,3,0
1,0,21,2899,6,1,3,0
1,0,39,2053,15,0,5,0
3,0,80,1733,5,0,2,0
3,0,51,1733,6,0,3,0
9,0,149,2053,17,0,6,0
2,0,49,831,5,0,3,0
20,0,512,831,42,4,6,0
1,0,11,2053,8,1,4,0
9,0,224,831,3,0,3,0
3,0,20,2053,5,0,2,0
2,0,16,2053,5,0,2,0
11,0,101,2053,11,0,6,0
12,0,255,2053,22,0,5,0
4,0,82,21,20,0,6,0
2,0,50,2053,14,0,5,0
1,0,14,2053,6,0,5,0
1,0,10,2053,7,0,3,0
15,0,132,791,31,4,6,1
2,0,15,2899,13,0,5,0
1,0,41,753,3,0,3,0
1,0,15,2053,9,0,6,0
1,0,41,753,3,0,3,0
3,0,44,831,19,0,6,1
16,0,148,831,69,0,7,1
1,0,32,753,28,3,6,0
42,0,351,831,65,4,6,1
1,0,4,2053,7,0,3,0
2,0,12,2053,7,0,3,0
2,0,51,2053,6,0,5,0
9,0,26,753,15,3,6,0
1,0,26,753,17,3,7,0
10,0,62,2053,6,0,5,0
2,0,44,831,11,0,5,1
1,0,26,753,10,1,5,0
1,0,20,2053,10,0,6,0
1,0,8,2053,7,0,3,0
10,0,54,831,14,3,6,0
2,0,44,753,3,0,3,0
1,0,10,2053,7,0,3,0
1,0,55,791,12,3,6,0
2,0,36,831,9,3,5,0
1,0,4,831,10,0,4,0
1,0,16,2053,7,0,4,0
1,0,6,2053,7,0,3,0
2,0,15,1733,9,0,5,0
1,0,16,2053,6,0,5,0
5,0,62,2053,6,0,5,1
1,0,29,2053,6,0,5,0
1,0,27,2053,8,0,5,1
1,0,3,2053,7,0,5,0
1,0,5,753,4,0,3,0
1,0,27,2053,6,0,5,0
1,0,11,2053,10,0,5,0
33,0,222,831,48,2,8,0
1,0,12,753,17,0,4,0
1,0,15,2899,11,0,3,0
3,0,43,575,11,0,5,0
3,0,50,1733,16,0,5,0
1,0,66,2053,17,0,5,0
1,0,24,2053,14,0,6,0
1,0,17,2053,157,2,8,0
171,0,880,831,100,2,8,1
15,0,89,2053,6,0,5,0
1,0,4,2053,7,0,3,0
14,0,86,2899,33,0,6,0
1,0,12,2053,21,0,6,0
6,0,48,2053,21,0,6,0
1,0,11,753,8,0,5,0
1,0,71,2053,9,0,6,0
1,0,3,2053,8,0,4,0
2,0,56,753,52,0,7,0
1,0,35,1733,5,0,3,0
4,0,27,2899,22,0,6,0
10,0,68,1733,17,0,5,0
8,0,74,1733,28,0,6,0
4,0,31,2899,26,0,7,0
3,0,41,2899,17,0,6,0
32,0,161,831,40,0,7,0
1,0,4,2899,1,0,1,0
20,0,155,831,28,0,7,0
24,0,83,831,14,0,6,0
14,0,70,2053,27,0,6,0
3,0,48,2899,5,0,3,0
1,0,32,2899,24,0,5,0
7,0,26,831,8,0,3,0
83,0,406,2899,55,0,7,0
1,0,40,2899,1,0,1,0
1,0,7,2899,1,0,1,0
1,0,5,2899,1,0,1,0
3,0,22,2053,7,0,2,0
1,0,12,2053,5,0,2,0
1,0,13,753,7,0,3,0
1,0,52,575,5,0,5,0
1,0,5,2899,1,0,1,0
1,0,34,575,10,0,5,0
18,0,269,2899,36,0,7,0
1,0,7,2053,5,0,2,0
13,0,167,831,7,0,3,0
3,0,46,831,5,0,3,0
7,0,62,831,7,0,3,0
1,0,38,831,4,0,3,0
3,0,49,831,5,0,3,0
1,0,15,831,6,0,3,0
3,0,41,831,5,0,3,0
3,0,32,831,5,0,3,0
4,0,61,831,5,0,3,0
40,0,280,2899,103,0,7,0
3,0,43,831,4,0,3,0
1,0,239,831,35,0,5,0
1,0,42,831,12,0,6,0
1,0,32,831,9,0,5,0
1,0,22,831,3,0,3,0
8,0,64,2899,8,0,3,0
7,0,71,831,20,0,6,0
1,0,152,753,32,0,6,0
1,0,32,831,6,0,3,0
3,0,50,831,5,0,3,0
3,0,35,831,3,0,3,0
10,0,91,831,159,2,7,0
1,0,18,831,5,0,3,0
1,0,31,831,3,0,3,0
7,0,60,2899,5,0,3,0
55,0,272,1733,20,1,8,0
2,0,92,2899,22,0,6,0
5,0,35,2899,21,0,7,0
3,0,75,831,8,0,3,0
40,0,502,831,141,1,9,0
1,0,4,1733,9,0,4,0
10,0,55,1733,5,0,4,0
57,0,345,2899,122,5,8,0
1,0,46,753,10,0,4,0
1,0,49,2899,8,0,2,0
2,0,59,2899,38,0,8,0
3,0,32,2899,21,0,7,0
1,0,37,753,9,0,3,0
9,0,56,2899,18,0,7,0
1,0,4,753,2,0,2,0
4,0,24,2899,21,0,7,0
1,0,45,753,6,0,4,0
1,0,38,2899,8,0,2,0
1,0,37,2899,11,0,6,0
1,0,8,831,5,0,3,0
1,0,43,2899,10,0,4,0
2,0,56,753,10,0,4,0
1,0,43,831,4,0,2,0
47,0,335,2899,127,0,9,0
1,0,34,2899,12,0,6,0
1,0,80,753,28,0,8,0
2,0,32,753,19,0,6,0
1,0,34,2899,6,0,3,0
4,0,82,2899,23,0,7,0
2,0,112,2899,35,0,7,0
1,0,89,753,22,1,7,0
4,0,138,2899,37,0,9,0
1,0,1,2899,1,0,1,0
1,0,55,2899,13,0,4,0
1,0,36,2899,1,0,1,0
5,0,91,753,20,0,6,0
1,0,46,753,11,0,4,0
4,0,112,1733,63,1,7,0
1,0,72,831,23,0,5,0
1,0,80,753,10,0,4,0
3,0,67,2899,20,0,7,0
9,0,197,2899,33,0,7,1
2,0,60,2899,12,0,4,1
1,0,65,831,15,0,6,0
2,0,47,2899,5,0,4,0
1,0,8,831,5,0,3,0
2,0,57,1733,10,0,4,0
2,0,55,1733,9,0,5,0
1,0,62,2899,14,0,6,0
5,0,71,753,34,0,7,0
8,0,72,2899,31,0,7,0
3,0,32,2899,21,0,7,0
2,0,37,753,14,0,4,0
1,0,26,753,12,0,6,0
2,0,63,753,14,0,4,0
282,0,1100,753,254,5,10,1
1,0,15,2899,5,0,3,0
1,0,10,2899,5,0,3,0
1,0,9,2899,11,0,4,0
1,0,7,831,8,0,5,0
1,0,6,2899,5,0,3,0
1,0,7,2899,5,0,3,0
1,0,9,2899,3,0,2,0
1,0,9,831,21,0,7,0
1,0,9,831,25,3,7,0
1,0,35,2053,15,0,4,0
1,0,6,2899,6,0,3,0
1,0,9,2899,6,0,2,0
1,0,11,831,4,0,3,0
1,0,54,2899,31,0,7,0
3,0,22,831,7,0,3,0
1,0,8,1118,8,0,1,0
1,0,13,2899,15,0,6,0
1,0,5,2899,10,0,4,0
1,0,27,831,80,1,8,0
1,0,15,2899,2,0,1,0
1,0,44,831,112,0,8,0
1,0,4,831,8,0,5,0
1,0,6,2899,4,0,3,0
1,0,13,831,18,0,6,0
1,0,7,2899,21,0,6,0
1,0,13,2899,4,0,3,0
1,0,8,831,27,0,7,0
1,0,5,1733,14,0,5,0
1,0,28,2899,16,0,7,0
1,0,4,2899,9,0,4,0
1,0,20,831,37,0,6,0
1,0,65,21,135,0,8,0
1,0,21,2053,8,0,3,0
1,0,4,2053,8,0,3,0
1,0,34,2899,21,1,5,1
1,0,17,831,22,0,7,0
1,0,4,2899,11,0,5,0
1,0,33,831,10,0,5,0
3,0,20,831,3,0,2,0
1,0,6,1118,6,0,1,0
1,0,9,2899,21,0,6,0
5,0,34,831,21,0,6,0
1,0,5,831,5,0,3,0
1,0,8,831,13,0,6,0
1,0,4,2899,13,0,6,0
1,0,9,1118,9,0,1,0
1,0,6,1118,3,0,1,0
1,0,9,1733,14,0,5,0
5,0,37,831,1,0,1,0
1,0,5,753,5,0,4,0
1,0,8,831,26,0,5,0
1,0,29,831,26,0,6,0
2,0,34,1733,16,0,5,0
1,0,6,1733,11,0,4,0
1,0,22,831,8,0,6,0
1,0,5,1118,8,0,2,0
4,0,79,831,10,0,5,0
1,0,7,2899,6,0,4,0
1,0,6,2899,7,0,4,0
1,0,35,831,42,0,6,0
1,0,11,575,8,0,3,0
1,0,17,575,6,0,2,0
1,0,1,2899,1,0,1,0
1,0,5,2899,5,0,3,0
1,0,4,2053,7,0,4,0
6,0,55,1733,10,0,5,0
1,0,4,2053,2,0,2,0
1,0,9,2899,18,0,6,0
1,0,13,2899,9,0,6,0
1,0,5,831,3,0,3,0
1,0,8,2899,8,0,3,0
1,0,7,831,8,0,5,0
1,0,23,2053,28,0,5,0
1,0,11,2899,12,0,5,0
1,0,12,1733,19,0,5,0
1,0,7,831,8,0,5,0
31,0,511,1733,28,1,7,0
13,0,92,1118,9,0,2,0
3,0,38,575,8,0,6,0
1,0,35,1118,4,0,1,0
1,0,4,575,1,0,1,0
29,0,244,2899,29,1,7,0
19,0,135,1118,9,0,3,0
22,0,179,831,102,0,8,0
19,0,118,831,10,0,5,0
7,0,73,1733,13,0,5,0
1,0,7,1118,4,0,2,0
210,0,1078,21,106,1,8,0
2,0,60,2899,14,1,5,1
1,0,16,753,26,0,6,0
7,0,72,753,5,0,4,0
1,0,38,753,4,0,4,0
10,0,132,831,62,0,7,1
2,0,16,753,4,0,3,0
8,0,72,2899,9,0,5,0
7,0,41,753,10,0,4,0
1,0,15,575,5,0,4,0
29,0,308,831,61,0,6,0
2,0,25,753,29,0,6,0
2,0,51,1733,20,0,6,0
1,0,22,1733,4,0,4,0
1,0,9,1118,8,0,4,0
64,0,320,2899,37,0,8,1
1,0,17,575,10,0,5,0
7,0,72,753,17,0,6,0
5,0,241,1733,85,10,7,1
19,0,132,831,86,0,10,1
19,0,238,831,161,0,8,0
4,0,133,831,64,0,7,0
4,0,26,753,8,0,6,0
2,0,68,2899,18,0,5,0
14,0,148,831,24,0,5,1
61,0,502,831,169,6,8,1
1,0,9,575,13,0,5,0
1,0,15,753,7,0,4,0
4,0,24,753,18,0,4,0
19,0,99,753,5,0,2,0
1,0,19,2899,8,0,3,0
1,0,64,2899,12,2,5,0
1,0,21,2899,4,0,2,0
1,0,34,2899,6,0,2,0
1,0,29,2899,16,2,6,0
1,0,31,2899,5,0,2,0
1,0,43,2899,3,0,2,0
23,0,154,2899,10,2,5,0
4,0,197,2899,17,2,5,0
2,0,49,2899,23,2,6,0
2,0,25,2899,19,2,8,0
1,0,8,575,4,0,3,0
1,0,7,575,4,0,3,0
1,0,56,2899,5,0,2,0
44,0,209,1733,80,2,9,0
10,0,246,1733,35,2,8,0
1,0,131,2899,17,2,7,0
2,0,28,2899,5,0,2,0
1,0,46,2899,5,0,2,0
1,0,1,2899,1,0,1,0
1,0,32,2899,4,0,2,0
1,0,21,2899,4,0,2,0
2,0,114,2899,29,2,8,0
1,0,37,2899,11,2,5,0
2,0,54,2899,25,2,7,0
2,0,55,2899,26,2,8,0
1,0,37,2053,7,0,2,0
1,0,20,2899,8,0,3,0
19,0,87,2899,12,0,3,0
1,0,21,753,4,0,3,0
14,0,56,753,21,0,7,0
1,0,4,1118,1,0,1,0
1,0,18,1733,7,0,4,0
1,0,8,575,6,0,4,0
17,0,163,2899,37,0,7,1
1,0,4,1118,1,0,1,0
1,0,45,2899,7,0,3,0
16,0,74,2899,13,0,5,0
1,0,35,2899,11,0,3,0
1,0,23,2899,1,0,1,0
3,0,67,1733,8,0,5,0
16,0,124,753,11,0,5,0
2,0,11,2899,1,0,1,0
22,0,165,2899,31,0,6,0
1,0,43,831,3,0,2,0
4,0,55,2899,1,0,1,0
1,0,51,831,3,0,2,0
5,0,67,791,8,0,6,0
76,0,500,753,85,6,8,1
1,0,48,753,8,0,3,0
1,0,23,2899,1,0,1,0
2,0,14,831,3,0,2,0
26,0,140,2899,21,0,6,0
10,0,88,1733,4,0,2,0
2,0,25,1733,7,0,5,0
7,0,51,1733,4,0,3,0
121,0,837,21,104,13,7,1
1,0,6,575,9,0,4,0
2,0,33,575,16,0,6,0
1,0,7,753,14,0,6,0
1,0,70,1733,7,0,5,0
6,0,53,831,24,0,6,0
3,0,10,1733,7,0,5,0
1,0,8,1733,7,0,5,0
25,0,235,753,129,2,8,1
1,0,90,753,15,1,4,0
3,0,52,791,16,0,5,0
1,0,17,753,7,0,3,0
1,0,10,753,18,0,6,0
1,0,11,753,12,0,6,0
1,0,41,753,5,0,4,0
3,0,44,1733,9,0,4,0
1,0,6,753,3,0,3,0
3,0,246,831,39,0,6,1
10,0,25,575,2,0,2,0
160,0,883,831,398,22,9,1
3,0,26,753,20,0,5,0
10,0,59,831,22,0,6,0
18,0,94,831,9,0,4,0
10,0,59,831,25,0,6,0
3,0,44,1733,8,0,4,0
29,0,210,21,71,2,8,1
3,0,30,753,6,0,4,0
3,0,43,21,84,7,8,1
3,0,32,575,18,0,6,0
9,0,57,575,8,0,4,0
1,0,59,21,120,3,8,1
8,0,125,753,23,0,5,0
1,0,18,1733,10,0,5,0
1,0,7,753,11,0,4,0
1,0,11,753,11,0,5,0
1,0,9,753,17,0,5,0
1,0,5,575,7,0,4,0
1,0,26,1733,33,0,6,0
1,0,3,575,4,0,3,0
1,0,14,1733,12,0,5,0
1,0,6,575,13,0,5,0
1,0,15,2899,33,0,6,1
1,0,1,2899,1,0,1,0
9,0,112,575,11,0,5,0
24,0,180,831,7,0,4,1
1,0,184,2899,8,1,3,0
1,0,55,831,3,0,3,0
1,0,35,831,3,0,3,0
7,0,60,831,9,0,4,1
4,0,47,831,8,0,4,0
1,0,146,753,7,0,4,1
26,0,185,831,5,0,3,0
4,0,48,831,3,0,3,0
34,0,261,753,16,0,5,1
3,0,36,2899,2,0,2,1
14,0,199,1733,5,0,2,1
17,0,122,2899,7,0,3,0
12,0,68,2899,31,0,6,0
16,0,131,831,44,0,7,1
1,0,17,2899,6,0,3,0
1,0,19,21,21,6,7,0
16,0,134,1733,32,0,8,0
12,0,66,575,14,0,5,1
2,0,30,2899,8,0,3,0
1,0,16,2899,62,1,7,0
1,0,5,575,9,0,5,0
1,0,18,1733,121,6,8,0
4,0,58,2899,19,1,5,0
1,0,25,2053,8,0,3,0
1,0,61,1733,12,0,4,0
8,0,280,831,13,4,4,0
3,0,13,1733,3,0,2,0
1,0,10,1733,3,0,2,0
1,0,53,2899,47,0,6,0
22,0,168,791,67,2,10,1
1,0,6,1733,8,1,5,0
16,0,190,2899,110,0,7,0
1,0,15,2899,23,0,5,0
1,0,15,2899,21,0,5,0
3,0,14,1733,3,0,2,0
15,0,110,1733,121,0,7,0
1,0,7,831,6,0,3,0
17,0,96,1733,69,1,7,0
1,0,4,1733,6,0,3,0
21,0,118,1733,27,0,6,0
1,0,25,1733,10,0,4,0
12,0,58,2899,7,0,3,0
1,0,10,753,5,0,3,0
22,0,141,1733,55,5,7,0
1,0,8,1733,8,1,5,0
16,0,115,1733,37,0,6,1
12,0,95,1733,26,0,5,1
1,0,5,753,4,0,3,0
1,0,5,2899,5,0,2,0
1,0,6,753,7,0,4,0
1,0,5,1733,12,0,4,0
17,0,154,2899,36,0,7,0
60,0,434,1733,63,1,8,1
1,0,53,753,3,0,2,0
36,0,132,2899,9,0,4,0
20,0,133,1733,75,1,8,0
5,0,33,831,7,0,3,1
1,0,53,831,7,0,3,0
2,0,56,831,7,0,3,0
21,0,130,831,7,0,3,1
5,0,23,1733,6,0,4,0
3,0,56,2899,31,0,6,0
2,0,69,2899,14,0,5,0
6,0,36,1733,7,0,4,0
4,0,63,831,3,0,2,0
6,0,59,2899,48,0,7,0
1,0,21,2899,1,0,1,0
3,0,20,1733,6,0,4,0
1,0,12,575,3,0,3,0
1,0,5,2899,1,0,1,0
2,0,18,1733,3,0,2,0
18,0,121,2899,25,0,5,0
11,0,143,753,65,0,7,0
21,0,137,2899,79,0,7,1
3,0,28,2053,8,0,4,0
27,0,131,831,3,0,2,0
1,0,4,753,4,0,3,0
1,0,18,1733,5,0,3,0
1,0,35,753,4,0,3,0
22,0,169,753,16,0,5,0
4,0,36,2053,11,0,4,0
1,0,22,753,65,0,6,0
209,0,1185,2899,142,1,8,0
6,0,80,2899,24,0,6,0
1,0,6,753,12,0,4,0
115,0,573,2899,36,0,6,0
2,0,47,2899,26,0,5,0
1,0,12,2053,7,0,3,0
5,0,23,2899,6,0,4,0
7,0,95,2899,41,0,7,0
7,0,110,753,30,0,5,0
2,0,14,1733,4,0,4,0
3,0,69,753,19,1,5,0
2,0,60,831,24,2,6,0
1,0,8,1733,16,0,3,0
1,0,1,2899,1,0,1,0
32,0,147,429,26,3,8,0
1,0,6,753,12,0,6,0
10,0,85,2899,27,1,5,0
75,0,612,831,116,11,13,0
1,0,5,2899,2,0,1,0
1,0,15,2899,1,1,1,0
36,0,220,2899,39,1,10,0
3,0,44,2899,30,0,6,0
6,0,70,2899,56,0,6,0
2,0,17,2053,5,1,3,0
3,0,38,2899,24,0,5,0
2,0,40,2899,49,0,6,0
3,0,38,2899,17,0,6,0
5,0,69,2899,40,0,6,0
3,0,41,2899,38,0,6,0
5,0,48,2899,15,0,6,0
2,0,56,831,58,0,6,0
1,0,18,2899,30,0,6,0
1,0,39,2899,37,0,6,0
4,0,75,1733,81,0,6,0
2,0,22,1733,36,0,6,0
1,0,34,1733,25,0,5,0
4,0,56,1733,60,0,6,0
1,0,18,575,21,0,6,0
124,0,615,831,143,3,7,1
1,0,237,1733,20,3,2,0
1,0,42,2899,11,0,4,0
1,0,32,2899,9,0,4,0
3,0,26,2053,5,1,3,0
11,0,79,1733,49,1,6,0
5,0,83,1733,53,1,6,0
1,0,138,753,24,0,4,0
4,0,55,1733,9,1,4,0
15,0,180,831,172,4,6,0
32,0,190,2899,46,0,6,0
6,0,24,1733,11,0,5,0
1,0,29,2899,27,0,6,0
2,0,54,2899,50,0,6,0
1,0,17,2899,23,0,6,0
7,0,61,1733,7,2,2,0
8,0,64,1733,7,0,2,0
1,0,7,2899,2,0,1,0
1,0,8,2899,2,0,1,0
1,0,11,2899,2,0,1,0
1,0,1,2899,1,0,1,0
1,0,7,753,8,0,3,0
1,0,15,753,8,0,3,0
2,0,50,1733,7,0,3,0
13,0,74,1733,25,0,5,1
1,0,26,2899,3,0,1,0
10,0,30,1733,4,0,3,0
1,0,7,575,10,0,4,0
1,0,3,575,8,0,4,0
1,0,4,753,4,0,3,0
1,0,4,753,2,0,2,0
1,0,4,831,3,0,3,0
1,0,5,831,2,0,2,0
10,0,52,1733,7,0,4,0
1,0,8,1733,7,0,4,1
1,0,4,831,3,0,3,0
1,0,5,831,2,0,2,0
1,0,4,831,7,0,3,0
1,0,9,831,6,0,3,0
1,0,17,2899,23,0,7,0
1,0,4,753,4,0,3,0
1,0,21,2899,42,0,7,0
1,0,4,2053,7,0,4,0
1,0,7,575,10,0,6,0
4,0,92,831,25,0,4,0
1,0,7,753,16,0,5,0
1,0,5,753,9,0,5,0
1,0,17,1733,4,0,3,0
1,0,8,753,22,0,6,0
1,0,5,753,3,0,3,0
1,0,41,753,61,0,6,0
1,0,5,831,5,0,3,0
1,0,6,1733,5,0,4,0
17,0,224,2899,73,0,7,0
3,0,41,831,17,0,5,0
1,0,5,2899,6,0,4,0
1,0,27,753,55,0,7,0
1,0,1,2899,1,0,1,0
1,0,4,831,3,0,2,0
1,0,27,753,4,0,3,0
1,0,25,753,4,0,3,0
1,0,4,575,6,0,5,0
1,0,14,1733,25,1,7,0
1,0,3,2053,7,0,3,0
1,0,6,1733,17,0,4,0
1,0,5,1733,7,0,5,0
1,0,5,753,7,0,5,0
1,0,4,831,3,0,3,0
7,0,48,831,6,0,4,0
1,0,3,1733,4,0,4,0
1,0,4,831,2,0,2,0
1,0,7,1733,21,2,5,0
1,0,5,1733,4,0,3,0
1,0,5,575,3,0,3,0
1,0,7,831,3,0,3,0
1,0,5,753,3,0,2,0
1,0,8,753,4,0,2,0
1,0,55,1733,25,0,6,0
1,0,13,2899,4,0,3,0
1,0,44,2053,11,0,5,0
4,0,36,753,7,0,4,0
4,0,84,1733,69,0,6,0
1,0,1,2899,1,0,1,0
1,0,4,2899,7,0,3,0
1,0,4,1733,10,0,5,0
1,0,10,1733,15,0,6,0
1,0,7,1733,17,0,6,0
1,0,15,1733,12,0,5,0
1,0,6,2899,22,0,5,0
1,0,9,1733,7,0,5,0
7,0,85,1733,16,0,6,0
101,0,429,575,22,3,5,1
49,0,232,2053,3,0,2,0
7,0,53,575,11,0,6,0
1,0,51,2899,2,1,1,0
6,0,29,1733,13,0,5,0
1,0,4,753,5,0,4,0
5,0,75,2899,4,1,3,0
12,0,67,1733,19,0,5,0
19,0,238,2899,11,0,3,0
1,0,4,2053,9,0,3,0
1,0,4,831,1,0,1,0
1,0,10,1733,2,0,2,0
3,0,36,1118,5,0,1,0
1,0,3,1118,1,0,1,0
8,0,96,753,4,0,2,1
3,0,14,2899,3,0,1,0
9,0,119,2899,16,1,3,0
20,0,111,753,33,0,7,1
15,0,123,2899,5,1,3,0
8,0,77,2899,9,0,2,0
66,0,447,2899,7,1,2,0
1,0,6,2899,1,0,1,0
1,0,11,831,2,0,2,0
3,0,18,2899,6,0,3,1
10,0,90,2899,3,0,2,0
1,0,3,1733,2,0,2,0
18,0,118,2899,45,0,7,0
2,0,20,1733,4,0,3,0
1,0,6,1733,9,0,4,0
1,0,37,1733,2,0,2,0
1,0,4,1733,4,0,3,0
12,0,91,2899,14,0,5,1
4,0,31,2053,10,0,5,0
1,0,31,753,14,0,5,0
1,0,50,753,14,0,5,0
1,0,31,753,14,0,5,0
4,0,67,2053,14,0,6,0
1,0,44,1733,11,0,5,0
1,0,31,2053,8,0,5,0
4,0,47,2053,7,0,2,0
4,0,24,2899,1,0,1,0
6,0,42,2053,11,0,6,0
1,0,11,2899,1,0,1,0
6,0,48,2053,7,0,2,0
1,0,14,2053,5,0,2,0
8,0,43,2053,7,0,2,0
3,0,22,2053,5,0,2,0
9,0,58,2899,14,0,6,0
3,0,36,2053,8,0,6,0
4,0,34,575,4,0,4,0
19,0,86,575,11,0,5,0
6,0,30,575,6,0,4,0
9,0,87,575,7,0,5,0
1,0,12,2053,5,0,2,0
9,0,83,2899,3,0,1,0
6,0,45,2899,1,0,1,0
26,0,126,2899,13,0,6,0
3,0,26,2053,7,0,2,0
4,0,22,575,5,0,5,0
4,0,29,2053,12,0,6,0
1,0,22,2053,9,0,6,0
2,0,77,1733,9,0,5,0
1,0,16,2053,9,0,6,0
4,0,39,575,4,0,4,0
4,0,32,575,4,0,4,0
8,0,55,575,9,0,5,0
1,0,16,575,4,0,4,0
1,0,15,575,4,0,4,0
5,0,85,2053,5,0,2,0
1,0,13,2899,1,0,1,0
5,0,22,2053,7,0,2,0
2,0,20,2053,5,0,2,0
10,0,49,2053,9,0,5,0
5,0,22,2053,7,0,2,0
2,0,20,2899,1,0,1,0
11,0,62,2053,21,0,7,0
37,0,108,2053,7,0,2,0
2,0,20,2053,5,0,2,0
11,0,79,575,5,0,4,1
4,0,52,2053,7,0,3,0
3,0,50,753,6,0,4,0
4,0,88,753,7,0,4,0
1,0,36,753,6,0,4,0
1,0,21,753,6,0,4,0
3,0,54,753,6,0,4,0
3,0,55,753,7,0,4,0
1,0,21,753,7,0,4,0
1,0,36,753,6,0,4,0
3,0,56,753,6,0,4,0
1,0,21,753,7,0,4,0
1,0,32,831,3,0,3,0
1,0,31,831,3,0,3,0
1,0,34,753,7,0,4,0
1,0,41,831,9,0,4,0
1,0,34,753,6,0,4,0
1,0,40,753,7,0,4,0
1,0,38,753,7,0,4,0
1,0,34,753,6,0,4,0
1,0,26,753,6,0,4,0
1,0,26,753,6,0,4,0
1,0,25,753,7,0,4,0
1,0,26,753,6,0,4,0
1,0,26,753,6,0,4,0
1,0,25,753,7,0,4,0
2,0,36,831,6,0,3,0
3,0,45,831,7,0,3,0
22,0,127,2899,21,0,3,0
1,0,35,831,4,0,3,0
1,0,39,831,5,0,3,0
3,0,92,831,21,0,3,0
1,0,48,831,5,0,3,0
2,0,28,831,3,0,3,0
4,0,46,831,9,0,3,0
1,0,44,831,4,0,3,0
1,0,56,831,7,0,3,0
1,0,41,831,4,0,3,0
12,0,70,2899,10,0,3,0
1,0,16,831,6,0,3,0
2,0,28,831,3,0,3,0
4,0,46,831,9,0,3,0
13,0,116,2899,8,0,3,0
2,0,46,831,4,0,3,0
1,0,48,831,4,0,3,0
1,0,33,831,4,0,3,0
1,0,43,831,4,0,3,0
2,0,42,831,4,0,3,0
2,0,49,831,3,0,3,0
4,0,78,831,5,0,3,0
1,0,41,831,3,0,3,0
1,0,49,831,4,0,3,0
1,0,34,831,3,0,3,0
2,0,47,831,5,0,3,0
1,0,20,831,3,0,3,0
1,0,20,831,3,0,3,0
6,0,26,831,3,0,3,0
1,0,37,575,9,0,5,0
1,0,29,575,7,0,5,0
1,0,20,575,7,0,5,0
1,0,38,753,12,0,5,0
1,0,13,2053,10,0,6,0
6,0,38,753,13,0,6,0
4,0,41,753,4,0,3,0
