McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,8,0,319,1,1,0
11,0,122,2,1466,3,5,0
1,0,21,0,89,1,1,0
5,0,68,1,374,3,3,0
6,0,114,3,231,7,22,1
45,0,228,1,374,2,3,0
4,0,56,2,12,6,10,0
10,0,59,0,374,1,1,0
7,0,68,2,231,7,18,0
6,0,57,2,231,4,10,0
6,0,32,1,231,4,7,0
1,0,1,0,4735,1,2,0
1,0,18,0,12,4,6,0
3,0,40,0,29,1,2,0
1,0,17,0,1466,2,3,0
1,0,23,1,29,1,3,0
1,0,19,0,12,4,6,0
7,0,55,0,29,1,1,0
1,0,61,0,29,1,1,0
1,0,22,1,29,1,1,0
32,0,334,1,29,2,6,0
1,0,12,1,29,1,1,0
2,0,19,0,29,1,2,0
1,0,12,1,29,1,2,0
31,0,171,1,12,3,4,0
1,0,77,0,1466,2,2,0
12,0,148,1,1466,2,4,0
58,0,601,3,479,5,12,0
20,0,236,1,29,1,2,0
1,0,18,0,12,4,4,0
5,0,75,0,29,1,2,0
1,0,20,0,29,1,1,0
1,0,13,0,1466,2,2,0
5,0,61,1,29,1,3,0
24,0,107,0,29,1,2,0
8,0,165,0,29,1,2,0
4,0,40,0,29,1,1,0
3,0,86,1,29,1,2,0
6,0,102,1,29,1,2,0
20,0,200,1,29,1,3,0
3,0,51,0,29,1,1,0
1,0,42,1,4735,4,6,0
1,0,42,1,4735,4,5,0
1,0,44,1,4735,4,5,0
1,0,27,0,12,5,9,0
8,0,83,2,1466,5,9,0
27,0,194,1,1466,5,10,0
24,0,247,4,1466,5,16,0
64,0,368,5,762,8,29,1
1,0,78,0,1466,4,6,0
7,0,70,0,811,2,4,0
11,0,83,2,4735,4,9,0
3,0,40,0,762,3,5,0
60,0,344,12,762,13,42,1
97,0,523,8,1466,12,61,1
1,0,18,0,12,5,7,0
5,0,160,1,474,10,25,0
3,0,74,0,1,9,14,0
8,0,57,1,1466,6,9,0
1,0,1,0,11,2,2,0
8,0,91,1,1466,8,20,0
1,0,36,0,1466,6,9,0
11,0,164,3,1466,10,38,0
1,0,18,0,12,5,7,0
7,0,136,3,1466,8,21,0
1,0,56,0,1466,4,8,0
1,0,54,0,1466,5,9,0
1,0,33,0,474,1,3,0
1,0,27,0,762,2,2,0
1,0,1,0,4735,1,2,0
3,0,85,1,1466,2,6,0
1,0,33,0,762,2,2,0
14,0,163,2,1466,9,32,1
1,0,32,0,762,2,2,0
7,0,91,0,1466,3,6,0
1,0,18,0,12,5,7,0
5,0,128,0,474,7,17,0
3,0,86,0,1466,5,8,0
5,0,51,0,762,3,7,0
1,0,38,0,474,7,16,0
1,0,27,0,762,3,6,0
1,0,1,0,4735,1,2,0
11,0,134,2,474,7,18,0
1,0,4,0,762,2,4,0
3,0,69,0,762,8,15,0
1,0,41,0,762,6,17,0
3,0,113,2,762,9,33,0
1,0,18,0,12,3,3,0
4,0,145,0,474,3,3,0
3,0,62,0,12,2,2,0
1,0,29,0,12,2,2,0
1,0,1,0,12,2,2,0
8,0,82,0,474,3,3,0
1,0,28,0,474,3,3,0
13,0,182,0,1466,5,9,0
1,0,16,0,12,4,6,0
8,0,157,1,1466,6,11,0
7,0,94,0,474,6,10,0
6,0,90,0,1466,5,8,0
1,0,1,0,762,1,1,0
9,0,118,3,1466,11,39,0
1,0,18,0,12,5,7,0
15,0,214,1,1466,10,25,0
6,0,100,1,12,9,13,0
1,0,87,0,38,4,9,0
1,0,18,0,12,5,6,0
6,0,66,0,811,2,3,0
86,0,427,3,1466,12,33,0
3,0,50,1,12,6,8,0
5,0,116,0,4735,2,5,0
9,0,116,1,1466,8,17,0
7,0,71,0,1466,3,5,0
1,0,1,0,4735,1,2,0
10,0,79,2,230,11,29,0
12,0,92,3,474,11,26,0
7,0,85,1,1466,9,29,0
1,0,18,0,12,5,6,0
50,0,450,8,1466,13,47,0
1,0,144,0,38,7,13,0
1,0,54,0,1466,5,10,0
1,0,1,0,4735,1,2,0
16,0,184,3,1466,7,46,1
1,0,19,0,12,5,6,0
28,0,433,4,1466,9,28,0
1,0,122,1,46,7,13,0
1,0,1,0,4735,1,2,0
34,0,271,7,374,13,39,0
1,0,18,0,12,4,6,0
93,0,325,1,762,3,14,1
1,0,26,0,762,2,5,0
7,0,120,0,762,3,6,0
1,0,18,0,12,5,6,0
12,0,198,0,474,6,27,0
4,0,141,0,762,6,24,0
19,0,205,1,762,5,20,1
1,0,84,1,1466,3,10,0
11,0,131,0,511,4,16,0
16,0,166,0,762,3,16,0
33,0,265,0,762,5,23,0
12,0,152,2,511,7,37,1
11,0,225,0,474,5,17,0
1,0,18,0,12,4,5,0
5,0,53,0,89,3,4,0
1,0,22,0,1466,2,2,0
2,0,47,1,1466,2,4,0
1,0,18,0,12,4,5,0
55,0,219,1,4735,5,25,0
5,0,32,1,762,5,9,0
8,0,122,1,1466,4,6,0
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,12,5,6,0
9,0,53,1,1466,2,4,0
19,0,353,2,474,11,36,1
4,0,498,0,762,16,41,1
17,0,188,1,89,8,14,0
1,0,18,0,12,5,6,0
4,0,66,0,474,4,10,1
1,0,38,0,1466,4,8,0
14,0,55,0,511,3,4,0
11,0,97,2,234,3,9,0
13,0,124,1,38,4,9,0
4,0,58,0,474,5,10,0
13,0,79,1,762,7,17,0
5,0,54,0,38,6,13,0
1,0,1,0,22,1,1,0
1,0,29,0,474,2,2,0
1,0,30,0,474,2,2,0
1,0,19,0,12,4,5,0
3,0,99,0,474,4,5,0
2,0,49,0,1466,3,5,0
2,0,46,1,474,2,2,0
10,0,133,2,1466,8,18,0
12,0,93,0,4735,2,5,1
3,0,30,0,89,2,2,0
1,0,8,0,89,2,2,0
1,0,21,0,474,1,1,0
8,0,74,1,479,4,7,1
15,0,68,0,4735,1,1,0
5,0,79,0,1466,3,6,0
1,0,18,0,474,2,2,0
10,0,44,0,762,1,1,0
3,0,51,0,474,2,3,0
20,0,153,4,762,4,12,0
1,0,10,0,1466,2,3,0
1,0,11,0,4735,1,2,0
5,0,46,0,762,1,1,0
16,0,178,0,4735,7,16,0
6,0,30,1,4735,1,1,0
1,0,18,0,46,1,1,0
9,0,67,0,46,1,1,0
23,0,132,0,46,1,2,0
3,0,30,0,46,1,1,0
5,0,116,0,46,1,1,0
4,0,66,0,46,1,1,0
7,0,71,0,46,1,1,0
1,0,1,0,46,1,1,0
1,0,18,0,46,1,1,0
34,0,305,0,46,1,1,0
61,0,366,0,185,3,5,0
1,0,91,0,46,1,2,0
36,0,316,0,185,2,4,0
25,0,205,0,46,1,1,1
12,0,99,0,185,2,3,0
4,0,75,0,185,3,4,0
3,0,67,0,185,3,4,0
24,0,241,6,762,13,47,0
1,0,18,0,12,5,6,0
46,0,261,2,1466,12,20,1
42,0,467,4,1466,16,52,0
1,0,177,2,762,14,28,0
3,0,75,0,1466,7,13,0
1,0,13,0,511,1,1,0
11,0,157,0,511,4,9,0
1,0,21,0,511,1,1,0
3,0,63,0,89,6,13,0
1,0,17,0,89,1,1,0
3,0,47,0,89,5,9,0
3,0,47,0,89,6,11,0
1,0,423,1,46,13,24,0
1,0,353,1,319,6,13,0
1,0,502,0,185,11,26,0
4,0,34,0,89,2,4,0
1,0,18,0,89,1,1,0
1,0,15,0,244,4,4,0
4,0,326,2,1466,14,37,1
48,0,390,4,1466,11,38,0
1,0,6,0,474,1,1,0
1,0,22,0,474,1,2,0
1,0,10,0,474,1,1,0
1,0,12,0,1466,2,2,0
12,0,123,0,1466,2,4,1
7,0,41,0,1466,2,3,0
4,0,27,0,1466,1,2,1
43,0,270,1,479,4,9,0
8,0,170,0,31,3,4,0
46,0,257,0,1466,4,10,0
10,0,87,0,762,3,3,0
19,0,158,0,319,3,3,0
56,0,611,8,230,11,46,1
3,0,20,0,474,1,1,0
47,0,354,6,1466,9,16,1
119,0,542,6,811,9,24,1
242,0,1126,12,474,15,63,1
79,0,466,9,230,14,68,1
11,0,181,0,1466,3,13,0
19,0,120,5,1466,5,25,0
19,0,131,1,474,3,13,0
28,0,272,0,1,6,18,1
92,0,472,8,1466,11,51,1
2,0,21,0,1466,3,4,0
50,0,249,1,474,9,24,1
1,0,13,0,1466,2,2,0
17,0,118,0,319,2,4,0
1,0,36,0,319,1,1,0
40,0,268,0,319,2,3,0
5,0,60,0,319,1,1,0
51,0,359,2,319,3,7,0
24,0,234,1,479,4,11,0
40,0,149,1,1466,4,7,0
71,0,438,2,1466,4,12,0
10,0,53,0,1466,1,1,0
5,0,34,0,1466,1,1,0
4,0,36,0,1466,1,2,0
1,0,6,0,1466,1,1,0
1,0,14,0,1466,1,1,0
35,0,282,3,479,5,11,0
55,0,329,3,1466,5,16,0
54,0,396,7,1466,5,18,0
2,0,21,0,1466,1,1,0
8,0,85,0,1466,3,5,0
41,0,229,0,1466,1,1,0
2,0,28,1,1466,3,4,0
9,0,64,2,4735,3,6,0
11,0,47,0,1466,1,1,0
6,0,69,0,319,1,1,0
1,0,18,1,511,1,1,0
1,0,10,0,1466,1,2,0
17,0,108,1,1466,3,7,0
86,0,577,5,762,4,20,0
13,0,118,1,479,5,13,0
70,0,344,2,1466,4,13,1
22,0,133,0,1466,1,2,0
1,0,11,0,1466,1,1,0
1,0,6,0,1466,2,3,0
1,0,32,1,479,5,6,0
5,0,29,0,1466,2,3,0
1,0,9,1,511,1,1,0
1,0,14,0,4735,2,4,0
1,0,11,0,1466,1,1,0
80,0,591,6,185,8,52,1
1,0,60,2,185,7,7,0
1,0,14,1,319,1,1,0
1,0,91,4,230,9,35,1
7,0,42,3,319,3,5,0
26,0,187,0,474,5,7,1
1,0,20,0,319,2,3,0
1,0,7,0,1466,1,3,0
1,0,10,0,1466,1,1,0
12,0,119,0,230,4,8,0
4,0,33,0,230,2,6,0
1,0,22,0,230,2,4,0
11,0,93,0,230,3,9,0
1,0,38,0,230,2,3,0
7,0,131,1,374,5,12,0
8,0,66,1,511,4,12,0
3,0,100,1,479,3,9,0
42,0,308,4,4735,5,9,0
1,0,15,0,1466,3,3,0
17,0,77,0,244,1,2,0
16,0,166,0,244,3,3,0
9,0,199,1,811,3,3,0
2,0,28,0,12,2,2,0
6,0,135,0,244,3,4,0
31,0,353,0,511,1,1,0
4,0,60,0,511,1,1,0
7,0,83,0,1466,3,4,0
4,0,66,0,42,2,2,0
6,0,190,0,1466,2,2,0
6,0,190,0,1466,2,2,0
6,0,201,0,89,4,12,0
5,0,34,0,511,1,1,0
1,0,50,0,1466,4,6,0
10,0,37,0,1466,2,3,0
11,0,91,0,1466,1,2,0
22,0,109,0,1466,2,2,0
1,0,11,0,1466,1,2,0
1,0,15,0,4735,1,1,0
19,0,153,2,511,4,11,0
16,0,118,0,4735,1,3,0
10,0,94,0,4735,1,3,0
9,0,83,0,1466,3,7,1
1,0,21,0,4735,1,5,0
1,0,3,0,4735,1,1,0
15,0,127,0,4735,1,7,0
22,0,289,2,511,6,12,0
72,0,314,3,1,7,12,0
9,0,86,3,38,5,11,0
45,0,229,2,38,6,11,0
3,0,23,0,9,2,3,0
1,0,26,0,4735,1,3,0
1,0,12,0,1466,2,3,0
4,0,38,1,38,1,2,0
18,0,103,1,511,2,3,0
16,0,191,0,1,2,2,0
1,0,66,0,1466,1,1,0
2,0,41,0,1466,1,1,0
1,0,28,0,1466,1,1,0
9,0,107,0,1466,2,2,0
13,0,85,0,1466,1,1,0
60,0,588,0,1466,2,3,0
25,0,136,0,1466,1,1,0
8,0,160,0,1466,1,1,0
8,0,277,0,1466,2,2,0
9,0,78,0,1466,1,1,0
8,0,41,0,1466,1,1,0
4,0,41,0,4735,1,1,0
1,0,11,0,91,1,1,0
6,0,67,0,1466,1,2,0
1,0,79,0,4735,1,1,0
23,0,180,0,1466,1,1,0
1,0,5,0,4735,1,1,0
15,0,111,1,479,1,1,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
29,0,207,3,244,7,18,0
1,0,5,0,1466,2,2,0
17,0,163,2,1466,5,9,0
10,0,66,0,4735,1,1,0
43,0,202,0,4735,1,1,0
1,0,23,1,10,1,1,0
7,0,67,0,66,1,1,0
11,0,48,0,66,4,5,0
40,0,171,4,511,9,11,1
3,0,30,1,319,3,3,0
85,0,148,1,185,4,4,1
1,0,5,0,511,2,2,0
10,0,70,0,511,1,3,0
1,0,22,0,5,2,2,0
3,0,40,0,5,3,3,0
16,0,114,0,231,2,2,0
7,0,33,1,374,2,4,0
3,0,20,0,374,1,1,0
2,0,49,0,374,2,4,0
1,0,52,0,4735,2,2,0
3,0,28,0,479,3,7,0
58,0,477,9,511,10,58,1
3,0,36,1,374,5,6,0
1,0,6,0,511,4,4,0
1,0,5,0,1466,2,2,0
2,0,11,0,511,2,2,0
1,0,421,0,4735,1,1,0
2,0,67,0,1466,1,1,0
1,0,12,0,1466,2,2,0
1,0,31,0,4735,1,2,0
1,0,14,0,511,2,2,0
29,0,258,0,479,3,5,0
28,0,136,0,1466,3,5,0
54,0,212,1,1466,4,10,0
30,0,172,1,185,4,4,0
14,0,92,1,42,2,2,0
1,0,13,0,511,1,1,0
1,0,7,0,0,0,1,0
3,0,35,0,511,1,1,0
5,0,64,0,511,1,3,0
1,0,19,0,511,1,1,0
2,0,35,0,511,3,8,0
1,0,19,0,4735,2,5,0
6,0,128,0,511,3,6,0
41,0,134,1,1466,4,5,0
9,0,40,0,1466,2,3,0
7,0,153,1,185,5,11,0
6,0,157,2,185,7,12,1
133,0,842,2,244,9,32,1
1,0,59,0,89,6,12,1
1,0,10,0,1466,1,1,0
2,0,27,0,1466,1,2,0
3,0,48,0,1466,3,7,0
8,0,73,0,12,5,10,0
4,0,57,0,1466,3,7,0
1,0,10,0,1466,3,5,0
7,0,41,0,1466,3,3,0
1,0,23,0,89,2,3,0
11,0,91,0,89,3,5,0
8,0,47,0,89,3,4,0
8,0,51,0,762,1,1,0
1,0,7,0,89,2,3,0
4,0,50,0,1466,1,1,0
3,0,177,0,26,1,1,0
26,0,188,2,511,6,6,1
16,0,146,1,511,3,6,0
36,0,198,0,1466,1,1,1
6,0,23,0,230,2,3,1
8,0,41,0,230,1,1,0
3,0,177,0,26,1,1,0
25,0,170,0,244,3,3,0
25,0,225,0,1466,2,2,1
1,0,25,0,511,3,9,0
9,0,111,1,511,3,8,0
1,0,26,0,511,3,5,0
6,0,69,0,511,1,1,0
8,0,36,0,49,1,1,0
1,0,6,0,374,3,5,0
49,0,550,0,230,9,20,0
1,0,21,0,511,1,1,0
13,0,109,0,511,2,4,0
9,0,73,0,511,2,4,0
9,0,72,0,511,2,3,0
9,0,71,1,511,4,7,0
9,0,71,0,511,4,6,0
7,0,51,0,511,3,4,0
46,0,413,1,1466,5,7,0
1,0,9,0,10,2,3,0
10,0,108,1,511,2,5,0
15,0,89,0,511,1,1,0
1,0,4,0,12,2,2,0
10,0,79,1,479,1,1,0
27,0,267,1,374,6,10,0
5,0,14,0,511,1,3,0
1,0,13,0,511,1,1,0
1,0,7,0,89,1,1,0
1,0,7,0,762,1,1,0
1,0,7,1,49,4,4,0
5,0,24,0,230,1,1,0
1,0,7,0,511,2,2,0
10,0,75,0,511,3,6,0
18,0,135,0,511,2,3,0
1,0,39,0,246,1,1,0
1,0,5,0,49,2,2,0
6,0,43,0,185,2,2,0
1,0,5,1,244,1,1,0
2,0,94,1,474,2,3,0
1,0,15,0,4735,1,2,0
126,0,1049,1,511,12,27,0
53,0,185,1,16,6,11,1
1,0,54,0,4735,1,3,0
74,0,386,3,479,6,20,1
1,0,108,1,319,5,12,0
1,0,7,0,4735,1,1,0
10,0,91,0,22,3,4,0
37,0,309,3,479,6,25,0
1,0,9,0,4735,1,1,0
1,0,17,1,479,1,1,0
125,0,1029,10,479,9,94,0
2,0,29,1,479,2,3,0
3,0,25,0,1,1,1,0
3,0,24,0,4735,1,1,0
4,0,39,1,244,2,5,0
75,0,260,1,244,7,20,0
10,0,117,2,244,4,12,0
34,0,312,5,1,6,26,0
13,0,102,0,1466,5,8,0
1,0,29,0,4735,1,2,0
1,0,22,0,1466,2,2,0
1,0,22,1,1466,2,3,0
25,0,239,3,1466,8,17,0
52,0,430,0,231,11,21,0
52,0,241,0,1466,3,6,1
1,0,7,0,1466,1,2,0
1,0,18,0,374,1,1,0
1,0,23,0,374,3,3,0
1,0,18,0,244,1,1,0
1,0,23,0,374,3,3,0
1,0,20,1,1466,4,4,0
1,0,23,0,374,3,3,0
1,0,23,0,374,3,3,0
1,0,22,0,374,4,4,0
1,0,23,0,374,3,3,0
1,0,23,0,374,3,3,0
1,0,6,0,4735,2,2,0
15,0,104,0,1466,2,2,0
1,0,22,0,374,1,1,0
1,0,23,0,374,3,3,0
7,0,42,0,1466,2,3,0
1,0,16,0,319,2,2,0
1,0,18,0,374,1,1,0
1,0,24,0,374,1,2,0
3,0,37,0,374,2,2,0
6,0,61,1,374,3,6,0
7,0,58,0,4735,1,1,0
1,0,23,0,374,3,3,0
1,0,18,0,1466,1,2,0
1,0,23,0,374,3,3,0
6,0,44,0,4735,2,2,0
1,0,23,0,374,3,3,0
1,0,24,0,374,4,4,0
7,0,52,1,374,3,5,0
6,0,56,1,374,4,6,0
1,0,22,0,374,3,3,0
1,0,23,0,374,3,3,0
4,0,44,0,231,5,9,0
1,0,23,0,374,3,3,0
1,0,23,0,374,3,3,0
1,0,24,0,374,4,4,0
1,0,23,0,374,3,3,0
1,0,23,0,374,3,3,0
1,0,18,0,374,1,1,0
1,0,22,0,374,4,4,0
1,0,21,0,374,1,1,0
1,0,23,0,374,3,3,0
1,0,18,0,374,1,1,0
2,0,29,0,4735,2,3,0
1,0,23,0,374,3,3,0
3,0,42,0,515,5,8,0
1,0,18,0,374,1,1,0
1,0,23,0,374,3,3,0
1,0,23,0,374,1,2,0
1,0,23,0,374,3,3,0
2,0,32,0,374,1,2,0
9,0,49,1,374,4,5,0
1,0,19,0,4735,2,2,0
2,0,30,0,374,4,4,0
1,0,20,0,374,3,3,0
1,0,23,0,374,3,4,0
5,0,38,0,374,4,4,0
1,0,18,0,374,3,3,0
1,0,25,0,4735,2,2,0
5,0,34,0,374,3,4,0
1,0,18,0,374,3,3,0
17,0,88,1,319,2,3,0
2,0,59,0,374,4,12,0
3,0,30,1,374,4,5,0
9,0,88,2,374,4,7,0
1,0,23,0,374,3,3,0
2,0,14,0,374,3,4,0
4,0,34,0,374,2,3,0
1,0,13,1,374,2,2,0
2,0,28,0,374,4,5,0
1,0,12,1,374,2,2,0
2,0,28,0,374,4,5,0
1,0,12,1,374,2,2,0
2,0,28,0,374,4,5,0
1,0,12,1,374,2,2,0
2,0,28,0,374,4,5,0
1,0,13,1,374,2,2,0
5,0,63,2,374,5,7,0
6,0,47,0,374,1,1,0
3,0,31,0,374,1,1,0
3,0,40,0,374,5,7,0
3,0,36,1,1466,2,4,0
2,0,35,0,4735,2,2,0
2,0,32,0,4735,1,1,0
2,0,30,0,374,2,2,0
1,0,21,0,374,1,1,0
1,0,18,0,244,1,1,0
1,0,18,0,4735,2,2,0
1,0,23,0,374,3,3,0
1,0,20,0,4735,1,1,0
3,0,27,1,1466,4,4,0
3,0,22,1,1466,3,3,0
3,0,22,1,1466,3,3,0
3,0,22,1,1466,3,3,0
1,0,18,0,374,1,1,0
1,0,23,0,374,3,3,0
1,0,23,0,374,3,3,0
1,0,18,0,4735,2,2,0
1,0,18,0,374,1,1,0
