McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
2,0,49,1,0,1,4843,0
25,0,167,3,0,1,4843,0
8,0,98,5,0,2,4843,0
11,0,117,4,0,2,4843,0
5,0,47,8,0,2,4843,0
26,0,169,16,0,3,4843,0
5,0,52,4,0,1,4843,0
11,0,78,7,0,2,4843,0
1,0,62,4,0,1,4843,0
3,0,73,4,0,1,4843,0
6,0,67,8,0,2,4843,0
4,0,73,13,0,2,4843,0
11,0,92,13,0,2,4843,0
4,0,52,1,0,1,4843,0
1,0,60,6,0,1,4843,0
15,0,58,5,0,2,56,0
5,0,41,5,0,2,4843,0
32,0,189,11,0,3,4843,0
8,0,44,5,0,3,4843,0
18,0,190,5,0,1,4843,0
1,0,13,1,0,1,4843,0
2,0,57,3,0,1,4843,0
5,0,82,4,0,2,4843,0
1,0,28,2,0,1,4843,0
1,0,15,1,0,1,4843,0
16,0,145,8,0,1,4843,0
13,0,136,10,0,1,4843,0
1,0,13,1,0,1,4843,0
3,0,69,4,0,1,4843,0
99,0,588,17,0,3,4843,0
1,0,22,2,0,1,4843,0
1,0,13,2,0,1,4843,0
1,0,13,1,0,1,4843,0
3,0,79,4,0,1,4843,0
6,0,100,8,0,2,4843,0
1,0,22,2,0,1,4843,0
1,0,13,2,0,1,4843,0
1,0,13,1,0,1,4843,0
1,0,43,1,0,1,4843,0
101,0,484,20,0,3,4843,0
1,0,25,2,0,1,4843,0
1,0,13,2,0,1,4843,0
1,0,17,3,0,1,4843,0
30,0,262,8,0,1,4843,1
1,0,18,1,0,1,4843,0
1,0,6,1,0,1,4843,0
5,0,37,1,0,1,4843,0
8,0,63,6,0,2,4843,0
3,0,24,3,0,2,4843,0
17,0,222,6,0,1,4843,0
5,0,34,4,0,1,4843,0
75,0,660,3,0,1,4843,0
3,0,63,5,0,1,4843,0
20,0,167,6,0,1,4843,0
12,0,116,14,0,1,4843,1
28,0,203,24,0,4,4843,0
1,0,22,5,0,2,4843,0
1,0,13,4,0,2,4843,0
29,0,133,4,0,2,4843,0
9,0,49,3,0,1,4843,0
5,0,68,6,0,2,4843,0
33,0,143,31,0,3,4843,0
9,0,55,2,0,1,4843,0
36,0,207,10,0,2,4843,0
13,0,108,5,0,2,20,0
10,0,106,9,0,2,4843,0
4,0,49,3,0,1,4843,0
25,0,193,2,0,1,4843,0
1,0,11,2,0,1,4843,0
18,0,152,4,0,1,4843,0
13,0,115,3,0,1,4843,0
7,0,53,1,0,1,4843,0
9,0,85,4,0,1,4843,0
32,0,168,2,0,1,4843,0
1,0,6,1,0,1,4843,0
1,0,39,7,0,2,4843,0
1,0,12,1,0,1,4843,0
3,0,74,3,0,1,4843,0
7,0,47,5,0,1,4843,0
1,0,38,5,0,2,4843,0
1,0,12,1,0,1,4843,0
3,0,45,6,0,2,4843,0
1,0,12,1,0,1,4843,0
9,0,96,6,0,2,4843,0
2,0,43,5,0,2,4843,0
1,0,12,1,0,1,4843,0
17,0,147,3,0,1,4843,0
3,0,26,2,0,1,4843,0
3,0,25,2,0,1,4843,0
1,0,11,1,0,1,4843,0
32,0,265,6,0,1,4843,0
5,0,64,1,0,1,4843,0
1,0,11,1,0,1,4843,0
135,0,888,6,0,3,4843,0
11,0,144,4,0,3,4843,0
52,0,287,1,0,1,4843,0
9,0,100,1,0,1,4843,0
3,0,58,4,0,2,20,0
17,0,152,4,0,2,4843,0
24,0,258,6,0,3,4843,0
20,0,158,8,0,1,4843,0
23,0,254,9,0,2,152,0
138,0,1091,14,0,3,4843,0
4,0,70,4,0,3,1328,0
69,0,465,5,0,3,4843,0
12,0,205,10,0,3,4843,0
8,0,114,4,0,2,4843,0
3,0,34,2,0,1,4843,0
20,0,160,23,0,5,4843,0
2,0,71,2,0,1,4843,0
13,0,141,5,0,1,4843,0
75,0,688,3,0,1,4843,0
5,0,68,3,0,2,20,0
3,0,56,3,0,2,20,0
102,0,575,5,0,3,1328,0
329,0,1955,127,0,8,1328,0
7,0,150,2,0,2,66,0
8,0,89,24,0,6,4843,0
41,0,258,14,0,4,4843,0
17,0,88,9,0,3,1328,0
15,0,70,4,0,3,4843,0
4,0,27,1,0,1,4843,0
1,0,115,2,0,2,20,0
1,0,33,9,0,2,4843,0
51,0,188,4,0,3,75,0
1,0,22,4,0,3,75,0
24,0,121,1,0,1,1328,0
9,0,81,4,0,3,224,0
6,0,53,2,0,2,224,0
5,0,49,8,0,2,4843,0
11,0,54,1,0,1,4843,0
19,0,113,4,0,2,4843,0
17,0,110,5,0,2,4843,0
32,0,159,14,0,5,4843,0
9,0,52,7,0,1,4843,0
15,0,77,2,0,1,1328,0
50,0,404,49,0,7,4843,0
2,0,20,2,0,1,4843,0
33,0,150,11,0,5,1328,0
3,0,24,1,0,1,4843,0
75,0,497,22,0,5,4843,0
1,0,8,1,0,1,56,0
1,0,8,1,0,1,56,0
25,0,185,27,0,7,4843,0
18,0,169,3,0,1,4843,0
40,0,224,10,0,2,56,0
10,0,126,7,0,2,56,0
34,0,248,9,0,2,56,0
1,0,18,3,0,1,56,0
10,0,96,5,0,2,4843,0
13,0,40,7,0,2,56,0
16,0,198,3,0,1,56,0
1,0,20,11,0,3,56,0
13,0,105,19,0,4,75,0
10,0,74,6,0,2,4843,0
88,0,356,11,0,2,56,0
1,0,19,1,0,1,4843,0
24,0,221,6,0,2,66,0
16,0,131,13,0,2,56,0
17,0,341,1,0,1,4843,0
5,0,36,6,0,2,4843,0
2,0,25,3,0,2,4843,0
5,0,34,3,0,1,1328,0
2,0,31,2,0,1,1328,0
1,0,11,3,0,2,4843,0
1,0,4,3,0,1,1328,0
1,0,5,1,0,1,1328,0
1,0,9,2,0,1,1328,0
1,0,13,3,0,1,1328,0
1,0,13,3,0,1,1328,0
7,0,41,5,0,1,1328,0
1,0,26,5,0,2,4843,0
1,0,9,1,0,1,1328,0
6,0,50,3,0,1,1328,0
5,0,53,5,0,2,4843,0
1,0,29,3,0,2,1328,0
2,0,30,5,0,1,1328,0
27,0,114,2,0,1,1328,0
2,0,51,3,0,1,1328,0
2,0,42,2,0,2,1328,0
3,0,46,1,0,1,4843,0
4,0,59,1,0,1,4843,0
2,0,58,3,0,1,4843,0
1,0,34,1,0,1,4843,0
9,0,61,2,0,2,224,0
32,0,260,16,0,4,4843,0
4,0,63,2,0,2,224,0
21,0,176,4,0,3,4843,0
131,0,734,93,0,6,224,0
17,0,96,16,0,5,4843,0
47,0,330,30,0,5,1328,0
3,0,17,1,0,1,4843,0
35,0,153,5,0,2,4843,0
4,0,38,2,0,2,224,0
12,0,58,2,0,2,224,0
9,0,79,2,0,2,224,0
10,0,170,9,0,4,4843,0
6,0,46,1,0,1,1328,0
11,0,120,1,0,1,152,0
2,0,100,7,0,1,152,0
1,0,99,12,0,1,152,0
1,0,59,7,0,2,224,0
3,0,17,1,0,1,152,0
1,0,14,1,0,1,152,0
15,0,99,3,0,1,152,0
55,0,242,2,0,1,152,0
29,0,270,1,0,1,152,0
1,0,21,1,0,1,152,0
35,0,215,7,0,3,152,0
8,0,68,1,0,1,152,0
42,0,232,2,0,1,152,0
12,0,64,5,0,2,152,0
16,0,250,4,0,2,4843,0
9,0,107,6,0,1,152,0
7,0,22,2,0,1,152,0
32,0,229,7,0,1,152,0
10,0,66,3,0,1,152,0
1,0,10,3,0,1,152,0
1,0,24,1,0,1,152,0
3,0,49,1,0,1,152,0
10,0,65,1,0,1,152,0
11,0,123,10,0,3,224,0
14,0,87,1,0,1,152,0
6,0,103,7,0,2,152,0
60,0,616,3,0,1,152,0
10,0,228,1,0,1,152,0
2,0,76,1,0,1,152,0
20,0,339,2,0,1,152,0
9,0,122,1,0,1,152,0
28,0,244,1,0,1,152,0
29,0,320,3,0,1,152,0
68,0,593,4,0,1,152,0
4,0,29,2,0,1,152,0
40,0,181,5,0,2,152,0
8,0,95,5,0,1,1328,0
2,0,62,1,0,1,1328,0
1,0,19,1,0,1,16,0
25,0,379,10,0,2,1328,0
7,0,112,3,0,1,1328,0
8,0,120,4,0,1,1328,0
12,0,747,5,0,2,4843,0
12,0,155,3,0,1,1328,0
28,0,351,1,0,1,1328,0
1,0,97,3,0,1,1328,0
1,0,66,3,0,1,1328,0
1,0,8,2,0,1,1328,0
1,0,14,2,0,1,1328,0
1,0,11,2,0,1,1328,0
1,0,3,1,0,1,1328,0
1,0,7,2,0,1,1328,0
1,0,14,2,0,1,1328,0
1,0,11,2,0,1,1328,0
1,0,3,1,0,1,1328,0
1,0,20,3,0,2,1328,0
1,0,4,2,0,2,1328,0
1,0,5,2,0,2,1328,0
