numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs
36,4,0,11,291.0,39.0,808.333,297.0,51.0,8.25,-6.0,39.0,-0.166667,368.143,164.852,0,0,0,0,0
2,0,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,179.286,152.143,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,219.286,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,308.571,0.0,1,0,0,0,0
3,0,0,2,76.0,42.0,253.333,45.0,42.0,15.0,31.0,31.0,103.333,905.714,103.929,0,0,0,0,0
8,1,0,5,79.0,26.0,9.875,119.0,51.0,14.875,-40.0,1.0,-5.0,368.143,137.492,0,0,0,0,0
18,3,0,8,322.0,120.0,178.889,269.0,82.0,149.444,53.0,38.0,294.444,368.143,125.349,0,0,0,0,0
9,1,0,4,83.0,32.0,922.222,72.0,29.0,8.0,11.0,32.0,122.222,216.286,700.826,0,0,0,0,0
10,0,0,6,84.0,27.0,8.4,107.0,51.0,10.7,-23.0,9.0,-2.3,349.857,198.361,1,0,0,0,0
4,0,0,3,52.0,48.0,13.0,60.0,48.0,15.0,-8.0,0.0,-2.0,905.714,11.467,0,0,0,0,0
3,0,0,3,8.0,6.0,266.667,7.0,5.0,233.333,1.0,1.0,0.333333,170.143,734.286,0,0,0,0,0
2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,136.571,45.042,0,0,0,0,0
22,3,0,6,241.0,45.0,109.545,128.0,51.0,581.818,113.0,45.0,513.636,368.143,217.232,1,0,0,0,0
2,0,0,2,2.0,1.0,1.0,4.0,3.0,2.0,-2.0,0.0,-1.0,531.429,249.286,0,0,0,0,0
7,1,0,2,37.0,16.0,528.571,26.0,12.0,371.429,11.0,15.0,157.143,136.571,351.892,0,0,0,0,0
2,0,1,1,3.0,2.0,1.5,11.0,10.0,5.5,-8.0,0.0,-4.0,117.143,314.286,1,0,0,0,0
3,0,0,3,9.0,8.0,3.0,15.0,13.0,5.0,-6.0,0.0,-2.0,180.286,154.032,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
11,2,0,7,108.0,26.0,981.818,22.0,8.0,2.0,86.0,22.0,781.818,244.714,113.093,0,0,0,0,0
3,0,0,2,82.0,43.0,273.333,46.0,43.0,153.333,36.0,36.0,12.0,905.714,103.537,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
3,0,0,3,7.0,6.0,233.333,8.0,5.0,266.667,-1.0,1.0,-0.333333,190.0,957.143,0,0,0,0,0
9,2,0,2,60.0,29.0,666.667,4.0,1.0,0.444444,56.0,28.0,622.222,136.571,69.35,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207.143,0.0,0,0,0,0,0
3,0,0,2,18.0,16.0,6.0,5.0,3.0,166.667,13.0,15.0,433.333,136.0,494.048,0,0,0,0,0
3,0,0,2,1.0,1.0,0.333333,2.0,1.0,0.666667,-1.0,0.0,-0.333333,99.0,0.0,0,0,0,0,0
22,4,1,7,413.0,118.0,187.727,138.0,23.0,627.273,275.0,113.0,12.5,177.857,878.565,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,342.857,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207.143,0.0,0,0,0,0,0
4,1,0,2,13.0,6.0,3.25,9.0,5.0,2.25,4.0,4.0,1.0,110.143,137.802,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
12,1,0,7,69.0,17.0,5.75,67.0,51.0,558.333,2.0,17.0,0.166667,368.143,208.59,0,0,0,0,0
9,2,0,6,59.0,16.0,655.556,61.0,51.0,677.778,-2.0,14.0,-0.222222,262.857,104.37,0,0,0,0,0
95,19,2,13,1990.0,132.0,209.474,1099.0,202.0,115.684,891.0,98.0,937.895,368.143,207.691,1,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,245.286,250.714,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,170.143,0.0,0,0,0,0,0
3,0,0,3,20.0,16.0,666.667,18.0,16.0,6.0,2.0,2.0,0.666667,821.429,68.0,1,0,0,0,0
4,0,1,2,80.0,59.0,20.0,15.0,11.0,3.75,65.0,48.0,16.25,49.0,165.536,0,0,0,0,0
3,0,0,2,45.0,43.0,15.0,45.0,43.0,15.0,0.0,0.0,0.0,905.714,109.968,0,0,0,0,0
3,0,0,2,92.0,85.0,306.667,344.0,258.0,114.667,-252.0,0.0,-84.0,905.714,110.512,0,0,0,0,0
2,0,0,2,16.0,15.0,8.0,44.0,43.0,22.0,-28.0,0.0,-14.0,14.0,65.625,0,0,0,0,0
2,0,0,2,56.0,55.0,28.0,13.0,12.0,6.5,43.0,43.0,21.5,264.857,257.041,0,0,0,0,0
20,1,0,8,184.0,50.0,9.2,165.0,51.0,8.25,19.0,25.0,0.95,366.857,165.044,1,0,0,0,0
2,0,1,1,61.0,60.0,30.5,41.0,40.0,20.5,20.0,20.0,10.0,117.143,252.927,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207.143,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
11,1,0,8,78.0,28.0,709.091,88.0,51.0,8.0,-10.0,27.0,-0.909091,368.143,237.31,1,0,0,0,0
6,0,0,3,64.0,38.0,106.667,10.0,5.0,166.667,54.0,38.0,9.0,136.571,369.531,0,0,0,0,0
3,0,0,2,18.0,16.0,6.0,5.0,3.0,166.667,13.0,15.0,433.333,136.571,499.444,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,28.0,0.0,0,0,0,0,0
5,1,0,5,13.0,6.0,2.6,12.0,5.0,2.4,1.0,1.0,0.2,202.143,59.011,0,0,0,0,0
10,1,0,7,39.0,13.0,3.9,75.0,51.0,7.5,-36.0,3.0,-3.6,368.143,182.044,0,0,0,0,0
81,15,1,10,1262.0,128.0,155.802,890.0,108.0,109.877,372.0,51.0,459.259,368.143,204.577,1,0,0,0,0
2,1,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,325.857,397.857,0,0,0,0,0
3,0,0,1,25.0,16.0,833.333,22.0,20.0,733.333,3.0,15.0,1.0,136.571,308.114,0,0,0,0,0
4,0,0,2,122.0,119.0,30.5,60.0,57.0,15.0,62.0,62.0,15.5,298.571,152.482,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
2,0,0,1,15.0,14.0,7.5,6.0,5.0,3.0,9.0,9.0,4.5,342.857,0.266667,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
4,0,0,1,10.0,5.0,2.5,7.0,3.0,1.75,3.0,3.0,0.75,551.429,127.143,0,0,0,0,0
4,0,0,3,29.0,13.0,7.25,61.0,51.0,15.25,-32.0,5.0,-8.0,368.143,152.256,0,0,0,0,0
5,2,0,5,11.0,6.0,2.2,11.0,5.0,2.2,0.0,1.0,0.0,119.286,477.403,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,355.714,0.0,0,0,0,0,0
3,0,0,1,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,247.0,242.381,0,0,0,0,0
3,0,0,2,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,200.429,448.571,0,0,0,0,0
14,3,0,8,73.0,13.0,521.429,73.0,51.0,521.429,0.0,11.0,0.0,368.143,194.02,0,0,0,0,0
13,2,0,8,338.0,151.0,26.0,174.0,51.0,133.846,164.0,111.0,126.154,349.571,231.055,0,0,0,0,0
3,1,0,2,8.0,6.0,266.667,8.0,6.0,266.667,0.0,0.0,0.0,264.857,220.839,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,193.286,800.816,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
7,4,0,5,49.0,25.0,7.0,67.0,51.0,957.143,-18.0,18.0,-257.143,299.286,146.085,0,0,0,0,0
14,3,0,8,340.0,126.0,242.857,425.0,310.0,303.571,-85.0,52.0,-607.143,241.714,115.235,0,0,0,0,0
3,1,0,3,42.0,35.0,14.0,16.0,10.0,533.333,26.0,25.0,866.667,101.714,791.939,1,0,0,0,0
11,1,0,6,142.0,75.0,129.091,78.0,51.0,709.091,64.0,68.0,581.818,368.143,248.907,0,0,0,0,0
2,0,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,151.571,0.857143,0,0,0,0,0
4,0,0,3,22.0,19.0,5.5,4.0,1.0,1.0,18.0,18.0,4.5,136.571,63.013,0,0,0,0,0
5,0,0,2,58.0,52.0,11.6,58.0,52.0,11.6,0.0,1.0,0.0,937.143,149.483,0,0,0,0,0
4,1,0,3,8.0,6.0,2.0,12.0,6.0,3.0,-4.0,0.0,-1.0,264.857,220.839,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,802.857,0.0,0,0,0,0,0
14,6,0,6,125.0,34.0,892.857,100.0,28.0,714.286,25.0,19.0,178.571,264.857,564.354,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
9,1,0,3,9.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,250.143,190.794,0,0,0,0,0
28,5,0,11,694.0,250.0,247.857,282.0,51.0,100.714,412.0,204.0,147.143,368.143,162.464,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,234.714,0.0,0,0,0,0,0
6,1,0,4,34.0,26.0,566.667,62.0,49.0,103.333,-28.0,22.0,-466.667,241.714,569.538,0,0,0,0,0
2,0,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,99.0,0.0,0,0,0,0,0
4,0,0,3,69.0,60.0,17.25,62.0,60.0,15.5,7.0,4.0,1.75,905.714,108.944,0,0,0,0,0
3,0,0,1,116.0,114.0,386.667,116.0,114.0,386.667,0.0,0.0,0.0,708.571,498.498,0,0,0,0,0
3,0,0,3,4.0,3.0,133.333,4.0,2.0,133.333,0.0,1.0,0.0,180.286,131.893,0,0,0,0,0
2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,136.571,45.042,0,0,0,0,0
5,2,0,2,172.0,165.0,34.4,56.0,49.0,11.2,116.0,116.0,23.2,701.429,274.377,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,632.857,0.0,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,437.143,183.571,0,0,0,0,0
8,1,0,6,64.0,22.0,8.0,45.0,20.0,5.625,19.0,16.0,2.375,244.714,78.933,0,0,0,0,0
15,2,0,6,498.0,201.0,33.2,366.0,177.0,24.4,132.0,106.0,8.8,368.143,161.324,0,0,0,0,0
2,0,0,1,3.0,2.0,1.5,3.0,2.0,1.5,0.0,0.0,0.0,701.429,180.952,0,0,0,0,0
10,1,0,3,56.0,43.0,5.6,51.0,26.0,5.1,5.0,31.0,0.5,80.0,934.694,0,0,0,0,0
5,0,0,5,70.0,43.0,14.0,18.0,8.0,3.6,52.0,36.0,10.4,190.0,146.902,0,0,0,0,0
4,0,0,4,31.0,13.0,7.75,68.0,51.0,17.0,-37.0,1.0,-9.25,349.571,143.184,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,632.857,0.0,0,0,0,0,0
3,0,0,3,7.0,6.0,233.333,6.0,5.0,2.0,1.0,1.0,0.333333,186.571,743.265,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,632.857,0.0,0,0,0,0,0
12,3,0,5,145.0,52.0,120.833,52.0,13.0,433.333,93.0,48.0,7.75,211.857,132.914,0,0,0,0,0
25,3,1,11,398.0,110.0,15.92,238.0,51.0,9.52,160.0,77.0,6.4,368.143,198.416,1,0,0,0,0
26,1,0,9,334.0,89.0,128.462,221.0,51.0,8.5,113.0,54.0,434.615,368.143,251.482,1,0,0,0,0
2,0,0,2,2.0,1.0,1.0,4.0,3.0,2.0,-2.0,0.0,-1.0,187.0,918.571,0,0,0,0,0
12,3,0,4,430.0,295.0,358.333,348.0,295.0,29.0,82.0,25.0,683.333,905.714,182.093,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,355.714,0.0,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,250.143,214.286,0,0,0,0,0
4,0,0,4,9.0,6.0,2.25,9.0,5.0,2.25,0.0,1.0,0.0,143.857,527.143,0,0,0,0,0
4,0,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,196.714,0.75,0,0,0,0,0
6,0,0,3,6.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,308.0,691.667,0,0,0,0,0
8,1,0,1,72.0,19.0,9.0,24.0,13.0,3.0,48.0,18.0,6.0,551.429,152.698,0,0,0,0,0
11,3,0,5,352.0,128.0,32.0,192.0,128.0,174.545,160.0,58.0,145.455,151.143,741.039,0,0,0,0,0
5,0,0,4,128.0,100.0,25.6,125.0,100.0,25.0,3.0,3.0,0.6,148.571,46.856,0,0,0,0,0
5,1,0,3,95.0,85.0,19.0,71.0,62.0,14.2,24.0,23.0,4.8,193.286,887.594,0,0,0,0,0
9,3,0,2,213.0,119.0,236.667,194.0,92.0,215.556,19.0,27.0,211.111,103.286,129.215,0,0,0,0,0
3,1,0,2,7.0,6.0,233.333,19.0,13.0,633.333,-12.0,1.0,-4.0,170.143,602.449,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,205.143,0.0,0,0,0,0,0
7,1,0,4,63.0,35.0,9.0,18.0,7.0,257.143,45.0,33.0,642.857,210.143,890.612,0,0,0,0,0
5,0,0,3,18.0,15.0,3.6,9.0,5.0,1.8,9.0,10.0,1.8,121.571,475.873,0,0,0,0,0
3,0,0,2,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,200.429,448.571,0,0,0,0,0
3,0,0,2,87.0,83.0,29.0,11.0,7.0,366.667,76.0,76.0,253.333,298.571,154.795,0,0,0,0,0
4,1,0,3,97.0,79.0,24.25,88.0,79.0,22.0,9.0,7.0,2.25,121.571,845.449,0,0,0,0,0
6,1,0,2,32.0,11.0,533.333,14.0,5.0,233.333,18.0,9.0,3.0,110.143,269.509,0,0,0,0,0
2,0,0,2,3.0,2.0,1.5,2.0,1.0,1.0,1.0,1.0,0.5,51.0,742.857,0,0,0,0,0
2,0,1,1,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,117.143,128.571,0,0,0,0,0
4,0,0,3,21.0,16.0,5.25,12.0,6.0,3.0,9.0,12.0,2.25,119.143,445.442,0,0,0,0,0
2,0,0,1,16.0,15.0,8.0,2.0,1.0,1.0,14.0,14.0,7.0,80.0,684.375,0,0,0,0,0
3,1,0,2,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,264.857,159.143,0,0,0,0,0
7,1,0,4,50.0,15.0,714.286,67.0,51.0,957.143,-17.0,13.0,-242.857,368.143,151.086,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,627.143,0.0,0,0,0,0,0
4,0,0,4,65.0,46.0,16.25,27.0,18.0,6.75,38.0,38.0,9.5,264.857,227.662,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,170.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,298.571,0.0,0,0,0,0,0
2,0,0,2,1.0,1.0,0.5,2.0,1.0,1.0,-1.0,0.0,-0.5,180.286,0.0,0,0,0,0,0
3,0,0,2,1.0,1.0,0.333333,2.0,1.0,0.666667,-1.0,0.0,-0.333333,99.0,0.0,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,81.0,9.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
3,0,0,3,7.0,5.0,233.333,7.0,5.0,233.333,0.0,0.0,0.0,231.429,158.775,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,151.571,0.0,0,0,0,0,0
46,7,0,10,991.0,136.0,215.435,684.0,199.0,148.696,307.0,133.0,667.391,368.143,189.416,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
5,2,0,2,22.0,13.0,4.4,59.0,51.0,11.8,-37.0,1.0,-7.4,349.857,135.565,0,0,0,0,0
7,1,0,5,46.0,18.0,657.143,69.0,51.0,985.714,-23.0,9.0,-328.571,349.571,154.186,0,0,0,0,0
2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,136.571,45.042,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
6,0,0,4,48.0,17.0,8.0,73.0,51.0,121.667,-25.0,14.0,-416.667,368.143,170.17,0,0,0,0,0
8,2,0,4,98.0,52.0,12.25,78.0,47.0,9.75,20.0,17.0,2.5,136.571,568.426,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
4,0,0,3,9.0,6.0,2.25,9.0,5.0,2.25,0.0,1.0,0.0,211.286,743.492,0,0,0,0,0
8,3,0,5,159.0,128.0,19.875,44.0,16.0,5.5,115.0,116.0,14.375,210.143,102.749,1,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,298.571,764.286,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,195.143,0.0,0,0,0,0,0
2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,132.286,410.084,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,627.143,0.0,0,0,0,0,0
2,0,0,1,4.0,3.0,2.0,3.0,2.0,1.5,1.0,1.0,0.5,63.0,160.714,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,85.0,0.0,0,0,0,0,0
9,2,0,6,56.0,13.0,622.222,73.0,51.0,811.111,-17.0,11.0,-188.889,368.143,172.074,0,0,0,0,0
2,1,0,1,40.0,39.0,20.0,2.0,1.0,1.0,38.0,38.0,19.0,341.429,4.875,1,0,0,0,0
5,0,0,4,121.0,107.0,24.2,164.0,107.0,32.8,-43.0,0.0,-8.6,905.714,113.022,0,0,0,0,0
7,0,0,4,50.0,23.0,714.286,48.0,27.0,685.714,2.0,15.0,0.285714,136.571,303.743,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
6,2,0,6,20.0,10.0,333.333,23.0,13.0,383.333,-3.0,1.0,-0.5,187.0,63.5,0,0,0,0,0
3,1,0,1,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,325.857,532.381,0,0,0,0,0
13,2,0,7,278.0,119.0,213.846,228.0,118.0,175.385,50.0,72.0,384.615,368.143,805.118,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,194.286,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
4,0,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,316.286,261.071,0,0,0,0,0
4,0,0,3,83.0,63.0,20.75,66.0,63.0,16.5,17.0,17.0,4.25,905.714,130.981,0,0,0,0,0
6,0,0,5,66.0,52.0,11.0,17.0,5.0,283.333,49.0,47.0,816.667,173.857,768.528,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,437.143,314.694,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,355.714,0.0,0,0,0,0,0
2,0,1,1,8.0,7.0,4.0,8.0,7.0,4.0,0.0,0.0,0.0,30.0,16.0,0,0,0,0,0
22,3,0,7,230.0,106.0,104.545,133.0,28.0,604.545,97.0,79.0,440.909,174.286,666.702,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
4,0,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,302.714,366.071,0,0,0,0,0
13,2,0,6,175.0,89.0,134.615,30.0,8.0,230.769,145.0,83.0,111.538,173.857,980.906,0,0,0,0,0
3,0,0,3,11.0,6.0,366.667,10.0,5.0,333.333,1.0,1.0,0.333333,123.857,31.013,0,0,0,0,0
2,0,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,247.0,264.286,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
9,2,0,5,187.0,158.0,207.778,175.0,158.0,194.444,12.0,6.0,133.333,151.143,233.155,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,468.571,0.0,0,0,0,0,0
12,7,0,5,12.0,1.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,367.143,782.381,0,0,0,0,0
35,7,1,9,711.0,203.0,203.143,771.0,433.0,220.286,-60.0,196.0,-171.429,241.857,126.647,1,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
6,1,0,3,25.0,16.0,416.667,149.0,138.0,248.333,-124.0,13.0,-206.667,151.143,111.337,0,0,0,0,0
4,0,0,2,24.0,17.0,6.0,6.0,4.0,1.5,18.0,17.0,4.5,448.571,37.256,0,0,0,0,0
2,0,0,1,6.0,5.0,3.0,1.0,1.0,0.5,5.0,5.0,2.5,197.143,0.119048,0,0,0,0,0
7,1,0,3,101.0,30.0,144.286,22.0,16.0,314.286,79.0,30.0,112.857,136.571,988.543,0,0,0,0,0
6,0,0,4,88.0,29.0,146.667,15.0,7.0,2.5,73.0,27.0,121.667,211.857,126.529,0,0,0,0,0
