McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
6,0,127,15,2,0,2,0
28,0,221,15,13,0,6,1
26,0,201,15,17,0,7,1
31,0,324,15,31,1,10,1
10,0,132,15,13,0,8,1
26,0,206,15,10,3,4,1
4,0,44,15,8,2,5,0
19,0,169,15,9,2,7,1
6,0,67,15,6,1,4,0
11,0,109,1733,3,1,1,1
25,0,225,15,12,4,6,1
1,0,6,15,4,0,3,0
2,0,23,15,4,0,3,0
1,0,12,15,4,0,3,0
1,0,1,15,4,0,3,0
2,0,17,1733,4,1,3,0
1,0,42,1733,6,1,5,0
7,0,196,1733,12,1,8,0
3,0,84,1733,7,1,5,0
2,0,55,1733,6,1,5,0
4,0,90,1733,6,1,5,0
1,0,42,1733,6,1,5,0
1,0,1,15,4,0,3,0
1,0,1,1733,2,1,1,0
26,0,215,1733,3,1,1,1
10,0,126,1733,2,1,1,0
15,0,120,1733,2,1,1,1
1,0,32,15,4,1,4,0
1,0,39,15,4,1,4,0
1,0,97,15,4,1,4,0
4,0,82,15,2,0,2,0
1,0,26,15,3,0,3,0
2,0,125,15,4,0,4,0
21,0,275,15,4,1,4,0
1,0,55,15,4,0,4,0
1,0,86,15,2,0,2,0
27,0,626,15,2,0,2,0
11,0,289,15,4,0,4,0
6,0,118,15,5,0,5,0
1,0,44,15,4,0,4,0
1,0,51,15,7,0,4,0
2,0,102,15,4,1,4,0
3,0,53,15,4,0,4,0
15,0,125,15,2,0,2,0
5,0,177,15,4,2,4,0
1,0,70,15,4,0,4,0
7,0,157,15,2,0,2,0
1,0,42,15,3,0,3,0
1,0,246,15,10,1,9,0
1,0,41,15,6,1,6,0
1,0,120,15,6,1,6,0
3,0,260,15,15,5,12,0
1,0,196,15,6,1,6,0
3,0,14,15,2,0,2,0
1,0,50,15,2,0,2,0
1,0,77,15,2,0,2,0
1,0,60,15,2,0,2,0
1,0,87,15,4,0,4,0
1,0,59,296,3,0,3,0
5,0,390,296,3,0,3,0
4,0,186,831,5,0,4,0
2,0,147,296,3,0,3,0
1,0,133,296,3,0,3,0
5,0,115,296,3,0,3,0
4,0,159,1733,4,1,1,0
4,0,97,1733,2,1,1,0
15,0,193,1733,2,1,1,0
5,0,164,15,6,0,5,0
1,0,22,15,4,0,4,0
1,0,197,15,2,0,2,0
2,0,186,15,4,0,4,0
2,0,155,15,4,0,4,0
3,0,68,15,4,0,4,0
1,0,104,15,3,0,3,0
1,0,154,15,4,0,4,0
2,0,73,15,4,0,4,0
14,0,543,15,4,0,4,0
5,0,165,15,4,0,4,0
3,0,118,15,4,0,4,0
2,0,12,15,2,0,2,0
3,0,48,15,2,0,2,0
1,0,44,15,4,0,4,0
9,0,85,15,2,0,2,0
1,0,45,15,4,0,4,0
1,0,45,15,4,0,4,0
1,0,32,15,4,0,4,0
7,0,109,15,4,0,4,0
11,0,160,15,4,0,4,0
11,0,186,15,4,0,4,0
1,0,58,15,4,0,4,0
14,0,932,15,5,0,5,0
4,0,75,15,4,0,4,0
6,0,162,15,2,0,2,0
10,0,170,15,4,0,4,0
5,0,84,15,4,0,4,0
4,0,481,15,4,0,4,0
27,0,526,753,6,0,6,0
1,0,110,15,6,0,4,0
14,0,310,15,4,0,4,0
26,0,799,296,7,1,5,0
9,0,135,15,4,0,4,0
1,0,30,15,4,0,4,0
1,0,26,15,4,0,4,0
18,0,203,384,8,1,7,0
28,0,429,15,2,0,2,0
1,0,11,15,2,0,2,0
6,0,78,15,4,0,4,0
2,0,78,15,4,0,4,0
1,0,18,15,2,0,2,0
34,0,521,15,2,0,2,0
14,0,246,15,2,0,2,0
23,0,311,15,4,1,4,0
6,0,99,15,4,1,4,0
7,0,288,15,4,1,4,0
1,0,105,15,4,1,4,0
13,0,279,15,4,1,4,0
3,0,22,15,2,0,2,0
2,0,16,15,2,0,2,0
1,0,103,15,4,0,3,0
1,0,79,15,2,0,2,0
5,0,86,15,5,0,5,0
11,0,101,15,2,0,2,0
28,0,456,15,5,0,5,0
1,0,160,15,6,0,6,0
1,0,404,296,8,1,7,0
1,0,301,296,8,1,7,0
1,0,230,15,6,0,6,0
63,0,665,15,2,0,2,0
4,0,195,15,4,0,4,0
8,0,115,15,4,0,4,0
1,0,155,15,2,0,2,0
6,0,86,14,1,0,1,0
11,0,103,14,1,0,1,0
6,0,81,14,1,0,1,0
14,0,119,14,1,0,1,0
19,0,160,14,1,0,1,0
2,0,64,296,3,0,3,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,17,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,27,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,17,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,22,15,2,0,2,0
1,0,53,15,4,0,4,0
19,0,257,15,14,1,8,0
5,0,95,15,4,0,4,0
1,0,27,15,2,0,2,0
1,0,14,15,2,0,2,0
1,0,18,15,2,0,2,0
1,0,25,15,2,0,2,0
1,0,48,15,2,0,2,0
1,0,46,15,2,0,2,0
1,0,43,15,2,0,2,0
1,0,9,15,2,0,2,0
1,0,9,15,2,0,2,0
1,0,9,15,2,0,2,0
5,0,51,15,2,0,2,0
5,0,82,15,3,0,3,0
13,0,221,15,2,0,2,0
3,0,63,15,2,0,2,0
23,0,233,15,2,0,2,0
23,0,233,15,2,0,2,0
13,0,211,15,2,0,2,0
7,0,35,14,1,0,1,0
1,0,5,14,1,0,1,0
2,0,42,14,1,0,1,0
1,0,16,1733,16,0,8,0
10,0,60,384,40,0,14,0
11,0,102,384,474,20,26,0
1,0,9,296,3,1,2,0
1,0,8,384,28,0,15,0
1,0,1,221,14,0,9,0
1,0,12,221,15,0,8,0
10,0,297,1733,173,3,23,0
5,0,107,384,53,2,16,0
5,0,95,384,69,4,22,0
1,0,20,384,27,2,14,0
3,0,35,1733,8,0,5,0
1,0,1,221,14,0,9,0
11,0,70,384,51,4,15,0
24,0,126,1733,2,0,2,0
1,0,46,384,48,1,16,0
82,0,402,1733,140,8,22,0
16,0,105,221,13,0,11,0
1,0,6,221,14,0,8,0
1,0,6,221,16,0,8,0
1,0,7,384,36,1,16,0
1,0,18,384,86,9,19,0
1,0,1,221,14,0,9,0
2,0,18,384,29,0,13,0
242,0,1331,384,48,0,16,0
1,0,1,384,13,0,10,0
1,0,24,384,11,0,9,0
2,0,45,221,8,3,3,0
6,0,83,1733,14,0,8,0
18,0,463,1733,42,3,11,0
3,0,25,384,11,0,9,0
5,0,224,1733,23,1,10,0
7,0,82,384,15,0,10,0
1,0,1,221,13,0,10,0
29,0,200,1733,37,11,12,0
1,0,19,221,147,9,22,0
1,0,5,384,21,0,13,0
1,0,1,221,14,0,9,0
8,0,163,1733,63,6,16,0
2,0,102,116,66,3,17,0
2,0,91,116,52,3,16,0
2,0,37,116,27,0,15,0
2,0,86,221,30,2,14,1
4,0,54,384,63,3,17,0
29,0,478,116,141,16,18,0
5,0,57,384,51,3,16,0
3,0,84,1733,49,3,15,0
4,0,98,116,87,15,20,0
94,0,1128,1733,265,21,23,0
11,0,201,116,73,5,18,0
11,0,322,116,147,9,21,0
13,0,240,1733,106,12,16,0
12,0,214,384,83,5,17,0
5,0,104,384,66,3,16,0
1,0,11,384,40,3,12,0
3,0,79,2899,73,4,17,0
1,0,1,384,20,0,12,0
2,0,96,1733,35,0,14,0
1,0,18,296,39,3,14,0
1,0,66,1733,66,6,20,0
1,0,15,384,37,2,14,0
1,0,21,384,40,3,15,0
1,0,9,221,26,2,14,0
1,0,11,384,12,0,7,0
14,0,159,384,133,16,22,0
1,0,4,384,15,0,7,0
1,0,8,1733,2,1,1,0
1,0,14,1733,3,1,1,0
1,0,6,384,20,1,10,0
1,0,1,221,14,0,9,0
27,0,260,1733,236,15,22,0
1,0,4,384,9,0,7,0
1,0,6,384,13,0,7,0
1,0,1,221,15,0,9,0
10,0,121,1733,107,6,17,0
14,0,123,1733,79,6,16,0
2,0,42,384,20,0,11,0
11,0,58,384,37,1,15,0
11,0,92,296,43,3,16,0
1,0,1,384,12,0,8,0
3,0,15,384,15,0,9,0
3,0,22,384,34,0,15,0
1,0,18,384,13,0,9,0
24,0,263,831,30,5,12,1
17,0,174,296,38,9,12,0
71,0,550,831,49,6,13,1
1,0,12,384,23,0,12,0
29,0,289,1733,52,2,13,1
2,0,45,384,26,1,11,0
12,0,168,407,84,19,16,0
17,0,90,407,30,2,12,0
1,0,1,384,10,0,7,0
7,0,61,296,27,4,13,1
12,0,205,831,168,19,23,0
34,0,299,831,244,38,24,0
3,0,20,221,25,2,14,0
11,0,74,1733,79,5,20,0
14,0,97,296,61,2,19,0
1,0,1,221,14,0,9,0
4,0,42,221,14,0,8,0
8,0,57,221,32,2,15,0
22,0,191,296,287,22,24,0
6,0,127,1733,99,10,17,0
29,0,219,221,22,8,5,0
26,0,198,296,15,3,6,0
31,0,292,221,23,4,7,1
10,0,146,221,42,3,15,0
24,0,184,221,5,2,3,0
4,0,43,221,12,6,5,0
18,0,163,753,93,8,18,1
6,0,66,753,12,4,6,0
11,0,110,1733,3,1,1,0
23,0,214,221,18,9,4,0
1,0,6,221,5,1,3,0
2,0,23,221,14,2,9,0
1,0,12,221,12,0,8,0
1,0,1,221,14,0,9,0
2,0,17,1733,24,1,10,0
1,0,35,1733,33,4,11,0
7,0,156,1733,62,5,15,0
5,0,81,1733,49,6,13,0
3,0,58,1733,49,2,14,0
4,0,70,1733,49,4,15,0
1,0,35,1733,33,4,11,0
1,0,1,221,15,0,9,0
1,0,1,1733,2,1,1,0
26,0,212,1733,3,1,1,1
10,0,126,1733,2,1,1,0
15,0,118,1733,2,1,1,1
1,0,32,116,7,4,3,0
1,0,24,384,24,0,9,0
1,0,39,296,4,2,2,0
1,0,97,1733,19,5,5,0
4,0,82,384,33,3,14,0
1,0,26,1733,2,0,2,0
2,0,125,116,12,3,8,0
21,0,275,384,37,5,14,0
1,0,56,384,16,0,9,0
1,0,84,384,24,3,10,0
27,0,627,2053,31,14,11,0
11,0,291,2053,41,8,14,0
6,0,118,116,26,2,5,0
1,0,44,1118,17,7,7,0
2,0,102,296,41,5,17,0
3,0,54,407,8,0,6,0
15,0,125,384,23,0,9,0
5,0,175,831,20,7,9,0
1,0,69,384,11,0,8,0
7,0,155,384,5,2,5,0
1,0,40,407,20,2,10,0
1,0,246,116,5,0,5,0
1,0,43,384,5,1,3,0
1,0,119,384,5,1,3,0
3,0,260,1733,51,8,18,0
1,0,196,2053,9,2,5,0
3,0,14,1733,3,2,2,0
1,0,48,384,15,2,9,0
1,0,75,407,25,3,11,0
1,0,58,407,17,2,8,0
1,0,87,407,8,2,3,0
1,0,58,384,41,0,12,0
5,0,389,384,77,2,17,0
4,0,185,384,53,2,13,0
2,0,146,384,54,4,16,0
1,0,133,384,52,0,14,0
5,0,114,384,52,2,12,0
4,0,160,1733,4,1,1,0
4,0,97,1733,2,1,1,0
15,0,193,1733,2,1,1,0
5,0,158,2053,35,0,10,0
1,0,21,2053,2,0,1,0
1,0,195,384,21,0,9,0
2,0,178,384,25,0,14,0
2,0,146,384,25,0,14,0
3,0,64,384,50,0,15,0
1,0,104,296,2,0,2,0
1,0,153,384,28,0,14,0
2,0,72,384,21,0,12,0
14,0,542,384,37,0,14,0
5,0,165,384,100,7,19,0
3,0,118,2053,49,2,15,0
2,0,12,1118,6,2,3,0
3,0,48,1118,13,2,5,0
1,0,44,384,35,0,13,0
9,0,83,831,30,9,12,0
1,0,49,384,16,0,8,0
1,0,45,384,17,0,8,0
1,0,39,384,16,0,8,0
7,0,109,1147,16,0,7,0
11,0,153,1147,31,0,12,0
11,0,186,384,65,5,16,0
1,0,58,384,27,3,13,0
14,0,932,831,35,3,16,0
4,0,75,407,7,0,6,0
6,0,163,2053,80,11,18,0
10,0,170,407,23,0,13,0
5,0,84,1733,14,1,7,0
4,0,485,384,11,0,9,0
27,0,523,1147,27,9,9,0
1,0,109,1733,3,0,2,0
14,0,310,1733,52,11,13,0
25,0,766,831,156,17,19,0
9,0,135,1147,13,0,9,0
1,0,30,116,3,0,3,0
1,0,26,116,3,0,3,0
18,0,203,384,5,1,4,0
28,0,427,384,45,10,12,0
1,0,11,384,11,1,6,0
6,0,78,407,5,1,5,0
2,0,78,288,10,4,6,0
1,0,18,384,20,1,12,0
34,0,519,407,54,3,16,0
14,0,244,407,36,1,12,0
23,0,310,384,39,0,15,0
6,0,98,116,38,0,12,0
7,0,287,384,25,2,12,0
1,0,99,384,8,0,6,0
13,0,280,384,47,0,15,0
3,0,22,384,17,0,10,0
2,0,16,384,12,0,8,0
1,0,101,1733,2,0,2,0
1,0,77,384,10,0,5,0
5,0,86,753,32,6,11,0
11,0,101,384,20,0,10,0
28,0,455,384,63,8,13,0
1,0,160,116,3,0,3,0
1,0,404,116,3,0,3,0
1,0,300,116,3,0,3,0
1,0,230,116,3,0,3,0
63,0,663,384,43,3,13,0
4,0,193,384,52,0,13,0
8,0,113,1147,15,0,8,0
1,0,153,384,24,3,11,0
6,0,84,384,22,2,10,0
11,0,101,1147,24,0,11,0
6,0,79,288,15,0,5,0
14,0,117,407,20,2,9,0
19,0,160,116,20,4,10,0
2,0,58,384,42,0,12,0
1,0,20,384,13,0,7,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,11,0,7,0
1,0,15,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,25,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,17,116,5,0,4,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,20,384,8,0,6,0
1,0,53,116,6,0,5,0
19,0,257,831,11,1,5,0
5,0,95,384,12,4,8,0
1,0,27,384,15,0,11,0
1,0,14,407,12,0,9,0
1,0,18,384,14,0,11,0
1,0,25,384,14,0,11,0
1,0,48,384,19,0,12,0
1,0,46,384,20,0,12,0
1,0,43,384,17,0,11,0
1,0,9,384,12,0,9,0
1,0,9,407,8,0,6,0
1,0,9,407,10,0,7,0
5,0,51,407,8,0,5,0
5,0,82,2053,24,1,15,0
13,0,219,384,15,0,11,0
3,0,61,384,15,0,11,0
23,0,231,384,15,0,11,0
23,0,231,384,15,0,11,0
13,0,209,384,15,0,11,0
7,0,35,384,10,2,8,0
1,0,5,384,10,2,8,0
2,0,42,1733,4,1,2,0
1,0,10,1147,28,0,9,0
1,0,27,296,162,11,17,0
1,0,14,296,30,3,8,0
1,0,26,116,61,3,13,0
1,0,11,116,29,0,12,0
1,0,1,163,5,0,5,0
1,0,5,163,6,0,4,0
1,0,17,116,176,2,12,0
1,0,13,2899,21,4,9,0
3,0,19,791,7,0,5,0
15,0,103,2899,29,0,7,0
1,0,1,2899,6,0,4,0
1,0,6,298,7,0,5,0
1,0,6,298,5,0,4,0
1,0,14,298,40,0,12,0
1,0,8,407,23,6,5,0
7,0,106,298,34,0,8,0
4,0,88,1733,28,0,8,0
1,0,38,831,72,4,13,0
1,0,1,1733,19,0,7,0
1,0,1,1733,5,0,4,0
31,0,224,116,33,2,10,0
14,0,124,163,5,0,3,0
74,0,414,384,60,1,18,0
2,0,93,116,32,0,11,0
32,0,265,831,79,9,11,0
3,0,84,831,31,2,9,0
1,0,26,298,5,1,3,0
13,0,95,407,9,3,5,0
1,0,22,831,6,3,4,0
4,0,177,831,34,5,8,0
3,0,96,831,20,4,6,0
2,0,46,2899,4,1,2,0
1,0,23,2899,4,1,2,0
5,0,34,298,28,0,11,0
3,0,78,116,28,0,10,0
68,0,824,1733,231,4,19,0
1,0,4,1733,9,0,4,0
14,0,77,407,26,0,13,0
1,0,4,163,3,1,2,0
1,0,9,163,3,1,2,0
70,0,540,1733,184,7,20,0
1,0,46,15,21,0,9,0
10,0,89,15,31,1,9,0
1,0,23,15,15,0,6,0
12,0,118,831,9,3,4,0
1,0,17,831,6,3,3,0
1,0,7,407,14,0,5,0
3,0,72,1147,61,0,14,0
1,0,18,15,9,0,6,0
3,0,31,298,27,0,10,0
1,0,31,116,19,2,7,0
9,0,58,116,34,0,12,0
1,0,6,1147,10,0,5,0
4,0,24,298,32,0,12,0
1,0,41,298,16,0,9,0
1,0,9,298,6,2,4,0
8,0,73,15,29,1,8,0
1,0,20,15,14,0,5,0
1,0,75,15,19,0,9,0
1,0,36,15,11,0,5,0
7,0,48,116,28,2,12,0
2,0,19,1733,21,0,8,0
2,0,39,15,14,0,7,0
8,0,72,116,30,1,10,0
1,0,13,15,14,0,5,0
2,0,61,15,14,0,6,0
1,0,44,1147,33,0,12,0
55,0,396,1733,191,3,18,0
10,0,145,1733,30,0,10,0
2,0,45,116,27,0,10,0
1,0,12,15,12,0,5,0
8,0,52,163,3,0,3,0
1,0,18,163,3,0,3,0
3,0,138,116,71,0,17,0
1,0,37,34,22,0,7,0
3,0,70,298,57,2,13,0
1,0,12,753,9,0,4,0
2,0,80,575,21,0,10,0
1,0,52,34,15,0,9,0
1,0,34,116,15,0,7,0
4,0,93,116,44,0,13,0
3,0,126,116,57,0,10,0
2,0,47,753,9,0,4,0
1,0,73,116,16,0,6,0
4,0,189,116,63,3,13,0
1,0,33,1147,24,0,8,0
4,0,139,298,54,0,13,0
1,0,1,2899,1,0,1,0
1,0,57,116,36,0,11,0
2,0,47,753,16,0,6,0
1,0,13,753,11,0,4,0
7,0,117,753,30,0,9,0
1,0,46,753,19,0,7,0
12,0,88,1733,4,0,2,0
1,0,19,1733,4,0,2,0
28,0,240,1733,4,0,2,0
3,0,75,1147,3,0,2,0
6,0,125,116,89,1,13,0
3,0,52,753,19,0,7,0
2,0,88,116,41,0,9,0
1,0,30,753,11,0,4,0
2,0,100,116,3,0,3,0
1,0,27,116,3,0,3,0
1,0,114,1733,2,0,2,0
2,0,98,1733,23,0,9,0
1,0,40,34,22,0,11,0
1,0,123,2899,2,0,2,0
1,0,91,1147,21,0,7,0
1,0,26,1147,4,0,4,0
2,0,70,116,40,0,12,0
1,0,18,753,7,0,4,0
9,0,203,116,55,4,13,0
2,0,53,298,29,4,11,0
1,0,69,384,20,4,7,0
2,0,47,2899,5,0,4,0
2,0,18,1733,20,0,7,0
2,0,39,753,13,0,6,0
2,0,57,298,19,0,9,0
2,0,55,298,15,0,8,0
3,0,63,753,31,0,8,0
5,0,72,116,49,0,12,0
9,0,84,116,50,0,11,0
2,0,32,753,8,0,4,0
3,0,31,288,26,0,9,0
2,0,45,384,20,0,7,0
2,0,72,384,31,0,10,0
1,0,16,384,13,0,6,0
2,0,63,753,22,0,7,0
415,0,1604,1733,465,20,27,0
17,0,120,163,6,0,6,0
3,0,49,1733,19,1,9,0
246,0,1343,407,27,1,11,0
1,0,32,163,6,0,4,0
1,0,4,288,5,0,4,0
1,0,1,288,5,0,4,0
2,0,33,163,7,0,4,0
1,0,34,163,13,0,9,0
1,0,18,116,17,0,7,0
1,0,17,163,15,0,7,0
1,0,15,116,12,0,7,0
1,0,10,116,8,0,5,0
1,0,10,116,22,0,10,0
1,0,7,116,10,0,7,0
1,0,6,116,15,0,10,0
1,0,7,116,13,0,7,0
1,0,9,2899,3,0,2,0
1,0,9,116,39,0,15,0
1,0,9,116,30,3,11,0
1,0,35,116,17,0,6,0
1,0,6,116,8,0,5,0
1,0,6,298,15,0,8,0
1,0,6,116,5,0,5,0
1,0,31,1733,25,0,12,0
1,0,47,1733,49,3,14,0
3,0,25,1733,18,0,10,0
1,0,11,1733,25,0,9,0
1,0,14,116,32,0,11,0
1,0,5,116,12,0,6,0
1,0,30,116,97,1,13,0
1,0,15,2899,2,0,1,0
1,0,56,1733,147,1,14,0
1,0,4,116,18,0,11,0
1,0,9,2899,7,2,3,0
1,0,6,163,4,0,4,0
1,0,17,116,36,0,10,0
1,0,15,116,19,0,10,0
1,0,7,298,28,0,10,0
1,0,9,1733,7,0,4,1
1,0,4,407,10,0,6,0
1,0,8,298,38,0,12,0
1,0,5,298,36,0,12,0
1,0,36,298,30,1,14,0
1,0,5,298,8,0,6,0
1,0,4,407,15,0,7,0
1,0,20,298,53,0,13,0
1,0,99,1733,233,3,20,0
1,0,6,163,6,0,5,0
1,0,22,968,12,0,6,0
1,0,4,298,9,0,4,0
1,0,10,298,44,6,14,0
1,0,17,298,26,0,10,0
1,0,4,2899,11,0,5,0
1,0,30,298,19,2,9,0
3,0,20,831,3,0,2,0
1,0,6,298,7,0,2,0
1,0,10,1733,34,0,11,0
4,0,39,791,25,0,8,0
1,0,5,298,12,2,7,0
1,0,8,2899,15,0,7,0
1,0,4,2899,13,0,6,0
1,0,19,163,13,0,7,0
1,0,10,1733,17,0,6,0
1,0,6,298,4,0,2,0
1,0,9,298,19,0,8,0
5,0,36,1147,3,0,3,0
1,0,5,753,5,0,4,0
1,0,29,298,43,0,10,0
3,0,59,296,25,2,11,0
3,0,51,298,39,2,12,0
1,0,4,298,7,0,4,0
1,0,12,407,12,0,8,0
4,0,50,298,36,0,11,0
1,0,7,298,18,0,7,0
1,0,22,298,18,2,9,0
1,0,5,2053,17,0,7,0
4,0,81,1733,20,0,11,0
1,0,7,753,14,0,8,0
1,0,6,753,15,0,9,0
1,0,45,753,51,0,10,0
1,0,11,575,8,0,3,0
1,0,20,753,11,0,6,0
1,0,1,2899,1,0,1,0
1,0,5,753,16,0,9,0
1,0,4,753,12,0,8,0
5,0,57,116,17,0,10,0
1,0,4,753,4,0,4,0
1,0,18,1733,46,1,13,0
1,0,3,1733,3,0,3,0
1,0,13,753,11,0,7,0
1,0,5,407,10,0,6,0
1,0,23,1733,38,2,12,0
1,0,8,2899,8,0,3,0
1,0,7,753,10,0,6,0
1,0,26,1733,46,1,15,0
1,0,11,116,15,0,7,0
1,0,13,1733,23,0,8,0
1,0,7,753,10,0,6,0
18,0,165,296,2,1,1,0
1,0,9,116,12,0,8,0
1,0,41,1118,18,0,8,0
6,0,37,104,22,0,9,0
76,0,401,2899,94,4,14,0
1,0,21,2053,28,0,11,0
9,0,149,1733,34,0,8,0
8,0,71,407,4,0,3,0
5,0,369,2053,239,23,24,0
38,0,258,116,127,8,14,0
14,0,358,1733,258,5,17,0
9,0,235,1733,98,1,12,0
4,0,29,791,11,0,8,0
4,0,43,2053,6,0,3,0
6,0,92,407,43,0,10,0
10,0,201,2053,64,2,9,0
64,0,501,384,313,23,20,0
1,0,9,575,13,0,5,0
1,0,31,1733,31,0,8,0
4,0,23,1147,4,0,2,0
1,0,13,407,8,0,4,0
13,0,79,2899,19,0,6,0
21,0,150,2053,37,0,9,0
9,0,53,1733,6,0,5,0
