McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,0,1,12,17,1367,69,201,1,0,12,0,1,0,0,0
1,0,0,1,12,17,1368,70,201,1,0,12,0,2,0,0,0
1,0,13,5,21,161,1369,71,202,1,0,21,0,16,6,1345,0
1,0,0,0,34,63,1370,72,202,1,0,34,0,8,5,3122,1
26,0,1,20,130,182,1371,73,202,26,0,130,0,11,3,1345,0
1,0,1,1,7,30,1372,74,202,1,0,7,0,2,2,3122,0
14,0,1,17,161,216,1373,75,202,14,0,161,0,22,6,1345,0
1,0,1,3,18,43,1374,76,202,1,0,18,0,6,5,16,0
1,0,0,5,15,22,1375,77,203,1,0,15,0,1,0,0,0
1,0,0,5,18,40,1376,78,204,1,0,18,0,7,3,3122,0
2,0,0,4,22,43,1377,79,204,2,0,22,0,7,3,3122,0
17,0,1,1,98,143,1378,80,205,17,0,98,0,1,0,0,0
30,0,0,11,121,163,1379,81,206,30,0,121,0,14,2,1345,1
1,0,0,3,11,32,1380,82,206,1,0,11,0,2,0,0,0
57,0,1,18,210,282,1381,83,206,57,0,210,0,26,5,3122,1
3,0,0,3,13,32,1382,84,206,3,0,13,0,2,0,0,0
3,0,1,9,63,107,1384,85,208,3,0,63,0,6,3,3122,0
1,0,1,3,6,31,1385,86,208,1,0,6,0,3,0,0,0
7,0,0,2,60,82,1386,87,209,7,0,60,0,10,0,0,0
67,0,0,30,236,289,1387,88,209,67,0,236,0,38,5,1345,0
101,0,9,3,320,602,1388,89,210,101,0,320,1,19,6,3122,1
16,0,1,12,98,147,1389,90,210,16,0,98,0,4,0,0,0
92,0,5,7,270,392,1390,91,210,92,0,270,0,31,2,3122,0
3,0,1,2,17,47,1391,92,210,3,0,17,0,3,0,0,0
8,0,1,1,27,59,1392,93,210,8,0,27,0,5,1,3122,0
1,0,1,1,4,27,1393,94,210,1,0,4,0,2,0,0,0
9,0,1,31,155,221,1394,95,211,9,0,155,0,9,3,1345,0
15,0,1,21,113,174,1395,96,211,15,0,113,0,69,5,3122,0
2,0,0,4,34,53,1396,97,211,2,0,34,0,2,1,3122,0
1,0,0,30,41,88,1397,98,211,1,0,41,0,17,3,1345,0
45,0,5,2,161,226,1398,99,212,45,0,161,0,21,6,3122,0
1,0,1,9,13,43,1399,100,213,1,0,13,0,7,4,3122,0
3,0,1,1,19,32,1400,101,213,3,0,19,0,9,3,3122,0
9,0,0,10,122,152,1401,102,213,9,0,122,0,9,3,3122,0
9,0,1,9,82,110,1402,103,213,9,0,82,0,17,6,3122,0
1,0,11,4,18,123,1406,104,215,1,0,18,0,13,5,1345,0
1,0,1,15,73,117,1407,105,215,1,0,73,0,21,6,1345,0
3,0,1,14,56,99,1408,106,215,3,0,56,0,13,5,1345,0
1,0,1,14,53,96,1409,107,215,1,0,53,0,13,5,1345,0
1,0,1,14,58,101,1410,108,215,1,0,58,0,15,5,1345,0
1,0,1,14,84,126,1411,109,215,1,0,84,0,13,5,1345,0
1,0,1,14,72,112,1412,110,215,1,0,72,0,13,5,1345,0
1,0,1,14,75,123,1413,111,215,1,0,75,0,13,5,1345,0
1,0,1,14,57,102,1414,112,215,1,0,57,0,15,5,1345,0
1,0,1,14,57,102,1415,113,215,1,0,57,0,15,5,1345,0
1,0,1,14,62,108,1416,114,215,1,0,62,0,15,5,1345,0
1,0,1,14,67,112,1417,115,215,1,0,67,0,15,5,1345,0
1,0,1,14,49,90,1418,116,215,1,0,49,0,13,5,1345,0
1,0,1,14,59,104,1419,117,215,1,0,59,0,15,5,1345,0
7,0,1,14,105,168,1420,118,215,7,0,105,0,27,6,1345,0
6,0,3,3,42,64,1434,119,217,6,0,42,0,3,0,0,0
1,0,0,5,23,30,1435,120,218,1,0,23,0,4,0,0,0
6,0,1,9,58,82,1436,121,218,6,0,58,0,7,1,1345,0
4,0,1,3,20,47,1437,122,219,4,0,20,0,1,0,0,0
4,0,1,19,76,119,1438,123,219,4,0,76,0,3,0,0,0
2,0,1,4,17,45,1439,124,219,2,0,17,0,5,2,3122,0
99,0,24,1,419,791,1440,125,220,99,0,419,0,1,0,0,0
115,0,17,9,803,1225,1441,126,220,115,0,803,0,1,0,0,0
17,0,2,8,69,93,1442,127,220,17,0,69,0,6,2,3122,0
9,0,7,0,68,170,1443,128,220,9,0,68,0,2,0,0,0
1,0,1,1,4,27,1444,129,220,1,0,4,0,2,0,0,0
1,0,1,2,15,35,1445,130,220,1,0,15,0,2,0,0,0
5,0,3,0,31,75,1446,131,220,5,0,31,0,4,0,0,0
8,0,4,1,39,86,1447,132,220,8,0,39,0,2,0,0,0
8,0,1,11,61,101,1448,133,220,8,0,61,0,4,0,0,0
1,0,1,1,4,25,1449,134,220,1,0,4,0,4,4,16,0
1,0,1,3,6,31,1450,135,220,1,0,6,0,2,0,0,0
1,0,1,1,4,25,1451,136,220,1,0,4,0,4,2,1345,0
8,0,1,12,65,107,1452,137,220,8,0,65,0,2,0,0,0
1,0,0,15,138,183,1322,138,192,1,0,138,0,2,0,0,0
1,0,1,3,27,39,1330,139,195,1,0,27,0,2,0,0,0
2,0,1,4,32,46,1366,140,200,2,0,32,0,4,2,3122,0
1,0,0,2,15,23,1383,141,207,1,0,15,0,1,0,0,0
1,0,1,8,62,97,1403,142,214,1,0,62,0,2,2,3122,0
1,0,1,9,42,58,1404,143,214,1,0,42,0,2,2,3122,0
1,0,1,9,42,58,1405,144,214,1,0,42,0,2,2,3122,0
1,0,1,5,39,71,1421,145,216,1,0,39,0,5,2,3122,0
1,0,1,5,48,79,1422,146,216,1,0,48,0,5,2,3122,0
1,0,1,5,36,67,1423,147,216,1,0,36,0,5,2,3122,0
1,0,1,5,37,68,1424,148,216,1,0,37,0,5,2,3122,0
1,0,1,5,56,87,1425,149,216,1,0,56,0,5,2,3122,0
1,0,1,5,37,69,1426,150,216,1,0,37,0,5,2,3122,0
1,0,1,5,38,68,1427,151,216,1,0,38,0,5,2,3122,0
1,0,1,5,36,67,1428,152,216,1,0,36,0,5,2,3122,0
1,0,1,5,36,66,1429,153,216,1,0,36,0,5,2,3122,0
1,0,1,5,36,66,1430,154,216,1,0,36,0,5,2,3122,0
1,0,1,5,36,67,1431,155,216,1,0,36,0,5,2,3122,0
1,0,1,5,36,66,1432,156,216,1,0,36,0,5,2,3122,0
2,0,1,5,45,76,1433,157,216,2,0,45,0,9,2,1345,0
1,0,0,6,8,15,1455,158,223,1,0,8,0,1,0,0,0
4,0,1,9,48,72,1456,159,223,4,0,48,0,1,0,0,0
13,0,4,9,209,291,1457,160,223,13,0,209,0,13,6,33,0
7,0,0,3,60,74,1458,161,223,7,0,60,0,2,0,0,0
1,0,0,1,8,12,1459,162,223,1,0,8,0,1,0,0,0
4,0,0,2,33,40,1460,163,223,4,0,33,0,3,0,0,0
1,0,0,8,30,41,1461,164,223,1,0,30,0,2,0,0,0
1,0,0,11,82,117,1453,165,221,1,0,82,0,1,0,0,0
3,0,0,3,22,45,161,166,28,3,0,22,0,102,4,3122,0
1,0,1,3,7,34,162,167,28,1,0,7,0,3,0,0,0
40,0,3,30,339,478,163,168,28,40,0,339,0,99,7,3122,0
2,0,1,2,16,38,164,169,28,2,0,16,0,3,0,0,0
1,0,1,2,15,39,165,170,29,1,0,15,0,2,0,0,0
1,0,0,1,11,32,166,171,29,1,0,11,0,2,0,0,0
1,0,0,1,11,32,167,172,29,1,0,11,0,2,0,0,0
1,0,0,1,11,32,168,173,29,1,0,11,0,2,0,0,0
1,0,0,1,11,32,169,174,29,1,0,11,0,2,0,0,0
1,0,1,0,11,31,170,175,29,1,0,11,0,2,0,0,0
1,0,1,0,11,32,171,176,29,1,0,11,0,2,0,0,0
1,0,1,0,11,31,172,177,29,1,0,11,0,2,0,0,0
5,0,1,14,110,151,183,178,32,5,0,110,0,7,4,3122,1
6,0,12,0,82,179,184,179,32,6,0,82,0,40,4,3122,0
1,0,15,0,20,140,185,180,32,1,0,20,0,3,0,0,0
1,0,1,1,4,26,186,181,32,1,0,4,0,4,2,3122,0
1,0,1,1,7,29,187,182,32,1,0,7,0,11,4,3122,0
1,0,1,1,4,26,188,183,32,1,0,4,0,4,2,3122,0
5,0,1,1,42,69,189,184,32,5,0,42,0,4,2,3122,0
1,0,1,1,8,31,190,185,32,1,0,8,0,4,2,3122,0
10,0,1,4,79,122,191,186,32,10,0,79,1,26,5,1345,1
1,0,1,14,58,95,192,187,32,1,0,58,0,4,2,3122,0
14,0,5,5,94,164,193,188,32,14,0,94,0,48,5,3122,0
20,0,2,5,81,141,194,189,32,20,0,81,0,33,3,3122,0
1,0,1,2,13,38,195,190,32,1,0,13,0,7,4,3122,1
2,0,1,2,12,37,279,191,51,2,0,12,0,2,1,3122,1
1,0,1,2,6,31,280,192,51,1,0,6,0,2,1,3122,0
1,0,3,0,6,40,281,193,51,1,0,6,0,2,1,3122,0
1,0,1,2,11,37,282,194,51,1,0,11,0,2,1,3122,0
1,0,3,0,22,58,283,195,51,1,0,22,0,2,1,3122,0
42,0,3,12,170,246,308,196,59,42,0,170,0,32,6,3122,0
1,0,2,1,5,36,309,197,59,1,0,5,0,3,0,0,0
1,0,2,12,19,63,310,198,59,1,0,19,0,16,5,3122,0
1,0,1,1,4,26,312,199,59,1,0,4,0,5,2,3122,0
1,0,5,5,14,79,313,200,59,1,0,14,0,17,5,1345,0
2,0,1,11,58,94,314,201,59,2,0,58,0,29,6,3122,0
1,0,0,3,11,33,315,202,59,1,0,11,0,2,0,0,0
8,0,1,5,45,76,316,203,59,8,0,45,0,2,0,0,0
5,0,0,8,64,96,317,204,59,5,0,64,0,13,3,3122,0
1,0,1,1,4,27,318,205,59,1,0,4,0,2,0,0,0
1,0,2,0,6,41,319,206,59,1,0,6,0,3,0,0,0
1,0,2,3,17,48,320,207,59,1,0,17,0,4,3,1345,0
1,0,9,4,16,111,321,208,59,1,0,16,0,16,4,16,0
9,0,1,17,100,149,323,209,59,9,0,100,0,25,4,16,0
1,0,0,4,6,25,324,210,59,1,0,6,0,5,2,1345,0
1,0,1,6,12,44,325,211,59,1,0,12,0,16,3,16,0
1,0,1,2,6,32,326,212,59,1,0,6,0,13,5,16,0
17,0,2,5,126,184,327,213,59,17,0,126,0,35,5,1345,1
1,0,3,0,5,39,328,214,59,1,0,5,0,4,1,3122,0
12,0,1,5,81,127,510,215,81,12,0,81,0,19,5,3122,0
7,0,1,5,66,110,511,216,81,7,0,66,0,25,5,3122,1
1,0,1,4,18,48,512,217,81,1,0,18,0,6,3,3122,0
2,0,1,11,56,94,513,218,81,2,0,56,0,16,5,3122,0
5,0,0,6,39,65,514,219,81,5,0,39,0,7,2,420,0
11,0,3,87,342,471,515,220,81,11,0,342,0,34,7,3122,0
1,0,1,53,172,249,516,221,81,1,0,172,0,6,0,0,0
1,0,1,2,6,31,517,222,81,1,0,6,0,1,0,0,0
36,0,4,13,210,311,518,223,81,36,0,210,0,35,6,3122,0
4,0,1,3,23,53,519,224,81,4,0,23,0,4,3,3122,0
7,0,1,2,37,66,529,225,82,7,0,37,0,3,0,0,0
8,0,1,2,47,79,540,226,82,8,0,47,0,2,0,0,0
1,0,1,2,11,37,556,227,82,1,0,11,0,1,0,0,0
1,0,1,2,6,32,550,228,82,1,0,6,0,2,0,0,0
19,0,2,24,141,208,726,229,112,19,0,141,0,16,5,1345,1
1,0,0,4,14,33,727,230,112,1,0,14,0,3,0,0,1
12,0,0,13,78,112,728,231,112,12,0,78,0,13,3,1345,1
13,0,0,5,53,83,729,232,112,13,0,53,0,11,4,1345,1
9,0,0,6,63,95,730,233,112,9,0,63,0,3,3,1345,1
5,0,0,5,36,62,731,234,112,5,0,36,0,3,3,1345,0
21,0,2,5,85,145,732,235,112,21,0,85,0,13,4,1345,1
11,0,0,5,53,81,733,236,112,11,0,53,0,4,0,0,1
1,0,0,7,27,50,810,237,125,1,0,27,0,2,0,0,0
1,0,1,1,4,27,811,238,125,1,0,4,0,2,0,0,0
11,0,3,11,58,107,812,239,125,11,0,58,0,11,2,1345,0
33,0,3,11,448,671,813,240,125,33,0,448,2,297,8,3122,1
1,0,0,5,7,28,814,241,125,1,0,7,0,3,0,0,0
1,0,0,3,12,33,815,242,125,1,0,12,0,4,0,0,0
43,0,2,28,355,499,816,243,125,43,0,355,0,97,7,3122,1
1,0,0,4,23,45,817,244,125,1,0,23,0,9,0,0,0
1,0,0,3,11,31,818,245,125,1,0,11,0,4,0,0,0
1,0,1,5,32,45,819,246,125,1,0,32,0,5,5,16,0
1,0,0,3,13,33,820,247,125,1,0,13,0,4,0,0,0
1,0,0,4,24,47,821,248,125,1,0,24,0,4,0,0,0
1,0,0,2,6,24,822,249,125,1,0,6,0,4,0,0,0
1,0,0,2,6,24,823,250,125,1,0,6,0,1,0,0,0
1,0,1,5,40,54,824,251,125,1,0,40,0,4,2,3122,0
1,0,1,2,5,12,825,252,125,1,0,5,0,10,0,0,0
1,0,0,12,49,79,826,253,125,1,0,49,0,1,0,0,0
4,0,0,6,43,69,827,254,125,4,0,43,0,13,4,16,0
2,0,0,7,30,55,828,255,125,2,0,30,0,5,0,0,0
1,0,2,0,5,40,1042,256,165,1,0,5,0,2,0,0,0
1,0,51,9,82,511,1028,257,165,1,0,82,0,78,8,3122,1
1,0,39,6,73,428,1029,258,165,1,0,73,0,53,7,3122,1
12,0,5,5,62,117,1030,259,165,12,0,62,0,7,0,0,1
1,0,1,3,6,32,1031,260,165,1,0,6,0,12,3,3122,0
1,0,2,9,13,56,1032,261,165,1,0,13,0,6,0,0,0
25,0,2,13,213,297,1033,262,165,25,0,213,0,45,7,1345,1
10,0,9,4,97,191,1034,263,165,10,0,97,0,27,4,1345,1
12,0,1,3,41,68,1036,264,165,12,0,41,0,2,0,0,0
1,0,4,0,6,44,1035,265,165,1,0,6,0,5,0,0,0
4,0,0,6,40,65,1037,266,165,4,0,40,0,11,2,1345,0
14,0,0,70,323,418,1038,267,165,14,0,323,0,98,7,3122,0
1,0,3,0,5,41,1039,268,165,1,0,5,0,5,0,0,0
1,0,1,1,5,30,1040,269,165,1,0,5,0,2,0,0,0
3,0,0,67,271,360,1041,270,165,3,0,271,0,77,8,3122,0
3,0,1,1,13,44,1043,271,165,3,0,13,0,4,0,0,0
2,0,1,4,22,50,1044,272,165,2,0,22,0,4,2,3122,0
1,0,6,0,11,78,1045,273,165,1,0,11,0,11,0,0,0
1,0,6,0,14,90,1046,274,166,1,0,14,0,20,4,1345,0
1,0,0,5,24,48,1047,275,166,1,0,24,0,22,4,16,0
41,0,7,15,262,477,1048,276,166,41,0,262,0,92,8,1345,1
12,0,2,7,84,131,1049,277,166,12,0,84,0,32,6,3122,1
150,0,15,60,748,1121,1154,278,169,150,0,748,1,88,7,1345,0
8,0,1,3,45,79,1155,279,169,8,0,45,1,4,1,3122,0
1,0,0,4,20,43,1156,280,169,1,0,20,0,13,0,0,0
13,0,2,7,89,138,1157,281,169,13,0,89,0,25,4,3122,0
1,0,7,6,21,95,1297,282,190,1,0,21,0,15,0,0,0
1,0,1,2,6,32,1298,283,190,1,0,6,0,1,0,0,0
1,0,1,2,6,32,1299,284,190,1,0,6,0,1,0,0,0
1,0,1,2,6,32,1300,285,190,1,0,6,0,1,0,0,0
1,0,1,4,7,33,1301,286,190,1,0,7,0,4,4,3122,0
109,0,2,70,619,812,1470,287,226,109,0,619,0,176,9,1345,0
65,0,1,11,270,329,1471,288,227,65,0,270,0,25,5,3122,0
1,0,1,1,7,30,1472,289,227,1,0,7,0,4,0,0,0
1,0,1,6,40,68,1473,290,227,1,0,40,0,17,4,1345,1
1,0,12,5,27,160,1474,291,227,1,0,27,0,32,4,3122,0
167,0,11,64,901,1245,1475,292,227,167,0,901,2,259,8,1345,1
30,0,2,31,251,336,1476,293,227,30,0,251,0,89,8,3122,1
1,0,2,0,4,32,1477,294,227,1,0,4,0,2,0,0,0
1,0,3,0,8,44,1478,295,227,1,0,8,0,5,0,0,0
13,0,1,8,77,115,1479,296,227,13,0,77,0,22,4,1345,0
19,0,1,6,87,137,1480,297,227,19,0,87,0,9,4,16,0
12,0,2,9,69,125,1481,298,227,12,0,69,0,3,0,0,0
1,0,2,0,4,33,1482,299,227,1,0,4,0,2,0,0,0
1,0,3,0,13,49,1483,300,227,1,0,13,0,2,0,0,0
1,0,1,1,13,39,1484,301,227,1,0,13,0,4,0,0,0
1,0,7,0,13,67,1485,302,227,1,0,13,0,8,0,0,0
73,0,2,39,365,507,1486,303,227,73,0,365,0,44,3,16,0
1,0,1,1,4,26,1487,304,227,1,0,4,0,2,0,0,0
31,0,1,19,165,245,1488,305,227,31,0,165,0,27,2,1345,0
1,0,2,4,10,41,1489,306,227,1,0,10,0,9,2,1345,0
57,0,3,39,307,434,1490,307,227,57,0,307,0,50,4,16,0
9,0,1,3,34,67,1491,308,227,9,0,34,0,3,0,0,0
17,0,1,10,106,153,1492,309,227,17,0,106,0,22,3,3122,0
2,0,1,4,22,51,1493,310,227,2,0,22,0,3,0,0,0
1,0,3,2,18,53,1494,311,227,1,0,18,0,12,0,0,0
18,0,1,15,101,150,1495,312,227,18,0,101,0,9,0,0,0
21,0,1,20,153,210,1496,313,227,21,0,153,0,21,5,33,0
20,0,1,16,135,191,1497,314,227,20,0,135,0,14,0,0,0
1,0,4,1,8,59,1498,315,227,1,0,8,0,3,0,0,0
17,0,1,15,117,166,1499,316,227,17,0,117,0,13,0,0,0
7,0,1,18,131,183,0,317,0,7,0,131,0,6,2,3122,0
14,0,1,21,162,226,1,318,0,14,0,162,0,8,2,3122,0
2,0,1,4,35,71,2,319,0,2,0,35,0,19,3,3122,0
1,0,1,0,3,24,3,320,0,1,0,3,0,3,2,3122,0
16,0,1,29,239,324,4,321,0,16,0,239,0,27,3,3122,0
97,0,0,7,530,661,8,322,2,97,0,530,1,55,5,3122,1
86,0,1,6,400,530,9,323,2,86,0,400,0,84,6,3122,1
1,0,0,5,16,22,10,324,2,1,0,16,0,1,0,0,0
22,0,1,28,168,241,11,325,2,22,0,168,0,35,4,3122,0
213,0,1,10,1009,1324,12,326,2,213,0,1009,3,145,7,3122,1
1,0,0,5,16,22,13,327,2,1,0,16,0,1,0,0,0
4,0,0,10,45,75,15,328,4,4,0,45,0,11,0,0,0
1,0,0,6,10,34,16,329,5,1,0,10,0,5,0,0,0
3,0,0,3,17,40,17,330,5,3,0,17,0,3,0,0,0
9,0,0,4,63,92,18,331,6,9,0,63,0,10,2,1345,0
2,0,1,3,26,39,19,332,6,2,0,26,0,6,4,16,0
2,0,0,5,26,49,20,333,7,2,0,26,0,5,0,0,0
29,0,0,4,79,111,21,334,8,29,0,79,0,17,5,3122,0
18,0,8,6,127,222,22,335,8,18,0,127,0,38,7,1345,0
5,0,2,9,54,99,23,336,8,5,0,54,0,11,4,3122,0
1,0,0,1,4,21,24,337,8,1,0,4,0,3,0,0,0
1,0,0,3,9,28,25,338,9,1,0,9,0,4,3,3122,0
1,0,0,3,11,33,26,339,9,1,0,11,0,2,0,0,0
2,0,1,6,68,113,27,340,9,2,0,68,0,23,4,3122,0
1,0,0,3,11,32,28,341,9,1,0,11,0,2,0,0,0
1,0,0,3,11,32,29,342,9,1,0,11,0,2,0,0,0
1,0,1,4,20,50,30,343,9,1,0,20,0,2,0,0,0
1,0,1,2,11,36,31,344,9,1,0,11,0,1,0,0,0
1,0,0,3,11,32,32,345,9,1,0,11,0,2,0,0,0
1,0,1,1,7,46,33,346,9,1,0,7,0,3,0,0,0
4,0,0,7,45,74,34,347,9,4,0,45,0,5,0,0,0
1,0,0,3,11,32,35,348,9,1,0,11,0,2,0,0,0
1,0,0,3,11,32,36,349,9,1,0,11,0,2,0,0,0
1,0,0,5,19,42,37,350,9,1,0,19,0,5,0,0,0
1,0,1,2,11,37,38,351,9,1,0,11,0,4,0,0,0
1,0,0,3,11,32,39,352,9,1,0,11,0,2,0,0,0
1,0,0,3,11,32,40,353,9,1,0,11,0,2,0,0,0
1,0,0,3,10,30,41,354,9,1,0,10,0,1,0,0,0
1,0,0,3,10,31,42,355,9,1,0,10,0,1,0,0,0
1,0,0,3,11,33,43,356,9,1,0,11,0,2,0,0,0
1,0,0,3,10,29,44,357,9,1,0,10,0,2,0,0,0
1,0,1,13,28,65,45,358,10,1,0,28,0,3,0,0,0
140,0,1,6,483,584,46,359,10,140,0,483,4,78,8,3122,1
1,0,2,5,18,56,47,360,10,1,0,18,0,8,3,1345,0
44,0,1,20,189,237,48,361,11,44,0,189,0,22,5,1345,0
6,0,1,7,61,93,49,362,11,6,0,61,0,7,3,1345,0
1,0,1,13,40,78,50,363,12,1,0,40,0,3,0,0,0
11,0,1,7,49,87,51,364,12,11,0,49,0,9,5,1345,1
41,0,17,14,188,380,52,365,13,41,0,188,0,21,5,3122,0
2,0,1,2,21,49,53,366,13,2,0,21,0,3,0,0,0
1,0,1,6,18,48,54,367,13,1,0,18,0,13,3,3122,0
26,0,9,18,134,260,55,368,13,26,0,134,0,9,1,1345,0
1,0,10,0,13,80,56,369,14,1,0,13,0,12,6,16,0
5,0,2,23,109,174,57,370,14,5,0,109,0,10,4,16,0
7,0,2,17,90,143,58,371,14,7,0,90,0,8,4,6,0
4,0,2,17,81,131,59,372,14,4,0,81,0,9,4,6,0
1,0,1,8,37,70,60,373,14,1,0,37,0,5,1,1345,0
65,0,1,22,365,521,61,374,14,65,0,365,0,14,4,6,0
1,0,0,13,24,55,63,375,14,1,0,24,0,15,0,0,0
26,0,1,32,213,299,62,376,14,26,0,213,0,53,2,1345,0
3,0,1,3,25,54,65,377,16,3,0,25,0,2,1,3122,0
9,0,1,1,50,78,66,378,16,9,0,50,0,5,1,1345,0
95,0,1,23,480,621,67,379,16,95,0,480,1,62,4,3122,0
51,0,14,10,356,528,68,380,16,51,0,356,0,14,2,3122,0
21,0,2,1,88,139,69,381,16,21,0,88,0,14,4,3122,1
14,0,0,9,96,129,70,382,16,14,0,96,0,4,0,0,0
1,0,39,19,74,408,71,383,16,1,0,74,2,66,5,3122,1
75,0,6,62,849,1131,72,384,16,75,0,849,2,32,4,3122,1
7,0,1,57,210,296,73,385,16,7,0,210,2,53,6,3122,1
1,0,0,2,5,23,74,386,16,1,0,5,0,2,0,0,0
1,0,13,4,23,129,75,387,16,1,0,23,0,13,2,3122,0
27,0,3,0,108,159,76,388,16,27,0,108,0,2,0,0,0
1,0,3,0,8,53,77,389,16,1,0,8,0,5,0,0,0
3,0,2,4,55,96,78,390,16,3,0,55,1,31,6,3122,1
1,0,1,41,62,107,79,391,16,1,0,62,2,15,3,3122,1
1,0,0,3,11,32,81,392,16,1,0,11,0,3,0,0,0
