McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,49,0,1,0,0,0
4,0,43,0,13,4,16,0
2,0,30,0,5,0,0,0
1,0,83,1,89,9,3122,0
1,0,78,1,76,10,3122,0
14,0,78,1,15,5,3122,1
1,0,6,0,12,3,3122,0
1,0,13,0,6,0,0,0
29,0,249,2,58,9,3122,0
11,0,106,2,41,7,3122,0
1,0,6,0,5,0,0,0
12,0,41,0,2,0,0,0
4,0,40,0,11,2,1345,0
14,0,329,0,126,10,3122,0
1,0,5,0,5,0,0,1
1,0,5,0,2,0,0,0
3,0,271,0,90,10,3122,0
1,0,5,0,2,0,0,0
3,0,13,0,4,0,0,0
2,0,22,0,4,2,3122,0
1,0,11,0,11,0,0,0
4,0,42,0,15,3,3122,0
1,0,10,0,5,0,0,0
3,0,17,0,3,0,0,0
29,0,79,0,17,5,3122,0
18,0,127,0,38,7,1345,0
5,0,54,0,11,4,3122,0
1,0,4,0,3,0,0,0
1,0,9,0,4,3,3122,0
1,0,11,0,2,0,0,0
2,0,68,0,23,4,3122,0
1,0,11,0,2,0,0,0
1,0,11,0,2,0,0,0
1,0,20,0,2,0,0,0
1,0,11,0,1,0,0,0
1,0,11,0,2,0,0,0
1,0,7,0,3,0,0,0
4,0,45,0,5,0,0,0
1,0,11,0,2,0,0,0
1,0,11,0,2,0,0,0
1,0,19,0,5,0,0,0
1,0,11,0,4,0,0,0
1,0,11,0,2,0,0,0
1,0,11,0,2,0,0,0
1,0,10,0,1,0,0,0
1,0,10,0,1,0,0,0
1,0,11,0,2,0,0,0
1,0,10,0,2,0,0,0
1,0,28,0,7,3,1,0
142,0,484,5,93,9,3122,1
1,0,18,0,8,3,1345,0
41,0,188,0,21,5,3122,0
2,0,21,0,3,0,0,0
1,0,18,0,13,3,3122,0
26,0,134,0,9,1,1345,0
1,0,13,0,12,6,16,0
5,0,109,0,10,4,16,0
7,0,90,0,8,4,6,0
4,0,81,0,9,4,6,0
1,0,37,0,5,1,1345,0
65,0,365,0,14,4,6,0
27,0,223,0,60,5,3122,0
1,0,24,0,15,0,0,0
9,0,53,1,10,4,3122,0
9,0,50,0,5,1,1345,0
1,0,6,0,5,4,3122,0
1,0,6,0,5,4,3122,0
101,0,436,1,78,7,3122,0
60,0,413,1,30,6,3122,1
20,0,106,0,8,5,3122,0
25,0,107,0,25,4,3122,1
14,0,96,0,4,0,0,0
1,0,51,7,91,9,3122,0
78,0,759,6,72,7,3122,1
5,0,57,0,5,3,3122,1
7,0,165,7,78,10,3122,0
1,0,5,0,2,0,0,0
1,0,12,2,8,4,3122,0
5,0,50,0,3,2,3122,0
3,0,44,0,3,2,3122,0
1,0,25,0,18,4,3122,0
33,0,119,1,14,6,3122,0
1,0,8,0,5,0,0,0
3,0,55,1,37,7,3122,1
1,0,46,7,35,7,3122,0
7,0,63,0,21,4,3122,0
1,0,11,0,3,0,0,0
1,0,11,0,28,4,3122,0
39,0,243,2,86,10,3122,1
13,0,97,1,52,6,3122,0
1,0,6,0,4,3,3122,0
1,0,40,3,55,5,3122,1
48,0,369,5,89,10,3122,1
2,0,113,3,40,5,3122,1
10,0,109,1,57,7,3122,1
79,0,413,4,97,8,3122,1
28,0,301,5,124,11,3122,1
1,0,15,0,34,6,3122,0
14,0,189,5,75,10,3122,0
7,0,49,0,13,3,3122,0
21,0,312,7,90,10,3122,1
5,0,66,0,21,5,3122,0
5,0,51,0,19,5,3122,0
44,0,195,2,29,5,3122,0
1,0,11,0,2,0,0,0
77,0,386,1,29,5,3122,0
58,0,292,2,37,6,3122,0
14,0,109,1,64,8,3122,1
1,0,15,0,5,3,3122,0
14,0,139,1,27,4,3122,1
8,0,69,0,7,0,0,0
22,0,152,0,6,0,0,0
7,0,65,0,8,5,3122,0
7,0,104,0,27,5,3122,0
18,0,114,0,27,6,3122,0
1,0,6,0,4,0,0,0
11,0,57,0,26,4,3122,0
1,0,8,0,3,0,0,0
1,0,15,0,5,1,3122,0
1,0,14,0,2,1,3122,0
51,0,249,0,38,8,2,0
1,0,11,0,2,0,0,0
9,0,61,0,16,7,1,0
6,0,67,0,43,9,2,1
30,0,160,0,58,7,2,1
59,0,235,1,36,8,2,1
1,0,10,0,2,0,0,0
22,0,208,5,44,8,3122,1
1,0,19,0,79,7,3122,0
18,0,163,0,22,6,2,0
10,0,90,0,9,4,3122,0
1,0,16,0,1,0,0,0
1,0,8,0,8,4,16,0
2,0,17,0,7,4,16,0
1,0,8,0,11,0,0,0
3,0,30,0,31,4,16,0
1,0,12,0,3,0,0,0
15,0,32,0,13,0,0,0
4,0,39,0,11,4,1,0
1,0,5,0,6,3,1,0
1,0,39,0,52,7,3122,0
41,0,349,0,126,9,3122,0
7,0,73,0,5,1,3122,0
1,0,17,0,18,0,0,0
1,0,7,0,10,4,3122,0
1,0,8,0,2,0,0,0
1,0,20,0,22,4,2,0
167,0,369,1,89,6,3122,0
1,0,5,0,3,0,0,0
24,0,181,1,16,6,113,0
1,0,14,1,10,6,3122,0
6,0,60,0,4,4,16,0
1,0,37,0,4,4,16,0
11,0,74,1,13,6,3122,0
14,0,117,0,10,1,3122,0
130,0,914,0,15,4,1,1
20,0,220,0,15,1,1345,1
1,0,7,0,5,4,3122,0
15,0,155,1,16,3,3122,0
29,0,293,0,14,2,3122,1
1,0,7,0,6,0,0,0
43,0,425,14,57,7,3122,0
9,0,75,0,61,9,3122,1
26,0,127,1,37,6,3122,1
18,0,99,0,24,4,3122,0
10,0,61,0,20,4,3122,0
15,0,77,0,24,5,3122,1
23,0,103,0,37,4,3122,1
16,0,75,0,22,8,2,0
13,0,69,0,16,6,3122,0
47,0,216,2,63,6,3122,0
60,0,230,0,38,5,3122,0
15,0,81,0,25,4,3122,1
4,0,54,0,36,5,3122,0
43,0,203,1,69,8,3122,1
18,0,90,1,39,6,3122,1
14,0,60,0,12,4,3122,0
7,0,40,0,20,4,3122,0
19,0,102,0,24,5,3122,1
3,0,21,0,4,3,2,0
4,0,33,0,6,2,3122,0
1,0,7,0,3,0,0,0
11,0,63,0,22,4,3122,0
12,0,54,0,18,4,3122,0
2,0,34,0,9,3,3122,0
58,0,265,1,88,9,3122,0
7,0,25,0,4,0,0,0
12,0,57,0,20,5,3122,0
97,0,362,5,109,11,3122,0
1,0,21,0,8,4,3122,0
2,0,16,0,2,1,3122,0
12,0,56,0,19,4,3122,0
385,0,1256,25,402,14,3122,1
11,0,40,0,12,5,16,0
6,0,32,0,3,2,1345,0
28,0,150,2,51,8,3122,0
9,0,52,0,18,4,3122,0
9,0,52,1,21,4,3122,0
11,0,61,0,21,4,3122,0
161,0,512,7,144,11,3122,1
3,0,38,0,6,3,3122,0
1,0,17,0,14,3,3122,0
3,0,36,0,5,0,0,0
1,0,9,0,2,0,0,0
3,0,75,0,24,5,3122,0
6,0,57,0,9,4,1,0
25,0,129,0,9,4,113,0
10,0,71,0,8,3,3122,1
1,0,7,0,3,3,2,0
27,0,123,0,23,7,2,0
69,0,367,1,69,8,3122,1
80,0,245,3,110,9,3122,1
3,0,76,0,7,5,113,0
2,0,65,0,1,0,0,0
1,0,6,0,3,2,3122,0
1,0,4,0,4,2,3122,0
1,0,59,0,61,7,3122,0
8,0,53,0,12,6,16,0
1,0,8,0,10,5,3122,0
1,0,8,0,3,0,0,0
8,0,49,0,20,6,3122,0
9,0,130,0,27,4,1345,0
1,0,35,0,12,2,3122,0
1,0,8,0,3,0,0,0
1,0,21,0,11,4,3122,1
1,0,13,0,3,0,0,0
1,0,17,0,1,1,1345,0
1,0,112,1,129,10,3122,0
24,0,173,2,102,5,3122,0
20,0,168,1,97,7,3122,0
1,0,33,0,5,2,3122,1
1,0,3,0,2,0,0,0
1,0,15,1,3,3,3122,0
1,0,58,3,54,5,3122,1
21,0,105,2,49,5,3122,0
3,0,47,2,21,3,3122,0
4,0,39,0,4,0,0,0
14,0,147,4,66,5,327,1
102,0,427,4,174,10,3122,1
67,0,292,3,74,6,420,1
1,0,8,0,5,0,0,0
7,0,46,0,3,2,420,1
9,0,95,0,16,2,6,0
1,0,53,0,9,0,0,0
1,0,13,0,12,3,3122,0
11,0,52,0,7,4,1345,0
5,0,21,0,1,0,0,0
14,0,314,0,15,4,3122,0
1,0,48,0,11,5,113,0
10,0,226,0,8,4,3122,0
6,0,55,0,3,1,3122,0
12,0,83,0,22,5,3122,0
51,0,226,1,40,8,3122,1
4,0,16,1,6,2,3122,0
1,0,18,0,6,3,3122,0
2,0,56,0,16,5,3122,1
5,0,39,0,7,2,420,0
11,0,346,0,37,7,3122,0
1,0,6,0,1,0,0,0
36,0,209,0,41,8,2,0
4,0,23,0,4,3,3122,0
18,0,142,2,26,8,2,0
1,0,13,2,7,3,2,0
9,0,135,2,20,5,3122,0
4,0,37,2,7,3,2,0
3,0,92,1,3,3,2,0
22,0,94,3,18,6,2,1
8,0,48,2,8,3,2,0
1,0,12,0,3,2,3122,0
6,0,63,0,10,5,3122,0
1,0,13,0,3,2,3122,0
1,0,13,0,3,2,3122,0
1,0,21,0,11,5,3122,0
3,0,34,0,13,5,3122,0
6,0,67,0,3,2,3122,0
18,0,119,2,23,6,3122,0
1,0,14,0,20,4,1345,0
1,0,24,0,22,4,16,0
41,0,297,2,118,11,3122,1
14,0,90,3,41,8,2,0
1,0,8,0,5,4,1,0
31,0,90,0,5,4,1,0
1,0,21,0,15,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,7,0,4,4,3122,0
117,0,643,1,212,12,3122,1
65,0,270,0,26,5,113,0
1,0,14,0,6,4,3122,0
1,0,7,0,4,0,0,0
1,0,24,1,21,5,2,0
1,0,32,0,50,7,3122,0
193,0,1054,5,314,11,3122,1
41,0,296,2,110,11,3122,0
1,0,4,0,2,0,0,0
1,0,10,0,14,5,3122,0
1,0,4,0,4,3,1,0
13,0,77,0,22,4,1345,0
19,0,87,0,9,4,16,0
12,0,69,0,3,0,0,0
1,0,4,0,2,0,0,0
1,0,13,0,2,0,0,0
4,0,78,0,7,4,3122,0
1,0,13,0,4,0,0,0
1,0,14,0,13,3,1,0
74,0,370,1,47,4,3122,0
1,0,4,0,2,0,0,0
31,0,165,0,33,4,1,0
1,0,10,0,14,5,2,0
57,0,311,0,54,6,1,1
9,0,34,0,3,0,0,0
17,0,106,0,22,3,3122,0
2,0,22,0,3,0,0,0
1,0,18,0,12,0,0,0
18,0,105,0,13,3,1,0
30,0,182,0,25,6,1,0
30,0,163,0,20,4,3122,1
1,0,8,0,3,0,0,0
25,0,140,0,17,3,1,1
104,0,564,2,71,7,3122,1
89,0,410,2,104,8,3122,1
1,0,16,0,1,0,0,0
23,0,180,0,39,6,2,0
213,0,1071,7,178,11,3122,1
1,0,16,0,1,0,0,0
9,0,63,0,10,2,1345,0
2,0,26,0,6,4,16,0
2,0,26,0,5,0,0,0
45,0,191,0,28,6,1,0
6,0,61,0,7,3,1345,1
1,0,39,0,7,3,1,0
8,0,58,1,13,7,2,0
23,0,269,7,53,8,3122,0
11,0,188,7,43,7,3122,0
28,0,443,8,50,7,3122,0
1,0,126,7,38,7,3122,0
19,0,365,7,58,8,3122,1
24,0,104,0,5,4,3122,0
341,0,1867,1,6,4,3122,0
32,0,196,0,5,4,3122,1
19,0,172,0,5,4,3122,0
4,0,29,0,5,4,3122,0
1,0,47,0,5,4,3122,0
13,0,159,0,5,4,3122,0
5,0,78,0,24,5,2,0
1,0,29,0,15,6,3122,0
1,0,4,0,1,0,0,0
1,0,4,0,1,0,0,0
4,0,67,1,17,6,3122,0
1,0,25,0,1,0,0,0
7,0,112,1,22,3,3122,0
1,0,10,0,3,0,0,0
4,0,63,0,15,4,3122,0
1,0,33,0,1,0,0,0
1,0,41,0,6,3,3122,0
12,0,24,0,4,3,6,0
1,0,92,2,100,6,3122,1
1,0,282,1,19,4,3122,1
191,0,1028,8,167,14,3122,1
1,0,50,0,73,4,1,0
1,0,163,0,6,4,1,0
106,0,575,0,63,7,1,1
1,0,35,0,53,4,2,1
1,0,142,0,22,4,3122,1
105,0,515,5,126,9,3122,1
204,0,445,0,84,7,1,1
1,0,16,0,12,3,3122,0
19,0,87,1,19,4,1,0
27,0,171,1,57,7,3122,0
1,0,33,1,44,6,3122,0
1,0,93,1,27,6,3122,0
2,0,100,1,31,6,3122,0
95,0,438,5,106,11,3122,1
27,0,174,1,54,3,3122,0
9,0,46,0,14,2,3122,0
54,0,263,0,27,6,33,0
25,0,119,0,15,6,33,0
19,0,86,0,15,4,3122,1
4,0,29,0,5,4,16,0
9,0,74,0,8,4,16,0
16,0,66,0,17,5,16,0
14,0,60,0,14,6,33,0
1,0,11,0,8,4,16,0
17,0,119,0,15,4,3122,0
4,0,32,0,7,4,16,0
5,0,53,0,9,4,16,0
290,0,1076,1,285,13,3122,1
11,0,45,0,9,0,0,1
349,0,1076,1,114,9,2,1
8,0,115,0,34,4,33,0
4,0,31,0,13,2,1345,0
8,0,102,0,15,0,0,0
45,0,201,0,15,0,0,0
68,0,355,0,70,7,3122,1
239,0,705,1,128,9,3122,1
7,0,51,0,99,1,3122,1
106,0,285,0,81,6,3122,0
1,0,6,0,14,5,1,0
30,0,127,1,109,13,2,0
16,0,88,1,44,8,2,1
1,0,17,0,8,0,0,0
1,0,17,0,8,0,0,0
5,0,33,0,27,6,1,0
4,0,27,0,10,4,1,0
2,0,25,0,14,6,1,0
71,0,292,0,36,7,1,1
33,0,164,0,15,7,3122,0
4,0,82,1,49,9,3122,0
1,0,18,1,29,7,2,0
1,0,62,0,16,2,3122,0
4,0,25,1,4,2,2,0
1,0,8,0,3,0,0,0
39,0,145,1,70,11,2,0
4,0,92,1,34,10,3122,0
1,0,11,1,15,8,2,0
2,0,23,1,5,4,2,0
1,0,8,0,3,3,16,0
4,0,23,1,5,4,2,0
41,0,145,1,5,4,2,0
1,0,45,0,1,0,0,0
1,0,8,0,8,1,3122,0
11,0,116,3,48,6,3122,0
19,0,66,0,15,0,0,0
21,0,118,3,41,6,3122,1
34,0,137,4,55,6,3122,0
24,0,88,0,13,0,0,0
17,0,91,3,44,6,3122,0
13,0,102,3,43,7,3122,0
29,0,131,3,47,6,3122,0
23,0,91,0,26,3,3122,0
3,0,25,0,14,0,0,0
40,0,140,4,70,6,3122,0
1,0,5,0,1,0,0,0
46,0,169,3,52,8,3122,0
6,0,46,0,5,0,0,0
16,0,89,0,20,3,3122,0
3,0,31,0,11,0,0,0
16,0,77,3,46,6,3122,0
16,0,76,3,49,8,3122,0
2,0,37,0,13,2,3122,0
16,0,76,3,46,6,3122,0
16,0,76,3,49,7,3122,0
13,0,65,0,15,0,0,0
1,0,27,0,12,0,0,0
15,0,58,0,15,0,0,0
38,0,149,0,34,4,2,0
1,0,20,0,19,2,113,0
12,0,205,0,7,3,3122,0
1,0,39,0,30,6,3122,0
21,0,128,0,36,3,1345,1
10,0,105,0,29,4,3122,1
65,0,574,2,58,9,3122,1
1,0,54,1,56,3,3122,0
12,0,321,0,41,6,1345,1
2,0,24,0,6,1,3122,0
46,0,612,0,70,6,3122,0
10,0,121,0,32,4,3122,0
1,0,16,0,70,3,3122,0
2,0,7,0,3,1,3122,0
4,0,28,0,5,0,0,0
45,0,306,0,23,4,3122,0
81,0,467,0,14,4,3122,0
4,0,32,0,38,1,3122,0
11,0,62,0,39,1,3122,0
127,0,436,0,47,3,327,0
131,0,664,1,99,8,327,1
70,0,444,1,66,8,327,0
6,0,170,0,38,7,61,0
1,0,20,0,25,4,16,0
7,0,37,0,3,0,0,0
8,0,47,0,2,0,0,0
1,0,6,0,2,0,0,0
1,0,11,0,1,0,0,0
21,0,218,1,24,6,3122,0
1,0,22,0,9,5,2,0
1,0,32,0,3,3,3122,0
1,0,57,0,3,3,3122,0
1,0,4,0,4,4,33,0
15,0,259,0,63,8,3122,0
19,0,89,0,43,7,3122,1
3,0,92,0,5,3,3122,0
43,0,510,0,9,3,3122,1
204,0,1706,1,99,9,3122,1
1,0,19,0,4,4,33,0
3,0,29,0,4,3,3122,0
5,0,39,0,12,3,3122,0
184,0,1540,7,94,8,3122,1
43,0,318,3,39,5,3122,0
1,0,15,0,4,3,3122,0
10,0,46,0,4,3,3122,0
2,0,54,1,16,4,1,0
1,0,19,2,16,5,3122,0
6,0,41,1,8,3,3122,0
1,0,31,2,72,7,3122,0
36,0,323,1,28,4,1,0
107,0,1145,1,16,6,3122,1
1,0,42,1,7,4,3122,0
7,0,34,0,2,1,3122,0
1,0,13,0,4,2,3122,0
1,0,6,0,2,1,3122,0
1,0,12,0,2,1,3122,0
3,0,18,0,2,1,3122,0
9,0,107,0,33,8,2,1
1,0,5,0,4,0,0,0
12,0,57,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,6,0,13,4,2,0
5,0,47,0,6,0,0,0
2,0,26,0,9,0,0,0
1,0,6,0,2,0,0,0
1,0,12,0,7,4,1345,0
1,0,10,0,6,0,0,0
1,0,7,0,7,0,0,0
12,0,51,0,10,0,0,0
5,0,38,0,9,0,0,0
5,0,32,0,5,0,0,0
13,0,72,0,17,4,1345,0
12,0,32,0,17,2,3122,0
4,0,35,0,2,0,0,0
1,0,16,0,3,0,0,0
3,0,97,0,28,3,1345,0
2,0,22,0,6,0,0,0
1,0,16,0,6,0,0,0
6,0,132,0,16,4,1,1
5,0,30,0,8,0,0,0
3,0,72,0,22,5,1345,0
13,0,180,0,27,4,1,1
1,0,16,0,5,0,0,0
1,0,6,0,3,0,0,0
1,0,6,0,6,0,0,0
6,0,34,0,6,0,0,0
9,0,46,0,15,0,0,0
12,0,61,0,6,4,3122,0
13,0,93,1,30,8,2,0
3,0,29,1,24,8,2,0
13,0,75,1,13,5,2,0
4,0,38,1,18,7,2,0
14,0,70,1,30,8,2,0
3,0,37,1,18,7,3122,0
9,0,64,1,23,8,2,1
12,0,73,1,21,8,2,0
1,0,20,1,8,4,2,0
9,0,66,1,21,8,2,1
1,0,13,0,3,2,3122,0
22,0,87,0,3,2,3122,0
1,0,13,0,3,2,3122,0
10,0,55,1,12,5,2,0
9,0,41,1,5,4,2,0
5,0,33,1,6,4,2,0
5,0,33,1,6,4,2,0
2,0,19,1,5,4,2,0
6,0,34,1,5,4,2,0
1,0,1,0,4,3,1,0
10,0,48,1,27,7,3122,0
21,0,94,1,35,8,2,1
5,0,39,1,24,9,2,0
19,0,42,1,14,4,2,0
20,0,67,1,39,9,2,0
20,0,67,1,39,9,2,0
11,0,61,1,33,8,2,0
3,0,23,1,15,7,2,0
3,0,41,1,27,7,2,0
7,0,52,1,27,7,3122,0
2,0,27,1,21,10,2,0
7,0,45,1,21,10,2,0
2,0,20,1,23,7,2,0
6,0,33,1,15,7,2,0
3,0,24,1,16,7,2,0
4,0,40,1,33,7,2,0
8,0,45,1,8,4,3122,1
8,0,45,1,5,4,2,1
2,0,19,1,13,5,2,1
5,0,27,1,5,4,2,0
5,0,32,0,2,1,3122,0
2,0,21,1,5,4,2,0
4,0,21,1,5,4,2,0
4,0,23,1,5,4,2,0
4,0,25,1,5,4,2,0
4,0,26,1,5,4,2,0
1,0,1,0,4,3,1,0
9,0,79,1,10,7,2,0
6,0,27,1,15,8,2,0
3,0,18,1,15,8,2,0
3,0,18,1,15,8,2,0
8,0,42,1,17,5,3122,0
4,0,21,1,17,8,2,0
7,0,41,1,14,6,2,0
8,0,42,1,21,6,2,0
2,0,14,1,15,8,2,0
12,0,55,2,25,9,2,0
6,0,34,1,31,9,3122,0
3,0,33,1,18,8,2,0
4,0,19,1,15,8,2,0
2,0,16,1,15,5,2,0
3,0,15,1,15,8,2,0
6,0,26,1,15,8,2,0
3,0,15,1,15,8,2,0
7,0,33,1,21,5,3122,0
7,0,29,1,15,5,2,0
3,0,25,1,21,8,2,0
2,0,14,1,14,7,2,0
2,0,14,1,14,7,2,0
2,0,14,1,14,7,2,0
3,0,21,1,15,4,2,0
3,0,15,1,14,7,2,0
19,0,67,0,9,0,0,0
18,0,67,0,10,0,0,0
19,0,66,0,10,0,0,0
19,0,67,0,10,0,0,0
21,0,72,0,10,0,0,0
77,0,728,1,112,7,3122,0
10,0,68,0,27,5,3122,0
7,0,46,0,3,0,0,0
38,0,459,0,77,5,16,0
39,0,209,0,39,3,3122,0
1,0,5,0,8,4,3122,0
65,0,445,1,58,7,3122,0
1,0,12,0,12,4,1345,0
6,0,88,1,37,7,3122,1
11,0,88,0,51,7,3122,0
278,0,1547,4,396,12,3122,0
31,0,199,2,64,8,3122,0
36,0,237,1,115,7,3122,0
3,0,27,0,3,0,0,0
22,0,233,0,59,6,3122,0
2,0,15,0,6,3,3122,0
5,0,151,0,56,5,3122,0
30,0,227,1,18,6,420,0
13,0,228,0,9,6,420,0
3,0,87,0,8,0,0,0
123,0,786,2,205,10,3122,0
1,0,5,0,5,3,420,0
1,0,29,0,8,4,420,0
26,0,214,0,31,4,327,0
65,0,496,0,19,2,3122,0
14,0,158,0,28,3,3122,1
1,0,22,0,8,1,3122,0
23,0,183,0,31,5,1345,0
27,0,162,0,11,1,1345,0
52,0,262,0,53,8,327,1
44,0,338,0,18,5,2,0
6,0,40,1,13,7,3122,0
9,0,151,0,5,3,1,1
14,0,161,0,7,5,2,1
6,0,62,0,5,4,1,0
1,0,18,0,10,5,2,0
9,0,126,0,7,5,2,0
2,0,55,1,14,6,3122,0
3,0,70,0,15,5,2,0
105,0,780,1,30,6,3122,0
5,0,27,0,24,6,3122,0
41,0,195,0,27,6,3122,0
1,0,7,0,4,4,16,0
12,0,59,0,10,3,3122,0
9,0,82,0,17,5,1,0
1,0,37,1,57,10,3122,0
10,0,38,0,4,4,16,0
70,0,557,2,42,5,3122,1
144,0,867,4,68,6,3122,1
1,0,10,0,6,3,3122,0
2,0,79,0,25,5,1345,0
185,0,635,1,203,10,3122,1
59,0,223,0,15,0,0,0
177,0,573,2,187,10,3122,1
179,0,422,3,154,9,3122,1
180,0,521,1,96,10,3122,1
22,0,242,0,28,7,3122,1
6,0,110,0,29,8,3122,0
1,0,69,0,16,6,1345,0
1,0,151,0,18,6,1345,0
40,0,358,1,16,4,420,0
36,0,379,5,25,4,3122,1
6,0,85,1,15,4,3122,0
253,0,1678,12,220,11,3122,1
101,0,1285,4,52,6,3122,1
1,0,31,1,13,4,420,0
13,0,118,0,7,3,3122,1
4,0,41,0,5,3,3122,0
1,0,4,0,3,2,3122,0
1,0,34,0,6,3,3122,0
3,0,43,0,4,3,3122,0
1,0,13,0,9,3,3122,0
5,0,63,0,3,3,3122,0
11,0,59,0,4,3,3122,0
1,0,13,0,3,3,3122,0
6,0,67,1,11,3,3122,0
13,0,134,1,9,3,3122,1
10,0,71,0,12,5,420,0
10,0,70,0,18,5,420,0
8,0,44,0,6,3,3122,0
2,0,40,0,10,3,420,0
2,0,40,0,10,3,420,0
4,0,29,0,10,4,420,0
1,0,4,0,1,1,1345,0
7,0,46,0,3,3,16,0
8,0,87,0,14,5,3122,0
1,0,47,0,2,2,3122,0
1,0,8,0,5,3,420,0
4,0,29,0,7,4,420,0
4,0,29,0,7,3,3122,0
10,0,50,0,16,5,420,0
5,0,51,0,6,3,420,0
5,0,44,0,7,3,420,0
19,0,134,0,20,4,3122,1
3,0,14,1,14,4,3122,0
6,0,73,0,14,5,420,0
4,0,72,1,20,4,420,0
1,0,10,1,8,3,3122,0
1,0,9,0,7,4,16,0
23,0,85,0,28,5,3122,0
119,0,826,1,84,7,3122,1
79,0,434,0,8,3,327,0
10,0,164,0,5,3,327,0
1,0,219,0,1,0,0,0
5,0,65,0,10,3,3122,0
3,0,118,0,6,0,0,0
5,0,383,0,6,0,0,0
9,0,612,0,15,6,327,0
1,0,191,0,4,3,1345,0
1,0,24,0,3,2,420,0
1,0,94,0,6,3,16,0
1,0,297,0,6,3,16,0
1,0,320,0,7,3,16,0
1,0,241,0,3,2,420,0
2,0,38,0,3,2,420,0
1,0,117,0,12,5,327,0
8,0,84,0,4,4,6,0
5,0,40,0,8,6,3122,0
3,0,54,0,6,4,420,0
1,0,119,1,1,1,420,0
1,0,64,0,1,0,0,0
4,0,54,0,8,4,3122,0
7,0,70,0,5,2,6,0
4,0,115,2,3,2,3122,0
2,0,25,0,6,3,420,0
4,0,35,0,3,2,3122,0
1,0,8,0,4,3,420,0
1,0,8,0,4,3,420,0
1,0,8,0,4,3,420,0
4,0,532,0,5,1,1345,0
3,0,301,0,5,1,1345,0
2,0,267,0,5,1,1345,0
8,0,62,1,25,6,1345,0
2,0,51,0,5,3,113,0
1,0,62,0,1,1,420,0
11,0,147,0,9,5,33,0
3,0,51,0,8,4,1345,0
3,0,49,0,11,3,327,0
2,0,44,0,9,0,0,0
16,0,134,0,38,7,420,0
53,0,265,0,3,2,420,0
38,0,184,0,7,3,3122,0
21,0,262,0,5,2,3122,1
1,0,45,0,8,3,420,0
79,0,358,0,22,5,420,0
31,0,217,1,22,4,420,0
20,0,128,1,22,4,420,0
87,0,490,2,26,5,420,0
45,0,227,0,7,3,420,0
13,0,302,1,13,3,420,0
