McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,4,0,11,63,1129,90,234,1.0,0.0,11.0,0.0,5.0,15.0,219.0,0
11,0,5,3,83,134,1130,91,234,11.0,0.0,83.0,1.0,7.0,16.0,219.0,1
1,0,1,12,19,54,1131,92,234,1.0,0.0,19.0,0.0,4.0,8.0,219.0,0
1,0,1,13,127,172,1132,93,234,1.0,0.0,127.0,0.0,7.0,21.0,2597.0,0
1,0,1,0,3,29,1224,94,247,1.0,0.0,3.0,0.0,5.0,12.0,2597.0,0
1,0,1,20,79,129,1225,95,247,1.0,0.0,79.0,0.0,5.0,15.0,2597.0,0
1,0,1,1,5,33,1226,96,248,1.0,0.0,5.0,0.0,4.0,10.0,219.0,0
1,0,1,5,33,72,1227,97,249,1.0,0.0,33.0,0.0,4.0,9.0,219.0,0
2,0,2,0,21,54,1228,98,249,2.0,0.0,21.0,0.0,4.0,10.0,219.0,0
5,0,3,0,51,123,1229,99,250,5.0,0.0,51.0,0.0,4.0,11.0,2597.0,0
5,0,2,0,27,68,1230,100,250,5.0,0.0,27.0,0.0,5.0,15.0,219.0,0
1,0,2,0,6,55,1231,101,250,1.0,0.0,6.0,0.0,5.0,8.0,1283.0,0
1,0,12,6,30,173,1232,102,250,1.0,0.0,30.0,0.0,6.0,19.0,219.0,0
97,0,9,13,490,718,1233,103,250,97.0,0.0,490.0,1.0,7.0,57.0,1464.0,0
9,0,6,3,66,129,1344,104,268,9.0,0.0,66.0,0.0,5.0,15.0,219.0,1
1,0,16,1,26,172,1345,105,269,1.0,0.0,26.0,0.0,6.0,16.0,219.0,0
16,0,1,16,185,238,1346,106,269,16.0,0.0,185.0,0.0,6.0,22.0,219.0,0
12,0,1,9,73,117,1389,107,278,12.0,0.0,73.0,0.0,5.0,15.0,219.0,1
1,0,34,0,61,344,1390,108,278,1.0,0.0,61.0,0.0,5.0,11.0,219.0,0
1,0,12,0,24,132,1391,109,278,1.0,0.0,24.0,0.0,4.0,13.0,219.0,0
5,0,1,11,116,160,1394,110,278,5.0,0.0,116.0,1.0,6.0,18.0,219.0,0
1,0,7,0,17,80,1395,111,278,1.0,0.0,17.0,0.0,4.0,8.0,219.0,0
1,0,1,6,79,114,1396,112,278,1.0,0.0,79.0,0.0,6.0,18.0,219.0,0
8,0,1,41,407,490,1397,113,278,8.0,0.0,407.0,0.0,8.0,74.0,2597.0,0
1,0,4,0,10,60,1398,114,278,1.0,0.0,10.0,0.0,5.0,15.0,219.0,0
15,0,5,7,121,178,1399,115,278,15.0,0.0,121.0,1.0,7.0,32.0,219.0,1
1,0,4,0,11,64,1400,116,278,1.0,0.0,11.0,0.0,5.0,19.0,219.0,0
11,0,5,3,83,134,1405,117,278,11.0,0.0,83.0,1.0,7.0,21.0,219.0,1
1,0,9,0,18,92,1412,118,278,1.0,0.0,18.0,0.0,4.0,8.0,219.0,0
1,0,1,9,84,122,1413,119,278,1.0,0.0,84.0,0.0,8.0,29.0,2597.0,0
1,0,1,4,19,53,1543,120,314,1.0,0.0,19.0,0.0,4.0,7.0,2597.0,0
1,0,1,18,75,117,1544,121,314,1.0,0.0,75.0,0.0,5.0,15.0,1464.0,0
1,0,1,1,5,33,1566,122,323,1.0,0.0,5.0,0.0,4.0,10.0,219.0,0
1,0,1,5,37,76,1585,123,326,1.0,0.0,37.0,0.0,4.0,9.0,219.0,0
3,0,2,0,24,57,1586,124,326,3.0,0.0,24.0,0.0,4.0,10.0,219.0,0
5,0,3,0,51,123,1587,125,327,5.0,0.0,51.0,0.0,5.0,13.0,1283.0,0
5,0,2,0,27,69,1593,126,327,5.0,0.0,27.0,0.0,5.0,12.0,219.0,0
1,0,2,0,6,55,1604,127,327,1.0,0.0,6.0,0.0,5.0,10.0,1283.0,0
1,0,17,2,31,263,1609,128,327,1.0,0.0,31.0,0.0,6.0,20.0,219.0,0
105,0,4,23,585,778,1613,129,327,105.0,0.0,585.0,3.0,7.0,61.0,592.0,0
9,0,6,3,59,122,1649,130,341,9.0,0.0,59.0,0.0,5.0,17.0,219.0,1
1,0,2,2,8,41,1650,131,342,1.0,0.0,8.0,0.0,5.0,11.0,219.0,0
4,0,1,3,50,81,1651,132,342,4.0,0.0,50.0,0.0,6.0,22.0,1464.0,0
1,0,1,8,33,72,1652,133,343,1.0,0.0,33.0,0.0,5.0,16.0,1283.0,0
1,0,0,9,13,39,1653,134,343,1.0,0.0,13.0,0.0,5.0,16.0,219.0,0
1,0,7,3,88,149,1654,135,343,1.0,0.0,88.0,0.0,8.0,28.0,1283.0,0
1,0,2,2,8,43,1655,136,344,1.0,0.0,8.0,0.0,6.0,16.0,219.0,0
11,0,3,2,93,145,1656,137,344,11.0,0.0,93.0,1.0,6.0,22.0,1464.0,1
9,0,0,9,58,92,1657,138,345,9.0,0.0,58.0,0.0,5.0,15.0,219.0,1
2,0,1,1,18,47,1658,139,346,2.0,0.0,18.0,0.0,4.0,9.0,219.0,0
66,0,2,10,385,572,1659,140,346,66.0,0.0,385.0,0.0,6.0,20.0,219.0,1
1,0,3,1,14,62,1660,141,346,1.0,0.0,14.0,0.0,4.0,10.0,219.0,0
7,0,1,0,48,100,1661,142,346,7.0,0.0,48.0,0.0,6.0,25.0,592.0,0
6,0,3,0,68,147,1662,143,346,6.0,0.0,68.0,0.0,5.0,26.0,219.0,0
1,0,0,2,16,38,1663,144,346,1.0,0.0,16.0,0.0,5.0,14.0,219.0,0
1,0,1,0,9,41,1664,145,346,1.0,0.0,9.0,0.0,4.0,12.0,219.0,0
11,0,1,0,59,98,1665,146,346,11.0,0.0,59.0,0.0,7.0,22.0,1464.0,0
1,0,3,0,7,67,1666,147,346,1.0,0.0,7.0,0.0,4.0,12.0,219.0,0
1,0,1,1,20,48,1668,148,348,1.0,0.0,20.0,0.0,6.0,20.0,592.0,0
10,0,1,6,95,128,1669,149,349,10.0,0.0,95.0,0.0,6.0,18.0,219.0,0
6,0,1,4,77,131,1670,150,349,6.0,0.0,77.0,0.0,6.0,23.0,592.0,0
5,0,1,7,63,114,1671,151,349,5.0,0.0,63.0,0.0,5.0,19.0,219.0,0
23,0,2,3,178,286,1672,152,350,23.0,0.0,178.0,2.0,8.0,54.0,1464.0,0
17,0,1,20,172,264,1673,153,351,17.0,0.0,172.0,0.0,5.0,21.0,219.0,0
1,0,1,1,21,51,897,154,195,1.0,0.0,21.0,0.0,5.0,10.0,219.0,0
5,0,4,0,84,159,898,155,195,5.0,0.0,84.0,0.0,4.0,10.0,1464.0,0
1,0,1,1,11,34,1667,156,347,1.0,0.0,11.0,0.0,5.0,8.0,219.0,0
1,0,0,9,48,81,1674,157,352,1.0,0.0,48.0,0.0,6.0,19.0,2597.0,1
13,0,0,3,78,107,1675,158,352,13.0,0.0,78.0,1.0,7.0,30.0,592.0,0
1,0,1,6,27,60,1676,159,353,1.0,0.0,27.0,0.0,2.0,4.0,219.0,0
13,0,1,12,72,113,1677,160,353,13.0,0.0,72.0,0.0,2.0,2.0,219.0,1
39,0,1,33,176,240,1678,161,353,39.0,0.0,176.0,0.0,2.0,4.0,219.0,1
6,0,1,6,41,74,1679,162,353,6.0,0.0,41.0,0.0,2.0,2.0,219.0,1
134,0,2,101,624,767,1680,163,353,134.0,0.0,624.0,0.0,5.0,11.0,592.0,1
1,0,1,2,11,36,1681,164,353,1.0,0.0,11.0,0.0,2.0,2.0,219.0,0
5,0,1,4,24,54,1682,165,353,5.0,0.0,24.0,0.0,2.0,2.0,219.0,1
2,0,1,9,48,87,1683,166,353,2.0,0.0,48.0,0.0,2.0,2.0,219.0,1
9,0,1,21,111,161,1684,167,353,9.0,0.0,111.0,1.0,3.0,3.0,219.0,0
13,0,1,10,64,101,1685,168,353,13.0,0.0,64.0,0.0,2.0,4.0,219.0,1
3,0,9,3,53,137,1686,169,353,3.0,0.0,53.0,0.0,3.0,6.0,219.0,0
1,0,1,16,61,105,1687,170,353,1.0,0.0,61.0,0.0,2.0,2.0,219.0,0
52,0,6,27,230,335,1688,171,353,52.0,0.0,230.0,1.0,3.0,11.0,219.0,1
1,0,1,4,19,57,1689,172,353,1.0,0.0,19.0,0.0,3.0,3.0,219.0,0
55,0,1,38,210,284,1690,173,353,55.0,0.0,210.0,0.0,2.0,3.0,219.0,1
4,0,0,16,77,126,1691,174,353,4.0,0.0,77.0,0.0,4.0,9.0,1283.0,0
26,0,1,27,143,203,1692,175,353,26.0,0.0,143.0,1.0,2.0,5.0,219.0,1
24,0,1,22,121,171,1694,176,353,24.0,0.0,121.0,1.0,3.0,4.0,219.0,1
32,0,1,24,138,194,1695,177,353,32.0,0.0,138.0,1.0,3.0,5.0,219.0,1
1,0,1,0,7,30,1696,178,353,1.0,0.0,7.0,0.0,2.0,2.0,219.0,0
13,0,11,5,80,233,1697,179,353,13.0,0.0,80.0,0.0,2.0,2.0,219.0,1
18,0,0,24,112,160,1698,180,353,18.0,0.0,112.0,3.0,3.0,9.0,219.0,1
36,0,7,20,176,290,1699,181,353,36.0,0.0,176.0,1.0,2.0,3.0,2597.0,1
1,0,1,2,7,36,1700,182,353,1.0,0.0,7.0,0.0,2.0,2.0,219.0,0
1,0,1,4,19,50,1701,183,353,1.0,0.0,19.0,0.0,2.0,2.0,219.0,0
20,0,1,19,94,141,1702,184,353,20.0,0.0,94.0,0.0,3.0,5.0,219.0,1
1,0,0,9,33,62,1703,185,353,1.0,0.0,33.0,0.0,2.0,2.0,219.0,0
1,0,1,13,55,94,1704,186,353,1.0,0.0,55.0,0.0,2.0,2.0,219.0,0
10,0,2,9,62,109,1705,187,353,10.0,0.0,62.0,1.0,3.0,4.0,219.0,1
1,0,1,0,4,25,1706,188,353,1.0,0.0,4.0,0.0,2.0,5.0,219.0,0
1,0,1,33,37,92,1693,189,353,1.0,0.0,37.0,0.0,2.0,4.0,219.0,0
1,0,1,170,607,820,1707,190,354,1.0,0.0,607.0,1.0,5.0,13.0,592.0,0
1,0,1,4,11,37,1708,191,355,1.0,0.0,11.0,0.0,2.0,2.0,219.0,0
1,0,1,4,24,51,1709,192,355,1.0,0.0,24.0,0.0,2.0,2.0,219.0,0
1,0,0,5,11,36,1710,193,355,1.0,0.0,11.0,0.0,2.0,2.0,219.0,0
1,0,0,5,19,47,1711,194,355,1.0,0.0,19.0,0.0,2.0,2.0,219.0,0
1,0,1,13,60,98,1712,195,356,1.0,0.0,60.0,0.0,4.0,6.0,219.0,0
2,0,1,0,48,76,1713,196,356,2.0,0.0,48.0,1.0,5.0,15.0,592.0,0
8,0,0,4,47,77,1714,197,356,8.0,0.0,47.0,0.0,5.0,12.0,219.0,0
8,0,1,1,47,82,1715,198,356,8.0,0.0,47.0,0.0,6.0,10.0,1283.0,0
3,0,1,1,23,55,1716,199,356,3.0,0.0,23.0,0.0,3.0,3.0,219.0,0
1,0,1,8,35,70,1717,200,356,1.0,0.0,35.0,0.0,2.0,2.0,219.0,0
1,0,1,0,7,32,1718,201,356,1.0,0.0,7.0,0.0,2.0,2.0,219.0,0
1,0,2,29,50,113,0,202,0,1.0,0.0,50.0,1.0,8.0,18.0,219.0,0
169,0,2,38,1175,1331,1,203,0,169.0,0.0,1175.0,2.0,9.0,120.0,592.0,1
1,0,1,1,5,30,2,204,0,1.0,0.0,5.0,0.0,2.0,3.0,219.0,0
2,0,1,3,27,58,3,205,0,2.0,0.0,27.0,0.0,4.0,8.0,1464.0,0
1,0,1,14,53,91,4,206,0,1.0,0.0,53.0,1.0,3.0,5.0,219.0,0
23,0,1,8,164,203,5,207,0,23.0,0.0,164.0,0.0,7.0,83.0,219.0,0
1,0,1,0,4,25,6,208,0,1.0,0.0,4.0,0.0,4.0,6.0,219.0,0
1,0,1,1,6,31,7,209,0,1.0,0.0,6.0,0.0,4.0,6.0,219.0,0
1,0,0,11,17,47,8,210,0,1.0,0.0,17.0,0.0,6.0,26.0,219.0,0
8,0,0,11,111,149,9,211,0,8.0,0.0,111.0,0.0,7.0,31.0,219.0,0
3,0,1,2,34,64,10,212,0,3.0,0.0,34.0,1.0,4.0,8.0,219.0,0
47,0,1,1,228,279,11,213,1,47.0,0.0,228.0,5.0,4.0,11.0,2597.0,0
139,0,1,5,560,624,12,214,1,139.0,0.0,560.0,5.0,4.0,14.0,2597.0,0
7,0,1,1,40,65,13,215,1,7.0,0.0,40.0,0.0,2.0,3.0,219.0,1
204,0,1,4,734,792,14,216,1,204.0,0.0,734.0,5.0,5.0,33.0,592.0,0
111,0,1,4,446,502,15,217,1,111.0,0.0,446.0,6.0,4.0,15.0,2597.0,1
95,0,1,4,463,496,16,218,1,95.0,0.0,463.0,2.0,2.0,7.0,2597.0,1
1,0,7,0,24,112,17,219,1,1.0,0.0,24.0,0.0,4.0,7.0,219.0,0
1,0,1,7,41,71,18,220,1,1.0,0.0,41.0,0.0,4.0,6.0,219.0,0
166,0,1,5,635,705,19,221,1,166.0,0.0,635.0,6.0,4.0,15.0,2597.0,0
18,0,1,5,133,170,20,222,1,18.0,0.0,133.0,0.0,2.0,4.0,219.0,0
3,0,1,7,60,98,21,223,1,3.0,0.0,60.0,0.0,4.0,6.0,219.0,0
1,0,1,18,108,152,27,224,4,1.0,0.0,108.0,0.0,2.0,4.0,219.0,0
1,0,1,8,46,80,28,225,4,1.0,0.0,46.0,0.0,2.0,4.0,219.0,0
1,0,1,6,32,64,29,226,4,1.0,0.0,32.0,0.0,2.0,4.0,219.0,0
1,0,1,6,31,62,30,227,4,1.0,0.0,31.0,0.0,4.0,5.0,219.0,0
1,0,1,5,26,56,31,228,4,1.0,0.0,26.0,0.0,2.0,4.0,219.0,0
1,0,1,6,31,62,32,229,4,1.0,0.0,31.0,0.0,2.0,4.0,219.0,0
6,0,8,47,274,403,33,230,5,6.0,0.0,274.0,3.0,6.0,27.0,1464.0,1
1,0,1,11,16,49,34,231,5,1.0,0.0,16.0,0.0,2.0,3.0,219.0,0
2,0,0,12,103,141,35,232,5,2.0,0.0,103.0,0.0,4.0,7.0,219.0,0
9,0,1,7,61,100,36,233,5,9.0,0.0,61.0,0.0,4.0,5.0,219.0,0
1,0,0,26,31,76,37,234,5,1.0,0.0,31.0,0.0,5.0,13.0,219.0,0
13,0,0,28,235,298,38,235,5,13.0,0.0,235.0,0.0,7.0,29.0,219.0,0
1,0,1,3,7,31,39,236,5,1.0,0.0,7.0,0.0,3.0,3.0,219.0,0
9,0,1,7,60,99,40,237,5,9.0,0.0,60.0,0.0,5.0,9.0,219.0,0
9,0,1,7,60,98,41,238,5,9.0,0.0,60.0,0.0,4.0,5.0,219.0,0
1,0,2,0,6,42,43,239,7,1.0,0.0,6.0,0.0,3.0,7.0,219.0,0
10,0,1,1,78,117,44,240,7,10.0,0.0,78.0,3.0,3.0,16.0,219.0,1
1,0,1,5,11,44,45,241,8,1.0,0.0,11.0,0.0,4.0,7.0,219.0,0
7,0,1,5,80,126,46,242,8,7.0,0.0,80.0,0.0,5.0,13.0,219.0,0
1,0,1,7,14,41,47,243,8,1.0,0.0,14.0,1.0,3.0,5.0,2597.0,0
12,0,1,7,105,151,48,244,8,12.0,0.0,105.0,1.0,5.0,11.0,1464.0,0
1,0,1,4,9,34,49,245,8,1.0,0.0,9.0,0.0,2.0,2.0,219.0,0
2,0,1,4,34,66,50,246,8,2.0,0.0,34.0,0.0,3.0,5.0,219.0,0
1,0,1,6,11,36,51,247,8,1.0,0.0,11.0,0.0,4.0,4.0,1283.0,0
6,0,1,6,55,88,52,248,8,6.0,0.0,55.0,0.0,4.0,7.0,1283.0,0
1,0,1,2,6,30,53,249,8,1.0,0.0,6.0,0.0,3.0,3.0,219.0,0
1,0,1,2,22,51,54,250,8,1.0,0.0,22.0,0.0,3.0,3.0,219.0,0
1,0,1,2,12,38,57,251,11,1.0,0.0,12.0,0.0,3.0,3.0,219.0,0
1,0,1,11,16,52,58,252,11,1.0,0.0,16.0,0.0,3.0,4.0,219.0,0
1,0,1,12,48,86,59,253,11,1.0,0.0,48.0,0.0,3.0,3.0,219.0,0
1,0,2,12,114,164,60,254,11,1.0,0.0,114.0,0.0,5.0,8.0,219.0,0
1,0,1,15,22,55,61,255,11,1.0,0.0,22.0,0.0,4.0,12.0,56.0,0
8,0,1,16,171,227,62,256,11,8.0,0.0,171.0,0.0,7.0,26.0,1464.0,0
1,0,1,7,10,41,63,257,11,1.0,0.0,10.0,0.0,2.0,4.0,219.0,0
5,0,1,8,91,135,64,258,11,5.0,0.0,91.0,0.0,5.0,11.0,219.0,0
1,0,1,8,13,39,65,259,11,1.0,0.0,13.0,0.0,2.0,4.0,219.0,0
7,0,1,12,145,197,66,260,11,7.0,0.0,145.0,1.0,7.0,31.0,219.0,1
1,0,1,19,24,67,67,261,11,1.0,0.0,24.0,3.0,6.0,10.0,219.0,0
1,0,1,20,156,213,68,262,11,1.0,0.0,156.0,4.0,7.0,19.0,219.0,0
1,0,0,9,14,43,69,263,11,1.0,0.0,14.0,0.0,4.0,5.0,219.0,0
1,0,7,17,28,97,70,264,11,1.0,0.0,28.0,0.0,5.0,12.0,1283.0,0
10,0,1,29,265,341,71,265,11,10.0,0.0,265.0,1.0,7.0,33.0,1283.0,0
1,0,11,0,15,87,72,266,11,1.0,0.0,15.0,0.0,3.0,3.0,219.0,0
7,0,1,12,71,113,73,267,11,7.0,0.0,71.0,0.0,2.0,2.0,2597.0,1
10,0,1,4,84,120,74,268,12,10.0,0.0,84.0,1.0,5.0,16.0,1464.0,0
8,0,1,5,92,135,75,269,12,8.0,0.0,92.0,3.0,3.0,16.0,1464.0,0
1,0,1,1,5,30,76,270,13,1.0,0.0,5.0,0.0,1.0,2.0,2597.0,0
16,0,1,3,102,149,77,271,13,16.0,0.0,102.0,0.0,6.0,19.0,2597.0,0
1,0,1,16,63,105,78,272,13,1.0,0.0,63.0,0.0,1.0,1.0,2597.0,0
1,0,1,0,4,27,79,273,13,1.0,0.0,4.0,0.0,1.0,1.0,2597.0,0
1,0,1,2,7,32,80,274,13,1.0,0.0,7.0,0.0,1.0,4.0,2597.0,0
1,0,9,17,39,130,85,275,15,1.0,0.0,39.0,2.0,6.0,15.0,1283.0,0
37,0,1,35,355,467,86,276,15,37.0,0.0,355.0,3.0,7.0,30.0,1283.0,0
1,0,3,3,25,67,87,277,15,1.0,0.0,25.0,1.0,2.0,3.0,2597.0,0
8,0,1,1,38,69,88,278,15,8.0,0.0,38.0,2.0,5.0,18.0,56.0,0
1,0,0,8,14,42,89,279,16,1.0,0.0,14.0,0.0,1.0,2.0,2597.0,0
30,0,1,9,173,225,90,280,16,30.0,0.0,173.0,1.0,1.0,3.0,2597.0,0
3,0,1,2,33,64,91,281,16,3.0,0.0,33.0,1.0,3.0,6.0,2597.0,0
1,0,1,1,6,28,92,282,16,1.0,0.0,6.0,0.0,1.0,4.0,2597.0,0
