McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,9,0,4735,1,1,0
1,0,14,0,4735,1,7,0
1,0,20,0,4735,1,4,0
50,0,227,1,4735,1,55,0
1,0,4,0,4735,1,1,0
1,0,41,0,4735,1,1,0
1,0,4,0,4735,1,3,0
1,0,4,0,4735,1,2,0
16,0,166,1,4735,1,19,0
1,0,20,0,4735,1,5,0
1,0,8,0,4735,1,1,0
1,0,38,0,4735,1,1,0
1,0,35,0,4735,1,4,0
1,0,5,0,4735,1,1,0
3,0,45,0,4735,1,6,0
1,0,4,0,4735,1,1,0
3,0,18,0,4735,1,2,0
1,0,10,0,4735,1,4,0
1,0,11,0,4735,1,2,0
1,0,29,0,4735,1,5,0
1,0,13,0,4735,1,2,0
1,0,11,0,4735,1,2,0
8,0,40,0,4735,1,1,0
1,0,11,0,319,1,1,0
1,0,12,0,4735,1,2,0
1,0,12,0,4735,1,1,0
1,0,16,0,4735,1,2,0
1,0,16,0,4735,1,2,0
1,0,30,0,4735,1,4,0
1,0,33,0,4735,1,13,0
1,0,20,0,4735,1,8,0
10,0,67,0,4735,1,6,0
16,0,255,0,4735,2,48,0
1,0,12,0,4735,1,2,0
1,0,12,0,4735,1,1,0
1,0,16,0,4735,1,2,0
1,0,11,0,4735,1,2,0
1,0,86,0,4735,1,5,0
1,0,15,0,4735,1,3,0
7,0,68,0,4735,1,3,0
2,0,43,0,4735,1,3,0
27,0,175,0,4735,1,10,0
91,0,454,0,4735,1,4,0
10,0,93,0,4735,1,8,0
1,0,47,0,4735,1,5,0
1,0,11,0,4735,1,3,0
1,0,50,0,4735,1,4,0
1,0,13,0,4735,1,1,0
1,0,1,0,4735,1,2,0
1,0,33,0,4735,2,11,0
2,0,31,0,4735,1,1,0
1,0,18,0,4735,2,11,0
42,0,240,1,4735,1,13,0
2,0,32,0,4735,1,5,0
32,0,203,0,4735,2,17,0
2,0,31,0,4735,1,5,0
1,0,15,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,25,0,4735,1,1,0
1,0,4,0,4735,1,1,0
16,0,88,1,4735,1,12,0
1,0,4,0,4735,1,1,0
1,0,20,0,4735,1,5,0
1,0,32,2,4735,1,18,0
1,0,13,0,4735,1,3,0
1,0,64,0,4735,1,2,0
1,0,21,0,4735,1,5,0
5,0,55,0,4735,1,4,0
6,0,85,0,4735,1,7,0
10,0,52,0,4735,1,3,0
1,0,19,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,4,0,4735,1,1,0
2,0,18,0,4735,1,1,0
1,0,20,0,2,2,2,0
6,0,56,0,4735,1,2,0
10,0,35,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,17,0,4735,1,1,0
1,0,33,0,4735,1,1,0
1,0,27,0,4735,1,2,0
1,0,19,0,4735,1,1,0
20,0,181,2,4735,1,5,0
1,0,12,0,4735,1,1,0
1,0,13,0,4735,1,2,0
1,0,8,0,4735,1,1,0
1,0,13,0,4735,1,2,0
1,0,13,0,4735,1,2,0
1,0,51,0,4735,1,3,0
1,0,15,0,4735,1,2,0
1,0,8,0,4735,1,5,0
2,0,47,0,4735,1,1,0
1,0,6,0,4735,1,2,0
1,0,14,0,4735,1,8,0
1,0,10,0,4735,1,1,0
6,0,51,0,4735,1,3,0
20,0,164,1,4735,1,11,0
1,0,14,0,4735,1,4,0
3,0,36,0,4735,1,4,0
3,0,22,0,4735,1,4,1
1,0,12,0,4735,1,2,0
1,0,16,0,4735,1,1,0
1,0,37,0,4735,1,15,0
1,0,11,0,4735,1,4,0
1,0,12,0,4735,1,6,0
1,0,34,0,4735,1,6,0
1,0,6,0,4735,1,3,0
1,0,14,0,4735,1,3,0
1,0,9,1,4735,1,1,0
1,0,7,0,4735,1,2,0
54,0,478,1,4735,3,48,0
15,0,87,0,4735,1,7,0
1,0,13,0,4735,1,1,0
19,0,227,1,4735,1,20,1
1,0,12,0,4735,1,7,0
1,0,11,0,4735,1,1,0
5,0,41,0,4735,1,2,0
1,0,5,0,4735,1,1,0
1,0,4,0,4735,1,2,0
1,0,4,0,4735,1,2,0
1,0,21,0,4735,1,5,0
1,0,12,0,4735,1,3,0
1,0,10,0,4735,1,2,0
1,0,10,0,4735,1,1,0
8,0,60,0,4735,1,6,0
1,0,7,0,4735,1,4,0
1,0,14,0,4735,1,3,0
1,0,9,0,4735,1,2,0
3,0,8,0,4735,1,8,0
1,0,19,0,4735,1,12,0
1,0,9,0,4735,1,2,0
1,0,6,0,4735,1,1,0
1,0,10,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,41,0,4735,1,3,0
2,0,28,0,4735,1,3,0
1,0,7,0,4735,1,2,0
1,0,52,0,2,2,6,0
1,0,8,0,4735,1,4,0
1,0,15,0,4735,1,3,0
19,0,279,0,4735,1,36,0
1,0,8,0,4735,1,3,0
1,0,38,0,4735,1,7,0
1,0,21,0,4735,1,3,0
1,0,1,0,4735,1,1,0
5,0,48,0,4735,1,1,0
21,0,188,0,4735,1,4,0
41,0,206,1,4735,1,16,0
7,0,71,0,4735,1,5,0
4,0,50,0,4735,1,2,0
3,0,36,0,4735,1,1,0
41,0,237,1,319,2,17,0
33,0,224,0,4735,1,21,0
12,0,200,0,4735,1,22,0
1,0,30,0,4735,1,7,0
1,0,1,0,4735,1,1,0
8,0,84,0,4735,2,13,0
1,0,25,0,4735,1,4,0
6,0,89,0,319,2,24,0
6,0,141,0,4735,1,17,1
1,0,66,0,4735,1,7,0
1,0,1,0,4735,1,1,0
14,0,141,2,4735,2,26,0
11,0,183,1,319,2,27,0
3,0,40,0,4735,1,8,0
13,0,113,0,319,2,14,0
1,0,52,0,4735,1,5,0
1,0,1,0,4735,1,1,0
14,0,116,0,319,2,16,0
1,0,12,0,4735,1,4,0
4,0,46,0,319,2,8,0
3,0,47,0,4735,1,9,0
3,0,57,0,4735,2,17,0
3,0,54,0,4735,1,5,0
17,0,165,0,4735,1,18,0
27,0,232,0,4735,1,28,0
6,0,82,0,4735,1,1,0
43,0,255,1,4735,1,3,0
7,0,127,0,4735,1,1,0
16,0,132,0,4735,1,2,0
7,0,67,1,4735,1,2,0
1,0,1,0,4735,1,1,0
57,0,287,2,4735,1,31,0
10,0,104,1,4735,1,3,0
6,0,79,0,4735,1,3,0
32,0,392,0,4735,1,38,1
11,0,99,0,4735,1,8,0
1,0,1,0,4735,1,1,0
26,0,226,1,4735,2,39,0
31,0,420,0,4735,1,20,0
1,0,1,0,4735,1,1,0
25,0,216,0,4735,3,29,0
8,0,142,0,4735,1,3,0
3,0,35,0,4735,1,1,0
1,0,48,0,4735,1,6,0
1,0,1,0,4735,1,1,0
1,0,9,0,4735,1,3,0
11,0,40,1,4735,1,4,0
5,0,37,0,4735,1,3,0
30,0,382,1,4735,1,31,1
17,0,203,1,4735,1,19,0
4,0,75,0,4735,1,7,0
14,0,55,0,4735,1,6,0
10,0,83,0,319,2,11,0
16,0,110,0,4735,2,17,0
7,0,74,0,4735,1,9,0
13,0,99,0,4735,1,8,0
8,0,58,0,4735,1,3,0
5,0,62,0,4735,1,5,0
3,0,55,0,4735,1,3,0
1,0,9,0,4735,1,6,0
1,0,10,0,4735,1,1,0
4,0,63,1,4735,1,3,0
1,0,9,0,4735,1,1,0
1,0,6,0,4735,1,1,0
1,0,6,0,4735,1,1,0
1,0,6,0,4735,1,1,0
1,0,22,0,4735,1,5,0
1,0,148,0,4735,1,11,0
1,0,14,0,4735,1,5,0
1,0,119,0,4735,1,9,0
1,0,233,0,4735,1,13,0
1,0,61,0,4735,1,8,0
1,0,43,0,4735,1,1,0
1,0,80,0,4735,1,11,0
1,0,15,0,4735,1,5,0
1,0,7,0,4735,1,2,0
4,0,200,0,4735,1,34,0
37,0,293,5,4735,1,24,0
12,0,105,0,4735,2,8,0
4,0,28,0,4735,1,2,0
4,0,26,0,2,2,4,0
32,0,218,0,4735,1,10,0
14,0,167,0,319,2,4,0
42,0,221,0,319,1,5,0
26,0,319,0,4735,2,28,0
17,0,194,0,4735,1,1,0
16,0,133,0,4735,1,5,0
125,0,605,1,4735,3,39,0
58,0,388,1,4735,3,30,1
9,0,130,2,4735,1,14,1
23,0,182,0,319,2,9,0
22,0,201,0,4735,1,1,0
60,0,351,2,4735,1,20,1
5,0,113,0,4735,1,6,0
29,0,159,2,4735,1,16,0
21,0,168,2,4735,1,14,0
66,0,392,1,4735,2,16,0
4,0,37,1,4735,1,7,0
1,0,14,0,4735,1,1,0
26,0,194,0,4735,1,14,0
46,0,281,1,4735,1,27,0
31,0,266,0,4735,1,28,0
7,0,72,0,4735,1,5,0
2,0,29,0,4735,1,4,0
13,0,87,1,4735,1,10,1
1,0,11,0,4735,1,1,0
1,0,10,0,4735,1,1,0
18,0,99,0,4735,1,8,0
28,0,184,1,4735,1,15,1
12,0,96,1,4735,1,15,0
62,0,300,0,4735,1,24,0
22,0,129,0,4735,1,6,0
1,0,11,0,4735,1,1,0
1,0,6,0,4735,1,2,0
1,0,29,0,4735,1,8,0
5,0,29,0,4735,1,1,0
1,0,13,1,4735,1,6,0
40,0,270,2,4735,1,38,0
1,0,22,0,4735,1,2,0
1,0,5,0,4735,1,3,0
4,0,42,0,4735,1,2,0
1,0,6,0,4735,1,2,0
1,0,10,0,4735,1,1,0
1,0,11,0,4735,1,1,0
6,0,85,0,4735,1,1,0
1,0,39,0,4735,1,1,0
7,0,56,0,4735,1,2,0
24,0,127,0,4735,1,1,0
11,0,82,0,4735,1,2,0
7,0,45,0,4735,1,1,0
2,0,29,0,4735,1,2,0
4,0,66,0,4735,1,1,0
1,0,36,0,4735,1,1,0
1,0,39,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,12,0,4735,1,1,0
10,0,31,0,4735,1,2,0
1,0,42,0,4735,1,1,0
11,0,83,0,4735,1,1,0
1,0,5,0,4735,1,1,0
22,0,110,0,4735,1,3,0
1,0,9,0,4735,1,1,0
1,0,9,0,4735,1,1,0
7,0,58,0,4735,1,4,0
1,0,89,0,4735,1,1,0
4,0,64,0,4735,1,1,0
1,0,35,0,4735,1,1,0
1,0,10,0,4735,1,1,0
1,0,9,0,4735,1,1,0
16,0,189,0,4735,1,1,0
3,0,41,0,4735,1,1,0
1,0,32,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,9,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,71,0,4735,1,1,0
5,0,63,0,4735,1,1,0
2,0,41,0,4735,1,1,0
1,0,6,0,4735,1,1,0
1,0,21,0,4735,1,1,0
4,0,36,0,4735,1,1,0
1,0,28,0,4735,1,1,0
5,0,73,0,4735,1,1,0
1,0,11,0,4735,1,1,0
2,0,30,0,4735,1,1,0
2,0,37,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,10,0,4735,1,1,0
8,0,94,0,4735,1,2,0
1,0,6,0,4735,1,1,0
1,0,15,0,4735,1,1,0
13,0,84,0,4735,1,1,0
1,0,12,0,4735,1,1,0
7,0,82,0,4735,1,1,0
1,0,19,0,4735,1,1,0
12,0,181,0,4735,1,1,0
57,0,572,0,4735,1,2,0
22,0,126,0,4735,1,3,0
8,0,172,0,4735,1,1,0
2,0,31,0,4735,1,1,0
8,0,266,0,4735,1,1,0
3,0,29,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,4,0,4735,1,1,0
9,0,81,0,4735,1,1,0
9,0,77,0,4735,1,1,0
3,0,25,0,4735,1,1,0
1,0,4,0,4735,1,1,0
8,0,41,0,4735,1,2,0
4,0,38,0,4735,1,3,0
1,0,12,0,4735,1,1,0
1,0,1,0,4735,1,1,0
1,0,4,0,4735,1,2,0
1,0,9,0,4735,1,1,0
1,0,24,0,4735,1,1,0
1,0,98,0,4735,1,1,0
1,0,10,0,4735,1,1,0
1,0,4,0,4735,1,1,0
2,0,33,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,29,0,4735,1,1,0
2,0,17,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,9,0,4735,1,1,0
4,0,29,0,4735,1,1,0
6,0,64,0,4735,1,1,0
3,0,39,0,4735,1,1,0
1,0,8,0,4735,1,1,0
8,0,57,0,4735,1,1,0
4,0,42,0,4735,1,1,0
1,0,10,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,6,0,4735,1,1,0
1,0,74,0,4735,1,2,0
7,0,129,0,4735,1,1,0
1,0,12,0,4735,1,1,0
23,0,183,0,4735,1,1,0
2,0,12,0,4735,1,1,0
1,0,25,0,4735,1,1,0
1,0,6,0,4735,1,1,0
1,0,10,0,4735,1,1,0
1,0,4,0,4735,1,1,0
8,0,60,0,4735,1,2,0
3,0,25,0,4735,1,1,0
11,0,69,0,4735,1,1,0
7,0,82,0,4735,1,5,0
18,0,85,0,4735,1,1,0
17,0,99,0,4735,1,3,0
7,0,79,0,4735,1,2,0
8,0,49,0,4735,1,1,0
34,0,165,1,4735,1,4,0
1,0,47,0,4735,1,1,0
12,0,135,0,4735,1,6,0
10,0,65,0,4735,1,1,0
5,0,35,0,4735,1,1,0
16,0,235,0,4735,1,1,0
1,0,23,0,4735,1,2,0
7,0,26,0,4735,1,3,0
1,0,26,0,4735,1,2,0
79,0,110,1,4735,1,3,0
13,0,115,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,20,0,4735,1,1,0
3,0,35,0,4735,1,3,0
16,0,111,0,4735,1,7,0
3,0,20,0,4735,1,10,0
1,0,51,0,4735,1,3,0
1,0,32,0,4735,1,1,0
1,0,48,0,4735,1,1,0
1,0,27,0,4735,1,3,0
1,0,22,0,4735,1,1,0
76,0,408,1,4735,3,17,0
3,0,33,0,4735,1,1,0
8,0,46,0,4735,1,3,0
3,0,31,0,4735,1,4,0
6,0,224,0,4735,1,1,0
195,0,842,0,4735,1,1,0
1,0,421,0,4735,1,3,0
6,0,47,0,4735,1,3,0
1,0,7,0,4735,1,1,0
27,0,126,1,4735,2,12,0
46,0,183,0,4735,1,5,0
1,0,11,0,4735,1,1,0
29,0,167,1,4735,1,4,0
12,0,96,0,4735,1,2,0
33,0,109,0,4735,1,4,0
63,0,437,1,4735,2,11,0
1,0,9,0,4735,1,1,0
1,0,1,0,4735,1,1,0
1,0,33,0,4735,1,8,0
1,0,10,0,4735,1,1,0
2,0,26,0,4735,1,1,0
1,0,12,0,4735,1,1,0
2,0,17,0,4735,1,1,0
17,0,105,0,4735,1,3,0
1,0,16,0,4735,1,1,0
9,0,59,0,4735,1,1,0
46,0,317,0,4735,1,4,0
1,0,8,0,4735,1,1,0
1,0,7,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,37,0,4735,1,3,0
1,0,19,0,4735,1,3,0
16,0,93,0,4735,1,4,0
7,0,40,0,4735,1,3,0
8,0,31,0,4735,1,2,0
8,0,50,0,4735,1,2,0
1,0,7,0,4735,1,3,0
4,0,50,0,4735,1,2,0
1,0,22,0,4735,1,1,0
1,0,22,0,4735,1,1,0
1,0,15,0,4735,1,2,0
1,0,22,0,4735,1,1,0
2,0,19,0,4735,1,4,0
1,0,11,0,4735,1,1,0
3,0,65,0,4735,1,1,0
22,0,135,0,4735,1,4,0
16,0,94,0,4735,1,3,0
1,0,29,0,4735,1,1,0
3,0,65,0,4735,1,2,0
19,0,129,0,4735,1,3,0
26,0,217,0,4735,1,4,0
5,0,53,0,4735,1,4,0
1,0,13,0,4735,1,2,0
104,0,796,1,4735,1,17,1
1,0,16,0,4735,1,1,0
29,0,136,0,4735,1,7,0
1,0,50,0,4735,1,6,0
26,0,97,0,4735,1,2,0
1,0,86,1,4735,1,5,0
1,0,7,0,4735,1,1,0
6,0,31,0,4735,1,3,0
27,0,209,0,4735,1,22,0
1,0,8,0,4735,1,5,0
1,0,5,0,4735,1,1,0
57,0,491,0,4735,1,50,0
1,0,13,0,4735,1,5,0
49,0,227,3,4735,1,19,0
21,0,177,0,4735,1,15,0
2,0,12,0,4735,1,1,0
2,0,46,0,4735,1,18,0
1,0,8,0,4735,1,4,0
63,0,389,5,4735,1,39,1
8,0,83,0,4735,1,3,0
2,0,18,0,4735,1,2,0
78,0,344,4,4735,1,26,0
21,0,142,0,4735,1,4,0
8,0,162,0,4735,1,5,0
8,0,177,0,4735,1,6,0
1,0,37,0,4735,1,8,0
1,0,8,0,4735,1,2,0
8,0,79,1,4735,1,12,0
1,0,22,0,4735,1,2,0
67,0,215,0,4735,2,10,0
12,0,99,2,4735,1,23,0
22,0,240,0,4735,1,32,0
1,0,8,0,4735,1,2,0
1,0,25,0,319,1,1,0
12,0,100,0,4735,2,5,0
1,0,7,0,319,1,1,0
1,0,15,0,4735,1,1,0
1,0,28,0,4735,1,3,0
1,0,19,0,4735,1,1,0
1,0,19,0,4735,1,2,0
26,0,199,0,28,3,10,0
37,0,322,0,4735,4,34,0
47,0,216,1,4735,1,21,0
1,0,7,0,4735,1,1,0
1,0,8,0,4735,1,4,0
1,0,5,0,4735,1,1,0
1,0,6,0,4735,1,2,0
1,0,21,0,4735,1,13,0
1,0,16,0,4735,1,5,0
1,0,21,0,4735,1,3,0
1,0,16,0,4735,1,4,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,14,0
2,0,26,0,4735,1,8,0
1,0,21,0,4735,1,2,0
1,0,21,0,4735,1,3,0
1,0,6,0,4735,1,2,0
1,0,5,0,4735,1,1,0
1,0,17,0,4735,1,6,0
1,0,20,0,4735,1,12,0
6,0,69,0,4735,1,2,0
7,0,51,1,4735,1,10,0
1,0,21,0,4735,1,15,0
1,0,16,0,4735,2,4,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,14,0
2,0,26,0,4735,1,8,0
1,0,24,0,4735,1,5,0
1,0,24,0,4735,1,5,0
2,0,24,0,4735,1,3,0
1,0,21,0,4735,1,3,0
2,0,41,0,4735,1,6,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,14,0
2,0,26,0,4735,1,8,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,14,0
2,0,26,0,4735,1,8,0
1,0,19,0,4735,1,13,0
1,0,21,0,4735,1,3,0
2,0,32,0,4735,1,1,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,3,0
1,0,17,0,4735,1,5,0
2,0,29,0,28,1,1,0
1,0,19,0,4735,1,5,0
1,0,16,0,28,1,1,0
1,0,22,0,4735,1,5,0
1,0,17,0,4735,1,4,0
1,0,16,0,4735,1,4,0
1,0,17,0,4735,1,4,0
17,0,85,0,2,1,1,0
1,0,48,0,4735,1,5,0
1,0,20,0,4735,1,5,0
1,0,21,0,4735,1,5,0
1,0,21,0,4735,1,3,0
3,0,34,0,4735,1,1,0
1,0,16,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,36,0,4735,1,1,1
6,0,46,0,4735,1,4,0
2,0,30,0,4735,1,4,0
3,0,34,0,4735,2,2,0
3,0,34,0,4735,1,1,0
1,0,19,0,4735,1,13,0
1,0,16,0,4735,1,4,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,1,0
1,0,18,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,16,0,4735,1,1,0
1,0,21,0,4735,1,3,0
1,0,21,0,4735,1,13,0
1,0,16,0,4735,1,5,0
1,0,22,0,4735,1,5,0
1,0,17,0,4735,1,5,0
2,0,36,0,4735,1,5,0
1,0,19,0,4735,1,5,0
1,0,21,0,4735,1,3,0
1,0,23,0,4735,1,12,0
1,0,27,0,4735,1,1,0
1,0,16,0,4735,1,3,0
1,0,16,0,4735,1,4,0
1,0,22,0,4735,1,6,0
6,0,48,0,28,1,1,0
56,0,121,0,4735,1,2,0
1,0,20,0,4735,1,11,0
1,0,37,0,4735,1,11,0
1,0,21,0,4735,1,3,0
15,0,103,0,28,2,3,1
1,0,17,0,4735,1,7,0
1,0,6,0,4735,1,1,0
1,0,7,0,4735,1,1,0
2,0,24,0,4735,1,1,0
1,0,21,0,4735,1,3,0
1,0,22,0,4735,1,1,0
1,0,19,0,4735,1,1,0
1,0,17,0,4735,1,5,0
1,0,17,0,4735,1,4,0
35,0,142,0,4735,1,2,0
1,0,138,1,4735,1,4,0
5,0,105,1,4735,1,19,0
1,0,22,0,4735,1,9,0
1,0,23,0,4735,1,4,0
2,0,30,0,4735,1,6,0
2,0,24,0,4735,1,5,0
15,0,122,0,4735,1,4,0
3,0,30,0,4735,1,1,0
2,0,23,0,4735,1,1,0
1,0,11,0,4735,1,2,0
2,0,458,1,4735,2,42,0
1,0,11,0,4735,1,2,0
1,0,18,0,4735,1,5,0
1,0,10,0,4735,1,1,0
1,0,5,0,4735,1,3,0
1,0,25,0,4735,1,2,0
1,0,7,0,4735,1,1,0
7,0,101,0,4735,1,1,0
1,0,11,0,4735,1,2,0
11,0,103,1,4735,2,6,0
39,0,162,1,4735,1,4,0
1,0,7,0,4735,1,4,0
1,0,21,0,4735,1,4,0
2,0,70,0,4735,1,20,0
1,0,14,0,4735,1,2,0
1,0,10,0,4735,1,1,0
52,0,280,0,4735,1,61,0
1,0,121,0,4735,1,9,0
1,0,96,0,4735,1,4,0
4,0,58,0,4735,1,1,0
14,0,125,0,4735,1,11,0
57,0,545,1,4735,1,24,0
59,0,291,0,4735,1,8,1
1,0,9,0,4735,1,1,0
1,0,68,0,4735,1,25,0
1,0,4,0,4735,1,1,0
9,0,70,0,4735,1,6,0
1,0,3,0,4735,1,1,0
1,0,58,0,4735,1,2,0
1,0,96,0,4735,1,1,0
1,0,13,0,4735,1,1,0
107,0,573,5,4735,1,47,1
1,0,7,0,4735,1,2,0
1,0,27,0,4735,1,1,0
1,0,16,0,4735,1,4,0
1,0,5,0,4735,1,1,0
9,0,70,0,4735,1,1,0
5,0,182,0,4735,1,3,0
1,0,68,0,4735,1,9,0
1,0,66,0,4735,1,6,0
1,0,10,0,4735,1,2,0
10,0,49,1,4735,1,4,0
2,0,77,0,4735,1,3,0
1,0,7,0,4735,1,1,0
1,0,11,0,4735,1,1,0
38,0,345,2,4735,2,18,1
1,0,8,0,4735,1,2,0
26,0,202,3,4735,1,14,0
6,0,50,0,4735,1,2,0
17,0,66,0,4735,1,3,0
1,0,12,0,4735,1,1,0
4,0,49,1,4735,1,2,0
8,0,68,0,4735,1,2,0
24,0,75,0,4735,1,3,0
9,0,71,0,4735,1,1,0
28,0,86,0,4735,1,3,0
5,0,48,1,4735,1,2,0
14,0,54,0,4735,1,2,0
2,0,23,0,4735,1,1,0
15,0,61,0,4735,1,3,0
2,0,23,0,4735,1,1,0
10,0,45,0,4735,1,2,0
9,0,91,0,4735,1,3,0
33,0,124,0,4735,1,3,0
6,0,58,0,4735,1,1,0
13,0,85,0,4735,1,3,0
4,0,37,0,4735,1,1,0
11,0,50,0,4735,1,2,0
2,0,22,0,4735,1,1,0
11,0,53,0,4735,1,3,0
2,0,26,0,4735,1,1,0
11,0,57,0,4735,1,2,0
14,0,151,0,4735,1,2,0
35,0,99,0,4735,1,3,0
1,0,4,0,4735,1,1,0
1,0,126,0,4735,1,2,0
2,0,27,0,4735,1,1,0
15,0,64,0,4735,1,3,0
1,0,7,0,4735,1,2,0
1,0,5,0,4735,1,1,0
12,0,50,0,4735,1,3,0
8,0,72,0,4735,1,2,0
21,0,77,0,4735,1,3,0
10,0,80,0,4735,1,2,0
23,0,76,0,4735,1,4,0
7,0,50,0,4735,1,1,0
17,0,70,0,4735,1,2,0
8,0,78,0,4735,1,2,0
42,0,132,0,4735,1,4,0
6,0,82,0,4735,1,2,0
31,0,133,0,4735,1,4,0
6,0,115,0,4735,1,2,0
54,0,189,0,4735,1,4,0
5,0,57,0,4735,1,2,0
31,0,122,0,4735,1,4,0
3,0,34,0,4735,1,1,0
14,0,67,0,4735,1,4,1
3,0,34,0,4735,1,1,0
13,0,67,0,4735,1,5,1
7,0,48,0,4735,1,1,0
22,0,77,0,4735,1,3,0
7,0,48,0,4735,1,1,0
21,0,77,0,4735,1,3,0
11,0,116,0,4735,1,18,0
23,0,193,0,4735,1,16,0
1,0,14,0,4735,1,1,0
6,0,33,0,4735,1,2,0
1,0,10,0,4735,1,1,0
2,0,22,0,4735,1,2,0
3,0,25,0,4735,1,1,0
9,0,40,0,4735,1,2,0
2,0,22,0,4735,1,1,0
11,0,56,0,4735,1,3,0
15,0,116,0,4735,1,2,0
31,0,88,0,4735,1,3,0
17,0,124,0,4735,1,2,0
33,0,82,0,4735,1,4,0
6,0,62,0,4735,1,2,0
26,0,110,0,4735,1,3,0
5,0,54,0,4735,1,3,0
26,0,124,0,4735,1,3,0
3,0,31,0,4735,1,1,0
13,0,54,0,4735,1,3,0
4,0,195,0,4735,1,2,1
28,0,90,0,4735,1,4,0
6,0,50,0,4735,1,2,0
17,0,66,0,4735,1,3,0
1,0,24,0,4735,1,5,0
4,0,40,0,4735,1,2,0
13,0,63,0,4735,1,3,0
5,0,38,0,4735,1,2,0
