target,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
1,28,1,2,2,1,0.2163969324512646,True,6.0,3789279.0,38.0,11.0,False,21.0,345612.0,45.0,5.0,205.0,3458.0,3551.0,205.0,2876.0,2969.0,117.0,2436.0,2515.0,0.0198252688172043,0.4094422043010752,0.4227150537634409
1,94,27,5,2,1,0.8482194520027443,True,3.0,-25784290.0,15.0,5.0,False,3.0,43371.2,7.0,2.0,33.0,297.0,312.0,33.0,296.0,311.0,24.0,253.0,259.0,0.0825082508250825,0.8382838283828383,0.858085808580858
0,28,248,7,6,1,0.6168318041116797,True,3.0,201955.0,22.0,7.0,False,179.0,313599.14285714284,953.0,2.0,912.0,1501.0,2232.0,879.0,1233.0,1937.0,876.0,1306.0,2006.0,0.1987310219805121,0.2961704056197598,0.4547926580557443
0,118,65,1,1,1,0.0,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,176,38,13,10,1,0.7272160836034905,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,26,0,3,1,1,0.8420887815606471,True,5.0,465269.0,17.0,4.0,False,31.0,1036448.0,89.0,2.0,1.0,1093.0,1093.0,1.0,944.0,944.0,1.0,494.0,494.0,0.0031847133757961,0.7882165605095541,0.7882165605095541
0,287,0,5,3,1,0.6722182156511425,True,8.0,13374337.0,44.0,19.0,False,20.0,451825.0,33.0,2.0,94.0,356.0,410.0,94.0,355.0,409.0,94.0,254.0,308.0,0.2043010752688172,0.5483870967741935,0.6645161290322581
1,20,4,3,3,1,0.8194483718728035,True,3.0,-15024337.0,15.0,7.0,False,12.0,310513.0,38.0,2.0,108.0,496.0,518.0,108.0,489.0,511.0,94.0,451.0,466.0,0.1585976627712854,0.7545909849749582,0.7796327212020033
1,181,124,6,4,1,0.8295650378199465,True,14.0,-33535690.0,66.0,29.0,False,7.0,153146.66666666666,14.0,2.0,8.0,32.0,33.0,8.0,32.0,33.0,7.0,25.0,25.0,0.0842105263157894,0.2736842105263158,0.2736842105263158
0,187,25,5,3,1,0.7925863673245099,True,4.0,1283878.0,24.0,11.0,False,16.0,635496.8,33.0,2.0,33.0,735.0,759.0,33.0,734.0,758.0,1.0,255.0,256.0,0.0073529411764705,0.9411764705882352,0.9448529411764706
1,9,3,3,2,1,0.9358932809493992,True,4.0,1350441.0,26.0,9.0,False,130.0,316521.6666666667,431.0,2.0,8.0,528.0,530.0,8.0,528.0,530.0,7.0,514.0,515.0,0.0013840830449826,0.0891003460207612,0.089273356401384
1,86,86,33,14,1,0.9260772983203536,True,11.0,3327528.0,67.0,22.0,False,226.0,93886.09090909093,1193.0,3.0,252.0,1775.0,1996.0,223.0,1434.0,1634.0,73.0,1527.0,1574.0,0.0125126817720662,0.258369969563747,0.2663172133919513
1,43,0,5,5,1,0.92149311369008,True,31.0,972727.0,112.0,27.0,False,57.0,264376.0,127.0,7.0,0.0,1347.0,1347.0,0.0,1261.0,1261.0,0.0,862.0,862.0,0.0010672358591248,0.9210245464247598,0.9210245464247598
1,21,3,3,2,1,0.886859507142915,True,2.0,269906.0,8.0,2.0,False,22.0,699848.6666666666,34.0,2.0,379.0,1483.0,1854.0,379.0,1393.0,1764.0,14.0,1231.0,1241.0,0.0047333543704638,0.3887661722940991,0.3919217418744083
1,902,0,4,2,1,0.7517117210855127,True,13.0,1845570.0,54.0,20.0,False,1.0,341867.5,2.0,3.0,2.0,327.0,327.0,2.0,327.0,327.0,2.0,231.0,231.0,0.01171875,0.90625,0.90625
0,70,6,2,2,1,0.524805134842907,True,5.0,2594518.0,83.0,19.0,False,6.0,1118131.5,7.0,4.0,12.0,2810.0,2812.0,12.0,2378.0,2380.0,10.0,2695.0,2697.0,0.0014889009204114,0.3649160801299404,0.3651867893881971
1,66,8,5,4,1,0.8108512147480971,True,6.0,991930.0,34.0,14.0,False,12.0,244868.0,13.0,2.0,0.0,777.0,777.0,0.0,723.0,723.0,0.0,262.0,262.0,0.0028901734104046,0.7601156069364162,0.7601156069364162
1,72,63,13,11,1,0.8463706492901527,True,11.0,2887723.0,61.0,27.0,False,263.0,1809.7692307692307,1651.0,2.0,1785.0,468.0,2093.0,1520.0,432.0,1798.0,1688.0,446.0,1979.0,0.25809902200489,0.0683068459657701,0.3025672371638142
1,34,15,2,2,1,0.9486131982385806,True,2.0,233842.0,14.0,3.0,False,8.0,102234.0,11.0,2.0,39.0,440.0,448.0,38.0,438.0,446.0,26.0,330.0,332.0,0.0784883720930232,0.9622093023255814,0.9680232558139537
1,982,28,7,5,1,0.541044095893009,True,2.0,1381566.0,42.0,10.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
0,20,36,2,2,1,0.9917033083725818,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,17,12,3,3,1,0.5240515878248748,True,1.0,53850.0,8.0,4.0,False,34.0,353743.0,138.0,4.0,59.0,1142.0,1180.0,56.0,1132.0,1167.0,58.0,1112.0,1149.0,0.0099898408398239,0.1884524212665086,0.1947172367084321
1,17,14,2,2,1,0.9992492479956564,True,1.0,31435.0,6.0,3.0,False,22.0,332732.0,44.0,3.0,44.0,427.0,428.0,44.0,425.0,426.0,39.0,319.0,319.0,0.1201201201201201,0.960960960960961,0.960960960960961
1,13,8,1,1,1,0.0,True,2.0,27735.0,13.0,5.0,False,20.0,1163289.0,42.0,3.0,158.0,2715.0,2807.0,158.0,2294.0,2386.0,156.0,1706.0,1796.0,0.0265561569688768,0.2887347767253044,0.303958051420839
1,2,5,1,1,1,0.0,True,2.0,1180976.0,13.0,3.0,False,134.0,43511.0,378.0,1.0,1402.0,575.0,1893.0,1140.0,566.0,1626.0,1354.0,563.0,1835.0,0.2023596176821983,0.0842293906810035,0.2741935483870967
1,475,35,5,5,1,0.5997657147171198,True,17.0,1428600.0,79.0,15.0,False,51.0,126976.0,114.0,1.0,105.0,239.0,321.0,104.0,226.0,308.0,92.0,212.0,282.0,0.107514450867052,0.2462427745664739,0.3271676300578034
0,16,26,2,2,1,0.7024665512903903,True,5.0,-9389181.0,31.0,15.0,False,14.0,1098106.0,20.0,3.0,2.0,183.0,184.0,2.0,170.0,171.0,2.0,162.0,163.0,0.0040760869565217,0.2214673913043478,0.2228260869565217
0,78,10,5,2,1,0.7905570689641764,True,14.0,3471256.0,105.0,53.0,False,30.0,5133.0,86.0,7.0,1379.0,2761.0,2761.0,1254.0,2432.0,2432.0,557.0,1797.0,1797.0,0.087474525787741,0.28186236087161,0.28186236087161
1,14,0,5,4,1,0.8902220097637679,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,175,79,14,11,1,0.9071550356475988,True,3.0,-13648228.0,15.0,4.0,False,26.0,633066.0714285715,109.0,2.0,25.0,567.0,568.0,25.0,567.0,568.0,19.0,515.0,515.0,0.0303030303030303,0.7818181818181819,0.7818181818181819
1,183,331,8,4,2,0.602674968194485,True,5.0,644512.0,24.0,11.0,False,1.0,121494.72727272728,1.0,3.0,185.0,1082.0,1243.0,154.0,1053.0,1183.0,0.0,25.0,25.0,0.032258064516129,0.8387096774193549,0.8387096774193549
0,23,8,1,1,1,0.0,True,4.0,594516.0,16.0,5.0,False,17.0,3534981.0,20.0,2.0,0.0,1304.0,1304.0,0.0,1298.0,1298.0,0.0,1219.0,1219.0,0.0003775009437523,0.4605511513778784,0.4605511513778784
0,36,0,1,1,1,0.0,True,2.0,2090167.0,8.0,3.0,False,5.0,1738278.0,6.0,3.0,61.0,2326.0,2367.0,61.0,2039.0,2080.0,48.0,2188.0,2216.0,0.0075396214802277,0.3368210493922142,0.3411294045237729
1,1,1,1,1,1,0.0,True,1.0,16287.0,17.0,2.0,False,6.0,90302.0,10.0,2.0,294.0,1176.0,1269.0,272.0,958.0,1030.0,227.0,430.0,485.0,0.2446351931330472,0.4624463519313305,0.5214592274678111
1,50,12,3,3,1,0.9238932072109596,True,6.0,-27632707.0,34.0,14.0,False,16.0,605930.3333333334,35.0,3.0,122.0,208.0,250.0,122.0,207.0,249.0,116.0,169.0,207.0,0.5154185022026432,0.748898678414097,0.9162995594713657
0,63,94,6,5,1,0.973024728723116,True,5.0,219769.0,19.0,4.0,False,117.0,242165.0,489.0,3.0,338.0,1026.0,1254.0,287.0,925.0,1120.0,296.0,902.0,1098.0,0.0802052389954091,0.2438563327032136,0.2967863894139886
1,26,1,2,2,1,0.3809465857053901,True,1.0,54726.0,16.0,7.0,False,3.0,693287.0,6.0,4.0,6.0,1117.0,1120.0,6.0,1007.0,1010.0,3.0,970.0,970.0,0.0038948393378773,0.9454722492697176,0.9454722492697176
1,59,0,4,3,1,0.8770878122080994,True,7.0,906835.0,50.0,22.0,False,20.0,250954.0,43.0,1.0,4.0,298.0,299.0,4.0,295.0,296.0,4.0,286.0,287.0,0.0054525627044711,0.3129770992366412,0.3140676117775354
1,286,223,15,12,2,0.5569146536950693,True,3.0,228014.0,25.0,13.0,False,7.0,849983.4375,11.0,2.0,42.0,360.0,392.0,42.0,344.0,376.0,3.0,7.0,9.0,0.1212121212121212,0.2424242424242424,0.303030303030303
1,318,0,2,2,1,0.9861455309835618,True,14.0,1810685.0,49.0,13.0,False,0.0,0.0,0.0,2.0,928.0,1947.0,2495.0,880.0,1672.0,2191.0,909.0,1838.0,2369.0,0.1378161441768892,0.2785097682871422,0.3589277601090413
0,99,2,2,2,1,0.2842902892501333,True,7.0,5512828.0,26.0,15.0,False,149.0,63848.5,456.0,8.0,128.0,3344.0,3410.0,106.0,2472.0,2525.0,120.0,3045.0,3106.0,0.0169491525423728,0.4266704020170892,0.4352150161086986
1,284,1,11,3,1,0.822158459998324,True,12.0,6629370.0,127.0,42.0,False,2.0,628721.0909090909,3.0,3.0,411.0,1107.0,1291.0,375.0,975.0,1142.0,155.0,449.0,500.0,0.2574257425742574,0.7425742574257426,0.8267326732673267
1,73,65,3,2,1,0.521325886847662,True,2.0,2887342.0,21.0,9.0,False,129.0,99395.0,546.0,6.0,1017.0,3946.0,4506.0,783.0,3444.0,3807.0,987.0,2994.0,3531.0,0.1559097364683604,0.4726211140918415,0.5573615275366893
1,64,119,2,1,1,0.9338238064061994,True,6.0,111646.0,24.0,8.0,False,109.0,1290.0,414.0,3.0,598.0,1917.0,2344.0,597.0,1704.0,2130.0,579.0,1146.0,1555.0,0.1130604288499025,0.2235867446393762,0.3033138401559454
1,44,18,2,1,1,0.345117314944953,True,3.0,263018.0,25.0,14.0,False,11.0,455739.0,51.0,6.0,145.0,1058.0,1087.0,145.0,956.0,985.0,137.0,909.0,933.0,0.138,0.91,0.934
0,233,87,5,2,2,0.4967216879012103,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,59,0,3,2,1,0.5880555517588982,True,1.0,366509.0,9.0,5.0,False,3.0,143685.0,3.0,4.0,184.0,954.0,1060.0,156.0,923.0,1003.0,26.0,202.0,205.0,0.117391304347826,0.8826086956521739,0.8956521739130435
1,151,75,2,2,1,0.9954192904269324,True,2.0,15047.0,10.0,4.0,False,6.0,518613.0,12.0,3.0,11.0,688.0,693.0,10.0,662.0,666.0,8.0,153.0,156.0,0.0514285714285714,0.88,0.8971428571428571
0,80,116,8,7,1,0.8466060970066361,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
0,174,220,8,1,1,0.8085594363085628,True,8.0,716860.0,29.0,4.0,False,18.0,1779465.0,40.0,2.0,492.0,608.0,861.0,486.0,557.0,805.0,476.0,568.0,809.0,0.3856103476151981,0.459983831851253,0.6548100242522231
1,405,7,8,3,1,0.855657212079529,True,16.0,2854709.0,123.0,50.0,False,102.0,64151.25,346.0,6.0,9.0,1152.0,1155.0,9.0,1143.0,1146.0,0.0,987.0,987.0,0.0002769315978953,0.273608418720576,0.273608418720576
0,107,69,10,9,1,0.9108438361270552,True,9.0,-19650646.0,47.0,12.0,False,29.0,108600.6,123.0,2.0,114.0,276.0,342.0,114.0,273.0,339.0,104.0,246.0,306.0,0.2359550561797752,0.5550561797752809,0.6898876404494382
0,15,0,2,2,1,0.8366407419411672,True,3.0,1329196.0,37.0,20.0,False,25.0,4957962.5,64.0,4.0,159.0,745.0,809.0,158.0,554.0,618.0,136.0,583.0,625.0,0.1255728689275893,0.535288725939505,0.5737855178735105
0,19,51,1,1,1,0.0,True,5.0,1993725.0,28.0,14.0,False,6.0,15122349.0,7.0,6.0,4.0,1868.0,1870.0,4.0,1782.0,1784.0,4.0,915.0,917.0,0.0009615384615384,0.1761538461538461,0.1765384615384615
1,10,10,3,2,1,0.9713107216099232,True,2.0,2485143.0,18.0,8.0,False,9.0,209535.0,11.0,2.0,357.0,662.0,872.0,328.0,655.0,837.0,11.0,45.0,48.0,0.2222222222222222,0.8518518518518519,0.9074074074074074
1,26,35,7,7,1,0.7772916611362689,True,2.0,3306.0,9.0,3.0,False,21.0,267619.28571428574,43.0,2.0,68.0,27.0,86.0,68.0,27.0,86.0,66.0,21.0,79.0,0.4437086092715231,0.1456953642384106,0.5298013245033113
1,7,44,5,2,1,0.8843738512271325,True,2.0,925606.0,13.0,5.0,False,57.0,206908.4,137.0,3.0,1273.0,1958.0,3012.0,1154.0,1704.0,2640.0,458.0,1864.0,2106.0,0.0739130434782608,0.3003220611916264,0.3392914653784219
0,56,3,2,2,1,0.8431619569518378,True,2.0,-31607649.0,10.0,4.0,False,6.0,51993.0,13.0,3.0,52.0,145.0,157.0,52.0,144.0,156.0,42.0,106.0,115.0,0.3233082706766917,0.8045112781954887,0.8721804511278195
0,2,2,1,1,1,0.0,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,64,3,3,3,1,0.6296387717104466,True,5.0,166565.0,24.0,11.0,False,76.0,13388.0,196.0,1.0,30.0,1473.0,1499.0,30.0,1409.0,1435.0,29.0,1376.0,1401.0,0.0083916083916083,0.3851748251748251,0.3921678321678322
0,5,6,1,1,1,0.0,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,2,0,1,1,1,0.0,True,4.0,241877.0,23.0,3.0,False,30.0,1112709.0,73.0,2.0,34.0,1603.0,1629.0,34.0,1291.0,1317.0,28.0,1359.0,1380.0,0.0053793359302541,0.2522723056946763,0.2561676868855499
1,635,0,3,3,1,0.5923336598058195,True,8.0,858523.0,41.0,11.0,False,17.0,346452.3333333333,23.0,3.0,25.0,398.0,400.0,25.0,396.0,398.0,20.0,299.0,299.0,0.0636363636363636,0.9090909090909092,0.9090909090909092
1,5,6,1,1,1,0.0,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,32,90,2,1,1,0.9982545693874832,True,5.0,1951231.0,57.0,15.0,False,19.0,641605.0,47.0,3.0,1737.0,1456.0,2863.0,1476.0,1336.0,2488.0,855.0,1435.0,1961.0,0.1169239174976096,0.1961480672039338,0.2679961753858762
0,5,3,1,1,1,0.0,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
0,20,0,2,2,1,0.8112781244591328,True,3.0,-31861027.0,14.0,5.0,False,6.0,264233.0,10.0,2.0,53.0,74.0,107.0,53.0,72.0,105.0,47.0,58.0,85.0,0.3720930232558139,0.4573643410852713,0.6666666666666666
1,907,98,3,3,1,0.6690760027900735,True,1.0,2625536.0,29.0,11.0,False,36.0,6443560.0,64.0,6.0,0.0,716.0,716.0,0.0,671.0,671.0,0.0,638.0,638.0,0.000805152979066,0.5144927536231884,0.5144927536231884
1,39,1687,11,4,1,0.7070237937391202,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
0,52,22,2,2,1,0.922734620953094,True,5.0,3558759.0,33.0,20.0,False,13.0,5830113.0,33.0,7.0,206.0,2193.0,2279.0,201.0,1931.0,2013.0,130.0,538.0,577.0,0.200920245398773,0.8266871165644172,0.8865030674846626
1,25,3,2,2,1,0.5916727785823275,True,6.0,2156747.0,36.0,7.0,False,70.0,1292836.0,144.0,1.0,58.0,428.0,469.0,58.0,358.0,399.0,45.0,414.0,442.0,0.029449423815621,0.2656850192061459,0.2836107554417413
1,64,1,2,2,1,0.9500796252338518,False,4.0,683683.5,27.0,9.0,True,24.0,274143.1666666666,61.0,3.0,75.0,916.0,1022.0,71.0,863.0,959.5,40.0,584.0,638.0,0.039521430929511,0.44285158174047057,0.49223529793231746
1,73,7,3,2,1,0.9412500337806752,True,11.0,3383849.0,64.0,14.0,False,10.0,1210115.0,23.0,2.0,8.0,1136.0,1138.0,8.0,952.0,954.0,8.0,992.0,994.0,0.0065837600585223,0.7264081931236284,0.7278712509144111
0,39,0,3,2,1,0.767143151609846,True,3.0,175211.0,36.0,9.0,False,18.0,12568818.333333334,32.0,2.0,8.0,1408.0,1416.0,7.0,1166.0,1173.0,7.0,1351.0,1358.0,0.0010733932644572,0.1814034616932778,0.1823426807996779
0,22,24,3,3,1,0.810587391612151,True,3.0,15629276.0,27.0,11.0,False,22.0,598558.0,32.0,6.0,52.0,1045.0,1045.0,52.0,949.0,949.0,47.0,474.0,474.0,0.0863309352517985,0.85431654676259,0.85431654676259
0,64,31,7,4,1,0.8239869484222724,True,3.0,26708.0,15.0,6.0,False,70.0,714985.1428571428,400.0,3.0,1074.0,554.0,1360.0,1074.0,554.0,1360.0,1012.0,433.0,1205.0,0.4189412737799834,0.1794871794871795,0.4987593052109181
0,9,9,1,1,1,0.0,True,1.0,65550.0,7.0,2.0,False,10.0,10109.0,15.0,2.0,38.0,1226.0,1236.0,38.0,921.0,931.0,35.0,610.0,617.0,0.0471204188481675,0.7997382198952879,0.8089005235602095
1,41,32,1,1,1,0.0,True,2.0,140728.0,19.0,10.0,False,41.0,753.0,166.0,5.0,460.0,2272.0,2484.0,431.0,2248.0,2436.0,442.0,1981.0,2181.0,0.1592952175476447,0.7126932758000719,0.7846098525710177
1,22,0,1,1,1,0.0,True,2.0,108341.0,12.0,5.0,False,14.0,400201.0,22.0,3.0,4.0,949.0,949.0,4.0,873.0,873.0,4.0,809.0,809.0,0.0053418803418803,0.8653846153846154,0.8653846153846154
0,19,0,4,4,1,0.8737065197658207,True,4.0,2248045.0,24.0,9.0,False,32.0,5924.5,49.0,2.0,40.0,413.0,453.0,40.0,411.0,451.0,3.0,392.0,395.0,0.0008785416209092,0.0863167142543378,0.0869756204700197
0,204,171,19,11,1,0.656832632766363,True,8.0,226450.0,34.0,6.0,False,122.0,200533.52631578947,791.0,2.0,52.0,910.0,943.0,52.0,877.0,910.0,49.0,840.0,871.0,0.0177367860943597,0.2983327421071302,0.3093295494856332
1,162,93,8,3,1,0.6735434319316521,True,4.0,-28291066.0,19.0,9.0,False,9.0,8729.0,17.0,3.0,142.0,129.0,220.0,141.0,129.0,219.0,106.0,114.0,171.0,0.5245098039215687,0.5637254901960784,0.8431372549019608
1,261,102,7,4,1,0.6495398783569086,True,5.0,881726.0,74.0,11.0,False,4.0,1231229.0,6.0,2.0,233.0,457.0,613.0,229.0,378.0,532.0,208.0,262.0,402.0,0.1906934306569343,0.239963503649635,0.3677007299270073
1,34,0,2,2,1,0.3227569588973982,True,3.0,1664840.0,18.0,7.0,False,10.0,675712.0,11.0,1.0,17.0,1041.0,1057.0,17.0,1041.0,1057.0,1.0,982.0,982.0,0.0008421052631578,0.4138947368421052,0.4138947368421052
1,20,8,4,2,1,0.9015037330495572,True,6.0,6446907.0,41.0,19.0,False,32.0,46383.0,56.0,6.0,74.0,1688.0,1735.0,72.0,1390.0,1436.0,70.0,1471.0,1514.0,0.0152622527944969,0.3164230438521066,0.3256663800515907
0,630,0,4,3,1,0.6703872557040401,True,8.0,708761.0,38.0,14.0,False,46.0,669009.5,153.0,3.0,30.0,624.0,630.0,28.0,506.0,510.0,30.0,478.0,484.0,0.0333692142088266,0.5156081808396125,0.5220667384284177
1,231,68,16,10,1,0.9398357008677676,True,6.0,13481973.0,32.0,11.0,False,137.0,267105.5,572.0,2.0,41.0,2688.0,2707.0,41.0,2156.0,2175.0,41.0,2532.0,2551.0,0.007410021171489,0.446894848270995,0.4502470007057163
1,21,19,2,2,2,0.99819587904281,True,1.0,82575.0,5.0,2.0,False,2.0,645925.5,3.0,2.0,91.0,165.0,233.0,77.0,163.0,218.0,89.0,161.0,227.0,0.2506963788300835,0.4512534818941504,0.6350974930362117
0,4,11,1,1,1,0.0,True,1.0,2221903.0,9.0,7.0,False,33.0,1741880.0,69.0,6.0,1282.0,2395.0,2395.0,1246.0,2283.0,2283.0,1192.0,1936.0,1936.0,0.2699095022624434,0.438235294117647,0.438235294117647
1,89,46,5,3,1,0.433958370359285,True,6.0,4379359.0,32.0,20.0,False,106.0,21856.0,346.0,9.0,4.0,2461.0,2462.0,4.0,2305.0,2306.0,0.0,1593.0,1593.0,0.0002082032063293,0.3318759108890277,0.3318759108890277
0,267,376,10,7,1,0.726410805672371,True,5.0,506543.0,19.0,6.0,False,49.0,113981.2,213.0,1.0,185.0,282.0,426.0,185.0,282.0,426.0,180.0,281.0,420.0,0.2047511312217194,0.3190045248868778,0.4762443438914027
1,1,0,1,1,1,0.0,True,1.0,4091.0,5.0,9.0,True,1.0,1757205.0,1.0,1.0,574.0,574.0,574.0,550.0,550.0,550.0,558.0,558.0,558.0,0.3958923512747875,0.3958923512747875,0.3958923512747875
1,37,38,3,2,1,0.9568830873849072,True,3.0,38538.0,11.0,8.0,False,30.0,195617.0,70.0,1.0,23.0,506.0,521.0,23.0,505.0,520.0,17.0,396.0,405.0,0.015817223198594,0.3488576449912126,0.3567662565905096
1,149,19,5,5,1,0.7683241597772188,True,12.0,1234773.0,64.0,22.0,False,144.0,129505.8,693.0,4.0,1.0,2718.0,2719.0,1.0,2099.0,2100.0,1.0,2434.0,2435.0,0.0003601008282319,0.4384227583723442,0.4386028087864602
