Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,numberOfBugsFoundUntil:,numberOfNonTrivialBugsFoundUntil:,numberOfMajorBugsFoundUntil:,numberOfCriticalBugsFoundUntil:,numberOfHighPriorityBugsFoundUntil:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc
0,29,1,352,2,0.0,0,0,0,0.0,0.0,0,0,2,5,4,79,14,7,7,20,38,0.333333,0.185185,55,42,3,6,0.185185,55,0,0,0,0,0,242,324,4,5,4,5,18,0,8,5,18,173,0,8,5,242,324,4,5,4,5,18,0,8,5,18,173,0,8,5,3.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,826.0,242.0,68.8333,268.0,86.0,22.3333,558.0,156.0,46.5,178.571,45.7523,4.49111,0.283954,0.0106319,0.114846,0.0246831,22.0,1.0,6.0,16.0,136.0,0.0,4.0,0.0,253.0,17.0,6.0,4.0,9.0,0.0,7.0,140.0,78.0
0,25,1,366,2,0.131917,2,14,4,0.157895,0.162338,54,50,1,7,7,103,18,7,7,18,29,0.25,0.0941176,32,4,1,3,0.0941176,32,0,0,0,0,0,308,342,1,7,1,7,11,0,3,0,11,243,0,3,0,308,342,1,7,1,7,11,0,3,0,11,243,0,3,0,11.0,9.0,5.0,2.0,0.0,0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,4.0,667.0,165.0,23.0,471.0,127.0,16.2414,196.0,117.0,6.75862,183.0,87.0685,21.0803,0.186623,0.0628759,0.582136,0.139766,28.0,1.0,4.0,24.0,45.0,0.0,1.0,0.0,277.0,10.0,6.0,1.0,8.0,0.0,2.0,181.0,85.0
0,30,1,211,2,0.0,0,0,0,0.0,0.0,0,0,5,3,3,59,24,21,40,28,45,0.0,0.112994,20,0,0,13,0.112994,20,0,0,0,0,0,157,182,0,5,0,5,17,0,12,0,17,105,0,12,0,157,182,0,5,0,5,17,0,12,0,17,105,0,12,0,20.0,19.0,5.0,3.0,4.0,0,0.0,0.0,0.0,0.0,103.0,2.0,0.0,8.0,1628.0,163.0,15.8058,2218.0,411.0,21.534,-590.0,56.0,-5.72815,295.429,85.5675,21.7149,0.213269,0.0524691,0.564719,0.0970395,39.0,1.0,19.0,20.0,91.0,0.0,0.0,0.0,146.0,14.0,6.0,0.0,4.0,0.0,9.0,99.0,53.0
0,28,1,142,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,31,7,5,5,7,14,0.8,0.214953,23,20,4,1,0.214953,23,0,0,0,0,0,84,115,0,6,0,6,7,0,4,0,7,73,0,4,0,84,115,0,6,0,6,7,0,4,0,7,73,0,4,0,3.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,75.0,38.0,12.5,39.0,18.0,6.5,36.0,24.0,6.0,104.429,41.0876,5.4784,0.0209102,0.0193956,0.162692,0.0406163,12.0,1.0,3.0,9.0,10.0,0.0,0.0,0.0,79.0,5.0,6.0,0.0,3.0,0.0,2.0,47.0,29.0
0,19,1,38,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,2,1,1,1,3,0.333333,0.222222,4,3,1,2,0.222222,4,0,0,0,0,0,14,20,1,0,1,0,2,1,2,0,2,5,1,2,0,14,20,1,0,1,0,2,1,2,0,2,5,1,2,0,3.0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,25.0,1.0,0.0,7.0,197.0,45.0,7.88,188.0,47.0,7.52,9.0,24.0,0.36,335.0,62.794,10.9403,0.0052762,0.0271126,0.290691,0.0412213,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0
0,31,1,169,2,0.0,0,0,0,0.0,0.0,0,0,1,9,3,41,0,5,5,0,8,0.0,0.194444,28,4,0,4,0.194444,28,0,0,0,0,0,116,139,16,3,16,3,8,0,3,0,8,72,0,3,0,116,139,16,3,16,3,8,0,3,0,8,72,0,3,0,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,4.0,248.0,110.0,17.7143,150.0,77.0,10.7143,98.0,33.0,7.0,144.286,27.0668,9.06318,0.0539174,0.0255882,0.249566,0.0474077,7.0,1.0,5.0,2.0,28.0,0.0,16.0,0.0,91.0,8.0,6.0,16.0,5.0,0.0,3.0,60.0,41.0
0,5,1,35,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5,2,1,1,0,5,0.0,0.0,0,0,0,6,0.0,0,1,1,0,0,1,24,31,7,4,4,4,5,0,5,0,5,8,3,5,0,24,31,7,4,4,4,5,0,5,0,5,8,3,5,0,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,73.0,35.0,18.25,3.0,3.0,0.75,70.0,35.0,17.5,64.0,5.87084,4.56949,0.0158563,0.0189968,0.143157,0.0468358,1.0,1.0,1.0,0.0,10.0,0.0,4.0,3.0,18.0,5.0,10.0,4.0,0.0,0.0,5.0,5.0,5.0
0,37,1,226,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,47,13,3,5,11,29,0.0,0.0838323,14,9,0,11,0.0838323,14,0,0,0,0,0,153,190,4,2,4,2,18,0,10,0,18,95,0,10,0,153,190,4,2,4,2,18,0,10,0,18,95,0,10,0,2.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,93.0,55.0,10.3333,54.0,24.0,6.0,39.0,31.0,4.33333,187.143,67.298,9.94289,0.0211387,0.0213199,0.2527,0.0325755,16.0,1.0,3.0,13.0,136.0,0.0,4.0,0.0,132.0,17.0,6.0,4.0,7.0,0.0,10.0,69.0,38.0
0,18,1,61,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,6,3,2,0,4,8,0.8,0.410256,16,16,4,1,0.410256,16,0,0,0,0,0,23,44,1,4,1,4,4,0,4,0,4,9,0,4,0,23,44,1,4,1,4,4,0,4,0,4,9,0,4,0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,70.0,21.0,5.38462,45.0,20.0,3.46154,25.0,16.0,1.92308,225.286,73.3408,12.6847,0.015136,0.0278185,0.324998,0.0398887,3.0,1.0,2.0,2.0,10.0,0.0,1.0,0.0,20.0,5.0,6.0,1.0,0.0,0.0,5.0,9.0,5.0
0,21,1,38,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,2,0,0,0,1,0.5,0.285714,4,4,1,1,0.285714,4,0,0,0,0,0,10,18,1,0,1,0,1,0,1,0,1,3,0,1,0,10,18,1,0,1,0,1,0,1,0,1,3,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,37.0,20.0,4.11111,37.0,15.0,4.11111,0.0,5.0,0.0,225.286,121.344,9.53614,0.00993165,0.0240924,0.25412,0.039735,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
0,21,1,82,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,14,6,3,3,6,10,0.0,0.0384615,2,0,0,2,0.0384615,2,1,1,0,0,1,50,62,2,2,1,2,4,0,1,1,9,41,0,5,1,50,62,2,2,1,2,4,0,1,1,9,41,0,5,1,10.0,10.0,1.0,1.0,3.0,1,0.0,0.0,0.0,0.0,68.0,2.0,0.0,8.0,1072.0,168.0,15.7647,1514.0,501.0,22.2647,-442.0,100.0,-6.5,335.286,95.6461,17.039,0.127542,0.0366884,0.436048,0.0453971,10.0,2.0,2.0,8.0,10.0,0.0,1.0,0.0,53.0,5.0,11.0,1.0,0.0,0.0,2.0,31.0,14.0
0,17,1,105,2,0.20202,1,5,1,0.157303,0.245614,14,14,1,1,1,23,2,1,2,0,9,0.666667,0.25974,20,20,4,2,0.25974,20,1,1,0,0,1,57,89,7,4,4,4,9,0,5,0,9,26,3,5,0,57,89,7,4,4,4,9,0,5,0,9,26,3,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,15.0,11.0,5.0,17.0,13.0,5.66667,-2.0,0.0,-0.666667,187.429,111.552,3.45817,0.00244716,0.0114173,0.0979672,0.0309691,1.0,1.0,1.0,0.0,28.0,0.0,4.0,3.0,37.0,8.0,10.0,4.0,2.0,0.0,5.0,18.0,19.0
0,33,1,401,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,71,16,39,59,33,50,0.357143,0.255132,87,50,5,9,0.252907,87,0,0,0,0,0,254,366,7,4,7,4,17,0,13,0,17,189,0,13,0,257,369,7,4,7,4,18,0,14,0,18,190,0,14,0,11.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,6.0,462.0,268.0,16.5,156.0,44.0,5.57143,306.0,224.0,10.9286,188.429,20.7536,18.222,0.075287,0.0410528,0.472256,0.0536475,44.0,1.0,29.0,15.0,120.0,0.0,7.0,0.0,278.0,16.0,6.0,7.0,4.0,0.0,12.0,118.0,63.0
0,26,1,251,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,27,5,1,6,5,17,0.5,0.301205,50,45,5,5,0.25,51,0,0,0,0,0,116,179,4,3,4,3,12,0,9,0,12,80,0,9,0,153,226,6,5,6,5,19,0,16,0,19,99,0,16,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,15.0,10.0,5.0,10.0,10.0,3.33333,5.0,10.0,1.66667,187.429,51.9524,3.45817,0.00247476,0.0114173,0.0979672,0.0309691,7.0,1.0,1.0,6.0,36.0,0.0,4.0,0.0,108.0,9.0,6.0,4.0,3.0,0.0,6.0,67.0,24.0
0,18,1,88,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,20,1,8,17,1,12,0.0909091,0.0806452,5,3,1,10,0.0806452,5,0,0,1,1,0,57,71,5,4,5,4,11,0,10,1,11,28,0,10,1,57,71,5,4,5,4,11,0,10,1,11,28,0,10,1,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,8.0,90.0,26.0,5.0,69.0,26.0,3.83333,21.0,10.0,1.16667,335.286,119.943,10.8383,0.0130349,0.0255975,0.283314,0.0397602,9.0,1.0,6.0,3.0,55.0,1.0,5.0,0.0,50.0,11.0,0.0,5.0,1.0,0.0,10.0,25.0,20.0
0,36,1,205,2,0.0,0,0,0,0.0,0.0,0,0,1,5,3,55,8,2,3,9,22,0.2,0.0522876,8,3,1,4,0.0522876,8,0,0,0,0,0,145,170,2,1,2,1,13,0,4,0,13,91,0,4,0,145,170,2,1,2,1,13,0,4,0,13,91,0,4,0,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,122.0,29.0,8.13333,77.0,34.0,5.13333,45.0,19.0,3.0,196.571,67.8677,13.1509,0.0207257,0.0302388,0.342488,0.0415576,14.0,1.0,2.0,13.0,91.0,0.0,2.0,0.0,147.0,14.0,6.0,2.0,9.0,0.0,5.0,93.0,50.0
0,24,1,134,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,31,7,5,4,8,14,0.0,0.131579,15,0,0,3,0.131579,15,0,0,0,0,0,99,111,2,2,2,2,6,1,2,0,6,73,1,2,0,99,111,2,2,2,2,6,1,2,0,6,73,1,2,0,9.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,6.0,246.0,90.0,12.3,199.0,54.0,9.95,47.0,36.0,2.35,201.143,76.975,20.6318,0.27717,0.0838237,0.616172,0.205717,15.0,1.0,4.0,12.0,21.0,0.0,2.0,0.0,98.0,7.0,6.0,1.0,4.0,0.0,3.0,67.0,29.0
0,29,1,372,2,0.0634371,2,6,2,0.0610465,0.0780669,21,21,1,4,4,66,25,1,1,45,64,0.0,0.144654,46,21,0,6,0.144654,46,0,0,0,0,0,272,344,4,6,4,6,19,0,5,0,19,218,0,5,0,272,344,4,6,4,6,19,0,5,0,19,218,0,5,0,8.0,8.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,14.0,0.0,1.0,4.0,224.0,109.0,16.0,279.0,114.0,19.9286,-55.0,10.0,-3.92857,132.286,74.2283,13.0943,0.175564,0.0551471,0.400439,0.12469,25.0,1.0,0.0,25.0,120.0,0.0,4.0,0.0,281.0,16.0,6.0,4.0,6.0,0.0,4.0,182.0,60.0
0,29,1,326,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,93,7,16,34,10,35,0.0,0.0774908,21,2,0,12,0.0774908,21,0,0,1,1,0,250,298,11,5,11,5,25,0,11,1,25,146,0,11,1,250,298,11,5,11,5,25,0,11,1,25,146,0,11,1,14.0,11.0,2.0,1.0,0.0,1,0.0,1.0,0.0,0.0,54.0,0.0,1.0,5.0,1305.0,476.0,24.1667,493.0,145.0,9.12963,812.0,476.0,15.037,175.714,14.3502,29.9939,0.210493,0.0787387,0.803194,0.142929,24.0,1.0,16.0,9.0,190.0,1.0,11.0,0.0,185.0,20.0,6.0,5.0,7.0,0.0,8.0,96.0,66.0
0,17,1,28,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,3,2,3,1,3,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,10,12,6,5,1,1,2,0,2,0,13,3,0,12,1,10,12,6,5,1,1,2,0,2,0,13,3,0,12,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.666667,2.0,1.0,0.666667,0.0,0.0,0.0,85.2857,34.2857,3.37663,0.00134503,0.0143904,0.106458,0.0371456,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,10.0,1.0,0.0,0.0,2.0,2.0,2.0
0,16,1,50,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,9,2,5,5,0,6,0.0,0.0,0,0,0,7,0.0,0,1,1,0,0,1,29,35,9,5,5,5,6,0,6,0,6,10,4,6,0,29,35,9,5,5,5,6,0,6,0,6,10,4,6,0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0,52.0,31.0,6.5,45.0,31.0,5.625,7.0,6.0,0.875,335.286,217.591,6.42599,0.00439841,0.0158461,0.168539,0.0313813,5.0,1.0,5.0,0.0,15.0,0.0,5.0,4.0,22.0,6.0,11.0,5.0,0.0,0.0,6.0,6.0,9.0
0,23,1,101,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,19,0,19,17,0,5,0.0,0.146667,11,0,0,5,0.146667,11,0,0,0,0,0,64,79,3,2,3,2,5,2,4,0,5,43,2,4,0,64,79,3,2,3,2,5,2,4,0,5,43,2,4,0,2.0,2.0,2.0,2.0,1.0,1,0.0,1.0,0.0,0.0,15.0,1.0,0.0,8.0,113.0,36.0,7.53333,103.0,51.0,6.86667,10.0,11.0,0.666667,335.286,89.7939,9.57359,0.00574061,0.0242606,0.255362,0.0400166,21.0,1.0,14.0,7.0,10.0,0.0,3.0,0.0,68.0,5.0,6.0,1.0,1.0,0.0,4.0,26.0,16.0
0,27,1,371,2,0.165649,3,16,4,0.133333,0.181818,46,46,1,9,5,65,7,6,3,9,14,1.0,0.309973,115,64,5,0,0.309973,115,0,0,0,0,0,256,345,5,1,5,1,5,1,4,0,5,185,1,4,0,256,345,5,1,5,1,5,1,4,0,5,185,1,4,0,11.0,9.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0.0,14.0,0.0,0.0,4.0,408.0,126.0,29.1429,147.0,30.0,10.5,261.0,103.0,18.6429,43.8571,19.9919,10.3631,0.464042,0.162985,4.37129,0.404081,11.0,1.0,2.0,9.0,6.0,0.0,5.0,0.0,170.0,4.0,6.0,4.0,1.0,0.0,3.0,90.0,36.0
0,45,1,378,2,0.0,0,0,0,0.0,0.0,0,0,1,5,5,80,14,1,18,16,35,0.166667,0.23053,74,47,2,10,0.229167,77,0,0,0,0,0,247,322,16,8,16,8,19,0,11,0,19,175,0,11,0,259,334,26,8,26,8,19,0,11,0,19,175,0,11,0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,203.0,91.0,20.3,124.0,91.0,12.4,79.0,73.0,7.9,132.571,85.5735,10.571,0.0585229,0.0351578,0.307588,0.0702372,23.0,1.0,1.0,22.0,153.0,0.0,16.0,0.0,230.0,18.0,6.0,15.0,1.0,0.0,11.0,156.0,71.0
0,22,1,150,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,32,10,2,2,17,26,0.0,0.0192308,2,0,0,2,0.025641,3,0,0,1,1,0,102,115,3,5,3,5,9,0,1,0,9,70,0,1,0,114,129,5,5,5,5,11,0,3,0,11,74,0,3,0,7.0,6.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,6.0,406.0,112.0,11.6,253.0,46.0,7.22857,153.0,68.0,4.37143,225.286,65.3638,19.5417,0.0992967,0.051806,0.521461,0.102926,12.0,1.0,2.0,10.0,36.0,1.0,3.0,0.0,97.0,9.0,6.0,3.0,3.0,0.0,1.0,68.0,32.0
0,27,1,267,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,54,15,214,352,22,46,0.0,0.0666667,14,3,0,25,0.0666667,14,0,0,0,0,0,196,241,24,14,24,14,24,9,24,0,24,105,9,24,0,196,241,24,14,24,14,24,9,24,0,24,105,9,24,0,27.0,27.0,8.0,6.0,6.0,1,0.0,0.0,0.0,0.0,124.0,3.0,1.0,8.0,1505.0,238.0,12.1371,1597.0,287.0,12.879,-92.0,35.0,-0.741935,335.286,110.56,34.7864,0.315343,0.0866736,0.92035,0.145977,153.0,1.0,146.0,17.0,231.0,0.0,24.0,0.0,168.0,22.0,0.0,15.0,0.0,0.0,22.0,80.0,49.0
