McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,14,0,4,6,2597,0
1,0,86,0,7,23,1464,0
4,0,370,0,7,43,1464,0
1,0,10,0,4,6,2597,0
1,0,61,1,6,8,263,0
1,0,36,0,2,3,2597,0
1,0,28,0,5,17,1464,0
75,0,421,0,7,49,1464,1
1,0,21,0,5,11,592,0
55,0,377,2,6,27,2597,0
1,0,22,0,6,11,1464,0
8,0,127,0,6,17,1464,0
1,0,46,0,4,11,2597,0
1,0,16,0,4,10,2597,0
5,0,116,1,8,18,263,0
9,0,399,0,7,41,1464,0
1,0,10,0,5,12,2597,0
15,0,121,1,7,14,263,0
1,0,11,0,5,12,2597,0
11,0,83,1,7,13,263,0
1,0,19,0,4,6,2597,0
1,0,127,0,7,14,1283,0
1,0,3,0,5,12,2597,0
1,0,79,0,5,15,2597,0
1,0,5,0,4,7,2597,0
5,0,51,0,4,11,2597,0
5,0,27,0,4,10,2597,0
1,0,6,0,4,6,2597,0
1,0,30,0,5,13,1464,0
97,0,490,0,7,42,1464,1
1,0,26,0,6,13,1464,0
16,0,185,0,6,18,2597,0
12,0,73,0,5,12,2597,0
1,0,61,0,4,7,2597,0
1,0,24,0,4,10,2597,0
5,0,116,1,6,15,263,0
1,0,17,0,4,6,2597,0
1,0,79,0,6,15,1464,0
8,0,400,0,8,61,1464,0
1,0,10,0,5,12,2597,0
15,0,121,1,7,29,263,0
1,0,11,0,5,16,2597,0
11,0,83,1,7,18,263,0
1,0,18,0,4,6,2597,0
1,0,84,0,8,22,1464,0
1,0,19,0,4,7,2597,0
1,0,75,0,5,15,1464,0
1,0,5,0,4,7,2597,0
5,0,51,0,4,11,2597,0
5,0,27,0,4,8,2597,0
1,0,6,0,4,8,2597,0
1,0,31,0,5,14,343,0
105,0,585,1,7,46,343,1
1,0,8,0,5,8,1464,0
4,0,50,0,6,17,1464,0
1,0,33,0,5,12,2597,0
1,0,13,0,5,13,2597,0
1,0,88,0,8,21,423,0
1,0,8,0,6,13,1464,0
11,0,93,0,6,14,1464,1
9,0,58,0,5,13,2597,0
1,0,20,0,4,11,2597,0
10,0,95,0,6,16,1464,0
8,0,81,0,6,16,1464,0
5,0,63,0,5,15,2597,0
21,0,171,0,8,29,1464,1
17,0,172,0,4,15,2597,0
17,0,120,1,1,4,1464,0
17,0,136,1,5,14,1464,0
22,0,191,4,8,43,1283,1
18,0,106,1,7,17,1464,0
1,0,13,0,4,7,2597,0
22,0,166,1,7,23,1464,0
17,0,136,1,7,23,1464,0
22,0,189,4,8,39,1283,1
2,0,54,1,7,17,1464,0
4,0,72,0,2,9,1283,1
6,0,92,0,3,9,2597,1
3,0,82,2,4,9,1464,0
3,0,80,2,4,13,1464,1
1,0,5,0,2,2,592,0
5,0,61,0,3,7,1283,0
1,0,6,0,4,7,2597,0
1,0,5,0,4,7,2597,0
3,0,27,0,4,7,2597,0
4,0,32,0,4,7,2597,0
1,0,33,0,4,7,2597,0
2,0,21,0,4,7,2597,0
9,0,66,0,5,13,2597,0
1,0,37,0,4,7,2597,0
3,0,24,0,4,7,2597,0
9,0,59,0,5,15,2597,0
1,0,11,0,5,6,2597,0
1,0,21,0,5,6,2597,0
5,0,84,0,3,6,1464,0
1,0,48,0,6,14,2597,0
13,0,78,0,7,24,1464,1
1,0,27,0,1,2,2597,0
39,0,176,0,1,2,2597,0
134,0,624,0,3,5,1464,0
9,0,111,1,1,1,423,0
13,0,64,0,1,2,2597,0
3,0,43,0,2,2,1283,0
52,0,230,1,2,8,1464,0
1,0,19,0,1,1,592,0
55,0,210,0,1,1,2597,0
4,0,77,0,3,4,1464,0
23,0,130,0,1,1,2597,1
1,0,37,0,1,2,2597,0
29,0,125,0,1,1,2597,1
18,0,105,2,2,4,2597,1
20,0,94,0,1,1,1464,0
1,0,4,0,1,3,2597,0
1,0,60,0,3,4,263,0
2,0,48,0,4,10,2597,1
8,0,47,0,5,10,2597,0
8,0,47,0,6,7,2597,0
3,0,23,0,1,1,1464,0
1,0,600,0,3,5,1464,1
1,0,50,1,7,14,2597,0
169,0,1175,2,9,113,2597,0
2,0,27,0,1,4,2597,0
1,0,46,0,1,1,2597,1
23,0,164,0,7,81,2597,0
1,0,4,0,3,4,343,0
1,0,6,0,3,4,343,0
1,0,17,0,6,23,263,0
8,0,111,0,7,28,2597,0
3,0,34,1,3,6,1464,0
6,0,267,2,5,20,2597,1
2,0,103,0,3,4,1464,0
9,0,61,0,2,2,1283,0
1,0,31,0,4,10,263,0
13,0,235,0,6,26,1464,0
1,0,7,0,1,1,592,0
9,0,60,0,4,6,1283,0
9,0,60,0,2,2,1283,0
1,0,6,0,1,4,1283,0
10,0,77,2,2,11,2597,1
1,0,48,4,5,31,2597,0
55,0,481,7,5,52,2597,1
7,0,52,0,1,3,2597,0
1,0,8,0,1,2,2597,0
2,0,21,0,1,1,263,0
1,0,5,0,2,2,1283,0
18,0,168,6,7,51,2597,1
1,0,19,0,1,1,2597,0
3,0,10,0,1,4,2597,0
1,0,18,0,1,1,1464,0
20,0,131,0,4,9,219,0
1,0,8,0,3,5,343,0
5,0,19,0,1,1,343,0
1,0,16,0,1,3,2597,0
9,0,104,0,1,3,2597,1
9,0,42,0,1,3,2597,0
36,0,272,7,3,22,1283,0
4,0,39,0,2,3,2597,0
10,0,205,0,4,7,2597,1
2,0,107,0,2,5,1283,1
1,0,5,0,1,1,1283,1
3,0,28,0,2,2,1464,1
1,0,8,0,1,2,1464,0
2,0,24,0,1,2,1464,0
7,0,36,0,1,4,2597,0
4,0,33,0,3,8,2597,1
19,0,92,0,1,2,423,0
4,0,37,0,3,6,1283,0
1,0,42,0,4,8,2597,1
1,0,12,0,1,1,1464,0
1,0,40,0,2,2,263,0
2,0,52,0,1,2,1283,0
6,0,50,0,3,5,2597,0
6,0,41,3,4,7,1464,0
5,0,61,0,2,4,1283,0
4,0,51,0,2,3,1283,0
7,0,56,0,5,8,2597,0
2,0,45,0,4,7,1283,0
6,0,51,0,4,5,1283,0
7,0,60,1,1,4,1464,1
1,0,4,0,1,1,343,0
1,0,9,0,2,2,2597,0
14,0,79,0,1,4,343,0
130,0,586,0,3,9,1464,1
41,0,175,0,2,9,2597,0
1,0,16,0,2,2,2597,0
4,0,36,0,2,6,2597,0
1,0,6,0,1,3,423,0
1,0,46,1,3,22,1464,0
137,0,741,7,8,109,1464,1
1,0,10,0,1,2,1283,0
8,0,128,0,1,2,1283,0
1,0,11,0,2,5,1283,0
7,0,80,0,3,9,2597,0
1,0,14,0,1,2,1283,1
12,0,105,0,3,6,1283,1
2,0,34,0,2,3,2597,0
1,0,11,0,1,1,592,0
6,0,55,0,2,3,2597,0
1,0,6,0,1,1,592,0
1,0,22,0,1,1,592,0
1,0,12,0,1,1,592,0
1,0,16,0,1,2,343,0
1,0,48,0,1,1,592,0
1,0,114,0,4,6,2597,0
1,0,22,0,2,5,1283,0
8,0,171,0,5,14,1283,0
1,0,10,0,1,2,2597,0
5,0,91,0,4,9,1464,0
1,0,13,0,1,2,2597,0
7,0,145,1,6,27,2597,0
1,0,24,3,4,8,1464,0
1,0,156,4,6,17,423,0
1,0,14,0,2,3,1283,0
1,0,28,0,4,8,2597,0
10,0,270,0,6,22,1283,1
1,0,15,0,1,1,592,0
7,0,71,0,1,1,592,0
10,0,82,1,5,6,1464,0
7,0,83,1,2,4,1464,1
16,0,102,0,6,18,2597,0
1,0,7,0,1,3,2597,0
1,0,30,0,3,5,2597,1
34,0,318,0,7,21,592,1
7,0,35,0,2,5,2597,1
1,0,14,0,1,3,2597,0
1,0,24,0,3,6,2597,0
1,0,59,0,3,7,1283,0
1,0,4,0,1,1,2597,0
1,0,16,0,1,1,2597,0
1,0,15,0,1,1,2597,0
1,0,36,0,5,15,2597,0
67,0,442,7,7,58,1283,1
1,0,23,0,3,5,1283,0
31,0,192,0,8,23,1283,0
9,0,61,0,3,6,1283,0
1,0,4,0,1,3,2597,0
1,0,50,0,5,7,1464,0
56,0,640,7,5,63,1283,1
2,0,48,0,2,3,2597,0
1,0,28,0,4,7,2597,0
10,0,212,0,3,27,1283,1
1,0,81,0,4,7,592,0
7,0,86,0,3,8,1283,0
1,0,19,0,3,3,1464,0
1,0,40,0,1,2,1283,0
2,0,23,0,2,3,592,1
1,0,10,0,2,3,592,0
1,0,8,0,2,2,592,0
1,0,48,1,2,3,1464,0
52,0,323,1,4,32,1464,1
2,0,92,0,2,5,592,0
7,0,42,2,1,7,1464,1
12,0,243,1,3,22,1464,0
11,0,97,0,3,5,2597,1
8,0,83,0,2,6,1283,0
1,0,34,0,1,3,343,0
1,0,34,0,3,5,2597,0
1,0,40,0,1,2,343,0
1,0,72,0,1,1,343,0
1,0,33,0,1,1,343,0
1,0,20,0,2,2,1283,0
1,0,26,0,1,1,343,0
1,0,19,0,1,1,343,0
6,0,38,0,1,1,1283,0
1,0,5,0,1,1,1283,0
2,0,24,0,2,2,1464,0
1,0,23,0,2,8,1283,0
1,0,28,0,1,1,343,0
46,0,170,0,2,2,2597,0
23,0,170,0,5,14,1283,0
1,0,16,0,2,4,2597,0
1,0,7,0,2,4,2597,0
4,0,30,0,1,1,2597,0
1,0,25,0,1,1,343,0
93,0,298,0,2,8,2597,1
37,0,194,0,2,3,2597,1
138,0,558,0,1,4,2597,1
7,0,40,0,1,1,2597,0
203,0,732,1,3,20,1464,1
110,0,442,0,1,4,2597,1
95,0,463,0,1,3,2597,1
1,0,24,0,3,5,1464,0
1,0,41,0,3,4,1464,0
161,0,620,0,1,4,2597,1
18,0,133,0,1,2,2597,0
3,0,60,0,2,4,1464,0
1,0,14,0,1,1,2597,0
30,0,173,0,1,1,2597,1
3,0,33,1,3,5,1283,0
1,0,6,0,1,3,2597,0
9,0,63,0,2,2,1283,0
14,0,113,0,1,2,592,0
28,0,335,0,2,5,31,0
45,0,507,0,5,26,2597,1
150,0,957,5,8,115,263,1
1,0,8,0,2,3,1464,0
1,0,4,0,1,3,2597,0
43,0,257,1,5,22,2597,1
1,0,14,0,1,1,2597,0
1,0,12,0,3,7,2597,0
61,0,454,1,7,52,263,1
1,0,23,0,5,13,2597,0
1,0,43,0,7,31,1464,1
30,0,88,0,1,1,1464,1
3,0,38,0,2,3,1464,1
1,0,13,0,2,4,1464,1
12,0,85,0,2,5,1464,1
1,0,16,0,1,1,1464,0
1,0,20,0,1,3,1464,0
1,0,9,0,1,1,1464,0
1,0,24,0,1,2,1464,0
1,0,17,0,1,3,1464,0
3,0,49,0,1,5,1464,0
3,0,27,0,1,4,1464,0
1,0,33,0,1,1,1464,0
1,0,108,0,1,2,2597,0
1,0,46,0,1,2,2597,0
1,0,32,0,1,2,2597,0
1,0,31,0,2,3,1464,0
1,0,26,0,1,2,2597,0
1,0,31,0,1,2,2597,0
1,0,9,0,1,4,2597,0
32,0,164,6,4,18,2597,0
1,0,38,0,1,3,2597,0
19,0,142,4,4,9,263,0
6,0,110,1,3,6,1464,0
4,0,72,2,3,7,263,0
1,0,4,0,1,3,2597,0
1,0,22,0,1,3,2597,0
9,0,67,0,1,1,2597,0
7,0,57,0,1,1,2597,0
3,0,39,0,3,4,1464,1
112,0,424,8,4,22,1283,1
3,0,32,1,1,3,2597,0
1,0,24,0,2,6,2597,0
1,0,35,2,1,4,2597,0
19,0,120,1,3,8,1464,1
21,0,156,2,3,7,2597,1
5,0,46,0,2,7,2597,1
62,0,365,1,3,9,2597,1
7,0,91,0,3,4,592,0
22,0,137,0,2,2,592,0
22,0,132,0,2,3,2597,0
43,0,202,0,2,2,592,0
8,0,63,0,2,2,592,0
12,0,102,0,2,2,592,0
25,0,161,0,2,3,592,0
34,0,152,0,2,2,592,0
12,0,104,0,2,2,592,0
21,0,127,0,2,4,592,0
1,0,9,0,1,3,2597,0
3,0,14,0,1,3,2597,0
3,0,18,0,1,3,2597,0
1,0,4,0,1,3,2597,0
1,0,9,0,1,3,2597,0
1,0,9,0,1,3,2597,0
3,0,24,0,2,4,2597,0
4,0,17,0,1,3,2597,0
1,0,9,0,1,3,2597,0
2,0,12,0,2,4,1283,0
5,0,32,0,1,4,2597,1
3,0,26,0,1,4,2597,0
2,0,23,0,1,4,2597,0
2,0,23,0,1,4,2597,0
2,0,22,0,1,4,2597,0
2,0,22,0,1,4,2597,0
1,0,11,0,1,3,2597,0
1,0,11,0,1,3,2597,0
1,0,55,0,2,4,2597,0
1,0,61,0,3,5,1464,0
1,0,50,0,1,2,2597,0
1,0,28,0,1,1,1464,0
1,0,5,0,1,1,592,0
1,0,6,0,2,3,592,0
2,0,46,0,3,7,592,0
7,0,92,0,3,5,263,0
1,0,81,0,4,8,592,0
14,0,88,2,3,12,2597,0
1,0,10,0,1,1,2597,0
17,0,99,0,3,7,1283,0
1,0,4,0,1,1,2597,0
37,0,244,0,5,23,1283,0
8,0,51,0,1,1,263,0
1,0,12,0,1,1,2597,0
1,0,8,0,1,3,2597,0
1,0,5,0,1,1,2597,0
2,0,20,0,2,3,343,0
6,0,42,0,2,3,1283,0
1,0,16,1,2,2,1464,0
1,0,5,0,2,3,1283,0
1,0,18,0,1,2,2597,0
1,0,16,0,3,6,2597,1
1,0,14,0,2,3,1464,0
6,0,36,0,2,7,423,0
33,0,185,0,4,4,1283,0
1,0,32,0,1,6,2597,0
1,0,25,0,1,3,2597,0
1,0,17,0,1,2,2597,0
1,0,17,0,1,2,2597,0
3,0,20,0,1,1,2597,0
4,0,16,0,1,1,2597,0
1,0,20,0,1,1,2597,0
1,0,26,0,1,1,2597,0
1,0,9,0,1,1,2597,0
1,0,8,0,2,3,592,0
1,0,42,0,1,1,2597,0
3,0,26,0,2,3,592,0
7,0,33,0,3,4,592,0
2,0,12,0,3,4,592,0
8,0,32,0,3,5,592,0
1,0,17,0,3,6,592,0
2,0,44,0,4,6,1464,0
1,0,19,0,3,5,1283,0
1,0,19,0,3,4,1283,0
1,0,5,0,3,4,2597,0
1,0,5,0,2,2,592,0
43,0,340,1,8,29,423,1
4,0,36,0,1,1,2597,0
9,0,62,0,2,2,1283,0
11,0,31,0,1,1,2597,0
1,0,17,0,1,1,2597,0
1,0,18,0,5,6,1464,0
12,0,94,0,7,15,263,0
13,0,78,0,2,8,2597,0
29,0,143,0,4,15,2597,0
1,0,6,0,4,4,263,0
1,0,37,0,5,23,1283,0
1,0,32,0,7,26,423,0
1,0,13,0,3,9,2597,0
1,0,25,0,6,33,2597,0
1,0,15,0,3,6,343,0
1,0,36,0,6,27,2597,1
1,0,15,0,1,6,2597,0
1,0,10,0,1,1,2597,0
1,0,11,0,3,6,343,0
1,0,15,0,3,6,343,0
1,0,15,0,6,13,1464,0
1,0,12,0,4,6,1464,0
1,0,6,0,1,1,2597,0
1,0,12,0,3,5,343,0
1,0,4,0,3,4,343,0
1,0,4,0,1,2,2597,0
1,0,6,0,1,1,2597,0
1,0,11,0,4,7,1464,0
3,0,60,8,3,17,1464,0
9,0,32,0,3,5,592,0
1,0,10,0,1,2,2597,0
1,0,8,0,1,2,2597,0
9,0,51,0,3,4,1464,0
1,0,30,0,1,1,423,0
1,0,111,0,2,2,423,0
18,0,65,0,2,2,592,0
1,0,10,0,4,6,2597,1
5,0,30,0,1,1,1283,0
2,0,17,0,1,1,592,0
9,0,88,0,2,2,1283,0
9,0,64,0,2,2,1283,0
1,0,6,0,1,1,592,0
1,0,10,0,1,1,592,0
9,0,81,0,2,2,1283,0
9,0,117,0,2,2,1283,0
9,0,69,0,2,2,1283,0
6,0,79,0,1,1,592,1
1,0,4,0,1,1,592,0
4,0,19,0,2,2,1464,0
1,0,17,0,1,4,1283,0
8,0,54,0,1,6,1283,0
3,0,23,0,1,1,592,0
6,0,38,0,2,2,1464,0
1,0,12,0,3,3,1283,0
4,0,9,0,2,3,592,0
11,0,80,0,1,1,2597,0
9,0,59,0,2,2,1283,0
2,0,22,0,1,1,2597,0
1,0,17,0,2,5,2597,0
7,0,35,0,1,1,2597,0
21,0,265,0,4,4,2597,0
1,0,11,0,2,2,1464,0
2,0,17,0,3,5,2597,0
1,0,19,0,1,3,2597,0
1,0,13,0,1,1,2597,0
3,0,36,0,1,1,2597,0
17,0,129,0,2,3,2597,0
5,0,50,0,1,1,2597,0
5,0,38,0,1,4,2597,1
1,0,4,0,1,5,1283,0
2,0,17,0,2,2,1464,0
1,0,5,0,1,1,1283,0
7,0,66,0,1,1,2597,0
7,0,25,0,3,4,2597,0
9,0,57,0,2,2,1283,0
1,0,6,0,1,1,2597,0
1,0,8,0,1,1,2597,0
1,0,6,0,2,3,2597,0
1,0,15,0,1,2,592,0
1,0,9,0,5,6,2597,0
10,0,52,0,6,10,592,0
3,0,23,0,1,1,2597,0
1,0,9,0,4,6,2597,0
13,0,61,0,6,11,592,0
23,0,213,0,6,43,1283,1
15,0,82,0,6,27,1283,0
1,0,20,0,4,12,1283,1
6,0,98,0,5,20,1283,0
2,0,15,0,1,1,2597,0
1,0,10,0,4,7,2597,0
33,0,178,0,4,8,592,0
1,0,10,0,4,7,2597,0
1,0,10,0,5,8,1283,0
4,0,36,0,1,3,1283,0
9,0,42,0,5,7,423,0
15,0,109,2,7,17,263,0
1,0,6,0,1,1,263,0
10,0,41,0,2,3,592,0
1,0,10,0,4,9,2597,0
1,0,15,0,5,8,2597,0
1,0,21,0,2,3,1283,0
1,0,18,0,5,10,2597,0
1,0,31,0,3,7,1283,0
1,0,5,0,2,2,2597,0
8,0,56,0,1,1,2597,0
9,0,113,0,3,7,2597,0
1,0,16,0,1,1,2597,0
8,0,108,0,3,7,2597,0
1,0,4,0,1,1,2597,0
1,0,33,0,1,1,2597,0
1,0,13,0,1,1,2597,0
4,0,27,0,1,1,2597,0
1,0,6,0,1,1,2597,0
17,0,141,0,1,3,2597,0
1,0,26,0,1,1,2597,0
1,0,18,0,1,1,2597,0
30,0,193,0,1,1,2597,0
6,0,62,0,2,3,1283,0
1,0,14,0,2,3,2597,0
3,0,90,0,2,7,423,1
1,0,10,0,2,2,1283,0
3,0,46,0,2,2,1283,0
3,0,149,0,5,12,423,0
1,0,22,0,1,2,423,0
1,0,10,0,2,2,1283,0
1,0,61,0,3,3,1464,0
1,0,12,0,1,2,423,0
1,0,38,0,1,2,423,1
1,0,5,0,2,3,2597,0
1,0,10,0,2,2,1283,0
1,0,37,0,2,2,1283,0
1,0,9,0,2,3,1283,0
3,0,47,0,3,4,2597,0
1,0,10,0,2,2,1283,0
7,0,75,0,5,8,1464,0
1,0,25,0,2,4,1283,0
1,0,9,0,2,3,1283,0
1,0,27,0,2,4,1283,0
11,0,60,0,4,9,2597,0
1,0,4,0,1,3,2597,0
1,0,10,0,1,1,592,0
1,0,50,0,1,1,592,0
1,0,10,0,1,1,592,0
10,0,53,0,1,1,592,0
1,0,13,0,1,1,592,0
1,0,17,0,1,1,592,0
22,0,134,0,2,2,1464,0
26,0,135,0,2,2,1464,0
1,0,13,0,1,1,592,0
19,0,110,0,2,2,1464,0
1,0,9,0,2,2,343,0
9,0,94,1,4,5,2597,1
1,0,7,0,1,1,592,0
8,0,54,0,1,1,592,0
6,0,43,0,2,2,2597,0
1,0,18,0,3,3,343,0
1,0,7,0,2,2,1464,0
1,0,33,0,2,2,1464,0
1,0,17,0,5,14,1464,0
2,0,99,0,6,17,1464,0
1,0,14,0,5,9,219,0
2,0,95,0,7,19,1464,0
1,0,7,0,2,2,1464,0
1,0,19,0,2,2,1464,0
1,0,13,0,1,1,2597,0
10,0,55,0,1,3,2597,0
4,0,37,0,2,5,592,0
10,0,82,0,2,6,2597,0
5,0,49,0,2,5,592,0
5,0,75,0,2,3,592,0
27,0,62,0,1,1,2597,1
1,0,18,0,2,4,1283,0
1,0,16,0,1,1,2597,0
28,0,102,0,5,11,2597,0
15,0,89,0,1,3,2597,0
50,0,269,0,7,18,2597,1
1,0,14,0,2,4,2597,0
3,0,92,1,3,6,1464,0
11,0,76,0,3,9,2597,0
1,0,15,0,2,3,2597,0
1,0,101,0,4,8,1283,0
3,0,18,0,1,2,1283,0
4,0,23,0,2,6,1283,0
1,0,15,0,2,5,2597,1
21,0,170,2,3,13,1464,1
1,0,9,0,2,3,2597,0
5,0,55,0,3,6,2597,0
1,0,15,0,3,4,1283,0
11,0,117,0,6,14,1283,0
1,0,9,0,3,5,1283,0
1,0,32,0,4,7,423,0
5,0,16,0,2,2,1283,0
1,0,14,0,1,1,592,0
1,0,39,0,1,1,592,1
22,0,133,0,2,3,1464,0
1,0,13,0,1,1,1464,0
1,0,5,0,3,4,343,0
1,0,4,0,1,2,2597,0
1,0,5,0,3,4,343,0
1,0,5,0,2,3,2597,0
1,0,7,0,3,4,343,0
1,0,6,0,3,4,343,0
9,0,63,0,2,2,1283,0
1,0,5,0,1,1,343,0
1,0,32,0,6,14,1283,0
1,0,4,0,3,4,343,0
1,0,9,1,2,3,1464,0
1,0,7,0,3,5,2597,0
1,0,7,0,3,5,2597,0
1,0,13,0,3,5,2597,0
1,0,7,0,3,5,2597,0
1,0,33,0,1,2,2597,0
1,0,11,0,1,3,2597,0
1,0,10,0,1,1,2597,0
1,0,13,0,3,6,2597,0
1,0,16,0,3,6,2597,0
1,0,7,0,3,5,2597,0
1,0,111,0,3,5,1464,1
1,0,14,0,1,1,1283,0
27,0,194,0,1,7,1283,1
1,0,4,0,1,1,1283,1
12,0,101,0,1,2,1283,1
1,0,11,0,2,2,1283,0
5,0,77,0,2,3,1283,1
1,0,16,0,2,3,2597,0
22,0,161,0,5,10,1283,0
9,0,60,0,2,2,1283,0
3,0,42,0,3,5,2597,0
6,0,22,0,3,5,2597,0
5,0,21,0,3,5,2597,0
8,0,53,0,4,13,2597,0
11,0,64,0,1,1,423,0
1,0,15,0,3,3,1464,0
1,0,11,0,5,12,2597,0
14,0,133,0,6,17,1283,1
1,0,10,0,1,1,2597,0
5,0,39,0,1,1,2597,0
1,0,42,0,1,1,2597,0
1,0,45,0,1,1,2597,0
2,0,15,0,1,1,592,0
48,0,183,0,1,1,2597,0
1,0,10,0,4,6,2597,0
7,0,84,0,4,11,2597,0
1,0,11,0,1,3,2597,0
5,0,95,0,3,5,1464,0
1,0,24,0,4,8,2597,0
13,0,209,0,5,19,1464,0
1,0,8,0,3,3,263,0
1,0,23,0,3,3,263,0
1,0,11,0,4,6,2597,0
6,0,59,0,4,10,2597,0
1,0,12,0,1,1,2597,0
14,0,60,0,1,1,2597,0
3,0,25,0,1,1,2597,0
1,0,15,1,3,6,1464,0
24,0,152,1,3,6,1464,0
9,0,57,1,2,4,1464,0
6,0,54,0,2,2,1464,0
1,0,11,0,1,1,2597,0
1,0,46,0,1,1,2597,0
1,0,11,0,1,1,2597,0
1,0,63,0,1,1,2597,0
38,0,267,1,2,9,2597,0
15,0,113,0,2,7,2597,0
1,0,14,0,1,1,423,0
1,0,17,1,1,1,423,0
6,0,45,0,1,1,2597,0
4,0,22,0,5,17,2597,0
4,0,27,1,4,9,263,0
2,0,13,0,4,6,2597,0
1,0,24,0,5,8,2597,0
1,0,23,0,3,3,1464,0
1,0,43,0,4,6,1283,0
1,0,4,0,1,2,1283,0
3,0,24,0,1,3,1283,0
1,0,7,0,1,2,1283,0
1,0,17,0,1,2,1283,0
1,0,36,0,2,4,1464,0
1,0,14,0,3,7,1283,0
11,0,92,0,2,5,592,0
1,0,20,0,1,1,592,0
1,0,27,0,3,5,1283,0
1,0,20,0,3,4,1283,0
1,0,20,0,1,1,592,0
13,0,104,0,2,7,1283,0
7,0,38,0,1,6,1283,0
6,0,51,0,1,5,1283,1
20,0,116,0,3,6,2597,0
3,0,30,0,2,5,1283,0
5,0,50,0,1,1,2597,0
1,0,38,0,2,4,2597,0
9,0,62,0,2,4,2597,0
1,0,16,0,1,1,592,0
1,0,76,0,2,2,343,0
1,0,8,0,1,1,592,0
3,0,51,0,1,1,592,0
6,0,34,0,1,1,592,0
1,0,10,0,1,1,592,0
1,0,37,0,2,2,343,0
1,0,26,0,1,1,592,0
9,0,58,0,2,2,1283,0
1,0,5,0,2,2,343,0
8,0,55,0,4,5,343,0
1,0,21,0,4,5,343,0
5,0,31,0,4,4,343,0
2,0,38,0,5,6,343,0
11,0,75,0,5,12,1283,0
29,0,178,2,4,7,1464,0
9,0,85,0,2,3,592,0
1,0,12,0,1,1,2597,0
7,0,87,0,2,6,592,0
1,0,12,0,1,1,2597,0
1,0,5,1,2,2,263,0
22,0,184,0,2,3,592,1
12,0,69,0,2,4,592,0
22,0,131,0,2,4,592,0
1,0,10,1,2,2,263,0
1,0,4,0,1,3,2597,0
1,0,6,0,1,1,2597,0
15,0,106,0,1,1,263,1
20,0,138,0,5,17,2597,1
1,0,9,0,2,2,592,0
1,0,15,0,2,2,343,0
1,0,7,0,2,5,1283,0
9,0,57,0,4,5,1283,0
10,0,73,0,1,1,2597,0
3,0,35,0,1,2,2597,0
1,0,4,0,1,1,2597,0
1,0,5,0,1,1,2597,0
1,0,5,0,1,1,2597,0
4,0,33,0,1,1,2597,0
1,0,6,0,1,1,2597,0
1,0,24,0,1,1,1464,0
1,0,16,0,1,1,1464,0
1,0,25,0,3,4,1283,0
1,0,16,0,1,1,2597,0
1,0,24,0,1,1,2597,0
1,0,16,0,1,1,2597,0
1,0,10,0,1,1,1464,0
1,0,10,0,2,4,592,0
1,0,10,0,2,4,592,0
7,0,59,0,1,1,2597,0
1,0,8,0,2,4,592,0
1,0,5,0,1,1,2597,0
9,0,57,0,2,2,1283,0
9,0,57,0,2,2,1283,0
9,0,60,0,2,2,1283,0
1,0,16,0,1,1,2597,0
1,0,16,0,1,1,2597,0
5,0,36,0,4,6,592,0
1,0,34,0,1,1,2597,0
1,0,11,0,3,3,1464,0
