McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
6,0,101,3,5,19,1283,0
8,0,118,4,6,20,1464,0
3,0,83,4,6,20,423,0
1,0,5,0,4,5,219,0
5,0,61,0,5,9,219,0
1,0,6,0,4,9,219,0
1,0,7,0,5,14,1464,0
3,0,28,0,5,14,1464,0
4,0,32,0,4,9,219,0
1,0,33,0,4,9,219,0
2,0,20,0,4,10,219,0
9,0,66,1,5,20,1283,0
1,0,37,0,4,9,219,0
3,0,23,0,4,10,219,0
9,0,59,1,5,22,1283,0
1,0,11,0,5,8,219,0
1,0,22,0,5,10,219,0
1,0,50,0,3,3,1464,0
1,0,53,2,2,4,423,0
1,0,12,0,3,3,219,0
16,0,77,2,7,22,1283,0
14,0,77,1,8,32,423,0
1,0,27,0,2,4,219,0
14,0,73,1,3,7,1283,0
43,0,207,1,4,13,2597,0
7,0,50,1,5,9,1283,0
149,0,678,1,5,20,592,0
1,0,11,0,2,2,219,0
6,0,25,1,3,7,1283,0
2,0,55,1,4,5,423,0
9,0,111,1,3,3,219,0
14,0,65,1,3,9,1283,0
3,0,53,0,3,6,219,0
1,0,61,0,2,2,219,0
59,0,278,2,5,25,2597,0
1,0,19,0,3,3,219,0
56,0,211,1,3,8,1283,0
6,0,91,0,4,9,1283,0
33,0,170,2,5,15,1283,0
1,0,37,0,2,4,219,0
25,0,138,2,3,11,2597,0
33,0,154,2,4,13,1283,0
1,0,7,0,2,2,219,0
14,0,81,1,3,7,1283,0
38,0,243,5,7,27,2597,0
41,0,194,2,4,11,1283,0
1,0,7,0,2,2,219,0
1,0,19,0,2,2,219,0
22,0,131,1,6,14,592,0
1,0,33,0,2,2,219,0
1,0,55,0,2,2,219,0
10,0,51,1,5,11,592,0
11,0,72,2,4,12,1283,0
1,0,4,0,2,5,219,0
1,0,7,0,3,5,423,0
1,0,60,0,4,6,219,0
4,0,54,1,5,15,592,0
8,0,47,0,5,12,219,0
10,0,57,0,6,10,1283,1
3,0,23,0,3,3,219,1
1,0,35,0,2,2,219,0
1,0,7,0,2,2,219,0
1,0,628,1,5,15,2597,0
1,0,11,0,2,2,219,0
1,0,24,0,2,2,219,0
1,0,11,0,2,2,219,0
1,0,19,0,2,2,219,0
1,0,53,1,8,21,1464,0
178,0,1224,5,10,136,1464,0
1,0,5,0,2,3,219,0
3,0,29,0,4,8,1464,0
1,0,53,1,3,5,219,0
23,0,164,0,7,83,219,0
1,0,4,0,4,6,219,0
1,0,6,0,4,6,219,0
3,0,34,1,4,8,219,0
12,0,367,7,7,42,1464,0
1,0,6,0,3,7,219,0
18,0,132,4,5,21,592,0
1,0,68,4,5,42,2597,0
91,0,657,20,8,96,2597,1
7,0,52,0,1,4,2597,0
1,0,8,0,1,3,2597,0
2,0,21,0,2,2,2597,0
1,0,4,0,1,2,2597,0
20,0,193,7,7,67,1283,0
1,0,24,0,3,7,1283,0
3,0,10,0,1,5,2597,0
1,0,5,0,1,1,2597,0
1,0,18,0,2,2,2597,0
1,0,14,0,2,3,423,0
20,0,131,0,4,9,219,0
1,0,8,0,3,5,343,0
5,0,19,0,2,2,2597,0
1,0,16,0,1,3,2597,0
8,0,97,6,5,14,423,0
9,0,42,0,1,3,2597,0
1,0,33,0,6,14,1464,0
1,0,11,0,2,2,56,0
49,0,375,8,7,46,1464,0
1,0,20,0,6,14,1464,0
1,0,9,0,3,3,1464,0
4,0,39,0,2,3,2597,0
10,0,206,1,5,9,1464,0
5,0,161,2,4,13,1464,0
1,0,7,1,2,3,1464,0
1,0,9,1,3,4,1464,0
1,0,10,2,3,6,1464,0
1,0,15,0,3,6,1464,0
7,0,36,0,1,4,2597,0
4,0,35,1,4,10,1283,1
19,0,92,0,1,2,423,1
5,0,52,0,3,8,1283,0
21,0,158,5,7,41,2597,0
1,0,12,0,1,1,1464,0
1,0,40,0,2,2,263,0
2,0,52,0,1,2,1283,0
6,0,50,0,3,5,2597,0
5,0,64,0,2,6,1464,0
3,0,45,0,3,8,1283,0
5,0,49,0,5,12,1283,0
2,0,48,0,4,12,1283,0
5,0,44,0,4,8,1283,0
11,0,94,2,3,15,1283,0
1,0,4,0,1,1,343,0
1,0,9,0,2,2,2597,0
15,0,83,0,4,8,1283,0
133,0,590,4,6,18,1464,0
41,0,175,0,2,10,2597,0
1,0,16,0,2,2,2597,0
4,0,36,0,2,6,2597,0
1,0,28,0,3,7,1464,0
1,0,15,0,3,5,1464,1
1,0,13,0,4,8,423,0
1,0,48,1,4,23,2597,0
166,0,888,12,10,161,2597,1
1,0,5,0,3,3,592,0
4,0,31,0,3,3,592,0
1,0,10,0,2,3,2597,0
8,0,128,0,1,2,1283,0
1,0,14,0,6,10,592,0
11,0,112,0,6,16,592,0
1,0,16,1,4,7,1464,0
18,0,152,1,5,13,1464,0
1,0,9,0,2,2,219,0
2,0,34,0,3,5,219,0
1,0,13,0,4,4,1283,0
8,0,66,0,4,7,1283,0
1,0,6,0,3,3,219,1
1,0,22,0,3,3,219,1
1,0,12,0,3,3,219,0
1,0,16,0,3,4,219,0
1,0,48,0,3,3,219,0
1,0,114,0,5,8,219,0
1,0,25,0,7,16,95,0
9,0,220,0,8,30,95,0
1,0,10,0,2,4,219,0
5,0,92,0,6,15,95,0
1,0,13,0,2,4,219,0
7,0,147,2,8,36,95,0
1,0,28,3,6,10,219,0
1,0,162,4,7,19,219,0
1,0,14,0,4,5,219,0
1,0,33,0,5,13,1283,0
1,0,8,0,1,1,1283,0
18,0,120,0,1,1,1283,0
5,0,278,1,8,39,592,0
1,0,15,0,3,3,219,0
7,0,72,1,3,7,1283,0
13,0,119,1,7,21,592,1
18,0,128,3,4,20,1283,1
1,0,5,0,1,2,2597,0
26,0,164,0,8,34,1464,0
1,0,63,0,1,1,2597,0
1,0,4,0,1,1,2597,0
1,0,9,0,2,7,423,0
1,0,38,2,1,5,1464,0
1,0,40,2,6,15,1283,1
38,0,353,3,7,30,1283,1
1,0,25,1,2,3,2597,0
12,0,50,2,5,18,56,0
1,0,31,1,2,6,1464,0
1,0,5,1,2,6,1464,0
12,0,92,2,2,8,1464,0
1,0,9,0,1,1,2597,0
1,0,10,0,1,1,2597,0
5,0,34,0,1,1,2597,0
1,0,7,0,1,1,2597,0
1,0,14,0,1,3,2597,0
4,0,31,0,3,8,1283,0
1,0,24,0,3,6,2597,0
3,0,90,0,4,10,423,0
1,0,4,0,1,1,2597,0
1,0,16,0,1,1,2597,0
1,0,9,0,1,2,2597,0
6,0,81,0,4,7,95,0
1,0,7,0,4,6,95,0
6,0,66,2,1,2,1464,0
1,0,4,0,1,1,2597,0
1,0,15,0,1,1,2597,0
1,0,34,0,5,16,2597,0
4,0,30,2,4,8,95,0
1,0,20,0,4,10,95,0
1,0,69,2,3,7,423,0
1,0,54,0,1,1,2597,0
4,0,50,1,2,3,1464,0
112,0,633,12,9,81,95,0
1,0,43,0,1,1,2597,0
1,0,13,0,1,1,2597,0
9,0,57,1,1,5,1283,0
1,0,6,0,2,3,423,0
9,0,61,1,3,11,1283,0
1,0,4,0,1,3,2597,0
75,0,868,14,10,124,2597,1
9,0,128,0,6,25,592,0
1,0,28,0,4,8,1464,0
18,0,287,1,4,33,423,0
3,0,118,0,4,12,1283,0
15,0,143,1,4,17,2597,0
1,0,25,0,1,2,1283,0
1,0,19,0,3,3,1464,0
1,0,40,0,1,2,1283,0
1,0,17,0,2,3,423,0
3,0,25,1,4,9,423,0
1,0,13,0,3,5,1464,0
1,0,8,0,2,2,592,0
1,0,70,2,4,7,423,0
72,0,445,4,7,53,1464,0
3,0,104,1,4,15,1464,0
12,0,56,5,4,18,95,0
20,0,343,1,5,41,1464,0
12,0,112,1,5,10,56,0
9,0,91,0,3,7,2597,0
3,0,48,0,3,6,1283,0
3,0,47,0,4,8,1283,0
4,0,55,0,3,5,1283,0
1,0,72,0,1,1,343,0
1,0,33,0,1,1,343,0
1,0,20,0,3,5,1283,0
1,0,26,0,1,1,343,0
1,0,19,0,1,1,343,0
6,0,38,0,1,1,1283,0
1,0,5,0,1,1,1283,0
2,0,24,0,3,3,2597,0
1,0,23,0,2,8,1283,0
1,0,28,0,1,1,343,0
46,0,170,0,2,2,2597,0
27,0,189,1,6,20,95,0
1,0,12,0,1,2,592,0
1,0,17,0,3,5,592,0
1,0,8,0,1,2,592,0
1,0,9,0,1,1,592,0
1,0,7,0,2,4,2597,0
4,0,30,0,1,1,2597,0
1,0,25,0,1,1,343,0
92,0,300,2,5,17,2,0
47,0,228,5,4,11,2597,0
140,0,565,5,4,15,2597,0
9,0,78,1,3,6,1464,0
207,0,742,5,5,33,592,0
119,0,480,7,8,22,1464,0
96,0,466,4,5,13,95,0
1,0,24,0,4,7,219,0
1,0,41,0,4,6,219,0
167,0,640,6,4,17,2597,0
27,0,155,0,2,7,2597,0
3,0,60,0,4,6,219,0
1,0,18,0,5,8,592,0
33,0,198,1,5,9,592,0
3,0,33,1,3,6,2597,0
1,0,6,0,1,4,2597,0
9,0,63,1,3,8,1283,0
14,0,113,0,2,3,2597,0
1,0,17,0,1,1,2597,0
1,0,25,0,1,1,2597,0
28,0,335,0,2,5,31,0
58,0,537,4,5,41,1464,0
192,0,1114,18,11,160,2597,1
1,0,8,0,2,3,1464,0
1,0,4,0,1,3,2597,0
46,0,271,6,7,37,1283,1
1,0,14,0,1,1,2597,0
1,0,12,0,3,7,2597,0
79,0,528,5,7,65,2597,0
1,0,23,0,5,13,2597,0
1,0,48,1,7,34,2597,0
30,0,100,5,3,11,1283,0
3,0,40,2,3,6,1283,0
1,0,16,4,3,12,1464,0
31,0,159,17,5,45,1464,1
3,0,34,0,3,6,423,0
1,0,3,1,2,4,423,0
1,0,16,0,1,1,1464,0
2,0,41,0,2,9,95,0
1,0,22,1,3,8,423,0
1,0,9,0,2,2,2597,0
1,0,9,0,2,6,95,0
1,0,17,0,1,3,1464,0
3,0,49,0,1,5,1464,0
7,0,62,0,2,6,423,0
3,0,27,0,2,5,2597,0
10,0,57,1,4,10,423,0
1,0,33,0,1,1,1464,0
1,0,108,0,2,4,219,0
1,0,46,0,2,4,219,0
1,0,32,0,2,4,219,0
1,0,31,0,4,5,219,0
1,0,26,0,2,4,219,0
1,0,31,0,2,4,219,0
1,0,14,1,3,5,2597,0
1,0,10,0,1,4,2597,0
1,0,12,0,4,9,95,0
47,0,225,11,6,43,1464,1
1,0,38,0,1,3,2597,0
18,0,134,5,4,12,1464,0
6,0,117,2,4,9,423,0
4,0,67,2,3,8,1283,0
1,0,4,0,1,3,2597,0
1,0,22,0,1,3,2597,0
9,0,67,1,2,6,1283,0
1,0,25,0,1,1,2597,0
1,0,20,0,1,1,2597,0
1,0,9,0,1,1,2597,0
15,0,131,0,1,1,2597,0
7,0,57,0,1,1,2597,0
3,0,39,2,3,13,1283,0
140,0,629,13,6,46,2597,0
4,0,41,1,1,4,2597,0
1,0,24,2,4,15,423,0
9,0,63,2,3,9,423,0
16,0,92,1,5,5,56,1
37,0,231,3,4,21,2597,0
42,0,281,4,6,29,2597,1
5,0,46,1,3,9,1464,0
96,0,536,4,3,36,2597,0
1,0,15,0,1,1,2597,0
7,0,91,0,3,4,592,0
22,0,137,0,2,2,592,0
22,0,132,0,2,3,2597,0
43,0,202,0,2,2,592,0
8,0,63,0,2,2,592,0
12,0,102,0,2,2,592,0
25,0,161,0,2,3,592,0
34,0,152,0,2,2,592,0
12,0,104,0,2,2,592,0
21,0,127,0,2,4,592,0
3,0,12,0,1,1,2597,0
3,0,12,0,1,1,2597,0
1,0,9,0,1,3,2597,0
3,0,14,0,1,3,2597,0
3,0,18,0,1,3,2597,0
1,0,4,0,1,3,2597,0
1,0,9,0,1,3,2597,0
1,0,9,0,1,3,2597,0
3,0,24,0,2,4,2597,0
4,0,17,0,1,3,2597,0
1,0,9,0,1,3,2597,0
2,0,13,0,3,7,1283,0
5,0,34,1,2,6,1464,0
3,0,26,0,1,4,2597,0
2,0,23,0,1,5,2597,0
2,0,23,0,2,7,2597,0
2,0,22,0,1,1,1283,0
2,0,22,0,1,4,2597,0
2,0,22,0,1,5,2597,0
8,0,47,0,2,3,2597,0
1,0,11,0,1,3,2597,0
1,0,12,0,1,1,2597,0
1,0,9,0,1,1,2597,0
1,0,11,0,1,3,2597,0
1,0,9,0,1,1,2597,0
1,0,12,0,1,2,2597,0
1,0,9,0,1,1,2597,0
1,0,11,0,1,3,2597,0
1,0,62,1,2,6,1464,0
1,0,61,0,3,5,1464,0
1,0,50,0,1,2,2597,0
1,0,36,0,2,3,1283,0
1,0,5,0,1,1,592,0
1,0,6,0,2,3,592,0
2,0,46,0,3,7,592,1
7,0,92,0,3,5,263,0
8,0,73,0,3,12,423,0
16,0,102,2,5,12,1283,0
14,0,87,2,4,13,1283,0
22,0,104,0,3,8,2597,0
2,0,36,0,1,2,2597,0
1,0,12,0,3,5,1464,0
1,0,10,0,1,1,2597,0
17,0,99,0,3,7,1283,0
1,0,13,0,2,3,1283,0
1,0,9,0,2,3,1283,0
1,0,4,0,3,6,1283,0
1,0,8,0,1,2,2597,0
16,0,187,0,4,7,1283,0
1,0,5,0,2,3,1283,0
1,0,4,0,1,1,2597,0
38,0,249,2,7,32,1464,0
8,0,51,0,1,1,263,0
1,0,12,0,1,1,2597,0
1,0,17,0,1,2,1283,0
1,0,6,0,1,2,1283,0
5,0,76,0,1,2,1283,0
1,0,10,0,1,2,1283,0
1,0,12,0,1,2,1283,0
5,0,66,0,1,3,1283,0
1,0,10,0,2,3,1283,0
5,0,65,0,2,2,1283,0
1,0,9,0,2,5,1283,0
1,0,5,0,1,1,2597,0
2,0,22,0,3,7,1283,0
6,0,42,0,2,3,1283,0
12,0,72,0,1,3,2597,0
1,0,16,1,2,2,1464,0
1,0,5,0,2,3,1283,0
1,0,18,0,1,2,2597,0
4,0,26,2,5,12,95,0
1,0,14,0,2,3,1464,0
6,0,48,0,2,7,423,0
33,0,185,0,4,4,1283,0
1,0,19,1,3,4,56,0
1,0,5,1,1,4,1464,0
16,0,98,3,5,16,1464,0
1,0,23,1,3,6,423,0
1,0,8,1,3,5,1464,0
1,0,8,0,2,3,95,0
1,0,14,0,2,5,1464,0
1,0,17,0,3,4,1464,0
1,0,32,0,1,7,2597,0
1,0,26,0,1,4,2597,0
1,0,17,0,1,2,2597,0
1,0,17,0,1,2,2597,0
3,0,20,0,1,1,2597,0
4,0,16,0,1,1,2597,0
1,0,20,0,1,1,2597,0
1,0,26,0,1,1,2597,0
1,0,9,0,1,1,2597,0
1,0,17,0,3,3,1283,0
1,0,49,0,3,3,1283,0
1,0,8,0,2,4,2597,0
1,0,5,0,4,6,1464,0
3,0,26,0,2,3,592,0
21,0,126,0,2,3,95,0
5,0,93,0,3,3,1283,0
7,0,72,0,5,8,1283,0
1,0,18,0,3,3,1283,0
1,0,9,0,6,12,1283,0
14,0,153,0,3,3,1283,0
2,0,44,0,4,6,1464,0
1,0,19,0,3,5,1283,0
1,0,19,0,3,4,1283,0
1,0,5,0,3,5,2597,0
1,0,5,0,2,2,592,0
49,0,349,10,8,45,1464,0
4,0,36,0,1,1,2597,0
9,0,62,1,2,7,1283,0
11,0,31,0,1,1,2597,0
9,0,71,1,3,5,1283,0
9,0,59,1,3,9,1283,0
9,0,57,0,2,5,1283,0
9,0,65,1,3,8,1283,0
9,0,67,1,4,6,1283,0
1,0,17,0,1,1,2597,0
7,0,32,2,5,13,1283,0
12,0,94,0,7,15,263,0
13,0,78,0,2,8,2597,0
1,0,5,0,1,1,2597,0
7,0,32,2,2,5,1283,0
29,0,143,0,4,15,2597,0
1,0,6,0,4,6,1464,0
1,0,37,0,5,24,2597,0
1,0,32,0,7,26,423,0
1,0,13,0,3,9,2597,0
1,0,27,0,8,43,1464,0
1,0,15,0,3,6,343,0
1,0,40,1,6,31,2597,0
1,0,15,0,1,6,2597,0
1,0,12,0,1,3,2597,0
1,0,11,0,3,6,343,0
1,0,15,0,3,6,343,0
1,0,16,0,7,17,592,0
1,0,12,0,4,6,1464,0
1,0,6,0,1,1,2597,0
1,0,12,0,3,5,343,0
1,0,4,0,3,4,343,0
1,0,4,0,1,2,2597,0
1,0,6,0,1,1,2597,0
1,0,50,0,1,2,1283,0
1,0,11,0,4,7,1464,0
4,0,61,9,3,22,1283,0
5,0,51,0,1,2,1283,0
21,0,108,0,3,8,592,0
1,0,10,0,1,2,2597,0
1,0,5,0,1,2,1283,0
1,0,8,0,1,2,2597,0
1,0,80,1,3,10,2597,0
1,0,7,0,3,6,95,0
1,0,42,1,3,10,2597,0
1,0,3,0,1,1,2597,0
9,0,51,0,3,4,1464,0
1,0,30,0,1,1,423,0
1,0,111,0,2,2,423,0
18,0,67,0,5,6,1283,0
1,0,11,2,5,9,1464,0
5,0,30,0,2,2,2597,0
1,0,8,0,2,3,1283,0
1,0,27,0,2,2,1283,0
2,0,31,0,1,3,592,0
1,0,10,0,2,3,423,0
1,0,7,0,2,3,423,0
1,0,13,0,2,3,423,0
1,0,4,0,2,3,1464,0
9,0,74,0,4,6,1283,0
9,0,88,1,2,7,1283,0
9,0,64,1,2,7,1283,0
1,0,6,0,1,1,592,0
1,0,10,0,1,1,592,0
9,0,81,1,2,7,1283,0
9,0,117,1,2,7,1283,0
9,0,69,1,2,7,1283,0
10,0,97,2,1,3,592,0
1,0,4,0,2,3,2597,0
1,0,11,0,3,3,1464,0
1,0,16,1,1,3,1464,0
7,0,37,0,2,5,1464,0
9,0,71,0,4,13,423,0
8,0,54,0,1,6,1283,0
1,0,25,0,4,6,423,0
7,0,37,0,2,2,343,1
1,0,41,0,4,6,1283,0
6,0,38,0,2,2,1464,0
3,0,37,0,4,9,1464,0
1,0,8,0,3,3,1464,0
1,0,9,0,3,3,1464,0
6,0,25,0,5,9,1464,1
11,0,80,0,1,1,2597,0
2,0,13,0,1,2,2597,0
2,0,39,1,2,2,1283,0
9,0,59,1,2,7,1283,0
2,0,22,0,1,1,2597,0
1,0,23,0,4,8,1464,0
3,0,31,0,2,3,2597,0
7,0,35,0,1,1,2597,0
1,0,13,0,1,2,1283,0
22,0,269,0,4,5,592,0
9,0,55,0,4,8,1283,0
1,0,11,0,2,2,1464,0
2,0,17,0,3,5,2597,0
1,0,19,0,1,3,2597,0
1,0,13,0,1,1,2597,0
3,0,36,0,1,2,2597,0
17,0,129,0,2,3,2597,0
1,0,9,0,3,6,1464,0
1,0,35,0,3,6,1464,0
1,0,25,0,2,4,1464,0
20,0,185,0,3,6,1464,0
10,0,78,0,3,5,423,0
5,0,74,0,1,2,1283,0
3,0,19,2,3,5,1464,0
1,0,4,0,2,2,1464,0
6,0,54,2,3,13,1464,0
1,0,15,0,2,3,1464,0
1,0,4,0,1,5,1283,0
3,0,17,0,3,5,1464,0
1,0,5,0,1,1,1283,0
7,0,66,0,1,1,2597,0
7,0,25,0,3,4,2597,1
9,0,57,1,2,7,1283,0
1,0,5,0,2,3,423,0
1,0,6,0,1,1,2597,0
1,0,8,0,1,1,2597,0
1,0,22,0,2,3,1464,0
1,0,6,0,2,3,2597,0
1,0,5,0,4,6,1464,0
3,0,25,0,5,8,1464,0
1,0,15,0,1,4,592,0
3,0,23,0,1,7,1464,0
1,0,9,0,5,6,2597,0
10,0,52,0,6,10,592,0
3,0,23,0,1,1,2597,0
1,0,9,0,4,6,2597,0
13,0,65,0,6,16,1464,0
22,0,279,3,7,71,1464,0
1,0,11,0,2,2,2597,0
1,0,46,0,2,2,2597,0
16,0,86,0,6,29,1283,0
1,0,20,1,4,14,1464,0
14,0,142,1,8,54,2597,0
2,0,15,0,1,1,2597,0
1,0,11,0,4,7,2597,0
40,0,197,1,6,20,1464,1
1,0,11,0,6,10,423,0
1,0,10,0,5,8,1283,0
4,0,36,0,2,4,2597,0
9,0,42,0,5,8,2597,0
1,0,19,0,2,5,423,0
3,0,30,0,3,6,423,0
25,0,162,2,9,31,1283,0
1,0,12,0,3,5,1464,0
2,0,24,0,3,5,1464,0
1,0,6,0,1,1,263,0
10,0,41,0,2,3,592,0
1,0,10,0,4,9,2597,0
1,0,4,0,1,1,2597,0
1,0,4,0,1,1,2597,0
2,0,25,0,3,5,1283,0
1,0,4,0,1,1,2597,0
1,0,20,0,6,11,423,0
1,0,21,0,2,3,1283,0
1,0,18,0,5,10,2597,0
1,0,31,0,3,7,1283,0
1,0,7,0,1,1,592,0
1,0,4,0,1,1,2597,0
1,0,5,0,2,2,2597,0
8,0,56,0,1,1,2597,0
9,0,113,1,4,12,95,0
1,0,16,0,1,1,2597,0
8,0,108,1,4,11,95,0
1,0,4,0,1,2,2597,0
1,0,33,0,1,1,2597,0
1,0,13,0,1,1,2597,0
4,0,27,0,1,1,2597,0
1,0,6,0,1,2,2597,0
17,0,141,0,1,4,2597,0
1,0,26,0,1,1,2597,0
1,0,18,0,1,1,2597,0
30,0,193,0,1,1,2597,0
12,0,88,0,5,11,423,0
1,0,14,0,2,4,2597,0
4,0,87,2,3,9,592,0
1,0,12,0,3,7,1283,0
7,0,85,0,3,7,1283,0
3,0,156,0,7,21,423,1
1,0,22,0,1,3,423,0
1,0,19,0,3,5,1283,0
3,0,134,0,4,12,423,0
1,0,11,0,2,2,1283,0
1,0,12,0,1,2,423,0
1,0,40,1,2,4,1464,0
1,0,5,0,2,3,2597,0
1,0,16,0,6,13,1283,0
29,0,179,2,6,24,1464,1
1,0,7,0,2,2,1283,0
1,0,12,0,2,2,1283,0
1,0,7,0,2,3,1464,0
1,0,10,0,1,5,1283,0
1,0,9,0,2,3,1283,0
3,0,47,0,3,4,2597,0
1,0,10,0,2,2,1283,0
8,0,82,1,5,17,1283,0
1,0,25,0,2,4,1283,0
1,0,9,0,2,3,1283,0
1,0,27,0,2,4,1283,0
12,0,74,0,5,15,1283,0
1,0,4,0,1,3,2597,0
1,0,10,0,1,1,592,0
1,0,50,0,1,1,592,0
1,0,10,0,1,1,592,0
10,0,53,1,2,6,1283,0
1,0,13,0,2,2,2597,0
1,0,17,0,1,1,592,0
22,0,134,1,3,7,1283,0
26,0,135,1,3,7,1283,0
1,0,13,0,1,1,592,0
19,0,110,2,4,11,1464,0
1,0,9,0,2,2,343,0
8,0,91,2,6,8,1283,0
1,0,7,0,1,1,592,0
8,0,61,0,3,4,1283,0
6,0,43,0,2,3,2597,0
1,0,18,0,4,4,2597,0
1,0,7,0,3,3,2597,0
1,0,33,0,3,3,2597,0
1,0,17,0,5,14,1464,0
2,0,106,0,7,21,2597,0
1,0,14,0,5,9,219,0
2,0,102,0,8,21,1283,0
1,0,7,0,3,3,2597,0
1,0,19,0,3,3,2597,0
