McCC,CLOC,PDA,PUA,LLOC,LOC,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains.1,blank,comment,code,codeLines,target
1,0,4,0,7,57,0.0,0.0,0.0,1.0,0.0,0.0,8.0,41.0,7.0,7.0,0
1,0,4,0,15,65,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,15.0,15.0,0
1,0,3,0,6,52,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,6.0,6.0,0
1,0,3,0,7,49,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,7.0,7.0,0
1,0,6,0,9,71,0.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,9.0,9.0,0
1,0,3,0,7,50,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,7.0,7.0,0
1,0,3,0,6,48,0.0,0.0,0.0,1.0,0.0,0.0,4.0,37.0,6.0,6.0,0
1,0,4,0,15,66,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,15.0,15.0,0
1,0,6,0,9,77,0.0,0.0,0.0,1.0,0.0,0.0,8.0,59.0,9.0,9.0,0
1,0,6,0,29,105,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,13.0,13.0,1
19,0,0,0,120,242,0.0,0.0,0.0,0.0,0.0,0.0,23.0,98.0,120.0,120.0,0
20,0,10,0,307,476,0.0,2.0,0.0,0.0,0.0,2.0,42.0,126.0,307.0,307.0,0
1,0,3,0,8,60,0.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,8.0,8.0,0
1,0,3,0,5,45,0.0,0.0,0.0,1.0,0.0,0.0,3.0,36.0,5.0,5.0,0
25,0,17,0,194,428,0.0,0.0,0.0,0.0,0.0,0.0,34.0,192.0,187.0,187.0,1
13,0,25,0,130,313,0.0,0.0,0.0,7.0,0.0,0.0,38.0,139.0,121.0,121.0,1
1,0,2,0,4,53,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,4.0,4.0,0
19,0,65,2,348,1093,1.0,4.0,0.0,18.0,0.0,0.0,118.0,625.0,342.0,342.0,1
3,0,9,0,41,136,0.0,0.0,0.0,0.0,0.0,0.0,13.0,81.0,41.0,41.0,0
5,0,8,0,53,155,0.0,0.0,0.0,0.0,0.0,0.0,15.0,86.0,53.0,53.0,0
30,0,56,0,409,958,0.0,0.0,1.0,8.0,0.0,0.0,125.0,431.0,409.0,409.0,1
3,0,10,0,30,123,0.0,0.0,0.0,0.0,0.0,0.0,19.0,73.0,30.0,30.0,0
3,0,10,0,44,144,0.0,0.0,0.0,0.0,0.0,0.0,18.0,81.0,44.0,44.0,0
1,0,3,0,5,46,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,5.0,5.0,0
38,0,57,2,400,816,0.0,0.0,1.0,0.0,0.0,0.0,61.0,249.0,270.0,270.0,1
1,0,2,0,4,51,0.0,0.0,0.0,1.0,0.0,0.0,4.0,42.0,4.0,4.0,0
1,0,13,0,17,147,0.0,0.0,0.0,0.0,0.0,0.0,21.0,108.0,17.0,17.0,0
28,0,9,0,141,308,1.0,0.0,0.0,0.0,0.0,0.0,39.0,127.0,141.0,141.0,0
5,0,2,0,65,165,0.0,0.0,1.0,2.0,0.0,0.0,17.0,82.0,65.0,65.0,0
20,0,33,0,209,556,0.0,1.0,0.0,1.0,0.0,0.0,71.0,277.0,209.0,209.0,0
40,0,35,1,406,828,0.0,2.0,0.0,1.0,0.0,0.0,79.0,309.0,380.0,380.0,0
1,0,5,0,19,73,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,19.0,19.0,0
1,0,5,0,7,57,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,7.0,7.0,0
3,0,4,0,15,66,0.0,0.0,1.0,0.0,0.0,0.0,7.0,43.0,15.0,15.0,0
1,0,2,0,8,43,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,8.0,8.0,0
3,0,19,0,68,232,0.0,0.0,0.0,1.0,0.0,0.0,25.0,122.0,42.0,42.0,1
8,0,5,0,50,158,0.0,1.0,0.0,0.0,0.0,0.0,20.0,87.0,50.0,50.0,0
3,0,12,0,58,155,0.0,1.0,1.0,0.0,0.0,0.0,20.0,76.0,58.0,58.0,0
1,0,4,0,18,77,0.0,0.0,1.0,0.0,0.0,0.0,11.0,47.0,18.0,18.0,0
1,0,1,4,23,64,0.0,0.0,1.0,0.0,0.0,0.0,10.0,30.0,23.0,23.0,0
25,0,14,2,257,466,1.0,5.0,1.0,10.0,0.0,1.0,61.0,147.0,257.0,257.0,0
3,0,6,0,48,155,0.0,0.0,0.0,0.0,0.0,0.0,19.0,87.0,48.0,48.0,0
9,0,21,0,86,272,0.0,0.0,0.0,2.0,0.0,0.0,33.0,152.0,86.0,86.0,0
1,0,2,0,4,45,0.0,0.0,0.0,1.0,0.0,0.0,6.0,34.0,4.0,4.0,0
1,0,3,0,18,62,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,18.0,18.0,0
31,0,10,0,366,503,1.0,4.0,0.0,4.0,0.0,0.0,58.0,78.0,366.0,366.0,0
3,0,0,0,65,119,0.0,7.0,1.0,0.0,0.0,0.0,15.0,38.0,65.0,65.0,0
27,0,0,0,124,215,0.0,0.0,1.0,2.0,0.0,0.0,19.0,71.0,124.0,124.0,0
1,0,5,0,18,73,0.0,0.0,0.0,1.0,0.0,0.0,10.0,44.0,18.0,18.0,0
1,0,3,0,25,76,0.0,0.0,0.0,0.0,0.0,0.0,12.0,38.0,25.0,25.0,0
1,0,3,0,22,71,0.0,1.0,0.0,0.0,0.0,1.0,9.0,39.0,22.0,22.0,0
1,0,3,0,22,64,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.0,22.0,22.0,0
1,0,3,0,17,64,0.0,0.0,1.0,0.0,0.0,0.0,10.0,36.0,17.0,17.0,0
1,0,3,0,17,60,0.0,0.0,1.0,0.0,0.0,0.0,9.0,33.0,17.0,17.0,0
1,0,3,0,14,54,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,14.0,14.0,0
2,0,3,0,18,60,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.0,18.0,18.0,0
8,0,3,0,124,188,0.0,3.0,0.0,0.0,0.0,1.0,24.0,39.0,124.0,124.0,0
9,0,3,0,150,233,0.0,1.0,0.0,0.0,0.0,1.0,39.0,43.0,150.0,150.0,0
6,0,4,0,160,247,0.0,0.0,1.0,6.0,0.0,0.0,39.0,47.0,160.0,160.0,0
19,0,10,0,103,195,0.0,2.0,0.0,4.0,0.0,2.0,24.0,67.0,85.0,85.0,0
17,0,10,0,94,175,0.0,2.0,0.0,4.0,0.0,2.0,19.0,61.0,74.0,74.0,0
10,0,11,0,93,195,0.0,1.0,0.0,4.0,0.0,1.0,22.0,69.0,71.0,71.0,0
8,0,10,0,68,154,0.0,1.0,0.0,4.0,0.0,1.0,19.0,66.0,60.0,60.0,0
18,0,8,0,85,153,0.0,0.0,0.0,4.0,0.0,0.0,13.0,52.0,69.0,69.0,1
18,0,8,0,93,164,0.0,0.0,0.0,4.0,0.0,0.0,16.0,54.0,67.0,67.0,0
3,0,3,0,96,204,0.0,1.0,0.0,0.0,0.0,1.0,37.0,71.0,96.0,96.0,0
1,0,1,4,23,61,0.0,0.0,1.0,0.0,0.0,0.0,9.0,28.0,23.0,23.0,0
2,0,6,0,39,98,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45.0,39.0,39.0,0
2,0,7,0,47,114,1.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,47.0,47.0,0
10,0,14,2,138,269,0.0,1.0,0.0,4.0,0.0,1.0,36.0,94.0,138.0,138.0,0
17,0,6,0,103,214,0.0,3.0,0.0,1.0,0.0,3.0,23.0,87.0,103.0,103.0,0
17,0,6,0,90,155,0.0,0.0,0.0,1.0,0.0,0.0,17.0,47.0,90.0,90.0,0
17,0,6,0,130,197,0.0,3.0,0.0,1.0,0.0,3.0,17.0,48.0,102.0,102.0,0
17,0,6,0,119,182,0.0,3.0,0.0,1.0,0.0,3.0,17.0,45.0,94.0,94.0,0
17,0,6,0,111,175,0.0,0.0,0.0,1.0,0.0,0.0,17.0,46.0,101.0,101.0,0
17,0,6,0,102,166,0.0,0.0,0.0,1.0,0.0,0.0,17.0,46.0,102.0,102.0,0
3,0,4,0,29,83,0.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,29.0,29.0,0
29,0,25,0,323,580,0.0,5.0,1.0,9.0,0.0,1.0,67.0,189.0,323.0,323.0,0
12,0,9,0,63,166,0.0,0.0,0.0,0.0,0.0,0.0,21.0,81.0,63.0,63.0,0
23,0,2,0,108,168,0.0,1.0,1.0,0.0,1.0,0.0,21.0,38.0,108.0,108.0,0
9,0,3,0,101,168,0.0,0.0,0.0,0.0,1.0,0.0,20.0,46.0,101.0,101.0,0
20,0,17,0,178,339,0.0,1.0,0.0,2.0,1.0,1.0,40.0,120.0,178.0,178.0,0
6,0,4,0,103,178,0.0,1.0,0.0,1.0,0.0,0.0,26.0,48.0,103.0,103.0,0
1,0,2,0,53,115,0.0,1.0,0.0,1.0,0.0,0.0,16.0,45.0,53.0,53.0,0
1,0,2,0,51,110,0.0,1.0,0.0,1.0,0.0,0.0,17.0,41.0,51.0,51.0,0
3,0,4,0,92,165,0.0,1.0,0.0,1.0,0.0,0.0,23.0,49.0,92.0,92.0,0
1,0,3,0,73,150,0.0,1.0,1.0,1.0,0.0,0.0,19.0,57.0,73.0,73.0,0
1,0,31,0,113,436,0.0,0.0,1.0,0.0,0.0,0.0,42.0,280.0,113.0,113.0,0
1,0,3,0,33,99,0.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,33.0,33.0,0
27,0,33,0,209,568,0.0,0.0,0.0,1.0,0.0,0.0,51.0,307.0,209.0,209.0,0
1,0,3,0,6,55,0.0,0.0,0.0,1.0,0.0,0.0,5.0,43.0,6.0,6.0,0
2,0,10,0,37,142,0.0,0.0,0.0,0.0,0.0,0.0,14.0,90.0,37.0,37.0,0
24,0,0,0,146,316,0.0,1.0,0.0,1.0,0.0,0.0,20.0,112.0,112.0,112.0,1
1,0,2,0,4,43,0.0,0.0,0.0,1.0,0.0,0.0,4.0,34.0,4.0,4.0,0
1,0,6,1,39,96,0.0,0.0,1.0,0.0,0.0,0.0,13.0,43.0,39.0,39.0,0
1,0,6,2,41,100,0.0,0.0,1.0,0.0,0.0,0.0,15.0,43.0,41.0,41.0,0
1,0,6,2,42,100,0.0,0.0,1.0,0.0,0.0,0.0,14.0,43.0,42.0,42.0,0
1,0,6,2,41,100,0.0,0.0,1.0,0.0,0.0,0.0,15.0,43.0,41.0,41.0,0
1,0,6,1,39,95,0.0,0.0,1.0,0.0,0.0,0.0,12.0,43.0,39.0,39.0,0
1,0,6,1,39,95,0.0,0.0,1.0,0.0,0.0,0.0,12.0,43.0,39.0,39.0,0
1,0,6,2,41,100,0.0,0.0,1.0,0.0,0.0,0.0,15.0,43.0,41.0,41.0,0
1,0,1,2,15,54,0.0,0.0,1.0,1.0,0.0,0.0,7.0,31.0,15.0,15.0,0
1,0,1,2,16,51,0.0,0.0,1.0,1.0,0.0,0.0,6.0,28.0,16.0,16.0,0
1,0,1,2,15,53,0.0,0.0,1.0,1.0,0.0,0.0,6.0,31.0,15.0,15.0,0
1,0,2,1,22,64,0.0,0.0,1.0,1.0,0.0,0.0,8.0,33.0,22.0,22.0,0
1,0,1,2,15,53,0.0,0.0,1.0,1.0,0.0,0.0,6.0,31.0,15.0,15.0,0
1,0,1,2,15,53,0.0,0.0,1.0,1.0,0.0,0.0,6.0,31.0,15.0,15.0,0
1,0,1,2,21,57,0.0,0.0,1.0,1.0,0.0,0.0,7.0,28.0,21.0,21.0,0
8,0,6,17,169,334,1.0,0.0,1.0,1.0,0.0,0.0,49.0,115.0,169.0,169.0,0
19,0,13,0,177,390,0.0,2.0,0.0,0.0,0.0,0.0,41.0,171.0,177.0,177.0,0
1,0,1,4,11,45,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,11.0,11.0,0
12,0,6,1,68,165,0.0,2.0,0.0,0.0,0.0,2.0,21.0,76.0,68.0,68.0,0
1,0,5,0,7,56,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,7.0,7.0,0
24,0,0,0,254,372,0.0,0.0,1.0,0.0,0.0,0.0,59.0,58.0,254.0,254.0,0
1,0,3,0,12,55,0.0,0.0,1.0,0.0,0.0,0.0,6.0,36.0,12.0,12.0,0
1,0,2,0,5,41,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,5.0,5.0,0
41,0,0,0,263,398,0.0,0.0,0.0,16.0,0.0,0.0,44.0,90.0,263.0,263.0,0
1,0,1,4,12,46,0.0,0.0,0.0,1.0,0.0,0.0,6.0,27.0,12.0,12.0,0
34,0,19,0,219,420,0.0,9.0,0.0,0.0,0.0,9.0,58.0,142.0,219.0,219.0,0
1,0,78,0,105,718,0.0,0.0,0.0,1.0,0.0,0.0,88.0,516.0,105.0,105.0,1
1,0,3,1,17,71,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,17.0,17.0,0
91,0,8,73,757,1165,1.0,14.0,1.0,2.0,1.0,11.0,222.0,185.0,753.0,753.0,1
15,0,13,0,175,396,0.0,0.0,1.0,0.0,0.0,0.0,37.0,169.0,175.0,175.0,0
1,0,6,0,8,74,0.0,0.0,0.0,1.0,0.0,0.0,7.0,58.0,8.0,8.0,0
36,0,72,0,605,1198,0.0,2.0,1.0,0.0,0.0,2.0,135.0,359.0,572.0,572.0,1
1,0,9,0,14,101,0.0,0.0,0.0,1.0,0.0,0.0,11.0,76.0,14.0,14.0,0
5,0,5,0,47,98,0.0,1.0,0.0,2.0,0.0,1.0,9.0,41.0,47.0,47.0,0
4,0,3,0,25,71,0.0,1.0,0.0,1.0,0.0,1.0,9.0,36.0,25.0,25.0,0
1,0,2,0,71,161,0.0,0.0,0.0,0.0,0.0,0.0,29.0,60.0,71.0,71.0,0
1,0,2,3,28,71,0.0,2.0,1.0,0.0,0.0,2.0,10.0,32.0,28.0,28.0,0
2,0,0,0,43,117,0.0,0.0,1.0,0.0,0.0,0.0,13.0,60.0,43.0,43.0,0
18,0,0,0,108,219,0.0,5.0,1.0,0.0,0.0,5.0,16.0,94.0,108.0,108.0,0
3,0,0,0,47,122,0.0,0.0,1.0,0.0,0.0,0.0,13.0,61.0,47.0,47.0,0
7,0,0,0,57,132,0.0,0.0,1.0,0.0,0.0,0.0,14.0,60.0,57.0,57.0,0
15,0,0,0,115,206,0.0,10.0,0.0,0.0,0.0,10.0,20.0,70.0,115.0,115.0,0
1,0,0,0,9,65,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47.0,9.0,9.0,0
11,0,0,0,76,145,0.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,76.0,76.0,0
10,0,0,0,64,136,0.0,0.0,0.0,0.0,0.0,0.0,13.0,58.0,64.0,64.0,0
297,0,15,0,1363,2078,0.0,140.0,1.0,5.0,0.0,139.0,194.0,543.0,1340.0,1340.0,1
3,0,0,0,46,120,0.0,0.0,1.0,0.0,0.0,0.0,15.0,58.0,46.0,46.0,0
672,0,0,59,1822,1973,1.0,0.0,0.0,0.0,0.0,0.0,149.0,84.0,1739.0,1739.0,0
988,0,4,66,3422,3821,1.0,0.0,0.0,0.0,0.0,0.0,266.0,132.0,3422.0,3422.0,0
1,0,0,1,150,155,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,150.0,150.0,0
6,0,0,0,37,102,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,37.0,37.0,0
6,0,0,0,60,141,0.0,1.0,1.0,0.0,0.0,1.0,13.0,67.0,60.0,60.0,0
2,0,0,0,40,112,0.0,2.0,1.0,0.0,0.0,2.0,13.0,58.0,40.0,40.0,0
5,0,9,0,74,199,0.0,4.0,0.0,0.0,0.0,4.0,21.0,103.0,74.0,74.0,0
1,0,0,0,39,112,0.0,0.0,0.0,0.0,0.0,0.0,14.0,58.0,39.0,39.0,0
3,0,6,0,53,114,0.0,1.0,0.0,3.0,0.0,1.0,14.0,46.0,53.0,53.0,0
1,0,2,11,48,112,0.0,0.0,1.0,1.0,0.0,0.0,19.0,44.0,48.0,48.0,0
1,0,2,33,115,200,0.0,0.0,1.0,1.0,0.0,0.0,42.0,42.0,115.0,115.0,0
1,0,2,35,123,209,0.0,0.0,1.0,1.0,0.0,0.0,43.0,42.0,123.0,123.0,0
1,0,2,148,473,675,0.0,0.0,1.0,1.0,0.0,0.0,155.0,46.0,473.0,473.0,0
1,0,2,12,51,113,0.0,0.0,1.0,1.0,0.0,0.0,19.0,42.0,51.0,51.0,0
1,0,4,21,91,171,0.0,0.0,1.0,1.0,0.0,0.0,31.0,48.0,91.0,91.0,0
1,0,11,0,50,144,0.0,0.0,0.0,1.0,0.0,0.0,16.0,77.0,50.0,50.0,0
1,0,1,0,3,33,0.0,0.0,0.0,1.0,0.0,0.0,3.0,27.0,3.0,3.0,0
1,0,2,38,131,220,0.0,0.0,1.0,1.0,0.0,0.0,46.0,42.0,131.0,131.0,0
1,0,3,3,20,69,0.0,0.0,1.0,1.0,0.0,0.0,11.0,37.0,20.0,20.0,0
1,0,2,23,86,160,0.0,1.0,1.0,1.0,0.0,1.0,31.0,42.0,86.0,86.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,11,0,14,113,0.0,0.0,0.0,1.0,0.0,0.0,12.0,86.0,14.0,14.0,0
1,0,13,0,16,161,0.0,0.0,0.0,1.0,0.0,0.0,15.0,129.0,16.0,16.0,0
1,0,2,0,11,61,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,11.0,11.0,0
1,0,4,0,6,46,0.0,0.0,0.0,1.0,0.0,0.0,4.0,35.0,6.0,6.0,0
1,0,3,0,16,73,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,16.0,16.0,0
1,0,2,0,9,57,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,9.0,9.0,0
1,0,4,0,7,50,0.0,0.0,0.0,1.0,0.0,0.0,4.0,38.0,7.0,7.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,19,0,24,187,0.0,0.0,0.0,1.0,0.0,0.0,19.0,143.0,24.0,24.0,0
1,0,34,0,37,351,0.0,0.0,0.0,1.0,0.0,0.0,35.0,278.0,37.0,37.0,0
1,0,30,0,32,263,0.0,0.0,0.0,1.0,0.0,0.0,32.0,198.0,32.0,32.0,0
1,0,37,0,41,336,0.0,0.0,0.0,1.0,0.0,0.0,41.0,253.0,41.0,41.0,0
1,0,4,0,6,46,0.0,0.0,0.0,1.0,0.0,0.0,4.0,35.0,6.0,6.0,0
1,0,2,0,4,42,0.0,0.0,0.0,1.0,0.0,0.0,2.0,35.0,4.0,4.0,0
1,0,80,0,107,899,0.0,0.0,0.0,1.0,0.0,0.0,90.0,626.0,105.0,105.0,1
1,0,152,0,166,1463,0.0,0.0,0.0,1.0,0.0,0.0,155.0,1139.0,166.0,166.0,0
1,0,16,0,20,187,0.0,0.0,0.0,1.0,0.0,0.0,18.0,148.0,20.0,20.0,0
1,0,14,0,17,144,0.0,0.0,0.0,1.0,0.0,0.0,17.0,109.0,17.0,17.0,0
1,0,2,0,9,56,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,9.0,9.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,1,0,3,36,0.0,0.0,0.0,1.0,0.0,0.0,2.0,30.0,3.0,3.0,0
1,0,1,0,3,38,0.0,0.0,0.0,1.0,0.0,0.0,3.0,31.0,3.0,3.0,0
1,0,12,21,43,162,0.0,0.0,0.0,1.0,0.0,0.0,37.0,81.0,43.0,43.0,0
1,0,2,8,12,52,0.0,0.0,0.0,1.0,0.0,0.0,5.0,34.0,12.0,12.0,0
1,0,5,0,7,51,0.0,0.0,0.0,1.0,0.0,0.0,5.0,38.0,7.0,7.0,0
1,0,1,4,18,59,0.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,18.0,18.0,0
1,0,1,2,9,48,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,9.0,9.0,0
1,0,14,0,23,198,0.0,0.0,0.0,1.0,0.0,0.0,17.0,157.0,23.0,23.0,0
1,0,25,0,30,286,0.0,0.0,0.0,1.0,0.0,0.0,29.0,226.0,30.0,30.0,0
1,0,372,0,404,3416,0.0,0.0,0.0,1.0,0.0,0.0,385.0,2626.0,404.0,404.0,1
1,0,1,0,3,36,0.0,0.0,0.0,1.0,0.0,0.0,3.0,29.0,3.0,3.0,0
1,0,3,0,10,66,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,10.0,10.0,0
1,0,2,0,8,53,0.0,0.0,0.0,1.0,0.0,0.0,4.0,40.0,8.0,8.0,0
1,0,4,0,13,74,0.0,0.0,0.0,0.0,0.0,0.0,8.0,52.0,13.0,13.0,0
1,0,2,0,4,41,0.0,0.0,0.0,1.0,0.0,0.0,2.0,34.0,4.0,4.0,0
1,0,90,0,92,511,0.0,0.0,0.0,1.0,0.0,0.0,94.0,324.0,92.0,92.0,0
8,0,46,0,201,612,0.0,0.0,1.0,0.0,0.0,0.0,62.0,348.0,201.0,201.0,0
1,0,5,0,7,62,0.0,0.0,0.0,1.0,0.0,0.0,6.0,48.0,7.0,7.0,0
1,0,2,0,4,42,0.0,0.0,0.0,1.0,0.0,0.0,3.0,34.0,4.0,4.0,0
1,0,15,0,38,248,0.0,0.0,0.0,1.0,0.0,0.0,19.0,190.0,38.0,38.0,0
1,0,37,0,46,324,0.0,0.0,0.0,1.0,0.0,0.0,43.0,234.0,46.0,46.0,0
1,0,11,0,16,130,0.0,0.0,0.0,1.0,0.0,0.0,11.0,102.0,16.0,16.0,0
1,0,25,0,38,429,0.0,0.0,0.0,1.0,0.0,0.0,29.0,351.0,37.0,37.0,1
1,0,4,0,7,56,0.0,0.0,0.0,1.0,0.0,0.0,5.0,43.0,7.0,7.0,0
1,0,3,0,10,57,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,10.0,10.0,0
1,0,3,0,5,41,0.0,0.0,0.0,1.0,0.0,0.0,3.0,32.0,5.0,5.0,0
1,0,11,0,13,85,0.0,0.0,0.0,1.0,0.0,0.0,11.0,60.0,13.0,13.0,0
1,0,2,0,11,61,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,11.0,11.0,0
1,0,3,0,6,45,0.0,0.0,0.0,1.0,0.0,0.0,3.0,35.0,6.0,6.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,36,0,39,345,0.0,0.0,0.0,1.0,0.0,0.0,37.0,267.0,39.0,39.0,0
1,0,40,0,45,400,0.0,0.0,0.0,1.0,0.0,0.0,42.0,312.0,45.0,45.0,0
4,0,3,0,31,96,0.0,0.0,0.0,0.0,0.0,0.0,9.0,55.0,31.0,31.0,0
1,0,2,1,18,73,0.0,0.0,1.0,0.0,0.0,0.0,7.0,47.0,18.0,18.0,0
1,0,4,0,13,72,0.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,13.0,13.0,0
1,0,11,0,19,182,0.0,0.0,0.0,1.0,0.0,0.0,12.0,140.0,18.0,18.0,1
1,0,5,0,8,72,0.0,0.0,0.0,1.0,0.0,0.0,6.0,57.0,8.0,8.0,0
1,0,1,0,3,35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,3.0,0
1,0,12,0,15,142,0.0,0.0,0.0,1.0,0.0,0.0,13.0,113.0,15.0,15.0,0
1,0,24,0,28,235,0.0,0.0,0.0,1.0,0.0,0.0,27.0,179.0,28.0,28.0,0
1,0,5,0,7,51,0.0,0.0,0.0,1.0,0.0,0.0,5.0,38.0,7.0,7.0,0
1,0,10,0,45,185,0.0,0.0,0.0,0.0,0.0,0.0,26.0,113.0,45.0,45.0,1
1,0,2,0,6,46,0.0,0.0,0.0,1.0,0.0,0.0,4.0,35.0,6.0,6.0,0
1,0,12,0,19,177,0.0,0.0,0.0,1.0,0.0,0.0,16.0,140.0,19.0,19.0,1
1,0,3,0,5,54,0.0,0.0,0.0,1.0,0.0,0.0,4.0,44.0,5.0,5.0,0
1,0,2,0,6,44,0.0,0.0,0.0,1.0,0.0,0.0,5.0,32.0,6.0,6.0,0
1,0,1,4,25,63,0.0,1.0,1.0,0.0,0.0,1.0,9.0,28.0,25.0,25.0,0
1,0,5,0,11,127,0.0,0.0,0.0,0.0,0.0,0.0,9.0,106.0,11.0,11.0,0
84,0,10,0,492,909,0.0,4.0,1.0,0.0,0.0,0.0,96.0,303.0,489.0,489.0,1
10,0,0,0,117,251,1.0,1.0,0.0,0.0,0.0,1.0,32.0,101.0,117.0,117.0,0
1,0,1,4,20,58,0.0,0.0,1.0,0.0,0.0,0.0,9.0,28.0,20.0,20.0,0
2,0,9,0,103,289,1.0,1.0,1.0,0.0,0.0,1.0,34.0,145.0,100.0,100.0,1
1,0,8,0,11,98,0.0,0.0,0.0,1.0,0.0,0.0,10.0,76.0,11.0,11.0,0
10,0,0,0,109,273,1.0,0.0,0.0,0.0,0.0,0.0,29.0,134.0,109.0,109.0,0
12,0,8,0,102,291,0.0,0.0,0.0,2.0,0.0,0.0,21.0,167.0,102.0,102.0,0
