McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,227,2,19,6,3122,0
11,0,147,0,9,5,33,0
1,0,53,0,4,2,3122,0
1,0,6,0,1,1,561,0
2,0,115,2,13,6,3122,0
1,0,56,1,6,3,113,0
19,0,171,0,7,3,3122,0
1,0,52,0,8,3,3122,0
1,0,31,0,3,2,561,0
3,0,51,0,8,4,1345,0
16,0,131,1,45,8,3122,0
53,0,265,0,12,5,3122,0
38,0,184,1,11,4,3122,0
21,0,256,2,19,5,3122,0
1,0,56,0,17,4,3122,0
77,0,354,2,37,7,3122,0
31,0,238,2,33,6,3122,0
20,0,140,2,30,5,3122,0
87,0,493,4,34,6,561,0
45,0,227,2,18,5,3122,0
13,0,298,3,31,5,3122,0
1,0,51,2,23,4,3122,0
13,0,268,5,49,7,3122,0
31,0,241,2,23,6,561,0
81,0,413,0,5,4,561,0
20,0,139,2,21,5,3122,0
13,0,268,2,34,5,3122,0
6,0,64,0,10,5,3122,0
4,0,56,0,3,3,1345,0
7,0,88,0,5,3,1345,0
1,0,42,0,2,2,561,0
4,0,69,0,3,3,1345,0
5,0,95,0,23,7,3122,0
58,0,922,0,13,5,3122,0
16,0,142,0,12,4,1345,0
26,0,242,0,14,5,3122,0
18,0,177,0,14,5,3122,0
14,0,175,0,7,5,3122,0
1,0,8,0,2,2,561,0
1,0,10,0,6,5,3122,0
1,0,7,0,2,2,561,0
30,0,289,0,30,8,561,0
62,0,629,4,44,7,3122,0
18,0,203,1,18,5,3122,0
25,0,218,1,16,4,3122,0
1,0,29,0,12,4,3122,0
34,0,725,2,18,5,3122,0
75,0,914,1,94,9,327,0
13,0,341,1,66,8,3122,0
16,0,202,0,18,2,3122,0
21,0,239,0,9,2,3122,0
23,0,227,0,13,3,3122,0
4,0,29,0,3,3,16,0
7,0,224,1,8,3,3122,0
1,0,34,0,16,4,3122,0
21,0,203,0,4,3,3122,0
16,0,116,0,5,3,3122,0
42,0,1227,1,58,6,3122,0
6,0,44,0,12,5,3122,0
1,0,4,0,6,4,17,0
1,0,15,0,11,5,3122,0
11,0,48,0,13,5,3122,0
1,0,14,0,11,5,3122,0
1,0,15,0,11,5,3122,0
14,0,154,2,9,4,17,0
3,0,22,0,179,11,3122,0
1,0,7,0,12,4,3122,0
1,0,16,0,8,4,3122,0
1,0,4,0,2,2,3122,0
1,0,4,0,6,4,3122,0
73,0,572,3,184,15,3122,1
2,0,16,0,5,2,17,0
12,0,56,0,19,6,3122,0
1,0,6,0,8,5,17,0
2,0,34,0,8,5,17,0
2,0,32,0,8,5,17,0
1,0,5,0,8,5,17,0
1,0,21,0,8,5,17,0
2,0,15,0,8,5,17,0
33,0,154,0,10,5,17,0
152,0,472,0,12,5,17,0
1,0,28,0,8,5,17,0
1,0,22,0,8,5,17,0
6,0,43,0,8,5,17,0
4,0,18,0,8,5,17,0
1,0,7,0,8,5,17,0
4,0,26,0,8,5,17,0
6,0,21,0,8,5,17,0
10,0,65,0,8,5,17,0
1,0,17,0,8,5,17,0
1,0,16,0,8,5,17,0
2,0,19,0,8,5,17,0
1,0,6,0,13,5,3122,0
95,0,410,0,9,5,17,1
1,0,8,0,6,5,113,0
1,0,7,0,8,5,17,0
57,0,202,0,13,5,3122,0
1,0,30,0,13,5,3122,0
99,0,413,0,8,5,17,0
1,0,20,0,8,5,17,0
1,0,24,0,10,5,17,1
26,0,136,0,13,5,3122,0
1,0,7,0,13,5,3122,0
22,0,206,2,11,5,17,0
1,0,18,0,13,5,3122,0
1,0,15,0,8,5,17,0
7,0,59,0,6,5,113,0
1,0,18,0,8,5,17,0
2,0,22,0,8,5,17,0
17,0,98,0,8,5,17,0
33,0,151,0,13,5,17,0
3,0,18,0,13,5,3122,0
1,0,11,0,8,5,17,0
60,0,210,0,15,6,17,0
3,0,13,0,8,5,17,0
4,0,34,0,8,5,17,0
1,0,6,0,8,5,17,0
6,0,61,0,16,6,17,0
74,0,257,0,13,5,3122,0
108,0,347,0,19,7,3122,0
16,0,98,0,8,5,17,0
92,0,272,0,18,6,3122,0
4,0,25,0,12,5,17,0
9,0,34,0,14,6,17,0
1,0,4,0,8,5,17,0
23,0,280,0,29,7,3122,0
15,0,120,0,15,5,3122,0
2,0,46,0,8,5,17,0
1,0,43,0,15,5,3122,0
45,0,161,0,8,5,17,0
1,0,13,0,8,5,17,0
3,0,20,0,8,5,17,0
9,0,122,0,8,5,17,0
25,0,186,1,10,5,17,0
6,0,42,0,8,5,17,0
1,0,23,0,8,5,17,0
6,0,58,0,8,5,17,0
4,0,20,0,8,5,17,0
1,0,16,0,3,3,3122,0
4,0,76,0,8,5,17,0
2,0,17,0,8,5,17,0
52,0,256,0,10,5,3122,0
115,0,734,0,10,5,17,0
17,0,69,0,8,5,17,0
9,0,68,0,17,5,3122,0
1,0,4,0,8,5,17,0
2,0,23,0,13,5,3122,0
5,0,31,0,8,5,17,0
8,0,39,0,8,5,17,0
10,0,69,0,8,5,17,0
1,0,4,0,8,5,17,0
1,0,6,0,8,5,17,0
1,0,4,0,7,4,17,0
8,0,65,0,7,4,17,0
1,0,15,0,4,2,17,0
1,0,11,0,4,2,17,0
1,0,11,0,4,2,17,0
1,0,11,0,4,2,17,0
1,0,11,0,4,2,17,0
1,0,11,0,5,2,17,0
1,0,11,0,4,2,17,0
1,0,11,0,4,2,17,0
1,0,31,1,37,10,3122,0
5,0,55,0,51,8,17,0
1,0,14,0,20,8,17,0
1,0,4,0,6,3,17,0
1,0,7,0,13,5,17,0
1,0,4,0,6,3,17,0
6,0,56,0,18,8,17,0
2,0,34,1,42,10,3122,0
4,0,29,3,23,11,17,0
1,0,6,1,13,7,17,0
1,0,6,0,10,6,17,0
3,0,26,2,16,9,17,0
1,0,22,0,15,7,3122,0
50,0,196,1,49,10,3122,0
1,0,5,0,5,2,17,0
1,0,21,0,30,9,17,0
1,0,7,1,10,5,17,1
1,0,17,1,27,7,17,0
4,0,80,1,51,10,3122,0
1,0,11,0,4,2,17,0
8,0,45,0,4,2,17,0
6,0,79,0,22,7,17,0
1,0,4,0,4,2,17,0
1,0,6,0,7,3,17,0
1,0,17,0,6,4,17,0
1,0,16,0,26,9,17,0
9,0,118,0,40,10,17,1
1,0,6,0,7,3,17,0
1,0,12,0,18,4,17,0
1,0,6,1,22,8,17,0
25,0,137,2,48,10,17,0
1,0,5,0,6,2,17,0
1,0,5,0,13,6,3122,0
1,0,8,0,14,8,17,0
3,0,34,0,21,8,17,0
1,0,4,0,4,2,17,0
11,0,65,1,24,7,17,0
40,0,516,14,500,17,3122,0
1,0,12,0,8,3,17,0
1,0,12,0,6,2,17,0
51,0,439,1,156,13,3122,1
1,0,11,0,6,2,17,0
1,0,13,0,12,6,17,0
1,0,24,0,6,2,17,0
1,0,52,0,15,6,17,0
4,0,47,0,24,8,17,0
2,0,24,0,6,3,17,1
3,0,35,0,11,4,17,1
1,0,7,0,3,2,17,0
1,0,16,0,3,2,17,0
2,0,25,0,6,3,3122,0
1,0,137,1,122,14,3122,1
1,0,13,0,6,4,17,0
14,0,76,3,35,9,17,0
1,0,15,0,13,4,3122,0
1,0,13,0,22,6,17,0
1,0,13,0,8,2,17,0
30,0,270,2,84,13,3122,0
13,0,113,2,53,11,17,0
1,0,6,0,7,2,17,0
12,0,41,0,4,2,17,0
4,0,55,0,28,5,3122,0
14,0,397,0,166,13,3122,1
1,0,6,1,14,5,17,0
1,0,4,0,6,4,17,0
3,0,248,0,122,15,3122,0
1,0,28,0,14,4,3122,0
29,0,208,0,28,6,3122,0
15,0,115,0,17,6,3122,0
2,0,39,0,18,5,3122,0
1,0,11,0,15,3,17,0
4,0,42,0,18,5,3122,0
1,0,10,0,6,1,3122,0
3,0,17,0,4,1,3122,0
23,0,71,0,22,6,3122,0
21,0,142,0,44,9,3122,0
5,0,54,0,11,4,3122,0
1,0,4,0,4,1,3122,0
1,0,9,0,5,3,3122,0
1,0,11,0,3,1,3122,0
2,0,68,0,24,4,3122,0
1,0,11,0,3,1,3122,0
1,0,11,0,3,1,3122,0
1,0,20,0,3,1,3122,0
1,0,11,0,1,0,0,0
1,0,11,0,3,1,3122,0
1,0,9,0,8,4,3122,0
1,0,7,0,11,3,3122,0
4,0,45,0,6,1,3122,0
1,0,11,0,3,1,3122,0
1,0,11,0,3,1,3122,0
1,0,19,0,6,1,3122,0
1,0,11,0,5,1,3122,0
1,0,11,0,3,1,3122,0
1,0,11,0,3,1,3122,0
1,0,10,0,2,1,3122,0
1,0,10,0,2,1,3122,0
1,0,11,0,3,1,3122,0
1,0,10,0,3,1,3122,0
1,0,27,0,11,6,561,0
140,0,449,8,123,13,3122,0
1,0,20,0,14,4,3122,0
18,0,61,0,10,5,3122,0
34,0,157,0,37,7,3122,0
2,0,38,0,16,3,3122,0
1,0,21,0,26,6,3122,0
19,0,123,0,20,5,3122,0
1,0,15,0,2,2,1345,0
1,0,37,0,9,3,3122,0
29,0,232,0,74,8,3122,1
1,0,24,0,19,2,3122,0
9,0,53,1,13,6,3122,1
9,0,50,0,6,2,3122,1
1,0,6,0,8,6,3122,0
1,0,6,0,8,6,3122,0
117,0,478,1,103,11,3122,0
9,0,64,0,2,2,3122,0
54,0,369,2,36,9,3122,1
20,0,106,0,10,7,8,0
15,0,89,2,39,7,3122,1
1,0,50,7,102,11,3122,0
89,0,809,13,125,12,3122,1
6,0,67,1,15,6,3122,0
7,0,168,7,89,12,3122,0
1,0,5,0,2,0,0,0
1,0,12,2,15,6,3122,0
5,0,50,0,10,5,3122,0
3,0,44,0,10,5,3122,0
1,0,25,0,25,6,8,1
33,0,119,1,17,8,3122,1
1,0,8,0,10,3,3122,0
5,0,69,2,48,9,3122,0
1,0,40,7,44,10,3122,0
1,0,10,0,2,2,1345,0
11,0,81,0,30,8,3122,1
1,0,11,0,3,0,0,0
1,0,11,0,33,7,3122,1
49,0,278,4,96,12,3122,0
13,0,103,1,58,8,3122,1
1,0,6,0,12,5,3122,0
1,0,43,4,69,9,3122,0
51,0,385,7,115,13,3122,0
2,0,125,4,57,9,3122,0
10,0,112,2,69,10,3122,0
71,0,406,9,136,12,3122,1
38,0,351,8,141,13,3122,0
1,0,16,0,36,6,3122,0
13,0,195,5,91,12,3122,0
7,0,49,0,15,5,8,0
22,0,353,8,107,12,3122,0
5,0,68,0,24,7,561,0
5,0,53,0,22,7,561,0
44,0,189,2,37,8,3122,0
1,0,13,0,6,3,3122,0
78,0,380,1,36,8,3122,0
58,0,298,2,46,9,3122,1
19,0,126,3,75,10,3122,0
1,0,15,0,7,5,8,0
14,0,139,2,30,7,561,1
8,0,69,0,7,0,0,1
22,0,152,0,6,0,0,1
7,0,65,0,16,7,3122,1
7,0,104,0,29,7,8,1
26,0,148,0,37,9,3122,1
1,0,7,0,9,2,3122,0
20,0,109,0,52,7,3122,0
1,0,13,0,9,2,3122,0
7,0,41,0,13,4,3122,0
1,0,15,0,6,2,8,0
1,0,14,0,3,2,8,0
50,0,248,0,48,10,3122,1
1,0,11,0,2,0,0,0
9,0,61,0,16,7,1,0
11,0,86,1,64,11,3122,1
1,0,23,0,7,4,3122,1
30,0,159,1,71,9,3122,1
68,0,250,2,51,10,3122,1
1,0,10,0,2,0,0,0
1,0,19,0,87,8,3122,0
27,0,214,0,39,10,3122,0
1,0,7,0,3,3,3122,0
10,0,90,0,9,4,3122,0
1,0,16,0,2,1,3122,0
1,0,8,0,8,4,16,0
2,0,17,0,7,4,16,0
1,0,8,0,11,0,0,0
3,0,30,0,31,4,16,0
1,0,12,0,3,0,0,0
15,0,32,0,13,0,0,0
4,0,39,0,12,4,3122,0
1,0,5,0,12,5,3122,0
1,0,33,0,71,8,3122,1
48,0,362,0,180,10,3122,1
7,0,73,0,9,3,3122,0
1,0,62,0,37,6,3122,1
1,0,7,0,11,5,561,0
1,0,9,0,2,2,3122,0
1,0,20,0,26,5,561,0
1,0,5,0,3,0,0,0
19,0,155,1,36,9,3122,0
1,0,14,1,15,6,3122,0
6,0,61,0,11,5,3122,0
1,0,37,0,12,6,3122,0
11,0,74,1,21,7,3122,0
14,0,117,0,10,1,3122,0
130,0,915,1,19,5,561,0
15,0,191,1,16,2,561,0
1,0,7,0,11,5,3122,0
15,0,155,1,16,3,3122,0
30,0,306,1,16,3,3122,0
1,0,7,0,6,0,0,0
44,0,424,14,70,9,3122,0
24,0,136,2,91,12,3122,0
12,0,69,2,51,7,3122,1
18,0,99,0,33,6,3122,1
10,0,61,1,33,6,113,1
15,0,77,1,30,6,3122,1
22,0,99,2,48,5,3122,1
9,0,52,0,37,9,3122,1
13,0,70,0,21,7,3122,0
47,0,214,2,69,7,3122,1
60,0,226,0,48,6,3122,0
18,0,91,1,36,5,3122,1
4,0,54,0,38,6,3122,1
51,0,235,4,88,10,3122,1
19,0,81,3,51,8,3122,1
14,0,61,0,16,5,3122,1
9,0,49,0,26,4,3122,1
19,0,101,1,32,6,3122,1
3,0,21,0,4,3,2,0
4,0,34,0,10,3,3122,0
1,0,7,0,3,0,0,0
11,0,63,0,22,4,3122,1
12,0,54,0,18,4,3122,0
2,0,31,0,16,4,3122,0
65,0,296,2,112,11,3122,1
7,0,25,0,4,0,0,0
12,0,57,0,22,5,3122,1
108,0,426,6,141,13,3122,1
1,0,21,0,8,4,3122,0
2,0,16,0,2,1,3122,0
12,0,56,0,21,4,3122,0
438,0,1565,34,498,17,3122,1
36,0,124,0,19,6,3122,0
6,0,32,0,5,2,3122,0
28,0,150,2,53,9,327,1
9,0,52,0,20,4,3122,1
9,0,52,1,23,4,3122,1
11,0,61,0,28,5,3122,1
165,0,550,10,178,12,3122,1
3,0,38,0,6,3,3122,0
1,0,17,0,14,3,3122,0
3,0,36,0,5,0,0,0
1,0,9,0,2,0,0,0
3,0,75,0,24,5,3122,0
6,0,57,0,9,4,1,0
38,0,167,1,16,6,3122,0
25,0,122,0,18,6,3122,0
26,0,105,2,23,6,3122,0
1,0,7,0,9,5,3122,0
7,0,42,2,15,5,3122,0
6,0,27,1,12,4,3122,0
1,0,19,1,10,4,3122,0
1,0,20,1,10,4,3122,0
3,0,41,2,14,5,3122,0
1,0,8,1,10,4,3122,0
52,0,175,0,41,8,3122,0
69,0,361,2,79,9,3122,0
78,0,238,5,125,10,3122,0
3,0,76,0,7,5,113,0
2,0,65,0,1,0,0,0
1,0,19,1,10,4,3122,0
1,0,6,0,4,2,3122,0
1,0,5,0,9,3,3122,0
1,0,51,0,74,8,3122,1
8,0,53,0,15,7,3122,0
8,0,102,0,33,5,3122,0
1,0,36,0,14,3,561,0
1,0,8,0,3,0,0,0
3,0,27,2,24,7,3122,0
1,0,17,0,1,1,1345,0
1,0,97,1,162,13,3122,1
22,0,168,2,122,6,3122,0
3,0,54,1,10,5,3122,0
1,0,4,0,5,2,3122,0
1,0,15,1,9,4,3122,0
1,0,65,6,79,7,3122,1
19,0,100,2,65,6,3122,1
3,0,47,2,21,3,3122,0
4,0,39,0,5,1,3122,0
13,0,149,6,94,7,3122,1
94,0,403,6,240,11,3122,1
71,0,308,5,98,7,3122,0
1,0,8,0,5,0,0,0
9,0,50,1,5,4,561,0
9,0,95,0,16,2,6,0
1,0,53,0,9,0,0,0
1,0,15,0,13,3,3122,0
11,0,53,0,12,5,3122,0
5,0,21,0,6,3,3122,0
1,0,48,0,19,5,3122,0
10,0,226,0,13,4,3122,0
2,0,27,0,11,4,3122,0
1,0,13,0,8,5,17,0
22,0,132,0,10,5,17,0
3,0,25,0,8,5,17,0
1,0,7,0,13,5,3122,0
1,0,8,0,8,5,17,0
1,0,11,0,8,5,17,0
32,0,189,0,12,5,3122,1
8,0,55,0,17,5,3122,0
1,0,16,0,8,5,17,0
37,0,316,0,21,5,3122,0
20,0,147,0,27,6,3122,0
3,0,25,0,8,5,17,0
1,0,13,0,8,5,17,0
109,0,469,0,18,5,3122,0
1,0,4,0,8,5,17,0
1,0,11,0,8,5,17,0
26,0,173,0,5,3,3122,1
9,0,88,0,5,3,3122,1
14,0,83,0,8,5,17,0
16,0,104,0,23,6,3122,0
1,0,5,0,8,5,17,0
1,0,7,0,8,5,17,0
5,0,32,0,8,5,17,0
1,0,7,0,8,5,17,0
1,0,18,0,8,5,17,0
28,0,162,0,8,5,17,0
1,0,28,0,8,5,17,0
1,0,19,0,8,5,17,0
1,0,23,0,8,5,17,0
2,0,50,0,8,5,17,0
15,0,83,0,10,5,17,0
1,0,12,0,8,5,17,1
1,0,12,0,8,5,17,0
1,0,18,0,13,5,3122,0
1,0,74,0,13,5,3122,0
6,0,78,0,13,5,3122,0
1,0,73,0,13,5,3122,0
1,0,80,0,13,5,3122,0
1,0,85,0,13,5,3122,0
1,0,68,0,13,5,3122,0
1,0,77,0,8,5,17,0
1,0,73,0,13,5,3122,0
1,0,72,0,13,5,3122,0
1,0,83,0,13,5,3122,0
1,0,88,0,13,5,3122,0
1,0,49,0,13,5,3122,0
2,0,31,0,13,5,3122,0
1,0,78,0,13,5,3122,0
7,0,106,0,13,5,3122,0
1,0,76,0,13,5,3122,0
8,0,76,0,44,9,3122,0
49,0,235,2,74,11,3122,1
7,0,34,1,17,9,17,0
1,0,18,0,10,5,3122,0
2,0,56,1,21,8,3122,0
5,0,39,0,9,3,17,0
6,0,60,0,14,5,3122,1
11,0,318,0,58,10,17,0
1,0,6,0,3,2,17,0
41,0,244,0,73,13,3122,0
3,0,20,0,9,4,17,0
18,0,142,2,30,11,17,0
1,0,13,2,11,6,17,0
9,0,135,2,24,8,17,0
4,0,37,2,13,7,17,0
3,0,92,1,14,7,3122,0
23,0,97,4,33,10,3122,0
8,0,48,2,14,7,17,0
1,0,12,0,7,5,17,0
6,0,63,0,14,8,17,0
1,0,13,0,7,5,17,0
1,0,13,0,7,5,17,0
5,0,25,0,18,8,17,0
3,0,34,0,17,8,17,0
6,0,67,0,7,5,17,0
18,0,119,2,27,9,17,0
1,0,38,0,30,7,17,1
1,0,25,0,27,5,17,0
388,0,1938,3,210,15,3122,1
10,0,88,3,63,13,3122,0
1,0,8,0,8,6,17,0
31,0,91,0,13,7,3122,0
1,0,21,0,17,2,17,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,8,0,11,7,17,0
62,0,270,0,53,8,3122,0
1,0,14,0,14,7,3122,0
1,0,4,0,4,2,17,0
1,0,10,0,19,9,17,0
1,0,4,0,7,5,17,0
13,0,77,0,26,6,17,0
19,0,87,0,12,6,17,0
16,0,70,0,8,4,17,0
1,0,4,0,4,2,17,0
1,0,13,0,4,2,17,0
4,0,78,0,12,8,17,1
1,0,14,0,9,4,17,0
1,0,12,0,25,7,3122,0
81,0,395,2,66,8,3122,0
1,0,4,0,3,1,3122,0
33,0,170,0,45,7,3122,0
1,0,10,0,17,7,3122,0
20,0,154,1,85,10,3122,0
9,0,34,0,5,2,3122,0
17,0,106,0,29,4,3122,0
2,0,22,0,5,2,3122,0
1,0,12,0,22,5,3122,0
27,0,154,0,29,7,3122,0
34,0,192,0,41,9,3122,0
33,0,163,1,38,7,3122,0
1,0,8,0,4,1,3122,0
28,0,163,1,40,7,3122,0
139,0,699,3,91,10,3122,1
103,0,443,5,150,12,3122,0
1,0,16,0,2,1,3122,0
23,0,196,0,50,10,3122,0
221,0,1153,9,233,14,3122,0
1,0,16,0,2,1,3122,0
2,0,26,0,7,5,3122,0
2,0,26,0,9,4,3122,0
49,0,208,1,52,11,3122,0
6,0,66,1,14,5,3122,0
1,0,39,0,11,6,561,0
3,0,47,1,23,10,3122,0
33,0,321,3,15,4,3122,0
1,0,109,7,46,10,8,0
21,0,357,9,76,11,3122,0
24,0,104,0,6,5,8,0
337,0,1835,1,9,5,3122,0
32,0,196,1,8,7,561,0
19,0,172,0,7,5,3122,0
4,0,29,0,6,5,8,0
1,0,47,0,6,5,8,0
13,0,159,0,6,5,8,0
5,0,78,0,30,7,3122,0
1,0,29,0,22,8,3122,0
1,0,4,0,1,0,0,0
1,0,4,0,1,0,0,0
4,0,67,1,19,7,3122,0
1,0,25,0,3,2,3122,0
7,0,104,1,27,5,3122,0
1,0,10,0,3,0,0,0
4,0,65,0,27,7,3122,0
1,0,33,0,4,3,3122,0
1,0,31,0,14,4,3122,0
12,0,24,0,4,3,6,0
1,0,96,3,126,9,3122,1
1,0,311,2,50,8,3122,1
229,0,1688,18,260,19,3122,1
1,0,6,0,4,3,3122,0
1,0,38,0,5,3,3122,0
53,0,513,0,23,6,3122,1
28,0,278,0,11,5,3122,0
12,0,196,0,20,5,3122,0
1,0,54,0,80,7,561,0
1,0,193,1,18,7,561,0
131,0,984,6,108,10,3122,0
1,0,43,1,68,8,3122,0
6,0,162,2,49,7,3122,0
154,0,894,7,206,13,3122,1
223,0,533,1,109,10,3122,0
1,0,16,0,12,3,3122,0
13,0,117,0,18,5,3122,0
21,0,149,0,18,5,3122,0
20,0,89,1,36,6,3122,0
53,0,282,1,82,9,3122,0
23,0,162,0,19,5,3122,0
1,0,44,1,60,8,3122,0
1,0,102,1,39,8,3122,0
2,0,107,1,45,8,3122,0
1,0,33,0,18,5,3122,0
77,0,375,8,143,13,3122,1
5,0,49,0,10,4,3122,0
1,0,33,0,17,5,3122,0
1,0,16,0,5,3,3122,0
33,0,200,1,66,5,3122,0
6,0,40,0,18,3,1345,0
54,0,263,0,28,6,3122,0
25,0,119,0,15,6,33,0
19,0,87,1,16,4,3122,0
4,0,29,0,5,4,16,0
9,0,74,0,8,4,16,0
16,0,66,0,17,5,16,0
14,0,60,0,14,6,33,0
1,0,11,0,8,4,16,0
17,0,119,0,16,4,3122,0
4,0,32,0,8,4,3122,0
5,0,53,0,9,4,16,0
13,0,53,0,4,3,3122,0
489,0,1609,8,412,17,3122,1
12,0,57,2,19,5,3122,0
372,0,1107,4,142,12,3122,0
1,0,31,0,17,4,3122,0
8,0,116,0,42,6,3122,0
2,0,28,0,19,3,1345,0
8,0,100,0,28,4,3122,0
10,0,35,0,2,2,3122,0
51,0,222,0,28,4,3122,0
78,0,376,2,89,10,3122,0
2,0,28,0,18,4,3122,0
252,0,716,5,157,12,3122,0
25,0,71,1,16,6,3122,0
16,0,72,2,113,6,3122,0
102,0,312,0,95,8,3122,0
1,0,6,0,14,5,1,0
31,0,133,1,117,14,3122,0
14,0,88,2,61,10,3122,0
1,0,17,0,8,0,0,0
1,0,17,0,8,0,0,0
5,0,33,0,27,6,1,0
4,0,27,0,10,4,1,0
2,0,25,0,16,6,3122,0
75,0,308,1,56,10,3122,0
39,0,190,0,22,9,3122,1
4,0,94,1,59,11,561,0
1,0,18,1,29,7,2,0
1,0,62,0,16,2,3122,0
4,0,25,1,4,2,2,0
1,0,8,0,3,0,0,0
35,0,139,1,76,12,561,0
4,0,95,1,37,10,1345,0
1,0,11,1,15,8,2,0
2,0,23,1,5,4,2,0
1,0,8,0,3,3,16,0
4,0,23,1,5,4,2,0
42,0,149,1,7,5,561,0
1,0,45,0,1,0,0,0
1,0,8,0,8,1,3122,0
11,0,116,3,48,6,3122,0
19,0,66,0,15,0,0,0
23,0,134,4,43,6,3122,0
34,0,137,4,55,6,3122,0
24,0,88,0,15,1,561,0
17,0,91,3,44,6,3122,0
13,0,104,3,50,8,3122,0
29,0,131,3,49,7,561,0
23,0,91,0,26,3,3122,0
3,0,25,0,14,0,0,0
40,0,140,4,71,7,561,0
1,0,5,0,1,0,0,0
56,0,212,3,57,9,3122,0
6,0,48,0,14,3,3122,0
16,0,89,0,20,3,3122,0
3,0,31,0,11,0,0,0
16,0,77,3,46,6,3122,0
16,0,76,3,49,8,3122,0
2,0,37,0,13,2,3122,0
16,0,76,3,46,6,3122,0
16,0,76,3,49,7,3122,0
13,0,65,0,15,0,0,0
1,0,27,0,12,0,0,0
15,0,58,0,15,0,0,0
38,0,149,0,34,4,2,0
1,0,20,0,21,3,3122,0
13,0,204,0,18,6,3122,0
1,0,39,0,35,7,1345,0
22,0,131,1,52,6,3122,0
11,0,107,1,36,6,3122,0
67,0,571,4,70,11,3122,0
1,0,54,1,60,4,3122,0
14,0,335,1,47,7,3122,0
2,0,23,0,8,2,561,0
127,0,436,0,49,3,3122,0
129,0,655,3,118,9,3122,0
72,0,437,1,73,9,3122,0
11,0,191,0,43,8,3122,0
1,0,20,0,27,5,561,0
7,0,37,0,5,4,17,0
7,0,37,0,7,2,17,0
8,0,47,0,6,2,17,0
1,0,6,0,4,2,17,0
1,0,11,0,3,2,17,0
34,0,287,1,57,10,3122,0
1,0,25,0,20,8,3122,0
1,0,32,0,16,5,3122,0
1,0,57,0,16,5,3122,0
1,0,4,0,4,4,33,0
15,0,257,0,74,9,3122,0
14,0,82,2,62,9,3122,1
3,0,92,0,18,5,3122,0
43,0,501,1,30,6,3122,0
207,0,1664,3,120,11,3122,1
1,0,19,0,5,5,3122,0
3,0,31,0,19,5,3122,0
5,0,40,0,27,5,3122,0
190,0,1513,13,127,11,3122,1
45,0,324,3,53,7,3122,0
1,0,15,0,5,3,3122,0
10,0,46,0,10,4,3122,0
