McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,7,1118,6,0,1,0
4,0,32,86,4,0,2,0
2,0,73,2899,13,0,4,0
6,0,91,2899,12,0,3,0
1,0,36,1118,6,0,1,0
8,0,61,1118,7,0,1,0
4,0,31,1118,6,0,1,0
6,0,64,1118,7,0,1,1
1,0,6,1118,4,0,1,0
1,0,7,1118,5,0,1,0
1,0,30,1118,9,0,1,0
19,0,130,2899,6,0,3,0
3,0,99,86,6,0,2,0
1,0,64,2899,6,0,3,0
2,0,20,1118,2,0,2,0
83,0,671,2899,42,0,4,0
1,0,4,1118,5,0,1,0
44,0,307,2899,8,0,2,1
1,0,33,2899,2,0,1,0
1,0,34,2899,1,0,1,0
4,0,74,86,12,0,2,0
1,0,20,1118,2,0,2,0
11,0,73,86,5,0,2,0
3,0,18,1118,2,0,2,0
6,0,59,86,9,0,2,0
1,0,25,2899,1,0,1,0
1,0,45,575,11,0,3,0
1,0,39,2899,1,0,1,0
2,0,42,2899,2,0,1,0
46,0,339,2899,40,0,3,0
1,0,38,2899,1,0,1,0
1,0,77,575,11,0,3,0
2,0,46,1118,2,0,1,0
1,0,42,1118,1,0,1,0
1,0,77,2899,10,0,3,0
2,0,60,2899,2,0,2,0
1,0,56,1118,5,0,1,0
5,0,77,86,8,0,2,0
5,0,74,2899,4,0,1,0
1,0,33,2899,3,0,1,0
8,0,83,2899,15,0,3,0
1,0,60,2899,2,0,1,0
3,0,86,1118,3,0,2,0
6,0,97,86,6,0,2,0
15,0,124,1118,10,0,2,0
8,0,74,2899,8,0,3,0
1,0,20,1118,2,0,2,0
3,0,38,2899,3,0,2,0
1,0,26,2899,2,0,2,0
3,0,65,2899,3,0,2,0
226,0,897,2899,65,0,4,0
1,0,8,1118,3,0,1,0
1,0,18,2899,6,0,3,0
1,0,9,575,6,0,2,0
33,0,252,1118,17,0,2,0
1,0,9,2899,1,0,1,0
1,0,11,1118,2,0,2,0
2,0,63,2899,19,0,4,0
3,0,22,1118,3,0,1,0
1,0,8,1118,7,0,1,0
1,0,5,1118,3,0,1,0
9,0,144,2899,35,0,3,0
1,0,33,575,16,0,2,0
1,0,4,1118,3,0,1,0
1,0,23,1118,7,0,1,0
1,0,6,1118,6,0,1,0
1,0,13,2899,3,0,1,0
1,0,5,1118,6,0,1,0
1,0,4,1118,4,0,1,0
1,0,7,2899,8,0,2,0
1,0,47,575,33,0,2,0
1,0,47,2899,12,0,3,0
1,0,15,0,1,0,0,0
1,0,23,1118,4,0,1,0
1,0,6,1118,4,0,1,0
1,0,6,1118,6,0,1,0
1,0,36,2899,3,0,2,0
1,0,4,575,6,0,2,0
1,0,6,1118,4,0,1,0
1,0,9,2899,5,0,2,0
1,0,29,575,5,0,3,0
1,0,4,1118,1,0,1,0
1,0,10,1118,1,0,1,0
1,0,13,575,6,0,2,0
1,0,9,1118,8,0,1,0
1,0,6,1118,2,0,1,0
1,0,9,1118,7,0,1,0
1,0,5,575,1,0,1,0
1,0,15,1118,14,0,3,0
1,0,11,1118,6,0,1,0
2,0,28,1118,5,0,1,0
1,0,6,1118,6,0,1,0
1,0,5,575,6,0,2,0
1,0,33,1118,10,0,1,0
1,0,25,1118,4,0,1,0
1,0,4,1118,2,0,1,0
1,0,26,2899,12,0,4,0
1,0,4,0,1,0,0,0
1,0,16,575,6,0,2,0
33,0,524,575,2,0,1,0
13,0,92,1118,6,0,1,0
1,0,35,1118,4,0,1,0
1,0,4,575,1,0,1,0
20,0,208,1118,5,0,2,0
30,0,272,1118,1,0,1,0
19,0,133,1118,5,0,1,0
20,0,103,1118,21,0,2,0
19,0,116,575,1,0,1,0
7,0,67,1118,4,0,1,0
1,0,7,1118,1,0,1,0
218,0,1082,575,37,0,3,0
52,0,316,86,8,0,2,0
1,0,67,86,3,0,1,0
11,0,171,86,12,0,2,0
1,0,44,0,2,0,0,0
27,0,181,86,14,0,2,0
1,0,10,1118,4,0,1,0
1,0,10,1118,4,0,1,0
1,0,10,1118,4,0,1,0
10,0,108,86,8,0,2,0
2,0,26,86,6,0,2,0
21,0,186,1118,23,0,2,0
6,0,103,86,6,0,2,0
19,0,141,86,10,0,2,0
2,0,35,575,7,0,3,0
1,0,28,86,7,0,2,0
15,0,83,86,7,0,2,0
8,0,114,86,8,0,2,0
1,0,42,0,1,0,0,0
10,0,108,86,8,0,2,0
1,0,12,1118,4,0,1,0
6,0,79,86,7,0,2,0
1,0,9,1118,1,0,1,0
18,0,85,2899,4,0,2,0
1,0,27,1118,1,0,1,0
14,0,53,2899,5,0,2,0
1,0,4,1118,1,0,1,0
3,0,18,2899,1,0,1,0
1,0,7,1118,2,0,1,0
16,0,114,2899,4,0,2,0
1,0,4,1118,1,0,1,0
1,0,22,1118,1,0,1,0
15,0,72,2899,2,0,2,0
1,0,35,2899,4,0,2,0
3,0,11,1118,3,0,1,0
4,0,16,1118,3,0,1,0
4,0,16,1118,3,0,1,0
1,0,6,1118,3,0,1,0
2,0,14,2899,3,0,2,0
1,0,18,2899,4,0,2,0
9,0,110,2899,5,0,3,0
1,0,43,575,3,0,2,0
3,0,62,1118,2,0,2,1
1,0,43,1118,1,0,1,0
1,0,5,2899,2,0,1,0
1,0,3,2899,2,0,1,0
1,0,11,2899,2,0,1,0
1,0,3,2899,2,0,1,0
1,0,6,2899,2,0,1,0
1,0,4,2899,2,0,1,0
1,0,7,2899,1,0,1,0
1,0,3,2899,1,0,1,0
1,0,12,2899,6,0,3,0
1,0,17,2899,8,0,3,0
1,0,7,2899,4,0,2,0
1,0,8,2899,3,0,2,0
1,0,12,2899,2,0,1,0
1,0,3,2899,2,0,1,0
1,0,5,2899,2,0,2,0
1,0,3,2899,2,0,2,0
1,0,9,1118,1,0,1,0
1,0,15,1118,6,0,2,1
8,0,74,2899,8,0,3,0
4,0,39,1118,2,0,2,0
11,0,66,1118,16,0,1,0
22,0,120,2899,14,0,4,0
12,0,129,1118,10,0,2,0
20,0,200,1118,8,0,3,0
16,0,137,1118,25,0,3,0
1,0,5,1118,3,0,1,0
30,0,239,2899,35,0,4,1
1,0,7,575,1,0,1,0
1,0,22,1118,2,0,2,0
15,0,82,2899,22,0,3,0
4,0,44,1118,3,0,1,0
1,0,9,1118,3,0,1,0
17,0,315,2899,5,0,3,0
1,0,4,1118,2,0,2,0
55,0,251,2899,10,0,3,0
26,0,173,1118,8,0,2,0
1,0,9,1118,2,0,2,0
12,0,114,2899,5,0,2,1
1,0,35,1118,1,0,1,0
14,0,132,1118,17,0,4,0
7,0,120,1118,1,0,1,0
82,0,344,1118,38,0,3,0
1,0,114,2899,1,0,1,0
12,0,69,1118,31,0,2,1
1,0,4,1118,3,0,1,0
26,0,152,2899,40,0,3,0
25,0,109,1118,18,0,2,0
11,0,82,1118,37,0,3,0
29,0,178,2899,6,0,3,0
40,0,204,1118,5,0,1,0
1,0,7,1118,3,0,1,0
1,0,4,1118,1,0,1,0
1,0,7,1118,2,0,1,0
1,0,8,575,1,0,1,0
23,0,150,1118,35,0,3,1
1,0,31,1118,2,0,1,0
1,0,6,1118,1,0,1,0
1,0,6,1118,1,0,1,0
1,0,8,1118,1,0,1,0
1,0,9,1118,1,0,1,0
1,0,53,1118,9,0,1,0
1,0,5,1118,4,0,1,0
49,0,213,1118,25,0,2,1
1,0,11,1118,13,0,1,0
1,0,14,1118,4,0,2,0
61,0,256,2053,21,0,4,0
9,0,62,1118,2,0,1,0
28,0,123,1118,15,0,3,0
1,0,6,1118,6,0,1,0
4,0,65,1118,13,0,1,0
133,0,878,2899,51,0,5,1
1,0,30,1118,6,0,1,0
4,0,29,1118,1,0,1,0
18,0,82,1118,4,0,2,0
34,0,209,2899,19,0,3,1
16,0,75,1118,4,0,2,0
8,0,64,2899,3,0,1,0
1,0,7,2899,2,0,1,0
1,0,8,2899,2,0,1,0
1,0,11,2899,2,0,1,0
1,0,8,2899,1,0,1,0
1,0,17,2899,3,0,1,0
4,0,44,2899,2,0,1,0
11,0,48,86,1,0,1,0
49,0,231,2899,1,0,1,0
7,0,47,86,7,0,2,0
2,0,52,575,1,0,1,0
1,0,11,1118,1,0,1,0
5,0,75,1118,1,0,1,1
1,0,27,575,3,0,2,0
1,0,21,1118,1,0,1,0
3,0,36,1118,5,0,1,0
1,0,3,1118,1,0,1,0
17,0,187,2899,7,0,2,1
15,0,122,1118,1,0,1,1
8,0,77,2899,8,0,2,0
6,0,41,1118,3,0,1,0
66,0,447,1118,5,0,1,1
1,0,42,1118,2,0,1,1
5,0,39,1118,4,0,1,0
1,0,40,1118,1,0,1,0
1,0,7,1118,1,0,1,0
1,0,5,1118,2,0,1,0
3,0,22,1118,2,0,1,0
1,0,12,1118,2,0,1,0
1,0,15,1118,1,0,1,0
1,0,47,1118,2,0,1,0
1,0,5,1118,1,0,1,0
1,0,23,1118,5,0,1,0
15,0,209,1118,9,0,2,1
1,0,7,1118,1,0,1,0
1,0,19,1118,2,0,1,0
1,0,13,1118,5,0,1,0
1,0,16,1118,4,0,1,1
10,0,156,1118,8,0,3,1
7,0,80,2899,7,0,2,0
8,0,61,0,2,0,0,0
10,0,90,1118,2,0,1,0
11,0,90,575,2,0,1,0
1,0,38,1118,1,0,1,0
9,0,77,1118,4,0,1,0
1,0,17,2899,4,0,1,0
11,0,73,2899,1,0,1,0
5,0,26,1118,3,0,1,0
1,0,5,1118,2,0,1,0
9,0,57,1118,4,0,1,0
1,0,5,1118,2,0,1,0
1,0,8,1118,2,0,1,0
9,0,67,1118,6,0,1,1
10,0,90,1118,3,0,1,0
1,0,60,1118,3,0,1,0
2,0,20,2899,2,0,1,0
8,0,51,1118,4,0,1,0
3,0,10,86,2,0,2,0
3,0,10,1118,3,0,2,0
3,0,35,1118,2,0,1,0
16,0,121,2899,9,0,2,0
5,0,52,1118,2,0,1,0
1,0,9,2899,2,0,1,0
6,0,34,2899,2,0,2,0
1,0,8,1118,3,0,1,0
16,0,185,2899,14,0,4,0
4,0,55,2899,3,0,1,0
2,0,36,1118,4,0,2,0
1,0,10,1118,3,0,2,0
1,0,14,2899,6,0,2,0
1,0,35,1118,3,0,2,0
22,0,148,1118,5,0,2,0
1,0,23,2899,5,0,2,0
1,0,58,2899,1,0,1,0
2,0,36,1118,2,0,1,0
89,0,559,2899,11,0,3,0
7,0,77,2899,1,0,1,0
11,0,115,2899,4,0,2,0
2,0,28,2899,4,0,2,0
9,0,86,2899,6,0,2,0
6,0,34,1118,2,0,2,0
25,0,135,2899,5,0,3,0
3,0,47,2899,5,0,2,0
1,0,35,2899,1,0,1,0
2,0,52,2899,1,0,1,0
3,0,73,2899,1,0,1,0
1,0,39,2899,1,0,1,0
1,0,10,2899,1,0,1,0
1,0,57,2899,1,0,1,0
1,0,10,2899,1,0,1,0
1,0,31,2899,1,0,1,0
1,0,33,2899,1,0,1,0
1,0,10,2899,1,0,1,0
1,0,66,2899,1,0,1,0
1,0,175,2899,1,0,1,0
2,0,56,2899,1,0,1,0
1,0,62,2899,1,0,1,0
1,0,68,2899,1,0,1,0
1,0,82,2899,1,0,1,0
1,0,10,2899,1,0,1,0
1,0,24,2899,1,0,1,0
1,0,10,2899,1,0,1,0
2,0,61,2899,1,0,1,0
2,0,98,2899,1,0,1,0
1,0,77,2899,1,0,1,0
15,0,164,2899,1,0,1,0
8,0,87,2053,2,0,2,1
2,0,84,2899,1,0,1,0
6,0,111,2899,1,0,1,0
2,0,53,2899,1,0,1,0
17,0,118,2899,5,0,2,0
2,0,22,1118,1,0,1,0
1,0,6,1118,1,0,1,0
5,0,39,2899,2,0,2,0
20,0,147,1118,5,0,2,0
4,0,40,575,2,0,2,0
1,0,21,1118,4,0,2,0
400,0,1734,1118,5,0,2,0
10,0,126,1118,4,0,2,0
4,0,47,1118,2,0,1,0
4,0,24,1118,1,0,1,0
4,0,37,575,3,0,2,0
1,0,11,1118,1,0,1,0
6,0,48,1118,2,0,1,0
1,0,14,1118,2,0,1,0
8,0,43,575,5,0,2,0
3,0,22,1118,2,0,1,0
9,0,58,2899,6,0,3,0
1,0,62,1118,1,0,1,0
1,0,12,1118,2,0,1,0
9,0,83,1118,3,0,1,0
6,0,45,1118,2,0,1,0
12,0,65,575,5,0,2,0
3,0,26,1118,1,0,1,0
3,0,20,1118,2,0,1,0
4,0,29,575,3,0,2,0
1,0,25,1118,2,0,1,0
2,0,65,1118,2,0,1,0
1,0,16,1118,2,0,1,0
5,0,84,1118,6,0,2,0
1,0,11,1118,3,0,1,0
5,0,22,1118,2,0,1,0
2,0,20,1118,1,0,1,0
9,0,44,1118,2,0,1,0
5,0,22,1118,6,0,1,0
2,0,20,1118,2,0,1,0
9,0,61,1118,8,0,1,0
37,0,108,2899,3,0,2,0
2,0,20,1118,2,0,1,0
8,0,60,1118,6,0,1,0
4,0,52,1118,2,0,1,0
1,0,15,575,1,0,1,0
1,0,55,1118,2,0,1,0
10,0,95,1118,2,0,1,0
9,0,239,2899,5,0,3,0
32,0,419,2899,10,0,2,0
119,0,2574,2899,169,0,3,0
7,0,225,1118,22,0,2,0
1,0,32,1118,7,0,1,0
10,0,296,2899,1,0,1,0
3,0,119,2899,4,0,2,0
13,0,180,2899,8,0,4,0
64,0,1237,2899,45,0,3,0
16,0,197,2899,1,0,1,0
26,0,196,1118,8,0,2,0
35,0,298,1118,5,0,1,0
1,0,157,1118,2,0,1,0
1,0,179,1118,2,0,1,0
7,0,368,1118,3,0,1,0
2,0,17,1118,3,0,1,0
5,0,44,1118,3,0,1,0
3,0,30,1118,3,0,1,0
8,0,157,2899,2,0,2,0
1,0,66,1118,6,0,1,0
1,0,43,1118,2,0,1,0
1,0,65,1118,4,0,1,0
3,0,46,1118,3,0,1,0
1,0,117,1118,4,0,2,0
1,0,20,1118,7,0,1,0
1,0,20,575,2,0,1,0
1,0,26,0,2,0,0,0
2,0,116,2899,10,0,4,0
7,0,29,1118,1,0,1,0
1,0,63,1118,2,0,2,0
14,0,252,1118,18,0,3,0
22,0,313,1118,17,0,3,0
30,0,1049,1118,62,0,4,0
12,0,191,1118,5,0,1,0
6,0,44,1118,2,0,1,0
2,0,69,1118,3,0,1,0
19,0,117,1118,2,0,1,0
2,0,19,1118,2,0,1,0
14,0,109,1118,2,0,1,0
2,0,18,1118,2,0,1,0
9,0,72,1118,2,0,1,0
5,0,54,86,4,0,2,0
1,0,57,1118,2,0,1,1
17,0,255,1118,5,0,2,0
61,0,975,1118,34,0,3,0
3,0,127,575,22,0,3,0
1,0,75,2899,1,0,1,0
16,0,182,2899,7,0,4,0
1,0,112,1118,5,0,2,0
6,0,95,1118,14,0,1,0
3,0,128,1118,8,0,3,0
1,0,189,2899,22,0,4,0
87,0,885,2899,43,0,5,0
3,0,30,86,1,0,1,0
6,0,78,86,3,0,2,0
1,0,35,1118,3,0,1,1
6,0,33,1118,1,0,1,0
5,0,67,1118,3,0,1,0
8,0,87,1118,3,0,1,0
4,0,34,1118,3,0,1,0
4,0,34,1118,2,0,1,0
1,0,71,1118,1,0,1,0
3,0,56,2899,5,0,1,0
4,0,77,2899,10,0,2,0
3,0,18,2899,5,0,1,0
1,0,51,2899,6,0,2,0
1,0,26,2899,5,0,2,0
1,0,36,2899,5,0,2,0
1,0,41,2899,7,0,2,0
3,0,47,2899,5,0,2,0
1,0,50,1118,3,0,1,0
6,0,35,2899,6,0,2,0
1,0,8,2899,4,0,2,0
1,0,8,2899,4,0,2,0
1,0,8,2899,4,0,2,0
1,0,64,1118,3,0,1,0
6,0,35,2899,6,0,2,0
1,0,8,2899,4,0,2,0
1,0,8,2899,4,0,2,0
1,0,8,2899,4,0,2,0
4,0,29,2899,1,0,1,0
6,0,61,2899,1,0,1,0
12,0,55,2899,2,0,1,0
4,0,34,2899,1,0,1,0
19,0,109,2899,3,0,1,0
1,0,9,2899,1,0,1,0
5,0,30,2899,2,0,1,0
5,0,91,2899,9,0,2,0
4,0,51,2899,10,0,2,0
1,0,10,2899,5,0,2,0
1,0,22,2899,5,0,2,0
3,0,63,2899,10,0,2,0
1,0,20,2899,5,0,2,0
1,0,7,2899,4,0,2,0
1,0,10,2899,5,0,2,0
1,0,19,2899,3,0,2,0
1,0,149,2899,6,0,2,0
10,0,146,2899,4,0,1,0
2,0,36,2899,5,0,1,0
1,0,18,2899,3,0,2,0
1,0,53,2899,3,0,1,0
1,0,44,1118,3,0,1,0
1,0,39,1118,3,0,1,0
1,0,9,575,5,0,2,0
4,0,53,1118,3,0,1,0
9,0,100,1118,4,0,1,0
1,0,22,1118,3,0,1,0
3,0,39,86,5,0,1,0
10,0,81,2899,3,0,2,0
129,0,630,2899,15,0,2,0
5,0,50,86,1,0,1,0
2,0,20,2899,7,0,2,0
4,0,41,2899,2,0,1,0
1,0,9,2899,1,0,1,0
1,0,9,2899,1,0,1,0
1,0,17,2899,1,0,1,0
1,0,11,2899,1,0,1,0
1,0,9,2899,2,0,1,0
1,0,24,2899,3,0,1,0
1,0,9,2899,2,0,1,0
1,0,10,2899,2,0,1,0
9,0,82,2899,5,0,3,0
1,0,84,2899,5,0,2,0
10,0,337,2899,26,0,3,0
1,0,51,2899,2,0,1,0
1,0,14,2899,1,0,1,0
1,0,17,2899,1,0,1,0
5,0,111,2899,1,0,1,0
59,0,360,2899,8,0,3,0
1,0,10,2899,1,0,1,0
63,0,446,2899,13,0,3,1
1,0,60,2899,2,0,1,0
1,0,26,2899,1,0,1,0
4,0,32,2899,2,0,1,0
96,0,480,2899,2,0,1,0
4,0,26,2899,2,0,1,0
3,0,52,2899,2,0,1,0
1,0,13,2899,1,0,1,0
1,0,15,2899,1,0,1,0
