McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
9,0,42,0,1,3,2597,0
39,0,286,7,5,33,1464,1
4,0,39,0,2,3,2597,0
10,0,206,1,5,9,1464,0
2,0,109,2,4,13,1464,0
1,0,5,1,2,2,2597,0
3,0,28,1,3,4,1464,0
1,0,8,0,1,2,1464,0
2,0,24,0,1,3,1464,0
7,0,36,0,1,4,2597,0
4,0,35,1,4,10,1283,0
19,0,92,0,1,2,423,0
4,0,37,0,3,6,1283,0
2,0,68,4,5,25,592,1
1,0,12,0,1,1,1464,0
1,0,40,0,2,2,263,0
2,0,52,0,1,2,1283,0
6,0,50,0,3,5,2597,0
6,0,41,3,5,9,592,0
5,0,61,0,2,6,1464,0
4,0,51,0,3,5,1464,0
7,0,56,0,5,9,2597,0
2,0,45,0,4,9,1464,0
6,0,51,0,4,5,1283,0
9,0,76,2,2,7,1283,0
1,0,4,0,1,1,343,0
1,0,9,0,2,2,2597,0
14,0,79,0,2,5,2597,0
132,0,586,1,4,11,1283,1
41,0,175,0,2,10,2597,0
1,0,16,0,2,2,2597,0
4,0,36,0,2,6,2597,0
1,0,6,0,3,5,1283,0
1,0,46,1,4,23,2597,0
137,0,748,11,9,133,592,1
1,0,10,0,2,3,2597,0
8,0,128,0,1,2,1283,0
1,0,11,0,4,7,219,0
7,0,80,0,5,13,219,0
1,0,14,1,3,5,2597,0
12,0,105,1,5,11,1464,0
1,0,9,0,2,2,219,0
2,0,34,0,3,5,219,0
1,0,11,0,4,4,1283,0
6,0,55,0,4,7,1283,0
1,0,6,0,3,3,219,0
1,0,22,0,3,3,219,0
1,0,12,0,3,3,219,0
1,0,16,0,3,4,219,0
1,0,48,0,3,3,219,0
1,0,114,0,5,8,219,0
1,0,22,0,4,12,56,0
8,0,171,0,7,26,1464,0
1,0,10,0,2,4,219,0
5,0,91,0,5,11,219,0
1,0,13,0,2,4,219,0
7,0,145,1,7,31,219,1
1,0,24,3,6,10,219,0
1,0,156,4,7,19,219,0
1,0,14,0,4,5,219,0
1,0,28,0,5,12,1283,0
10,0,265,1,7,33,1283,0
1,0,15,0,3,3,219,0
7,0,71,0,2,2,2597,1
10,0,84,1,5,16,1464,0
8,0,92,3,3,16,1464,0
1,0,5,0,1,2,2597,0
16,0,102,0,6,19,2597,0
1,0,63,0,1,1,2597,0
1,0,4,0,1,1,2597,0
1,0,7,0,1,4,2597,0
1,0,39,2,6,15,1283,0
37,0,355,3,7,30,1283,0
1,0,25,1,2,3,2597,0
8,0,38,2,5,18,56,0
1,0,9,0,1,1,2597,0
1,0,10,0,1,1,2597,0
5,0,34,0,1,1,2597,0
1,0,7,0,1,1,2597,0
1,0,14,0,1,3,2597,0
1,0,24,0,3,6,2597,0
1,0,59,0,3,7,1283,0
1,0,4,0,1,1,2597,0
1,0,16,0,1,1,2597,0
1,0,15,0,1,1,2597,0
1,0,36,0,5,16,2597,0
70,0,451,9,7,69,2597,1
1,0,23,0,3,7,2597,0
31,0,192,0,8,25,2597,0
9,0,61,0,3,6,1283,1
1,0,4,0,1,3,2597,0
1,0,50,0,5,7,1464,0
73,0,751,13,7,101,592,1
2,0,48,0,5,12,592,0
1,0,28,0,4,8,1464,0
10,0,212,1,3,30,2597,0
1,0,81,0,4,12,1283,0
7,0,86,0,3,10,1283,1
1,0,19,0,3,3,1464,0
1,0,40,0,1,2,1283,0
2,0,23,1,3,7,592,0
1,0,10,0,3,5,1464,0
1,0,8,0,2,2,592,0
1,0,48,1,2,3,1464,1
52,0,323,3,6,39,592,1
2,0,92,0,3,7,1464,1
7,0,41,5,3,13,1283,0
15,0,277,1,4,32,592,0
11,0,97,1,3,7,1283,0
8,0,83,0,3,7,2597,0
1,0,34,0,1,3,343,0
1,0,34,0,3,5,2597,0
1,0,40,0,1,2,343,0
1,0,72,0,1,1,343,0
1,0,33,0,1,1,343,0
1,0,20,0,2,2,1283,0
1,0,26,0,1,1,343,0
1,0,19,0,1,1,343,0
6,0,38,0,1,1,1283,0
1,0,5,0,1,1,1283,0
2,0,24,0,3,3,2597,0
1,0,23,0,2,8,1283,0
1,0,28,0,1,1,343,0
46,0,170,0,2,2,2597,0
23,0,170,0,5,17,592,1
1,0,16,0,3,5,592,0
1,0,7,0,2,4,2597,0
4,0,30,0,1,1,2597,0
1,0,25,0,1,1,343,0
92,0,300,2,5,16,1464,0
47,0,228,5,4,11,2597,0
139,0,560,5,4,14,2597,0
7,0,40,0,2,3,219,1
204,0,734,5,5,33,592,0
111,0,446,6,4,15,2597,1
95,0,463,2,2,7,2597,1
1,0,24,0,4,7,219,0
1,0,41,0,4,6,219,0
166,0,635,6,4,15,2597,0
18,0,133,0,2,4,219,0
3,0,60,0,4,6,219,0
1,0,14,0,1,2,2597,0
30,0,173,1,1,3,2597,0
3,0,33,1,3,6,2597,0
1,0,6,0,1,4,2597,0
9,0,63,0,3,3,2597,1
14,0,113,0,2,3,2597,0
1,0,17,0,1,1,2597,0
1,0,25,0,1,1,2597,0
28,0,335,0,2,5,31,0
46,0,510,3,5,35,1464,1
151,0,972,10,8,128,592,1
1,0,8,0,2,3,1464,0
1,0,4,0,1,3,2597,0
44,0,252,2,5,25,2597,1
1,0,14,0,1,1,2597,0
1,0,12,0,3,7,2597,0
67,0,474,3,7,57,1464,1
1,0,23,0,5,13,2597,0
1,0,47,1,7,34,2597,0
30,0,88,3,2,6,1464,1
3,0,39,2,3,6,1283,0
1,0,14,2,3,7,1283,1
20,0,117,11,4,20,1464,1
3,0,34,0,1,3,1464,0
1,0,16,0,1,1,1464,0
1,0,22,0,1,5,1464,1
1,0,9,0,2,2,2597,0
1,0,24,0,1,2,1464,0
1,0,17,0,1,3,1464,0
3,0,49,0,1,5,1464,0
3,0,27,0,2,5,2597,0
9,0,54,0,2,6,1283,1
1,0,33,0,1,1,1464,0
1,0,108,0,2,4,219,0
1,0,46,0,2,4,219,0
1,0,32,0,2,4,219,0
1,0,31,0,4,5,219,0
1,0,26,0,2,4,219,0
1,0,31,0,2,4,219,0
1,0,9,0,1,4,2597,0
32,0,164,6,4,19,1283,1
1,0,38,0,1,3,2597,0
19,0,142,4,4,9,263,1
6,0,110,1,3,6,1464,1
4,0,72,2,3,8,1283,0
1,0,4,0,1,3,2597,0
1,0,22,0,1,3,2597,0
9,0,67,0,1,1,2597,1
7,0,57,0,1,1,2597,0
3,0,40,1,3,9,1464,1
112,0,423,11,5,36,592,1
3,0,32,1,1,4,2597,0
1,0,24,0,2,7,2597,1
1,0,35,2,1,5,2597,0
16,0,90,1,5,5,56,1
19,0,120,1,3,9,2597,1
21,0,160,3,4,10,2597,1
5,0,46,1,3,9,1464,0
62,0,365,2,3,18,1464,1
1,0,15,0,1,1,2597,0
7,0,91,0,3,4,592,0
22,0,137,0,2,2,592,0
22,0,132,0,2,3,2597,0
43,0,202,0,2,2,592,0
8,0,63,0,2,2,592,0
12,0,102,0,2,2,592,0
25,0,161,0,2,3,592,0
34,0,152,0,2,2,592,0
12,0,104,0,2,2,592,0
21,0,127,0,2,4,592,0
3,0,12,0,1,1,2597,0
3,0,12,0,1,1,2597,0
1,0,9,0,1,3,2597,0
3,0,14,0,1,3,2597,0
3,0,18,0,1,3,2597,0
1,0,4,0,1,3,2597,0
1,0,9,0,1,3,2597,0
1,0,9,0,1,3,2597,0
3,0,24,0,2,4,2597,0
4,0,17,0,1,3,2597,0
1,0,9,0,1,3,2597,0
2,0,12,0,3,7,1283,0
5,0,34,1,2,6,1464,0
3,0,26,0,1,4,2597,0
2,0,23,0,1,5,2597,0
3,0,28,0,2,7,2597,0
2,0,22,0,1,4,2597,0
2,0,22,0,1,5,2597,0
8,0,47,0,2,3,2597,0
1,0,11,0,1,3,2597,0
1,0,11,0,1,3,2597,0
1,0,55,0,2,4,2597,1
1,0,61,0,3,5,1464,0
1,0,50,0,1,2,2597,0
1,0,28,0,1,1,1464,0
1,0,5,0,1,1,592,0
1,0,6,0,2,3,592,0
2,0,46,0,3,7,592,1
7,0,92,0,3,5,263,0
1,0,81,0,4,9,2597,1
14,0,88,2,4,13,1283,0
1,0,10,0,1,1,2597,0
17,0,99,0,3,7,1283,0
1,0,4,0,1,1,2597,0
37,0,244,0,5,26,592,1
8,0,51,0,1,1,263,0
1,0,12,0,1,1,2597,0
1,0,9,0,2,5,1283,0
1,0,5,0,1,1,2597,0
2,0,20,0,2,3,343,0
6,0,42,0,2,3,1283,0
1,0,16,1,2,2,1464,0
1,0,5,0,2,3,1283,0
1,0,18,0,1,2,2597,0
3,0,26,1,3,8,1283,1
1,0,14,0,2,3,1464,0
6,0,36,0,2,7,423,0
33,0,185,0,4,4,1283,0
1,0,32,0,1,7,2597,0
1,0,25,0,1,4,2597,0
1,0,17,0,1,2,2597,0
1,0,17,0,1,2,2597,0
3,0,20,0,1,1,2597,0
4,0,16,0,1,1,2597,0
1,0,20,0,1,1,2597,0
1,0,26,0,1,1,2597,0
1,0,9,0,1,1,2597,0
1,0,8,0,2,4,2597,0
1,0,42,0,1,1,2597,0
3,0,26,0,2,3,592,0
7,0,33,0,3,5,2597,0
2,0,12,0,3,4,592,0
8,0,32,0,3,5,592,0
1,0,17,0,3,6,592,0
2,0,44,0,4,6,1464,0
1,0,19,0,3,5,1283,0
1,0,19,0,3,4,1283,0
1,0,5,0,3,5,2597,0
1,0,5,0,2,2,592,0
42,0,336,3,8,33,1283,1
4,0,36,0,1,1,2597,0
9,0,62,0,2,2,1283,1
11,0,31,0,1,1,2597,0
1,0,17,0,1,1,2597,0
1,0,18,0,5,10,2597,1
12,0,94,0,7,15,263,0
13,0,78,0,2,8,2597,0
29,0,143,0,4,15,2597,0
1,0,6,0,4,6,1464,0
1,0,37,0,5,24,2597,0
1,0,32,0,7,26,423,0
1,0,13,0,3,9,2597,0
1,0,25,0,7,36,1464,0
1,0,15,0,3,6,343,0
1,0,38,1,6,29,1283,0
1,0,15,0,1,6,2597,0
1,0,10,0,1,1,2597,0
1,0,11,0,3,6,343,0
1,0,15,0,3,6,343,0
1,0,15,0,7,17,592,0
1,0,12,0,4,6,1464,0
1,0,6,0,1,1,2597,0
1,0,12,0,3,5,343,0
1,0,4,0,3,4,343,0
1,0,4,0,1,2,2597,0
1,0,6,0,1,1,2597,0
1,0,11,0,4,7,1464,0
3,0,60,8,3,17,1464,1
9,0,32,0,3,8,592,0
1,0,10,0,1,2,2597,0
1,0,8,0,1,2,2597,0
9,0,51,0,3,4,1464,0
1,0,30,0,1,1,423,0
1,0,111,0,2,2,423,0
18,0,65,0,2,2,592,0
1,0,11,2,5,9,1464,0
5,0,30,0,2,2,2597,0
2,0,17,0,1,3,592,0
9,0,88,0,2,2,1283,1
9,0,64,0,2,2,1283,1
1,0,6,0,1,1,592,0
1,0,10,0,1,1,592,0
9,0,81,0,2,2,1283,1
9,0,117,0,2,2,1283,1
9,0,69,0,2,2,1283,1
10,0,97,2,1,3,592,0
1,0,4,0,2,3,2597,0
1,0,16,1,1,3,1464,0
8,0,37,0,2,5,1464,0
1,0,17,0,3,10,1283,0
8,0,54,0,1,6,1283,0
3,0,23,0,2,2,343,0
6,0,38,0,2,2,1464,0
1,0,12,0,3,3,1283,0
4,0,9,0,4,7,592,0
11,0,80,0,1,1,2597,0
9,0,59,0,2,2,1283,1
2,0,22,0,1,1,2597,0
1,0,17,0,4,8,1464,0
7,0,35,0,1,1,2597,0
21,0,265,0,4,5,592,0
1,0,11,0,2,2,1464,0
2,0,17,0,3,5,2597,0
1,0,19,0,1,3,2597,0
1,0,13,0,1,1,2597,0
3,0,36,0,1,2,2597,0
17,0,129,0,2,3,2597,0
5,0,50,0,1,1,2597,0
5,0,74,0,1,2,1283,0
6,0,44,2,3,13,1464,0
1,0,4,0,1,5,1283,0
2,0,17,0,3,5,1464,0
1,0,5,0,1,1,1283,0
7,0,66,0,1,1,2597,0
7,0,25,0,3,4,2597,0
9,0,57,0,2,2,1283,1
1,0,6,0,1,1,2597,0
1,0,8,0,1,1,2597,0
1,0,6,0,2,3,2597,0
1,0,15,0,1,4,592,0
1,0,9,0,5,6,2597,0
10,0,52,0,6,10,592,0
3,0,23,0,1,1,2597,0
1,0,9,0,4,6,2597,0
13,0,61,0,6,11,592,0
22,0,225,3,6,56,1283,0
15,0,82,0,6,29,1283,0
1,0,20,1,4,14,1464,0
6,0,98,0,6,33,592,1
2,0,15,0,1,1,2597,0
1,0,10,0,4,7,2597,0
33,0,178,0,5,13,1283,1
1,0,10,0,4,7,2597,0
1,0,10,0,5,8,1283,0
4,0,36,0,2,4,2597,0
9,0,42,0,5,8,2597,0
20,0,126,2,7,21,1464,0
1,0,6,0,1,1,263,0
10,0,41,0,2,3,592,0
1,0,10,0,4,9,2597,0
1,0,15,0,5,8,2597,0
1,0,21,0,2,3,1283,0
1,0,18,0,5,10,2597,0
1,0,31,0,3,7,1283,0
1,0,5,0,2,2,2597,0
8,0,56,0,1,1,2597,0
9,0,113,0,3,8,2597,1
1,0,16,0,1,1,2597,0
8,0,108,0,3,7,2597,1
1,0,4,0,1,2,2597,0
1,0,33,0,1,1,2597,0
1,0,13,0,1,1,2597,0
4,0,27,0,1,1,2597,0
1,0,6,0,1,2,2597,0
17,0,141,0,1,4,2597,0
1,0,26,0,1,1,2597,0
1,0,18,0,1,1,2597,0
30,0,193,0,1,1,2597,0
6,0,62,0,4,9,592,0
1,0,14,0,2,4,2597,0
4,0,84,2,3,9,592,0
1,0,10,0,2,2,1283,0
3,0,46,0,2,2,1283,0
3,0,149,0,7,20,2597,0
1,0,22,0,1,2,423,0
1,0,10,0,3,5,1283,0
1,0,61,0,4,9,1283,0
1,0,12,0,1,2,423,0
1,0,40,1,2,4,1464,0
1,0,5,0,2,3,2597,0
1,0,10,0,3,5,1283,0
1,0,37,0,3,9,592,1
1,0,9,0,2,3,1283,0
3,0,47,0,3,4,2597,0
1,0,10,0,2,2,1283,0
7,0,75,0,5,12,2597,1
1,0,25,0,2,4,1283,0
1,0,9,0,2,3,1283,0
1,0,27,0,2,4,1283,0
11,0,60,0,5,12,1464,0
1,0,4,0,1,3,2597,0
1,0,10,0,1,1,592,0
1,0,50,0,1,1,592,0
1,0,10,0,1,1,592,0
10,0,53,0,1,1,592,1
1,0,13,0,2,2,2597,0
1,0,17,0,1,1,592,0
22,0,134,0,2,2,1464,1
26,0,135,0,2,2,1464,1
1,0,13,0,1,1,592,0
19,0,110,0,2,2,1464,1
1,0,9,0,2,2,343,0
8,0,90,2,6,8,1283,0
1,0,7,0,1,1,592,0
8,0,54,0,1,1,592,0
6,0,43,0,2,3,2597,0
1,0,18,0,4,4,2597,0
1,0,7,0,3,3,2597,0
1,0,33,0,3,3,2597,0
1,0,17,0,5,14,1464,0
2,0,99,0,7,19,1283,0
1,0,14,0,5,9,219,0
2,0,95,0,8,21,1283,0
1,0,7,0,3,3,2597,0
1,0,19,0,3,3,2597,0
1,0,13,0,1,1,2597,0
1,0,13,0,2,3,592,0
10,0,55,0,1,3,2597,0
4,0,37,0,3,7,1464,0
10,0,82,0,3,8,1464,0
5,0,46,0,3,7,1464,0
5,0,75,0,2,3,592,0
28,0,62,1,2,3,1464,0
1,0,18,0,2,4,1283,0
1,0,16,0,1,1,2597,0
28,0,102,0,5,12,2597,0
15,0,89,0,1,3,2597,0
51,0,267,1,7,23,1464,1
1,0,14,0,2,6,2597,0
3,0,92,1,5,11,592,0
11,0,76,0,3,9,2597,1
1,0,15,0,2,4,2597,0
1,0,101,0,5,15,1464,0
3,0,18,0,1,2,1283,0
4,0,23,0,2,6,1283,0
1,0,16,1,3,12,1464,0
21,0,174,3,3,20,1464,0
1,0,9,0,2,3,2597,0
5,0,55,0,3,6,2597,0
1,0,15,0,4,5,592,0
11,0,117,0,6,15,592,1
1,0,9,0,3,5,1283,0
1,0,32,0,4,7,423,0
5,0,16,0,3,3,2597,0
1,0,14,0,1,1,592,0
1,0,49,1,2,3,1464,0
22,0,133,0,3,5,2597,1
1,0,13,0,2,2,2597,0
1,0,5,0,3,4,343,0
1,0,4,0,1,2,2597,0
1,0,5,0,3,4,343,0
1,0,5,0,2,3,2597,0
1,0,7,0,3,4,343,0
1,0,6,0,3,4,343,0
9,0,63,0,3,3,2597,1
1,0,5,0,1,1,343,0
1,0,32,0,6,16,592,0
1,0,4,0,3,4,343,0
1,0,9,1,2,3,1464,0
1,0,7,0,3,5,2597,0
1,0,7,0,3,5,2597,0
1,0,13,0,3,5,2597,0
1,0,7,0,3,5,2597,0
1,0,33,0,1,2,2597,0
1,0,11,0,1,3,2597,0
1,0,10,0,1,1,2597,0
1,0,13,0,3,6,2597,0
1,0,16,0,3,6,2597,0
1,0,7,0,3,5,2597,0
1,0,112,1,4,11,592,0
1,0,14,0,2,3,1283,0
27,0,194,1,4,17,1283,1
1,0,4,1,3,4,1464,0
12,0,102,2,3,8,1464,1
1,0,11,0,3,5,2597,0
5,0,75,1,4,9,2597,0
1,0,16,0,2,5,2597,0
22,0,161,0,5,18,1283,1
9,0,60,0,3,3,2597,1
3,0,49,0,4,12,1283,0
10,0,30,0,5,19,423,0
7,0,26,0,5,15,423,0
8,0,53,0,4,13,2597,0
11,0,64,0,2,2,2597,0
1,0,15,0,3,3,1464,0
1,0,11,0,5,12,2597,0
14,0,133,0,6,17,1283,1
1,0,10,0,1,2,2597,0
5,0,39,0,1,1,2597,0
1,0,42,0,1,2,2597,0
1,0,45,0,1,1,2597,0
2,0,15,0,1,1,592,0
48,0,183,0,1,1,2597,0
1,0,10,0,4,9,592,0
7,0,84,0,4,13,592,1
1,0,11,0,1,3,2597,0
5,0,95,0,4,9,592,0
1,0,24,0,4,9,2597,0
13,0,209,0,5,26,1464,0
1,0,8,0,3,3,263,0
1,0,23,0,3,3,263,0
1,0,11,0,4,9,592,0
6,0,59,0,5,16,592,0
1,0,12,0,1,1,2597,0
14,0,60,0,1,1,2597,0
3,0,25,0,1,1,2597,0
1,0,15,1,3,7,2597,0
24,0,152,1,3,6,1464,0
9,0,57,1,3,5,2597,0
7,0,73,0,3,5,1464,1
1,0,11,0,1,1,2597,0
1,0,46,0,1,1,2597,0
1,0,11,0,1,1,2597,0
1,0,63,0,1,1,2597,0
38,0,267,1,2,9,2597,0
15,0,113,0,2,7,2597,0
1,0,14,0,1,1,423,0
1,0,17,1,1,1,423,0
6,0,45,0,1,1,2597,0
4,0,22,0,6,23,1283,0
4,0,27,1,4,9,263,0
2,0,13,0,4,6,2597,1
1,0,24,0,5,9,592,0
1,0,23,0,3,3,1464,0
1,0,43,0,5,8,1464,0
1,0,4,0,1,2,1283,0
3,0,24,0,1,5,1283,0
1,0,7,0,1,2,1283,0
1,0,17,0,2,9,592,0
1,0,36,0,2,4,1464,0
1,0,14,0,3,7,1283,0
11,0,92,0,2,5,592,0
1,0,20,0,1,1,592,1
1,0,27,0,3,5,1283,0
1,0,20,0,3,4,1283,0
1,0,20,0,2,3,1283,0
13,0,104,0,4,15,1283,0
7,0,38,0,4,12,1283,0
6,0,51,1,4,12,1283,1
20,0,116,0,3,6,2597,0
3,0,30,0,2,5,1283,0
5,0,50,0,1,2,2597,1
1,0,38,0,2,4,2597,0
9,0,62,0,5,7,1464,1
1,0,16,0,1,1,592,0
1,0,76,0,2,2,343,0
1,0,8,0,1,1,592,0
3,0,51,0,1,1,592,1
6,0,34,0,2,2,2597,0
1,0,10,0,2,2,2597,0
1,0,37,0,2,2,343,1
1,0,26,0,1,1,592,0
9,0,58,0,2,2,1283,1
1,0,5,0,2,2,343,0
8,0,55,0,4,5,343,1
1,0,21,0,4,5,343,0
5,0,31,0,4,4,343,0
2,0,38,0,5,6,343,0
11,0,75,0,5,12,1283,0
29,0,178,2,4,7,1464,0
9,0,85,0,2,3,592,0
1,0,12,0,1,2,2597,0
7,0,87,0,2,7,2597,0
1,0,12,0,1,1,2597,0
1,0,5,1,2,2,263,0
22,0,184,1,2,4,592,0
