McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
27,0,9,0,182,300,1409,111,237,27.0,0.0,182.0,4.0,0.0,2.0,54.0,0
4,0,2,2,45,94,1410,112,237,4.0,0.0,45.0,4.0,0.0,2.0,54.0,0
4,0,2,2,45,92,1411,113,237,4.0,0.0,45.0,4.0,0.0,2.0,54.0,0
5,0,4,0,50,113,1413,114,237,5.0,0.0,50.0,4.0,0.0,2.0,54.0,0
5,0,6,0,72,175,1414,115,237,5.0,0.0,72.0,4.0,0.0,2.0,54.0,0
7,0,2,2,74,143,1415,116,237,7.0,0.0,74.0,4.0,0.0,2.0,54.0,0
1,0,0,0,1,25,1412,117,237,1.0,0.0,1.0,4.0,0.0,2.0,54.0,0
15,0,0,6,249,307,1418,118,238,15.0,0.0,249.0,15.0,2.0,8.0,1296.0,0
1,0,0,3,39,72,1416,119,238,1.0,0.0,39.0,7.0,0.0,5.0,2319.0,0
1,0,0,3,20,44,1417,120,238,1.0,0.0,20.0,7.0,0.0,5.0,2319.0,0
3,0,1,6,102,145,1419,121,238,3.0,0.0,102.0,13.0,0.0,5.0,5350.0,0
1,0,1,2,51,92,1420,122,238,1.0,0.0,51.0,7.0,0.0,5.0,2319.0,0
53,0,4,6,555,718,1421,123,238,53.0,0.0,555.0,27.0,0.0,8.0,2319.0,0
2,0,1,6,128,177,1422,124,238,2.0,0.0,128.0,9.0,0.0,4.0,5350.0,0
3,0,0,4,38,66,1423,125,238,3.0,0.0,38.0,3.0,0.0,3.0,2319.0,0
1,0,1,4,53,91,1424,126,238,1.0,0.0,53.0,3.0,0.0,3.0,2319.0,0
91,0,19,0,552,808,1425,127,239,91.0,0.0,552.0,4.0,0.0,2.0,54.0,0
1,0,6,0,10,61,1426,128,239,1.0,0.0,10.0,4.0,0.0,2.0,54.0,0
10,0,1,6,97,144,1427,129,239,10.0,0.0,97.0,6.0,0.0,4.0,2472.0,0
11,0,3,4,92,150,1428,130,239,11.0,0.0,92.0,5.0,0.0,3.0,236.0,0
17,0,6,0,138,229,1429,131,239,17.0,0.0,138.0,4.0,0.0,2.0,54.0,0
1,0,14,0,24,132,1431,132,239,1.0,0.0,24.0,4.0,0.0,2.0,54.0,0
27,0,18,1,223,336,1432,133,239,27.0,0.0,223.0,5.0,0.0,3.0,5350.0,0
22,0,11,14,225,313,1433,134,239,22.0,0.0,225.0,4.0,0.0,2.0,54.0,0
1,0,13,0,22,124,1434,135,239,1.0,0.0,22.0,4.0,0.0,2.0,54.0,0
40,0,9,2,282,443,1435,136,239,40.0,0.0,282.0,4.0,0.0,2.0,54.0,0
1,0,0,0,1,27,1430,137,239,1.0,0.0,1.0,4.0,0.0,2.0,54.0,0
10,0,0,7,130,176,1447,138,242,10.0,0.0,130.0,12.0,0.0,6.0,5350.0,0
1,0,0,2,8,30,1448,139,242,1.0,0.0,8.0,4.0,0.0,2.0,54.0,0
3,0,0,2,9,31,1449,140,242,3.0,0.0,9.0,4.0,0.0,2.0,54.0,0
3,0,0,3,27,51,1450,141,242,3.0,0.0,27.0,6.0,0.0,4.0,54.0,0
1,0,0,3,19,43,1451,142,242,1.0,0.0,19.0,6.0,0.0,4.0,54.0,0
26,0,10,2,245,376,1452,143,242,26.0,0.0,245.0,8.0,0.0,5.0,54.0,0
3,0,0,3,52,78,1453,144,242,3.0,0.0,52.0,4.0,0.0,2.0,54.0,0
1,0,0,2,8,30,1454,145,242,1.0,0.0,8.0,4.0,0.0,2.0,54.0,0
1,0,0,2,8,30,1455,146,242,1.0,0.0,8.0,4.0,0.0,2.0,54.0,0
1,0,0,3,17,41,1456,147,242,1.0,0.0,17.0,4.0,0.0,2.0,54.0,0
8,0,1,3,62,98,1457,148,242,8.0,0.0,62.0,9.0,0.0,6.0,2319.0,0
26,0,17,2,199,325,1458,149,242,26.0,0.0,199.0,4.0,0.0,2.0,54.0,0
18,0,0,21,274,332,1459,150,242,18.0,0.0,274.0,15.0,0.0,6.0,5350.0,0
9,0,3,12,200,270,1460,151,242,9.0,0.0,200.0,7.0,2.0,5.0,828.0,0
4,0,0,2,33,58,1461,152,242,4.0,0.0,33.0,4.0,0.0,2.0,54.0,0
2,0,0,14,76,112,1462,153,242,2.0,0.0,76.0,7.0,0.0,5.0,2319.0,0
1,0,0,0,1,25,1397,154,233,1.0,0.0,1.0,4.0,0.0,2.0,54.0,0
3,0,0,3,86,122,959,155,145,3.0,0.0,86.0,9.0,0.0,6.0,533.0,0
6,0,0,4,59,88,960,156,145,6.0,0.0,59.0,4.0,0.0,2.0,54.0,0
1,0,0,2,7,29,961,157,145,1.0,0.0,7.0,4.0,0.0,2.0,54.0,0
7,0,0,3,90,120,962,158,145,7.0,0.0,90.0,6.0,0.0,4.0,310.0,0
13,0,1,8,141,183,963,159,145,13.0,0.0,141.0,20.0,0.0,9.0,533.0,0
19,0,5,16,197,272,964,160,145,19.0,0.0,197.0,7.0,0.0,5.0,2319.0,0
1,0,0,2,86,117,965,161,145,1.0,0.0,86.0,6.0,0.0,4.0,310.0,0
1,0,0,2,59,90,1400,162,234,1.0,0.0,59.0,4.0,0.0,2.0,54.0,0
1,0,0,6,141,178,1465,163,244,1.0,0.0,141.0,4.0,0.0,2.0,54.0,0
1,0,0,4,85,120,1466,164,244,1.0,0.0,85.0,4.0,0.0,2.0,54.0,0
1,0,0,4,72,101,1467,165,244,1.0,0.0,72.0,4.0,0.0,2.0,54.0,0
1,0,0,4,30,57,1468,166,244,1.0,0.0,30.0,9.0,0.0,5.0,54.0,0
1,0,0,2,19,42,1469,167,244,1.0,0.0,19.0,4.0,0.0,2.0,54.0,0
4,0,3,3,131,186,1470,168,244,4.0,0.0,131.0,6.0,0.0,4.0,1296.0,0
1,0,0,4,56,83,1471,169,244,1.0,0.0,56.0,4.0,0.0,2.0,54.0,0
1,0,0,4,56,83,1472,170,244,1.0,0.0,56.0,4.0,0.0,2.0,54.0,0
1,0,0,2,85,114,1473,171,244,1.0,0.0,85.0,8.0,0.0,5.0,54.0,0
1,0,0,5,105,139,1474,172,244,1.0,0.0,105.0,4.0,0.0,2.0,54.0,0
1,0,0,5,119,158,1402,173,236,1.0,0.0,119.0,8.0,0.0,7.0,310.0,0
4,0,0,3,253,336,1463,174,243,4.0,0.0,253.0,9.0,0.0,7.0,5350.0,0
1,0,0,3,57,98,1464,175,243,1.0,0.0,57.0,10.0,2.0,6.0,828.0,0
5,0,0,3,80,114,1475,176,245,5.0,0.0,80.0,9.0,2.0,5.0,5350.0,0
8,0,0,4,116,152,1476,177,245,8.0,0.0,116.0,6.0,0.0,4.0,5350.0,0
12,0,1,5,187,245,1477,178,245,12.0,0.0,187.0,3.0,2.0,3.0,828.0,0
8,0,0,4,165,208,1478,179,245,8.0,0.0,165.0,5.0,0.0,2.0,5350.0,0
10,0,3,6,253,358,1481,180,245,10.0,0.0,253.0,12.0,2.0,6.0,5350.0,0
1,0,0,3,42,81,1479,181,245,1.0,0.0,42.0,10.0,0.0,5.0,5350.0,0
1,0,0,3,39,76,1480,182,245,1.0,0.0,39.0,5.0,0.0,3.0,5350.0,0
11,0,0,5,174,259,1482,183,245,11.0,0.0,174.0,15.0,0.0,4.0,5350.0,0
1,0,0,4,50,77,1483,184,245,1.0,0.0,50.0,7.0,0.0,4.0,1296.0,0
8,0,1,16,408,610,1484,185,245,8.0,0.0,408.0,36.0,0.0,10.0,5350.0,0
2,0,1,3,131,168,1485,186,246,2.0,0.0,131.0,3.0,0.0,1.0,3997.0,0
2,0,0,2,94,132,1486,187,246,2.0,0.0,94.0,3.0,0.0,1.0,3997.0,0
20,0,6,4,329,396,1487,188,246,20.0,0.0,329.0,3.0,0.0,1.0,3997.0,0
1,0,0,2,48,73,1488,189,246,1.0,0.0,48.0,3.0,0.0,1.0,3997.0,0
1,0,3,2,88,125,1489,190,246,1.0,0.0,88.0,3.0,0.0,1.0,3997.0,0
1,0,2,2,99,132,1490,191,246,1.0,0.0,99.0,3.0,0.0,1.0,3997.0,0
1,0,0,1,22,45,1491,192,246,1.0,0.0,22.0,3.0,0.0,1.0,3997.0,0
1,0,0,1,42,65,1492,193,246,1.0,0.0,42.0,3.0,0.0,1.0,3997.0,0
1,0,0,3,96,134,1493,194,246,1.0,0.0,96.0,3.0,0.0,1.0,3997.0,0
3,0,7,0,50,123,1494,195,247,3.0,0.0,50.0,9.0,0.0,5.0,1634.0,0
3,0,2,0,27,62,1495,196,247,3.0,0.0,27.0,5.0,0.0,4.0,3997.0,0
11,0,6,0,100,181,1496,197,247,11.0,0.0,100.0,5.0,0.0,4.0,3997.0,0
13,0,0,0,101,137,1497,198,247,13.0,0.0,101.0,5.0,0.0,4.0,3997.0,0
2,0,5,3,52,110,1499,199,247,2.0,0.0,52.0,11.0,0.0,7.0,7.0,0
48,0,0,0,393,460,1500,200,247,48.0,0.0,393.0,12.0,0.0,7.0,7.0,0
1,0,3,0,19,58,1501,201,247,1.0,0.0,19.0,5.0,0.0,4.0,3997.0,0
8,0,6,0,69,131,1502,202,247,8.0,0.0,69.0,5.0,0.0,4.0,3997.0,0
17,0,8,0,187,298,1503,203,247,17.0,0.0,187.0,5.0,0.0,4.0,3997.0,0
10,0,16,1,144,333,1504,204,247,10.0,0.0,144.0,9.0,0.0,5.0,1634.0,0
8,0,0,0,120,163,1505,205,247,8.0,0.0,120.0,5.0,0.0,4.0,3997.0,0
6,0,7,1,101,184,1506,206,247,6.0,0.0,101.0,5.0,0.0,4.0,3997.0,0
3,0,2,0,30,63,1507,207,247,3.0,0.0,30.0,5.0,0.0,4.0,3997.0,0
1,0,2,0,8,46,1508,208,247,1.0,0.0,8.0,5.0,0.0,4.0,3997.0,0
1,0,4,0,22,61,1509,209,248,1.0,0.0,22.0,5.0,0.0,4.0,3997.0,0
9,0,2,1,58,93,1510,210,248,9.0,0.0,58.0,5.0,0.0,4.0,3997.0,0
4,0,4,1,29,70,1511,211,248,4.0,0.0,29.0,5.0,0.0,4.0,3997.0,0
1,0,2,0,6,38,1512,212,248,1.0,0.0,6.0,6.0,0.0,4.0,3997.0,0
1,0,2,0,7,38,1513,213,248,1.0,0.0,7.0,5.0,0.0,4.0,3997.0,0
5,0,2,1,33,70,1515,214,248,5.0,0.0,33.0,5.0,0.0,4.0,3997.0,0
1,0,0,0,2,24,1514,215,248,1.0,0.0,2.0,3.0,0.0,2.0,3997.0,0
1,0,0,0,2,46,1498,216,247,1.0,0.0,2.0,6.0,0.0,4.0,3997.0,0
11,0,4,1,212,279,966,217,146,11.0,0.0,212.0,17.0,0.0,9.0,2472.0,0
15,0,0,11,246,292,972,218,149,15.0,0.0,246.0,17.0,0.0,9.0,5350.0,0
58,0,0,18,706,839,973,219,149,58.0,0.0,706.0,27.0,0.0,10.0,5350.0,0
1,0,4,1,11,66,1516,220,249,1.0,0.0,11.0,10.0,0.0,7.0,505.0,0
1,0,3,0,6,50,1517,221,249,1.0,0.0,6.0,10.0,0.0,7.0,505.0,0
4,0,4,0,115,231,1518,222,249,4.0,0.0,115.0,10.0,0.0,7.0,505.0,0
16,0,0,4,83,114,1519,223,249,16.0,0.0,83.0,10.0,0.0,7.0,505.0,0
11,0,7,0,83,168,1520,224,249,11.0,0.0,83.0,14.0,0.0,8.0,505.0,0
4,0,2,4,50,91,1521,225,249,4.0,0.0,50.0,10.0,0.0,7.0,505.0,0
20,0,1,17,267,343,1522,226,250,20.0,0.0,267.0,94.0,0.0,16.0,20.0,0
3,0,1,10,134,182,1523,227,251,3.0,0.0,134.0,8.0,0.0,6.0,505.0,0
1,0,0,4,37,65,1524,228,251,1.0,0.0,37.0,19.0,0.0,10.0,505.0,0
29,0,0,9,265,307,1525,229,251,29.0,0.0,265.0,10.0,0.0,8.0,236.0,0
6,0,0,0,56,83,1526,230,251,6.0,0.0,56.0,23.0,0.0,12.0,665.0,0
7,0,0,0,45,72,1527,231,251,7.0,0.0,45.0,12.0,0.0,8.0,505.0,0
11,0,0,0,215,267,1528,232,251,11.0,0.0,215.0,18.0,0.0,9.0,505.0,0
12,0,1,1,159,224,1529,233,251,12.0,0.0,159.0,19.0,0.0,13.0,828.0,0
1,0,0,0,63,96,1530,234,251,1.0,0.0,63.0,9.0,0.0,7.0,505.0,0
2,0,4,1,44,101,1531,235,251,2.0,0.0,44.0,10.0,0.0,8.0,236.0,0
1,0,0,0,7,39,1532,236,251,1.0,0.0,7.0,9.0,0.0,7.0,505.0,0
1,0,0,0,6,37,1533,237,251,1.0,0.0,6.0,9.0,0.0,7.0,505.0,0
1,0,0,0,8,49,1534,238,251,1.0,0.0,8.0,9.0,0.0,7.0,505.0,0
1,0,0,0,5,32,1535,239,251,1.0,0.0,5.0,9.0,0.0,7.0,505.0,0
1,0,0,0,6,38,1536,240,251,1.0,0.0,6.0,9.0,0.0,7.0,505.0,0
1,0,0,0,8,40,1537,241,251,1.0,0.0,8.0,9.0,0.0,7.0,505.0,0
15,0,1,6,136,172,1538,242,251,15.0,0.0,136.0,23.0,0.0,13.0,2472.0,0
6,0,0,3,53,79,1539,243,251,6.0,0.0,53.0,15.0,0.0,9.0,665.0,0
1,0,0,0,23,58,1540,244,251,1.0,0.0,23.0,9.0,0.0,7.0,505.0,0
11,0,31,23,440,650,1541,245,251,11.0,0.0,440.0,21.0,0.0,9.0,5350.0,0
1,0,0,0,6,34,1542,246,251,1.0,0.0,6.0,9.0,0.0,7.0,505.0,0
8,0,1,5,134,186,1546,247,253,8.0,0.0,134.0,9.0,0.0,6.0,505.0,0
3,0,3,0,30,67,1547,248,253,3.0,0.0,30.0,8.0,0.0,6.0,505.0,0
1,0,1,0,19,45,1548,249,253,1.0,0.0,19.0,12.0,0.0,6.0,505.0,0
1,0,3,0,7,49,1549,250,253,1.0,0.0,7.0,8.0,0.0,6.0,505.0,0
6,0,3,0,51,108,1550,251,253,6.0,0.0,51.0,8.0,0.0,6.0,505.0,0
1,0,2,2,25,60,1551,252,253,1.0,0.0,25.0,9.0,0.0,6.0,505.0,0
1,0,2,2,23,56,1552,253,253,1.0,0.0,23.0,9.0,0.0,6.0,505.0,0
1,0,0,5,10,35,1553,254,254,1.0,0.0,10.0,9.0,0.0,7.0,505.0,0
7,0,0,4,59,84,1554,255,254,7.0,0.0,59.0,10.0,0.0,7.0,505.0,0
1,0,0,4,41,75,1543,256,252,1.0,0.0,41.0,19.0,0.0,11.0,2472.0,0
2,0,0,4,87,120,1544,257,252,2.0,0.0,87.0,5.0,0.0,5.0,505.0,0
1,0,0,4,73,100,1545,258,252,1.0,0.0,73.0,21.0,0.0,11.0,2319.0,0
1,0,1,0,13,45,1555,259,255,1.0,0.0,13.0,3.0,0.0,3.0,3997.0,0
10,0,0,4,81,109,1556,260,255,10.0,0.0,81.0,21.0,0.0,10.0,2319.0,0
1,0,0,9,26,57,1557,261,255,1.0,0.0,26.0,5.0,0.0,4.0,5350.0,0
1,0,1,0,11,38,1558,262,255,1.0,0.0,11.0,3.0,0.0,3.0,3997.0,0
1,0,0,5,15,40,1560,263,255,1.0,0.0,15.0,3.0,0.0,3.0,3997.0,0
1,0,0,8,22,50,1561,264,255,1.0,0.0,22.0,1.0,0.0,1.0,533.0,0
21,0,0,7,174,217,1563,265,257,21.0,0.0,174.0,24.0,0.0,11.0,828.0,0
1,0,0,6,25,52,1564,266,257,1.0,0.0,25.0,3.0,0.0,3.0,5350.0,0
17,0,0,9,139,173,1565,267,257,17.0,0.0,139.0,9.0,0.0,6.0,412.0,0
4,0,0,9,108,147,1566,268,257,4.0,0.0,108.0,20.0,0.0,9.0,1296.0,0
6,0,0,2,65,96,1567,269,257,6.0,0.0,65.0,14.0,0.0,8.0,1296.0,0
3,0,0,2,36,63,1568,270,257,3.0,0.0,36.0,6.0,0.0,5.0,5350.0,0
7,0,0,3,96,149,1569,271,257,7.0,0.0,96.0,6.0,0.0,5.0,5350.0,0
17,0,0,1,129,167,1570,272,257,17.0,0.0,129.0,8.0,0.0,6.0,5350.0,0
1,0,0,2,48,78,1571,273,257,1.0,0.0,48.0,15.0,0.0,9.0,2319.0,0
15,0,0,2,147,190,1572,274,257,15.0,0.0,147.0,1.0,0.0,1.0,533.0,0
1,0,0,0,1,24,1559,275,255,1.0,0.0,1.0,3.0,0.0,3.0,3997.0,0
4,0,0,5,66,96,1562,276,256,4.0,0.0,66.0,11.0,0.0,7.0,1296.0,0
1,0,0,2,9,31,1573,277,258,1.0,0.0,9.0,6.0,0.0,5.0,1296.0,0
1,0,1,2,12,40,1574,278,259,1.0,0.0,12.0,2.0,0.0,2.0,5350.0,0
