McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,10,1118,4,0,1,0
1,0,10,1118,4,0,1,0
1,0,10,1118,4,0,1,0
10,0,109,1118,9,0,2,0
2,0,26,86,6,0,2,0
18,0,173,2899,37,0,4,0
6,0,101,1118,7,0,2,0
19,0,138,1118,12,0,3,0
2,0,35,2899,9,0,4,0
1,0,28,86,7,0,2,0
15,0,76,1118,13,0,4,0
8,0,114,2053,10,0,3,0
1,0,42,0,1,0,0,0
10,0,109,1118,9,0,2,0
1,0,12,1118,4,0,1,0
6,0,79,2053,9,0,3,0
1,0,9,1118,1,0,1,0
18,0,85,2899,4,0,2,0
1,0,27,1118,1,0,1,0
14,0,53,1118,10,0,3,0
1,0,4,1118,1,0,1,0
3,0,18,2899,1,0,1,0
1,0,7,1118,2,0,1,0
18,0,125,2899,12,0,2,0
1,0,4,1118,1,0,1,0
1,0,22,1118,1,0,1,0
15,0,72,2899,2,0,2,0
1,0,35,2899,4,0,2,0
3,0,11,1118,3,0,1,0
4,0,16,1118,3,0,1,0
4,0,16,1118,3,0,1,0
1,0,6,1118,3,0,1,0
2,0,14,2899,3,0,2,0
1,0,43,575,3,0,2,0
3,0,63,2899,6,1,3,0
1,0,43,1118,1,0,1,0
1,0,5,2899,2,0,1,0
1,0,3,2899,2,0,1,0
1,0,11,2899,2,0,1,0
1,0,3,2899,2,0,1,0
1,0,12,831,1,0,1,0
1,0,6,2899,2,0,1,0
1,0,4,2899,2,0,1,0
1,0,7,2899,1,0,1,0
1,0,3,2899,1,0,1,0
1,0,12,2899,6,0,3,0
1,0,17,2899,8,0,3,0
1,0,7,2899,4,0,2,0
1,0,8,2899,3,0,2,0
1,0,12,2899,2,0,1,0
1,0,3,2899,2,0,1,0
1,0,5,2899,2,0,2,0
1,0,3,2899,2,0,2,0
1,0,9,831,3,0,2,0
1,0,20,2899,11,0,4,1
13,0,131,2899,5,0,2,0
4,0,39,1118,4,0,3,0
11,0,68,2899,20,0,2,0
24,0,129,575,22,0,4,0
18,0,143,1118,24,0,4,0
20,0,204,2053,9,0,4,0
16,0,169,2899,39,0,4,1
1,0,5,1118,3,0,1,0
59,0,437,2899,83,4,6,0
4,0,58,575,12,1,3,0
1,0,7,1118,7,0,4,0
1,0,22,1118,6,0,3,0
15,0,82,1118,26,0,3,0
4,0,44,1118,3,0,1,0
1,0,9,1118,3,0,1,0
18,0,335,1118,10,0,3,0
1,0,66,1118,2,0,1,0
1,0,4,1118,4,0,3,0
55,0,251,1118,11,0,3,0
26,0,173,1118,9,0,2,0
1,0,10,575,9,0,3,0
21,0,136,575,18,1,4,0
1,0,50,2899,14,0,3,0
23,0,192,575,43,2,6,0
1,0,8,1118,2,0,1,0
16,0,185,2899,40,0,3,0
87,0,386,2899,52,0,4,0
1,0,147,2899,4,0,1,0
12,0,74,575,40,1,4,0
1,0,4,1118,3,0,1,0
25,0,109,1118,24,0,3,0
11,0,83,575,50,0,5,0
21,0,118,575,13,0,3,0
1,0,23,1118,2,0,1,0
20,0,140,2899,29,5,4,0
1,0,6,1118,2,0,1,0
29,0,177,575,9,0,3,0
40,0,204,2899,6,0,2,0
1,0,7,1118,3,0,1,0
1,0,4,1118,1,0,1,0
1,0,7,1118,2,0,1,0
1,0,8,1118,2,0,2,0
25,0,168,575,44,1,4,0
1,0,31,2899,3,0,2,0
1,0,7,2899,7,0,3,0
1,0,6,2899,2,0,2,0
1,0,8,2899,4,0,2,0
7,0,62,831,3,1,2,0
1,0,9,1118,1,0,1,0
1,0,56,1118,10,0,1,0
1,0,5,1118,4,0,1,0
57,0,243,575,36,5,5,1
1,0,11,1118,13,0,1,0
1,0,14,575,6,1,4,0
54,0,239,2899,25,0,4,1
9,0,62,1118,2,0,1,0
28,0,123,1118,15,0,3,0
1,0,6,1118,6,0,1,0
9,0,75,1118,14,0,1,0
144,0,910,575,67,5,6,0
1,0,8,575,3,1,2,0
1,0,30,1118,6,0,1,0
4,0,29,1118,1,0,1,0
19,0,98,575,6,1,4,0
34,0,209,831,21,1,4,0
18,0,87,575,6,1,4,1
8,0,64,2899,4,0,1,0
1,0,7,2899,2,0,1,0
1,0,8,2899,2,0,1,0
1,0,11,2899,2,0,1,0
1,0,8,2899,2,0,1,0
1,0,17,2899,3,0,1,0
5,0,47,575,4,0,2,0
6,0,46,2899,1,0,1,0
101,0,429,575,22,3,5,0
49,0,232,2053,3,0,2,0
7,0,47,86,7,0,2,0
1,0,51,2899,2,1,1,0
1,0,9,2899,2,0,2,0
1,0,21,1118,7,0,3,0
1,0,11,1118,1,0,1,0
5,0,75,2899,4,1,3,0
1,0,27,575,3,0,2,0
1,0,21,1118,1,0,1,0
3,0,36,1118,5,0,1,0
1,0,3,1118,1,0,1,0
9,0,119,2899,16,1,3,0
2,0,55,2899,1,0,1,0
15,0,123,2899,4,1,3,0
8,0,77,2899,9,0,2,0
66,0,447,2899,7,1,2,0
1,0,42,831,6,1,3,0
5,0,39,831,6,0,2,0
1,0,40,1118,1,0,1,0
1,0,7,1118,1,0,1,0
1,0,5,1118,2,0,1,0
3,0,22,1118,2,0,1,0
1,0,12,1118,2,0,1,0
1,0,15,1118,1,0,1,0
1,0,47,1118,2,0,1,0
1,0,5,1118,1,0,1,0
1,0,23,1118,5,0,1,0
17,0,218,575,25,1,4,0
1,0,7,1118,1,0,1,0
1,0,19,2899,3,0,2,0
1,0,12,1118,10,0,2,0
6,0,38,1118,2,0,1,0
3,0,106,1118,10,0,2,0
1,0,4,1118,1,0,1,0
1,0,17,831,8,1,3,0
21,0,229,1118,17,1,4,0
7,0,80,1118,13,0,2,0
8,0,61,1118,3,0,1,0
18,0,108,1118,8,0,3,0
11,0,90,1118,3,0,2,0
1,0,38,2899,7,0,2,0
3,0,23,575,11,0,4,0
18,0,92,2899,10,0,3,0
1,0,17,1118,5,0,2,0
11,0,73,1118,6,0,2,0
1,0,5,1118,4,0,2,0
9,0,57,1118,4,0,1,0
3,0,36,1118,1,0,1,0
1,0,5,1118,4,0,2,0
9,0,68,2899,8,1,2,0
4,0,47,1118,1,0,1,0
1,0,23,1118,8,1,2,0
3,0,69,831,1,0,1,0
36,0,231,2899,18,0,3,0
2,0,11,1118,1,0,1,0
21,0,140,1118,1,0,1,0
10,0,90,1118,3,0,1,0
1,0,60,2899,11,0,2,1
1,0,26,2899,2,0,2,0
2,0,20,2899,4,0,2,0
22,0,111,2899,8,0,2,0
1,0,6,2899,2,0,2,0
8,0,51,2899,9,0,3,0
3,0,10,86,2,0,2,0
5,0,40,2899,4,0,3,0
3,0,10,1118,3,0,2,0
6,0,62,2899,6,0,2,0
2,0,38,2899,6,0,2,0
3,0,35,2899,6,0,2,0
16,0,124,1118,16,0,4,0
15,0,126,2899,18,0,3,0
5,0,52,1118,2,0,1,0
5,0,60,2899,6,0,2,0
1,0,10,1118,1,0,1,1
1,0,9,2899,4,0,2,0
6,0,35,1118,4,0,3,0
1,0,8,2053,4,0,2,0
21,0,162,831,19,0,6,0
16,0,152,2899,10,0,4,0
1,0,26,1118,8,0,3,0
1,0,43,1118,3,0,2,0
4,0,55,1118,4,0,2,0
2,0,36,1118,4,0,2,0
1,0,10,1118,3,0,2,0
1,0,15,575,7,0,3,0
16,0,157,575,1,0,1,0
1,0,35,1118,6,0,2,0
22,0,151,575,11,0,4,0
1,0,38,1118,5,0,3,0
1,0,51,1118,2,0,2,0
4,0,77,1118,4,0,3,0
4,0,36,1118,7,0,3,0
99,0,601,575,60,1,6,1
7,0,85,831,3,0,3,0
5,0,66,2899,11,0,3,0
10,0,115,1118,11,0,3,0
2,0,28,1118,5,0,2,0
9,0,86,2899,6,0,2,0
6,0,34,1118,5,0,3,0
25,0,135,1118,7,0,4,0
3,0,45,1118,6,0,2,0
1,0,35,1118,5,0,3,0
2,0,52,1118,2,0,2,0
3,0,73,1118,2,0,2,0
6,0,87,831,3,0,2,0
1,0,39,1118,2,0,2,0
1,0,10,1118,2,0,2,0
1,0,57,1118,2,0,2,0
1,0,10,1118,2,0,2,0
3,0,74,831,1,0,1,0
1,0,31,1118,2,0,2,0
1,0,33,1118,2,0,2,0
1,0,10,1118,2,0,2,0
1,0,66,1118,2,0,2,0
1,0,175,1118,2,0,2,0
2,0,56,1118,2,0,2,0
1,0,62,1118,2,0,2,0
1,0,68,1118,2,0,2,0
1,0,82,1118,2,0,2,0
1,0,10,1118,2,0,2,0
1,0,24,1118,2,0,2,0
1,0,10,1118,2,0,2,0
2,0,61,1118,2,0,2,0
2,0,98,1118,2,0,2,0
1,0,77,831,3,0,3,0
33,0,245,2899,8,0,2,0
8,0,88,2899,6,1,3,0
2,0,84,1118,2,0,2,0
6,0,111,1118,2,0,2,0
2,0,53,1118,2,0,2,0
7,0,34,575,3,0,2,0
7,0,37,575,13,0,4,0
8,0,68,1118,6,0,2,0
4,0,21,575,13,0,3,0
1,0,12,1118,5,0,2,0
1,0,6,1118,5,0,2,0
11,0,86,2899,5,1,2,0
1,0,35,1118,16,0,3,0
8,0,112,1118,24,0,2,1
4,0,24,2899,3,0,2,0
7,0,110,1118,13,0,2,0
28,0,135,2899,16,0,2,0
1,0,4,1118,1,0,1,0
1,0,35,1118,1,0,1,0
16,0,146,2899,10,0,4,0
1,0,13,1118,10,0,2,0
5,0,29,2899,3,0,2,0
141,0,642,2899,30,0,2,0
1,0,35,1118,3,0,2,0
15,0,86,1118,6,0,2,0
3,0,16,1118,6,0,2,0
1,0,11,1118,1,0,1,0
17,0,124,2899,22,0,3,0
2,0,22,1118,1,0,1,0
1,0,7,1118,2,0,1,0
11,0,69,2899,12,2,4,0
20,0,147,2899,6,0,3,0
4,0,40,2899,3,0,3,0
6,0,50,1118,1,0,1,0
1,0,7,1118,1,0,1,0
21,0,138,1118,1,0,1,0
1,0,21,1118,4,0,2,0
400,0,1734,2899,6,0,3,0
10,0,126,1118,4,0,2,0
4,0,47,1118,2,0,1,0
4,0,24,1118,1,0,1,0
4,0,34,2053,4,0,3,0
1,0,11,1118,1,0,1,0
6,0,48,1118,2,0,1,0
1,0,14,1118,2,0,1,0
8,0,43,575,5,0,2,0
3,0,22,1118,2,0,1,0
9,0,58,1118,10,0,3,0
1,0,62,1118,1,0,1,0
1,0,12,1118,2,0,1,0
9,0,83,1118,3,0,1,0
6,0,45,1118,2,0,1,0
12,0,65,575,5,0,2,0
3,0,26,1118,1,0,1,0
3,0,20,1118,2,0,1,0
4,0,29,575,3,0,2,0
1,0,25,1118,2,0,1,0
2,0,65,1118,2,0,1,0
1,0,16,1118,2,0,1,0
5,0,85,831,7,0,3,0
1,0,13,831,5,0,3,0
5,0,22,1118,2,0,1,0
2,0,20,1118,1,0,1,0
9,0,44,1118,2,0,1,0
5,0,22,1118,6,0,1,0
2,0,20,1118,2,0,1,0
10,0,64,2899,13,0,3,0
37,0,108,2899,3,0,2,0
2,0,20,1118,2,0,1,0
11,0,79,2899,11,0,3,0
4,0,52,1118,6,0,2,0
62,0,681,2899,33,3,4,0
10,0,124,1118,9,2,3,0
49,0,767,575,38,8,5,0
38,0,462,1118,19,0,2,0
114,0,2397,575,212,1,4,0
13,0,374,575,47,2,4,0
1,0,34,1118,9,0,2,0
19,0,397,575,9,0,3,0
4,0,131,1118,8,0,2,0
13,0,183,1118,12,1,4,0
64,0,1417,575,77,5,5,0
22,0,236,1118,7,0,2,0
59,0,359,1118,21,0,3,0
5,0,204,1118,10,0,2,0
1,0,159,1118,8,0,2,0
10,0,409,1118,8,0,2,0
2,0,17,1118,4,0,1,0
22,0,308,575,5,1,2,0
5,0,44,1118,5,0,2,0
3,0,39,575,9,0,3,0
9,0,269,1118,14,0,3,0
7,0,29,1118,3,0,2,0
1,0,63,1118,4,0,3,0
14,0,254,1118,22,0,4,0
30,0,425,575,32,1,5,0
36,0,1210,575,95,8,5,0
13,0,198,1118,14,0,2,0
6,0,46,1118,4,0,2,0
2,0,73,1118,7,0,2,0
19,0,119,1118,4,0,2,0
2,0,21,1118,4,0,2,0
14,0,111,1118,4,0,2,0
2,0,20,1118,4,0,2,0
9,0,74,1118,4,0,2,0
5,0,56,1118,6,0,3,0
1,0,58,1118,6,1,2,0
17,0,266,575,13,0,3,0
69,0,1237,575,58,8,4,0
3,0,86,1118,25,0,4,0
6,0,243,2899,10,2,3,0
1,0,68,1118,10,0,2,0
1,0,45,1118,6,0,2,0
1,0,67,1118,8,0,2,0
3,0,48,1118,7,0,2,0
1,0,119,1118,8,0,3,0
1,0,22,1118,9,0,2,0
1,0,22,1118,6,0,3,0
1,0,28,1118,6,0,2,0
3,0,136,2899,26,0,4,0
3,0,77,575,4,0,3,0
6,0,105,2899,3,0,1,0
16,0,182,2899,11,0,4,0
1,0,116,575,8,1,4,0
6,0,99,2899,22,1,3,0
3,0,130,2899,9,0,4,0
1,0,206,2899,26,1,5,0
87,0,997,575,58,6,6,0
5,0,113,2899,10,1,3,0
6,0,81,2899,4,0,3,0
18,0,99,2899,5,1,2,0
7,0,76,2899,11,1,3,0
6,0,35,2899,2,0,2,0
5,0,69,2899,4,0,2,0
8,0,89,2899,6,1,2,0
4,0,36,2899,4,0,2,0
4,0,36,2899,3,0,2,0
7,0,105,2899,3,0,2,0
4,0,66,2899,7,0,3,0
1,0,73,1118,5,0,2,0
7,0,39,1118,7,0,3,0
14,0,74,575,8,0,2,0
1,0,60,575,9,0,4,0
1,0,10,1118,3,0,2,0
10,0,74,575,28,0,3,0
1,0,6,1118,5,0,3,0
4,0,111,1118,19,0,4,0
18,0,98,1118,4,0,3,0
1,0,65,575,12,0,3,0
7,0,84,1118,10,0,4,0
6,0,40,2899,17,0,4,0
4,0,27,1118,10,0,3,0
5,0,48,1118,8,0,3,0
1,0,16,1118,3,0,2,0
8,0,84,575,34,0,4,0
1,0,77,575,22,2,5,0
3,0,70,2899,27,0,5,0
46,0,286,2899,75,0,5,1
1,0,23,1118,5,0,2,0
6,0,64,575,6,0,3,0
3,0,44,2899,27,0,4,0
1,0,8,1118,6,0,2,0
27,0,189,2899,24,0,3,0
27,0,285,2899,107,0,5,0
1,0,27,575,7,0,3,0
14,0,80,575,51,0,4,0
12,0,75,1118,29,0,4,0
3,0,19,1118,8,0,3,0
8,0,129,1118,17,0,6,0
1,0,22,1118,8,0,2,0
1,0,23,1118,3,0,2,0
1,0,34,1118,6,0,2,0
1,0,22,1118,5,0,2,0
4,0,102,575,14,0,3,0
4,0,79,2899,23,0,4,0
12,0,311,575,77,0,5,0
5,0,68,1118,8,0,3,0
4,0,67,1118,3,0,3,0
6,0,172,575,29,0,5,0
8,0,34,575,8,0,2,0
1,0,9,1118,5,0,3,0
41,0,204,575,71,0,4,0
21,0,239,575,35,0,4,0
1,0,11,575,9,0,3,0
3,0,22,1118,13,0,3,0
4,0,27,1118,13,0,3,0
2,0,33,2899,14,0,3,0
25,0,200,2899,52,0,5,0
15,0,159,575,30,2,5,0
4,0,36,1118,2,0,2,0
5,0,136,575,7,0,3,0
3,0,47,575,14,0,3,0
4,0,73,575,19,0,4,0
1,0,25,575,16,0,3,0
10,0,82,1118,12,0,3,0
2,0,22,1118,9,0,2,0
15,0,106,575,7,0,2,0
13,0,99,1118,11,0,3,0
3,0,44,1118,12,0,4,0
41,0,170,575,24,2,5,0
9,0,64,575,18,0,5,0
2,0,46,2899,22,2,6,0
4,0,23,1118,7,0,3,0
12,0,102,575,45,0,5,0
8,0,50,1118,16,0,4,0
8,0,60,575,13,0,4,0
12,0,81,575,21,2,5,0
2,0,65,575,4,0,2,0
1,0,21,1118,2,0,2,0
3,0,64,1118,10,0,4,0
1,0,63,575,15,2,5,0
1,0,241,1118,21,0,4,0
1,0,18,575,9,0,2,0
1,0,26,575,11,0,2,0
1,0,70,1118,5,0,2,0
5,0,268,2899,31,0,4,0
10,0,162,2899,10,0,2,0
8,0,190,1118,30,0,3,0
3,0,30,1118,10,0,2,0
17,0,233,1118,19,0,2,0
4,0,92,575,17,0,4,0
51,0,947,575,53,0,5,0
21,0,401,575,22,0,2,0
11,0,237,575,18,0,2,0
19,0,256,1118,4,0,1,0
22,0,230,1118,17,0,2,0
33,0,775,2899,64,2,6,0
1,0,22,1118,6,0,1,0
9,0,162,2899,21,0,4,0
2,0,128,1118,9,0,2,0
2,0,87,1118,10,3,3,0
2,0,50,1118,7,0,3,0
15,0,130,2899,15,0,4,0
4,0,33,2899,5,0,3,0
13,0,197,2899,4,0,2,0
2,0,48,1118,27,0,3,0
1,0,158,1118,11,0,4,0
6,0,64,1118,4,0,4,0
2,0,96,2899,17,0,3,0
2,0,68,1118,12,0,4,0
48,0,1069,575,48,0,5,0
20,0,196,575,10,0,3,0
15,0,108,2899,5,0,3,0
3,0,60,2899,10,0,2,0
4,0,71,1118,13,0,2,0
3,0,18,1118,7,0,2,1
12,0,36,1118,2,0,2,0
5,0,83,575,16,0,3,0
1,0,26,1118,8,0,2,0
1,0,30,2899,13,0,3,0
1,0,41,1118,10,0,2,0
16,0,103,575,16,0,3,1
1,0,50,1118,4,0,1,0
6,0,35,1118,8,0,2,0
1,0,8,1118,6,0,2,0
1,0,8,1118,6,0,2,0
1,0,8,1118,6,0,2,0
1,0,64,1118,4,0,1,0
6,0,35,1118,8,0,2,0
1,0,8,1118,6,0,2,0
1,0,8,1118,6,0,2,0
1,0,8,1118,6,0,2,0
4,0,29,1118,3,0,2,0
6,0,62,1118,3,0,2,0
15,0,77,1118,11,0,2,0
4,0,33,1118,3,0,2,0
21,0,110,2899,13,0,3,0
1,0,9,1118,3,0,2,0
5,0,30,1118,4,0,2,0
5,0,91,1118,11,0,2,0
4,0,51,1118,12,0,2,0
1,0,10,1118,7,0,2,0
5,0,37,2899,10,0,3,0
3,0,66,575,15,0,3,0
1,0,20,1118,7,0,2,0
1,0,9,575,9,0,3,0
1,0,10,1118,7,0,2,0
1,0,21,2899,10,0,3,0
1,0,146,1118,20,0,3,0
11,0,160,1118,11,0,2,0
2,0,37,1118,8,0,2,0
5,0,79,1118,12,0,3,0
1,0,15,2899,6,0,3,0
1,0,57,1118,6,0,2,0
1,0,48,1118,2,0,2,0
1,0,44,575,6,0,3,0
1,0,39,1118,4,0,1,0
1,0,9,1118,6,0,2,0
6,0,64,2899,7,2,2,0
9,0,100,2899,10,0,3,0
3,0,39,2899,7,2,2,0
7,0,37,2899,1,0,1,0
14,0,76,2899,7,0,3,0
149,0,714,2899,34,2,3,0
3,0,39,2899,5,0,2,0
2,0,20,2899,13,0,3,0
4,0,54,2899,1,0,1,0
8,0,68,2899,1,0,1,0
5,0,48,2899,1,0,1,0
1,0,8,1118,4,0,2,0
4,0,40,575,12,0,4,0
4,0,41,1118,4,0,2,0
1,0,9,1118,3,0,2,0
1,0,9,1118,3,0,2,0
2,0,39,831,2,0,1,0
1,0,6,1118,3,0,3,0
10,0,100,1118,3,0,3,0
14,0,56,1118,3,0,3,0
1,0,13,1118,3,0,3,0
1,0,15,2899,6,0,3,0
1,0,17,1118,3,0,2,0
1,0,9,2899,1,0,1,0
1,0,11,1118,3,0,2,0
1,0,9,1118,4,0,2,0
1,0,8,1118,5,0,3,0
1,0,13,2899,1,0,1,0
