McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
1,0,16,12,0,6,5350,0
4,0,31,12,0,6,5350,0
1,0,16,10,0,6,5350,0
1,0,20,4,0,3,268,0
17,0,152,52,0,15,412,0
9,0,69,22,0,9,2472,0
29,0,207,17,0,7,1636,0
1,0,16,12,0,6,5350,0
4,0,27,12,0,6,5350,0
27,0,221,7,0,4,2319,0
2,0,28,12,0,6,5350,0
1,0,13,10,0,5,5350,0
1,0,8,9,0,6,2319,0
1,0,16,12,0,6,5350,0
1,0,14,12,0,6,5350,0
1,0,16,12,0,6,5350,0
4,0,40,15,0,6,5350,0
4,0,86,10,1,7,665,0
5,0,140,124,0,22,2319,0
6,0,81,4,0,4,1296,0
13,0,129,75,0,18,665,0
1,0,35,46,0,15,2319,0
4,0,114,16,0,10,9,0
1,0,19,6,0,4,2319,0
1,0,28,14,0,8,2472,0
1,0,18,1,0,1,268,0
1,0,17,103,0,16,665,0
1,0,18,9,0,5,268,0
1,0,19,5,0,3,2472,0
1,0,7,12,0,7,5350,0
1,0,19,11,0,7,268,0
2,0,41,2,0,2,2319,0
4,0,112,17,0,8,665,0
1,0,13,2,0,2,5350,0
1,0,26,8,0,5,2319,0
2,0,55,26,0,10,665,0
9,0,71,23,0,12,2319,0
9,0,161,21,0,9,412,0
2,0,13,13,0,8,412,0
1,0,35,13,0,7,412,0
2,0,34,5,0,2,412,0
1,0,31,4,0,3,412,0
7,0,62,4,0,4,2319,0
1,0,43,60,0,13,2319,0
1,0,22,10,0,7,1296,0
6,0,116,51,0,12,665,0
6,0,63,29,0,10,412,0
1,0,6,25,0,9,5350,0
4,0,57,45,0,13,412,0
3,0,49,56,0,15,2319,0
3,0,42,3,0,2,2319,0
8,0,91,5,0,4,2319,0
4,0,56,21,0,8,412,0
6,0,80,40,0,10,665,0
1,0,10,1,0,1,2319,0
1,0,6,1,0,1,2319,0
5,0,35,8,0,4,412,0
1,0,5,9,0,6,2319,0
1,0,5,23,0,11,2319,0
1,0,21,16,0,9,2319,0
22,0,269,91,0,16,5350,0
3,0,22,25,0,11,2319,0
1,0,5,17,0,9,2319,0
4,0,33,18,0,11,2319,0
1,0,8,14,0,9,2319,0
2,0,31,32,0,12,412,0
1,0,10,14,0,7,2319,0
1,0,4,10,0,6,2319,0
1,0,5,10,0,5,2319,0
1,0,8,2,0,2,2472,0
1,0,11,2,0,2,2472,0
2,0,21,6,0,3,2472,0
1,0,39,2,0,2,2472,0
6,0,54,8,0,3,1296,0
1,0,37,17,0,9,533,0
3,0,28,5,0,4,1636,0
1,0,20,1,0,1,268,0
6,0,91,19,1,8,2319,0
31,0,483,51,0,18,412,0
1,0,25,6,0,4,2319,0
5,0,59,7,0,5,8,0
1,0,34,2,0,2,2319,0
3,0,41,35,0,13,5350,0
3,0,33,2,0,2,233,0
1,0,35,22,0,6,2319,0
5,0,30,4,0,3,1126,0
1,0,37,75,0,18,1296,0
1,0,19,5,0,4,268,0
1,0,19,9,0,5,2319,0
11,0,106,2,0,1,412,0
1,0,9,6,0,5,412,0
1,0,8,3,0,2,412,0
1,0,6,4,0,3,1296,0
1,0,16,2,0,2,1296,0
1,0,21,6,0,3,412,0
1,0,37,9,0,5,412,0
3,0,70,4,0,3,2472,0
2,0,17,2,0,2,2472,0
13,0,105,32,0,10,2472,0
1,0,27,4,0,3,2472,0
1,0,41,34,0,12,665,0
10,0,121,12,0,6,533,0
1,0,21,9,0,4,2319,0
1,0,5,3,0,2,1296,0
11,0,112,32,0,9,533,0
2,0,81,5,0,4,2319,0
1,0,36,6,0,4,2319,0
1,0,29,5,0,3,412,0
1,0,42,5,0,4,2319,0
2,0,37,10,0,6,5350,0
2,0,32,6,0,5,268,0
1,0,33,4,0,3,412,0
14,0,80,17,1,9,2472,0
6,0,60,7,0,4,2319,0
1,0,17,7,0,4,5350,0
1,0,18,5,0,4,2319,0
2,0,24,5,0,4,2319,0
2,0,138,20,0,8,412,0
13,0,119,9,0,7,5350,0
15,0,110,18,0,11,665,0
11,0,216,55,0,19,1296,0
2,0,35,19,0,9,412,0
4,0,90,12,0,9,665,0
10,0,200,5,0,4,2319,0
1,0,17,7,0,4,5350,0
1,0,18,3,0,2,1296,0
2,0,22,5,0,4,2319,0
1,0,85,17,0,8,412,0
8,0,130,6,0,4,2472,0
4,0,27,3,0,3,5350,0
16,0,99,10,0,6,5350,0
1,0,22,1,0,1,1636,0
1,0,39,3,0,2,5350,0
1,0,74,9,0,6,815,0
1,0,45,8,0,5,815,0
5,0,52,5,0,4,2319,0
8,0,22,3,0,3,1126,0
1,0,11,6,0,4,1636,0
1,0,14,8,0,6,2319,0
5,0,38,7,0,5,2319,0
10,0,146,76,0,17,2319,0
5,0,48,14,0,6,5350,0
6,0,39,2,0,2,1296,0
10,0,105,45,0,16,533,0
90,0,1380,170,1,22,412,0
2,0,56,15,0,9,1636,0
28,0,300,32,0,12,533,0
20,0,271,24,0,11,2319,0
9,0,263,16,0,10,665,0
1,0,16,6,0,3,533,0
1,0,5,3,0,2,1296,0
1,0,20,6,0,3,533,0
1,0,10,2,0,2,1636,0
7,0,90,7,0,4,2319,0
179,0,1715,155,0,24,412,0
2,0,17,2,0,2,1636,0
4,0,79,16,0,6,533,0
1,0,16,2,0,2,665,0
13,0,304,31,2,12,5350,0
1,0,7,1,0,1,533,0
6,0,58,6,0,5,224,0
20,0,166,26,0,8,815,0
2,0,39,6,0,2,2319,0
18,0,133,12,0,6,665,0
15,0,245,12,0,3,412,0
4,0,25,4,0,2,412,0
8,0,106,4,0,2,2319,0
14,0,111,9,0,3,2319,0
1,0,37,34,0,10,412,0
1,0,11,4,0,3,268,0
1,0,10,8,0,5,533,0
1,0,21,5,0,4,2319,0
7,0,128,13,0,7,665,0
3,0,29,6,0,5,236,0
21,0,168,10,0,7,7,0
1,0,17,5,0,4,2319,0
10,0,105,36,0,14,533,0
1,0,19,8,0,5,533,0
16,0,131,13,1,7,533,0
1,0,13,5,0,4,2319,0
11,0,67,7,0,4,2319,0
1,0,10,8,0,5,533,0
1,0,5,5,0,4,2319,0
28,0,202,17,0,8,665,0
2,0,49,15,0,7,268,0
2,0,18,5,0,4,2319,0
4,0,52,5,0,4,2319,0
1,0,6,4,0,3,2472,0
13,0,178,7,0,4,533,0
4,0,85,10,0,5,2319,0
1,0,25,4,0,3,2472,0
4,0,67,7,0,3,2319,0
1,0,4,1,0,1,1126,0
3,0,57,8,0,5,5350,0
1,0,9,3,0,2,2319,0
7,0,61,9,0,5,5350,0
1,0,19,7,0,4,2472,0
5,0,59,5,0,4,665,0
1,0,15,4,0,4,7,0
2,0,27,4,0,4,7,0
11,0,109,14,0,8,5350,0
1,0,10,17,0,8,2319,0
1,0,13,6,0,4,505,0
2,0,20,3,0,2,2472,0
3,0,42,4,0,4,828,0
1,0,12,1,0,1,533,0
25,0,344,53,1,14,2319,0
13,0,146,4,0,2,2472,0
12,0,123,21,4,7,2472,0
9,0,94,8,0,5,2472,0
6,0,61,3,0,2,828,0
1,0,8,3,0,2,2472,0
2,0,23,3,0,2,2472,0
1,0,33,4,0,3,1636,0
27,0,187,29,0,11,815,0
8,0,105,9,0,5,224,0
1,0,44,39,4,14,2319,0
1,0,38,1,0,1,310,0
33,0,350,65,0,13,412,0
19,0,244,28,0,11,412,0
1,0,11,12,0,6,2472,0
1,0,5,2,0,2,2472,0
1,0,14,2,0,2,2472,0
1,0,20,17,0,10,2472,0
3,0,66,18,0,11,1636,0
2,0,26,21,0,9,412,0
2,0,39,12,0,7,2319,0
2,0,25,23,0,9,412,0
1,0,17,22,0,9,412,0
1,0,17,21,0,9,412,0
4,0,62,2,0,2,2472,0
7,0,87,2,0,2,2472,0
1,0,16,2,0,2,2472,0
13,0,77,2,0,2,2472,0
1,0,8,5,0,1,412,0
1,0,5,2,0,1,412,0
12,0,115,8,0,3,2319,0
6,0,83,2,0,1,412,0
17,0,170,16,0,5,412,0
6,0,68,2,0,1,412,0
12,0,86,8,0,4,412,0
1,0,13,8,0,3,412,0
11,0,92,8,0,4,412,0
7,0,95,2,0,2,1296,0
1,0,20,2,0,2,1296,0
10,0,132,2,0,2,1296,0
1,0,37,4,0,4,533,0
11,0,201,16,0,8,533,0
15,0,346,16,0,8,533,0
12,0,117,17,0,9,533,0
1,0,44,3,0,2,1296,0
1,0,49,3,0,2,1296,0
7,0,96,13,0,8,533,0
23,0,376,25,0,9,533,0
13,0,52,9,0,5,5350,0
7,0,114,11,0,6,1296,0
3,0,55,2,0,2,5350,0
5,0,112,7,0,6,412,0
4,0,47,15,0,6,412,0
1,0,19,7,0,6,412,0
6,0,67,7,0,6,412,0
13,0,93,5,0,4,412,0
1,0,20,7,0,6,412,0
1,0,18,4,0,3,2472,0
3,0,69,4,0,3,2472,0
4,0,47,4,0,3,2472,0
2,0,45,4,0,3,2472,0
1,0,31,4,0,3,2472,0
2,0,68,4,0,3,2472,0
1,0,32,4,0,3,2472,0
2,0,47,10,0,5,2319,0
3,0,41,4,0,3,2472,0
6,0,54,4,0,3,2472,0
12,0,137,7,0,5,310,0
1,0,14,8,0,5,310,0
1,0,14,7,0,5,310,0
1,0,14,8,0,5,310,0
7,0,71,18,0,8,2319,0
1,0,18,9,0,5,310,0
1,0,15,2,0,2,2319,0
1,0,16,2,0,2,1296,0
1,0,26,7,0,5,505,0
2,0,46,7,0,5,1636,0
2,0,61,9,0,7,2319,0
1,0,28,4,0,3,1636,0
2,0,53,28,0,13,2319,0
1,0,81,8,0,5,505,0
1,0,20,5,0,5,2319,0
1,0,44,10,0,8,815,0
6,0,94,15,0,8,505,0
2,0,44,35,0,15,199,0
3,0,82,10,0,7,412,0
2,0,37,27,0,12,412,0
1,0,46,18,0,8,412,0
1,0,17,14,0,10,505,0
2,0,53,17,0,5,412,0
1,0,141,18,0,10,2319,0
12,0,144,34,0,10,5350,0
16,0,295,27,0,12,412,0
3,0,30,1,0,1,2319,0
1,0,39,23,0,9,828,0
8,0,55,9,0,4,1126,0
2,0,144,33,0,15,2319,0
1,0,69,10,0,5,2472,0
30,0,434,46,0,11,2319,0
12,0,227,32,0,10,505,0
1,0,37,11,0,7,412,0
19,0,204,56,0,19,412,0
4,0,38,7,0,4,665,0
1,0,5,5,0,3,2319,0
7,0,209,31,0,11,815,0
1,0,347,14,0,9,2319,0
1,0,77,9,0,7,2319,0
2,0,615,27,0,11,5350,0
2,0,80,6,0,5,815,0
1,0,164,6,0,5,815,0
1,0,28,8,0,6,5350,0
1,0,114,9,0,5,2472,0
1,0,283,38,0,14,292,0
1,0,34,11,0,6,815,0
1,0,48,7,0,4,533,0
1,0,40,6,0,5,815,0
1,0,61,9,0,7,815,0
4,0,84,3,0,2,3997,0
3,0,52,8,0,6,2319,0
1,0,131,21,0,13,815,0
4,0,86,16,0,9,665,0
1,0,107,11,0,9,815,0
1,0,133,6,0,5,815,0
3,0,728,29,1,13,2319,0
2,0,474,22,0,10,2319,0
4,0,82,18,0,6,2319,0
1,0,27,6,0,5,815,0
4,0,49,7,0,5,505,0
1,0,216,16,0,7,412,0
1,0,32,7,0,4,224,0
5,0,236,10,0,8,815,0
3,0,214,7,0,4,533,0
1,0,11,9,0,5,3997,0
1,0,18,6,0,5,815,0
1,0,216,11,0,6,2472,0
1,0,94,6,0,5,815,0
1,0,40,6,0,5,815,0
40,0,463,82,0,18,412,0
13,0,167,18,0,6,5350,0
1,0,131,9,0,7,815,0
2,0,260,9,0,7,815,0
1,0,180,28,0,11,2319,0
1,0,152,21,0,9,2319,0
1,0,123,6,0,6,2319,0
1,0,109,6,0,5,815,0
1,0,5,3,0,3,2472,0
3,0,180,10,0,5,533,0
1,0,81,46,0,12,665,0
1,0,38,2,0,2,2319,0
1,0,37,2,0,2,2319,0
2,0,43,9,0,5,1296,0
4,0,66,16,0,9,5350,0
1,0,106,48,0,16,665,0
4,0,104,14,0,6,665,0
1,0,15,3,0,2,412,0
1,0,29,4,0,3,412,0
1,0,35,36,0,11,1296,0
1,0,31,43,0,12,665,0
1,0,11,12,0,5,412,0
1,0,42,39,0,11,412,0
3,0,112,16,0,11,2319,0
1,0,97,26,0,11,412,0
3,0,137,45,0,14,199,0
3,0,106,16,0,5,412,0
1,0,33,22,0,13,412,0
1,0,22,17,0,8,2319,0
1,0,49,43,0,14,412,0
1,0,78,40,0,13,5350,0
1,0,49,38,0,12,412,0
3,0,162,64,0,16,665,0
1,0,22,13,0,7,2319,0
1,0,78,29,0,10,2319,0
1,0,26,2,0,2,2472,0
2,0,76,21,0,11,2319,0
1,0,21,3,0,3,2472,0
1,0,34,8,0,6,533,0
3,0,69,38,0,16,412,0
1,0,45,2,0,2,233,0
2,0,100,38,0,14,665,0
1,0,37,3,0,1,2319,0
1,0,38,3,0,3,7,0
1,0,29,10,0,8,1296,0
11,0,278,20,0,9,533,0
8,0,59,7,0,6,533,0
4,0,66,23,0,14,2319,0
1,0,34,3,0,3,2472,0
5,0,85,10,0,8,2472,0
1,0,86,12,0,6,2319,0
1,0,44,16,0,10,505,0
1,0,67,14,0,8,412,0
1,0,44,7,0,5,2472,0
2,0,85,29,0,12,5350,0
1,0,84,19,0,12,5350,0
1,0,43,28,0,10,412,0
1,0,104,23,0,9,2319,0
1,0,35,38,0,15,5350,0
1,0,109,19,0,8,2472,0
1,0,24,10,0,5,1636,0
1,0,52,2,0,2,1296,0
3,0,132,14,1,8,2472,0
2,0,118,25,0,8,412,0
1,0,18,6,0,3,5350,0
3,0,99,3,0,2,665,0
4,0,85,2,0,2,1636,0
1,0,73,19,0,8,412,0
1,0,105,15,0,8,5350,0
5,0,119,4,0,3,5350,0
1,0,32,11,0,9,815,0
1,0,23,3,0,2,2319,0
1,0,122,15,1,4,815,0
1,0,33,8,0,6,665,0
1,0,88,5,0,4,665,0
19,0,1397,103,0,18,412,0
1,0,39,18,0,9,5350,0
1,0,55,15,0,10,815,0
2,0,191,51,0,14,5350,0
2,0,156,50,0,13,5350,0
23,0,1712,123,0,21,5350,0
1,0,449,14,0,8,2319,0
14,0,887,12,0,9,5350,0
3,0,47,3,0,3,505,0
1,0,62,14,0,8,2319,0
1,0,186,10,0,2,412,0
1,0,32,6,0,2,2319,0
1,0,198,7,0,3,5350,0
1,0,77,38,0,10,2319,0
12,0,487,50,0,14,412,0
1,0,130,4,0,3,533,0
1,0,29,3,0,3,505,0
1,0,20,3,0,2,1126,0
1,0,31,4,0,3,533,0
1,0,65,9,0,5,5350,0
1,0,49,9,0,5,5350,0
6,0,359,39,0,15,815,0
4,0,91,20,0,8,5350,0
4,0,226,13,0,7,533,0
1,0,26,3,0,2,5350,0
1,0,26,3,0,2,5350,0
1,0,21,3,0,3,2472,0
1,0,21,3,0,3,2472,0
1,0,18,3,0,3,2472,0
1,0,20,3,0,3,2472,0
1,0,67,3,0,2,5350,0
3,0,185,21,0,10,665,0
1,0,87,3,0,2,1126,0
2,0,133,14,0,7,5350,0
2,0,78,31,1,10,412,0
15,0,644,55,1,13,5350,0
10,0,216,3,0,2,2472,0
6,0,112,10,2,3,2472,0
1,0,43,4,0,3,2472,0
1,0,42,4,0,3,2472,0
3,0,153,18,0,7,310,0
3,0,65,3,0,2,828,0
3,0,215,26,2,12,533,0
4,0,157,15,0,10,412,0
2,0,395,42,0,12,412,0
1,0,530,19,0,10,5350,0
1,0,11,3,0,3,2472,0
1,0,11,3,0,3,2472,0
1,0,11,3,0,3,2472,0
1,0,11,3,0,3,2472,0
1,0,11,3,0,3,2472,0
1,0,17,2,0,2,2472,0
1,0,55,2,0,2,2472,0
1,0,45,6,0,5,505,0
1,0,25,2,0,2,2472,0
2,0,73,6,0,5,505,0
6,0,178,5,0,1,412,0
2,0,30,4,0,3,2319,0
5,0,174,13,0,4,665,0
7,0,70,9,0,3,412,0
1,0,61,4,0,2,2319,0
1,0,35,11,0,6,101,0
1,0,60,2,0,2,1296,0
1,0,39,2,0,2,1296,0
5,0,211,36,0,15,1296,0
1,0,35,19,0,10,412,0
1,0,54,12,0,7,828,0
1,0,70,3,0,2,1126,0
1,0,130,5,0,4,828,0
1,0,49,7,0,5,5350,0
4,0,80,13,0,8,5350,0
1,0,128,11,0,8,310,0
1,0,53,3,0,2,5350,0
1,0,41,2,0,2,5350,0
1,0,27,4,0,3,143,0
1,0,55,3,0,3,224,0
1,0,57,2,0,2,5350,0
1,0,86,13,0,9,1296,0
10,0,651,57,1,20,815,0
8,0,144,9,0,4,310,0
46,0,676,9,0,6,2472,0
1,0,8,5,0,4,3997,0
1,0,11,5,0,4,3997,0
1,0,6,3,0,2,3997,0
1,0,11,5,0,4,3997,0
1,0,12,5,0,4,3997,0
1,0,6,5,0,4,3997,0
21,0,373,13,0,8,1636,0
1,0,8,5,0,4,3997,0
1,0,9,6,0,5,1636,0
1,0,8,5,0,4,3997,0
2,0,38,10,0,6,5350,0
1,0,6,5,0,4,3997,0
1,0,11,5,0,4,3997,0
6,0,89,7,0,5,2472,0
7,0,67,13,0,6,2319,0
1,0,10,5,0,4,3997,0
1,0,22,8,0,5,533,0
1,0,5,5,0,4,3997,0
1,0,7,5,0,4,3997,0
1,0,11,5,0,4,3997,0
1,0,13,7,0,6,1296,0
1,0,14,3,0,1,533,0
5,0,126,12,0,8,505,0
3,0,43,13,0,8,412,0
2,0,49,5,0,4,3997,0
1,0,33,9,0,7,412,0
3,0,47,9,0,5,3997,0
3,0,57,6,0,5,1634,0
1,0,85,13,0,9,828,0
57,0,433,21,0,9,533,0
12,0,145,27,0,13,1296,0
11,0,85,13,0,6,268,0
1,0,232,9,0,6,2319,0
1,0,14,12,0,6,533,0
1,0,9,8,0,5,533,0
1,0,16,8,0,5,268,0
3,0,164,7,0,5,815,0
1,0,63,4,0,3,310,0
8,0,238,15,0,10,815,0
8,0,110,6,0,5,815,0
4,0,159,10,0,6,412,0
3,0,327,5,0,3,310,0
1,0,137,4,0,2,3997,0
2,0,51,12,0,6,665,0
7,0,88,7,0,4,3,0
3,0,26,17,0,7,3,0
7,0,159,48,0,11,1296,0
1,0,37,26,0,10,5350,0
12,0,185,22,1,8,665,0
1,0,21,17,0,7,3,0
6,0,164,17,0,7,3,0
5,0,42,14,0,6,3,0
10,0,188,19,0,7,3,0
1,0,10,17,0,7,3,0
1,0,8,17,0,7,3,0
14,0,89,17,0,7,3,0
1,0,107,17,0,7,3,0
1,0,15,15,0,7,3,0
5,0,72,17,0,7,3,0
1,0,25,17,0,7,3,0
1,0,6,17,0,7,3,0
7,0,72,20,0,7,3,0
14,0,217,17,0,7,3,0
25,0,258,21,0,7,815,0
12,0,138,21,0,7,3,0
1,0,9,7,0,4,3,0
17,0,126,26,0,8,3,0
1,0,25,17,0,7,3,0
35,0,338,19,0,7,3,0
1,0,11,17,0,7,3,0
1,0,12,17,0,7,3,0
18,0,313,17,0,7,3,0
10,0,257,17,0,7,3,0
1,0,25,17,0,7,3,0
25,0,198,17,0,7,3,0
9,0,63,17,0,7,3,0
5,0,49,17,0,7,3,0
5,0,46,17,0,7,3,0
2,0,27,17,0,7,3,0
6,0,66,17,0,7,3,0
3,0,27,17,0,7,3,0
6,0,57,17,0,7,3,0
1,0,61,17,0,7,3,0
1,0,22,17,0,7,3,0
1,0,418,31,0,7,815,0
13,0,488,19,0,7,3,0
6,0,61,15,0,7,3,0
1,0,12,17,0,7,3,0
5,0,68,21,0,8,3,0
1,0,39,17,0,7,3,0
4,0,58,17,0,7,3,0
4,0,56,17,0,7,3,0
1,0,148,17,0,7,3,0
1,0,21,20,0,9,2319,0
9,0,239,19,0,9,3,0
19,0,255,19,0,7,3,0
1,0,90,17,0,7,3,0
1,0,155,17,0,7,3,0
1,0,22,17,0,7,3,0
12,0,125,19,0,9,3,0
1,0,28,17,0,7,3,0
1,0,29,17,0,7,3,0
2,0,30,15,0,7,3,0
9,0,124,27,1,9,3,0
18,0,294,12,0,5,5350,0
18,0,239,17,0,7,3,0
6,0,128,31,0,9,3,0
1,0,28,17,0,7,3,0
1,0,30,19,0,9,3,0
3,0,39,17,0,7,3,0
7,0,146,19,0,9,3,0
13,0,134,24,1,8,3,0
5,0,88,17,0,7,3,0
3,0,63,19,0,7,3,0
1,0,27,17,0,7,3,0
1,0,30,17,0,7,3,0
1,0,5,15,0,7,3,0
40,0,428,21,0,7,3,0
3,0,90,17,0,7,3,0
6,0,60,25,1,8,3,0
1,0,6,15,0,7,3,0
4,0,55,17,0,8,3,0
1,0,29,17,0,7,3,0
1,0,5,15,0,7,3,0
2,0,109,17,0,7,3,0
8,0,90,19,0,9,3,0
3,0,24,18,0,9,3,0
2,0,28,19,0,7,665,0
1,0,38,19,0,7,665,0
5,0,68,23,0,9,665,0
2,0,27,19,0,7,665,0
1,0,82,17,0,7,3,0
7,0,76,20,0,7,3,0
1,0,24,15,0,7,3,0
4,0,42,17,0,8,3,0
2,0,30,15,0,7,3,0
1,0,24,15,0,7,3,0
1,0,20,17,0,7,3,0
1,0,29,15,0,7,3,0
28,0,139,15,0,7,3,0
10,0,87,15,0,7,3,0
1,0,9,15,0,7,3,0
1,0,11,15,0,7,3,0
1,0,7,15,0,7,3,0
1,0,6,15,0,7,3,0
1,0,46,7,0,4,3,0
1,0,15,17,0,7,3,0
1,0,22,17,0,7,3,0
1,0,136,33,1,11,815,0
3,0,180,25,1,10,665,0
1,0,219,17,0,7,3,0
4,0,365,61,1,11,5350,0
1,0,71,17,0,7,3,0
1,0,90,17,0,7,3,0
2,0,75,17,0,7,3,0
4,0,418,21,0,7,815,0
1,0,71,17,0,7,3,0
1,0,476,21,0,7,3,0
3,0,261,17,0,7,3,0
1,0,758,17,0,7,3,0
1,0,71,17,0,7,3,0
1,0,245,17,0,7,3,0
1,0,85,17,0,7,3,0
11,0,324,21,0,9,3,0
1,0,63,17,0,7,3,0
1,0,23,17,0,7,3,0
3,0,103,27,0,9,815,0
29,0,338,19,0,7,3,0
2,0,95,19,0,7,3,0
7,0,124,17,0,7,3,0
1,0,97,17,0,7,3,0
29,0,485,17,0,7,3,0
1,0,34,33,0,11,665,0
1,0,115,12,0,6,3,0
16,0,465,24,0,10,3,0
15,0,1290,42,0,11,3,0
3,0,201,17,0,7,3,0
5,0,220,37,0,13,828,0
3,0,110,17,0,7,3,0
1,0,131,19,0,7,3,0
1,0,666,17,0,7,3,0
1,0,37,15,0,7,3,0
1,0,69,17,0,7,3,0
1,0,54,20,0,9,3,0
1,0,290,15,0,7,3,0
10,0,167,15,0,7,3,0
1,0,15,15,0,7,3,0
4,0,43,7,0,3,3,0
25,0,534,85,0,12,5350,0
2,0,109,47,0,18,5350,0
7,0,95,10,0,4,5350,0
9,0,91,2,0,2,59,0
1,0,23,3,0,1,5350,0
1,0,1,3,0,3,5350,0
4,0,34,7,0,5,143,0
9,0,63,5,0,2,5350,0
4,0,178,79,0,17,412,0
1,0,1,1,0,1,533,0
1,0,18,5,0,3,533,0
1,0,8,2,0,1,2472,0
2,0,32,21,0,7,2319,0
4,0,22,2,0,1,3997,0
2,0,33,6,0,3,5350,0
2,0,37,3,0,2,2472,0
1,0,18,6,0,4,292,0
1,0,12,15,0,9,412,0
1,0,39,61,1,16,2319,0
1,0,8,2,0,1,2319,0
1,0,5,5,0,3,5350,0
1,0,5,2,0,2,3997,0
1,0,20,2,0,2,2319,0
1,0,45,35,0,9,5350,0
1,0,20,2,0,1,3997,0
1,0,20,7,0,6,665,0
1,0,1,5,0,2,533,0
1,0,16,5,0,4,2319,0
1,0,7,3,0,3,2319,0
1,0,40,8,0,5,2319,0
3,0,70,7,0,4,3997,0
1,0,11,10,0,7,505,0
1,0,14,2,0,2,2472,0
6,0,88,5,0,4,2319,0
1,0,16,2,0,2,2472,0
1,0,12,10,0,6,828,0
1,0,6,8,0,5,2472,0
1,0,5,9,0,6,2319,0
1,0,13,2,0,2,665,0
1,0,6,9,0,4,828,0
1,0,7,10,0,5,665,0
1,0,18,11,0,5,2319,0
1,0,22,11,0,7,412,0
1,0,22,12,0,7,2319,0
1,0,13,20,0,11,505,0
1,0,12,2,0,1,3997,0
1,0,8,4,0,3,505,0
1,0,11,3,0,2,236,0
1,0,15,16,0,9,224,0
65,0,442,46,1,14,199,0
39,0,225,13,0,7,5350,0
1,0,16,2,0,2,2472,0
1,0,5,4,0,3,412,0
1,0,5,5,0,2,1636,0
1,0,13,10,0,5,1636,0
1,0,13,5,0,4,5350,0
1,0,5,1,0,1,5350,0
2,0,27,5,0,4,412,0
1,0,16,7,0,5,1634,0
37,0,337,65,0,12,5350,0
1,0,5,6,0,5,505,0
14,0,164,18,0,7,5350,0
1,0,14,4,0,3,505,0
1,0,5,15,0,8,2319,0
1,0,5,7,0,5,505,0
3,0,147,12,0,6,665,0
5,0,129,17,2,6,412,0
22,0,163,31,0,9,199,0
5,0,69,9,0,4,1296,0
2,0,95,14,0,8,815,0
5,0,33,2,0,2,292,0
1,0,1,2,0,1,3997,0
7,0,64,5,0,4,665,0
1,0,9,1,0,1,2319,0
1,0,5,4,0,2,412,0
11,0,215,16,0,8,412,0
7,0,73,4,0,2,1636,0
1,0,5,4,0,3,412,0
4,0,34,6,0,4,1296,0
18,0,177,26,0,11,2319,0
51,0,797,66,0,17,2319,0
2,0,15,2,0,2,533,0
3,0,46,7,0,6,7,0
29,0,154,15,0,8,1636,0
1,0,6,3,0,3,1636,0
4,0,58,3,0,3,1636,0
