McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
5,0,41,8,0,2,4843,0
20,0,185,5,0,1,4843,0
17,0,146,26,0,3,4843,0
7,0,40,9,0,3,4843,0
1,0,14,4,0,1,4843,0
21,0,295,15,0,1,4843,0
75,0,473,22,0,1,4843,1
1,0,20,4,0,1,4843,0
1,0,13,2,0,1,4843,0
2,0,58,2,0,1,4843,0
12,0,181,4,0,1,4843,0
20,0,158,5,0,1,4843,0
1,0,20,4,0,1,4843,0
1,0,13,2,0,1,4843,0
1,0,14,2,0,1,4843,0
3,0,56,2,0,1,4843,0
48,0,363,8,0,1,4843,0
1,0,20,3,0,1,4843,0
1,0,13,1,0,1,4843,0
19,0,155,16,0,1,4843,1
14,0,136,14,0,2,4843,0
2,0,57,1,0,1,4843,0
1,0,18,3,0,1,4843,0
1,0,14,2,0,1,4843,0
15,0,147,14,0,1,4843,0
80,0,508,26,0,1,4843,0
1,0,20,3,0,1,4843,0
1,0,16,3,0,1,4843,0
5,0,35,2,0,1,4843,0
3,0,56,2,0,1,4843,0
17,0,228,10,0,1,4843,0
12,0,155,10,0,1,4843,0
1,0,20,3,0,1,4843,0
1,0,13,1,0,1,4843,0
5,0,35,6,0,1,4843,0
3,0,69,7,0,1,4843,0
3,0,113,15,0,1,4843,0
146,0,849,55,0,3,4843,0
1,0,20,4,0,1,4843,0
1,0,13,3,0,1,4843,0
1,0,13,2,0,2,4843,0
102,0,479,3,0,2,152,0
1,0,20,1,0,1,152,0
1,0,12,1,0,1,152,0
4,0,137,2,0,2,4843,0
11,0,129,11,0,1,4843,0
5,0,35,5,0,1,4843,0
3,0,56,2,0,1,4843,0
3,0,109,15,0,1,4843,0
32,0,271,16,0,1,4843,0
1,0,20,3,0,1,4843,0
1,0,13,1,0,1,4843,0
5,0,35,6,0,1,4843,0
3,0,79,9,0,1,4843,0
4,0,113,16,0,1,4843,0
17,0,181,35,0,2,4843,0
1,0,20,4,0,1,4843,0
1,0,13,3,0,1,4843,0
1,0,13,3,0,1,4843,0
1,0,54,6,0,1,4843,0
140,0,728,39,0,3,4843,1
1,0,26,4,0,1,4843,0
1,0,13,3,0,1,4843,0
1,0,13,2,0,2,4843,0
43,0,226,4,0,2,4843,0
1,0,26,1,0,1,152,0
1,0,11,1,0,1,152,0
1,0,13,2,0,1,4843,0
1,0,34,2,0,1,4843,0
50,0,314,13,0,1,4843,0
1,0,23,4,0,1,4843,0
1,0,13,1,0,1,4843,0
41,0,351,24,3,1,4843,1
1,0,13,2,0,1,4843,0
3,0,86,6,0,1,4843,0
70,0,414,21,0,1,4843,0
1,0,23,3,0,1,4843,0
1,0,13,1,0,1,4843,0
1,0,18,4,0,1,4843,0
6,0,142,8,0,1,4843,0
2,0,31,2,0,1,4843,0
1,0,24,1,0,1,4843,0
72,0,683,4,0,1,4843,0
1,0,18,3,0,1,4843,0
4,0,151,9,0,1,4843,0
2,0,31,2,0,1,4843,0
1,0,21,2,0,1,4843,0
12,0,177,8,0,1,4843,0
57,0,373,6,0,2,4843,0
74,0,685,6,0,1,4843,0
1,0,5,1,0,1,4843,0
1,0,6,2,0,1,4843,0
5,0,37,1,0,1,4843,0
4,0,81,12,0,1,4843,0
15,0,112,33,0,2,4843,0
3,0,24,8,0,2,4843,0
5,0,34,8,0,1,4843,0
3,0,89,11,0,1,4843,0
18,0,159,14,0,1,4843,0
13,0,174,16,0,1,4843,0
17,0,147,23,1,1,4843,0
40,0,345,47,0,4,4843,0
1,0,20,10,0,2,4843,0
1,0,13,7,0,2,4843,0
28,0,143,11,0,2,4843,0
17,0,70,5,0,1,4843,0
5,0,67,14,0,3,4843,0
17,0,93,9,0,1,4843,0
19,0,150,28,0,3,4843,0
27,0,149,16,0,2,4843,0
15,0,130,21,0,3,4843,0
1,0,5,1,0,1,4843,0
15,0,116,11,0,1,4843,0
25,0,210,6,0,1,4843,0
5,0,46,8,0,1,4843,0
41,0,249,15,0,1,4843,0
31,0,190,12,0,1,4843,0
14,0,86,7,0,1,4843,0
14,0,246,19,0,1,4843,0
58,0,286,20,0,2,4843,0
1,0,7,4,0,1,4843,0
6,0,27,4,0,1,4843,0
4,0,66,15,0,2,4843,0
1,0,12,3,0,1,4843,0
14,0,106,8,0,1,4843,0
7,0,64,14,0,1,4843,0
5,0,91,13,0,2,4843,0
1,0,12,3,0,1,4843,0
1,0,68,14,0,2,4843,0
1,0,12,3,0,1,4843,0
45,0,236,40,0,3,4843,0
2,0,65,10,0,2,4843,0
1,0,12,3,0,1,4843,0
58,0,314,20,0,2,4843,0
2,0,20,1,0,1,4843,0
3,0,26,2,0,1,4843,0
61,0,761,30,0,1,4843,0
42,0,218,6,0,1,4843,1
6,0,36,2,0,1,4843,0
6,0,84,2,0,1,4843,0
5,0,62,3,0,1,4843,0
17,0,104,5,0,1,4843,0
1,0,59,13,0,2,56,0
1,0,4,3,0,2,56,0
19,0,250,10,2,3,4843,0
11,0,99,8,1,2,56,0
55,0,522,14,1,2,56,0
7,0,148,4,0,2,56,0
22,0,245,11,1,2,56,0
4,0,50,6,0,3,4843,0
112,0,463,17,2,2,56,0
8,0,144,6,0,2,56,0
19,0,208,5,0,2,56,0
5,0,122,10,1,3,4843,0
5,0,224,10,1,3,56,0
10,0,145,10,1,3,56,0
52,0,760,15,1,2,56,0
1,0,128,11,0,3,56,0
2,0,43,3,0,2,56,0
3,0,39,3,0,2,56,0
1,0,11,2,0,1,4843,0
32,0,265,6,0,1,4843,0
5,0,64,2,0,1,4843,0
1,0,11,1,0,1,4843,0
5,0,89,2,0,1,4843,0
109,0,618,2,0,1,4843,0
11,0,145,7,0,3,4843,0
6,0,38,2,0,1,4843,0
52,0,287,2,0,1,4843,0
31,0,279,2,0,1,4843,0
2,0,37,1,0,1,4843,0
3,0,58,6,0,2,4843,0
18,0,226,16,0,2,4843,0
29,0,273,13,0,3,4843,0
16,0,173,21,0,2,75,0
28,0,306,19,0,3,4843,0
12,0,175,6,0,2,1328,0
138,0,1085,21,0,4,1328,0
4,0,70,6,0,3,4843,0
70,0,466,8,0,3,4843,0
2,0,30,1,0,1,4843,0
12,0,165,22,0,3,4843,0
3,0,82,5,0,1,4843,1
4,0,70,14,0,2,4843,0
3,0,42,5,0,1,4843,0
3,0,27,3,0,1,4843,0
37,0,227,40,0,5,1328,0
1,0,40,2,0,1,4843,0
5,0,65,9,0,1,4843,0
72,0,665,21,0,2,4843,1
1,0,65,3,0,1,4843,0
9,0,98,3,0,1,4843,0
5,0,26,2,0,2,4843,0
7,0,36,1,0,1,1328,0
9,0,37,2,0,2,4843,0
615,0,3204,252,0,10,1328,1
8,0,153,4,0,2,4843,1
10,0,103,31,0,6,1328,1
51,0,333,27,0,4,1328,0
35,0,187,18,0,3,1328,1
45,0,149,15,0,3,1328,1
4,0,27,1,0,1,4843,0
1,0,115,3,0,2,4843,0
1,0,5,1,0,1,1328,0
25,0,124,3,0,1,1328,0
24,0,175,14,0,2,1328,0
3,0,45,13,0,3,1328,0
12,0,114,15,0,2,1328,0
10,0,48,5,0,2,4843,0
19,0,113,4,0,2,4843,0
16,0,119,5,0,1,1328,1
33,0,160,19,0,5,4843,1
9,0,53,9,0,2,1328,0
21,0,91,8,0,2,1328,0
43,0,188,17,0,5,1328,1
10,0,110,8,0,2,1328,1
6,0,40,2,0,1,1328,0
59,0,392,25,0,2,1328,1
16,0,99,7,0,2,1328,0
3,0,24,1,0,1,4843,0
15,0,93,10,0,2,4843,0
33,0,183,2,0,2,4843,0
7,0,38,1,0,1,1328,0
89,0,454,5,0,2,4843,1
78,0,496,32,0,5,1328,1
1,0,10,3,0,2,4843,0
1,0,10,3,0,2,4843,0
18,0,169,3,0,1,4843,0
60,0,310,21,0,3,1328,0
10,0,126,8,0,2,4843,0
33,0,250,13,0,2,4843,0
1,0,18,3,0,1,56,0
23,0,150,12,0,3,4843,0
17,0,55,10,0,3,152,0
10,0,64,3,0,2,4843,0
8,0,48,1,0,1,1328,0
16,0,198,6,0,2,4843,0
1,0,20,13,0,4,56,0
87,0,373,20,0,3,1328,1
16,0,146,20,0,4,4843,0
17,0,341,2,0,1,4843,0
11,0,80,18,0,2,1328,0
43,0,179,6,0,2,4843,0
2,0,27,7,0,2,1328,0
9,0,59,3,0,1,1328,0
5,0,38,5,0,1,1328,0
2,0,31,2,0,1,1328,0
10,0,55,6,0,2,1328,0
1,0,5,1,0,1,1328,0
1,0,9,4,0,2,1328,0
1,0,7,7,0,1,1328,0
1,0,8,4,0,1,1328,0
1,0,5,4,0,1,1328,0
1,0,9,6,0,1,1328,0
1,0,6,1,0,1,1328,0
1,0,20,6,0,1,1328,0
1,0,20,10,0,2,1328,0
8,0,61,10,0,1,1328,0
219,0,1132,43,1,4,1328,1
171,0,924,26,0,6,1328,1
67,0,393,11,0,4,224,1
72,0,553,9,0,3,1328,0
7,0,98,8,0,2,1328,1
1,0,17,5,0,1,1328,1
3,0,18,1,0,1,1328,0
8,0,38,1,0,1,1328,0
4,0,50,6,0,1,1328,0
5,0,57,8,0,2,1328,1
1,0,29,5,0,2,1328,0
3,0,42,7,0,1,1328,1
27,0,114,2,0,1,1328,0
11,0,101,11,0,1,1328,1
2,0,41,3,0,2,1328,0
3,0,46,2,0,2,1328,0
4,0,67,3,0,2,1328,0
2,0,58,4,0,1,4843,0
1,0,34,2,0,1,4843,0
1,0,4,1,0,1,1328,0
10,0,69,4,0,2,1328,1
42,0,548,7,0,3,1328,0
4,0,60,2,0,1,1328,0
63,0,419,10,0,3,1328,1
2,0,13,2,0,1,1328,0
39,0,220,4,0,2,1328,0
2,0,33,2,0,1,1328,0
16,0,71,3,0,2,1328,0
1,0,27,3,0,1,1328,0
11,0,190,2,0,2,224,0
6,0,46,1,0,1,1328,0
11,0,120,1,0,1,152,0
2,0,104,9,0,1,152,0
1,0,107,18,0,1,152,0
1,0,59,10,0,2,152,0
3,0,17,2,0,1,152,0
1,0,14,1,0,1,152,0
15,0,99,5,0,2,152,0
1,0,7,1,0,1,152,0
43,0,223,7,0,1,152,0
25,0,253,4,0,2,152,0
1,0,21,1,0,1,152,0
25,0,175,14,0,5,152,0
8,0,68,2,0,1,152,0
56,0,292,11,0,2,152,0
19,0,82,8,0,3,152,0
16,0,235,9,0,3,152,0
11,0,114,9,0,1,152,0
7,0,22,4,0,1,152,0
31,0,156,3,0,1,152,0
1,0,7,1,0,1,152,0
55,0,309,12,0,1,152,0
12,0,66,4,0,1,152,0
1,0,10,5,0,1,152,0
1,0,24,3,0,1,152,0
67,0,662,7,0,1,152,0
10,0,228,3,0,1,152,0
2,0,76,1,0,1,152,0
31,0,457,7,0,1,152,0
10,0,127,2,0,1,152,0
39,0,308,6,0,2,4843,0
32,0,346,9,0,1,152,0
94,0,728,12,0,2,152,0
4,0,29,3,0,2,4843,0
66,0,289,13,0,3,152,0
1,0,17,1,0,1,152,0
8,0,107,8,0,1,1328,0
2,0,62,3,0,1,1328,0
1,0,19,1,0,1,16,0
37,0,500,22,0,2,1328,0
5,0,92,4,0,1,1328,0
8,0,120,4,0,1,1328,0
12,0,751,6,0,2,1328,0
12,0,164,7,0,1,1328,0
36,0,437,5,0,2,1328,0
3,0,297,11,0,2,1328,0
2,0,141,7,0,2,1328,0
1,0,8,3,0,1,1328,0
1,0,14,3,0,1,1328,0
1,0,11,3,0,1,1328,0
1,0,5,2,0,1,1328,0
1,0,3,1,0,1,1328,0
1,0,7,3,0,1,1328,0
1,0,14,3,0,1,1328,0
1,0,11,3,0,1,1328,0
1,0,3,1,0,1,1328,0
1,0,9,1,0,1,1328,0
1,0,10,1,0,1,1328,0
1,0,20,4,0,3,12,0
1,0,4,2,0,2,1328,0
1,0,25,3,0,2,1328,0
1,0,4,1,0,1,1328,0
