McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
3,0,25,0,2,1,3122,0
9,0,50,0,5,1,1345,0
95,0,480,1,62,4,3122,0
51,0,356,0,14,2,3122,0
21,0,88,0,14,4,3122,1
14,0,96,0,4,0,0,0
1,0,74,2,66,5,3122,1
75,0,849,2,32,4,3122,1
7,0,210,2,53,6,3122,1
1,0,5,0,2,0,0,0
1,0,23,0,13,2,3122,0
27,0,108,0,2,0,0,0
1,0,8,0,5,0,0,0
3,0,55,1,31,6,3122,1
1,0,62,2,15,3,3122,1
6,0,52,0,12,4,3122,0
1,0,11,0,3,0,0,0
1,0,9,0,22,4,3122,0
31,0,205,1,70,7,3122,1
13,0,96,1,43,6,3122,0
1,0,34,1,38,2,3122,1
42,0,346,2,70,8,3122,1
2,0,96,1,23,2,3122,1
8,0,99,0,33,5,3122,1
71,0,377,1,59,5,3122,1
38,0,394,1,90,7,3122,1
1,0,15,0,34,6,3122,0
21,0,263,1,51,6,3122,1
2,0,34,0,5,2,1345,0
46,0,460,2,61,6,3122,1
5,0,66,0,18,5,16,0
5,0,57,0,15,5,16,0
9,0,64,1,11,2,3122,1
1,0,11,0,2,0,0,0
29,0,126,1,12,2,3122,0
42,0,182,2,20,3,3122,0
14,0,109,1,57,7,3122,1
1,0,15,0,1,1,3122,0
11,0,132,0,16,2,3122,0
8,0,69,0,7,0,0,0
22,0,152,0,6,0,0,0
7,0,102,0,14,2,3122,0
18,0,113,0,13,2,3122,0
1,0,6,0,4,0,0,0
7,0,39,0,19,0,0,0
1,0,8,0,3,0,0,0
1,0,14,0,3,0,0,0
51,0,247,0,32,6,1345,0
1,0,11,0,2,0,0,0
9,0,61,0,12,5,1345,0
6,0,60,0,37,7,16,1
30,0,159,0,52,5,3122,1
59,0,234,1,30,6,3122,1
1,0,10,0,2,0,0,0
16,0,141,0,31,5,3122,1
1,0,19,0,79,7,3122,0
18,0,162,0,13,4,420,0
11,0,101,0,7,4,16,0
1,0,16,0,1,0,0,0
1,0,8,0,8,4,16,0
2,0,17,0,7,4,16,0
1,0,8,0,11,0,0,0
3,0,30,0,31,4,16,0
1,0,12,0,3,0,0,0
15,0,32,0,13,0,0,0
4,0,39,0,6,1,3122,0
1,0,37,0,35,4,3122,0
38,0,315,0,104,6,1345,0
7,0,73,0,5,1,3122,0
1,0,17,0,18,0,0,0
1,0,7,0,10,4,3122,0
1,0,8,0,2,0,0,0
1,0,20,0,18,0,0,0
158,0,342,0,79,4,3122,1
1,0,5,0,3,0,0,0
24,0,181,1,16,6,113,0
1,0,14,1,10,6,3122,0
6,0,60,0,4,4,16,0
1,0,37,0,4,4,16,0
11,0,74,1,13,6,3122,0
13,0,110,0,8,0,0,0
130,0,914,0,10,1,3122,0
20,0,220,0,15,1,1345,0
15,0,139,0,12,1,1345,1
29,0,293,0,14,2,3122,0
1,0,7,0,6,0,0,0
28,0,447,2,13,3,3122,1
6,0,58,0,38,6,3122,0
25,0,124,1,24,4,1345,0
18,0,99,0,24,4,3122,0
10,0,61,0,20,4,3122,0
15,0,77,0,24,5,3122,0
23,0,104,0,35,4,3122,0
15,0,74,0,17,7,3122,0
13,0,69,0,16,6,3122,0
35,0,166,0,44,4,3122,1
60,0,230,0,34,5,3122,0
15,0,81,0,25,4,3122,0
3,0,52,0,34,5,1345,0
26,0,144,1,50,4,3122,0
18,0,89,0,30,5,3122,1
14,0,60,0,12,4,3122,0
7,0,40,0,20,4,3122,0
19,0,102,0,24,5,3122,0
3,0,25,0,1,0,0,0
4,0,33,0,6,2,3122,0
1,0,7,0,3,0,0,0
11,0,63,0,22,4,3122,0
12,0,54,0,18,4,3122,0
40,0,181,0,74,7,1345,1
7,0,25,0,4,0,0,0
12,0,57,0,20,5,3122,0
87,0,352,1,70,8,3122,1
1,0,9,0,2,0,0,0
12,0,56,0,19,4,3122,0
352,0,1145,6,306,9,3122,1
11,0,40,0,12,5,16,0
6,0,32,0,3,2,1345,0
29,0,155,0,30,5,1345,1
9,0,52,0,18,4,3122,0
9,0,53,0,19,4,3122,1
11,0,61,0,21,4,3122,0
96,0,329,0,96,7,1345,1
3,0,39,0,2,0,0,0
1,0,17,0,14,3,3122,0
3,0,36,0,5,0,0,0
1,0,9,0,2,0,0,0
3,0,74,0,16,4,1345,0
6,0,57,0,3,0,0,0
25,0,129,0,9,4,113,0
8,0,58,0,2,0,0,1
17,0,97,0,13,4,3122,0
60,0,317,0,54,5,3122,1
82,0,268,1,84,5,1345,1
3,0,76,0,7,5,113,0
2,0,65,0,1,0,0,0
1,0,4,0,1,0,0,0
1,0,60,0,55,6,3122,0
8,0,53,0,12,6,16,0
1,0,8,0,10,5,3122,0
1,0,8,0,3,0,0,0
8,0,49,0,20,6,3122,0
9,0,130,0,27,4,1345,0
1,0,35,0,12,2,3122,0
1,0,8,0,3,0,0,0
1,0,21,0,7,3,3122,0
1,0,13,0,3,0,0,0
1,0,17,0,1,1,1345,0
1,0,102,0,102,9,3122,1
23,0,162,0,86,5,3122,1
20,0,166,0,83,7,1345,1
1,0,33,0,5,2,3122,0
1,0,3,0,2,0,0,0
1,0,50,1,41,3,1345,1
10,0,51,0,38,3,61,1
2,0,31,1,11,2,3122,1
4,0,39,0,4,0,0,0
14,0,138,2,53,3,3122,1
87,0,369,1,144,8,3122,1
65,0,276,2,63,5,3122,1
1,0,8,0,5,0,0,0
7,0,46,0,3,2,420,0
9,0,95,0,16,2,6,0
1,0,53,0,9,0,0,0
1,0,10,0,4,3,1345,0
11,0,52,0,7,4,1345,0
5,0,21,0,1,0,0,0
14,0,314,0,13,4,3122,0
1,0,48,0,11,5,113,0
10,0,226,0,8,4,3122,0
6,0,55,0,3,1,3122,0
12,0,81,0,19,5,3122,0
7,0,66,0,25,5,3122,1
1,0,18,0,6,3,3122,0
2,0,56,0,16,5,3122,0
5,0,39,0,7,2,420,0
11,0,342,0,34,7,3122,0
1,0,172,0,6,0,0,0
1,0,6,0,1,0,0,0
36,0,210,0,35,6,3122,0
4,0,23,0,4,3,3122,0
19,0,141,0,16,5,1345,1
1,0,14,0,3,0,0,1
12,0,78,0,13,3,1345,1
13,0,53,0,11,4,1345,1
9,0,63,0,3,3,1345,1
5,0,36,0,3,3,1345,0
21,0,85,0,13,4,1345,1
11,0,53,0,4,0,0,1
1,0,14,0,20,4,1345,0
1,0,24,0,22,4,16,0
41,0,262,0,92,8,1345,1
12,0,84,0,32,6,3122,1
150,0,748,1,88,7,1345,0
8,0,45,1,4,1,3122,0
1,0,20,0,13,0,0,0
13,0,89,0,25,4,3122,0
1,0,21,0,15,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,6,0,1,0,0,0
1,0,7,0,4,4,3122,0
109,0,619,0,176,9,1345,0
65,0,270,0,25,5,3122,0
1,0,7,0,4,0,0,0
1,0,40,0,17,4,1345,1
1,0,27,0,32,4,3122,0
167,0,901,2,259,8,1345,1
30,0,251,0,89,8,3122,1
1,0,4,0,2,0,0,0
1,0,8,0,5,0,0,0
13,0,77,0,22,4,1345,0
19,0,87,0,9,4,16,0
12,0,69,0,3,0,0,0
1,0,4,0,2,0,0,0
1,0,13,0,2,0,0,0
1,0,13,0,4,0,0,0
1,0,13,0,8,0,0,0
73,0,365,0,44,3,16,0
1,0,4,0,2,0,0,0
31,0,165,0,27,2,1345,0
1,0,10,0,9,2,1345,0
57,0,307,0,50,4,16,0
9,0,34,0,3,0,0,0
17,0,106,0,22,3,3122,0
2,0,22,0,3,0,0,0
1,0,18,0,12,0,0,0
18,0,101,0,9,0,0,0
21,0,153,0,21,5,33,0
20,0,135,0,14,0,0,0
1,0,8,0,3,0,0,0
17,0,117,0,13,0,0,0
97,0,530,1,55,5,3122,1
86,0,400,0,84,6,3122,1
1,0,16,0,1,0,0,0
22,0,168,0,35,4,3122,0
213,0,1009,3,145,7,3122,1
1,0,16,0,1,0,0,0
9,0,63,0,10,2,1345,0
2,0,26,0,6,4,16,0
2,0,26,0,5,0,0,0
44,0,189,0,22,5,1345,0
6,0,61,0,7,3,1345,0
1,0,40,0,3,0,0,0
11,0,49,0,9,5,1345,1
13,0,275,2,20,4,3122,1
3,0,161,2,16,3,3122,1
63,0,594,2,18,3,3122,1
1,0,131,2,14,3,3122,1
21,0,492,2,30,4,3122,1
4,0,61,0,5,2,3122,0
5,0,73,0,14,3,3122,0
1,0,11,0,3,2,3122,0
1,0,4,0,1,0,0,0
1,0,4,0,1,0,0,0
3,0,67,0,8,3,16,1
1,0,25,0,1,0,0,0
7,0,109,0,20,3,3122,1
1,0,10,0,3,0,0,0
7,0,74,0,7,2,3122,0
1,0,33,0,1,0,0,0
1,0,41,0,6,3,3122,0
12,0,24,0,4,3,6,0
1,0,80,0,76,4,1345,1
180,0,947,0,114,10,3122,1
1,0,49,0,64,1,3122,0
106,0,584,0,55,5,3122,0
1,0,34,0,49,3,3122,0
1,0,138,0,14,2,1345,0
78,0,515,2,94,7,3122,1
204,0,435,0,72,6,1345,0
1,0,16,0,12,3,3122,0
19,0,88,0,15,3,3122,1
26,0,169,0,49,5,3122,1
1,0,31,0,35,4,16,1
1,0,85,0,18,4,16,1
2,0,92,0,22,4,16,1
64,0,378,0,81,7,3122,1
18,0,142,0,50,2,1345,1
4,0,33,0,12,2,3122,0
54,0,263,0,27,6,33,0
25,0,119,0,15,6,33,0
19,0,86,0,15,4,3122,0
4,0,29,0,5,4,16,0
9,0,74,0,8,4,16,0
16,0,66,0,17,5,16,0
14,0,60,0,14,6,33,0
1,0,11,0,8,4,16,0
17,0,119,0,15,4,3122,0
4,0,32,0,7,4,16,0
5,0,53,0,9,4,16,0
261,0,990,0,241,8,1345,1
11,0,45,0,9,0,0,0
338,0,1006,1,94,7,3122,0
8,0,115,0,34,4,33,0
4,0,31,0,13,2,1345,0
8,0,102,0,15,0,0,0
1,0,6,0,1,1,1345,0
3,0,26,0,4,3,3122,0
45,0,201,0,15,0,0,0
66,0,352,0,64,6,1345,0
208,0,637,0,108,6,1345,1
6,0,43,0,97,0,0,1
98,0,261,0,66,5,3122,0
1,0,6,0,5,0,0,0
30,0,127,0,85,9,3122,1
14,0,86,0,30,4,3122,1
1,0,17,0,8,0,0,0
1,0,17,0,8,0,0,0
5,0,33,0,18,3,3122,0
4,0,27,0,4,0,0,0
2,0,25,0,8,3,16,0
70,0,292,0,26,4,33,1
33,0,158,0,12,7,3122,0
4,0,86,0,25,5,1345,1
1,0,18,0,18,3,16,1
1,0,62,0,13,2,1345,0
1,0,11,0,1,0,0,1
1,0,8,0,3,0,0,0
20,0,107,0,50,8,3122,1
4,0,98,0,15,6,1345,1
1,0,12,0,4,4,16,1
1,0,8,0,3,3,16,0
1,0,45,0,1,0,0,0
1,0,7,0,5,0,0,0
11,0,115,0,32,3,420,1
19,0,66,0,15,0,0,0
25,0,138,0,27,3,420,1
36,0,153,0,36,3,3122,1
24,0,88,0,13,0,0,0
16,0,98,0,23,3,3122,1
14,0,104,0,27,4,420,1
28,0,138,0,26,3,3122,1
23,0,91,0,22,1,3122,0
3,0,25,0,14,0,0,0
43,0,155,0,44,3,3122,1
1,0,5,0,1,0,0,0
48,0,171,0,34,5,420,1
6,0,46,0,5,0,0,0
6,0,44,0,14,0,0,0
3,0,31,0,11,0,0,0
20,0,89,0,28,3,420,1
20,0,88,0,31,5,420,1
1,0,27,0,10,0,0,0
20,0,88,0,28,3,420,1
20,0,88,0,31,4,420,1
13,0,65,0,15,0,0,0
1,0,27,0,12,0,0,0
15,0,58,0,15,0,0,0
37,0,150,0,26,1,3122,0
1,0,20,0,19,2,113,0
1,0,40,0,27,5,1345,0
21,0,128,0,36,3,1345,0
12,0,107,0,26,3,1345,0
64,0,565,0,49,9,3122,1
1,0,54,0,53,3,3122,1
12,0,321,0,37,6,1345,0
3,0,28,0,4,0,0,0
46,0,612,0,70,6,3122,0
10,0,121,0,32,4,3122,0
1,0,16,0,70,3,3122,0
2,0,7,0,3,1,3122,0
4,0,28,0,5,0,0,0
45,0,306,0,23,4,3122,0
81,0,467,0,14,4,3122,0
4,0,32,0,38,1,3122,0
11,0,62,0,39,1,3122,0
127,0,436,0,44,2,1345,0
131,0,664,1,93,6,3122,0
68,0,592,1,58,7,61,0
6,0,170,0,38,7,61,0
1,0,20,0,25,4,16,0
7,0,37,0,3,0,0,0
8,0,47,0,2,0,0,0
1,0,6,0,2,0,0,0
1,0,11,0,1,0,0,0
1,0,4,0,4,4,33,0
15,0,258,0,52,7,3122,0
7,0,86,0,5,4,1345,0
19,0,76,0,34,7,3122,1
1,0,29,0,6,5,1345,0
7,0,108,0,11,5,16,0
1,0,32,0,5,5,33,0
1,0,10,0,6,5,16,0
186,0,1455,1,72,7,3122,1
1,0,19,0,4,4,33,0
123,0,1154,1,50,4,3122,1
42,0,329,0,27,4,3122,1
1,0,15,0,4,3,3122,0
10,0,46,0,4,3,3122,0
2,0,54,0,6,3,3122,1
1,0,3,0,3,2,3122,1
1,0,19,0,4,3,3122,1
6,0,41,0,5,2,3122,1
113,0,1109,0,35,3,3122,1
38,0,327,1,23,3,3122,0
1,0,42,0,4,3,3122,1
6,0,64,0,7,3,3122,0
1,0,22,0,1,1,1345,0
1,0,19,0,1,1,1345,0
9,0,91,0,3,2,3122,0
7,0,90,0,24,6,3122,1
1,0,5,0,4,0,0,0
12,0,57,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,6,0,8,0,0,0
5,0,47,0,6,0,0,0
2,0,26,0,9,0,0,0
1,0,6,0,2,0,0,0
1,0,12,0,7,4,1345,0
1,0,10,0,6,0,0,0
1,0,7,0,7,0,0,0
12,0,51,0,10,0,0,0
5,0,38,0,9,0,0,0
5,0,32,0,5,0,0,0
13,0,72,0,17,4,1345,0
12,0,32,0,17,2,3122,0
4,0,35,0,2,0,0,0
1,0,16,0,3,0,0,0
3,0,97,0,28,3,1345,0
2,0,22,0,6,0,0,0
1,0,16,0,6,0,0,0
6,0,129,0,4,2,3122,1
5,0,30,0,8,0,0,0
3,0,72,0,22,5,1345,0
13,0,180,0,21,3,3122,1
1,0,16,0,5,0,0,0
1,0,6,0,3,0,0,0
1,0,6,0,6,0,0,0
6,0,34,0,6,0,0,0
9,0,46,0,15,0,0,0
5,0,31,0,1,0,0,0
13,0,92,0,19,5,1345,1
3,0,29,0,13,4,16,1
13,0,75,0,2,2,1345,1
4,0,38,0,7,3,16,1
14,0,70,0,19,5,16,1
3,0,37,0,4,3,16,1
9,0,65,0,12,4,16,1
12,0,73,0,10,4,16,1
1,0,20,0,3,0,0,1
9,0,66,0,10,4,16,1
10,0,55,0,39,7,61,0
4,0,34,0,14,3,16,1
21,0,93,0,24,4,16,1
5,0,39,0,13,7,1345,1
19,0,42,0,9,0,0,1
20,0,67,0,28,5,3122,1
20,0,67,0,28,5,3122,1
11,0,61,0,22,4,16,1
3,0,23,0,4,3,16,1
3,0,40,0,16,3,16,1
7,0,52,0,14,4,1345,1
2,0,30,0,7,5,16,1
7,0,44,0,7,5,16,1
2,0,19,0,12,3,16,1
6,0,33,0,4,3,16,1
3,0,25,0,5,3,16,1
4,0,40,0,22,4,1345,1
9,0,75,0,5,4,16,1
3,0,17,0,4,4,16,0
6,0,27,0,4,4,16,1
4,0,25,0,7,5,1345,0
4,0,24,0,4,4,16,0
2,0,15,0,4,4,16,0
3,0,18,0,4,4,16,1
3,0,18,0,4,4,16,1
8,0,38,0,4,2,1345,1
4,0,21,0,4,4,16,1
8,0,36,0,7,3,1345,1
2,0,14,0,4,4,16,1
2,0,15,0,4,4,16,0
11,0,48,1,14,6,1345,1
5,0,30,0,8,5,1345,1
1,0,17,0,3,3,16,1
4,0,19,0,4,4,16,1
3,0,15,0,4,4,16,1
3,0,16,0,4,4,16,0
2,0,14,0,4,4,16,0
6,0,26,0,4,4,16,1
3,0,17,0,4,4,16,1
7,0,27,0,8,2,1345,1
7,0,27,0,4,2,1345,1
2,0,16,0,4,4,16,0
3,0,16,0,4,4,16,0
3,0,24,0,11,6,1345,1
5,0,26,0,4,4,16,0
4,0,18,0,10,6,33,0
2,0,14,0,4,4,16,1
2,0,14,0,4,4,16,1
2,0,14,0,4,4,16,1
3,0,15,0,4,4,16,1
19,0,67,0,9,0,0,0
18,0,67,0,10,0,0,0
19,0,66,0,10,0,0,0
19,0,67,0,10,0,0,0
21,0,72,0,10,0,0,0
76,0,714,0,99,6,3122,1
10,0,68,0,27,5,3122,0
7,0,46,0,3,0,0,0
38,0,459,0,77,5,16,0
39,0,209,0,35,2,3122,0
1,0,5,0,8,4,3122,0
65,0,445,0,55,7,3122,1
1,0,12,0,12,4,1345,0
6,0,88,0,34,7,113,1
7,0,70,0,31,6,3122,0
268,0,1505,1,337,10,1345,1
29,0,182,1,31,7,1345,1
36,0,234,1,109,7,3122,0
3,0,27,0,3,0,0,0
22,0,233,0,59,6,3122,0
2,0,15,0,1,0,0,0
5,0,147,0,47,4,420,0
30,0,227,1,18,6,420,0
13,0,228,0,9,6,420,0
3,0,87,0,8,0,0,0
115,0,740,1,172,9,1345,1
1,0,5,0,5,3,420,0
1,0,29,0,8,4,420,0
26,0,214,0,25,3,1345,0
65,0,496,0,19,2,3122,0
14,0,158,0,26,2,3122,0
1,0,22,0,8,1,3122,0
23,0,183,0,28,5,420,0
27,0,162,0,11,1,1345,0
52,0,260,0,48,7,3122,0
7,0,131,0,6,2,3122,0
14,0,162,0,8,2,3122,0
2,0,35,0,19,3,3122,0
1,0,3,0,3,2,3122,0
16,0,239,0,27,3,3122,0
5,0,27,0,24,6,3122,0
41,0,195,0,27,6,3122,0
1,0,7,0,4,4,16,0
12,0,59,0,10,3,3122,0
9,0,73,0,14,4,1345,0
1,0,34,0,45,7,3122,0
10,0,38,0,4,4,16,0
68,0,536,1,35,4,3122,0
134,0,809,1,39,4,3122,1
1,0,10,0,6,3,3122,0
2,0,79,0,25,5,1345,0
182,0,617,1,187,7,1345,0
59,0,223,0,15,0,0,0
182,0,486,0,161,7,1345,1
167,0,390,3,132,7,1345,0
175,0,512,0,75,7,3122,1
18,0,228,0,20,5,1345,1
6,0,110,0,21,6,1345,0
1,0,69,0,16,6,1345,0
1,0,151,0,18,6,1345,0
36,0,299,0,10,4,1345,1
33,0,351,0,5,4,3122,1
6,0,87,0,6,4,3122,1
9,0,73,0,8,5,3122,0
13,0,129,0,16,4,1345,0
221,0,1453,3,128,8,3122,1
87,0,1217,1,14,5,3122,1
1,0,30,0,7,4,1345,1
5,0,45,0,3,2,3122,0
10,0,71,0,8,4,420,0
10,0,79,0,15,4,61,0
2,0,49,0,7,2,3122,0
2,0,49,0,7,2,3122,0
4,0,42,0,7,3,1345,0
1,0,4,0,1,1,1345,0
7,0,46,0,3,3,16,0
8,0,92,0,9,5,420,0
4,0,29,0,2,1,1345,0
4,0,42,0,4,3,1345,0
4,0,29,0,5,3,1345,0
10,0,50,0,13,5,420,0
5,0,51,0,3,2,3122,0
5,0,44,0,4,2,3122,0
18,0,133,0,12,4,1345,0
3,0,18,0,7,4,420,1
6,0,77,0,11,5,420,0
4,0,73,0,12,3,1345,1
1,0,9,0,7,4,16,0
21,0,80,0,26,5,61,0
130,0,922,0,58,6,1345,1
99,0,1315,0,5,4,420,1
79,0,430,0,5,0,0,0
10,0,161,0,2,0,0,0
1,0,219,0,1,0,0,0
5,0,65,0,6,0,0,0
3,0,118,0,6,0,0,0
5,0,383,0,6,0,0,0
7,0,447,0,9,3,16,0
1,0,94,0,6,3,16,0
1,0,297,0,6,3,16,0
1,0,320,0,7,3,16,0
1,0,118,0,9,3,16,0
8,0,84,0,4,4,6,0
5,0,38,0,4,4,16,0
3,0,54,0,6,4,420,0
1,0,64,0,1,0,0,0
4,0,54,0,8,4,3122,0
7,0,70,0,5,2,6,0
4,0,532,0,5,1,1345,0
3,0,301,0,5,1,1345,0
2,0,267,0,5,1,1345,0
8,0,62,0,18,6,1345,0
2,0,51,0,5,3,113,0
11,0,147,0,9,5,33,0
3,0,51,0,6,4,1345,0
3,0,49,0,8,0,0,0
2,0,44,0,9,0,0,0
16,0,125,0,29,6,1345,0
34,0,158,0,32,6,1345,0
41,0,198,0,10,4,1345,0
31,0,217,0,16,4,1345,0
20,0,128,0,16,4,1345,0
81,0,399,0,15,4,420,0
45,0,227,0,5,3,1345,0
13,0,301,0,4,2,1345,0
1,0,39,0,4,3,1345,0
13,0,265,0,17,4,420,1
31,0,217,0,6,3,1345,0
20,0,129,0,6,3,1345,0
81,0,405,0,12,3,1345,0
13,0,257,0,9,3,1345,1
2,0,21,0,1,1,1345,0
1,0,8,0,1,1,1345,0
1,0,8,0,1,1,1345,0
1,0,8,0,1,1,1345,0
6,0,58,0,2,0,0,0
5,0,84,0,13,6,420,0
4,0,46,0,6,2,3122,0
2,0,58,0,9,3,1345,0
8,0,187,0,15,3,3122,0
30,0,289,0,27,6,1345,0
67,0,663,0,14,3,1345,0
18,0,201,0,10,2,1345,0
25,0,215,0,10,2,1345,0
1,0,31,0,6,0,0,0
34,0,677,0,4,2,1345,0
56,0,777,0,53,7,420,0
13,0,322,0,35,6,420,1
16,0,201,0,16,2,3122,0
21,0,238,0,7,2,3122,0
23,0,225,0,10,2,3122,0
4,0,29,0,3,3,16,0
7,0,212,0,5,2,1345,0
1,0,32,0,14,4,61,0
16,0,116,0,1,1,1345,0
44,0,1304,0,35,3,1345,0
1,0,39,0,7,4,3122,0
14,0,195,0,7,2,1345,1
41,0,351,0,4,2,3122,1
14,0,203,0,7,3,61,1
18,0,228,0,6,2,1345,1
8,0,62,0,16,0,0,0
29,0,192,0,56,5,1345,0
99,0,538,2,182,9,3122,1
1,0,7,0,1,0,0,0
1,0,15,0,10,2,1345,0
3,0,21,0,8,2,1345,0
20,0,99,0,25,3,1345,0
36,0,206,0,59,6,3122,1
18,0,163,0,16,4,420,0
1,0,5,0,3,2,420,1
1,0,16,0,1,0,0,0
1,0,6,0,4,2,420,0
1,0,5,0,5,2,420,0
1,0,4,0,4,2,420,0
1,0,18,0,9,3,420,1
1,0,10,0,10,3,420,0
57,0,321,0,18,3,3122,1
8,0,82,0,9,3,420,0
1,0,32,1,57,5,420,1
48,0,452,0,89,9,1345,1
1,0,23,0,6,0,0,0
1,0,17,0,4,2,420,0
1,0,19,0,9,4,33,0
9,0,69,0,19,2,1345,0
13,0,95,0,20,1,3122,0
1,0,18,0,4,2,1345,0
1,0,11,0,7,2,1345,0
1,0,14,0,3,2,1345,0
1,0,27,0,2,0,0,0
1,0,19,0,9,2,1345,0
1,0,18,0,6,0,0,0
1,0,22,0,8,3,420,0
1,0,18,0,4,2,1345,0
1,0,24,0,4,2,1345,0
1,0,20,0,7,2,1345,0
1,0,21,0,5,2,1345,0
28,0,135,0,19,3,1345,0
9,0,57,0,6,3,420,0
12,0,64,0,7,3,3122,0
1,0,5,0,13,3,420,0
1,0,5,0,15,3,420,0
1,0,5,0,11,3,420,0
6,0,38,0,11,3,420,0
1,0,24,0,8,2,1345,0
1,0,7,0,6,2,1345,0
36,0,235,0,62,7,420,0
1,0,15,0,4,3,420,0
1,0,38,0,7,3,1345,0
16,0,54,0,5,3,3122,0
