McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
2,0,279,0,1,4057,1,0
2,0,32,0,8,72,3,0
4,0,47,0,6,4057,1,0
1,0,25,0,1,4057,1,0
1,0,52,0,5,4057,1,0
1,0,44,0,2,1649,2,0
6,0,55,0,10,72,4,0
1,0,22,0,6,4057,3,0
1,0,22,0,2,1649,2,0
2,0,31,0,7,72,3,0
4,0,45,0,4,4057,2,0
1,0,22,0,4,4057,2,0
2,0,48,0,10,72,4,0
6,0,74,0,11,4057,3,0
2,0,31,0,8,72,3,0
20,0,153,0,12,4057,4,0
1,0,19,0,1,4057,1,0
9,0,69,1,17,72,4,0
8,0,53,0,8,4057,3,0
2,0,29,0,3,4057,1,1
2,0,34,0,10,72,3,0
18,0,126,2,17,72,3,0
1,0,17,0,3,4057,1,0
2,0,34,0,13,72,5,0
15,0,95,0,16,72,4,0
1,0,17,0,1,4057,1,0
1,0,1,0,5,4057,3,0
1,0,1,0,3,4057,1,0
4,0,74,0,21,72,5,1
6,0,50,0,9,4057,3,1
1,0,1,0,1,4057,1,0
2,0,35,0,16,72,6,0
14,0,101,0,11,4057,3,0
1,0,55,0,5,4057,1,0
1,0,17,0,1,4057,1,0
1,0,1,0,2,4057,1,0
6,0,45,0,13,72,5,0
14,0,102,0,12,4057,3,0
1,0,22,0,1,4057,1,0
5,0,50,0,8,4057,3,0
3,0,20,0,4,4057,2,0
3,0,47,0,7,4057,2,0
3,0,50,0,7,72,3,0
3,0,74,0,8,4057,1,0
1,0,43,0,4,4057,1,0
19,0,110,0,7,4057,1,0
19,0,125,0,5,4057,1,0
18,0,128,0,2,4057,1,0
24,0,211,0,8,4057,1,0
21,0,499,0,9,4057,1,0
20,0,130,0,3,4057,1,0
8,0,93,1,3,72,2,0
5,0,138,0,10,72,2,0
28,0,193,0,11,72,3,1
1,0,1,0,5,4057,2,0
35,0,237,0,23,72,3,1
78,0,660,0,65,72,3,1
3,0,82,0,31,72,3,0
1,0,14,0,5,4057,2,0
1,0,43,0,30,72,3,1
1,0,15,0,7,4057,2,1
1,0,15,0,3,4057,2,0
1,0,25,0,8,4057,2,0
7,0,43,0,6,4057,2,0
1,0,6,0,6,4057,2,0
2,0,19,0,5,4057,2,0
1,0,4,0,3,4057,2,0
1,0,24,0,8,4057,2,0
2,0,35,0,16,4057,2,0
1,0,34,0,19,72,3,1
1,0,15,0,3,4057,2,0
1,0,11,0,7,4057,2,0
1,0,6,0,5,4057,2,0
2,0,22,0,11,72,3,1
1,0,5,0,8,4057,2,1
1,0,6,0,13,4057,2,0
1,0,10,0,5,4057,2,0
1,0,6,0,5,4057,2,0
4,0,26,0,15,72,3,1
4,0,31,0,10,4057,2,0
2,0,20,0,3,72,2,0
1,0,12,0,7,4057,2,0
2,0,61,0,7,4057,2,0
5,0,83,0,9,1649,2,1
1,0,6,0,5,4057,2,0
1,0,10,0,10,72,3,1
1,0,5,0,8,4057,2,1
1,0,6,0,15,4057,2,0
1,0,20,0,5,4057,2,1
1,0,6,0,5,4057,2,0
1,0,10,0,7,4057,2,1
1,0,45,3,20,72,3,1
1,0,15,0,3,4057,2,0
1,0,8,0,9,72,3,0
2,0,54,0,8,4057,2,0
7,0,145,0,10,4057,2,1
6,0,84,0,10,4057,3,0
14,0,92,0,7,4057,2,1
63,0,408,0,16,4057,3,1
95,0,697,1,37,72,4,1
190,0,1285,4,79,72,3,1
2,0,21,0,4,4057,2,0
7,0,27,0,8,72,3,1
1,0,14,0,2,72,2,1
1,0,7,0,9,72,3,0
1,0,10,0,2,72,2,0
1,0,5,0,12,72,3,0
1,0,15,0,4,4057,2,0
1,0,7,0,2,72,2,0
4,0,37,0,6,4057,2,0
20,0,107,0,2,72,2,1
1,0,20,0,2,72,2,0
1,0,19,0,5,4057,2,0
1,0,1,0,3,4057,2,0
1,0,4,0,3,4057,2,0
76,0,520,0,15,72,3,1
3,0,36,0,26,72,3,1
1,0,23,0,6,4057,2,0
3,0,101,0,6,4057,2,0
15,0,182,0,18,72,3,1
6,0,56,0,18,72,3,1
1,0,83,0,6,72,3,1
4,0,47,0,16,72,3,1
1,0,5,0,4,4057,2,0
1,0,1,0,4,4057,2,0
1,0,16,0,10,4057,2,0
1,0,27,0,5,4057,2,0
1,0,5,0,3,4057,2,0
7,0,49,0,3,4057,2,0
23,0,190,0,9,4057,2,0
49,0,298,0,12,72,3,0
1,0,1,0,3,4057,2,0
4,0,50,0,5,4057,2,0
17,0,235,0,20,72,3,1
5,0,37,0,5,4057,2,0
7,0,32,0,10,72,3,1
1,0,19,0,2,72,2,1
3,0,110,0,12,72,3,0
1,0,1,0,3,4057,2,0
1,0,42,0,11,72,3,0
1,0,27,0,6,4057,2,0
3,0,27,0,5,4057,2,0
48,0,282,0,8,4057,2,0
13,0,98,0,7,72,3,0
31,0,192,0,4,4057,2,0
1,0,5,0,5,4057,2,0
1,0,1,0,3,4057,2,0
1,0,11,0,4,4057,2,0
1,0,13,0,5,4057,2,0
1,0,11,0,4,4057,2,1
1,0,21,0,5,4057,2,0
13,0,126,0,10,72,3,1
7,0,32,0,7,72,3,0
5,0,59,0,7,72,3,0
16,0,141,0,2,72,2,1
12,0,154,0,18,1649,4,1
12,0,97,0,9,72,3,1
39,0,305,2,42,1649,4,1
36,0,222,0,9,1649,3,1
1,0,1,0,4,72,3,0
16,0,82,0,16,72,3,1
20,0,171,0,41,72,3,1
15,0,72,0,22,72,3,1
44,0,379,0,45,72,3,1
8,0,140,0,10,4057,3,0
25,0,150,0,10,72,3,1
4,0,29,0,2,72,2,1
4,0,112,0,38,72,3,1
15,0,151,0,42,72,3,1
1,0,1,0,3,4057,2,0
3,0,18,0,5,4057,2,0
4,0,43,0,21,4057,3,1
12,0,65,0,17,72,3,1
6,0,76,2,20,72,3,1
10,0,54,0,22,72,3,0
21,0,304,0,31,72,3,1
13,0,74,0,13,72,3,1
28,0,143,0,2,72,2,1
17,0,166,0,26,72,3,1
16,0,166,0,25,72,3,1
1,0,1,0,3,4057,2,0
1,0,59,0,8,4057,2,0
1,0,33,0,7,4057,2,0
1,0,18,0,5,4057,2,0
28,0,225,0,12,72,3,0
1,0,13,0,5,4057,2,0
2,0,55,0,12,72,3,0
62,0,566,0,28,72,3,0
