McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
2,0,42,0,4735,1,2,0
1,0,22,0,4735,1,1,0
56,0,303,0,4735,1,4,1
7,0,42,0,4735,1,1,0
3,0,31,0,4735,1,2,0
6,0,224,0,4735,1,1,0
195,0,842,0,4735,1,1,0
1,0,402,0,4735,1,2,0
5,0,30,0,4735,1,2,0
1,0,7,0,4735,1,1,0
22,0,100,0,4735,1,3,0
42,0,147,0,4735,1,2,0
1,0,11,0,4735,1,1,0
29,0,154,0,4735,1,2,1
12,0,96,0,4735,1,2,0
20,0,66,0,4735,1,2,0
64,0,441,0,4735,1,4,0
1,0,9,0,4735,1,1,0
1,0,1,0,4735,1,1,0
1,0,33,0,4735,1,5,0
1,0,10,0,4735,1,1,0
2,0,26,0,4735,1,1,0
1,0,12,0,4735,1,1,0
17,0,105,0,4735,1,1,0
1,0,16,0,4735,1,1,0
9,0,59,0,4735,1,1,0
44,0,318,0,4735,1,3,0
1,0,8,0,4735,1,1,0
1,0,7,0,4735,1,1,0
1,0,4,0,4735,1,1,0
1,0,37,0,4735,1,3,0
1,0,16,0,4735,1,2,0
7,0,60,0,4735,1,2,0
7,0,37,0,4735,1,2,0
8,0,31,0,4735,1,2,0
8,0,50,0,4735,1,1,0
1,0,6,0,4735,1,2,0
4,0,50,0,4735,1,2,0
1,0,14,0,4735,1,1,0
2,0,29,0,4735,1,1,0
2,0,29,0,4735,1,1,0
2,0,29,0,4735,1,1,0
3,0,65,0,4735,1,1,0
22,0,132,0,4735,1,2,0
16,0,94,0,4735,1,2,0
1,0,29,0,4735,1,1,0
3,0,65,0,4735,1,2,0
19,0,126,0,4735,1,2,0
23,0,212,0,4735,1,2,0
5,0,54,0,4735,1,2,0
1,0,12,0,4735,1,1,0
26,0,118,0,4735,1,2,0
1,0,34,0,4735,1,1,0
5,0,15,0,4735,1,1,0
1,0,69,0,4735,1,1,1
6,0,24,0,4735,1,1,0
17,0,174,0,4735,1,16,0
1,0,8,0,4735,1,5,0
1,0,5,0,4735,1,1,0
49,0,448,0,4735,1,31,0
1,0,13,0,4735,1,5,0
59,0,264,0,4735,1,12,1
14,0,134,0,4735,1,2,0
2,0,12,0,4735,1,1,0
2,0,32,0,4735,1,12,0
1,0,8,0,4735,1,4,0
1,0,38,0,4735,1,5,0
1,0,8,0,4735,1,2,0
1,0,18,0,4735,1,1,0
60,0,176,0,4735,1,4,0
12,0,111,1,4735,1,20,1
19,0,195,0,4735,1,24,0
1,0,8,0,4735,1,2,0
1,0,15,0,4735,1,1,0
1,0,19,0,4735,1,1,0
1,0,15,0,4735,1,1,0
5,0,23,0,4735,1,1,0
21,0,273,0,4735,1,11,0
19,0,129,0,4735,1,14,1
1,0,8,0,4735,1,4,0
1,0,5,0,4735,1,1,0
1,0,6,0,4735,1,2,0
1,0,20,0,4735,1,10,0
1,0,16,0,4735,1,4,0
1,0,16,0,4735,1,3,0
2,0,29,0,4735,1,11,0
2,0,26,0,4735,1,7,0
1,0,7,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,17,0,4735,1,5,0
1,0,20,0,4735,1,10,0
6,0,69,0,4735,1,1,0
10,0,69,0,4735,1,7,0
1,0,20,0,4735,1,10,0
2,0,29,0,4735,1,11,0
2,0,26,0,4735,1,7,0
1,0,24,0,4735,1,4,0
1,0,24,0,4735,1,4,0
2,0,31,0,4735,1,3,0
2,0,29,0,4735,1,11,0
2,0,26,0,4735,1,7,0
2,0,29,0,4735,1,11,0
2,0,26,0,4735,1,7,0
1,0,20,0,4735,1,10,0
2,0,32,0,4735,1,1,0
1,0,17,0,4735,1,4,0
1,0,19,0,4735,1,4,0
1,0,20,0,4735,1,3,0
1,0,17,0,4735,1,3,0
1,0,16,0,4735,1,3,0
1,0,17,0,4735,1,3,0
1,0,48,0,4735,1,4,0
1,0,20,0,4735,1,4,0
1,0,21,0,4735,1,4,0
1,0,16,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,15,0,4735,1,1,0
1,0,36,0,4735,1,1,0
2,0,30,0,4735,1,2,0
1,0,20,0,4735,1,10,0
1,0,16,0,4735,1,3,0
1,0,21,0,4735,1,1,0
1,0,18,0,4735,1,1,0
3,0,29,0,4735,1,10,0
1,0,17,0,4735,1,1,0
1,0,16,0,4735,1,4,0
1,0,22,0,4735,1,4,0
1,0,17,0,4735,1,4,0
1,0,23,0,4735,1,10,0
1,0,22,0,4735,1,1,0
1,0,16,0,4735,1,3,0
1,0,23,0,4735,1,5,0
1,0,20,0,4735,1,9,0
1,0,33,0,4735,1,8,0
1,0,18,0,4735,1,6,0
1,0,17,0,4735,1,4,0
1,0,17,0,4735,1,3,0
1,0,42,0,4735,1,7,0
1,0,16,0,4735,1,6,0
1,0,23,0,4735,1,4,0
2,0,30,0,4735,1,6,0
2,0,24,0,4735,1,5,0
15,0,122,0,4735,1,4,0
3,0,30,0,4735,1,1,0
2,0,23,0,4735,1,1,0
1,0,220,0,4735,1,15,0
1,0,8,0,4735,1,1,0
1,0,18,0,4735,1,5,0
1,0,10,0,4735,1,1,0
1,0,6,0,4735,1,2,0
1,0,25,0,4735,1,2,0
1,0,7,0,4735,1,1,0
1,0,5,0,4735,1,1,0
8,0,90,0,4735,1,2,1
37,0,156,0,4735,1,2,1
1,0,7,0,4735,1,3,0
1,0,21,0,4735,1,4,0
2,0,66,0,4735,1,15,0
1,0,14,0,4735,1,2,0
43,0,236,0,4735,1,48,0
1,0,121,0,4735,1,9,0
1,0,96,0,4735,1,4,0
1,0,4,0,4735,1,2,0
1,0,3,0,4735,1,1,0
10,0,104,0,4735,1,8,0
1,0,67,0,4735,1,13,0
1,0,7,0,4735,1,4,0
1,0,9,0,4735,1,1,0
1,0,62,0,4735,1,17,0
1,0,4,0,4735,1,1,0
3,0,45,0,4735,1,5,0
3,0,18,0,4735,1,2,0
1,0,5,0,4735,1,1,0
1,0,11,0,4735,1,1,0
1,0,3,0,4735,1,1,0
46,0,309,0,4735,1,21,1
1,0,7,0,4735,1,2,0
1,0,12,0,4735,1,3,0
1,0,41,0,4735,1,3,0
1,0,14,0,4735,1,6,0
1,0,10,0,4735,1,4,0
5,0,23,0,4735,1,1,0
1,0,9,0,4735,1,5,0
2,0,11,0,4735,1,1,0
1,0,11,0,4735,1,2,0
1,0,5,0,4735,1,1,0
13,0,140,0,4735,1,4,0
6,0,66,0,4735,1,11,0
1,0,9,0,4735,1,3,0
1,0,14,0,4735,1,1,0
1,0,22,0,4735,1,4,0
1,0,36,0,4735,1,12,0
25,0,284,0,4735,1,29,0
1,0,13,0,4735,1,3,0
1,0,12,0,4735,1,3,0
1,0,38,0,4735,1,2,0
1,0,6,0,4735,1,1,0
1,0,15,0,4735,1,1,0
2,0,93,0,4735,1,5,0
1,0,15,0,4735,1,6,0
8,0,63,0,4735,1,4,0
1,0,17,0,4735,1,3,0
3,0,28,0,4735,1,2,0
1,0,8,0,4735,1,3,0
7,0,58,0,4735,1,5,0
4,0,76,0,4735,1,8,0
12,0,43,0,4735,1,2,0
1,0,16,0,4735,1,5,1
1,0,42,0,4735,1,2,1
3,0,30,0,4735,1,3,0
1,0,15,0,4735,1,7,0
11,0,263,0,4735,1,15,1
1,0,20,0,4735,1,6,0
6,0,53,0,4735,1,2,0
5,0,32,0,4735,1,2,0
3,0,67,0,4735,1,1,0
60,0,338,0,4735,1,25,1
12,0,82,0,4735,1,4,0
29,0,189,0,4735,1,2,0
10,0,56,0,4735,1,1,0
11,0,191,0,4735,1,8,1
2,0,47,0,4735,1,4,0
4,0,52,0,4735,1,2,0
1,0,22,0,4735,1,1,0
10,0,81,0,4735,1,6,0
1,0,17,0,4735,1,1,0
8,0,55,0,4735,1,3,0
25,0,116,0,4735,1,2,0
5,0,219,0,4735,1,4,0
8,0,85,0,4735,1,7,0
1,0,17,0,4735,1,3,0
10,0,309,0,4735,1,6,0
1,0,21,0,4735,1,3,0
2,0,85,0,4735,1,2,0
1,0,6,0,4735,1,2,0
6,0,52,0,4735,1,3,0
4,0,165,0,4735,1,2,0
11,0,113,0,4735,1,4,0
1,0,17,0,4735,1,4,0
10,0,218,0,4735,1,5,0
1,0,5,0,4735,1,3,0
1,0,20,0,4735,1,4,0
13,0,281,0,4735,1,5,0
10,0,84,0,4735,1,6,0
1,0,18,0,4735,1,4,0
1,0,38,0,4735,1,3,0
1,0,5,0,4735,1,1,0
1,0,20,0,4735,1,2,0
10,0,222,0,4735,1,6,0
5,0,46,0,4735,1,5,0
4,0,33,0,4735,1,2,0
15,0,243,0,4735,1,18,0
13,0,62,0,4735,1,3,0
1,0,12,0,4735,1,3,0
1,0,66,0,4735,1,16,0
9,0,57,0,4735,1,3,1
11,0,45,0,4735,1,2,1
18,0,347,0,4735,1,4,0
30,0,250,1,4735,1,26,0
1,0,10,0,4735,1,1,0
45,0,198,0,4735,1,16,0
1,0,7,0,4735,1,1,0
1,0,23,0,4735,1,1,0
1,0,19,0,4735,1,1,0
3,0,47,0,4735,1,3,0
4,0,60,0,4735,1,1,0
3,0,37,1,4735,1,10,0
1,0,8,0,4735,1,1,0
7,0,89,0,4735,1,5,0
3,0,30,0,4735,1,2,0
7,0,56,0,4735,1,13,0
1,0,51,0,4735,1,4,0
1,0,10,0,4735,1,2,0
1,0,10,0,4735,1,14,0
19,0,94,0,4735,1,19,0
10,0,65,1,4735,1,12,0
1,0,12,0,4735,1,2,0
2,0,12,0,4735,1,3,0
27,0,163,1,4735,1,22,0
1,0,11,0,4735,1,1,0
3,0,47,0,4735,1,2,0
1,0,58,0,4735,1,1,0
1,0,5,0,4735,1,1,0
5,0,24,0,4735,1,3,0
1,0,48,0,4735,1,1,0
12,0,105,0,4735,1,1,0
31,0,88,0,4735,1,9,0
6,0,63,0,4735,1,4,0
7,0,60,0,4735,1,6,1
1,0,51,0,4735,1,2,0
13,0,86,0,4735,1,4,1
3,0,41,0,4735,1,1,0
73,0,460,0,4735,1,26,1
5,0,63,0,4735,1,5,0
15,0,124,0,4735,1,11,0
12,0,165,1,4735,1,9,0
4,0,53,0,4735,1,6,0
5,0,265,1,4735,1,21,0
2,0,12,0,4735,1,4,0
4,0,18,0,4735,1,3,0
1,0,16,0,4735,1,1,0
1,0,13,1,4735,1,4,0
1,0,9,0,4735,1,2,0
15,0,99,1,4735,1,21,0
1,0,8,0,4735,1,2,0
1,0,31,0,4735,1,1,0
3,0,100,0,4735,1,2,0
1,0,6,0,4735,1,1,0
2,0,12,0,4735,1,3,0
2,0,21,0,4735,1,2,0
5,0,56,0,4735,1,2,0
19,0,77,0,4735,1,1,1
2,0,17,0,4735,1,2,0
4,0,38,0,4735,1,2,0
13,0,57,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,15,0,4735,1,2,0
1,0,5,0,4735,1,2,0
25,0,111,0,4735,1,1,0
1,0,8,0,4735,1,1,0
2,0,67,0,4735,1,11,1
1,0,48,0,4735,1,1,0
1,0,9,0,4735,1,1,0
1,0,55,0,4735,1,8,0
1,0,40,0,4735,1,1,0
1,0,9,0,4735,1,1,0
1,0,57,0,4735,1,10,1
1,0,48,0,4735,1,1,0
1,0,9,0,4735,1,1,0
8,0,118,0,4735,1,8,0
23,0,207,0,4735,1,26,0
2,0,76,0,4735,1,6,0
1,0,11,0,4735,1,2,0
1,0,10,0,4735,1,1,0
8,0,80,0,4735,1,4,0
24,0,175,0,4735,1,17,0
1,0,45,0,4735,1,1,0
1,0,9,0,4735,1,1,0
45,0,388,0,4735,1,36,0
3,0,71,0,4735,1,7,0
3,0,62,0,4735,1,4,0
4,0,22,0,4735,1,2,0
3,0,103,0,4735,1,2,0
16,0,159,0,4735,1,2,1
14,0,264,0,4735,1,1,0
82,0,571,0,4735,1,1,0
1,0,5,0,4735,1,1,0
1,0,9,0,4735,1,1,0
1,0,13,0,4735,1,1,0
1,0,8,0,4735,1,1,0
1,0,10,0,4735,1,2,0
1,0,1,0,4735,1,1,0
1,0,23,0,4735,1,3,0
6,0,79,0,4735,1,4,0
15,0,134,0,4735,1,12,0
29,0,218,0,4735,1,16,0
9,0,80,1,4735,1,11,0
2,0,54,0,4735,1,11,0
16,0,139,0,4735,1,16,0
27,0,186,0,4735,1,8,0
28,0,209,0,4735,1,11,0
45,0,267,0,4735,1,19,1
5,0,69,0,4735,1,13,0
6,0,75,0,4735,1,11,0
5,0,32,0,4735,1,2,0
1,0,15,0,4735,1,2,0
1,0,29,0,4735,1,3,0
1,0,35,0,4735,1,4,0
63,0,443,0,4735,1,20,0
1,0,28,0,4735,1,6,0
13,0,158,0,4735,1,11,0
1,0,19,0,4735,1,3,0
1,0,26,0,4735,1,6,0
6,0,68,0,4735,1,6,0
3,0,56,0,4735,1,8,0
16,0,191,0,4735,1,13,0
2,0,51,0,4735,1,6,0
3,0,52,0,4735,1,8,0
1,0,15,0,4735,1,2,0
7,0,35,0,4735,1,1,0
2,0,67,0,4735,1,10,0
10,0,120,0,4735,1,7,0
9,0,109,0,4735,1,7,0
71,0,463,0,4735,1,29,0
4,0,71,0,4735,1,6,0
19,0,223,0,4735,1,9,0
1,0,52,0,4735,1,4,0
1,0,40,0,4735,1,3,0
1,0,71,0,4735,1,5,0
1,0,39,0,4735,1,3,0
1,0,96,0,4735,1,6,0
4,0,180,0,4735,1,18,1
1,0,37,0,4735,1,4,0
1,0,26,0,4735,1,2,0
1,0,11,0,4735,1,3,0
1,0,60,0,4735,1,16,0
1,0,26,0,4735,1,5,0
1,0,193,0,4735,1,13,0
1,0,205,0,4735,1,13,0
1,0,248,0,4735,1,14,0
2,0,85,0,4735,1,10,0
3,0,87,0,4735,1,9,0
3,0,87,0,4735,1,9,0
3,0,100,0,4735,1,9,0
14,0,167,0,4735,1,17,0
1,0,41,0,4735,1,6,0
9,0,63,0,4735,1,8,0
3,0,22,0,4735,1,3,0
4,0,26,0,4735,1,6,0
3,0,24,0,4735,1,6,0
2,0,26,0,4735,1,7,0
71,0,332,0,4735,1,7,0
13,0,49,0,4735,1,4,0
8,0,63,0,4735,1,5,0
7,0,70,0,4735,1,7,0
9,0,67,0,4735,1,7,0
8,0,74,0,4735,1,1,0
4,0,34,0,4735,1,1,0
1,0,19,0,4735,1,3,0
23,0,132,0,4735,1,2,0
12,0,58,0,4735,1,1,0
1,0,75,0,4735,1,2,0
25,0,141,0,4735,1,2,0
9,0,89,0,4735,1,3,0
7,0,59,0,4735,1,3,0
5,0,56,0,4735,1,2,0
44,0,230,0,4735,1,1,0
35,0,138,0,4735,1,5,0
16,0,94,0,4735,1,7,0
1,0,36,0,4735,1,2,0
1,0,45,0,4735,1,2,0
2,0,25,0,4735,1,2,0
5,0,63,0,4735,1,5,0
10,0,145,0,4735,1,3,0
1,0,22,0,4735,1,1,0
9,0,81,0,4735,1,2,0
6,0,68,0,4735,1,1,0
1,0,6,0,4735,1,1,0
25,0,125,0,4735,1,4,0
17,0,104,0,4735,1,4,0
1,0,22,0,4735,1,1,0
1,0,9,0,4735,1,1,0
1,0,59,0,4735,1,1,0
1,0,9,0,4735,1,1,0
13,0,124,0,4735,1,1,0
13,0,70,0,4735,1,2,0
1,0,59,0,4735,1,1,0
1,0,9,0,4735,1,1,0
10,0,79,0,4735,1,2,1
1,0,58,0,4735,1,1,0
1,0,9,0,4735,1,1,0
11,0,71,0,4735,1,1,0
44,0,214,0,4735,1,1,0
14,0,127,0,4735,1,2,0
3,0,33,0,4735,1,1,0
14,0,116,0,4735,1,1,0
3,0,38,0,4735,1,1,0
4,0,21,0,4735,1,1,0
150,0,510,0,4735,1,1,0
3,0,41,0,4735,1,1,0
18,0,100,0,4735,1,1,0
1,0,32,0,4735,1,1,0
1,0,18,0,4735,1,2,0
10,0,34,0,4735,1,1,0
6,0,39,0,4735,1,1,0
12,0,66,0,4735,1,1,0
1,0,23,0,4735,1,1,0
25,0,134,0,4735,1,1,0
26,0,98,0,4735,1,1,1
3,0,30,0,4735,1,1,0
11,0,121,0,4735,1,1,1
23,0,107,0,4735,1,2,1
11,0,90,0,4735,1,1,1
12,0,83,0,4735,1,1,1
17,0,75,0,4735,1,1,0
9,0,45,0,4735,1,1,0
6,0,37,0,4735,1,1,0
4,0,25,0,4735,1,1,0
2,0,137,0,4735,1,2,0
1,0,17,0,4735,1,1,0
6,0,30,0,4735,1,1,0
9,0,45,0,4735,1,1,0
7,0,50,0,4735,1,2,1
8,0,43,0,4735,1,1,0
12,0,50,0,4735,1,1,0
3,0,32,0,4735,1,1,0
5,0,95,0,4735,1,1,0
1,0,11,0,4735,1,1,0
