McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
51,0,196,3,8,44,1840,1
6,0,39,0,2,3,1840,0
4,0,31,0,2,3,1840,0
9,0,47,0,2,4,1840,0
2,0,26,1,3,3,648,1
14,0,92,1,3,8,1840,0
6,0,47,0,3,4,1840,1
11,0,72,0,2,5,1840,0
12,0,69,2,3,5,1840,1
5,0,39,0,2,4,1840,1
12,0,73,0,2,3,1840,0
3,0,29,0,2,2,1840,0
7,0,47,1,2,4,1840,0
12,0,44,0,1,1,258,0
14,0,92,0,5,14,55,1
13,0,80,1,8,27,55,1
5,0,51,0,2,9,1840,0
15,0,83,2,7,28,208,0
17,0,76,1,6,43,1840,0
16,0,74,1,6,41,1840,0
25,0,93,1,6,46,1840,0
7,0,50,0,6,32,1840,0
37,0,134,0,7,61,1840,1
46,0,129,1,6,44,1840,0
30,0,120,1,7,46,1840,0
40,0,124,1,6,62,1840,0
12,0,134,0,2,7,1840,0
10,0,68,0,2,2,1840,1
22,0,93,0,3,3,1840,0
18,0,81,2,6,41,1840,0
39,0,137,1,7,42,1840,0
28,0,103,1,6,48,1840,0
17,0,76,0,7,40,1840,0
3,0,47,0,5,21,1840,0
7,0,42,0,2,5,1840,0
10,0,72,1,6,27,1840,0
11,0,77,1,4,17,258,0
13,0,97,0,1,1,258,0
8,0,65,0,1,1,258,0
11,0,84,0,1,1,258,0
4,0,32,0,3,3,1840,0
4,0,57,0,2,4,1840,0
89,0,342,0,3,6,1840,1
1,0,10,0,3,6,208,0
1,0,9,0,1,1,258,0
1,0,62,0,3,5,258,0
1,0,71,0,1,1,258,0
1,0,21,0,2,4,258,0
1,0,30,0,2,7,258,0
6,0,28,0,1,1,1840,0
22,0,165,0,3,8,1840,1
36,0,421,0,6,26,55,1
12,0,153,2,6,33,55,0
21,0,165,0,2,2,1840,0
9,0,141,0,5,11,648,0
7,0,43,0,1,1,258,0
2,0,86,0,3,4,258,0
1,0,15,0,2,4,1840,0
2,0,50,0,2,2,258,0
1,0,16,0,1,1,1840,0
1,0,38,0,2,4,258,0
1,0,10,1,5,8,1840,0
1,0,59,1,5,10,258,0
1,0,16,1,5,8,1840,0
1,0,39,0,4,9,258,0
1,0,20,1,4,10,1840,0
1,0,24,0,4,8,648,0
1,0,9,0,4,6,258,0
1,0,10,0,4,4,258,0
1,0,8,0,2,3,270,0
1,0,8,0,2,3,270,0
1,0,8,0,3,4,258,0
1,0,10,0,1,1,1840,0
1,0,44,0,1,3,1840,0
2,0,53,0,3,5,258,0
1,0,27,0,3,4,258,0
1,0,29,0,4,9,258,0
1,0,18,0,4,9,208,0
6,0,36,0,2,6,1840,0
1,0,21,2,3,10,208,0
4,0,36,0,3,5,1840,0
2,0,32,0,1,1,55,0
3,0,18,0,3,4,208,0
2,0,13,0,2,4,1840,0
7,0,46,1,2,8,1840,1
5,0,50,0,2,4,1840,0
8,0,35,2,3,9,1840,0
2,0,22,0,2,3,1840,0
2,0,21,0,1,5,1840,0
2,0,20,0,1,1,1840,0
7,0,49,0,2,4,1840,0
3,0,31,0,2,2,1840,0
12,0,74,0,2,2,1840,0
1,0,13,0,2,2,1840,0
10,0,76,0,2,9,1840,1
3,0,23,0,1,1,1840,0
1,0,26,0,5,28,648,0
19,0,81,1,5,47,648,0
5,0,57,0,5,33,1840,0
8,0,64,3,6,55,1840,1
2,0,34,0,3,14,1840,0
3,0,28,0,4,12,258,0
19,0,90,1,2,4,1840,1
7,0,46,0,2,3,1840,0
5,0,37,0,1,2,258,0
10,0,38,0,4,20,258,1
6,0,37,0,2,5,258,0
23,0,108,0,4,26,1840,0
79,0,357,3,5,45,648,1
11,0,66,0,4,55,1840,0
1,0,60,0,2,5,258,0
53,0,246,0,3,13,1840,1
3,0,89,0,3,14,258,0
43,0,107,1,4,41,232,0
39,0,192,1,7,58,1840,0
1,0,34,0,2,2,648,0
40,0,123,0,7,84,1840,1
1,0,13,0,1,4,258,0
1,0,9,0,1,6,258,0
1,0,10,0,1,1,1840,0
1,0,9,0,1,1,1840,0
4,0,20,0,3,7,258,0
47,0,236,3,5,27,648,1
9,0,35,0,3,7,258,0
1,0,61,0,1,5,258,0
2,0,36,0,1,1,1840,0
2,0,46,0,2,5,258,0
14,0,81,2,4,18,1840,0
1,0,13,0,4,16,258,0
11,0,64,3,6,40,1840,0
5,0,61,0,5,22,1840,0
20,0,137,3,5,53,648,1
9,0,62,1,4,27,648,0
16,0,86,2,5,48,1840,1
42,0,171,1,6,42,648,0
27,0,138,0,2,2,258,1
1,0,23,0,3,7,258,0
2,0,11,0,3,7,232,0
1,0,9,0,3,5,232,0
1,0,6,0,2,4,232,0
53,0,325,1,5,43,1840,0
1,0,77,0,3,6,232,0
8,0,40,0,4,18,258,0
19,0,107,0,3,10,258,0
15,0,393,0,3,9,55,0
26,0,156,1,4,7,648,1
4,0,48,0,3,6,1840,1
32,0,255,1,3,9,648,1
120,0,421,6,5,34,1840,1
11,0,91,0,3,4,208,1
14,0,60,0,4,4,208,0
81,0,327,0,5,23,1840,0
55,0,370,0,2,9,1840,0
3,0,28,0,1,2,1840,0
10,0,53,0,2,3,1840,1
23,0,155,0,2,10,1840,1
3,0,28,0,1,2,1840,0
1,0,18,0,1,1,258,0
1,0,10,0,1,1,258,0
6,0,75,0,2,2,1840,0
1,0,67,0,1,1,258,0
22,0,221,0,1,1,258,0
1,0,24,0,1,2,208,0
1,0,15,0,2,2,648,0
1,0,34,0,2,2,648,0
1,0,15,0,2,2,648,0
1,0,26,0,2,2,648,0
1,0,36,0,1,1,258,0
1,0,24,0,1,1,258,0
12,0,77,0,1,2,1840,1
7,0,39,0,1,1,1840,0
1,0,35,0,3,12,258,0
2,0,11,0,3,7,258,0
1,0,14,0,3,8,258,0
1,0,7,0,2,4,258,0
59,0,375,0,4,66,1840,0
1,0,16,0,1,1,258,0
39,0,230,0,1,1,258,0
1,0,72,0,4,12,258,0
14,0,123,0,4,22,258,0
11,0,73,0,3,3,1840,0
9,0,64,0,3,3,1840,0
25,0,157,0,3,6,1840,0
15,0,108,0,7,28,1840,0
5,0,29,0,3,6,258,0
