McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
6,0,49,0,3,6,1077,0
2,0,64,0,3,17,1077,0
12,0,218,1,3,33,1077,0
1,0,33,0,1,3,1077,0
3,0,121,0,4,21,53,0
1,0,4,0,2,3,1615,0
3,0,101,0,2,9,1615,0
40,0,286,0,4,19,53,0
8,0,200,0,3,7,53,0
29,0,299,0,3,7,53,0
1,0,7,0,2,5,1077,0
1,0,8,0,2,11,1615,0
6,0,79,0,2,6,1615,0
1,0,46,0,1,1,1615,0
1,0,6,0,2,5,1077,0
3,0,13,0,2,3,1615,0
5,0,109,0,3,16,53,0
1,0,20,0,2,6,1615,0
10,0,174,1,4,39,53,1
24,0,144,0,5,36,53,1
3,0,51,0,3,13,53,0
52,0,726,1,5,116,53,1
1,0,9,0,1,1,1615,0
4,0,32,0,2,11,1077,0
1,0,35,0,2,5,1077,0
76,0,397,0,4,59,53,0
79,0,485,1,4,57,53,0
1,0,12,0,1,2,1077,0
7,0,76,0,3,9,53,0
1,0,7,0,2,3,1615,0
72,0,430,5,4,87,53,0
6,0,223,0,3,5,53,0
37,0,260,0,3,7,53,0
2,0,24,0,2,2,53,0
3,0,126,0,2,2,53,0
1,0,10,0,2,8,53,0
10,0,284,0,4,17,53,0
9,0,71,0,4,17,53,0
9,0,42,0,2,5,53,0
17,0,48,0,1,3,1077,0
1,0,10,0,2,4,53,0
1,0,14,0,2,6,53,0
1,0,22,0,3,21,53,0
1,0,19,0,4,15,53,0
17,0,108,0,2,2,1615,0
10,0,55,0,2,3,53,0
10,0,37,0,2,2,53,0
2,0,18,0,2,3,53,0
1,0,4,0,3,4,1615,0
1,0,30,0,2,4,1615,0
1,0,24,0,4,9,1615,0
1,0,13,0,3,6,1077,0
7,0,42,0,2,4,1077,0
2,0,72,0,2,3,1077,0
1,0,6,0,3,7,1615,0
1,0,9,0,1,4,1077,0
40,0,257,0,3,14,1077,0
48,0,181,0,4,30,53,0
19,0,51,0,1,2,1077,0
7,0,78,0,4,13,53,0
2,0,61,0,1,6,1077,0
22,0,128,0,4,20,53,0
17,0,105,3,4,33,53,1
15,0,97,1,4,24,53,1
7,0,31,0,3,6,1077,0
4,0,48,0,2,9,1615,0
29,0,91,1,4,16,53,0
38,0,114,0,2,10,53,0
6,0,70,1,3,9,53,0
6,0,70,1,3,9,53,0
1,0,5,0,1,2,1077,0
5,0,80,0,3,12,53,0
157,0,905,6,4,116,53,1
3,0,332,0,4,28,53,1
1,0,19,0,4,22,53,0
1,0,5,0,2,2,53,0
6,0,47,1,3,10,53,0
1,0,8,0,2,3,53,0
5,0,33,0,2,2,53,0
1,0,17,0,3,15,53,0
1,0,10,0,2,4,53,0
1,0,22,0,2,4,53,0
1,0,27,0,2,3,53,0
1,0,4,0,2,2,53,0
2,0,58,0,3,20,53,0
5,0,73,0,3,18,53,0
12,0,135,1,3,36,53,0
6,0,70,0,2,6,53,0
4,0,27,0,2,3,53,0
5,0,44,0,2,3,53,0
1,0,7,0,1,3,1077,0
12,0,63,0,2,4,53,0
66,0,453,0,3,13,1077,0
3,0,26,0,2,2,53,0
1,0,6,0,1,2,1077,0
8,0,38,0,2,4,53,0
19,0,118,0,3,5,1077,0
8,0,62,0,2,3,53,0
16,0,181,0,4,24,53,0
8,0,54,0,4,34,53,0
1,0,15,0,1,1,1077,0
1,0,28,0,1,2,1077,0
8,0,80,0,3,16,1615,0
11,0,164,0,2,11,1077,0
3,0,49,0,2,6,1615,0
5,0,45,0,2,2,53,0
1,0,23,0,2,3,1077,0
5,0,81,0,2,11,1615,0
61,0,250,0,2,13,1077,0
1,0,23,0,2,3,1077,0
26,0,136,0,2,15,1077,0
1,0,5,0,3,4,53,0
1,0,15,0,3,4,53,0
1,0,32,0,3,5,53,0
1,0,4,0,3,4,53,0
1,0,25,0,1,2,1077,0
1,0,19,0,3,5,53,0
9,0,71,0,4,11,1077,0
4,0,72,0,2,5,1077,0
1,0,23,0,3,12,53,0
5,0,30,0,2,4,1077,0
16,0,64,0,1,1,1077,0
26,0,85,0,1,1,1077,0
5,0,19,0,1,1,1077,0
1,0,10,0,1,4,1077,0
20,0,270,0,1,2,1077,0
4,0,9,0,1,1,1077,0
1,0,4,0,1,1,1077,0
7,0,56,0,1,1,1077,0
1,0,9,0,1,1,1077,0
7,0,55,0,1,1,1077,0
5,0,52,0,2,5,53,0
1,0,32,0,1,1,1077,0
3,0,14,0,1,1,1077,0
5,0,55,0,1,1,1077,0
32,0,103,0,2,4,53,0
12,0,137,0,1,2,1077,0
1,0,4,0,1,3,1077,0
1,0,4,0,1,3,1077,0
4,0,32,0,1,3,1077,0
3,0,12,0,2,3,1077,0
1,0,28,0,1,1,1077,0
3,0,47,0,1,1,1077,0
22,0,193,0,3,18,1077,0
6,0,62,0,1,1,1077,0
11,0,62,0,3,6,53,0
11,0,50,0,1,3,1077,0
10,0,34,0,1,1,1077,0
8,0,36,0,3,5,1077,0
6,0,18,0,1,1,1077,0
16,0,93,0,3,10,53,0
12,0,192,0,3,14,53,0
1,0,5,0,2,3,1077,0
30,0,190,0,3,11,53,0
26,0,184,0,2,7,1615,0
4,0,69,0,3,6,53,0
1,0,29,0,2,2,53,0
33,0,177,1,2,18,1077,0
11,0,159,1,3,33,1077,0
6,0,76,0,4,31,53,0
1,0,37,0,3,11,1615,0
1,0,16,0,2,4,1077,0
1,0,18,0,2,4,1077,0
1,0,17,0,3,9,1077,0
1,0,8,0,2,4,1615,0
1,0,13,0,2,6,1615,0
3,0,73,0,3,10,1615,0
2,0,25,0,2,4,1077,0
1,0,10,0,2,8,1615,0
32,0,309,0,3,23,1077,0
1,0,9,0,2,6,1615,0
12,0,90,0,3,21,1077,0
26,0,314,0,3,43,53,0
2,0,34,0,2,6,1615,0
7,0,49,0,2,8,1615,0
5,0,101,0,4,23,53,0
3,0,74,0,2,3,53,0
12,0,139,0,2,18,1077,0
1,0,6,0,2,3,1615,0
25,0,102,0,2,4,1615,0
3,0,68,0,2,3,1615,0
1,0,16,0,2,4,1077,0
58,0,449,0,3,19,53,0
15,0,86,0,3,8,53,0
1,0,8,0,3,7,53,0
8,0,50,0,2,4,1615,0
1,0,20,0,1,1,1077,0
3,0,24,0,2,3,53,0
2,0,50,0,2,4,53,0
1,0,15,0,2,4,53,0
20,0,141,0,2,5,53,0
1,0,5,0,1,4,1077,0
1,0,13,0,1,1,1077,0
20,0,168,0,3,19,53,0
1,0,21,0,1,4,1077,0
70,0,391,0,3,34,53,0
25,0,160,0,4,17,53,0
22,0,173,0,4,21,53,0
2,0,19,0,2,13,1077,0
4,0,86,0,3,5,53,0
1,0,2,0,2,2,53,0
17,0,158,0,3,6,53,0
51,0,429,0,3,7,53,0
1,0,4,0,2,2,53,0
4,0,50,0,2,2,53,0
6,0,48,0,2,2,53,0
1,0,10,0,2,6,1077,0
19,0,58,0,3,11,53,0
1,0,26,0,2,7,1077,0
1,0,3,0,2,3,1077,0
1,0,10,0,2,8,1077,0
5,0,87,0,3,8,53,0
8,0,136,0,3,8,53,0
1,0,3,0,2,3,1077,0
3,0,35,0,3,4,1077,0
1,0,14,0,1,1,1077,0
18,0,53,0,1,3,1077,0
9,0,47,1,3,7,1077,0
4,0,25,0,3,4,1077,0
3,0,24,0,4,7,53,0
6,0,37,0,3,7,1077,0
1,0,21,0,3,4,1077,0
14,0,87,0,3,8,1077,0
4,0,51,0,3,5,1077,0
4,0,37,0,3,5,1077,0
13,0,81,0,4,10,53,0
4,0,33,0,2,3,53,0
12,0,100,0,2,2,53,0
49,0,280,0,2,5,53,0
4,0,144,0,2,2,53,0
13,0,108,0,2,3,53,0
84,0,355,0,2,6,53,0
5,0,63,0,2,3,53,0
9,0,176,0,2,3,53,1
5,0,80,0,2,3,53,0
3,0,62,0,2,2,53,0
2,0,58,0,2,2,53,0
14,0,194,0,2,3,53,0
1,0,7,0,2,2,53,0
6,0,86,0,2,2,53,0
1,0,35,0,1,3,1077,0
1,0,22,0,1,2,1077,0
1,0,22,0,1,2,1077,0
3,0,32,0,1,3,1077,0
10,0,56,0,1,4,1077,0
3,0,28,1,1,2,1077,0
1,0,8,1,1,2,1077,0
1,0,30,1,1,2,1077,0
4,0,37,0,3,4,53,0
1,0,19,0,3,4,53,0
5,0,27,0,2,2,53,0
12,0,46,0,2,2,53,0
4,0,24,0,3,4,53,0
1,0,8,0,3,4,53,0
12,0,90,0,1,3,1077,0
12,0,72,0,3,15,1077,0
1,0,11,0,3,6,1077,0
3,0,52,0,2,4,53,0
6,0,72,0,2,4,53,0
5,0,64,0,2,5,53,0
1,0,41,0,2,3,53,0
2,0,202,0,4,20,53,0
6,0,124,0,3,25,53,0
1,0,44,0,2,7,53,0
3,0,53,0,4,22,53,0
1,0,43,0,4,15,53,0
1,0,19,0,2,3,53,0
1,0,35,0,4,20,53,0
1,0,33,0,2,13,53,0
17,0,139,0,3,5,53,0
5,0,83,0,4,32,53,0
4,0,45,0,1,8,1077,0
1,0,12,0,1,8,1077,0
1,0,10,0,1,2,1077,0
7,0,44,0,2,5,1077,0
7,0,69,0,1,9,1077,0
1,0,18,0,1,2,1077,0
19,0,140,0,2,4,1077,0
19,0,64,0,2,4,1077,0
8,0,52,0,2,4,1077,0
6,0,36,1,2,9,1077,0
4,0,37,0,2,4,1077,0
7,0,31,1,2,8,1077,0
3,0,33,1,2,9,1077,0
4,0,33,0,2,4,1077,0
5,0,40,0,2,2,53,0
4,0,29,0,2,9,1077,0
4,0,33,0,2,4,1077,0
3,0,25,1,2,12,1077,0
4,0,33,0,2,4,1077,0
5,0,27,1,2,13,1077,0
4,0,33,0,2,4,1077,0
7,0,31,0,2,8,1077,0
4,0,33,0,2,4,1077,0
6,0,32,0,4,14,53,0
4,0,33,0,2,4,1077,0
7,0,31,1,2,8,1077,0
5,0,38,0,3,6,53,0
37,0,191,0,3,8,53,0
15,0,135,0,4,27,53,0
5,0,42,0,3,4,1077,0
119,0,501,2,6,50,53,1
2,0,96,0,2,20,1077,0
117,0,463,1,3,30,1615,1
15,0,125,0,1,4,1077,0
1,0,63,0,2,17,1077,0
1,0,16,0,2,3,1615,0
10,0,57,0,3,3,53,0
4,0,108,0,2,5,1077,0
1,0,8,0,1,1,1615,0
1,0,8,0,1,1,1615,0
1,0,9,0,1,1,1615,0
1,0,9,0,1,1,1615,0
1,0,29,0,1,1,1615,0
1,0,28,0,1,1,1615,0
