McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,3,0,2,2,1843,0
71,0,379,0,33,2,1843,0
5,0,40,0,6,2,1843,0
1,0,5,0,2,2,1843,0
33,0,221,0,11,2,1843,0
8,0,74,0,8,2,1843,0
35,0,183,0,11,2,1843,0
1,0,20,0,5,2,1843,0
16,0,77,0,18,2,1843,0
96,0,463,0,32,2,1843,0
1,0,20,0,8,2,1843,0
3,0,23,0,1,1,1300,0
4,0,81,0,7,2,1843,0
4,0,23,0,5,1,1843,0
3,0,48,0,3,2,1843,0
1,0,6,0,2,2,1843,0
1,0,6,0,2,2,1843,0
3,0,18,0,2,2,1843,0
4,0,73,0,16,2,1843,0
1,0,9,0,4,2,1300,0
1,0,18,0,5,2,1843,0
39,0,205,0,50,2,1843,0
1,0,11,0,4,2,1300,0
18,0,88,1,14,2,1300,0
3,0,39,0,3,1,1300,1
1,0,3,0,6,2,1843,0
1,0,11,0,6,2,1843,0
1,0,13,0,35,2,1300,0
1,0,9,0,19,2,1300,0
1,0,9,0,6,2,1300,0
1,0,8,0,31,2,1300,0
4,0,33,0,21,2,1300,0
1,0,5,0,5,2,1843,0
1,0,8,0,15,2,1300,0
1,0,5,0,6,2,1843,0
3,0,44,0,9,2,1843,0
1,0,10,0,7,2,1300,0
16,0,107,0,38,2,1300,0
4,0,20,0,4,2,1300,0
7,0,142,1,15,2,1300,0
2,0,26,0,1,1,1300,0
3,0,93,0,4,2,1300,0
6,0,114,0,23,2,1300,0
1,0,5,0,3,2,1843,0
27,0,541,0,55,4,1300,0
