McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
1,0,10,0,2,3,1077,0
4,0,29,0,2,3,1077,0
4,0,33,0,2,3,1077,0
6,0,35,0,2,3,1077,0
2,0,20,0,2,3,1077,0
1,0,37,0,4,11,53,0
1,0,30,0,2,2,1615,0
4,0,28,0,1,4,1077,0
5,0,31,0,1,1,1077,0
10,0,153,0,2,12,1077,0
3,0,33,0,2,5,1077,0
8,0,127,0,2,14,1077,0
2,0,29,0,4,17,53,0
26,0,294,0,3,14,1077,0
17,0,681,0,4,49,53,0
1,0,31,0,2,17,1077,0
3,0,124,0,3,7,53,0
4,0,68,0,1,1,1615,0
7,0,71,0,1,2,1077,0
1,0,27,0,2,12,1077,0
2,0,113,0,2,3,1615,0
1,0,17,0,4,8,53,0
1,0,14,0,3,6,53,0
1,0,14,0,3,8,53,0
1,0,12,0,2,3,1615,0
32,0,274,0,3,23,1615,0
15,0,128,0,2,22,1077,0
9,0,100,0,3,33,53,0
4,0,42,0,1,3,1077,0
17,0,236,0,2,11,1615,0
14,0,98,0,2,49,1615,0
6,0,72,0,2,3,1615,0
3,0,34,0,2,8,1077,0
1,0,87,0,2,5,1077,0
1,0,7,0,1,2,1077,0
2,0,52,1,2,3,1615,0
3,0,26,0,3,3,1077,0
48,0,459,1,4,37,1077,0
8,0,64,0,3,3,1077,0
4,0,16,0,2,4,1077,0
2,0,38,0,1,4,1077,0
1,0,50,0,2,8,1615,0
2,0,63,1,3,21,1615,0
2,0,19,0,2,2,1615,0
1,0,26,0,2,3,1615,0
10,0,63,0,2,5,1077,0
1,0,3,0,1,1,1077,0
44,0,509,1,6,177,1615,1
1,0,13,0,3,5,53,0
23,0,305,0,4,69,142,0
1,0,5,0,4,10,53,0
1,0,14,0,4,5,142,0
1,0,4,0,4,5,142,0
1,0,12,0,3,11,1077,0
1,0,27,0,3,3,53,0
12,0,56,0,3,11,1077,0
1,0,14,0,3,36,53,0
1,0,5,0,3,4,53,0
1,0,5,0,4,8,142,0
1,0,4,0,2,3,1077,0
1,0,6,0,2,3,53,0
19,0,79,0,3,18,53,0
1,0,13,0,3,5,53,0
1,0,8,0,3,17,53,0
6,0,33,0,2,2,1615,0
1,0,19,0,3,9,53,0
3,0,49,0,3,13,53,0
1,0,13,0,3,5,53,0
1,0,16,0,3,15,53,0
1,0,25,0,4,19,53,0
1,0,6,0,2,3,53,0
1,0,6,0,3,5,53,0
1,0,4,0,4,6,142,0
1,0,18,0,2,3,53,0
1,0,12,0,1,1,1615,0
15,0,47,0,4,11,142,0
1,0,4,0,3,5,53,0
3,0,16,0,3,11,53,0
1,0,5,0,3,6,53,0
1,0,13,0,3,5,53,0
1,0,13,0,3,4,53,0
1,0,6,0,3,6,53,0
1,0,9,0,1,1,1077,0
1,0,7,0,4,17,1077,0
1,0,13,0,1,2,1077,0
1,0,10,0,3,7,53,0
1,0,18,0,4,21,142,0
1,0,17,0,1,1,1077,0
16,0,148,0,4,44,1077,1
1,0,17,0,4,35,1077,0
1,0,34,0,4,31,53,0
1,0,18,0,1,2,1077,0
1,0,20,0,3,17,1615,0
1,0,49,0,3,17,53,0
1,0,6,0,3,10,53,0
1,0,12,0,3,11,53,0
1,0,19,1,4,51,1077,0
1,0,24,0,3,8,53,0
1,0,48,0,3,21,53,0
1,0,19,0,4,45,1615,0
1,0,6,0,3,6,53,0
1,0,11,0,3,7,53,0
3,0,107,2,5,33,1615,0
9,0,40,0,4,15,1077,0
1,0,22,0,4,26,53,0
4,0,104,0,4,59,142,0
2,0,18,0,4,15,53,0
1,0,7,0,4,13,142,0
10,0,94,0,3,7,53,0
8,0,86,0,4,7,1615,0
1,0,4,0,2,3,53,0
26,0,155,0,4,17,1077,0
5,0,51,0,3,9,1077,0
17,0,148,0,4,19,1615,0
1,0,34,0,3,7,53,0
6,0,51,1,3,6,1615,0
10,0,60,0,2,3,53,0
5,0,40,0,4,6,1615,0
1,0,20,0,2,2,53,0
1,0,5,0,3,5,53,0
7,0,88,0,2,3,53,0
29,0,125,0,3,15,1077,0
1,0,6,0,2,5,53,0
2,0,56,0,3,4,142,0
1,0,7,0,3,4,142,0
35,0,311,0,4,12,53,0
5,0,40,0,4,12,1077,0
4,0,52,0,2,6,1615,0
1,0,8,0,2,17,1615,0
10,0,74,0,4,14,1615,0
1,0,17,0,4,30,53,0
13,0,116,0,4,24,53,0
16,0,123,0,4,52,142,0
1,0,18,0,4,17,142,0
1,0,56,0,3,11,1077,0
1,0,34,0,3,11,1077,0
4,0,16,0,1,6,1077,0
1,0,5,0,2,3,1077,0
1,0,20,0,3,11,1615,0
1,0,47,0,2,3,1077,0
1,0,52,0,2,3,1077,0
10,0,58,0,3,29,53,0
1,0,20,0,4,45,53,0
1,0,8,0,3,12,53,0
1,0,7,0,3,10,53,0
3,0,27,0,4,7,1077,0
8,0,61,1,4,19,53,0
6,0,48,1,4,17,53,0
1,0,21,0,4,30,1077,0
16,0,82,1,5,32,53,0
3,0,239,0,4,12,142,0
1,0,23,0,5,25,142,0
1,0,12,0,4,27,53,0
1,0,5,0,4,15,142,0
24,0,208,0,4,42,53,0
20,0,131,0,4,25,1077,0
1,0,5,0,4,17,1077,0
5,0,43,0,4,20,1077,0
1,0,11,0,3,7,1077,0
1,0,4,0,2,3,53,0
3,0,37,0,2,7,1077,0
1,0,5,0,4,20,1077,0
1,0,14,0,3,13,53,0
1,0,14,0,3,13,53,0
1,0,13,0,3,10,53,0
1,0,6,0,3,10,53,0
1,0,8,0,2,3,53,0
1,0,6,0,2,3,53,0
6,0,53,0,3,28,53,0
1,0,16,0,2,2,1615,0
15,0,104,0,3,33,53,0
18,0,122,0,3,10,1077,0
13,0,64,0,5,34,53,0
1,0,9,0,3,4,53,0
1,0,22,0,4,11,53,0
5,0,14,0,4,14,53,0
7,0,50,0,2,3,53,0
1,0,18,0,2,2,53,0
11,0,66,0,3,6,53,0
1,0,7,0,2,5,1077,0
6,0,49,0,3,6,1077,0
2,0,64,0,4,18,53,0
12,0,204,1,4,46,53,0
1,0,33,0,1,3,1077,0
3,0,121,0,4,22,53,0
1,0,4,0,2,3,1615,0
3,0,99,0,3,4,142,0
40,0,308,0,4,24,1077,0
13,0,239,0,4,19,142,0
47,0,475,0,3,13,1077,0
1,0,7,0,3,10,53,0
1,0,46,0,2,2,53,0
1,0,6,0,2,5,1077,0
3,0,13,0,2,3,1615,0
5,0,109,0,3,17,53,0
1,0,27,0,2,4,1077,0
10,0,241,2,4,51,1077,0
26,0,151,1,5,49,1077,0
6,0,75,0,3,15,1615,0
75,0,956,2,5,192,1615,1
1,0,9,0,2,2,53,0
4,0,31,0,3,15,1077,0
1,0,35,0,2,5,1077,0
93,0,434,0,4,83,1077,0
115,0,610,1,4,100,1615,0
1,0,12,0,2,5,1077,0
7,0,76,0,4,18,142,0
1,0,7,0,3,7,1077,0
98,0,553,5,4,156,1615,1
13,0,271,0,4,20,142,0
50,0,335,0,4,26,142,0
5,0,221,0,4,14,142,0
5,0,79,0,3,3,142,0
5,0,44,0,3,6,142,0
4,0,84,0,4,13,142,0
1,0,14,0,3,16,1615,0
34,0,512,0,4,40,1077,0
13,0,78,0,4,24,142,0
22,0,88,0,4,12,142,0
18,0,53,0,3,6,142,0
1,0,10,0,4,7,142,0
1,0,14,0,3,8,1615,0
1,0,22,0,4,18,142,0
1,0,19,0,4,15,53,0
1,0,6,0,2,6,1077,0
21,0,125,0,2,8,1615,0
10,0,55,0,2,3,53,0
17,0,69,0,3,8,1077,0
2,0,19,0,3,5,1615,0
7,0,49,0,3,3,142,0
26,0,112,0,3,4,53,0
22,0,223,0,4,14,142,0
6,0,43,0,3,6,53,0
45,0,335,0,4,18,1615,0
1,0,4,0,3,6,1615,0
1,0,30,0,2,6,1615,0
1,0,24,0,4,11,1615,0
1,0,13,0,3,8,1615,0
7,0,42,0,2,6,1615,0
2,0,72,0,2,5,1615,0
1,0,6,0,3,9,1615,0
1,0,9,0,2,6,1615,0
23,0,147,0,3,17,1615,0
48,0,181,0,4,33,1615,0
14,0,83,0,2,2,1615,0
5,0,53,0,2,2,1615,0
8,0,100,0,2,3,1615,0
19,0,51,0,2,4,1615,0
10,0,91,0,4,19,1615,0
4,0,61,0,3,15,1077,0
22,0,129,0,4,28,1077,0
16,0,102,4,4,43,1077,1
15,0,97,2,4,34,1077,1
7,0,31,0,3,6,1077,0
1,0,5,0,2,2,1615,0
4,0,52,0,2,11,1615,0
34,0,107,1,4,23,142,0
40,0,126,0,4,20,142,0
6,0,73,1,3,18,1077,0
6,0,73,1,3,17,1077,0
1,0,6,0,3,5,142,0
2,0,25,0,3,3,142,0
1,0,25,0,3,3,142,0
1,0,18,0,3,3,142,0
8,0,72,0,3,3,142,0
4,0,32,0,3,3,142,0
1,0,7,0,3,3,142,0
2,0,23,0,3,3,142,0
5,0,77,0,3,16,1615,0
210,0,1094,8,4,176,1077,1
3,0,407,1,4,59,1615,1
1,0,23,0,4,35,1615,0
1,0,5,0,3,4,1615,0
6,0,47,1,3,12,1615,0
1,0,11,0,3,9,1077,0
5,0,33,0,3,4,1615,0
1,0,17,0,3,21,53,0
1,0,7,0,2,2,53,0
1,0,24,0,4,14,53,0
4,0,38,0,3,5,1615,0
1,0,28,0,4,10,142,0
5,0,70,0,3,6,1077,0
2,0,61,0,2,3,1615,0
11,0,138,0,4,15,142,0
4,0,50,0,3,10,1615,0
6,0,87,0,4,20,142,0
4,0,27,0,2,3,53,0
6,0,45,0,3,9,1077,0
1,0,9,0,3,8,142,0
13,0,73,0,4,19,142,0
3,0,31,0,2,6,1077,0
1,0,35,0,2,2,1615,0
7,0,55,0,2,2,1615,0
66,0,453,0,3,13,1077,0
3,0,28,0,4,8,142,0
1,0,6,0,1,2,1077,0
9,0,42,0,3,10,53,0
19,0,118,0,3,5,1077,0
8,0,62,0,2,3,53,0
19,0,206,0,4,41,1077,0
8,0,54,0,4,34,53,0
1,0,15,0,1,1,1077,0
1,0,28,0,1,2,1077,0
8,0,80,0,4,21,1077,0
1,0,5,0,3,4,53,0
1,0,7,0,3,4,53,0
11,0,164,0,2,11,1077,0
3,0,49,0,2,6,1615,0
1,0,24,0,3,11,53,0
1,0,10,0,3,4,53,0
5,0,81,0,2,11,1615,0
61,0,249,0,3,21,53,0
1,0,24,0,3,11,53,0
28,0,142,0,2,17,1615,0
1,0,6,0,3,5,53,0
3,0,13,0,3,4,1077,0
1,0,5,0,3,4,1077,0
1,0,12,0,3,4,1077,0
1,0,11,0,3,4,1077,0
1,0,7,0,3,4,1077,0
1,0,7,0,4,6,142,0
1,0,5,0,3,5,53,0
1,0,4,0,4,5,142,0
1,0,6,0,4,5,142,0
1,0,5,0,4,14,142,0
1,0,16,0,4,16,142,0
1,0,49,0,4,18,142,0
1,0,8,0,4,9,142,0
1,0,4,0,4,14,142,0
1,0,6,0,4,7,142,0
1,0,10,0,4,7,142,0
1,0,13,0,4,12,1077,0
4,0,29,0,4,9,1615,0
7,0,38,0,4,7,142,0
1,0,13,0,4,9,142,0
1,0,11,0,4,13,142,0
1,0,7,0,4,8,142,0
6,0,20,0,3,4,53,0
1,0,17,0,1,1,1077,0
1,0,6,0,1,1,1077,0
1,0,7,0,3,4,53,0
1,0,5,0,4,7,142,0
1,0,14,0,4,16,142,0
1,0,3,0,3,4,53,0
1,0,42,0,4,30,1077,0
1,0,4,0,4,7,142,0
1,0,3,0,4,7,142,0
1,0,8,0,4,7,142,0
32,0,242,0,4,20,1615,1
1,0,27,0,3,12,53,0
1,0,19,0,4,14,142,0
9,0,72,0,6,14,53,1
4,0,72,0,2,5,1077,0
1,0,25,0,4,15,142,1
5,0,30,0,2,4,1077,0
18,0,70,0,1,3,1077,0
26,0,85,0,1,2,1077,0
5,0,19,0,1,1,1077,0
1,0,10,0,1,4,1077,0
20,0,270,0,1,2,1077,0
4,0,9,0,1,1,1077,0
1,0,4,0,1,1,1077,0
7,0,52,0,1,2,1077,0
1,0,9,0,1,1,1077,0
8,0,53,0,1,2,1077,0
1,0,8,0,1,1,1077,0
17,0,81,0,2,6,1077,0
1,0,32,0,1,1,1077,0
3,0,14,0,1,1,1077,0
5,0,55,0,1,1,1077,0
32,0,107,0,2,5,1077,0
12,0,137,0,1,2,1077,0
1,0,4,0,1,3,1077,0
1,0,4,0,1,3,1077,0
2,0,17,0,2,3,1077,0
4,0,32,0,2,5,142,0
11,0,40,0,2,4,1077,0
1,0,28,0,1,2,1077,0
22,0,196,0,4,27,1077,0
2,0,11,0,1,1,1077,0
6,0,62,0,1,1,1077,0
11,0,62,0,3,6,53,0
3,0,25,0,2,3,53,0
22,0,182,0,2,4,1615,0
10,0,105,0,3,6,1615,0
23,0,173,0,3,16,1077,0
11,0,50,0,3,6,53,0
10,0,34,0,1,1,1077,0
8,0,36,0,3,5,1077,0
6,0,18,0,1,1,1077,0
20,0,113,0,4,34,1615,0
13,0,196,0,3,35,53,1
1,0,5,0,3,4,53,0
28,0,178,0,4,38,53,0
26,0,184,0,3,20,1077,0
1,0,27,0,3,5,1615,0
3,0,51,0,4,34,142,0
1,0,21,0,3,11,1077,0
33,0,177,1,3,19,53,0
11,0,153,1,4,46,53,0
6,0,81,0,4,44,53,0
1,0,28,0,4,22,142,0
3,0,30,0,3,6,142,0
1,0,18,0,2,4,1077,0
1,0,12,0,4,18,53,0
1,0,6,0,3,9,53,0
1,0,32,0,3,9,1615,0
1,0,31,0,2,3,142,0
2,0,63,0,4,21,142,0
1,0,12,0,4,16,142,0
34,0,291,0,4,36,142,0
1,0,9,0,3,11,53,0
12,0,95,0,4,34,53,0
1,0,20,0,2,3,1077,0
11,0,88,0,3,6,142,0
26,0,306,0,4,72,142,0
2,0,34,0,3,7,53,0
10,0,56,0,3,20,1077,0
4,0,64,0,4,53,142,0
3,0,67,0,4,41,142,0
13,0,169,0,4,48,142,0
1,0,6,0,3,4,53,0
25,0,102,0,3,10,53,0
3,0,69,0,3,6,53,0
1,0,16,0,2,4,1077,0
2,0,24,0,3,5,53,0
1,0,6,0,3,5,53,0
69,0,546,0,4,53,1615,0
27,0,136,0,4,24,142,1
1,0,9,0,3,19,1077,0
8,0,51,0,3,16,1077,0
1,0,24,0,3,6,1077,0
3,0,25,0,3,8,1077,0
11,0,56,0,2,3,1077,0
11,0,86,0,2,5,1615,0
6,0,74,0,2,3,1077,0
4,0,50,0,3,6,142,0
1,0,12,0,2,3,1077,0
5,0,43,0,2,3,1077,0
1,0,11,0,2,3,1077,0
6,0,89,0,3,8,1615,0
2,0,38,0,2,5,1615,0
2,0,46,0,3,14,53,1
1,0,15,0,3,12,53,1
29,0,157,0,4,22,142,1
1,0,5,0,2,8,1077,0
1,0,13,0,1,1,1077,0
18,0,187,0,3,39,53,0
1,0,21,0,2,7,1077,0
91,0,418,0,4,66,142,0
25,0,136,0,4,27,1615,0
26,0,197,0,4,29,1615,0
2,0,31,0,2,18,1615,0
4,0,55,0,3,8,53,0
4,0,10,0,3,8,53,0
24,0,217,0,4,27,142,0
18,0,170,0,4,30,1615,0
133,0,918,0,4,73,1615,0
1,0,4,0,2,3,53,0
1,0,13,0,2,2,142,0
10,0,72,0,4,12,142,0
5,0,67,0,4,15,142,0
1,0,8,0,2,9,1615,0
19,0,58,0,3,13,1615,0
1,0,27,0,3,10,53,0
1,0,8,0,3,8,1615,0
1,0,9,0,3,13,1615,1
6,0,105,0,4,36,142,0
16,0,186,0,4,17,1615,1
1,0,3,0,2,3,1077,0
3,0,35,0,3,6,1615,0
1,0,14,0,2,3,1615,0
18,0,53,0,2,5,1615,0
10,0,51,1,3,13,142,0
4,0,25,0,3,6,1615,0
6,0,37,0,3,7,1077,0
6,0,38,0,3,3,142,0
1,0,21,0,3,9,142,0
14,0,87,0,3,10,1615,0
4,0,51,0,3,7,1615,0
4,0,37,0,3,7,1615,0
13,0,81,0,4,12,1615,0
4,0,30,0,3,9,1615,0
8,0,37,0,2,4,1615,0
12,0,100,0,3,4,1615,0
54,0,316,0,3,21,1077,0
4,0,161,0,4,16,1615,0
13,0,108,0,3,7,53,0
7,0,72,0,4,10,142,0
14,0,165,0,3,7,1077,0
127,0,454,0,3,3,142,0
10,0,94,1,4,15,1077,0
7,0,83,0,4,12,142,0
9,0,94,0,4,9,142,0
1,0,57,0,3,6,1615,0
7,0,76,0,4,14,142,0
1,0,7,0,3,4,1615,0
11,0,102,0,4,10,142,1
1,0,35,0,1,3,1077,0
1,0,22,0,1,2,1077,0
1,0,22,0,1,2,1077,0
3,0,32,0,1,3,1077,0
10,0,56,0,1,4,1077,0
3,0,28,1,2,4,1615,0
1,0,8,1,2,4,1615,0
1,0,30,1,2,4,1615,0
3,0,42,0,3,14,1615,0
1,0,16,0,3,14,1615,0
5,0,26,0,3,9,53,0
12,0,46,0,2,2,53,0
4,0,26,0,3,14,1615,0
1,0,7,0,3,14,1615,0
12,0,94,0,3,7,1077,0
12,0,72,0,3,16,1077,0
1,0,11,0,3,6,1077,0
5,0,69,0,4,9,142,0
8,0,97,0,3,9,1615,0
3,0,52,0,2,2,53,0
6,0,142,0,4,24,1077,0
1,0,46,0,4,14,142,0
3,0,51,0,4,10,142,0
1,0,33,0,3,9,1077,0
1,0,48,0,4,18,1077,0
4,0,208,0,4,30,142,0
17,0,137,0,4,32,142,0
1,0,4,0,2,3,1615,0
1,0,37,0,4,30,1077,0
1,0,27,0,2,3,1615,0
1,0,30,0,3,5,1077,0
1,0,31,0,3,3,53,0
6,0,91,0,3,10,1077,0
17,0,147,0,4,27,142,1
4,0,45,0,3,12,1077,0
1,0,12,0,3,12,1077,0
1,0,10,0,2,3,53,0
23,0,115,0,3,11,1077,0
9,0,87,0,4,23,142,0
1,0,18,0,2,3,53,0
19,0,148,0,3,11,1615,0
19,0,64,0,2,4,1077,0
8,0,52,0,3,9,1615,0
6,0,43,1,3,14,1615,0
4,0,33,0,3,9,1615,0
7,0,38,1,3,13,1615,0
3,0,40,1,3,14,1615,0
4,0,33,0,3,9,1615,0
4,0,36,0,3,14,1615,0
4,0,33,0,3,9,1615,0
3,0,25,1,3,17,1615,0
4,0,33,0,3,9,1615,0
5,0,27,1,3,18,1615,0
4,0,33,0,3,9,1615,0
8,0,42,0,3,13,1615,0
4,0,33,0,3,9,1615,0
6,0,40,0,4,22,142,0
4,0,33,0,3,9,1615,0
7,0,38,1,3,13,1615,0
5,0,38,0,3,12,1615,0
44,0,223,0,3,15,1615,0
15,0,142,0,5,31,1615,1
5,0,42,0,3,4,1077,1
141,0,654,3,9,94,1615,1
23,0,171,0,2,6,1077,0
1,0,38,0,2,3,1615,0
4,0,180,0,2,6,1615,0
2,0,123,1,3,29,1615,0
4,0,50,0,2,4,1615,0
7,0,68,0,2,2,1077,0
1,0,35,0,1,2,1615,0
125,0,547,2,5,55,1615,0
1,0,24,0,2,2,1615,0
15,0,125,0,1,4,1077,0
1,0,71,0,3,24,53,0
151,0,678,0,4,22,1077,0
2,0,14,0,3,4,1615,0
1,0,17,0,3,6,1615,0
1,0,80,0,4,12,1615,0
3,0,54,0,3,8,1615,0
1,0,27,0,2,2,1615,0
2,0,37,0,3,7,1615,0
1,0,22,0,3,4,1615,0
10,0,66,0,3,5,1615,0
5,0,116,0,2,3,1615,0
1,0,8,0,2,3,1077,0
1,0,8,0,2,3,1077,0
1,0,8,0,2,3,1077,0
1,0,8,0,2,3,1077,0
1,0,14,0,2,3,1077,0
1,0,25,0,2,4,1615,0
1,0,24,0,2,2,1077,1
1,0,8,0,2,3,1615,0
1,0,15,0,2,2,1077,0
7,0,76,0,1,2,1615,0
1,0,8,0,2,2,1077,0
4,0,53,0,2,3,1615,1
1,0,6,0,2,3,1615,0
1,0,29,0,2,2,1615,0
75,0,314,0,2,11,1077,1
15,0,168,0,2,8,1077,0
1,0,4,0,2,4,1615,0
4,0,93,0,2,5,1615,0
1,0,9,0,2,3,1615,0
4,0,67,0,2,3,1615,0
16,0,123,0,2,2,1615,1
52,0,364,0,2,10,1077,1
19,0,248,0,2,10,1077,0
4,0,59,0,2,5,1615,0
54,0,359,0,2,8,1077,0
22,0,154,0,2,9,1077,0
2,0,20,0,3,6,1077,0
7,0,111,0,3,19,1077,0
39,0,677,0,3,11,1615,1
8,0,90,0,3,7,1615,0
1,0,28,0,2,2,1615,0
3,0,52,0,2,3,1615,0
2,0,43,0,2,2,1615,0
5,0,97,0,2,3,1615,0
15,0,138,0,2,9,1077,0
10,0,95,0,2,9,1077,0
14,0,101,0,2,9,1615,0
2,0,86,0,2,13,1615,0
43,0,255,0,2,20,1077,0
1,0,42,0,3,14,1615,0
4,0,82,0,3,7,1615,0
1,0,23,0,3,10,1615,0
9,0,43,0,3,8,1077,0
1,0,37,0,3,3,1077,0
26,0,156,0,2,6,1615,0
13,0,61,0,2,3,1615,0
1,0,26,0,3,11,1615,0
11,0,114,0,1,6,1615,0
1,0,174,0,3,25,1615,0
6,0,86,0,3,18,1615,0
4,0,19,0,3,6,1077,0
3,0,37,0,3,10,1615,0
11,0,41,0,3,5,1615,0
1,0,6,0,3,4,1077,0
1,0,5,0,3,4,1077,0
11,0,110,0,3,9,1615,0
17,0,95,0,3,4,1077,0
1,0,12,0,3,4,1077,0
3,0,21,0,3,4,1077,0
1,0,12,0,3,4,1077,0
12,0,84,0,3,4,1077,0
3,0,48,0,3,9,1615,0
17,0,107,0,2,5,1077,0
1,0,6,0,2,2,1077,0
4,0,36,0,2,2,1077,0
1,0,54,0,1,3,1615,1
4,0,67,0,1,3,1615,1
1,0,4,0,1,1,1615,0
3,0,62,0,1,3,1615,1
9,0,121,0,3,11,1615,1
1,0,13,0,3,6,1615,0
3,0,46,0,3,6,1615,0
1,0,35,0,3,10,1615,0
1,0,13,0,3,8,1615,0
2,0,53,0,3,12,1615,0
2,0,36,0,3,8,1615,0
18,0,151,0,3,12,1615,0
1,0,52,0,1,3,1615,0
4,0,76,0,2,5,1077,1
1,0,4,0,1,1,1615,0
3,0,63,0,1,3,1615,1
1,0,13,0,3,6,1615,0
1,0,16,0,3,6,1615,0
1,0,12,0,1,3,1615,0
1,0,36,0,3,12,1615,0
1,0,14,0,3,12,1615,0
6,0,81,0,3,14,1615,0
4,0,47,0,3,8,1615,0
8,0,61,0,1,2,1615,0
