McCC,CLOC,LLOC,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,13,1,762,1,1,0
1,0,9,0,762,1,1,0
1,0,13,1,36,1,1,0
1,0,17,0,1466,1,1,0
1,0,17,0,1466,1,1,0
1,0,38,0,474,3,4,0
1,0,54,1,4735,3,11,0
1,0,19,0,762,2,4,0
25,0,133,0,1466,4,6,0
24,0,291,1,762,6,29,1
1,0,17,0,1466,1,1,0
23,0,207,1,4735,5,11,0
1,0,17,0,31,2,2,0
4,0,66,0,4735,1,3,0
1,0,58,0,4735,1,1,0
1,0,12,0,1466,1,1,1
10,0,91,0,374,4,4,0
5,0,569,3,4735,10,28,1
1,0,18,0,319,2,3,0
1,0,5,0,762,2,2,0
1,0,8,0,1466,2,2,0
116,0,751,12,21,7,53,0
39,0,319,3,21,5,24,0
7,0,65,0,374,4,4,0
1,0,53,0,4735,1,2,0
2,0,35,0,4735,1,1,0
1,0,21,0,4735,1,3,0
104,0,530,13,811,13,29,1
2,0,36,0,4735,1,1,0
87,0,438,3,811,5,19,1
2,0,35,0,4735,1,1,0
1,0,31,0,319,1,2,0
39,0,275,1,474,2,5,0
1,0,17,0,319,1,2,1
2,0,15,0,319,1,1,0
1,0,11,0,319,1,1,0
2,0,39,0,319,1,1,0
10,0,36,0,319,1,1,0
1,0,12,0,319,1,1,0
1,0,16,0,319,1,1,0
1,0,12,0,319,1,1,0
4,0,101,0,474,1,1,0
12,0,108,0,4735,2,3,0
9,0,56,0,4735,1,1,0
27,0,185,1,474,4,9,0
1,0,12,0,4735,1,2,0
1,0,4,0,4735,1,1,0
1,0,4,0,474,2,2,0
9,0,107,0,474,5,9,0
3,0,29,0,4735,3,3,0
1,0,65,0,4735,2,2,0
1,0,5,0,474,1,1,0
6,0,59,0,1466,1,1,0
22,0,234,1,474,4,7,0
1,0,66,0,234,4,6,1
1,0,6,0,4735,1,1,0
1,0,5,0,18,2,2,1
2,0,60,0,230,1,1,0
2,0,32,0,234,1,1,1
1,0,15,0,230,1,1,0
8,0,69,0,234,4,5,0
70,0,499,0,38,5,15,1
1,0,38,0,234,7,9,1
66,0,469,0,511,2,3,1
1,0,17,1,244,1,1,0
1,0,41,0,762,2,5,1
1,0,12,0,762,2,2,0
1,0,49,0,246,8,12,1
107,0,853,10,4735,11,52,1
16,0,103,0,4735,1,1,0
1,0,16,0,1466,2,2,0
1,0,15,0,319,1,1,0
1,0,13,0,319,1,1,0
4,0,97,0,319,1,1,0
66,0,510,4,12,6,15,1
1,0,15,0,319,1,1,0
1,0,11,0,319,1,1,0
2,0,16,0,319,1,1,0
17,0,187,1,31,2,4,0
1,0,15,0,319,1,1,0
1,0,10,0,319,1,1,0
11,0,116,0,319,1,2,0
181,0,1064,5,12,5,17,1
5,0,39,0,319,1,3,0
25,0,84,0,762,2,2,0
71,0,574,7,244,8,53,1
4,0,57,0,4735,1,2,0
10,0,148,0,4735,1,7,0
5,0,268,0,474,2,4,0
1,0,7,1,4735,1,2,0
1,0,3,0,4735,1,1,0
1,0,37,0,4735,1,1,0
3,0,21,1,511,1,1,0
1,0,23,0,4735,1,1,0
1,0,14,0,4735,1,1,0
1,0,7,0,4735,1,1,0
9,0,75,0,31,3,5,1
1,0,21,0,4735,1,2,0
1,0,8,0,4735,1,1,0
1,0,50,0,4735,1,1,0
8,0,66,0,89,1,2,0
3,0,37,0,4735,2,5,0
1,0,17,0,89,2,2,0
1,0,7,1,4735,1,2,0
6,0,58,0,4735,1,3,0
1,0,17,0,89,2,2,0
1,0,7,0,4735,1,1,0
24,0,327,3,12,6,18,1
1,0,12,0,12,2,2,0
1,0,97,0,474,2,3,0
1,0,8,0,4735,1,1,0
44,0,260,2,4735,3,10,1
2,0,30,0,319,1,1,1
1,0,18,0,319,1,1,1
38,0,206,0,319,1,1,1
1,0,5,0,319,1,1,1
1,0,8,0,319,1,1,0
7,0,98,0,89,2,2,1
1,0,21,0,89,1,1,0
5,0,69,1,244,2,2,0
1,0,32,0,12,2,3,0
12,0,61,0,12,2,2,0
7,0,91,3,12,6,16,0
19,0,200,0,12,2,2,0
45,0,228,1,1466,1,2,0
4,0,56,2,12,6,10,0
7,0,68,2,12,5,15,0
6,0,57,2,1466,2,7,0
5,0,24,1,12,3,4,0
1,0,1,0,4735,1,2,0
1,0,18,0,12,4,6,0
3,0,40,0,29,1,2,0
1,0,17,0,1466,2,3,0
1,0,23,1,29,1,3,0
1,0,19,0,12,4,6,0
7,0,55,0,29,1,1,0
1,0,61,0,29,1,1,0
1,0,22,1,29,1,1,0
32,0,334,1,29,2,6,0
1,0,12,1,29,1,1,0
2,0,19,0,29,1,2,0
1,0,12,1,29,1,2,0
31,0,171,1,12,3,4,0
1,0,77,0,1466,2,2,0
12,0,148,1,1466,2,4,0
58,0,598,2,12,4,10,1
20,0,236,1,29,1,2,0
1,0,18,0,12,4,4,0
5,0,75,0,29,1,2,0
1,0,20,0,29,1,1,0
1,0,13,0,1466,2,2,0
5,0,61,1,29,1,3,0
24,0,107,0,29,1,2,0
8,0,165,0,29,1,2,0
4,0,40,0,29,1,1,0
3,0,86,1,29,1,2,0
6,0,102,1,29,1,2,0
20,0,200,1,29,1,3,0
3,0,51,0,29,1,1,0
1,0,36,0,12,3,5,1
1,0,36,0,12,3,4,1
1,0,37,0,12,3,4,1
1,0,27,0,12,5,9,0
7,0,55,0,762,3,5,1
27,0,194,1,244,5,8,0
24,0,246,4,12,5,15,0
64,0,370,5,12,8,28,0
1,0,78,0,1466,4,6,0
7,0,70,0,811,2,4,0
7,0,65,0,762,3,6,1
3,0,40,0,811,2,4,0
56,0,304,7,474,10,32,1
86,0,500,6,474,12,55,1
1,0,18,0,12,5,7,0
7,0,165,1,12,10,21,0
3,0,70,0,12,8,13,0
10,0,61,1,12,5,6,0
1,0,1,0,11,2,2,0
10,0,97,1,474,8,17,0
3,0,39,0,12,4,5,0
11,0,169,3,474,10,32,0
1,0,18,0,12,5,7,0
7,0,128,1,479,5,14,1
1,0,56,0,1466,4,8,0
1,0,54,0,230,3,7,0
1,0,27,0,474,1,2,0
1,0,40,0,474,1,1,0
1,0,1,0,4735,1,2,0
3,0,76,0,474,1,1,1
1,0,33,0,474,1,1,0
14,0,160,2,474,8,27,0
1,0,34,0,474,1,1,0
7,0,91,0,474,1,2,0
1,0,18,0,12,5,7,0
5,0,123,0,1466,6,15,0
3,0,86,0,1466,5,8,0
9,0,61,0,762,3,6,0
1,0,38,0,474,7,15,0
5,0,64,0,762,3,5,0
1,0,1,0,4735,1,2,0
13,0,127,0,1466,6,14,1
1,0,15,0,4735,1,3,0
3,0,69,0,12,8,14,0
1,0,45,0,474,6,16,0
3,0,117,2,474,9,26,0
1,0,18,0,12,3,3,0
4,0,145,0,12,2,2,0
3,0,62,0,12,2,2,0
1,0,29,0,12,2,2,0
1,0,1,0,12,2,2,0
8,0,82,0,474,3,3,0
1,0,27,0,12,2,2,0
13,0,187,0,474,3,3,0
1,0,16,0,12,4,6,0
8,0,157,1,1466,6,11,0
7,0,94,0,474,6,10,0
8,0,94,0,474,4,5,0
1,0,1,0,762,1,1,0
9,0,124,3,474,11,33,0
1,0,18,0,12,5,7,0
17,0,200,1,474,9,19,0
6,0,100,1,12,9,13,0
1,0,87,0,38,4,9,0
1,0,18,0,12,5,6,0
6,0,66,0,811,2,3,0
88,0,428,3,12,12,28,0
3,0,50,1,12,6,8,0
5,0,116,0,4735,2,5,0
16,0,165,1,12,7,13,0
7,0,71,0,1466,3,5,0
1,0,1,0,4735,1,2,0
6,0,72,2,474,10,25,0
12,0,95,3,474,11,25,0
8,0,92,1,474,9,24,0
1,0,18,0,12,5,6,0
51,0,430,5,474,12,37,1
1,0,144,0,38,7,13,0
1,0,54,0,4735,4,8,0
1,0,1,0,4735,1,2,0
16,0,182,3,474,7,40,1
1,0,19,0,12,5,6,0
31,0,438,3,474,9,21,1
1,0,119,1,1466,7,11,0
1,0,1,0,4735,1,2,0
34,0,271,7,474,12,35,0
1,0,18,0,12,4,6,0
93,0,325,1,474,3,13,0
1,0,26,0,1466,2,4,0
7,0,115,0,4735,3,5,0
1,0,18,0,12,5,6,0
11,0,185,0,474,6,24,0
4,0,146,0,1466,5,22,0
20,0,217,1,4735,4,18,0
3,0,84,1,474,3,8,0
12,0,140,0,1466,2,14,0
21,0,208,0,1466,2,14,0
33,0,262,0,474,4,19,0
12,0,152,2,474,6,34,0
10,0,213,0,474,5,14,0
1,0,18,0,12,4,5,0
5,0,47,0,1,2,3,0
1,0,22,0,1466,2,2,0
4,0,53,1,762,1,3,0
1,0,18,0,12,4,5,0
55,0,219,1,4735,5,25,0
5,0,32,1,762,5,9,0
8,0,122,1,1466,4,6,0
1,0,1,0,4735,1,2,0
1,0,9,0,4735,1,2,0
1,0,18,0,12,5,6,0
9,0,53,1,1466,2,4,0
27,0,348,2,4735,8,26,0
4,0,531,0,4735,15,37,1
17,0,186,1,21,7,12,0
1,0,18,0,12,5,6,0
6,0,73,0,4735,3,9,0
1,0,38,0,1466,4,8,0
14,0,55,0,1466,2,3,0
11,0,97,2,234,3,9,0
13,0,124,1,38,4,9,0
4,0,60,0,38,5,9,0
13,0,81,0,38,7,16,1
5,0,54,0,38,6,13,0
1,0,1,0,22,1,1,0
1,0,29,0,474,2,2,0
1,0,29,0,22,1,1,0
1,0,19,0,12,4,5,0
3,0,93,0,21,3,3,0
2,0,49,0,1466,3,5,0
2,0,46,1,474,2,2,0
10,0,133,2,474,8,16,0
13,0,101,0,1466,2,4,0
1,0,7,0,474,1,1,0
1,0,6,0,474,1,1,0
1,0,21,0,474,1,1,0
8,0,76,0,31,3,6,1
15,0,68,0,4735,1,1,0
5,0,79,0,1466,3,6,0
1,0,22,0,38,1,1,0
10,0,44,0,762,1,1,0
3,0,51,0,474,2,3,0
20,0,151,2,474,3,9,1
1,0,10,0,1466,2,3,0
1,0,11,0,4735,1,2,0
5,0,46,0,762,1,1,0
13,0,123,0,474,6,14,0
6,0,30,1,4735,1,1,0
1,0,18,0,12,4,5,0
9,0,67,0,479,1,1,0
22,0,121,0,46,6,9,0
3,0,30,0,1466,4,4,0
5,0,116,0,4735,2,2,0
3,0,58,0,1466,3,3,0
7,0,71,0,1466,3,3,0
1,0,1,0,246,1,1,0
1,0,18,0,12,4,4,0
33,0,297,1,1466,5,9,0
38,0,240,0,474,6,9,0
1,0,52,0,1466,2,3,0
35,0,284,2,4735,5,9,1
22,0,172,1,46,5,7,0
12,0,98,2,474,7,13,0
4,0,70,0,474,5,8,0
3,0,59,1,474,5,11,0
23,0,238,5,474,12,41,1
1,0,18,0,12,5,6,0
42,0,245,2,474,11,18,0
49,0,478,2,474,15,43,1
1,0,181,2,34,14,27,0
3,0,71,0,4735,6,11,0
1,0,8,0,4735,1,1,0
13,0,164,0,1466,3,5,0
6,0,260,0,4735,4,9,0
1,0,13,0,4735,1,2,0
1,0,13,0,511,1,1,0
15,0,201,0,511,4,8,0
1,0,21,0,511,1,1,0
3,0,63,0,89,6,13,0
1,0,17,0,89,1,1,0
3,0,47,0,89,5,9,0
3,0,47,0,89,6,11,0
1,0,400,1,12,12,22,0
1,0,337,1,1466,6,12,0
1,0,486,0,1466,10,25,0
3,0,27,0,89,1,1,0
1,0,18,0,89,1,1,0
1,0,15,0,244,4,4,0
5,0,336,2,230,11,31,1
48,0,385,4,12,10,34,0
1,0,6,0,474,1,1,0
1,0,22,0,474,1,2,0
1,0,10,0,474,1,1,0
1,0,12,0,1466,2,2,0
12,0,123,0,1466,2,4,1
7,0,41,0,1466,2,3,0
4,0,27,0,1466,1,2,1
41,0,259,0,474,3,5,1
8,0,170,0,31,3,4,0
46,0,257,0,1466,4,10,0
10,0,82,0,1,2,2,0
19,0,161,0,1466,2,2,0
53,0,560,7,185,9,37,1
49,0,358,6,511,8,14,0
118,0,532,5,12,9,19,1
231,0,1078,10,474,14,57,1
77,0,426,8,230,12,53,1
13,0,184,0,4735,3,12,0
19,0,120,5,474,5,24,0
19,0,131,1,474,3,13,0
28,0,272,0,1,6,18,0
93,0,473,8,762,10,48,0
2,0,21,0,511,2,3,0
50,0,249,1,474,9,24,1
1,0,13,0,1466,2,2,0
17,0,117,0,1466,2,3,0
1,0,36,0,319,1,1,0
40,0,272,0,1466,2,2,0
5,0,60,0,319,1,1,0
49,0,329,2,319,3,5,0
25,0,221,1,246,3,8,0
40,0,149,1,1466,4,7,0
71,0,438,2,1466,4,12,0
10,0,53,0,1466,1,1,0
4,0,38,0,1466,1,1,0
1,0,14,0,1466,1,1,0
35,0,282,3,479,5,11,0
55,0,329,2,319,5,15,1
55,0,413,6,479,5,16,1
8,0,85,0,1466,3,4,0
2,0,24,1,511,3,3,0
9,0,64,2,4735,3,6,0
6,0,69,0,319,1,1,0
1,0,18,1,511,1,1,0
1,0,10,0,1466,1,2,0
17,0,108,1,1466,3,7,0
86,0,578,5,4735,4,19,0
14,0,111,0,762,4,8,1
70,0,344,1,319,4,12,1
22,0,133,0,1466,1,2,0
1,0,11,0,1466,1,1,0
1,0,6,0,4735,2,2,0
1,0,32,1,479,5,6,0
5,0,29,0,1466,2,3,0
1,0,9,1,511,1,1,0
1,0,14,0,4735,2,4,0
79,0,580,2,4735,7,38,1
3,0,63,0,4735,3,3,1
1,0,14,1,319,1,1,0
1,0,79,2,230,7,16,1
6,0,39,1,4735,2,3,1
26,0,187,0,474,5,7,1
1,0,6,0,1466,1,1,0
1,0,10,0,1466,1,1,0
12,0,117,0,12,2,4,0
4,0,43,0,230,1,1,0
1,0,22,0,230,2,4,0
11,0,91,0,230,2,6,0
7,0,133,1,479,4,11,0
8,0,66,1,511,4,12,0
3,0,100,1,479,3,9,0
5,0,104,1,479,3,12,0
42,0,309,4,479,4,7,0
1,0,4,0,4735,1,1,0
1,0,17,0,511,2,2,0
16,0,166,0,244,3,3,0
8,0,193,0,12,2,2,1
2,0,28,0,12,2,2,0
6,0,132,0,244,3,3,0
7,0,83,0,1466,3,4,0
4,0,66,0,42,2,2,0
6,0,190,0,1466,2,2,0
6,0,190,0,1466,2,2,0
6,0,196,0,1466,3,11,0
5,0,34,0,511,1,1,0
1,0,50,0,1466,4,6,0
10,0,37,0,1466,2,3,0
18,0,115,0,4735,1,1,0
11,0,91,0,1466,1,2,0
1,0,5,0,1466,1,1,0
22,0,109,0,1466,2,2,0
1,0,9,0,1466,1,1,0
1,0,15,0,4735,1,1,0
19,0,153,2,511,4,11,0
16,0,118,0,4735,1,3,0
10,0,94,0,4735,1,3,0
9,0,83,0,1466,3,7,0
1,0,21,0,4735,1,5,0
1,0,3,0,4735,1,1,0
15,0,127,0,4735,1,7,0
22,0,286,2,12,6,11,0
1,0,24,0,22,1,1,0
74,0,330,2,185,6,10,1
9,0,90,2,22,4,8,1
45,0,227,1,244,4,8,1
3,0,23,0,9,2,3,0
1,0,26,0,4735,1,3,0
2,0,23,0,1466,2,2,0
18,0,103,1,511,2,3,0
16,0,191,0,1466,1,1,0
1,0,66,0,1466,1,1,0
2,0,41,0,1466,1,1,0
1,0,28,0,1466,1,1,0
9,0,107,0,1466,2,2,0
13,0,85,0,1466,1,1,0
60,0,588,0,1466,2,3,0
8,0,160,0,1466,1,1,0
8,0,277,0,1466,2,2,0
9,0,78,0,1466,1,1,0
8,0,41,0,1466,1,1,0
4,0,41,0,4735,1,1,0
1,0,11,0,91,1,1,0
6,0,67,0,1466,1,2,0
1,0,79,0,4735,1,1,0
23,0,180,0,1466,1,1,0
1,0,5,0,4735,1,1,0
1,0,7,0,4735,1,1,0
15,0,111,1,479,1,1,0
17,0,97,0,4735,1,1,0
7,0,88,0,4735,1,1,0
26,0,112,1,374,4,9,1
1,0,5,0,4735,1,1,0
17,0,179,1,12,5,8,1
10,0,66,0,4735,1,1,0
43,0,202,0,4735,1,1,0
1,0,23,1,10,1,1,0
7,0,31,0,374,3,3,0
63,0,254,1,12,7,8,1
3,0,30,1,319,3,3,0
85,0,148,1,185,4,4,1
1,0,5,0,511,2,2,0
10,0,70,0,511,1,3,0
1,0,22,0,5,2,2,0
3,0,40,0,5,3,3,0
16,0,114,0,231,2,2,0
7,0,32,1,4735,1,3,0
3,0,20,0,374,1,1,0
2,0,50,0,4735,1,3,0
1,0,52,0,4735,2,2,0
2,0,21,0,231,2,5,0
72,0,419,7,1466,8,43,1
3,0,37,1,515,3,3,0
11,0,62,0,511,3,4,0
1,0,5,0,1466,2,2,0
1,0,5,0,1466,2,2,0
5,0,35,0,374,3,5,0
1,0,5,0,762,1,1,0
2,0,11,0,511,2,2,0
1,0,421,0,4735,1,1,0
1,0,12,0,1466,2,2,0
5,0,46,0,4735,1,1,0
1,0,14,0,511,2,2,0
28,0,253,0,4735,2,4,0
28,0,136,0,1466,3,5,0
59,0,210,1,4735,4,8,0
1,0,12,0,1466,1,1,0
27,0,167,1,1466,3,3,0
14,0,92,1,42,2,2,0
1,0,13,0,511,1,1,0
1,0,7,0,0,0,1,0
3,0,35,0,511,1,1,0
5,0,64,0,511,1,3,0
1,0,19,0,511,1,1,0
2,0,35,0,511,3,8,0
1,0,19,0,4735,2,5,0
7,0,153,0,511,3,5,0
41,0,134,1,1466,4,5,0
9,0,40,0,1466,2,3,0
11,0,161,0,185,4,5,1
13,0,346,0,12,4,5,1
125,0,793,0,89,9,30,1
1,0,59,0,89,6,12,0
1,0,10,0,1466,1,1,0
2,0,27,0,1466,1,2,0
3,0,48,0,1466,3,7,0
8,0,73,0,12,5,10,0
4,0,57,0,1466,3,7,0
1,0,10,0,1466,3,5,0
7,0,41,0,1466,3,3,0
1,0,23,0,89,2,3,0
11,0,91,0,89,3,5,0
8,0,47,0,89,3,4,0
8,0,51,0,762,1,1,0
1,0,7,0,89,2,3,0
4,0,50,0,1466,1,1,0
3,0,177,0,26,1,1,0
26,0,189,1,36,5,5,1
16,0,146,1,511,3,6,0
36,0,198,0,1466,1,1,0
6,0,23,0,230,2,3,0
8,0,41,0,230,1,1,0
3,0,177,0,26,1,1,0
25,0,170,0,244,3,3,0
25,0,225,0,1466,2,2,1
1,0,18,0,230,3,6,0
11,0,128,1,374,3,7,0
1,0,26,0,511,3,5,0
6,0,69,0,511,1,1,0
8,0,36,0,49,1,1,0
1,0,6,0,374,3,5,0
49,0,553,0,230,8,17,0
1,0,21,0,511,1,1,0
13,0,109,0,511,2,4,0
9,0,71,0,511,2,3,0
9,0,70,0,511,2,2,0
9,0,71,1,511,4,7,0
9,0,71,0,511,4,6,0
7,0,51,0,511,3,4,0
46,0,403,0,4735,4,5,1
1,0,9,0,10,2,3,0
10,0,108,1,511,2,5,0
15,0,89,0,511,1,1,0
1,0,4,0,12,2,2,0
27,0,267,1,374,6,9,0
5,0,14,0,511,1,3,0
1,0,13,0,511,1,1,0
1,0,7,0,89,1,1,0
18,0,135,0,511,2,3,0
1,0,7,0,762,1,1,0
1,0,7,1,49,4,4,0
5,0,24,0,230,1,1,0
1,0,7,0,511,2,2,0
10,0,75,0,511,3,5,0
18,0,135,0,511,2,3,0
1,0,39,0,246,1,1,0
1,0,5,0,49,2,2,0
18,0,121,0,1466,1,1,0
18,0,122,0,1466,1,2,0
9,0,74,0,1466,1,1,0
1,0,5,1,244,1,1,0
2,0,94,1,474,2,3,0
1,0,15,0,4735,1,2,0
124,0,1024,1,9,11,25,0
53,0,185,1,22,5,9,1
1,0,54,0,4735,1,3,0
71,0,358,3,36,5,18,0
1,0,109,0,4735,4,10,1
1,0,7,0,4735,1,1,0
10,0,91,0,22,3,4,0
33,0,292,0,479,5,18,1
1,0,9,0,4735,1,1,0
90,0,777,2,12,9,46,1
2,0,27,0,4735,1,1,1
30,0,161,1,1466,3,12,1
81,0,367,4,762,6,17,1
2,0,28,0,4735,1,3,0
7,0,88,0,1466,3,6,0
3,0,25,0,1,1,1,0
1,0,25,0,244,2,4,1
74,0,250,0,244,6,16,1
10,0,114,1,4735,3,11,1
32,0,294,4,1,5,23,1
13,0,102,0,1466,5,8,0
1,0,29,0,4735,1,2,0
1,0,22,0,1466,2,2,0
1,0,22,1,1466,2,3,0
25,0,235,2,374,8,12,1
52,0,428,0,374,10,19,0
52,0,240,0,244,2,4,1
1,0,7,0,1466,1,2,0
1,0,18,0,374,1,1,0
1,0,23,0,4735,2,2,0
1,0,18,0,244,1,1,0
1,0,23,0,4735,2,2,0
1,0,20,1,1466,4,4,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,6,0,4735,2,2,0
15,0,104,0,1466,2,2,0
1,0,22,0,4735,2,2,0
7,0,42,0,1466,2,3,0
1,0,16,0,319,2,2,0
1,0,18,0,374,1,1,0
1,0,24,0,374,1,1,0
3,0,37,0,3,1,1,0
6,0,61,1,319,2,5,0
7,0,58,0,4735,1,1,0
1,0,23,0,4735,2,2,0
1,0,18,0,1466,1,2,0
1,0,23,0,4735,2,2,0
6,0,44,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
6,0,44,1,1466,2,3,0
6,0,56,1,1466,3,4,0
1,0,22,0,4735,2,2,0
1,0,23,0,4735,2,2,0
2,0,29,0,4735,2,6,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,374,1,1,0
1,0,22,0,1466,3,3,0
1,0,23,0,4735,2,2,0
1,0,18,0,374,1,1,0
2,0,29,0,4735,2,3,0
1,0,23,0,4735,2,2,0
3,0,42,0,515,5,8,0
1,0,18,0,374,1,1,0
1,0,23,0,4735,2,2,0
1,0,23,0,374,1,1,0
1,0,23,0,4735,2,2,0
9,0,45,1,319,3,4,0
1,0,19,0,4735,2,2,0
2,0,30,0,1466,3,3,0
1,0,21,0,4735,2,2,0
1,0,23,0,4735,2,3,0
5,0,34,0,1466,3,3,0
1,0,19,0,4735,2,2,0
1,0,25,0,4735,2,2,0
5,0,34,0,374,3,3,0
1,0,19,0,4735,2,2,0
17,0,88,1,319,2,3,0
2,0,48,0,4735,3,11,0
2,0,25,1,4735,3,4,0
9,0,88,2,1466,3,5,0
1,0,23,0,4735,2,2,0
2,0,15,0,4735,2,3,0
4,0,38,0,4735,2,2,0
1,0,14,1,511,1,1,0
2,0,29,0,374,4,4,0
1,0,13,1,511,1,1,0
2,0,29,0,374,4,4,0
1,0,13,1,511,1,1,0
2,0,29,0,374,4,4,0
1,0,13,1,511,1,1,0
2,0,29,0,374,4,4,0
1,0,13,1,511,1,1,0
5,0,64,2,374,5,6,0
5,0,68,0,21,4,5,0
3,0,36,1,1466,2,4,0
2,0,35,0,4735,2,2,0
2,0,32,0,4735,1,1,0
2,0,30,0,1466,1,1,0
1,0,18,0,244,1,1,0
1,0,18,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,20,0,4735,1,1,0
3,0,27,1,811,3,3,0
3,0,22,1,811,2,2,0
3,0,22,1,811,2,2,0
3,0,22,1,811,2,2,0
1,0,23,0,4735,2,2,0
1,0,23,0,4735,2,2,0
1,0,18,0,4735,2,2,0
1,0,18,0,374,1,1,0
1,0,18,0,374,1,1,0
1,0,74,1,1466,2,6,0
1,0,19,0,4735,2,2,0
2,0,39,0,1466,3,3,0
1,0,21,0,1466,1,1,0
1,0,23,0,374,1,1,0
1,0,18,0,374,1,1,0
1,0,23,0,4735,2,2,0
2,0,35,0,1466,3,3,0
2,0,39,0,1466,3,4,0
2,0,32,0,1466,1,1,0
6,0,50,0,1466,3,4,0
82,0,178,1,374,7,11,0
1,0,22,0,4735,2,2,0
4,0,53,0,244,4,6,0
1,0,23,0,4735,2,2,0
11,0,82,0,1466,4,4,0
1,0,20,0,1466,1,2,0
1,0,19,0,374,1,1,0
4,0,31,0,1466,2,3,0
1,0,23,0,4735,2,2,0
1,0,24,0,4735,2,2,0
1,0,18,0,22,1,1,0
